m,kW/m2,C
 1.370E+00, 7.974E+00, 1.841E+02
 1.390E+00, 7.578E+00, 1.771E+02
 1.410E+00, 7.210E+00, 1.706E+02
 1.430E+00, 6.865E+00, 1.643E+02
 1.450E+00, 6.543E+00, 1.584E+02
 1.470E+00, 6.242E+00, 1.528E+02
 1.490E+00, 5.960E+00, 1.475E+02
 1.510E+00, 5.698E+00, 1.425E+02
 1.530E+00, 5.452E+00, 1.377E+02
 1.550E+00, 5.223E+00, 1.332E+02
 1.570E+00, 5.010E+00, 1.290E+02
 1.590E+00, 4.812E+00, 1.250E+02
 1.610E+00, 4.628E+00, 1.213E+02
 1.630E+00, 4.456E+00, 1.178E+02
 1.650E+00, 4.296E+00, 1.145E+02
 1.670E+00, 4.145E+00, 1.113E+02
 1.690E+00, 4.003E+00, 1.084E+02
 1.710E+00, 3.870E+00, 1.057E+02
 1.730E+00, 3.745E+00, 1.031E+02
 1.750E+00, 3.627E+00, 1.007E+02
 1.770E+00, 3.516E+00, 9.844E+01
 1.790E+00, 3.411E+00, 9.632E+01
 1.810E+00, 3.313E+00, 9.433E+01
 1.830E+00, 3.220E+00, 9.245E+01
 1.850E+00, 3.133E+00, 9.069E+01
 1.870E+00, 3.051E+00, 8.902E+01
 1.890E+00, 2.973E+00, 8.743E+01
 1.910E+00, 2.899E+00, 8.591E+01
 1.930E+00, 2.829E+00, 8.444E+01
 1.950E+00, 2.764E+00, 8.305E+01
 1.970E+00, 2.702E+00, 8.174E+01
 1.990E+00, 2.644E+00, 8.051E+01
 2.010E+00, 2.588E+00, 7.934E+01
 2.030E+00, 2.535E+00, 7.823E+01
 2.050E+00, 2.485E+00, 7.717E+01
 2.070E+00, 2.437E+00, 7.615E+01
 2.090E+00, 2.392E+00, 7.518E+01
 2.110E+00, 2.348E+00, 7.425E+01
 2.130E+00, 2.306E+00, 7.335E+01
 2.150E+00, 2.266E+00, 7.248E+01
 2.170E+00, 2.226E+00, 7.163E+01
 2.190E+00, 2.188E+00, 7.080E+01
 2.210E+00, 2.150E+00, 6.999E+01
 2.230E+00, 2.112E+00, 6.920E+01
 2.250E+00, 2.076E+00, 6.842E+01
 2.270E+00, 2.040E+00, 6.766E+01
 2.290E+00, 2.005E+00, 6.690E+01
 2.310E+00, 1.972E+00, 6.618E+01
 2.330E+00, 1.938E+00, 6.544E+01
 2.350E+00, 1.904E+00, 6.472E+01
 2.370E+00, 1.868E+00, 6.395E+01
 2.390E+00, 1.832E+00, 6.318E+01
 2.410E+00, 1.790E+00, 6.232E+01
 2.430E+00, 1.761E+00, 6.178E+01
