m,kW/m2,C
 1.950E+00, 1.365E+00, 5.276E+01
 1.970E+00, 1.345E+00, 5.230E+01
 1.990E+00, 1.326E+00, 5.185E+01
 2.010E+00, 1.308E+00, 5.142E+01
 2.030E+00, 1.290E+00, 5.100E+01
 2.050E+00, 1.273E+00, 5.059E+01
 2.070E+00, 1.256E+00, 5.019E+01
 2.090E+00, 1.239E+00, 4.979E+01
 2.110E+00, 1.222E+00, 4.940E+01
 2.130E+00, 1.205E+00, 4.900E+01
 2.150E+00, 1.188E+00, 4.861E+01
 2.170E+00, 1.171E+00, 4.821E+01
 2.190E+00, 1.155E+00, 4.783E+01
 2.210E+00, 1.138E+00, 4.746E+01
 2.230E+00, 1.122E+00, 4.709E+01
 2.250E+00, 1.107E+00, 4.674E+01
 2.270E+00, 1.091E+00, 4.639E+01
 2.290E+00, 1.076E+00, 4.604E+01
 2.310E+00, 1.060E+00, 4.569E+01
 2.330E+00, 1.044E+00, 4.533E+01
 2.350E+00, 1.027E+00, 4.496E+01
 2.370E+00, 1.009E+00, 4.456E+01
 2.390E+00, 9.903E-01, 4.415E+01
 2.410E+00, 9.689E-01, 4.368E+01
 2.430E+00, 9.536E-01, 4.337E+01
