m,kW/m2,C
 1.070E+00, 1.908E+01, 3.434E+02
 1.090E+00, 1.801E+01, 3.305E+02
 1.110E+00, 1.700E+01, 3.179E+02
 1.130E+00, 1.606E+01, 3.056E+02
 1.150E+00, 1.516E+01, 2.935E+02
 1.170E+00, 1.431E+01, 2.817E+02
 1.190E+00, 1.351E+01, 2.702E+02
 1.210E+00, 1.274E+01, 2.591E+02
 1.230E+00, 1.203E+01, 2.483E+02
 1.250E+00, 1.136E+01, 2.381E+02
 1.270E+00, 1.072E+01, 2.282E+02
 1.290E+00, 1.013E+01, 2.187E+02
 1.310E+00, 9.573E+00, 2.096E+02
 1.330E+00, 9.055E+00, 2.010E+02
 1.350E+00, 8.569E+00, 1.928E+02
 1.370E+00, 8.119E+00, 1.850E+02
 1.390E+00, 7.702E+00, 1.777E+02
 1.410E+00, 7.313E+00, 1.708E+02
 1.430E+00, 6.954E+00, 1.643E+02
 1.450E+00, 6.620E+00, 1.582E+02
 1.470E+00, 6.306E+00, 1.524E+02
 1.490E+00, 6.011E+00, 1.469E+02
 1.510E+00, 5.736E+00, 1.417E+02
 1.530E+00, 5.479E+00, 1.369E+02
 1.550E+00, 5.239E+00, 1.323E+02
 1.570E+00, 5.015E+00, 1.281E+02
 1.590E+00, 4.809E+00, 1.241E+02
 1.610E+00, 4.618E+00, 1.204E+02
 1.630E+00, 4.438E+00, 1.169E+02
 1.650E+00, 4.271E+00, 1.135E+02
 1.670E+00, 4.115E+00, 1.104E+02
 1.690E+00, 3.969E+00, 1.075E+02
 1.710E+00, 3.833E+00, 1.047E+02
 1.730E+00, 3.705E+00, 1.021E+02
 1.750E+00, 3.585E+00, 9.963E+01
 1.770E+00, 3.472E+00, 9.731E+01
 1.790E+00, 3.366E+00, 9.514E+01
 1.810E+00, 3.267E+00, 9.311E+01
 1.830E+00, 3.176E+00, 9.122E+01
 1.850E+00, 3.090E+00, 8.945E+01
 1.870E+00, 3.010E+00, 8.779E+01
 1.890E+00, 2.934E+00, 8.621E+01
 1.910E+00, 2.863E+00, 8.473E+01
 1.930E+00, 2.796E+00, 8.332E+01
 1.950E+00, 2.732E+00, 8.197E+01
 1.970E+00, 2.671E+00, 8.068E+01
 1.990E+00, 2.613E+00, 7.946E+01
 2.010E+00, 2.558E+00, 7.828E+01
 2.030E+00, 2.506E+00, 7.717E+01
 2.050E+00, 2.455E+00, 7.609E+01
 2.070E+00, 2.408E+00, 7.506E+01
 2.090E+00, 2.362E+00, 7.405E+01
 2.110E+00, 2.318E+00, 7.309E+01
 2.130E+00, 2.276E+00, 7.216E+01
 2.150E+00, 2.236E+00, 7.126E+01
 2.170E+00, 2.197E+00, 7.040E+01
 2.190E+00, 2.161E+00, 6.958E+01
 2.210E+00, 2.125E+00, 6.879E+01
 2.230E+00, 2.090E+00, 6.802E+01
 2.250E+00, 2.056E+00, 6.726E+01
 2.270E+00, 2.023E+00, 6.652E+01
 2.290E+00, 1.990E+00, 6.579E+01
 2.310E+00, 1.958E+00, 6.509E+01
 2.330E+00, 1.925E+00, 6.437E+01
 2.350E+00, 1.891E+00, 6.365E+01
 2.370E+00, 1.854E+00, 6.286E+01
 2.390E+00, 1.816E+00, 6.206E+01
 2.410E+00, 1.772E+00, 6.117E+01
 2.430E+00, 1.741E+00, 6.057E+01
