s,m,s,m,s,m,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2
-9.0724303E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.2174983E-004,-4.3388458E-004,-4.3944244E-004,-4.4424832E-004,-4.2142699E-004,-4.2264350E-004,-4.2590554E-004,-4.2889308E-004,-4.0262310E-004,-4.0076812E-004,-3.9891052E-004,-4.0242573E-004,-4.4139028E-004,-4.4056397E-004,-4.4165499E-004,-4.4213642E-004,-4.4068916E-004,-4.3716793E-004,-4.3471417E-004,-4.3327103E-004,-4.3199553E-004,-4.2943036E-004,-4.2534082E-004,-4.2237396E-004,-4.0862132E-004,-4.4081169E-004,-4.4033780E-004,-4.4312296E-004,-4.4654908E-004,-4.4837013E-004,-4.4157725E-004,-4.4023279E-004,-4.3614111E-004,-4.3330692E-004,-4.3318762E-004,-4.8871816E-004,-4.9971163E-004,-5.0385456E-004,-5.0767953E-004,-5.1130606E-004
-8.9693670E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.2174983E-004,-4.3388458E-004,-4.3944244E-004,-4.4424832E-004,-4.2142699E-004,-4.2264350E-004,-4.2590554E-004,-4.2889308E-004,-4.0262310E-004,-4.0076812E-004,-3.9891052E-004,-4.0242573E-004,-4.4139028E-004,-4.4056397E-004,-4.4165499E-004,-4.4213642E-004,-4.4068916E-004,-4.3716793E-004,-4.3471417E-004,-4.3327103E-004,-4.3199553E-004,-4.2943036E-004,-4.2534082E-004,-4.2237396E-004,-4.0862132E-004,-4.4081169E-004,-4.4033780E-004,-4.4312296E-004,-4.4654908E-004,-4.4837013E-004,-4.4157725E-004,-4.4023279E-004,-4.3614111E-004,-4.3330692E-004,-4.3318762E-004,-4.8871816E-004,-4.9971163E-004,-5.0385456E-004,-5.0767953E-004,-5.1130606E-004
-8.8663037E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.2174983E-004,-4.3388458E-004,-4.3944244E-004,-4.4424832E-004,-4.2142699E-004,-4.2264350E-004,-4.2590554E-004,-4.2889308E-004,-4.0262310E-004,-4.0076812E-004,-3.9891052E-004,-4.0242573E-004,-4.4139028E-004,-4.4056397E-004,-4.4165499E-004,-4.4213642E-004,-4.4068916E-004,-4.3716793E-004,-4.3471417E-004,-4.3327103E-004,-4.3199553E-004,-4.2943036E-004,-4.2534082E-004,-4.2237396E-004,-4.0862132E-004,-4.4081169E-004,-4.4033780E-004,-4.4312296E-004,-4.4654908E-004,-4.4837013E-004,-4.4157725E-004,-4.4023279E-004,-4.3614111E-004,-4.3330692E-004,-4.3318762E-004,-4.8871816E-004,-4.9971163E-004,-5.0385456E-004,-5.0767953E-004,-5.1130606E-004
-8.7632404E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.4178731E-004,-4.5425134E-004,-4.6065573E-004,-4.6648565E-004,-4.4550489E-004,-4.4710622E-004,-4.5006962E-004,-4.5154336E-004,-4.2569464E-004,-4.2304892E-004,-4.2083474E-004,-4.2340910E-004,-4.6864079E-004,-4.6746147E-004,-4.6870658E-004,-4.6970123E-004,-4.6879748E-004,-4.6535305E-004,-4.6302043E-004,-4.6144086E-004,-4.5953652E-004,-4.5595017E-004,-4.5125121E-004,-4.4850556E-004,-4.3671288E-004,-4.6569924E-004,-4.6517245E-004,-4.6832241E-004,-4.7220085E-004,-4.7421848E-004,-4.6963535E-004,-4.6842826E-004,-4.6407521E-004,-4.6141463E-004,-4.6126379E-004,-5.1756605E-004,-5.2646763E-004,-5.2776498E-004,-5.3310901E-004,-5.3652874E-004
-8.6601771E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.4178731E-004,-4.5425134E-004,-4.6065573E-004,-4.6648565E-004,-4.4550489E-004,-4.4710622E-004,-4.5006962E-004,-4.5154336E-004,-4.2569464E-004,-4.2304892E-004,-4.2083474E-004,-4.2340910E-004,-4.6864079E-004,-4.6746147E-004,-4.6870658E-004,-4.6970123E-004,-4.6879748E-004,-4.6535305E-004,-4.6302043E-004,-4.6144086E-004,-4.5953652E-004,-4.5595017E-004,-4.5125121E-004,-4.4850556E-004,-4.3671288E-004,-4.6569924E-004,-4.6517245E-004,-4.6832241E-004,-4.7220085E-004,-4.7421848E-004,-4.6963535E-004,-4.6842826E-004,-4.6407521E-004,-4.6141463E-004,-4.6126379E-004,-5.1756605E-004,-5.2646763E-004,-5.2776498E-004,-5.3310901E-004,-5.3652874E-004
-8.5571138E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.4178731E-004,-4.5425134E-004,-4.6065573E-004,-4.6648565E-004,-4.4550489E-004,-4.4710622E-004,-4.5006962E-004,-4.5154336E-004,-4.2569464E-004,-4.2304892E-004,-4.2083474E-004,-4.2340910E-004,-4.6864079E-004,-4.6746147E-004,-4.6870658E-004,-4.6970123E-004,-4.6879748E-004,-4.6535305E-004,-4.6302043E-004,-4.6144086E-004,-4.5953652E-004,-4.5595017E-004,-4.5125121E-004,-4.4850556E-004,-4.3671288E-004,-4.6569924E-004,-4.6517245E-004,-4.6832241E-004,-4.7220085E-004,-4.7421848E-004,-4.6963535E-004,-4.6842826E-004,-4.6407521E-004,-4.6141463E-004,-4.6126379E-004,-5.1756605E-004,-5.2646763E-004,-5.2776498E-004,-5.3310901E-004,-5.3652874E-004
-8.4540505E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.6014069E-004,-4.7393275E-004,-4.8119363E-004,-4.8766164E-004,-4.6733038E-004,-4.6969607E-004,-4.7445020E-004,-4.7705611E-004,-4.5144506E-004,-4.4922375E-004,-4.4713749E-004,-4.4985441E-004,-4.9237331E-004,-4.9079045E-004,-4.9216789E-004,-4.9387066E-004,-4.9335163E-004,-4.8987829E-004,-4.8812869E-004,-4.8757743E-004,-4.8680385E-004,-4.8412992E-004,-4.8008090E-004,-4.7772058E-004,-4.6551596E-004,-4.8699517E-004,-4.8615751E-004,-4.8901773E-004,-4.9348626E-004,-4.9636619E-004,-4.9442995E-004,-4.9422674E-004,-4.9040257E-004,-4.8813173E-004,-4.8808397E-004,-5.4683559E-004,-5.5578205E-004,-5.5672509E-004,-5.6144893E-004,-5.6456421E-004
-8.3509872E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.6014069E-004,-4.7393275E-004,-4.8119363E-004,-4.8766164E-004,-4.6733038E-004,-4.6969607E-004,-4.7445020E-004,-4.7705611E-004,-4.5144506E-004,-4.4922375E-004,-4.4713749E-004,-4.4985441E-004,-4.9237331E-004,-4.9079045E-004,-4.9216789E-004,-4.9387066E-004,-4.9335163E-004,-4.8987829E-004,-4.8812869E-004,-4.8757743E-004,-4.8680385E-004,-4.8412992E-004,-4.8008090E-004,-4.7772058E-004,-4.6551596E-004,-4.8699517E-004,-4.8615751E-004,-4.8901773E-004,-4.9348626E-004,-4.9636619E-004,-4.9442995E-004,-4.9422674E-004,-4.9040257E-004,-4.8813173E-004,-4.8808397E-004,-5.4683559E-004,-5.5578205E-004,-5.5672509E-004,-5.6144893E-004,-5.6456421E-004
-8.2479239E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.6014069E-004,-4.7393275E-004,-4.8119363E-004,-4.8766164E-004,-4.6733038E-004,-4.6969607E-004,-4.7445020E-004,-4.7705611E-004,-4.5144506E-004,-4.4922375E-004,-4.4713749E-004,-4.4985441E-004,-4.9237331E-004,-4.9079045E-004,-4.9216789E-004,-4.9387066E-004,-4.9335163E-004,-4.8987829E-004,-4.8812869E-004,-4.8757743E-004,-4.8680385E-004,-4.8412992E-004,-4.8008090E-004,-4.7772058E-004,-4.6551596E-004,-4.8699517E-004,-4.8615751E-004,-4.8901773E-004,-4.9348626E-004,-4.9636619E-004,-4.9442995E-004,-4.9422674E-004,-4.9040257E-004,-4.8813173E-004,-4.8808397E-004,-5.4683559E-004,-5.5578205E-004,-5.5672509E-004,-5.6144893E-004,-5.6456421E-004
-8.1448606E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.7027802E-004,-4.8499658E-004,-4.9383699E-004,-5.0187098E-004,-4.8574997E-004,-4.8863638E-004,-4.9381457E-004,-4.9608141E-004,-4.7189886E-004,-4.6989455E-004,-4.6754255E-004,-4.6957579E-004,-5.1379593E-004,-5.1188560E-004,-5.1261558E-004,-5.1412173E-004,-5.1410893E-004,-5.1142490E-004,-5.1053797E-004,-5.1058325E-004,-5.0991677E-004,-5.0709060E-004,-5.0350942E-004,-5.0205091E-004,-4.9034158E-004,-5.1228483E-004,-5.1076176E-004,-5.1244544E-004,-5.1626770E-004,-5.1952910E-004,-5.1497023E-004,-5.1625901E-004,-5.1440882E-004,-5.1414236E-004,-5.1495805E-004,-5.7641884E-004,-5.8564470E-004,-5.8596813E-004,-5.8969022E-004,-5.9311115E-004
-8.0417973E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.7027802E-004,-4.8499658E-004,-4.9383699E-004,-5.0187098E-004,-4.8574997E-004,-4.8863638E-004,-4.9381457E-004,-4.9608141E-004,-4.7189886E-004,-4.6989455E-004,-4.6754255E-004,-4.6957579E-004,-5.1379593E-004,-5.1188560E-004,-5.1261558E-004,-5.1412173E-004,-5.1410893E-004,-5.1142490E-004,-5.1053797E-004,-5.1058325E-004,-5.0991677E-004,-5.0709060E-004,-5.0350942E-004,-5.0205091E-004,-4.9034158E-004,-5.1228483E-004,-5.1076176E-004,-5.1244544E-004,-5.1626770E-004,-5.1952910E-004,-5.1497023E-004,-5.1625901E-004,-5.1440882E-004,-5.1414236E-004,-5.1495805E-004,-5.7641884E-004,-5.8564470E-004,-5.8596813E-004,-5.8969022E-004,-5.9311115E-004
-7.9387340E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.7027802E-004,-4.8499658E-004,-4.9383699E-004,-5.0187098E-004,-4.8574997E-004,-4.8863638E-004,-4.9381457E-004,-4.9608141E-004,-4.7189886E-004,-4.6989455E-004,-4.6754255E-004,-4.6957579E-004,-5.1379593E-004,-5.1188560E-004,-5.1261558E-004,-5.1412173E-004,-5.1410893E-004,-5.1142490E-004,-5.1053797E-004,-5.1058325E-004,-5.0991677E-004,-5.0709060E-004,-5.0350942E-004,-5.0205091E-004,-4.9034158E-004,-5.1228483E-004,-5.1076176E-004,-5.1244544E-004,-5.1626770E-004,-5.1952910E-004,-5.1497023E-004,-5.1625901E-004,-5.1440882E-004,-5.1414236E-004,-5.1495805E-004,-5.7641884E-004,-5.8564470E-004,-5.8596813E-004,-5.8969022E-004,-5.9311115E-004
-7.8356707E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.8742300E-004,-5.0118724E-004,-5.0942864E-004,-5.1725263E-004,-5.0381265E-004,-5.0681281E-004,-5.1175383E-004,-5.1339962E-004,-4.9274796E-004,-4.9125799E-004,-4.8956007E-004,-4.9128165E-004,-5.4041603E-004,-5.3788929E-004,-5.3769222E-004,-5.3831765E-004,-5.3811382E-004,-5.3591712E-004,-5.3583502E-004,-5.3660716E-004,-5.3654515E-004,-5.3447427E-004,-5.3227752E-004,-5.3244364E-004,-5.2290510E-004,-5.3809614E-004,-5.3596132E-004,-5.3736653E-004,-5.4088551E-004,-5.4397187E-004,-5.3890835E-004,-5.4013133E-004,-5.3825986E-004,-5.3786919E-004,-5.3845954E-004,-6.0074396E-004,-6.1073247E-004,-6.1041096E-004,-6.1388635E-004,-6.1799172E-004
-7.7326074E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.8742300E-004,-5.0118724E-004,-5.0942864E-004,-5.1725263E-004,-5.0381265E-004,-5.0681281E-004,-5.1175383E-004,-5.1339962E-004,-4.9274796E-004,-4.9125799E-004,-4.8956007E-004,-4.9128165E-004,-5.4041603E-004,-5.3788929E-004,-5.3769222E-004,-5.3831765E-004,-5.3811382E-004,-5.3591712E-004,-5.3583502E-004,-5.3660716E-004,-5.3654515E-004,-5.3447427E-004,-5.3227752E-004,-5.3244364E-004,-5.2290510E-004,-5.3809614E-004,-5.3596132E-004,-5.3736653E-004,-5.4088551E-004,-5.4397187E-004,-5.3890835E-004,-5.4013133E-004,-5.3825986E-004,-5.3786919E-004,-5.3845954E-004,-6.0074396E-004,-6.1073247E-004,-6.1041096E-004,-6.1388635E-004,-6.1799172E-004
-7.6295441E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.8742300E-004,-5.0118724E-004,-5.0942864E-004,-5.1725263E-004,-5.0381265E-004,-5.0681281E-004,-5.1175383E-004,-5.1339962E-004,-4.9274796E-004,-4.9125799E-004,-4.8956007E-004,-4.9128165E-004,-5.4041603E-004,-5.3788929E-004,-5.3769222E-004,-5.3831765E-004,-5.3811382E-004,-5.3591712E-004,-5.3583502E-004,-5.3660716E-004,-5.3654515E-004,-5.3447427E-004,-5.3227752E-004,-5.3244364E-004,-5.2290510E-004,-5.3809614E-004,-5.3596132E-004,-5.3736653E-004,-5.4088551E-004,-5.4397187E-004,-5.3890835E-004,-5.4013133E-004,-5.3825986E-004,-5.3786919E-004,-5.3845954E-004,-6.0074396E-004,-6.1073247E-004,-6.1041096E-004,-6.1388635E-004,-6.1799172E-004
-7.5264808E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.0605963E-004,-5.1967094E-004,-5.2819659E-004,-5.3585442E-004,-5.2508061E-004,-5.2791811E-004,-5.3196622E-004,-5.3266923E-004,-5.1529503E-004,-5.1333514E-004,-5.1129662E-004,-5.1237745E-004,-5.6434740E-004,-5.6243960E-004,-5.6279012E-004,-5.6451508E-004,-5.6582883E-004,-5.6545900E-004,-5.6654907E-004,-5.6797509E-004,-5.6811152E-004,-5.6607929E-004,-5.6367821E-004,-5.6305032E-004,-5.5351770E-004,-5.5917393E-004,-5.5864093E-004,-5.6154412E-004,-5.6679064E-004,-5.7192715E-004,-5.6472415E-004,-5.6479002E-004,-5.6331946E-004,-5.6362306E-004,-5.6414495E-004,-6.2154545E-004,-6.3056752E-004,-6.3502671E-004,-6.3938333E-004,-6.4261059E-004
-7.4234175E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.0605963E-004,-5.1967094E-004,-5.2819659E-004,-5.3585442E-004,-5.2508061E-004,-5.2791811E-004,-5.3196622E-004,-5.3266923E-004,-5.1529503E-004,-5.1333514E-004,-5.1129662E-004,-5.1237745E-004,-5.6434740E-004,-5.6243960E-004,-5.6279012E-004,-5.6451508E-004,-5.6582883E-004,-5.6545900E-004,-5.6654907E-004,-5.6797509E-004,-5.6811152E-004,-5.6607929E-004,-5.6367821E-004,-5.6305032E-004,-5.5351770E-004,-5.5917393E-004,-5.5864093E-004,-5.6154412E-004,-5.6679064E-004,-5.7192715E-004,-5.6472415E-004,-5.6479002E-004,-5.6331946E-004,-5.6362306E-004,-5.6414495E-004,-6.2154545E-004,-6.3056752E-004,-6.3502671E-004,-6.3938333E-004,-6.4261059E-004
-7.3203542E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.0605963E-004,-5.1967094E-004,-5.2819659E-004,-5.3585442E-004,-5.2508061E-004,-5.2791811E-004,-5.3196622E-004,-5.3266923E-004,-5.1529503E-004,-5.1333514E-004,-5.1129662E-004,-5.1237745E-004,-5.6434740E-004,-5.6243960E-004,-5.6279012E-004,-5.6451508E-004,-5.6582883E-004,-5.6545900E-004,-5.6654907E-004,-5.6797509E-004,-5.6811152E-004,-5.6607929E-004,-5.6367821E-004,-5.6305032E-004,-5.5351770E-004,-5.5917393E-004,-5.5864093E-004,-5.6154412E-004,-5.6679064E-004,-5.7192715E-004,-5.6472415E-004,-5.6479002E-004,-5.6331946E-004,-5.6362306E-004,-5.6414495E-004,-6.2154545E-004,-6.3056752E-004,-6.3502671E-004,-6.3938333E-004,-6.4261059E-004
-7.2172909E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.3398937E-004,-5.4822425E-004,-5.5744862E-004,-5.6486288E-004,-5.5458620E-004,-5.5690147E-004,-5.5965021E-004,-5.5948082E-004,-5.4282139E-004,-5.4103720E-004,-5.3890174E-004,-5.3936163E-004,-5.9425760E-004,-5.9390851E-004,-5.9543041E-004,-5.9780703E-004,-5.9920782E-004,-5.9844983E-004,-5.9845430E-004,-5.9832621E-004,-5.9675203E-004,-5.9346466E-004,-5.9066258E-004,-5.8986525E-004,-5.7987912E-004,-5.8730431E-004,-5.8899116E-004,-5.9325159E-004,-5.9721257E-004,-5.9682593E-004,-5.9732509E-004,-5.9547786E-004,-5.9313315E-004,-5.9286483E-004,-5.9255479E-004,-6.4830844E-004,-6.5053659E-004,-6.4100090E-004,-6.6559147E-004,-6.6907612E-004
-7.1142276E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.3398937E-004,-5.4822425E-004,-5.5744862E-004,-5.6486288E-004,-5.5458620E-004,-5.5690147E-004,-5.5965021E-004,-5.5948082E-004,-5.4282139E-004,-5.4103720E-004,-5.3890174E-004,-5.3936163E-004,-5.9425760E-004,-5.9390851E-004,-5.9543041E-004,-5.9780703E-004,-5.9920782E-004,-5.9844983E-004,-5.9845430E-004,-5.9832621E-004,-5.9675203E-004,-5.9346466E-004,-5.9066258E-004,-5.8986525E-004,-5.7987912E-004,-5.8730431E-004,-5.8899116E-004,-5.9325159E-004,-5.9721257E-004,-5.9682593E-004,-5.9732509E-004,-5.9547786E-004,-5.9313315E-004,-5.9286483E-004,-5.9255479E-004,-6.4830844E-004,-6.5053659E-004,-6.4100090E-004,-6.6559147E-004,-6.6907612E-004
