s,C,C,C,C,C,C,C,C,C,C,C,C
 7.1715963E+000, 6.3029543E+001, 3.6389508E+001, 2.2709952E+001, 1.4663137E+001, 7.3729133E+001, 4.1679834E+001, 2.5349531E+001, 1.6090147E+001, 7.4780297E+001, 4.3322703E+001, 2.6905013E+001, 1.7335233E+001
 7.3708074E+000, 6.3029543E+001, 3.6389508E+001, 2.2709952E+001, 1.4663137E+001, 7.3729133E+001, 4.1679834E+001, 2.5349531E+001, 1.6090147E+001, 7.4780297E+001, 4.3322703E+001, 2.6905013E+001, 1.7335233E+001
 7.5700184E+000, 6.3217872E+001, 3.6440225E+001, 2.2701029E+001, 1.4622691E+001, 7.6228702E+001, 4.3192323E+001, 2.6309835E+001, 1.6710248E+001, 7.5549718E+001, 4.3817480E+001, 2.7244301E+001, 1.7559746E+001
 7.7692294E+000, 6.3217872E+001, 3.6440225E+001, 2.2701029E+001, 1.4622691E+001, 7.6228702E+001, 4.3192323E+001, 2.6309835E+001, 1.6710248E+001, 7.5549718E+001, 4.3817480E+001, 2.7244301E+001, 1.7559746E+001
 7.9684404E+000, 6.3330079E+001, 3.6515556E+001, 2.2715122E+001, 1.4587334E+001, 7.8465245E+001, 4.4575436E+001, 2.7196418E+001, 1.7282624E+001, 7.6123873E+001, 4.4218718E+001, 2.7523733E+001, 1.7736208E+001
 8.1676514E+000, 6.3330079E+001, 3.6515556E+001, 2.2715122E+001, 1.4587334E+001, 7.8465245E+001, 4.4575436E+001, 2.7196418E+001, 1.7282624E+001, 7.6123873E+001, 4.4218718E+001, 2.7523733E+001, 1.7736208E+001
 8.3668624E+000, 6.3354228E+001, 3.6596199E+001, 2.2756395E+001, 1.4557779E+001, 8.0463780E+001, 4.5842151E+001, 2.8019306E+001, 1.7811432E+001, 7.6536760E+001, 4.4548227E+001, 2.7757925E+001, 1.7874788E+001
 8.5660734E+000, 6.3354228E+001, 3.6596199E+001, 2.2756395E+001, 1.4557779E+001, 8.0463780E+001, 4.5842151E+001, 2.8019306E+001, 1.7811432E+001, 7.6536760E+001, 4.4548227E+001, 2.7757925E+001, 1.7874788E+001
 8.7652844E+000, 6.3342594E+001, 3.6665575E+001, 2.2810195E+001, 1.4533682E+001, 8.2247955E+001, 4.6994088E+001, 2.8775860E+001, 1.8299568E+001, 7.6836850E+001, 4.4815830E+001, 2.7953982E+001, 1.7983731E+001
 8.9644954E+000, 6.3342594E+001, 3.6665575E+001, 2.2810195E+001, 1.4533682E+001, 8.2247955E+001, 4.6994088E+001, 2.8775860E+001, 1.8299568E+001, 7.6836850E+001, 4.4815830E+001, 2.7953982E+001, 1.7983731E+001
 9.1637064E+000, 6.3343561E+001, 3.6707391E+001, 2.2854963E+001, 1.4514431E+001, 8.3840936E+001, 4.8039145E+001, 2.9470836E+001, 1.8748192E+001, 7.7057553E+001, 4.5024181E+001, 2.8115173E+001, 1.8069352E+001
 9.3629174E+000, 6.3343561E+001, 3.6707391E+001, 2.2854963E+001, 1.4514431E+001, 8.3840936E+001, 4.8039145E+001, 2.9470836E+001, 1.8748192E+001, 7.7057553E+001, 4.5024181E+001, 2.8115173E+001, 1.8069352E+001
 9.5621285E+000, 6.3339353E+001, 3.6728046E+001, 2.2883343E+001, 1.4502161E+001, 8.5267795E+001, 4.8993285E+001, 3.0105951E+001, 1.9163751E+001, 7.7228868E+001, 4.5184276E+001, 2.8243993E+001, 1.8138126E+001
 9.7613395E+000, 6.3339353E+001, 3.6728046E+001, 2.2883343E+001, 1.4502161E+001, 8.5267795E+001, 4.8993285E+001, 3.0105951E+001, 1.9163751E+001, 7.7228868E+001, 4.5184276E+001, 2.8243993E+001, 1.8138126E+001
 9.9605505E+000, 6.3342592E+001, 3.6747665E+001, 2.2899882E+001, 1.4500107E+001, 8.6544063E+001, 4.9858368E+001, 3.0689645E+001, 1.9549642E+001, 7.7370431E+001, 4.5313261E+001, 2.8346481E+001, 1.8193876E+001
 1.0159761E+001, 6.3342592E+001, 3.6747665E+001, 2.2899882E+001, 1.4500107E+001, 8.6544063E+001, 4.9858368E+001, 3.0689645E+001, 1.9549642E+001, 7.7370431E+001, 4.5313261E+001, 2.8346481E+001, 1.8193876E+001
 1.0358972E+001, 6.3361412E+001, 3.6769991E+001, 2.2910859E+001, 1.4508930E+001, 8.7689548E+001, 5.0648017E+001, 3.1226127E+001, 1.9908205E+001, 7.7475533E+001, 4.5419073E+001, 2.8428666E+001, 1.8241096E+001
 1.0558184E+001, 6.3361412E+001, 3.6769991E+001, 2.2910859E+001, 1.4508930E+001, 8.7689548E+001, 5.0648017E+001, 3.1226127E+001, 1.9908205E+001, 7.7475533E+001, 4.5419073E+001, 2.8428666E+001, 1.8241096E+001
 1.0757395E+001, 6.3383530E+001, 3.6798565E+001, 2.2921064E+001, 1.4526788E+001, 8.8708473E+001, 5.1364842E+001, 3.1716279E+001, 2.0241802E+001, 7.7549126E+001, 4.5509166E+001, 2.8495884E+001, 1.8284889E+001
 1.0956606E+001, 6.3383530E+001, 3.6798565E+001, 2.2921064E+001, 1.4526788E+001, 8.8708473E+001, 5.1364842E+001, 3.1716279E+001, 2.0241802E+001, 7.7549126E+001, 4.5509166E+001, 2.8495884E+001, 1.8284889E+001
 1.1155817E+001, 6.3412976E+001, 3.6834548E+001, 2.2932852E+001, 1.4551914E+001, 8.9626695E+001, 5.2020991E+001, 3.2167610E+001, 2.0550442E+001, 7.7612825E+001, 4.5589019E+001, 2.8552202E+001, 1.8326953E+001
 1.1355028E+001, 6.3412976E+001, 3.6834548E+001, 2.2932852E+001, 1.4551914E+001, 8.9626695E+001, 5.2020991E+001, 3.2167610E+001, 2.0550442E+001, 7.7612825E+001, 4.5589019E+001, 2.8552202E+001, 1.8326953E+001
 1.1554239E+001, 6.3455606E+001, 3.6871764E+001, 2.2943360E+001, 1.4582727E+001, 9.0445013E+001, 5.2619540E+001, 3.2581524E+001, 2.0838272E+001, 7.7674277E+001, 4.5659196E+001, 2.8598586E+001, 1.8368191E+001
 1.1753450E+001, 6.3455606E+001, 3.6871764E+001, 2.2943360E+001, 1.4582727E+001, 9.0445013E+001, 5.2619540E+001, 3.2581524E+001, 2.0838272E+001, 7.7674277E+001, 4.5659196E+001, 2.8598586E+001, 1.8368191E+001
 1.1952661E+001, 6.3496791E+001, 3.6903574E+001, 2.2948440E+001, 1.4617955E+001, 9.1177711E+001, 5.3158719E+001, 3.2960413E+001, 2.1107217E+001, 7.7729454E+001, 4.5718914E+001, 2.8634812E+001, 1.8409227E+001
 1.2151872E+001, 6.3496791E+001, 3.6903574E+001, 2.2948440E+001, 1.4617955E+001, 9.1177711E+001, 5.3158719E+001, 3.2960413E+001, 2.1107217E+001, 7.7729454E+001, 4.5718914E+001, 2.8634812E+001, 1.8409227E+001
 1.2351083E+001, 6.3506563E+001, 3.6928314E+001, 2.2948615E+001, 1.4657350E+001, 9.1815077E+001, 5.3649970E+001, 3.3307411E+001, 2.1358810E+001, 7.7764619E+001, 4.5768791E+001, 2.8662330E+001, 1.8450864E+001
 1.2550294E+001, 6.3506563E+001, 3.6928314E+001, 2.2948615E+001, 1.4657350E+001, 9.1815077E+001, 5.3649970E+001, 3.3307411E+001, 2.1358810E+001, 7.7764619E+001, 4.5768791E+001, 2.8662330E+001, 1.8450864E+001
 1.2749505E+001, 6.3478571E+001, 3.6941716E+001, 2.2947449E+001, 1.4699758E+001, 9.2378271E+001, 5.4094546E+001, 3.3621966E+001, 2.1594089E+001, 7.7774807E+001, 4.5807303E+001, 2.8683690E+001, 1.8493161E+001
 1.2948716E+001, 6.3478571E+001, 3.6941716E+001, 2.2947449E+001, 1.4699758E+001, 9.2378271E+001, 5.4094546E+001, 3.3621966E+001, 2.1594089E+001, 7.7774807E+001, 4.5807303E+001, 2.8683690E+001, 1.8493161E+001
 1.3147927E+001, 6.3436885E+001, 3.6937750E+001, 2.2949310E+001, 1.4741377E+001, 9.2880632E+001, 5.4494589E+001, 3.3911879E+001, 2.1813330E+001, 7.7769991E+001, 4.5831620E+001, 2.8702000E+001, 1.8534699E+001
 1.3347138E+001, 6.3436885E+001, 3.6937750E+001, 2.2949310E+001, 1.4741377E+001, 9.2880632E+001, 5.4494589E+001, 3.3911879E+001, 2.1813330E+001, 7.7769991E+001, 4.5831620E+001, 2.8702000E+001, 1.8534699E+001
 1.3546349E+001, 6.3408939E+001, 3.6912270E+001, 2.2955635E+001, 1.4773407E+001, 9.3332196E+001, 5.4851538E+001, 3.4178910E+001, 2.2012506E+001, 7.7764235E+001, 4.5839331E+001, 2.8719138E+001, 1.8571240E+001
 1.3745560E+001, 6.3408939E+001, 3.6912270E+001, 2.2955635E+001, 1.4773407E+001, 9.3332196E+001, 5.4851538E+001, 3.4178910E+001, 2.2012506E+001, 7.7764235E+001, 4.5839331E+001, 2.8719138E+001, 1.8571240E+001
 1.3944771E+001, 6.3405797E+001, 3.6866786E+001, 2.2964098E+001, 1.4791191E+001, 9.3728832E+001, 5.5162962E+001, 3.4424127E+001, 2.2195589E+001, 7.7765777E+001, 4.5830357E+001, 2.8734975E+001, 1.8599854E+001
 1.4143982E+001, 6.3405797E+001, 3.6866786E+001, 2.2964098E+001, 1.4791191E+001, 9.3728832E+001, 5.5162962E+001, 3.4424127E+001, 2.2195589E+001, 7.7765777E+001, 4.5830357E+001, 2.8734975E+001, 1.8599854E+001
 1.4343193E+001, 6.3421767E+001, 3.6811331E+001, 2.2969817E+001, 1.4799552E+001, 9.4087604E+001, 5.5441555E+001, 3.4648028E+001, 2.2364532E+001, 7.7775361E+001, 4.5809203E+001, 2.8747813E+001, 1.8621947E+001
 1.4542404E+001, 6.3421767E+001, 3.6811331E+001, 2.2969817E+001, 1.4799552E+001, 9.4087604E+001, 5.5441555E+001, 3.4648028E+001, 2.2364532E+001, 7.7775361E+001, 4.5809203E+001, 2.8747813E+001, 1.8621947E+001
 1.4741615E+001, 6.3439965E+001, 3.6755929E+001, 2.2962011E+001, 1.4803517E+001, 9.4408199E+001, 5.5691253E+001, 3.4848542E+001, 2.2520317E+001, 7.7787012E+001, 4.5781311E+001, 2.8752473E+001, 1.8639427E+001
 1.4940826E+001, 6.3439965E+001, 3.6755929E+001, 2.2962011E+001, 1.4803517E+001, 9.4408199E+001, 5.5691253E+001, 3.4848542E+001, 2.2520317E+001, 7.7787012E+001, 4.5781311E+001, 2.8752473E+001, 1.8639427E+001
 1.5140037E+001, 6.3440336E+001, 3.6718905E+001, 2.2934254E+001, 1.4807016E+001, 9.4688879E+001, 5.5916129E+001, 3.5026927E+001, 2.2664646E+001, 7.7790804E+001, 4.5751875E+001, 2.8744988E+001, 1.8654157E+001
 1.5339248E+001, 6.3440336E+001, 3.6718905E+001, 2.2934254E+001, 1.4807016E+001, 9.4688879E+001, 5.5916129E+001, 3.5026927E+001, 2.2664646E+001, 7.7790804E+001, 4.5751875E+001, 2.8744988E+001, 1.8654157E+001
 1.5538459E+001, 6.3414939E+001, 3.6706768E+001, 2.2895253E+001, 1.4813913E+001, 9.4933026E+001, 5.6122144E+001, 3.5187421E+001, 2.2799171E+001, 7.7780983E+001, 4.5727647E+001, 2.8728465E+001, 1.8668393E+001
 1.5737670E+001, 6.3414939E+001, 3.6706768E+001, 2.2895253E+001, 1.4813913E+001, 9.4933026E+001, 5.6122144E+001, 3.5187421E+001, 2.2799171E+001, 7.7780983E+001, 4.5727647E+001, 2.8728465E+001, 1.8668393E+001
 1.5936881E+001, 6.3371225E+001, 3.6715577E+001, 2.2861810E+001, 1.4826959E+001, 9.5145366E+001, 5.6314515E+001, 3.5335097E+001, 2.2925417E+001, 7.7758991E+001, 4.5715908E+001, 2.8710779E+001, 1.8684144E+001
 1.6136092E+001, 6.3371225E+001, 3.6715577E+001, 2.2861810E+001, 1.4826959E+001, 9.5145366E+001, 5.6314515E+001, 3.5335097E+001, 2.2925417E+001, 7.7758991E+001, 4.5715908E+001, 2.8710779E+001, 1.8684144E+001
 1.6335303E+001, 6.3340111E+001, 3.6740663E+001, 2.2848876E+001, 1.4847546E+001, 9.5331123E+001, 5.6496929E+001, 3.5470274E+001, 2.3044512E+001, 7.7729934E+001, 4.5721649E+001, 2.8700301E+001, 1.8702863E+001
 1.6534514E+001, 6.3340111E+001, 3.6740663E+001, 2.2848876E+001, 1.4847546E+001, 9.5331123E+001, 5.6496929E+001, 3.5470274E+001, 2.3044512E+001, 7.7729934E+001, 4.5721649E+001, 2.8700301E+001, 1.8702863E+001
 1.6733725E+001, 6.3329796E+001, 3.6787696E+001, 2.2860623E+001, 1.4876234E+001, 9.5496683E+001, 5.6666467E+001, 3.5599104E+001, 2.3157745E+001, 7.7701243E+001, 4.5747807E+001, 2.8701287E+001, 1.8725622E+001
 1.6932936E+001, 6.3329796E+001, 3.6787696E+001, 2.2860623E+001, 1.4876234E+001, 9.5496683E+001, 5.6666467E+001, 3.5599104E+001, 2.3157745E+001, 7.7701243E+001, 4.5747807E+001, 2.8701287E+001, 1.8725622E+001
 1.7132147E+001, 6.3328099E+001, 3.6872917E+001, 2.2905833E+001, 1.4913073E+001, 9.5636181E+001, 5.6834828E+001, 3.5728830E+001, 2.3265991E+001, 7.7680506E+001, 4.5797396E+001, 2.8720569E+001, 1.8753170E+001
 1.7331358E+001, 6.3328099E+001, 3.6872917E+001, 2.2905833E+001, 1.4913073E+001, 9.5636181E+001, 5.6834828E+001, 3.5728830E+001, 2.3265991E+001, 7.7680506E+001, 4.5797396E+001, 2.8720569E+001, 1.8753170E+001
 1.7530569E+001, 6.3351291E+001, 3.6972955E+001, 2.2990592E+001, 1.4955860E+001, 9.5771395E+001, 5.6992532E+001, 3.5859676E+001, 2.3369275E+001, 7.7677206E+001, 4.5860636E+001, 2.8763797E+001, 1.8784983E+001
 1.7729780E+001, 6.3351291E+001, 3.6972955E+001, 2.2990592E+001, 1.4955860E+001, 9.5771395E+001, 5.6992532E+001, 3.5859676E+001, 2.3369275E+001, 7.7677206E+001, 4.5860636E+001, 2.8763797E+001, 1.8784983E+001
 1.7928991E+001, 6.3404393E+001, 3.7028720E+001, 2.3084698E+001, 1.4992642E+001, 9.5910881E+001, 5.7124034E+001, 3.5984899E+001, 2.3463716E+001, 7.7704377E+001, 4.5908191E+001, 2.8821644E+001, 1.8815461E+001
 1.8128202E+001, 6.3404393E+001, 3.7028720E+001, 2.3084698E+001, 1.4992642E+001, 9.5910881E+001, 5.7124034E+001, 3.5984899E+001, 2.3463716E+001, 7.7704377E+001, 4.5908191E+001, 2.8821644E+001, 1.8815461E+001
 1.8327413E+001, 6.3509245E+001, 3.7008189E+001, 2.3137168E+001, 1.5004771E+001, 9.6060447E+001, 5.7228723E+001, 3.6089966E+001, 2.3545454E+001, 7.7773291E+001, 4.5919527E+001, 2.8868346E+001, 1.8834805E+001
 1.8526624E+001, 6.3509245E+001, 3.7008189E+001, 2.3137168E+001, 1.5004771E+001, 9.6060447E+001, 5.7228723E+001, 3.6089966E+001, 2.3545454E+001, 7.7773291E+001, 4.5919527E+001, 2.8868346E+001, 1.8834805E+001
 1.8725835E+001, 6.3663678E+001, 3.6935411E+001, 2.3126178E+001, 1.4993205E+001, 9.6209085E+001, 5.7314308E+001, 3.6175109E+001, 2.3618246E+001, 7.7874716E+001, 4.5899608E+001, 2.8885285E+001, 1.8841531E+001
 1.8925046E+001, 6.3663678E+001, 3.6935411E+001, 2.3126178E+001, 1.4993205E+001, 9.6209085E+001, 5.7314308E+001, 3.6175109E+001, 2.3618246E+001, 7.7874716E+001, 4.5899608E+001, 2.8885285E+001, 1.8841531E+001
 1.9124257E+001, 6.3768826E+001, 3.6850963E+001, 2.3082817E+001, 1.4972643E+001, 9.6325468E+001, 5.7387666E+001, 3.6251209E+001, 2.3681250E+001, 7.7960478E+001, 4.5864216E+001, 2.8882099E+001, 1.8840965E+001
 1.9323468E+001, 6.3768826E+001, 3.6850963E+001, 2.3082817E+001, 1.4972643E+001, 9.6325468E+001, 5.7387666E+001, 3.6251209E+001, 2.3681250E+001, 7.7960478E+001, 4.5864216E+001, 2.8882099E+001, 1.8840965E+001
 1.9522679E+001, 6.3753563E+001, 3.6790378E+001, 2.3053746E+001, 1.4951803E+001, 9.6405509E+001, 5.7457597E+001, 3.6325957E+001, 2.3738920E+001, 7.7988948E+001, 4.5831205E+001, 2.8879121E+001, 1.8836811E+001
 1.9721890E+001, 6.3753563E+001, 3.6790378E+001, 2.3053746E+001, 1.4951803E+001, 9.6405509E+001, 5.7457597E+001, 3.6325957E+001, 2.3738920E+001, 7.7988948E+001, 4.5831205E+001, 2.8879121E+001, 1.8836811E+001
 1.9921101E+001, 6.3657680E+001, 3.6783078E+001, 2.3064143E+001, 1.4943306E+001, 9.6464889E+001, 5.7532599E+001, 3.6403374E+001, 2.3795809E+001, 7.7968735E+001, 4.5819045E+001, 2.8890454E+001, 1.8835731E+001
 2.0120312E+001, 6.3657680E+001, 3.6783078E+001, 2.3064143E+001, 1.4943306E+001, 9.6464889E+001, 5.7532599E+001, 3.6403374E+001, 2.3795809E+001, 7.7968735E+001, 4.5819045E+001, 2.8890454E+001, 1.8835731E+001
 2.0319523E+001, 6.3565355E+001, 3.6838698E+001, 2.3117109E+001, 1.4958520E+001, 9.6520752E+001, 5.7615463E+001, 3.6484644E+001, 2.3853852E+001, 7.7935277E+001, 4.5838518E+001, 2.8918105E+001, 1.8844743E+001
 2.0518734E+001, 6.3565355E+001, 3.6838698E+001, 2.3117109E+001, 1.4958520E+001, 9.6520752E+001, 5.7615463E+001, 3.6484644E+001, 2.3853852E+001, 7.7935277E+001, 4.5838518E+001, 2.8918105E+001, 1.8844743E+001
 2.0717945E+001, 6.3541361E+001, 3.6938909E+001, 2.3202585E+001, 1.4993495E+001, 9.6586505E+001, 5.7702592E+001, 3.6569240E+001, 2.3911576E+001, 7.7923614E+001, 4.5886405E+001, 2.8961807E+001, 1.8864052E+001
 2.0917156E+001, 6.3541361E+001, 3.6938909E+001, 2.3202585E+001, 1.4993495E+001, 9.6586505E+001, 5.7702592E+001, 3.6569240E+001, 2.3911576E+001, 7.7923614E+001, 4.5886405E+001, 2.8961807E+001, 1.8864052E+001
