s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,Pa,Pa,Pa,Pa
 3.8400100E+003, 3.6342643E-001, 8.9721527E-001,-1.5521099E+000, 1.5970666E-001,-1.9680342E-009,-1.6974419E-013, 1.6110280E-001,-2.5258130E-003, 2.9341217E-002,-5.5175894E-006, 2.7931616E-005, 6.0947432E-006, 1.0204665E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.8500164E+003, 3.6337502E-001, 8.9955700E-001,-1.5702348E+000, 1.5955943E-001,-1.9842518E-009,-1.6974423E-013, 1.6723980E-001,-1.2399182E-002, 1.9496459E-002,-5.5270252E-006, 2.7912794E-005, 6.1051659E-006, 1.0193602E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.8600090E+003, 3.6273909E-001, 8.9845426E-001,-1.5409330E+000, 1.5947411E-001,-1.9945049E-009,-1.6974426E-013, 1.6223578E-001, 1.0642194E-002, 4.1970253E-002,-5.4539621E-006, 2.7897672E-005, 6.0244602E-006, 1.0178002E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.8700107E+003, 3.6241347E-001, 8.9925808E-001,-1.5458036E+000, 1.5940885E-001,-1.9934102E-009,-1.6974430E-013, 1.6079016E-001, 5.0080630E-003, 3.6066920E-002,-5.4173154E-006, 2.7879863E-005, 5.9839802E-006, 1.0161960E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.8800171E+003, 3.6262266E-001, 8.9928507E-001,-1.5533612E+000, 1.5975094E-001,-1.9974093E-009,-1.6974424E-013, 1.5886873E-001,-3.7753767E-003, 2.7166183E-002,-5.4849266E-006, 2.7870297E-005, 6.0586637E-006, 1.0148110E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.8900061E+003, 3.6274161E-001, 8.9769135E-001,-1.5473677E+000, 1.5817560E-001,-1.9996883E-009,-1.6974426E-013, 1.6030211E-001,-4.9239936E-004, 3.1542971E-002,-5.5384192E-006, 2.7864063E-005, 6.1177518E-006, 1.0134363E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.9000098E+003, 3.6210164E-001, 8.9907409E-001,-1.5529343E+000, 1.5891189E-001,-1.9940825E-009,-1.6974429E-013, 1.5865172E-001,-5.4127778E-003, 2.5805076E-002,-5.4179148E-006, 2.7851640E-005, 5.9846422E-006, 1.0121381E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.9100137E+003, 3.6188691E-001, 8.9891590E-001,-1.5483752E+000, 1.5864768E-001,-1.9942057E-009,-1.6974429E-013, 1.6371589E-001, 3.8105879E-003, 3.4791155E-002,-5.4111378E-006, 2.7840839E-005, 5.9771565E-006, 1.0110287E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.9200142E+003, 3.6158282E-001, 8.9995166E-001,-1.5521006E+000, 1.5894105E-001,-1.9838153E-009,-1.6974436E-013, 1.6257326E-001, 1.6777429E-004, 3.0948160E-002,-5.3726577E-006, 2.7826740E-005, 5.9346512E-006, 1.0099712E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.9300146E+003, 3.6132715E-001, 8.9903137E-001,-1.5338288E+000, 1.5889119E-001,-1.9906290E-009,-1.6974517E-013, 1.6788497E-001, 2.1414533E-002, 5.3305875E-002,-5.3685007E-006, 2.7810769E-005, 5.9300593E-006, 1.0089593E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.9400181E+003, 3.6094086E-001, 9.0236001E-001,-1.5827678E+000, 1.5900292E-001,-1.9945232E-009,-1.6974451E-013, 1.6260523E-001,-2.8224283E-002, 2.1411862E-003,-5.3309233E-006, 2.7787679E-005, 5.8885512E-006, 1.0077063E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.9500115E+003, 3.6073709E-001, 8.9714971E-001,-1.5243343E+000, 1.5799254E-001,-2.0042974E-009,-1.6974439E-013, 1.5366293E-001, 1.4845958E-002, 4.5208005E-002,-5.3340826E-006, 2.7775833E-005, 5.8920411E-006, 1.0063247E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.9600049E+003, 3.6088356E-001, 9.0050345E-001,-1.5452709E+000, 1.5822434E-001,-2.0002135E-009,-1.6974436E-013, 1.5883399E-001, 2.1498524E-003, 3.3174412E-002,-5.3652378E-006, 2.7771213E-005, 5.9264552E-006, 1.0049114E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.9700005E+003, 3.6039549E-001, 8.9817863E-001,-1.5574564E+000, 1.5686397E-001,-2.0011272E-009,-1.6974551E-013, 1.6059470E-001,-1.2281671E-002, 1.8576358E-002,-5.3017573E-006, 2.7758325E-005, 5.8563344E-006, 1.0036810E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.9800225E+003, 3.6020001E-001, 8.9983231E-001,-1.5361966E+000, 1.5813165E-001,-1.9922491E-009,-1.6974662E-013, 1.6181921E-001, 1.3636693E-002, 4.3786561E-002,-5.2799921E-006, 2.7747297E-005, 5.8322925E-006, 1.0025338E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.9900022E+003, 3.6045897E-001, 8.9756653E-001,-1.5493032E+000, 1.5684750E-001,-1.9923189E-009,-1.6974445E-013, 1.6138730E-001,-3.6255237E-003, 2.6957145E-002,-5.3692374E-006, 2.7735588E-005, 5.9308732E-006, 1.0015276E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 4.0000222E+003, 3.6009556E-001, 9.0055389E-001,-1.5623864E+000, 1.5653662E-001,-2.0020258E-009,-1.6974526E-013, 1.6328382E-001,-1.2875701E-002, 1.8083477E-002,-5.3396337E-006, 2.7720304E-005, 5.8981727E-006, 1.0003367E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 4.0100098E+003, 3.5975928E-001, 8.9942178E-001,-1.5439096E+000, 1.5744150E-001,-2.0021415E-009,-1.6974520E-013, 1.6167635E-001, 4.0477139E-003, 3.4389337E-002,-5.2998458E-006, 2.7704948E-005, 5.8542229E-006, 9.9895858E-010,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 4.0200168E+003, 3.5949617E-001, 9.0305561E-001,-1.5508807E+000, 1.5822760E-001,-2.0000400E-009,-1.6974453E-013, 1.6057916E-001,-3.3494626E-004, 3.0477839E-002,-5.2866154E-006, 2.7687396E-005, 5.8396087E-006, 9.9768046E-010,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 4.0300159E+003, 3.5929612E-001, 8.9863037E-001,-1.5299474E+000, 1.5711293E-001,-1.9986260E-009,-1.6974449E-013, 1.5674213E-001, 1.1919798E-002, 4.1834102E-002,-5.2666118E-006, 2.7680083E-005, 5.8175126E-006, 9.9652548E-010,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 4.0400183E+003, 3.5925445E-001, 8.9814083E-001,-1.5470272E+000, 1.5681745E-001,-2.0036312E-009,-1.6974444E-013, 1.5880558E-001,-4.9772199E-003, 2.5991058E-002,-5.2827776E-006, 2.7670393E-005, 5.8353694E-006, 9.9535563E-010,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 4.0500178E+003, 3.5948700E-001, 8.9859469E-001,-1.5529983E+000, 1.5637572E-001,-2.0084590E-009,-1.6974450E-013, 1.6466729E-001,-4.5784496E-003, 2.6126356E-002,-5.3589915E-006, 2.7660242E-005, 5.9195554E-006, 9.9408829E-010,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 4.0600000E+003, 3.5926511E-001, 8.9773566E-001,-1.5489082E+000, 1.5624191E-001,-2.0085215E-009,-1.6974450E-013, 1.5937218E-001,-7.2071753E-003, 2.3706669E-002,-5.3403244E-006, 2.7649385E-005, 5.8989357E-006, 9.9276089E-010,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 4.0700142E+003, 3.5880474E-001, 8.9892916E-001,-1.5485548E+000, 1.5638666E-001,-2.0047826E-009,-1.6974452E-013, 1.5879433E-001,-5.9377420E-003, 2.4360083E-002,-5.2742088E-006, 2.7635445E-005, 5.8259043E-006, 9.9152764E-010,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 4.0800017E+003, 3.5894065E-001, 8.9794037E-001,-1.5292445E+000, 1.5594441E-001,-1.9803475E-009,-1.6974450E-013, 1.5556936E-001, 8.2494384E-003, 3.9150275E-002,-5.3049031E-006, 2.7632401E-005, 5.8598093E-006, 9.9060659E-010,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 4.0900054E+003, 3.5866724E-001, 8.9800547E-001,-1.5535243E+000, 1.5596791E-001,-1.9859804E-009,-1.6974446E-013, 1.5982347E-001,-1.1659260E-002, 1.8939797E-002,-5.2799367E-006, 2.7624365E-005, 5.8322314E-006, 9.8994910E-010,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 4.1000112E+003, 3.5854593E-001, 8.9734853E-001,-1.5316666E+000, 1.5559895E-001,-1.9933979E-009,-1.6974441E-013, 1.5850337E-001, 7.6528028E-003, 3.8330199E-002,-5.2761118E-006, 2.7615060E-005, 5.8280064E-006, 9.8890270E-010,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 4.1100190E+003, 3.5833168E-001, 9.0020736E-001,-1.5457280E+000, 1.5608589E-001,-1.9980346E-009,-1.6974447E-013, 1.6722619E-001, 5.4817948E-003, 3.6123121E-002,-5.2803553E-006, 2.7594037E-005, 5.8326937E-006, 9.8758749E-010,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 4.1200137E+003, 3.5765162E-001, 8.9950228E-001,-1.5570146E+000, 1.5540035E-001,-2.0011618E-009,-1.6974496E-013, 1.6082696E-001,-1.3294555E-002, 1.6366648E-002,-5.1720309E-006, 2.7576651E-005, 5.7130383E-006, 9.8625185E-010,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 4.1300220E+003, 3.5722870E-001, 8.9968526E-001,-1.5420591E+000, 1.5533086E-001,-2.0095541E-009,-1.6974528E-013, 1.6063197E-001, 1.2245603E-003, 3.0817662E-002,-5.1249244E-006, 2.7560902E-005, 5.6610044E-006, 9.8490750E-010,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 4.1400132E+003, 3.5712142E-001, 8.9892000E-001,-1.5377325E+000, 1.5551688E-001,-2.0133850E-009,-1.6974460E-013, 1.5804684E-001, 2.1748909E-003, 3.1872686E-002,-5.1208781E-006, 2.7552009E-005, 5.6565348E-006, 9.8343214E-010,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 4.1500024E+003, 3.5698725E-001, 8.9821081E-001,-1.5407456E+000, 1.5532073E-001,-2.0121147E-009,-1.6974460E-013, 1.5650800E-001,-3.9062391E-003, 2.6281144E-002,-5.1268757E-006, 2.7544138E-005, 5.6631598E-006, 9.8203474E-010,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 4.1600068E+003, 3.5686250E-001, 8.9982762E-001,-1.5415505E+000, 1.5543062E-001,-2.0151591E-009,-1.6974471E-013, 1.6478260E-001, 5.5147615E-003, 3.5352819E-002,-5.1114730E-006, 2.7534691E-005, 5.6461459E-006, 9.8075809E-010,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 4.1700088E+003, 3.5637211E-001, 8.9830110E-001,-1.5467141E+000, 1.5557845E-001,-2.0153918E-009,-1.6974469E-013, 1.6018110E-001,-5.2250629E-003, 2.3718662E-002,-5.0647594E-006, 2.7515396E-005, 5.5945460E-006, 9.7945824E-010,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 4.1800137E+003, 3.5652867E-001, 8.9782683E-001,-1.5303800E+000, 1.5491784E-001,-2.0142285E-009,-1.6974467E-013, 1.5893062E-001, 7.8898775E-003, 3.7823944E-002,-5.1204958E-006, 2.7505171E-005, 5.6561125E-006, 9.7823636E-010,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 4.1900137E+003, 3.5616912E-001, 8.9991083E-001,-1.5548119E+000, 1.5491131E-001,-2.0190289E-009,-1.6974468E-013, 1.6041219E-001,-1.3365969E-002, 1.6591574E-002,-5.0699608E-006, 2.7493247E-005, 5.6002914E-006, 9.7705680E-010,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 4.2000000E+003, 3.5609481E-001, 8.9860644E-001,-1.5335713E+000, 1.5479400E-001,-2.0223091E-009,-1.6974469E-013, 1.5939903E-001, 5.6191525E-003, 3.5322965E-002,-5.0926498E-006, 2.7479626E-005, 5.6253538E-006, 9.7575490E-010,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
