s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,Pa
 4.2000839E+002, 3.8493563E+001,-1.1460348E+001,-2.2359526E+001, 2.4439048E-001, 3.7909784E-006,-8.4890302E-014, 8.7350813E-001, 9.0036431E-002, 5.7915913E+000,-1.2689381E-003, 3.4677169E-003, 1.4016723E-003, 3.2581554E-004,-2.9537955E-001
 4.3000363E+002, 4.2342210E+001,-1.2986219E+001,-2.4495471E+001, 2.4115391E-001, 2.0702732E-005,-8.4867818E-014, 1.0606000E+000, 2.1997409E-001, 6.1622941E+000,-1.3579934E-003, 4.3628424E-003, 1.5000429E-003, 3.3808217E-004,-2.9537955E-001
 4.4000116E+002, 5.5321406E+001,-1.7435749E+001,-3.2020877E+001, 2.2827112E-001, 2.5455294E-005,-8.4869129E-014, 7.9284698E-001, 4.7304403E-001, 6.8859230E+000,-1.4556243E-003, 5.1705577E-003, 1.6078862E-003, 3.6036194E-004,-2.9537955E-001
 4.5000348E+002, 6.6687608E+001,-2.1202707E+001,-3.8221772E+001, 2.1428812E-001, 2.2822113E-005,-8.4883551E-014, 5.9553177E-001, 8.2356974E-001, 8.0729718E+000,-1.6350099E-003, 5.5279186E-003, 1.8060360E-003, 3.9505967E-004,-2.9537955E-001
 4.6000082E+002, 9.3747848E+001,-3.0127929E+001,-5.4354661E+001, 6.0822184E-002, 1.8924797E-005,-8.4898067E-014, 3.1125025E-001, 1.3614049E+000, 9.6373494E+000,-1.8887343E-003, 8.0486208E-003, 2.0863006E-003, 4.3944525E-004,-2.9537955E-001
 4.7000220E+002, 1.2447626E+002,-4.0348729E+001,-7.3722100E+001,-1.3233571E-001, 1.5961234E-005,-8.4799800E-014,-1.9819361E-001, 2.0211468E-001, 1.0074914E+001,-2.2548294E-003, 9.2943478E-003, 2.4906903E-003, 4.9835950E-004,-2.9537955E-001
 4.8000177E+002, 1.4583769E+002,-4.8056148E+001,-8.6428016E+001,-1.5120827E-001, 1.3362726E-005,-8.4789405E-014,-7.8537929E-002, 4.2641101E-002, 1.1123796E+001,-2.5435199E-003, 1.0287043E-002, 2.8095784E-003, 5.4947681E-004,-2.9537955E-001
 4.9000174E+002, 1.8587338E+002,-6.2193776E+001,-1.0807795E+002,-2.7970647E-001, 1.1379240E-005,-8.4777807E-014,-4.6065679E-002, 2.1598820E+000, 1.5275897E+001,-3.0089999E-003, 1.3163034E-002, 3.3237489E-003, 6.1706478E-004,-2.9537955E-001
 5.0000333E+002, 2.2418492E+002,-7.5315897E+001,-1.3375271E+002,-4.6530983E-001, 1.0388647E-005,-8.4776566E-014, 4.4540451E-001,-3.5762980E-001, 1.5096420E+001,-3.5338429E-003, 1.4503894E-002, 3.9034917E-003, 6.8682216E-004,-2.9537955E-001
 5.1000400E+002, 2.2896483E+002,-7.7276349E+001,-1.3489482E+002,-3.3035947E-001, 9.8248532E-006,-8.4732360E-014, 2.1547020E+000, 1.0814627E+000, 1.8618014E+001,-3.9936937E-003, 1.5455275E-002, 4.4114441E-003, 7.1449490E-004,-2.9537955E-001
 5.2000342E+002, 2.3086481E+002,-7.8684755E+001,-1.3666658E+002,-1.8031566E-001, 9.6728922E-006,-8.4674919E-014, 4.0394499E+000,-7.6479314E-001, 1.9372616E+001,-4.5181302E-003, 1.5024602E-002, 4.9907380E-003, 7.6657166E-004,-2.9537955E-001
 5.3000256E+002, 2.4279777E+002,-8.2722928E+001,-1.4228744E+002, 2.1288996E-002, 9.7093503E-006,-8.4467678E-014, 4.8610622E+000, 7.3250670E-001, 2.2669761E+001,-4.8676598E-003, 1.5825556E-002, 5.3768293E-003, 7.9075658E-004,-2.9537955E-001
 5.4000391E+002, 2.2769822E+002,-7.7957002E+001,-1.3279143E+002, 1.1510523E-001, 9.9922031E-006,-8.5229428E-014, 6.9055762E+000,-4.6699461E-001, 2.3970482E+001,-5.4157759E-003, 1.4254152E-002, 5.9822797E-003, 8.3409811E-004,-2.9537955E-001
 5.5000018E+002, 2.2274477E+002,-7.6284230E+001,-1.2888329E+002, 2.3509142E-001, 1.1047407E-005,-8.5097680E-014, 8.5317650E+000, 1.3162882E-001, 2.6344119E+001,-5.7612412E-003, 1.5033473E-002, 6.3638815E-003, 8.1924906E-004,-2.9537955E-001
 5.6000000E+002, 2.2012394E+002,-7.5567172E+001,-1.2771677E+002, 2.3764716E-001, 1.2601951E-005,-8.4972035E-014, 1.0806312E+001,-8.5342184E-002, 2.7883968E+001,-6.1539716E-003, 1.3736034E-002, 6.7976925E-003, 8.5587094E-004,-2.9537955E-001
 5.7000195E+002, 2.1737056E+002,-7.3821886E+001,-1.2594702E+002, 2.4938184E-001, 1.4125949E-005,-8.4864728E-014, 1.2374485E+001, 1.0974579E-001, 3.0225529E+001,-6.6101803E-003, 1.4569340E-002, 7.3016218E-003, 8.8496104E-004,-2.9537955E-001
 5.8000006E+002, 2.1577007E+002,-7.3464257E+001,-1.2436797E+002, 2.9864064E-001, 1.4213917E-005,-8.4759777E-014, 1.3641523E+001,-2.8583042E-001, 3.1878022E+001,-7.0648032E-003, 1.3458912E-002, 7.8037994E-003, 8.7399036E-004,-2.9537955E-001
 5.9000269E+002, 2.1650906E+002,-7.3039026E+001,-1.2480346E+002, 2.7593098E-001,-4.9375435E-005,-8.4663493E-014, 1.5260253E+001, 5.8344739E-001, 3.4202708E+001,-7.3809496E-003, 1.5106199E-002, 8.1530155E-003, 8.3323662E-004,-2.9537955E-001
 6.0000055E+002, 2.1620087E+002,-7.2776126E+001,-1.2508424E+002, 2.9617114E-001,-4.7203251E-005,-8.4586636E-014, 1.6429531E+001, 1.6395727E-001, 3.5066160E+001,-7.6741880E-003, 1.4035190E-002, 8.4769273E-003, 8.3319968E-004,-2.9537955E-001
 6.1000275E+002, 2.3158267E+002,-7.8432324E+001,-1.3447039E+002, 3.1387398E-001,-2.8976979E-005,-8.4506341E-014, 1.6389028E+001, 7.6555076E-001, 3.5382828E+001,-7.6077446E-003, 1.6850856E-002, 8.4035338E-003, 8.4482230E-004,-2.9537955E-001
 6.2000116E+002, 2.2983285E+002,-7.7591551E+001,-1.3301639E+002, 3.4703712E-001,-4.5679093E-005,-8.4384245E-014, 1.7280176E+001, 4.7116525E-001, 3.6852084E+001,-8.0289083E-003, 1.4690520E-002, 8.8687523E-003, 7.9365313E-004,-2.9537955E-001
 6.3000122E+002, 2.5612088E+002,-8.7727461E+001,-1.4906644E+002, 3.1184486E-001,-2.6987792E-004,-8.4319029E-014, 1.9246134E+001, 5.0095855E-001, 3.8884684E+001,-8.4890675E-003, 1.7953728E-002, 9.3770453E-003, 8.1612602E-004,-2.9537955E-001
 6.4000439E+002, 2.9658701E+002,-1.0077090E+002,-1.7468042E+002, 2.6659625E-001,-6.7852282E-004,-8.4213001E-014, 2.2246863E+001, 4.1215992E-001, 4.3648469E+001,-9.5364579E-003, 1.8609094E-002, 1.0533995E-002, 8.0712663E-004,-2.9537955E-001
 6.5000146E+002, 2.7024605E+002,-9.1541105E+001,-1.5948794E+002, 3.6071534E-001,-2.6679962E-003,-8.4047988E-014, 2.5429460E+001,-7.2193048E-001, 4.5004521E+001,-9.9967978E-003, 1.5291457E-002, 1.1042488E-002, 8.1359876E-004,-2.9537955E-001
 6.6000348E+002, 2.3032560E+002,-7.8876151E+001,-1.3291089E+002, 4.5086868E-001,-2.5445616E-002,-8.5516631E-014, 2.6390503E+001,-3.5509574E-001, 4.5354489E+001,-9.9486165E-003, 1.5912560E-002, 1.0989267E-002, 7.9432926E-004,-2.9537955E-001
 6.7000110E+002, 2.3605350E+002,-8.0835951E+001,-1.3590722E+002, 4.2586854E-001,-3.3032737E-002,-8.5658448E-014, 2.7847299E+001,-1.5761456E-001, 4.7550463E+001,-1.0371614E-002, 1.4532998E-002, 1.1456511E-002, 8.4661424E-004,-2.9537955E-001
 6.8000140E+002, 2.1810808E+002,-7.4380110E+001,-1.2293174E+002, 4.2151230E-001,-4.0462139E-002,-8.5511737E-014, 2.9109728E+001, 1.4217762E-001, 5.0287005E+001,-1.0854489E-002, 1.3820421E-002, 1.1989896E-002, 7.8430643E-004,-2.9537955E-001
 6.9000110E+002, 2.4355187E+002,-8.4971793E+001,-1.3721222E+002, 4.0751886E-001,-3.5102797E-002,-8.5381521E-014, 2.9417289E+001, 4.9788146E-001, 5.1157557E+001,-1.0905171E-002, 1.7530449E-002, 1.2045879E-002, 7.9422108E-004,-2.9537955E-001
 7.0000183E+002, 2.3561622E+002,-8.3026762E+001,-1.3323940E+002, 4.2473477E-001,-7.4722462E-002,-8.5244943E-014, 3.4437682E+001,-6.2503992E-001, 5.4137760E+001,-1.1826763E-002, 1.3573153E-002, 1.3063873E-002, 8.9974941E-004,-2.9537955E-001
 7.1000281E+002, 2.2368244E+002,-7.8309321E+001,-1.2302359E+002, 4.2853802E-001,-7.3468652E-002,-8.5079217E-014, 3.3658874E+001, 6.6340860E-001, 5.6363474E+001,-1.2031652E-002, 1.5485701E-002, 1.3290193E-002, 7.2982699E-004,-2.9537955E-001
 7.2000360E+002, 2.3877997E+002,-8.6829413E+001,-1.3380632E+002, 4.5296658E-001,-1.1587455E-001,-8.5064166E-014, 3.5888412E+001, 3.4350866E-001, 5.4369733E+001,-1.1644380E-002, 1.8075888E-002, 1.2862411E-002, 6.6735467E-004,-2.9537955E-001
 7.3000470E+002, 2.3284055E+002,-8.4507869E+001,-1.3186308E+002, 4.1151902E-001,-1.6468281E-001,-8.4915511E-014, 3.9265083E+001,-6.0515332E-001, 5.5981524E+001,-1.2190610E-002, 1.3662722E-002, 1.3465778E-002, 8.5542503E-004,-2.9537955E-001
 7.4000446E+002, 2.0226022E+002,-7.2673186E+001,-1.1126164E+002, 2.9225159E-001,-1.6899561E-001,-8.4694540E-014, 4.3004857E+001,-4.7656643E-002, 6.1453499E+001,-1.3336493E-002, 1.1568152E-002, 1.4731523E-002, 8.6258078E-004,-2.9537955E-001
 7.5000201E+002, 2.1905994E+002,-7.9053630E+001,-1.2119891E+002, 2.2997342E-001,-1.4135126E-001,-8.4679638E-014, 3.9678483E+001, 6.0859250E-001, 5.8574508E+001,-1.2507607E-002, 1.5312850E-002, 1.3815934E-002, 5.1730109E-004,-2.9537955E-001
 7.6000354E+002, 2.3303549E+002,-8.6245202E+001,-1.3031145E+002, 1.1704044E-001,-1.0568016E-001,-8.4707337E-014, 4.2989170E+001, 5.5652913E-003, 5.9479374E+001,-1.2781011E-002, 1.6566685E-002, 1.4117937E-002, 5.7942760E-004,-2.9537955E-001
 7.7000281E+002, 2.1883835E+002,-8.1545121E+001,-1.2341789E+002, 3.7546053E-002,-1.2472270E-001,-8.4591194E-014, 4.8109530E+001,-3.8474119E-001, 6.1897696E+001,-1.3449030E-002, 1.3302995E-002, 1.4855833E-002, 7.7676921E-004,-2.9537955E-001
 7.8000159E+002, 1.9901956E+002,-7.4513475E+001,-1.1082350E+002,-6.7551302E-002,-1.7236150E-001,-8.4488242E-014, 5.3621473E+001,-1.2409084E-001, 6.7064145E+001,-1.4608274E-002, 1.1291333E-002, 1.6136336E-002, 7.2233856E-004,-2.9537955E-001
 7.9000287E+002, 2.0838112E+002,-8.0053860E+001,-1.1560499E+002,-1.7677795E-001,-2.6347579E-001,-8.4592083E-014, 5.1252290E+001, 5.4437822E-001, 6.3534302E+001,-1.3633977E-002, 1.3696973E-002, 1.5060126E-002, 3.5577892E-004,-2.9537955E-001
 8.0000311E+002, 2.3570910E+002,-9.3561020E+001,-1.3012044E+002,-2.9751730E-001,-3.2552419E-001,-8.4566010E-014, 5.2249990E+001, 8.7661690E-001, 6.3654584E+001,-1.3519898E-002, 1.7319932E-002, 1.4934113E-002, 3.2446833E-004,-2.9537955E-001
 8.1000403E+002, 2.3049011E+002,-9.3456920E+001,-1.2936679E+002,-3.7208569E-001,-4.5078974E-001,-8.4517752E-014, 6.4463071E+001,-7.7475366E-001, 7.1306595E+001,-1.5601766E-002, 1.2237185E-002, 1.7233750E-002, 3.3585681E-004,-2.9537955E-001
 8.2000195E+002, 2.2715437E+002,-9.3088039E+001,-1.2517626E+002,-3.9912297E-001,-4.7471055E-001,-8.4545462E-014, 7.0760175E+001, 1.1825861E-001, 7.8776414E+001,-1.7063548E-002, 1.1392454E-002, 1.8848438E-002, 2.9616324E-004,-2.9537955E-001
 8.3000409E+002, 2.1321972E+002,-9.0530441E+001,-1.1555607E+002,-7.6164196E-001,-3.5804969E-001,-8.4625222E-014, 8.4704277E+001,-1.1041668E+000, 9.0717797E+001,-1.9937213E-002, 8.1703909E-003, 2.2022695E-002, 1.2743308E-004,-2.9537955E-001
 8.4000293E+002, 1.5310424E+002,-7.2107358E+001,-7.3367803E+001,-1.0243689E+000,-4.4572730E-002,-8.4889478E-014, 1.0699180E+002,-8.7364241E-001, 1.1355193E+002,-2.4980488E-002, 2.4795635E-003, 2.7593510E-002, 1.0769075E-005,-2.9537955E-001
 8.5000128E+002, 1.2397259E+002,-6.0378150E+001,-5.9445315E+001,-7.0099538E-001, 1.6884526E-004,-8.5223594E-014, 1.0486364E+002,-1.9633562E-001, 1.0831194E+002,-2.3755353E-002, 1.3858254E-003, 2.6240222E-002, 9.9469729E-007,-2.9537955E-001
 8.6000256E+002, 1.1398184E+002,-5.4434203E+001,-5.8847441E+001,-5.0341941E-001, 2.6848137E-005,-8.5501645E-014, 9.9401930E+001,-1.9630676E-001, 9.9598731E+001,-2.1846963E-002, 1.2617883E-003, 2.4132210E-002, 2.1298259E-007,-2.9537955E-001
 8.7000439E+002, 1.0489912E+002,-4.9022890E+001,-5.8388056E+001,-3.3617885E-001, 6.6759724E-006,-8.5789722E-014, 9.4833623E+001,-1.7540881E-001, 9.1985621E+001,-2.0168727E-002, 1.1306378E-003, 2.2278427E-002, 6.7041540E-008,-2.9537955E-001
 8.8000098E+002, 9.5842307E+001,-4.3520274E+001,-5.7522409E+001,-1.7745917E-001, 2.3040887E-006,-8.6111574E-014, 8.9753323E+001,-3.9952376E-001, 8.4375490E+001,-1.8529120E-002, 9.9302530E-004, 2.0467313E-002, 2.8366441E-008,-2.9537955E-001
 8.9000348E+002, 8.5963909E+001,-3.7690769E+001,-5.5939226E+001,-9.3428548E-003, 9.8053153E-007,-8.6472547E-014, 8.3811099E+001,-3.5683042E-001, 7.6135671E+001,-1.6720157E-002, 8.5166153E-004, 1.8469127E-002, 1.4570675E-008,-2.9537955E-001
 9.0000061E+002, 7.2062906E+001,-3.0105834E+001,-5.4206149E+001, 1.6093866E-001, 4.7945008E-007,-8.3787340E-014, 7.5930754E+001,-5.2084344E-001, 6.3842616E+001,-1.4050972E-002, 6.9989909E-004, 1.5520739E-002, 8.5239813E-009,-2.9537955E-001
