s,m,m
 1.030E+02, 1.417E+02, 2.643E+00
 1.040E+02, 1.435E+02, 2.658E+00
 1.050E+02, 1.441E+02, 2.667E+00
 1.060E+02, 1.457E+02, 2.934E+00
 1.070E+02, 1.478E+02, 3.215E+00
 1.080E+02, 1.494E+02, 2.965E+00
 1.090E+02, 1.517E+02, 4.528E+00
 1.100E+02, 1.530E+02, 3.457E+00
 1.110E+02, 1.550E+02, 4.226E+00
 1.120E+02, 1.567E+02, 3.409E+00
 1.130E+02, 1.582E+02, 3.275E+00
 1.140E+02, 1.594E+02, 3.507E+00
 1.150E+02, 1.608E+02, 3.154E+00
 1.160E+02, 1.628E+02, 4.243E+00
 1.170E+02, 1.641E+02, 3.693E+00
 1.180E+02, 1.660E+02, 3.451E+00
 1.190E+02, 1.670E+02, 3.227E+00
 1.200E+02, 1.689E+02, 3.561E+00
 1.210E+02, 1.711E+02, 3.410E+00
 1.220E+02, 1.721E+02, 2.988E+00
 1.230E+02, 1.740E+02, 3.441E+00
 1.240E+02, 1.753E+02, 3.787E+00
 1.250E+02, 1.774E+02, 3.672E+00
 1.260E+02, 1.787E+02, 3.751E+00
 1.270E+02, 1.803E+02, 3.506E+00
 1.280E+02, 1.819E+02, 4.132E+00
 1.290E+02, 1.843E+02, 4.119E+00
 1.300E+02, 1.858E+02, 3.612E+00
 1.310E+02, 1.881E+02, 5.105E+00
 1.320E+02, 1.894E+02, 4.698E+00
 1.330E+02, 1.911E+02, 4.669E+00
 1.340E+02, 1.941E+02, 4.977E+00
 1.350E+02, 1.970E+02, 4.484E+00
 1.360E+02, 1.990E+02, 7.093E+00
 1.370E+02, 2.005E+02, 5.429E+00
 1.380E+02, 2.004E+02, 1.908E+00
 1.390E+02, 1.995E+02, 0.000E+00
 1.400E+02, 1.983E+02, 0.000E+00
 1.410E+02, 1.988E+02, 0.000E+00
 1.420E+02, 1.984E+02, 0.000E+00
 1.430E+02, 1.992E+02, 0.000E+00
 1.440E+02, 1.994E+02, 0.000E+00
 1.450E+02, 1.994E+02, 0.000E+00
 1.460E+02, 1.995E+02, 0.000E+00
 1.470E+02, 2.001E+02, 0.000E+00
 1.480E+02, 2.000E+02, 0.000E+00
 1.490E+02, 2.003E+02, 0.000E+00
 1.500E+02, 2.001E+02, 0.000E+00
 1.510E+02, 2.001E+02, 0.000E+00
 1.520E+02, 2.002E+02, 0.000E+00
 1.530E+02, 2.007E+02, 0.000E+00
 1.540E+02, 2.006E+02, 0.000E+00
 1.550E+02, 2.012E+02, 0.000E+00
 1.560E+02, 2.019E+02, 0.000E+00
 1.570E+02, 2.001E+02, 0.000E+00
 1.580E+02, 2.004E+02, 0.000E+00
 1.590E+02, 2.006E+02, 0.000E+00
 1.600E+02, 2.004E+02, 0.000E+00
 1.610E+02, 2.009E+02, 0.000E+00
 1.620E+02, 2.017E+02, 0.000E+00
 1.630E+02, 2.004E+02, 0.000E+00
 1.640E+02, 2.007E+02, 0.000E+00
 1.650E+02, 2.009E+02, 0.000E+00
 1.660E+02, 2.017E+02, 0.000E+00
 1.670E+02, 2.020E+02, 0.000E+00
 1.680E+02, 2.003E+02, 0.000E+00
 1.690E+02, 2.001E+02, 0.000E+00
 1.700E+02, 2.003E+02, 0.000E+00
 1.710E+02, 2.015E+02, 0.000E+00
 1.720E+02, 2.010E+02, 0.000E+00
 1.730E+02, 2.007E+02, 0.000E+00
 1.740E+02, 2.004E+02, 0.000E+00
 1.750E+02, 2.004E+02, 0.000E+00
 1.760E+02, 2.012E+02, 0.000E+00
 1.770E+02, 2.001E+02, 0.000E+00
 1.780E+02, 2.008E+02, 0.000E+00
 1.790E+02, 2.001E+02, 0.000E+00
 1.800E+02, 2.011E+02, 0.000E+00
