s,m,m
 1.030E+02, 1.179E+02, 7.734E-01
 1.040E+02, 1.192E+02, 1.009E+00
 1.050E+02, 1.200E+02, 1.234E-01
 1.060E+02, 1.185E+02, 1.050E+00
 1.070E+02, 1.214E+02, 8.682E-01
 1.080E+02, 1.221E+02, 4.128E-01
 1.090E+02, 1.255E+02, 8.743E-01
 1.100E+02, 1.255E+02, 1.031E+00
 1.110E+02, 1.281E+02, 6.219E-01
 1.120E+02, 1.269E+02, 1.157E+00
 1.130E+02, 1.286E+02, 1.051E+00
 1.140E+02, 1.308E+02, 1.057E+00
 1.150E+02, 1.313E+02, 6.640E-01
 1.160E+02, 1.334E+02, 1.154E+00
 1.170E+02, 1.342E+02, 1.251E+00
 1.180E+02, 1.351E+02, 5.762E-01
 1.190E+02, 1.372E+02, 1.476E+00
 1.200E+02, 1.377E+02, 8.967E-01
 1.210E+02, 1.393E+02, 1.300E+00
 1.220E+02, 1.409E+02, 6.985E-01
 1.230E+02, 1.423E+02, 7.755E-01
 1.240E+02, 1.446E+02, 2.647E-01
 1.250E+02, 1.450E+02, 4.130E-01
 1.260E+02, 1.444E+02, 8.826E-01
 1.270E+02, 1.471E+02, 8.906E-01
 1.280E+02, 1.489E+02, 9.581E-01
 1.290E+02, 1.475E+02, 1.745E-01
 1.300E+02, 1.493E+02, 2.806E-01
 1.310E+02, 1.507E+02, 5.686E-01
 1.320E+02, 1.529E+02, 2.385E-01
 1.330E+02, 1.543E+02, 7.411E-01
 1.340E+02, 1.572E+02, 4.945E-01
 1.350E+02, 1.574E+02, 3.496E-01
 1.360E+02, 1.584E+02, 6.352E-01
 1.370E+02, 1.594E+02, 8.585E-01
 1.380E+02, 1.616E+02, 7.422E-01
 1.390E+02, 1.634E+02, 1.848E+00
 1.400E+02, 1.642E+02, 9.648E-01
 1.410E+02, 1.643E+02, 1.327E+00
 1.420E+02, 1.665E+02, 1.725E+00
 1.430E+02, 1.663E+02, 4.356E-01
 1.440E+02, 1.687E+02, 8.038E-01
 1.450E+02, 1.689E+02, 1.139E+00
 1.460E+02, 1.713E+02, 3.591E-01
 1.470E+02, 1.703E+02, 8.490E-01
 1.480E+02, 1.730E+02, 8.385E-01
 1.490E+02, 1.744E+02, 8.230E-01
 1.500E+02, 1.737E+02, 8.798E-01
 1.510E+02, 1.751E+02, 3.525E-01
 1.520E+02, 1.767E+02, 3.177E-01
 1.530E+02, 1.781E+02, 4.696E-01
 1.540E+02, 1.783E+02, 4.946E-01
 1.550E+02, 1.804E+02, 3.691E-01
 1.560E+02, 1.810E+02, 1.981E-01
 1.570E+02, 1.831E+02, 4.606E-01
 1.580E+02, 1.834E+02, 5.362E-01
 1.590E+02, 1.818E+02, 5.385E-01
 1.600E+02, 1.847E+02, 9.094E-01
 1.610E+02, 1.869E+02, 2.104E+00
 1.620E+02, 1.877E+02, 1.013E+00
 1.630E+02, 1.887E+02, 8.820E-01
 1.640E+02, 1.881E+02, 1.507E+00
 1.650E+02, 1.910E+02, 1.454E+00
 1.660E+02, 1.932E+02, 7.143E-01
 1.670E+02, 1.948E+02, 5.075E-01
 1.680E+02, 1.969E+02, 8.849E-01
 1.690E+02, 1.977E+02, 1.572E+00
 1.700E+02, 1.982E+02, 2.827E+00
 1.710E+02, 1.989E+02, 3.505E+00
 1.720E+02, 1.945E+02, 3.114E+00
 1.730E+02, 1.975E+02, 1.034E-01
 1.740E+02, 1.981E+02, 0.000E+00
 1.750E+02, 1.998E+02, 0.000E+00
 1.760E+02, 2.020E+02, 0.000E+00
 1.770E+02, 1.983E+02, 0.000E+00
 1.780E+02, 1.989E+02, 0.000E+00
 1.790E+02, 2.003E+02, 0.000E+00
 1.800E+02, 1.996E+02, 0.000E+00
