s,m,m
 1.530E+02, 1.539E+02, 6.538E+00
 1.540E+02, 1.545E+02, 4.848E+00
 1.550E+02, 1.558E+02, 5.756E+00
 1.560E+02, 1.570E+02, 6.881E+00
 1.570E+02, 1.572E+02, 7.958E+00
 1.580E+02, 1.585E+02, 7.614E+00
 1.590E+02, 1.589E+02, 5.678E+00
 1.600E+02, 1.637E+02, 5.656E+00
 1.610E+02, 1.669E+02, 8.081E+00
 1.620E+02, 1.692E+02, 7.348E+00
 1.630E+02, 1.703E+02, 9.786E+00
 1.640E+02, 1.698E+02, 7.605E+00
 1.650E+02, 1.742E+02, 7.530E+00
 1.660E+02, 1.740E+02, 5.621E+00
 1.670E+02, 1.755E+02, 7.353E+00
 1.680E+02, 1.757E+02, 6.545E+00
 1.690E+02, 1.769E+02, 5.468E+00
 1.700E+02, 1.812E+02, 6.253E+00
 1.710E+02, 1.824E+02, 6.293E+00
 1.720E+02, 1.837E+02, 6.035E+00
 1.730E+02, 1.824E+02, 6.333E+00
 1.740E+02, 1.842E+02, 3.802E+00
 1.750E+02, 1.859E+02, 4.307E+00
 1.760E+02, 1.884E+02, 3.341E+00
 1.770E+02, 1.902E+02, 4.183E+00
 1.780E+02, 1.912E+02, 4.635E+00
 1.790E+02, 1.926E+02, 4.927E+00
 1.800E+02, 1.933E+02, 6.012E+00
