s,m,m
 7.502E+01, 5.988E+01, 2.427E+00
 7.602E+01, 6.071E+01, 2.786E+00
 7.701E+01, 6.142E+01, 2.669E+00
 7.802E+01, 6.263E+01, 2.442E+00
 7.901E+01, 6.324E+01, 2.285E+00
 8.002E+01, 6.395E+01, 2.442E+00
 8.101E+01, 6.454E+01, 2.687E+00
 8.201E+01, 6.522E+01, 2.623E+00
 8.302E+01, 6.606E+01, 2.642E+00
 8.401E+01, 6.637E+01, 2.861E+00
 8.501E+01, 6.722E+01, 2.082E+00
 8.602E+01, 6.771E+01, 2.435E+00
 8.702E+01, 6.839E+01, 2.406E+00
 8.802E+01, 6.893E+01, 2.510E+00
 8.902E+01, 6.928E+01, 2.514E+00
 9.002E+01, 7.005E+01, 3.222E+00
 9.101E+01, 7.123E+01, 2.855E+00
 9.202E+01, 7.187E+01, 3.370E+00
 9.302E+01, 7.313E+01, 2.371E+00
 9.402E+01, 7.416E+01, 2.566E+00
 9.502E+01, 7.501E+01, 2.786E+00
 9.601E+01, 7.583E+01, 2.672E+00
 9.701E+01, 7.637E+01, 2.914E+00
 9.800E+01, 7.687E+01, 3.157E+00
 9.901E+01, 7.766E+01, 3.499E+00
 1.000E+02, 7.900E+01, 2.774E+00
 1.010E+02, 7.955E+01, 3.253E+00
 1.020E+02, 8.029E+01, 2.749E+00
 1.030E+02, 8.112E+01, 3.319E+00
 1.040E+02, 8.226E+01, 3.126E+00
 1.050E+02, 8.316E+01, 3.850E+00
 1.060E+02, 8.427E+01, 3.711E+00
 1.070E+02, 8.517E+01, 3.770E+00
 1.080E+02, 8.589E+01, 3.183E+00
 1.090E+02, 8.694E+01, 2.695E+00
 1.100E+02, 8.795E+01, 3.011E+00
 1.110E+02, 8.901E+01, 3.537E+00
 1.120E+02, 8.945E+01, 3.634E+00
 1.130E+02, 9.019E+01, 3.400E+00
 1.140E+02, 9.081E+01, 3.290E+00
 1.150E+02, 9.169E+01, 3.013E+00
 1.160E+02, 9.252E+01, 3.401E+00
 1.170E+02, 9.331E+01, 2.220E+00
 1.180E+02, 9.441E+01, 2.265E+00
 1.190E+02, 9.535E+01, 3.540E+00
 1.200E+02, 9.650E+01, 2.501E+00
