s,m,m
 5.104E+01, 2.125E+01, 7.500E+00
 5.219E+01, 2.275E+01, 8.998E+00
 5.311E+01, 2.375E+01, 8.748E+00
 5.403E+01, 2.375E+01, 7.500E+00
 5.517E+01, 2.375E+01, 7.500E+00
 5.609E+01, 2.375E+01, 7.500E+00
 5.701E+01, 2.375E+01, 7.500E+00
 5.815E+01, 2.625E+01, 7.500E+00
 5.907E+01, 2.625E+01, 6.873E+00
 6.022E+01, 2.625E+01, 7.500E+00
 6.113E+01, 2.625E+01, 7.500E+00
 6.205E+01, 2.625E+01, 7.500E+00
 6.320E+01, 2.775E+01, 7.500E+00
 6.412E+01, 2.875E+01, 8.124E+00
 6.503E+01, 2.875E+01, 7.500E+00
 6.618E+01, 2.875E+01, 7.500E+00
 6.710E+01, 2.875E+01, 7.500E+00
 6.802E+01, 2.938E+01, 7.500E+00
 6.916E+01, 3.125E+01, 9.996E+00
 7.008E+01, 3.125E+01, 6.252E+00
 7.123E+01, 3.125E+01, 6.502E+00
 7.214E+01, 3.125E+01, 7.500E+00
 7.306E+01, 3.125E+01, 7.500E+00
 7.409E+01, 3.325E+01, 7.500E+00
 7.511E+01, 3.375E+01, 6.497E+00
 7.614E+01, 3.375E+01, 6.497E+00
 7.717E+01, 3.375E+01, 7.500E+00
 7.819E+01, 3.375E+01, 7.500E+00
 7.901E+01, 3.438E+01, 7.500E+00
 8.004E+01, 3.625E+01, 7.001E+00
 8.107E+01, 3.625E+01, 7.001E+00
 8.209E+01, 3.625E+01, 7.500E+00
 8.312E+01, 3.625E+01, 7.500E+00
 8.415E+01, 3.625E+01, 7.500E+00
 8.517E+01, 3.825E+01, 7.500E+00
 8.620E+01, 3.875E+01, 7.999E+00
 8.702E+01, 3.875E+01, 5.004E+00
 8.805E+01, 3.875E+01, 6.502E+00
 8.907E+01, 3.875E+01, 7.500E+00
 9.010E+01, 3.875E+01, 7.500E+00
 9.112E+01, 4.125E+01, 7.500E+00
 9.215E+01, 4.125E+01, 5.494E+00
 9.318E+01, 4.125E+01, 6.497E+00
 9.420E+01, 4.125E+01, 7.500E+00
 9.503E+01, 4.125E+01, 7.500E+00
 9.605E+01, 4.275E+01, 7.500E+00
 9.708E+01, 4.375E+01, 6.502E+00
 9.810E+01, 4.375E+01, 7.001E+00
 9.913E+01, 4.375E+01, 7.500E+00
 1.002E+02, 4.375E+01, 7.500E+00
 1.012E+02, 4.475E+01, 7.500E+00
 1.020E+02, 4.625E+01, 7.500E+00
 1.030E+02, 4.625E+01, 7.500E+00
 1.041E+02, 4.625E+01, 7.500E+00
 1.051E+02, 4.625E+01, 7.500E+00
 1.061E+02, 4.625E+01, 7.500E+00
 1.071E+02, 4.875E+01, 7.500E+00
 1.082E+02, 4.875E+01, 8.503E+00
 1.092E+02, 4.875E+01, 5.995E+00
 1.100E+02, 4.875E+01, 7.500E+00
 1.110E+02, 4.875E+01, 7.500E+00
 1.121E+02, 5.025E+01, 7.500E+00
 1.131E+02, 5.125E+01, 7.001E+00
 1.141E+02, 5.125E+01, 5.004E+00
 1.151E+02, 5.125E+01, 7.001E+00
 1.162E+02, 5.125E+01, 7.500E+00
 1.172E+02, 5.225E+01, 7.500E+00
 1.180E+02, 5.375E+01, 7.500E+00
 1.190E+02, 5.375E+01, 5.004E+00
 1.200E+02, 5.375E+01, 7.500E+00
