s,m,m
 1.311E+02, 1.188E+02, 2.929E+01
 1.321E+02, 1.316E+02, 2.822E+01
 1.331E+02, 1.337E+02, 3.000E+01
 1.340E+02, 1.337E+02, 3.250E+01
 1.351E+02, 1.337E+02, 3.371E+01
 1.361E+02, 1.337E+02, 3.377E+01
 1.371E+02, 1.337E+02, 2.875E+01
 1.381E+02, 1.337E+02, 2.780E+01
 1.390E+02, 1.352E+02, 3.178E+01
 1.400E+02, 1.437E+02, 2.779E+01
 1.411E+02, 1.437E+02, 2.938E+01
 1.421E+02, 1.437E+02, 3.343E+01
 1.431E+02, 1.437E+02, 2.906E+01
 1.441E+02, 1.437E+02, 3.125E+01
 1.450E+02, 1.437E+02, 3.393E+01
 1.460E+02, 1.512E+02, 3.062E+01
 1.471E+02, 1.512E+02, 3.161E+01
 1.481E+02, 1.512E+02, 3.536E+01
 1.490E+02, 1.512E+02, 3.251E+01
 1.500E+02, 1.512E+02, 3.248E+01
 1.511E+02, 1.512E+02, 3.562E+01
 1.520E+02, 1.512E+02, 2.968E+01
 1.530E+02, 1.512E+02, 3.107E+01
 1.541E+02, 1.574E+02, 3.097E+01
 1.550E+02, 1.612E+02, 2.902E+01
 1.561E+02, 1.612E+02, 3.226E+01
 1.571E+02, 1.613E+02, 2.987E+01
 1.581E+02, 1.613E+02, 2.719E+01
 1.591E+02, 1.612E+02, 2.803E+01
 1.600E+02, 1.612E+02, 3.053E+01
 1.611E+02, 1.612E+02, 2.719E+01
 1.621E+02, 1.612E+02, 2.822E+01
 1.631E+02, 1.612E+02, 2.814E+01
 1.640E+02, 1.612E+02, 2.808E+01
 1.650E+02, 1.612E+02, 3.094E+01
 1.660E+02, 1.612E+02, 2.969E+01
 1.670E+02, 1.612E+02, 2.973E+01
 1.680E+02, 1.626E+02, 2.984E+01
 1.691E+02, 1.637E+02, 3.222E+01
 1.701E+02, 1.638E+02, 2.710E+01
 1.710E+02, 1.647E+02, 2.640E+01
 1.720E+02, 1.712E+02, 2.846E+01
 1.730E+02, 1.712E+02, 2.563E+01
 1.740E+02, 1.712E+02, 2.714E+01
 1.751E+02, 1.712E+02, 2.864E+01
 1.761E+02, 1.712E+02, 2.249E+01
 1.771E+02, 1.728E+02, 2.498E+01
 1.781E+02, 1.738E+02, 2.821E+01
 1.790E+02, 1.738E+02, 2.511E+01
 1.800E+02, 1.868E+02, 2.277E+01
