s,,,,C,C,C,C,C,C,C,C,C
 1.5000686E+002, 9.5137261E+001, 8.8656189E+001, 7.9451403E+001, 9.0074210E+001, 9.8100054E+001, 8.9695436E+001, 8.8236145E+001, 8.6213081E+001, 8.2472669E+001, 7.8142344E+001, 7.5715382E+001, 7.5541515E+001
 1.6000970E+002, 9.8167244E+001, 9.2892390E+001, 8.4399821E+001, 9.3648311E+001, 1.0408006E+002, 9.3901977E+001, 9.0797811E+001, 9.2454095E+001, 8.9187344E+001, 8.3802175E+001, 8.2675219E+001, 8.0066071E+001
 1.7001145E+002, 1.1193559E+002, 9.9886636E+001, 8.8197658E+001, 9.8178271E+001, 1.1313712E+002, 1.0342556E+002, 9.5413865E+001, 9.6936097E+001, 9.4387437E+001, 8.6269850E+001, 8.7223440E+001, 8.5996201E+001
 1.8000312E+002, 1.2051146E+002, 1.1141129E+002, 9.8059241E+001, 1.0897479E+002, 1.2358845E+002, 1.1406850E+002, 1.0300701E+002, 1.0900297E+002, 1.0673941E+002, 9.1612919E+001, 9.3617421E+001, 9.2427371E+001
 1.9000034E+002, 1.3035292E+002, 1.1928554E+002, 1.0714316E+002, 1.1703313E+002, 1.3396099E+002, 1.2742786E+002, 1.1247616E+002, 1.1751008E+002, 1.1839712E+002, 1.0160401E+002, 1.0484354E+002, 1.0467961E+002
 2.0000444E+002, 1.4114893E+002, 1.2878202E+002, 1.1526287E+002, 1.2705269E+002, 1.3957237E+002, 1.3872065E+002, 1.2073038E+002, 1.2380810E+002, 1.2703765E+002, 1.1155890E+002, 1.1163006E+002, 1.1058076E+002
 2.1001264E+002, 1.5248219E+002, 1.3818939E+002, 1.2356066E+002, 1.3679876E+002, 1.5145583E+002, 1.5407775E+002, 1.2896883E+002, 1.3363610E+002, 1.3794347E+002, 1.1846410E+002, 1.2020680E+002, 1.2039040E+002
 2.2000988E+002, 1.7165960E+002, 1.5069104E+002, 1.3348602E+002, 1.4702804E+002, 1.7114287E+002, 1.6782533E+002, 1.3981065E+002, 1.4587666E+002, 1.4663551E+002, 1.2842719E+002, 1.2872532E+002, 1.2909450E+002
 2.3000059E+002, 1.7999957E+002, 1.6236291E+002, 1.4698700E+002, 1.6396237E+002, 1.7727694E+002, 1.8637378E+002, 1.5325667E+002, 1.5872919E+002, 1.6107867E+002, 1.3843215E+002, 1.4002484E+002, 1.3991686E+002
 2.4001118E+002, 1.8736743E+002, 1.7495997E+002, 1.5671553E+002, 1.7778988E+002, 1.9152812E+002, 1.9037909E+002, 1.6535763E+002, 1.7137081E+002, 1.7031833E+002, 1.4936760E+002, 1.5263235E+002, 1.5186305E+002
 2.5000279E+002, 2.0378900E+002, 1.8546472E+002, 1.6528658E+002, 1.9182200E+002, 2.0076067E+002, 2.0305436E+002, 1.7725880E+002, 1.8171513E+002, 1.7968406E+002, 1.6204737E+002, 1.6387808E+002, 1.6214163E+002
 2.6000763E+002, 2.2015270E+002, 1.9968569E+002, 1.7769642E+002, 2.0506882E+002, 2.1429343E+002, 2.1531028E+002, 1.8819358E+002, 1.9610598E+002, 1.9165782E+002, 1.7219175E+002, 1.7340616E+002, 1.7122544E+002
 2.7000018E+002, 2.3580675E+002, 2.1307293E+002, 1.9161850E+002, 2.1866680E+002, 2.3546937E+002, 2.3491506E+002, 2.0314873E+002, 2.0838651E+002, 2.0718120E+002, 1.8505837E+002, 1.8682465E+002, 1.8441390E+002
 2.8000659E+002, 2.4972572E+002, 2.2648772E+002, 2.0431648E+002, 2.3101996E+002, 2.4400472E+002, 2.5305454E+002, 2.1549526E+002, 2.2419432E+002, 2.2166780E+002, 1.9837587E+002, 1.9662752E+002, 1.9504004E+002
 2.9000799E+002, 2.7007254E+002, 2.4099625E+002, 2.1346635E+002, 2.4463531E+002, 2.6541536E+002, 2.6854182E+002, 2.2884367E+002, 2.3660903E+002, 2.3212424E+002, 2.1010019E+002, 2.1111459E+002, 2.0790752E+002
 3.0000083E+002, 2.8493415E+002, 2.5467379E+002, 2.2950020E+002, 2.6305764E+002, 2.8054203E+002, 2.9161323E+002, 2.4275232E+002, 2.5041545E+002, 2.5129788E+002, 2.2398379E+002, 2.2301059E+002, 2.1976502E+002
 3.1000315E+002, 2.9827570E+002, 2.6364907E+002, 2.4096099E+002, 2.7879663E+002, 2.9500643E+002, 2.9359450E+002, 2.5474122E+002, 2.6470528E+002, 2.6012796E+002, 2.3303384E+002, 2.3870872E+002, 2.3456942E+002
 3.2000703E+002, 3.2278284E+002, 2.8539879E+002, 2.5439539E+002, 3.0357721E+002, 3.1296618E+002, 3.2449356E+002, 2.7051448E+002, 2.7988555E+002, 2.7517843E+002, 2.4806228E+002, 2.4863996E+002, 2.4233379E+002
 3.3000287E+002, 3.4783536E+002, 3.0295570E+002, 2.6999410E+002, 3.1835180E+002, 3.4480564E+002, 3.4265686E+002, 2.9024260E+002, 2.9982117E+002, 2.9489602E+002, 2.6317837E+002, 2.6513794E+002, 2.6106864E+002
 3.4000662E+002, 3.7114619E+002, 3.2282109E+002, 2.8643268E+002, 3.4348067E+002, 3.7402851E+002, 3.6350529E+002, 3.1281026E+002, 3.1510527E+002, 3.0901061E+002, 2.7990915E+002, 2.7808818E+002, 2.7378425E+002
 3.5000229E+002, 4.0201904E+002, 3.4438605E+002, 3.0254393E+002, 3.6643503E+002, 4.0080633E+002, 3.8693554E+002, 3.2965301E+002, 3.4050328E+002, 3.3139830E+002, 2.9743813E+002, 2.9926893E+002, 2.9295858E+002
 3.6000456E+002, 4.2955052E+002, 3.6598193E+002, 3.2331996E+002, 3.9120307E+002, 4.2159536E+002, 4.3148549E+002, 3.5307197E+002, 3.6104661E+002, 3.5476450E+002, 3.1525926E+002, 3.1087948E+002, 3.1020672E+002
 3.7000707E+002, 4.6348813E+002, 3.8601770E+002, 3.3702479E+002, 4.3227742E+002, 4.4995784E+002, 4.5806677E+002, 3.7348840E+002, 3.7891518E+002, 3.7348790E+002, 3.3518284E+002, 3.3260992E+002, 3.2560775E+002
 3.8000146E+002, 4.9796252E+002, 4.1107208E+002, 3.5355249E+002, 4.7237843E+002, 4.8648503E+002, 4.8211507E+002, 3.9489365E+002, 3.9968472E+002, 3.9382778E+002, 3.4925910E+002, 3.4786577E+002, 3.4317685E+002
 3.9000444E+002, 5.1679596E+002, 4.2688142E+002, 3.7743558E+002, 5.1027058E+002, 5.0995392E+002, 5.2083410E+002, 4.2364717E+002, 4.2159159E+002, 4.1344365E+002, 3.7066323E+002, 3.6628022E+002, 3.6137555E+002
 4.0000573E+002, 5.1218031E+002, 4.2395965E+002, 3.7724980E+002, 4.9946101E+002, 5.1357532E+002, 5.4457109E+002, 4.3331801E+002, 4.3084261E+002, 4.2500987E+002, 3.8140085E+002, 3.7678019E+002, 3.7503336E+002
 4.1000558E+002, 4.6695826E+002, 4.1437328E+002, 3.7431485E+002, 4.9045600E+002, 5.1252844E+002, 5.2731954E+002, 4.2198993E+002, 4.2704401E+002, 4.2124665E+002, 3.7350883E+002, 3.7650150E+002, 3.7265416E+002
 4.2000349E+002, 3.9159481E+002, 3.6552713E+002, 3.5092714E+002, 4.2101198E+002, 4.2409218E+002, 4.3462451E+002, 3.8847474E+002, 3.9045620E+002, 3.9344788E+002, 3.6769119E+002, 3.6598550E+002, 3.6574285E+002
 4.3000224E+002, 3.4698952E+002, 3.3244946E+002, 3.1879453E+002, 3.7391922E+002, 3.7451333E+002, 3.6448956E+002, 3.5108788E+002, 3.4534774E+002, 3.4683975E+002, 3.3528322E+002, 3.3388944E+002, 3.3540629E+002
 4.4000170E+002, 2.9793292E+002, 2.9850138E+002, 2.9654477E+002, 3.2773345E+002, 3.2311220E+002, 3.1529974E+002, 3.1950494E+002, 3.1717056E+002, 3.1528931E+002, 3.0854598E+002, 3.0729237E+002, 3.0819088E+002
 4.5000137E+002, 2.7564603E+002, 2.6887007E+002, 2.7140215E+002, 2.8498280E+002, 2.8288155E+002, 2.8482993E+002, 2.8280687E+002, 2.8204551E+002, 2.7854341E+002, 2.8507398E+002, 2.8415732E+002, 2.8380808E+002
 4.6000441E+002, 3.1275225E+002, 2.5831193E+002, 2.5290374E+002, 2.7652597E+002, 2.8976803E+002, 2.9858713E+002, 2.6125746E+002, 2.5962089E+002, 2.5861556E+002, 2.6266095E+002, 2.6105299E+002, 2.6058780E+002
 4.7000039E+002, 4.1965111E+002, 3.0928900E+002, 2.5151892E+002, 3.3824572E+002, 3.5533789E+002, 3.9999495E+002, 2.7945546E+002, 2.7609020E+002, 2.6248672E+002, 2.5128499E+002, 2.4840491E+002, 2.4621940E+002
 4.8000228E+002, 4.2735215E+002, 4.2277483E+002, 3.3708236E+002, 4.6040726E+002, 4.6155943E+002, 4.3021211E+002, 3.6304769E+002, 3.8871450E+002, 3.7624656E+002, 2.9742674E+002, 2.9514866E+002, 2.8624368E+002
 4.9000170E+002, 4.0694362E+002, 4.1914630E+002, 3.7851715E+002, 4.0828309E+002, 4.1357558E+002, 4.4334565E+002, 4.3570353E+002, 4.3239304E+002, 4.3406096E+002, 3.6341130E+002, 3.6887677E+002, 3.6663594E+002
 5.0000679E+002, 3.5554686E+002, 3.6845173E+002, 3.5630905E+002, 3.7143420E+002, 3.7697747E+002, 3.8819158E+002, 3.8831506E+002, 3.9214244E+002, 4.0793611E+002, 3.6799512E+002, 3.7222892E+002, 3.7112239E+002
 5.1000444E+002, 3.1985241E+002, 3.2545114E+002, 3.2466767E+002, 3.3671926E+002, 3.3639547E+002, 3.3815372E+002, 3.4289844E+002, 3.4142846E+002, 3.4914383E+002, 3.3985062E+002, 3.4035653E+002, 3.4069928E+002
 5.2000159E+002, 2.9774478E+002, 3.1422622E+002, 3.0320077E+002, 3.0936340E+002, 3.0680961E+002, 3.0753027E+002, 3.3150294E+002, 3.1648465E+002, 3.1264095E+002, 3.1367922E+002, 3.1175359E+002, 3.1135055E+002
 5.3000592E+002, 2.8787196E+002, 3.4723403E+002, 3.6450056E+002, 2.9122846E+002, 2.9032296E+002, 2.9107489E+002, 3.2105946E+002, 3.2416546E+002, 3.2455977E+002, 3.4973575E+002, 3.2804864E+002, 3.1786415E+002
 5.4000212E+002, 3.1391913E+002, 3.3389426E+002, 3.6575331E+002, 3.0502081E+002, 3.0263471E+002, 3.0068972E+002, 3.3981600E+002, 3.5134866E+002, 3.5059764E+002, 3.7181624E+002, 3.5754045E+002, 3.4446027E+002
 5.5000435E+002, 3.0021309E+002, 3.5044017E+002, 4.0950365E+002, 3.0526627E+002, 3.0730545E+002, 3.0952414E+002, 3.3475388E+002, 3.3103987E+002, 3.2512795E+002, 4.1647604E+002, 4.1118778E+002, 3.8171615E+002
 5.6000202E+002, 3.1934703E+002, 3.4389249E+002, 3.8985950E+002, 3.1413104E+002, 3.1025709E+002, 3.0527163E+002, 3.5413529E+002, 3.4987874E+002, 3.4173910E+002, 4.2973962E+002, 4.2167458E+002, 4.0694654E+002
 5.7000354E+002, 3.0809795E+002, 3.4320256E+002, 3.9195007E+002, 3.1587072E+002, 3.1580760E+002, 3.1388347E+002, 3.3833633E+002, 3.3879831E+002, 3.3496040E+002, 4.1671249E+002, 3.9709362E+002, 3.9071057E+002
 5.8000767E+002, 3.0407348E+002, 3.2261686E+002, 4.0456607E+002, 3.0930882E+002, 3.1088573E+002, 3.0856404E+002, 3.3507355E+002, 3.3288809E+002, 3.2855629E+002, 3.9731206E+002, 3.9797581E+002, 3.8605425E+002
 5.9000156E+002, 2.9951465E+002, 3.1497148E+002, 3.7865297E+002, 3.0533698E+002, 3.0179147E+002, 3.0301928E+002, 3.2080466E+002, 3.2832811E+002, 3.2538224E+002, 3.8240150E+002, 3.7990600E+002, 3.9127336E+002
 6.0000641E+002, 2.9841237E+002, 3.2760715E+002, 3.6368118E+002, 2.9677260E+002, 2.9934999E+002, 3.0014428E+002, 3.2241557E+002, 3.2488103E+002, 3.2373734E+002, 3.8222225E+002, 3.7730767E+002, 3.8272576E+002
 6.1000625E+002, 2.9528515E+002, 3.2124968E+002, 3.6071018E+002, 2.9799920E+002, 2.9770257E+002, 2.9583378E+002, 3.2241769E+002, 3.2102001E+002, 3.1924675E+002, 3.7497490E+002, 3.7874626E+002, 3.8789721E+002
 6.2000170E+002, 2.9250523E+002, 3.1786982E+002, 3.8163873E+002, 2.9501750E+002, 2.9522966E+002, 2.9050077E+002, 3.1096730E+002, 3.1607668E+002, 3.1497335E+002, 3.6746942E+002, 3.7070359E+002, 3.8072045E+002
 6.3000323E+002, 2.9106553E+002, 3.0791195E+002, 3.8031331E+002, 2.9124747E+002, 2.9003146E+002, 2.9024896E+002, 3.1759309E+002, 3.1691616E+002, 3.1540049E+002, 3.7899199E+002, 3.7189812E+002, 3.6436984E+002
 6.4000056E+002, 2.8544743E+002, 3.0779226E+002, 3.5399050E+002, 2.8969828E+002, 2.9064712E+002, 2.8851215E+002, 3.1385655E+002, 3.1292285E+002, 3.0542565E+002, 3.7212293E+002, 3.7510502E+002, 3.5595588E+002
 6.5000263E+002, 2.8487072E+002, 3.1735905E+002, 3.5025805E+002, 2.8781484E+002, 2.8636178E+002, 2.8486125E+002, 3.0494701E+002, 3.0884118E+002, 3.0807821E+002, 3.6499964E+002, 3.6127822E+002, 3.7021395E+002
 6.6000677E+002, 2.8494521E+002, 3.0605913E+002, 3.5762786E+002, 2.8286690E+002, 2.8438377E+002, 2.8401732E+002, 3.0641134E+002, 3.0666132E+002, 3.0316657E+002, 3.5382966E+002, 3.5734581E+002, 3.6546289E+002
 6.7000309E+002, 2.7938818E+002, 3.0208509E+002, 3.5261137E+002, 2.8300027E+002, 2.8127936E+002, 2.8030810E+002, 3.0400378E+002, 3.0354784E+002, 3.0344554E+002, 3.5030034E+002, 3.6359455E+002, 3.7809509E+002
 6.8000451E+002, 2.7604016E+002, 3.0684642E+002, 3.4494137E+002, 2.8182402E+002, 2.7503579E+002, 2.7325500E+002, 3.0238698E+002, 3.0212067E+002, 3.0229182E+002, 3.5753158E+002, 3.5357338E+002, 3.6068864E+002
 6.9000550E+002, 2.7795691E+002, 3.0078292E+002, 3.4495288E+002, 2.8059175E+002, 2.7728450E+002, 2.7649045E+002, 3.0072497E+002, 2.9997031E+002, 2.9867692E+002, 3.4828184E+002, 3.5826245E+002, 3.4482630E+002
 7.0000614E+002, 2.7339213E+002, 3.0184810E+002, 3.6173194E+002, 2.7724092E+002, 2.7530029E+002, 2.7341812E+002, 2.9795385E+002, 2.9776469E+002, 2.9983420E+002, 3.4909275E+002, 3.5883382E+002, 3.6131500E+002
 7.1000333E+002, 2.7343035E+002, 2.9142001E+002, 3.3561337E+002, 2.7318011E+002, 2.7598020E+002, 2.7678563E+002, 2.9416655E+002, 2.9427198E+002, 2.9784360E+002, 3.4391320E+002, 3.5200147E+002, 3.6147458E+002
 7.2000183E+002, 2.7074445E+002, 2.8932495E+002, 3.4495213E+002, 2.7479737E+002, 2.7189192E+002, 2.7049429E+002, 2.9460162E+002, 2.9319496E+002, 2.8913872E+002, 3.4058386E+002, 3.4381108E+002, 3.5532884E+002
 7.3000075E+002, 2.6970600E+002, 2.8946717E+002, 3.3405139E+002, 2.7342421E+002, 2.6930022E+002, 2.6712268E+002, 2.9291049E+002, 2.9143475E+002, 2.8825401E+002, 3.3753331E+002, 3.4568209E+002, 3.4776870E+002
 7.4000771E+002, 2.6789371E+002, 2.8888477E+002, 3.4043140E+002, 2.7066901E+002, 2.6730884E+002, 2.6684548E+002, 2.8999194E+002, 2.8949995E+002, 2.8953822E+002, 3.3321052E+002, 3.4445563E+002, 3.4723527E+002
 7.5000043E+002, 2.6513224E+002, 2.8616973E+002, 3.3193743E+002, 2.6814450E+002, 2.6517672E+002, 2.6695681E+002, 2.8910962E+002, 2.8441201E+002, 2.8444839E+002, 3.3441748E+002, 3.4419825E+002, 3.3396490E+002
 7.6000495E+002, 2.6195624E+002, 2.8735898E+002, 3.2536312E+002, 2.6766934E+002, 2.6386868E+002, 2.6181142E+002, 2.8414391E+002, 2.8527992E+002, 2.8662820E+002, 3.4427025E+002, 3.3947692E+002, 3.2781485E+002
 7.7000516E+002, 2.6089801E+002, 2.8053219E+002, 3.3239995E+002, 2.6460440E+002, 2.6298309E+002, 2.6156057E+002, 2.8580966E+002, 2.8433566E+002, 2.8118526E+002, 3.4695777E+002, 3.3900325E+002, 3.2726645E+002
 7.8000539E+002, 2.5943611E+002, 2.8061979E+002, 3.3863206E+002, 2.6354576E+002, 2.6130640E+002, 2.6257480E+002, 2.8091995E+002, 2.8166410E+002, 2.8078137E+002, 3.4361207E+002, 3.3358313E+002, 3.3067813E+002
 7.9000393E+002, 2.5951246E+002, 2.8274657E+002, 3.2993994E+002, 2.5942320E+002, 2.6044665E+002, 2.6067433E+002, 2.8085883E+002, 2.8057294E+002, 2.8086710E+002, 3.4425061E+002, 3.3219739E+002, 3.2777466E+002
 8.0000674E+002, 2.5777353E+002, 2.8254939E+002, 3.3018236E+002, 2.5764017E+002, 2.5950970E+002, 2.6129532E+002, 2.7837986E+002, 2.8063442E+002, 2.7907387E+002, 3.4162622E+002, 3.3510888E+002, 3.2845916E+002
 8.1000025E+002, 2.5658909E+002, 2.8077721E+002, 3.2415510E+002, 2.5701906E+002, 2.5752998E+002, 2.5876976E+002, 2.7913775E+002, 2.7730722E+002, 2.8060026E+002, 3.4058882E+002, 3.2861084E+002, 3.2463636E+002
 8.2000356E+002, 2.5677940E+002, 2.7818503E+002, 3.2419862E+002, 2.5512866E+002, 2.5702806E+002, 2.5957280E+002, 2.7851818E+002, 2.8150005E+002, 2.7739346E+002, 3.2731681E+002, 3.3102236E+002, 3.2181109E+002
 8.3000130E+002, 2.5459923E+002, 2.7515174E+002, 3.2399182E+002, 2.5426073E+002, 2.5685319E+002, 2.5884990E+002, 2.7494084E+002, 2.7826483E+002, 2.7742205E+002, 3.2775986E+002, 3.2998598E+002, 3.1916485E+002
 8.4000647E+002, 2.5462684E+002, 2.7342932E+002, 3.2415767E+002, 2.5402736E+002, 2.5430607E+002, 2.5677611E+002, 2.7248832E+002, 2.7295797E+002, 2.7777060E+002, 3.1801879E+002, 3.2872751E+002, 3.1936115E+002
 8.5000275E+002, 2.5046220E+002, 2.7417186E+002, 3.2441905E+002, 2.5052542E+002, 2.5222250E+002, 2.5411424E+002, 2.7275421E+002, 2.7272411E+002, 2.7247828E+002, 3.1764638E+002, 3.3712108E+002, 3.2597296E+002
 8.6000392E+002, 2.5218567E+002, 2.7016785E+002, 3.2468591E+002, 2.5084195E+002, 2.5118032E+002, 2.5124885E+002, 2.7556634E+002, 2.7006231E+002, 2.6833730E+002, 3.2260800E+002, 3.2334477E+002, 3.2913341E+002
 8.7000500E+002, 2.5103125E+002, 2.7020919E+002, 3.2291164E+002, 2.5285231E+002, 2.5210783E+002, 2.5022163E+002, 2.7667004E+002, 2.7029341E+002, 2.6616003E+002, 3.2345914E+002, 3.2557655E+002, 3.2481318E+002
 8.8000656E+002, 2.4967719E+002, 2.7158251E+002, 3.2416828E+002, 2.5157573E+002, 2.4991078E+002, 2.4911647E+002, 2.7710362E+002, 2.7214704E+002, 2.6740806E+002, 3.2287435E+002, 3.2884991E+002, 3.2333276E+002
 8.9000479E+002, 2.4829068E+002, 2.7114780E+002, 3.2180263E+002, 2.4817815E+002, 2.4896085E+002, 2.4999226E+002, 2.7236307E+002, 2.7102065E+002, 2.7178841E+002, 3.2008138E+002, 3.2671067E+002, 3.2207120E+002
 9.0000473E+002, 2.4861943E+002, 2.6864158E+002, 3.1746089E+002, 2.4599398E+002, 2.4818568E+002, 2.5043596E+002, 2.7266914E+002, 2.6848480E+002, 2.6865169E+002, 3.1969876E+002, 3.2251641E+002, 3.2247692E+002
 9.1000324E+002, 2.4762508E+002, 2.7028947E+002, 3.2902986E+002, 2.4977416E+002, 2.4706849E+002, 2.4553886E+002, 2.7291205E+002, 2.6619569E+002, 2.6672020E+002, 3.1692058E+002, 3.2550591E+002, 3.3806304E+002
 9.2000390E+002, 2.4730933E+002, 2.6961192E+002, 3.1967861E+002, 2.5042103E+002, 2.4717095E+002, 2.4697343E+002, 2.7419180E+002, 2.6764079E+002, 2.6833510E+002, 3.2355205E+002, 3.2205787E+002, 3.3386821E+002
 9.3000331E+002, 2.4826001E+002, 2.7168002E+002, 3.2502571E+002, 2.4649600E+002, 2.4709464E+002, 2.4767994E+002, 2.7378060E+002, 2.7008091E+002, 2.7211459E+002, 3.1692573E+002, 3.2707096E+002, 3.3058221E+002
 9.4000247E+002, 2.4612203E+002, 2.7130129E+002, 3.2305229E+002, 2.4841100E+002, 2.4724891E+002, 2.4903942E+002, 2.7316880E+002, 2.6588980E+002, 2.6909713E+002, 3.2037898E+002, 3.3093820E+002, 3.3089963E+002
 9.5000278E+002, 2.4665672E+002, 2.6984570E+002, 3.2373935E+002, 2.4774180E+002, 2.4504230E+002, 2.4810754E+002, 2.7333223E+002, 2.6775427E+002, 2.6880357E+002, 3.2388381E+002, 3.2979640E+002, 3.2767593E+002
 9.6000420E+002, 2.4761531E+002, 2.7196911E+002, 3.2956646E+002, 2.4674413E+002, 2.4659080E+002, 2.4783613E+002, 2.7223409E+002, 2.7140019E+002, 2.7059031E+002, 3.2191200E+002, 3.3166598E+002, 3.2342257E+002
 9.7000128E+002, 2.4653486E+002, 2.7033435E+002, 3.2927490E+002, 2.4562539E+002, 2.4626167E+002, 2.4990147E+002, 2.7086646E+002, 2.6780062E+002, 2.7302729E+002, 3.1526496E+002, 3.3524213E+002, 3.3295043E+002
 9.8000425E+002, 2.4840398E+002, 2.7086548E+002, 3.3725957E+002, 2.5020869E+002, 2.4566860E+002, 2.4822210E+002, 2.7198686E+002, 2.6825142E+002, 2.7165103E+002, 3.1655372E+002, 3.4944339E+002, 3.3420504E+002
 9.9000403E+002, 2.4863913E+002, 2.7099693E+002, 3.2822628E+002, 2.4879873E+002, 2.4722605E+002, 2.4993645E+002, 2.7291654E+002, 2.6904587E+002, 2.7405670E+002, 3.2197472E+002, 3.3980169E+002, 3.3766067E+002
 1.0000022E+003, 2.4659333E+002, 2.7163112E+002, 3.3172166E+002, 2.4929812E+002, 2.4477925E+002, 2.4850821E+002, 2.7384387E+002, 2.6828128E+002, 2.7307716E+002, 3.2655635E+002, 3.3583694E+002, 3.3154182E+002
 1.0100046E+003, 2.4759791E+002, 2.7142427E+002, 3.2683455E+002, 2.4661490E+002, 2.4761736E+002, 2.4893017E+002, 2.7450921E+002, 2.6752254E+002, 2.7361367E+002, 3.2411413E+002, 3.2866587E+002, 3.3143150E+002
 1.0200020E+003, 2.4612084E+002, 2.7118211E+002, 3.2647704E+002, 2.4715990E+002, 2.4730562E+002, 2.4969758E+002, 2.7441810E+002, 2.6891512E+002, 2.7202977E+002, 3.2830926E+002, 3.3486227E+002, 3.2796642E+002
 1.0300042E+003, 2.4641556E+002, 2.7193314E+002, 3.3134440E+002, 2.4577433E+002, 2.4594604E+002, 2.4995450E+002, 2.7465022E+002, 2.6841680E+002, 2.7285354E+002, 3.2999879E+002, 3.3278122E+002, 3.3171916E+002
 1.0400041E+003, 2.4654865E+002, 2.7228774E+002, 3.3466868E+002, 2.4798756E+002, 2.4713941E+002, 2.4890240E+002, 2.7610394E+002, 2.6898623E+002, 2.7173344E+002, 3.2595395E+002, 3.3533183E+002, 3.3321492E+002
 1.0500004E+003, 2.4764747E+002, 2.7355068E+002, 3.3579717E+002, 2.4765136E+002, 2.4644063E+002, 2.4887124E+002, 2.7363568E+002, 2.6827405E+002, 2.7355451E+002, 3.2652367E+002, 3.3740188E+002, 3.4674208E+002
