s,,,,C,C,C,C,C,C,C,C,C
 3.3000158E+002, 1.6065930E+002, 1.5229728E+002, 1.4378228E+002, 1.5273331E+002, 1.6934601E+002, 1.5440655E+002, 1.4851597E+002, 1.5138705E+002, 1.5258604E+002, 1.3453239E+002, 1.3779754E+002, 1.3949993E+002
 3.4000219E+002, 1.7265152E+002, 1.5784716E+002, 1.4564089E+002, 1.6445091E+002, 1.7263352E+002, 1.6573670E+002, 1.5345536E+002, 1.5402003E+002, 1.5523397E+002, 1.4232382E+002, 1.4424642E+002, 1.4463570E+002
 3.5000858E+002, 1.8354461E+002, 1.6559457E+002, 1.5338124E+002, 1.7720250E+002, 1.7849719E+002, 1.7118545E+002, 1.6360067E+002, 1.6377858E+002, 1.6063080E+002, 1.4861923E+002, 1.5045600E+002, 1.5104079E+002
 3.6000112E+002, 1.8849756E+002, 1.7547885E+002, 1.6112767E+002, 1.8586095E+002, 1.8688164E+002, 1.8215562E+002, 1.7067368E+002, 1.7254483E+002, 1.7091453E+002, 1.5610097E+002, 1.5717465E+002, 1.5651607E+002
 3.7001033E+002, 1.9357781E+002, 1.7561745E+002, 1.6577551E+002, 1.9136608E+002, 1.8730830E+002, 1.8799262E+002, 1.7688825E+002, 1.7538480E+002, 1.7821059E+002, 1.6323854E+002, 1.6365612E+002, 1.6392555E+002
 3.8000384E+002, 2.0303283E+002, 1.8415101E+002, 1.7239371E+002, 2.0083095E+002, 1.9427684E+002, 1.9943945E+002, 1.8042060E+002, 1.8063160E+002, 1.8308812E+002, 1.6560583E+002, 1.6703288E+002, 1.6961741E+002
 3.9001072E+002, 2.0653953E+002, 1.9087448E+002, 1.7549380E+002, 2.0049401E+002, 2.0936923E+002, 2.0748379E+002, 1.8686730E+002, 1.8774986E+002, 1.8840961E+002, 1.7251386E+002, 1.7374109E+002, 1.7592894E+002
 4.0000768E+002, 2.2016986E+002, 2.0085168E+002, 1.8439427E+002, 2.1022113E+002, 2.1739871E+002, 2.1815402E+002, 1.8978948E+002, 1.9707087E+002, 2.0099227E+002, 1.7575584E+002, 1.8066126E+002, 1.8214218E+002
 4.1000055E+002, 2.2372329E+002, 2.0951051E+002, 1.9270407E+002, 2.1144746E+002, 2.2586453E+002, 2.2125761E+002, 1.9937448E+002, 2.0740677E+002, 2.1120403E+002, 1.8385036E+002, 1.9146115E+002, 1.9241238E+002
 4.2000195E+002, 2.4214795E+002, 2.2054955E+002, 1.9930109E+002, 2.2853187E+002, 2.4284789E+002, 2.2798059E+002, 2.1186651E+002, 2.1258614E+002, 2.1549699E+002, 1.9330973E+002, 1.9714104E+002, 1.9816512E+002
 4.3000170E+002, 2.4782186E+002, 2.2586643E+002, 2.1178512E+002, 2.4392795E+002, 2.5783098E+002, 2.3429782E+002, 2.2246554E+002, 2.2409373E+002, 2.2747898E+002, 2.0364267E+002, 2.0547008E+002, 2.0720080E+002
 4.4000306E+002, 2.5325864E+002, 2.3958503E+002, 2.1593238E+002, 2.5830648E+002, 2.6500972E+002, 2.4121618E+002, 2.3376883E+002, 2.3153347E+002, 2.3133343E+002, 2.1055747E+002, 2.1235346E+002, 2.1570048E+002
 4.5000721E+002, 2.6949418E+002, 2.4061406E+002, 2.2236732E+002, 2.5892137E+002, 2.6437430E+002, 2.5604981E+002, 2.4146180E+002, 2.4039654E+002, 2.3693697E+002, 2.2267215E+002, 2.2027414E+002, 2.1859221E+002
 4.6000496E+002, 2.8445385E+002, 2.5498443E+002, 2.3010169E+002, 2.8270182E+002, 2.7722609E+002, 2.6759399E+002, 2.4808509E+002, 2.4981430E+002, 2.4356675E+002, 2.2555521E+002, 2.2581113E+002, 2.2479304E+002
 4.7000468E+002, 2.8939729E+002, 2.6168975E+002, 2.3889008E+002, 2.9416106E+002, 2.9931668E+002, 2.6863658E+002, 2.6374781E+002, 2.6164049E+002, 2.5097789E+002, 2.3775144E+002, 2.3867387E+002, 2.3241300E+002
 4.8000092E+002, 2.9185949E+002, 2.6929705E+002, 2.4802742E+002, 2.9174029E+002, 3.1114833E+002, 2.7970548E+002, 2.7163257E+002, 2.7144199E+002, 2.5756238E+002, 2.4846555E+002, 2.4519003E+002, 2.3809085E+002
 4.9000867E+002, 2.9654362E+002, 2.7355360E+002, 2.5295714E+002, 2.9353440E+002, 3.2099810E+002, 2.8643186E+002, 2.7097445E+002, 2.7916960E+002, 2.6740086E+002, 2.5047307E+002, 2.5195791E+002, 2.4587715E+002
 5.0000503E+002, 3.1920186E+002, 2.8057558E+002, 2.5742865E+002, 3.0254994E+002, 3.1601620E+002, 3.1045363E+002, 2.7334963E+002, 2.7930978E+002, 2.7879660E+002, 2.5283597E+002, 2.5323353E+002, 2.5286151E+002
 5.1000400E+002, 3.2844783E+002, 2.9022245E+002, 2.6056470E+002, 3.0953480E+002, 3.2946471E+002, 3.2059702E+002, 2.7805048E+002, 2.8889669E+002, 2.8754982E+002, 2.5677626E+002, 2.6283085E+002, 2.6094437E+002
 5.2000518E+002, 3.3626369E+002, 3.0039643E+002, 2.7145674E+002, 3.2806451E+002, 3.4399405E+002, 3.3075487E+002, 2.9235900E+002, 2.9895225E+002, 2.9642119E+002, 2.6579863E+002, 2.6789725E+002, 2.6867910E+002
 5.3000737E+002, 3.4611980E+002, 3.1312705E+002, 2.8072110E+002, 3.4473980E+002, 3.4888207E+002, 3.3952371E+002, 3.0436377E+002, 3.1054431E+002, 3.0267748E+002, 2.7566479E+002, 2.7641905E+002, 2.7544326E+002
 5.4000730E+002, 3.5717849E+002, 3.1584237E+002, 2.8725111E+002, 3.4785609E+002, 3.6207168E+002, 3.5536681E+002, 3.1920380E+002, 3.1890512E+002, 3.1152496E+002, 2.8736616E+002, 2.8740974E+002, 2.8432437E+002
 5.5000735E+002, 3.7489555E+002, 3.2863866E+002, 2.9575329E+002, 3.6939959E+002, 3.7573828E+002, 3.6204952E+002, 3.2474659E+002, 3.2565734E+002, 3.1728484E+002, 2.9202330E+002, 2.8893591E+002, 2.8746366E+002
 5.6000662E+002, 3.8428982E+002, 3.3910404E+002, 3.0551701E+002, 3.7437693E+002, 3.9854056E+002, 3.7780843E+002, 3.3490183E+002, 3.4048336E+002, 3.3035954E+002, 3.0098344E+002, 3.0140897E+002, 2.9816827E+002
 5.7000159E+002, 4.0202447E+002, 3.4329141E+002, 3.0688806E+002, 3.7062314E+002, 3.9796445E+002, 3.8845333E+002, 3.3422165E+002, 3.4089685E+002, 3.4645549E+002, 3.0488870E+002, 3.0772346E+002, 3.1179633E+002
 5.8000313E+002, 4.0278161E+002, 3.5368734E+002, 3.1928153E+002, 4.0746001E+002, 4.1292879E+002, 3.8819332E+002, 3.5148198E+002, 3.5420599E+002, 3.4483797E+002, 3.1409531E+002, 3.1364542E+002, 3.1367153E+002
 5.9000385E+002, 4.2308525E+002, 3.6183465E+002, 3.2616986E+002, 3.9352500E+002, 4.2410076E+002, 4.1731779E+002, 3.5328662E+002, 3.6296520E+002, 3.6462339E+002, 3.1965909E+002, 3.2300797E+002, 3.2474246E+002
 6.0000808E+002, 4.3264644E+002, 3.7394783E+002, 3.3139719E+002, 4.1301786E+002, 4.4512174E+002, 4.2988816E+002, 3.6084636E+002, 3.6934144E+002, 3.7122693E+002, 3.2443443E+002, 3.2726357E+002, 3.3214751E+002
 6.1000101E+002, 4.3604781E+002, 3.8412401E+002, 3.3834598E+002, 4.2723208E+002, 4.5345064E+002, 4.4372437E+002, 3.7565405E+002, 3.8248887E+002, 3.7823753E+002, 3.3537073E+002, 3.3653954E+002, 3.3635964E+002
 6.2000881E+002, 4.6096593E+002, 3.9623370E+002, 3.4819834E+002, 4.3984934E+002, 4.5174505E+002, 4.6033301E+002, 3.7931894E+002, 3.8718068E+002, 3.9313609E+002, 3.4075625E+002, 3.4356411E+002, 3.4437385E+002
 6.3000323E+002, 4.6019137E+002, 3.9970445E+002, 3.5346013E+002, 4.6237348E+002, 4.9043144E+002, 4.4725370E+002, 3.9021347E+002, 4.0292934E+002, 3.9457635E+002, 3.4688825E+002, 3.5186424E+002, 3.5386712E+002
 6.4000461E+002, 4.8033408E+002, 4.0890988E+002, 3.6448701E+002, 4.5738146E+002, 4.8349514E+002, 4.9814118E+002, 3.9521198E+002, 4.1181077E+002, 4.1036327E+002, 3.5529198E+002, 3.5953016E+002, 3.5899037E+002
 6.5000462E+002, 4.9091548E+002, 4.2196904E+002, 3.6742844E+002, 4.5674914E+002, 5.0723679E+002, 4.8538307E+002, 4.0233011E+002, 4.2113088E+002, 4.1693738E+002, 3.5974625E+002, 3.6606694E+002, 3.6732654E+002
 6.6000424E+002, 5.1568657E+002, 4.3239130E+002, 3.7585983E+002, 4.7769879E+002, 5.2795416E+002, 5.1005912E+002, 4.1298294E+002, 4.3483689E+002, 4.3094652E+002, 3.7032940E+002, 3.7389204E+002, 3.7702439E+002
 6.7000800E+002, 5.1582679E+002, 4.4008608E+002, 3.8441758E+002, 4.9359276E+002, 5.5221871E+002, 5.1984261E+002, 4.2633638E+002, 4.4486891E+002, 4.3850070E+002, 3.7946953E+002, 3.8148757E+002, 3.8502782E+002
 6.8000036E+002, 5.3704432E+002, 4.5087130E+002, 3.9266766E+002, 5.1407713E+002, 5.4428621E+002, 5.5583913E+002, 4.3580184E+002, 4.4812573E+002, 4.4876329E+002, 3.8462339E+002, 3.8529451E+002, 3.8934257E+002
 6.9000738E+002, 5.6276036E+002, 4.6087719E+002, 3.9958302E+002, 5.2483460E+002, 5.6619118E+002, 5.5858853E+002, 4.4463162E+002, 4.5787909E+002, 4.5772094E+002, 3.9543295E+002, 3.9537613E+002, 3.9954147E+002
 7.0000328E+002, 5.7441132E+002, 4.6923510E+002, 4.0876226E+002, 5.3329297E+002, 5.9418066E+002, 5.8762172E+002, 4.5053101E+002, 4.7193444E+002, 4.7172056E+002, 4.0060554E+002, 4.0337523E+002, 4.0645598E+002
 7.1000168E+002, 6.1041884E+002, 4.8130601E+002, 4.1298585E+002, 5.5369532E+002, 6.0309163E+002, 6.0721117E+002, 4.6060272E+002, 4.7978735E+002, 4.8224555E+002, 4.0659910E+002, 4.1107846E+002, 4.1462017E+002
 7.2000784E+002, 6.2511328E+002, 4.9036295E+002, 4.1944161E+002, 5.7347213E+002, 6.2882008E+002, 6.2351704E+002, 4.7176821E+002, 4.9328682E+002, 4.9720198E+002, 4.1419084E+002, 4.1616233E+002, 4.2289975E+002
 7.3000161E+002, 6.3311729E+002, 5.0097038E+002, 4.3026308E+002, 5.7673649E+002, 6.2528901E+002, 6.6094405E+002, 4.8071789E+002, 4.9513089E+002, 5.1356446E+002, 4.1960744E+002, 4.2432371E+002, 4.3228893E+002
 7.4000067E+002, 6.6491024E+002, 5.0520028E+002, 4.3099312E+002, 5.9905115E+002, 6.5024843E+002, 6.8559488E+002, 4.8492705E+002, 5.0171541E+002, 5.2495661E+002, 4.2693207E+002, 4.3185872E+002, 4.4185170E+002
 7.5000313E+002, 6.7215806E+002, 5.1933145E+002, 4.4164761E+002, 6.2724991E+002, 6.8476350E+002, 7.0451242E+002, 4.9353487E+002, 5.1667262E+002, 5.3459047E+002, 4.3274104E+002, 4.3838105E+002, 4.4352895E+002
 7.6000393E+002, 7.0002163E+002, 5.2355008E+002, 4.4964247E+002, 6.2888520E+002, 6.9055612E+002, 7.2445142E+002, 5.0732054E+002, 5.2373012E+002, 5.3842704E+002, 4.4392123E+002, 4.4368183E+002, 4.5238083E+002
 7.7001027E+002, 7.1858379E+002, 5.3615871E+002, 4.5559486E+002, 6.6510386E+002, 7.0717974E+002, 7.4107877E+002, 5.1607936E+002, 5.3565987E+002, 5.5005656E+002, 4.5147963E+002, 4.4905495E+002, 4.5927170E+002
 7.8000000E+002, 7.3907535E+002, 5.5093344E+002, 4.6052629E+002, 6.9133220E+002, 7.1846857E+002, 7.7626234E+002, 5.2804213E+002, 5.4561509E+002, 5.5907712E+002, 4.5741247E+002, 4.6059403E+002, 4.6797246E+002
 7.9000686E+002, 7.9078261E+002, 5.7185517E+002, 4.7971570E+002, 7.4021791E+002, 7.4661826E+002, 8.0992820E+002, 5.4595603E+002, 5.5853480E+002, 5.7422623E+002, 4.6903911E+002, 4.6900964E+002, 4.7312762E+002
 8.0000057E+002, 1.0609203E+003, 6.6013431E+002, 5.1162677E+002, 8.7034733E+002, 9.1476558E+002, 9.4876512E+002, 5.9198647E+002, 5.9404785E+002, 6.1886833E+002, 4.9081520E+002, 4.9095322E+002, 4.9486576E+002
 8.1000730E+002, 1.1296389E+003, 8.0840711E+002, 5.9235578E+002, 1.1215553E+003, 1.1419661E+003, 1.1278882E+003, 6.9892424E+002, 7.1626729E+002, 7.4965773E+002, 5.5403688E+002, 5.6098159E+002, 5.7235281E+002
 8.2000298E+002, 9.6370092E+002, 9.8553652E+002, 7.2777143E+002, 1.0743113E+003, 1.0540216E+003, 1.0331523E+003, 9.0421169E+002, 8.8259454E+002, 9.0611962E+002, 6.6324730E+002, 6.6501653E+002, 6.8319959E+002
 8.3000527E+002, 8.2303824E+002, 1.0127635E+003, 8.6752945E+002, 8.9275327E+002, 8.8864441E+002, 8.7808207E+002, 1.0420753E+003, 1.0394410E+003, 1.0188027E+003, 8.0418742E+002, 7.9378599E+002, 8.3408249E+002
 8.4000092E+002, 7.3723958E+002, 8.5370992E+002, 1.0581917E+003, 7.7963409E+002, 7.7588046E+002, 7.7662679E+002, 9.4505381E+002, 9.4237507E+002, 9.2523361E+002, 9.7293838E+002, 9.5808992E+002, 9.4426864E+002
 8.5000578E+002, 6.8086718E+002, 7.3076473E+002, 9.8627564E+002, 7.0918785E+002, 7.0783241E+002, 7.0677879E+002, 7.8991195E+002, 7.8115437E+002, 7.9165949E+002, 1.0495504E+003, 1.0295768E+003, 9.9854918E+002
 8.6000762E+002, 6.3409715E+002, 6.7583104E+002, 8.1326867E+002, 6.5675812E+002, 6.5530529E+002, 6.5731772E+002, 7.0538064E+002, 7.0666199E+002, 7.0976940E+002, 9.0392184E+002, 9.0048593E+002, 8.8539683E+002
 8.7000045E+002, 6.0133043E+002, 6.3369291E+002, 7.7337948E+002, 6.1989136E+002, 6.1538385E+002, 6.1780550E+002, 6.6185148E+002, 6.5412687E+002, 6.4966466E+002, 8.1025852E+002, 7.9477267E+002, 7.8021852E+002
 8.8000636E+002, 5.7274462E+002, 5.9985473E+002, 7.1841456E+002, 5.9129316E+002, 5.8657276E+002, 5.8704959E+002, 6.0952980E+002, 6.1516055E+002, 6.2080364E+002, 7.4985990E+002, 7.5551667E+002, 7.4563946E+002
 8.9000592E+002, 5.4989696E+002, 5.7807390E+002, 6.9684556E+002, 5.6254808E+002, 5.5739782E+002, 5.6098476E+002, 5.9255633E+002, 5.9706394E+002, 5.9411805E+002, 6.9548903E+002, 7.0661070E+002, 6.9159385E+002
 9.0000008E+002, 5.3730122E+002, 5.6751021E+002, 6.8466302E+002, 5.4299987E+002, 5.3965586E+002, 5.4945471E+002, 5.7415057E+002, 5.8061216E+002, 5.8134927E+002, 6.6818514E+002, 6.9316393E+002, 6.8243013E+002
 9.1000285E+002, 5.2118867E+002, 5.5493644E+002, 6.6792154E+002, 5.2662889E+002, 5.2885227E+002, 5.3434230E+002, 5.6538665E+002, 5.5709669E+002, 5.5982446E+002, 6.6609501E+002, 6.6878379E+002, 6.7757862E+002
 9.2000030E+002, 5.1300892E+002, 5.5063328E+002, 6.4964436E+002, 5.1649855E+002, 5.1468286E+002, 5.1949887E+002, 5.5909470E+002, 5.5259097E+002, 5.5049747E+002, 6.5552996E+002, 6.5677074E+002, 6.7326898E+002
 9.3000428E+002, 5.0253214E+002, 5.3905094E+002, 6.4067339E+002, 5.1083528E+002, 5.0766945E+002, 5.0930229E+002, 5.4066237E+002, 5.4521005E+002, 5.4819773E+002, 6.4417093E+002, 6.4314555E+002, 6.5017598E+002
 9.4000404E+002, 4.9592389E+002, 5.3383885E+002, 6.4961498E+002, 4.9666188E+002, 4.9898525E+002, 5.0134613E+002, 5.3830935E+002, 5.3412401E+002, 5.3454901E+002, 6.4168567E+002, 6.3774112E+002, 6.4935026E+002
 9.5000240E+002, 4.9137723E+002, 5.3478710E+002, 6.6281660E+002, 4.9690297E+002, 4.9273486E+002, 4.9282175E+002, 5.3725366E+002, 5.3413683E+002, 5.3002373E+002, 6.5028043E+002, 6.4485624E+002, 6.6373733E+002
 9.6000105E+002, 4.9149570E+002, 5.3129824E+002, 6.5737738E+002, 4.9342902E+002, 4.8935712E+002, 4.8793662E+002, 5.3593961E+002, 5.3417101E+002, 5.3930246E+002, 6.5575069E+002, 6.4043670E+002, 6.6010911E+002
 9.7000191E+002, 4.8703745E+002, 5.3670167E+002, 6.5368001E+002, 4.9092788E+002, 4.9121691E+002, 4.8692958E+002, 5.3620305E+002, 5.3511555E+002, 5.3430241E+002, 6.6690327E+002, 6.5086212E+002, 6.5454871E+002
 9.8000222E+002, 4.8699392E+002, 5.3494848E+002, 6.5377552E+002, 4.9280532E+002, 4.9072558E+002, 4.8041174E+002, 5.3987258E+002, 5.3294918E+002, 5.3148387E+002, 6.6045639E+002, 6.4008545E+002, 6.6409865E+002
 9.9000523E+002, 4.8366361E+002, 5.3713502E+002, 6.5333587E+002, 4.8786283E+002, 4.8764183E+002, 4.7812816E+002, 5.3189399E+002, 5.3274572E+002, 5.3607678E+002, 6.5322644E+002, 6.4633262E+002, 6.7349225E+002
 1.0000014E+003, 4.8435663E+002, 5.3366137E+002, 6.7010281E+002, 4.8849015E+002, 4.8736124E+002, 4.7658363E+002, 5.3575972E+002, 5.3203345E+002, 5.3381262E+002, 6.5854277E+002, 6.5812397E+002, 6.8601350E+002
 1.0100042E+003, 4.8342706E+002, 5.3514954E+002, 6.5776516E+002, 4.8809761E+002, 4.8610052E+002, 4.7738606E+002, 5.3641289E+002, 5.3230090E+002, 5.3901397E+002, 6.6496974E+002, 6.5723613E+002, 6.7282446E+002
 1.0200009E+003, 4.8767839E+002, 5.3987504E+002, 6.6687742E+002, 4.8687500E+002, 4.8688216E+002, 4.8339044E+002, 5.3928943E+002, 5.3570983E+002, 5.4090282E+002, 6.6604202E+002, 6.5507423E+002, 6.8034859E+002
 1.0300004E+003, 4.8910396E+002, 5.3916293E+002, 6.7534282E+002, 4.8633200E+002, 4.9021641E+002, 4.9182566E+002, 5.3331473E+002, 5.3735378E+002, 5.4272062E+002, 6.6868282E+002, 6.5134059E+002, 6.8064835E+002
 1.0400034E+003, 4.8699977E+002, 5.4288312E+002, 6.5942598E+002, 4.8890676E+002, 4.9048318E+002, 4.8684599E+002, 5.4218191E+002, 5.3903640E+002, 5.3690290E+002, 6.6322009E+002, 6.6117366E+002, 6.9069185E+002
 1.0500025E+003, 4.8744458E+002, 5.3863270E+002, 6.5720824E+002, 4.9370537E+002, 4.8881114E+002, 4.8242539E+002, 5.3321605E+002, 5.3572126E+002, 5.4208034E+002, 6.6205583E+002, 6.5241013E+002, 6.7113436E+002
