s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,Pa
 5.10E+02, 0.00E+00, 7.46E+00, 9.43E-01, 5.62E+00, 0.00E+00, 1.00E-01,-1.49E+01,-7.70E-01,-7.71E-01, 0.00E+00, 1.17E-02, 0.00E+00, 0.00E+00, 1.91E+04
 5.15E+02, 0.00E+00, 7.44E+00, 9.23E-01, 5.25E+00, 0.00E+00, 6.34E-02,-1.46E+01,-9.09E-01,-9.10E-01, 0.00E+00, 1.17E-02, 0.00E+00, 0.00E+00, 1.91E+04
 5.20E+02, 0.00E+00, 7.41E+00, 9.40E-01, 5.08E+00, 0.00E+00, 4.52E-02,-1.45E+01,-1.01E+00,-1.01E+00, 0.00E+00, 1.20E-02, 0.00E+00, 0.00E+00, 1.91E+04
 5.25E+02, 0.00E+00, 7.40E+00, 9.53E-01, 4.91E+00, 0.00E+00, 9.55E-02,-1.41E+01,-7.78E-01,-7.76E-01, 0.00E+00, 1.16E-02, 0.00E+00, 0.00E+00, 1.91E+04
 5.30E+02, 0.00E+00, 7.37E+00, 9.45E-01, 4.85E+00, 0.00E+00, 1.74E-01,-1.38E+01,-4.83E-01,-4.84E-01, 0.00E+00, 1.15E-02, 0.00E+00, 0.00E+00, 1.91E+04
 5.35E+02, 0.00E+00, 7.35E+00, 9.18E-01, 4.72E+00, 0.00E+00, 7.10E-02,-1.40E+01,-9.47E-01,-9.47E-01, 0.00E+00, 1.23E-02, 0.00E+00, 0.00E+00, 1.91E+04
 5.40E+02, 0.00E+00, 7.31E+00, 9.35E-01, 4.42E+00, 0.00E+00, 7.46E-02,-1.36E+01,-8.93E-01,-8.94E-01, 0.00E+00, 1.19E-02, 0.00E+00, 0.00E+00, 1.91E+04
 5.45E+02, 0.00E+00, 7.31E+00, 9.48E-01, 4.12E+00, 0.00E+00, 9.32E-02,-1.33E+01,-8.06E-01,-8.06E-01, 0.00E+00, 1.17E-02, 0.00E+00, 0.00E+00, 1.91E+04
 5.50E+02, 0.00E+00, 7.27E+00, 9.46E-01, 4.12E+00, 0.00E+00, 1.40E-01,-1.31E+01,-6.35E-01,-6.35E-01, 0.00E+00, 1.18E-02, 0.00E+00, 0.00E+00, 1.91E+04
 5.55E+02, 0.00E+00, 7.27E+00, 9.16E-01, 3.76E+00, 0.00E+00, 7.15E-02,-1.29E+01,-9.14E-01,-9.15E-01, 0.00E+00, 1.19E-02, 0.00E+00, 0.00E+00, 1.91E+04
 5.60E+02, 0.00E+00, 7.23E+00, 9.20E-01, 3.62E+00, 0.00E+00, 9.05E-02,-1.27E+01,-8.00E-01,-8.00E-01, 0.00E+00, 1.16E-02, 0.00E+00, 0.00E+00, 1.91E+04
 5.65E+02, 0.00E+00, 7.23E+00, 9.31E-01, 3.50E+00, 0.00E+00, 1.17E-01,-1.25E+01,-7.31E-01,-7.31E-01, 0.00E+00, 1.18E-02, 0.00E+00, 0.00E+00, 1.91E+04
 5.70E+02, 0.00E+00, 7.21E+00, 9.43E-01, 3.40E+00, 0.00E+00, 1.67E-01,-1.22E+01,-5.06E-01,-5.05E-01, 0.00E+00, 1.15E-02, 0.00E+00, 0.00E+00, 1.91E+04
 5.75E+02, 0.00E+00, 7.18E+00, 9.67E-01, 3.20E+00, 0.00E+00, 1.82E-01,-1.19E+01,-4.12E-01,-4.11E-01, 0.00E+00, 1.11E-02, 0.00E+00, 0.00E+00, 1.91E+04
 5.80E+02, 0.00E+00, 7.12E+00, 9.49E-01, 3.15E+00, 0.00E+00, 1.61E-01,-1.19E+01,-5.27E-01,-5.29E-01, 0.00E+00, 1.15E-02, 0.00E+00, 0.00E+00, 1.91E+04
 5.85E+02, 0.00E+00, 7.10E+00, 9.74E-01, 2.98E+00, 0.00E+00, 2.39E-01,-1.14E+01,-1.55E-01,-1.54E-01, 0.00E+00, 1.08E-02, 0.00E+00, 0.00E+00, 1.92E+04
 5.90E+02, 0.00E+00, 7.07E+00, 9.45E-01, 2.83E+00, 0.00E+00, 2.04E-01,-1.14E+01,-3.10E-01,-3.08E-01, 0.00E+00, 1.09E-02, 0.00E+00, 0.00E+00, 1.92E+04
 5.95E+02, 0.00E+00, 7.06E+00, 9.59E-01, 2.56E+00, 0.00E+00, 1.09E-01,-1.14E+01,-6.70E-01,-6.72E-01, 0.00E+00, 1.09E-02, 0.00E+00, 0.00E+00, 1.92E+04
 6.00E+02, 0.00E+00, 7.03E+00, 9.65E-01, 2.39E+00, 0.00E+00, 1.26E-01,-1.11E+01,-6.01E-01,-6.02E-01, 0.00E+00, 1.09E-02, 0.00E+00, 0.00E+00, 1.92E+04
