s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,Pa
 5.10E+02, 0.00E+00, 9.53E+00, 1.44E+00, 9.00E+00, 0.00E+00, 3.78E-01,-2.05E+01,-2.01E-01,-1.80E-01, 0.00E+00, 1.69E-02, 0.00E+00, 0.00E+00, 2.61E+04
 5.15E+02, 0.00E+00, 9.51E+00, 1.39E+00, 8.80E+00, 0.00E+00, 4.88E-02,-2.16E+01,-1.91E+00,-1.89E+00, 0.00E+00, 2.07E-02, 0.00E+00, 0.00E+00, 2.61E+04
 5.20E+02, 0.00E+00, 9.44E+00, 1.42E+00, 8.58E+00, 0.00E+00, 1.76E-01,-2.09E+01,-1.31E+00,-1.29E+00, 0.00E+00, 1.97E-02, 0.00E+00, 0.00E+00, 2.61E+04
 5.25E+02, 0.00E+00, 9.43E+00, 1.42E+00, 8.42E+00, 0.00E+00, 2.43E-01,-2.05E+01,-9.58E-01,-9.39E-01, 0.00E+00, 1.89E-02, 0.00E+00, 0.00E+00, 2.61E+04
 5.30E+02, 0.00E+00, 9.37E+00, 1.41E+00, 8.13E+00, 0.00E+00, 2.70E-01,-2.00E+01,-8.07E-01,-7.87E-01, 0.00E+00, 1.85E-02, 0.00E+00, 0.00E+00, 2.61E+04
 5.35E+02, 0.00E+00, 9.35E+00, 1.43E+00, 7.94E+00, 0.00E+00, 1.99E-01,-2.00E+01,-1.14E+00,-1.11E+00, 0.00E+00, 1.89E-02, 0.00E+00, 0.00E+00, 2.61E+04
 5.40E+02, 0.00E+00, 9.29E+00, 1.41E+00, 7.92E+00, 0.00E+00, 8.06E-02,-2.05E+01,-1.83E+00,-1.81E+00, 0.00E+00, 2.10E-02, 0.00E+00, 0.00E+00, 2.61E+04
 5.45E+02, 0.00E+00, 9.28E+00, 1.39E+00, 7.67E+00, 0.00E+00, 9.36E-02,-2.02E+01,-1.83E+00,-1.81E+00, 0.00E+00, 2.16E-02, 0.00E+00, 0.00E+00, 2.61E+04
 5.50E+02, 0.00E+00, 9.26E+00, 1.38E+00, 7.44E+00, 0.00E+00, 1.99E-01,-1.95E+01,-1.25E+00,-1.23E+00, 0.00E+00, 1.98E-02, 0.00E+00, 0.00E+00, 2.62E+04
 5.55E+02, 0.00E+00, 9.20E+00, 1.42E+00, 7.31E+00, 0.00E+00, 3.32E-01,-1.89E+01,-6.39E-01,-6.18E-01, 0.00E+00, 1.92E-02, 0.00E+00, 0.00E+00, 2.62E+04
 5.60E+02, 0.00E+00, 9.16E+00, 1.43E+00, 7.13E+00, 0.00E+00, 2.85E-01,-1.88E+01,-8.61E-01,-8.40E-01, 0.00E+00, 1.94E-02, 0.00E+00, 0.00E+00, 2.62E+04
 5.65E+02, 0.00E+00, 9.13E+00, 1.44E+00, 6.97E+00, 0.00E+00, 3.21E-01,-1.85E+01,-6.76E-01,-6.55E-01, 0.00E+00, 1.91E-02, 0.00E+00, 0.00E+00, 2.62E+04
 5.70E+02, 0.00E+00, 9.12E+00, 1.41E+00, 6.73E+00, 0.00E+00, 2.56E-01,-1.84E+01,-9.28E-01,-9.08E-01, 0.00E+00, 1.91E-02, 0.00E+00, 0.00E+00, 2.62E+04
 5.75E+02, 0.00E+00, 9.06E+00, 1.46E+00, 6.48E+00, 0.00E+00, 4.64E-01,-1.73E+01, 1.78E-01, 1.98E-01, 0.00E+00, 1.65E-02, 0.00E+00, 0.00E+00, 2.62E+04
 5.80E+02, 0.00E+00, 8.99E+00, 1.45E+00, 6.18E+00, 0.00E+00, 3.43E-01,-1.73E+01,-3.91E-01,-3.72E-01, 0.00E+00, 1.72E-02, 0.00E+00, 0.00E+00, 2.63E+04
 5.85E+02, 0.00E+00, 8.93E+00, 1.43E+00, 6.28E+00, 0.00E+00, 2.23E-01,-1.79E+01,-1.06E+00,-1.04E+00, 0.00E+00, 1.89E-02, 0.00E+00, 0.00E+00, 2.63E+04
 5.90E+02, 0.00E+00, 8.95E+00, 1.39E+00, 6.03E+00, 0.00E+00, 1.14E-01,-1.81E+01,-1.65E+00,-1.63E+00, 0.00E+00, 2.03E-02, 0.00E+00, 0.00E+00, 2.63E+04
 5.95E+02, 0.00E+00, 8.93E+00, 1.42E+00, 5.90E+00, 0.00E+00, 1.42E-01,-1.79E+01,-1.50E+00,-1.48E+00, 0.00E+00, 1.99E-02, 0.00E+00, 0.00E+00, 2.63E+04
 6.00E+02, 0.00E+00, 8.92E+00, 1.39E+00, 5.59E+00, 0.00E+00, 1.18E-01,-1.76E+01,-1.64E+00,-1.62E+00, 0.00E+00, 2.04E-02, 0.00E+00, 0.00E+00, 2.63E+04
