s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,Pa
 1.70E+02, 0.00E+00, 1.24E+01, 2.16E+00, 2.89E+01, 0.00E+00,-2.10E-01,-4.77E+01,-4.58E+00,-4.58E+00, 0.00E+00, 2.28E-02, 0.00E+00, 3.49E-03, 2.27E+04
 1.75E+02, 0.00E+00, 1.23E+01, 2.12E+00, 2.82E+01, 0.00E+00,-5.49E-02,-4.65E+01,-3.97E+00,-3.96E+00, 0.00E+00, 2.37E-02, 0.00E+00, 3.23E-03, 2.27E+04
 1.80E+02, 0.00E+00, 1.22E+01, 2.09E+00, 2.75E+01, 0.00E+00,-9.26E-02,-4.55E+01,-3.85E+00,-3.86E+00, 0.00E+00, 2.28E-02, 0.00E+00, 2.94E-03, 2.27E+04
 1.85E+02, 0.00E+00, 1.21E+01, 2.09E+00, 2.70E+01, 0.00E+00,-9.70E-02,-4.49E+01,-3.75E+00,-3.74E+00, 0.00E+00, 2.22E-02, 0.00E+00, 2.71E-03, 2.27E+04
 1.90E+02, 0.00E+00, 1.21E+01, 2.08E+00, 2.60E+01, 0.00E+00, 2.93E-02,-4.33E+01,-3.12E+00,-3.12E+00, 0.00E+00, 2.20E-02, 0.00E+00, 2.54E-03, 2.27E+04
 1.95E+02, 0.00E+00, 1.20E+01, 2.06E+00, 2.59E+01, 0.00E+00, 1.03E-01,-4.28E+01,-2.81E+00,-2.81E+00, 0.00E+00, 2.26E-02, 0.00E+00, 2.29E-03, 2.27E+04
 2.00E+02, 0.00E+00, 1.19E+01, 1.96E+00, 2.49E+01, 0.00E+00,-1.50E-01,-4.24E+01,-3.78E+00,-3.78E+00, 0.00E+00, 2.34E-02, 0.00E+00, 2.11E-03, 2.27E+04
 2.05E+02, 0.00E+00, 1.18E+01, 1.98E+00, 2.43E+01, 0.00E+00,-1.28E-01,-4.15E+01,-3.55E+00,-3.55E+00, 0.00E+00, 2.27E-02, 0.00E+00, 1.93E-03, 2.27E+04
 2.10E+02, 0.00E+00, 1.18E+01, 1.96E+00, 2.38E+01, 0.00E+00,-2.43E-01,-4.12E+01,-3.93E+00,-3.93E+00, 0.00E+00, 2.33E-02, 0.00E+00, 1.77E-03, 2.27E+04
 2.15E+02, 0.00E+00, 1.17E+01, 1.96E+00, 2.37E+01, 0.00E+00,-4.63E-02,-4.03E+01,-2.99E+00,-3.00E+00, 0.00E+00, 2.23E-02, 0.00E+00, 1.59E-03, 2.27E+04
 2.20E+02, 0.00E+00, 1.17E+01, 1.92E+00, 2.34E+01, 0.00E+00,-6.71E-02,-4.01E+01,-3.17E+00,-3.17E+00, 0.00E+00, 2.38E-02, 0.00E+00, 1.46E-03, 2.27E+04
 2.25E+02, 0.00E+00, 1.16E+01, 1.93E+00, 2.31E+01, 0.00E+00,-3.17E-03,-3.93E+01,-2.73E+00,-2.73E+00, 0.00E+00, 2.26E-02, 0.00E+00, 1.29E-03, 2.27E+04
 2.30E+02, 0.00E+00, 1.15E+01, 1.93E+00, 2.22E+01, 0.00E+00, 1.07E-01,-3.79E+01,-2.18E+00,-2.18E+00, 0.00E+00, 2.19E-02, 0.00E+00, 1.18E-03, 2.27E+04
 2.35E+02, 0.00E+00, 1.15E+01, 1.89E+00, 2.15E+01, 0.00E+00,-1.22E-01,-3.79E+01,-3.12E+00,-3.12E+00, 0.00E+00, 2.32E-02, 0.00E+00, 1.03E-03, 2.27E+04
 2.40E+02, 0.00E+00, 1.14E+01, 1.86E+00, 2.09E+01, 0.00E+00,-1.59E-02,-3.68E+01,-2.59E+00,-2.59E+00, 0.00E+00, 2.23E-02, 0.00E+00, 9.28E-04, 2.27E+04
 2.45E+02, 0.00E+00, 1.13E+01, 1.85E+00, 2.02E+01, 0.00E+00,-1.59E-01,-3.63E+01,-3.10E+00,-3.10E+00, 0.00E+00, 2.28E-02, 0.00E+00, 8.23E-04, 2.27E+04
 2.50E+02, 0.00E+00, 1.13E+01, 1.81E+00, 2.04E+01, 0.00E+00,-6.57E-02,-3.62E+01,-2.74E+00,-2.74E+00, 0.00E+00, 2.29E-02, 0.00E+00, 7.16E-04, 2.27E+04
 2.55E+02, 0.00E+00, 1.12E+01, 1.82E+00, 2.00E+01, 0.00E+00,-1.17E-01,-3.59E+01,-2.92E+00,-2.92E+00, 0.00E+00, 2.34E-02, 0.00E+00, 6.32E-04, 2.27E+04
 2.60E+02, 0.00E+00, 1.12E+01, 1.84E+00, 1.97E+01, 0.00E+00, 7.80E-02,-3.48E+01,-2.03E+00,-2.03E+00, 0.00E+00, 2.22E-02, 0.00E+00, 5.34E-04, 2.27E+04
 2.65E+02, 0.00E+00, 1.11E+01, 1.81E+00, 1.89E+01, 0.00E+00,-1.03E-01,-3.46E+01,-2.83E+00,-2.83E+00, 0.00E+00, 2.36E-02, 0.00E+00, 4.68E-04, 2.27E+04
 2.70E+02, 0.00E+00, 1.10E+01, 1.80E+00, 1.89E+01, 0.00E+00,-7.81E-02,-3.43E+01,-2.64E+00,-2.64E+00, 0.00E+00, 2.33E-02, 0.00E+00, 3.82E-04, 2.27E+04
 2.75E+02, 0.00E+00, 1.10E+01, 1.81E+00, 1.85E+01, 0.00E+00, 6.07E-03,-3.36E+01,-2.28E+00,-2.28E+00, 0.00E+00, 2.29E-02, 0.00E+00, 3.12E-04, 2.27E+04
 2.80E+02, 0.00E+00, 1.10E+01, 1.81E+00, 1.85E+01, 0.00E+00, 6.20E-02,-3.33E+01,-1.97E+00,-1.97E+00, 0.00E+00, 2.25E-02, 0.00E+00, 2.44E-04, 2.27E+04
 2.85E+02, 0.00E+00, 1.09E+01, 1.80E+00, 1.80E+01, 0.00E+00, 6.54E-02,-3.28E+01,-2.01E+00,-2.01E+00, 0.00E+00, 2.31E-02, 0.00E+00, 1.90E-04, 2.27E+04
 2.90E+02, 0.00E+00, 1.08E+01, 1.80E+00, 1.78E+01, 0.00E+00, 9.86E-03,-3.26E+01,-2.10E+00,-2.10E+00, 0.00E+00, 2.21E-02, 0.00E+00, 1.37E-04, 2.27E+04
 2.95E+02, 0.00E+00, 1.08E+01, 1.81E+00, 1.71E+01, 0.00E+00, 7.94E-02,-3.16E+01,-1.84E+00,-1.84E+00, 0.00E+00, 2.25E-02, 0.00E+00, 9.42E-05, 2.27E+04
 3.00E+02, 0.00E+00, 1.07E+01, 1.80E+00, 1.70E+01, 0.00E+00, 9.38E-05,-3.16E+01,-2.10E+00,-2.09E+00, 0.00E+00, 2.20E-02, 0.00E+00, 6.37E-05, 2.27E+04
 3.05E+02, 0.00E+00, 1.07E+01, 1.80E+00, 1.63E+01, 0.00E+00, 5.11E-03,-3.09E+01,-2.09E+00,-2.09E+00, 0.00E+00, 2.22E-02, 0.00E+00, 4.09E-05, 2.27E+04
 3.10E+02, 0.00E+00, 1.06E+01, 1.79E+00, 1.63E+01, 0.00E+00, 9.28E-02,-3.06E+01,-1.73E+00,-1.73E+00, 0.00E+00, 2.19E-02, 0.00E+00, 2.47E-05, 2.27E+04
 3.15E+02, 0.00E+00, 1.05E+01, 1.81E+00, 1.57E+01, 0.00E+00, 1.86E-02,-3.00E+01,-1.95E+00,-1.94E+00, 0.00E+00, 2.16E-02, 0.00E+00, 1.24E-05, 2.27E+04
 3.20E+02, 0.00E+00, 1.05E+01, 1.79E+00, 1.58E+01, 0.00E+00, 2.99E-02,-3.01E+01,-2.01E+00,-2.01E+00, 0.00E+00, 2.22E-02, 0.00E+00, 6.35E-06, 2.27E+04
 3.25E+02, 0.00E+00, 1.04E+01, 1.83E+00, 1.53E+01, 0.00E+00, 1.37E-01,-2.91E+01,-1.42E+00,-1.42E+00, 0.00E+00, 2.08E-02, 0.00E+00, 2.05E-06, 2.27E+04
 3.30E+02, 0.00E+00, 1.04E+01, 1.80E+00, 1.48E+01, 0.00E+00,-6.12E-02,-2.93E+01,-2.34E+00,-2.34E+00, 0.00E+00, 2.22E-02, 0.00E+00, 8.22E-07, 2.27E+04
 3.35E+02, 0.00E+00, 1.04E+01, 1.81E+00, 1.47E+01, 0.00E+00,-6.31E-02,-2.93E+01,-2.45E+00,-2.45E+00, 0.00E+00, 2.31E-02, 0.00E+00, 8.09E-08, 2.27E+04
 3.40E+02, 0.00E+00, 1.03E+01, 1.80E+00, 1.47E+01, 0.00E+00, 3.42E-02,-2.89E+01,-2.00E+00,-2.00E+00, 0.00E+00, 2.26E-02, 0.00E+00, 3.78E-08, 2.27E+04
 3.45E+02, 0.00E+00, 1.03E+01, 1.79E+00, 1.45E+01, 0.00E+00, 1.95E-01,-2.81E+01,-1.38E+00,-1.38E+00, 0.00E+00, 2.23E-02, 0.00E+00, 2.22E-11, 2.27E+04
 3.50E+02, 0.00E+00, 1.02E+01, 1.78E+00, 1.40E+01, 0.00E+00,-8.34E-02,-2.84E+01,-2.51E+00,-2.51E+00, 0.00E+00, 2.28E-02, 0.00E+00, 2.37E-07, 2.27E+04
 3.55E+02, 0.00E+00, 1.02E+01, 1.81E+00, 1.38E+01, 0.00E+00, 1.27E-01,-2.75E+01,-1.57E+00,-1.57E+00, 0.00E+00, 2.17E-02, 0.00E+00, 4.57E-08, 2.27E+04
 3.60E+02, 0.00E+00, 1.01E+01, 1.80E+00, 1.37E+01, 0.00E+00, 1.30E-01,-2.74E+01,-1.63E+00,-1.63E+00, 0.00E+00, 2.21E-02, 0.00E+00, 0.00E+00, 2.27E+04
 3.65E+02, 0.00E+00, 1.01E+01, 1.82E+00, 1.36E+01, 0.00E+00, 1.61E-01,-2.70E+01,-1.42E+00,-1.42E+00, 0.00E+00, 2.14E-02, 0.00E+00, 2.28E-07, 2.27E+04
 3.70E+02, 0.00E+00, 1.01E+01, 1.80E+00, 1.29E+01, 0.00E+00, 5.08E-02,-2.68E+01,-2.01E+00,-2.01E+00, 0.00E+00, 2.28E-02, 0.00E+00, 0.00E+00, 2.27E+04
 3.75E+02, 0.00E+00, 1.00E+01, 1.83E+00, 1.30E+01, 0.00E+00, 1.68E-01,-2.65E+01,-1.48E+00,-1.47E+00, 0.00E+00, 2.21E-02, 0.00E+00, 4.72E-09, 2.27E+04
 3.80E+02, 0.00E+00, 9.95E+00, 1.78E+00, 1.27E+01, 0.00E+00, 1.20E-01,-2.63E+01,-1.70E+00,-1.70E+00, 0.00E+00, 2.24E-02, 0.00E+00, 3.25E-10, 2.27E+04
 3.85E+02, 0.00E+00, 9.92E+00, 1.76E+00, 1.23E+01, 0.00E+00,-1.16E-01,-2.66E+01,-2.73E+00,-2.73E+00, 0.00E+00, 2.37E-02, 0.00E+00, 0.00E+00, 2.27E+04
 3.90E+02, 0.00E+00, 9.92E+00, 1.78E+00, 1.18E+01, 0.00E+00,-1.64E-02,-2.57E+01,-2.27E+00,-2.27E+00, 0.00E+00, 2.29E-02, 0.00E+00, 1.49E-07, 2.27E+04
 3.95E+02, 0.00E+00, 9.88E+00, 1.79E+00, 1.16E+01, 0.00E+00, 1.42E-01,-2.49E+01,-1.51E+00,-1.51E+00, 0.00E+00, 2.14E-02, 0.00E+00, 0.00E+00, 2.27E+04
 4.00E+02, 0.00E+00, 9.84E+00, 1.82E+00, 1.14E+01, 0.00E+00, 2.65E-01,-2.42E+01,-8.94E-01,-8.94E-01, 0.00E+00, 2.00E-02, 0.00E+00, 0.00E+00, 2.27E+04
 4.05E+02, 0.00E+00, 9.79E+00, 1.83E+00, 1.13E+01, 0.00E+00, 2.38E-01,-2.42E+01,-1.07E+00,-1.07E+00, 0.00E+00, 2.05E-02, 0.00E+00, 0.00E+00, 2.27E+04
 4.10E+02, 0.00E+00, 9.70E+00, 1.83E+00, 1.11E+01, 0.00E+00, 2.44E-01,-2.39E+01,-1.06E+00,-1.06E+00, 0.00E+00, 2.07E-02, 0.00E+00, 0.00E+00, 2.28E+04
 4.15E+02, 0.00E+00, 9.64E+00, 1.82E+00, 1.10E+01, 0.00E+00, 2.40E-01,-2.38E+01,-1.06E+00,-1.06E+00, 0.00E+00, 2.05E-02, 0.00E+00, 0.00E+00, 2.28E+04
 4.20E+02, 0.00E+00, 9.60E+00, 1.84E+00, 1.05E+01, 0.00E+00, 2.20E-01,-2.33E+01,-1.10E+00,-1.09E+00, 0.00E+00, 2.01E-02, 0.00E+00, 0.00E+00, 2.28E+04
 4.25E+02, 0.00E+00, 9.56E+00, 1.85E+00, 1.02E+01, 0.00E+00, 2.30E-01,-2.29E+01,-1.05E+00,-1.06E+00, 0.00E+00, 2.01E-02, 0.00E+00, 0.00E+00, 2.28E+04
 4.30E+02, 0.00E+00, 9.53E+00, 1.80E+00, 1.00E+01, 0.00E+00, 1.44E-02,-2.34E+01,-2.05E+00,-2.05E+00, 0.00E+00, 2.13E-02, 0.00E+00, 0.00E+00, 2.28E+04
 4.35E+02, 0.00E+00, 9.48E+00, 1.83E+00, 9.76E+00, 0.00E+00, 9.77E-02,-2.28E+01,-1.62E+00,-1.62E+00, 0.00E+00, 2.06E-02, 0.00E+00, 6.29E-08, 2.28E+04
 4.40E+02, 0.00E+00, 9.43E+00, 1.79E+00, 9.64E+00, 0.00E+00, 1.18E-01,-2.26E+01,-1.58E+00,-1.58E+00, 0.00E+00, 2.07E-02, 0.00E+00, 0.00E+00, 2.28E+04
 4.45E+02, 0.00E+00, 9.43E+00, 1.78E+00, 9.66E+00, 0.00E+00, 5.62E-02,-2.29E+01,-1.97E+00,-1.97E+00, 0.00E+00, 2.22E-02, 0.00E+00, 3.95E-09, 2.28E+04
 4.50E+02, 0.00E+00, 9.41E+00, 1.80E+00, 9.35E+00, 0.00E+00, 7.66E-02,-2.25E+01,-1.89E+00,-1.89E+00, 0.00E+00, 2.22E-02, 0.00E+00, 0.00E+00, 2.28E+04
 4.55E+02, 0.00E+00, 9.37E+00, 1.78E+00, 9.07E+00, 0.00E+00, 7.84E-02,-2.21E+01,-1.85E+00,-1.85E+00, 0.00E+00, 2.18E-02, 0.00E+00, 0.00E+00, 2.28E+04
 4.60E+02, 0.00E+00, 9.36E+00, 1.77E+00, 9.11E+00, 0.00E+00, 1.18E-01,-2.20E+01,-1.67E+00,-1.66E+00, 0.00E+00, 2.16E-02, 0.00E+00, 0.00E+00, 2.28E+04
 4.65E+02, 0.00E+00, 9.31E+00, 1.83E+00, 9.04E+00, 0.00E+00, 3.83E-01,-2.10E+01,-4.91E-01,-4.90E-01, 0.00E+00, 2.03E-02, 0.00E+00, 0.00E+00, 2.28E+04
 4.70E+02, 0.00E+00, 9.26E+00, 1.83E+00, 9.01E+00, 0.00E+00, 3.19E-01,-2.12E+01,-7.65E-01,-7.63E-01, 0.00E+00, 2.05E-02, 0.00E+00, 0.00E+00, 2.29E+04
 4.75E+02, 0.00E+00, 9.22E+00, 1.81E+00, 8.56E+00, 0.00E+00, 2.52E-01,-2.09E+01,-1.06E+00,-1.06E+00, 0.00E+00, 2.08E-02, 0.00E+00, 0.00E+00, 2.29E+04
 4.80E+02, 0.00E+00, 9.19E+00, 1.81E+00, 8.62E+00, 0.00E+00, 2.79E-01,-2.08E+01,-9.12E-01,-9.07E-01, 0.00E+00, 2.03E-02, 0.00E+00, 0.00E+00, 2.29E+04
 4.85E+02, 0.00E+00, 9.15E+00, 1.80E+00, 8.32E+00, 0.00E+00, 1.89E-01,-2.08E+01,-1.36E+00,-1.36E+00, 0.00E+00, 2.11E-02, 0.00E+00, 9.76E-10, 2.29E+04
 4.90E+02, 0.00E+00, 9.11E+00, 1.81E+00, 8.07E+00, 0.00E+00, 1.62E-01,-2.07E+01,-1.52E+00,-1.52E+00, 0.00E+00, 2.16E-02, 0.00E+00, 0.00E+00, 2.29E+04
 4.95E+02, 0.00E+00, 9.07E+00, 1.82E+00, 8.00E+00, 0.00E+00, 2.12E-01,-2.04E+01,-1.25E+00,-1.25E+00, 0.00E+00, 2.10E-02, 0.00E+00, 0.00E+00, 2.29E+04
 5.00E+02, 0.00E+00, 9.05E+00, 1.84E+00, 7.79E+00, 0.00E+00, 3.54E-01,-1.96E+01,-5.74E-01,-5.76E-01, 0.00E+00, 2.00E-02, 0.00E+00, 0.00E+00, 2.29E+04
 5.05E+02, 0.00E+00, 9.02E+00, 1.82E+00, 7.94E+00, 0.00E+00, 2.65E-01,-2.02E+01,-1.11E+00,-1.11E+00, 0.00E+00, 2.16E-02, 0.00E+00, 0.00E+00, 2.29E+04
