s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,Pa
 5.10E+02, 0.00E+00, 7.40E+00, 4.69E-01, 1.08E+01, 0.00E+00,-3.09E-01,-2.01E+01,-1.71E+00,-1.71E+00, 0.00E+00, 6.18E-03, 0.00E+00, 0.00E+00, 1.74E+04
 5.15E+02, 0.00E+00, 7.37E+00, 4.75E-01, 1.07E+01, 0.00E+00,-2.79E-01,-1.99E+01,-1.60E+00,-1.60E+00, 0.00E+00, 6.22E-03, 0.00E+00, 0.00E+00, 1.74E+04
 5.20E+02, 0.00E+00, 7.34E+00, 4.71E-01, 1.04E+01, 0.00E+00,-2.29E-01,-1.94E+01,-1.42E+00,-1.42E+00, 0.00E+00, 6.24E-03, 0.00E+00, 6.52E-08, 1.74E+04
 5.25E+02, 0.00E+00, 7.33E+00, 4.77E-01, 1.01E+01, 0.00E+00,-2.54E-01,-1.91E+01,-1.52E+00,-1.52E+00, 0.00E+00, 6.25E-03, 0.00E+00, 0.00E+00, 1.74E+04
 5.30E+02, 0.00E+00, 7.30E+00, 4.69E-01, 9.84E+00, 0.00E+00,-2.79E-01,-1.89E+01,-1.60E+00,-1.60E+00, 0.00E+00, 6.13E-03, 0.00E+00, 0.00E+00, 1.73E+04
 5.35E+02, 0.00E+00, 7.26E+00, 4.84E-01, 9.75E+00, 0.00E+00,-1.60E-01,-1.85E+01,-1.15E+00,-1.15E+00, 0.00E+00, 6.11E-03, 0.00E+00, 0.00E+00, 1.73E+04
 5.40E+02, 0.00E+00, 7.26E+00, 4.83E-01, 9.26E+00, 0.00E+00,-2.04E-01,-1.81E+01,-1.33E+00,-1.33E+00, 0.00E+00, 6.10E-03, 0.00E+00, 0.00E+00, 1.73E+04
 5.45E+02, 0.00E+00, 7.22E+00, 4.77E-01, 9.19E+00, 0.00E+00,-2.45E-01,-1.81E+01,-1.46E+00,-1.46E+00, 0.00E+00, 5.94E-03, 0.00E+00, 0.00E+00, 1.73E+04
 5.50E+02, 0.00E+00, 7.23E+00, 4.80E-01, 8.91E+00, 0.00E+00,-1.69E-01,-1.76E+01,-1.19E+00,-1.19E+00, 0.00E+00, 6.12E-03, 0.00E+00, 0.00E+00, 1.73E+04
 5.55E+02, 0.00E+00, 7.17E+00, 4.79E-01, 8.91E+00, 0.00E+00,-1.64E-01,-1.76E+01,-1.17E+00,-1.17E+00, 0.00E+00, 5.99E-03, 0.00E+00, 0.00E+00, 1.73E+04
 5.60E+02, 0.00E+00, 7.12E+00, 4.84E-01, 8.60E+00, 0.00E+00,-1.52E-01,-1.72E+01,-1.13E+00,-1.13E+00, 0.00E+00, 6.05E-03, 0.00E+00, 0.00E+00, 1.73E+04
 5.65E+02, 0.00E+00, 7.14E+00, 4.72E-01, 8.38E+00, 0.00E+00,-2.03E-01,-1.71E+01,-1.33E+00,-1.33E+00, 0.00E+00, 6.09E-03, 0.00E+00, 0.00E+00, 1.73E+04
 5.70E+02, 0.00E+00, 7.08E+00, 4.80E-01, 8.28E+00, 0.00E+00,-1.60E-01,-1.68E+01,-1.17E+00,-1.17E+00, 0.00E+00, 6.16E-03, 0.00E+00, 0.00E+00, 1.73E+04
 5.75E+02, 0.00E+00, 7.09E+00, 4.70E-01, 8.01E+00, 0.00E+00,-1.72E-01,-1.66E+01,-1.21E+00,-1.20E+00, 0.00E+00, 6.03E-03, 0.00E+00, 0.00E+00, 1.73E+04
 5.80E+02, 0.00E+00, 7.02E+00, 4.86E-01, 7.76E+00, 0.00E+00,-1.63E-01,-1.63E+01,-1.16E+00,-1.16E+00, 0.00E+00, 5.98E-03, 0.00E+00, 0.00E+00, 1.73E+04
 5.85E+02, 0.00E+00, 7.01E+00, 4.82E-01, 7.34E+00, 0.00E+00,-1.90E-01,-1.59E+01,-1.26E+00,-1.26E+00, 0.00E+00, 5.93E-03, 0.00E+00, 0.00E+00, 1.72E+04
 5.90E+02, 0.00E+00, 6.98E+00, 4.85E-01, 7.41E+00, 0.00E+00,-1.37E-01,-1.58E+01,-1.06E+00,-1.06E+00, 0.00E+00, 5.87E-03, 0.00E+00, 0.00E+00, 1.72E+04
 5.95E+02, 0.00E+00, 6.97E+00, 4.92E-01, 7.09E+00, 0.00E+00,-1.20E-01,-1.54E+01,-1.01E+00,-1.01E+00, 0.00E+00, 6.00E-03, 0.00E+00, 0.00E+00, 1.72E+04
 6.00E+02, 0.00E+00, 6.94E+00, 4.85E-01, 6.84E+00, 0.00E+00,-1.57E-01,-1.53E+01,-1.15E+00,-1.15E+00, 0.00E+00, 6.07E-03, 0.00E+00, 0.00E+00, 1.72E+04
