s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,C,C,C,C,C,C,C,C,C,C
 1.0700034E+003, 8.6945490E+002, 2.7650095E+002, 2.5650428E+002, 2.4390668E+002, 1.5235584E+002, 9.4374662E+002, 8.0549412E+002, 7.6218235E+002, 7.1747516E+002, 6.6233974E+002, 4.2891699E+002, 5.8907325E+002, 2.7971783E+002, 2.6434633E+002, 2.5964547E+002, 2.6898741E+002, 3.3562493E+002, 1.8491219E+001, 1.4080883E+001, 5.4652423E+001, 4.9284371E+001, 4.4650565E+001, 3.8298125E+001, 1.4231592E+001, 1.3292655E+001, 1.2648189E+001, 1.2005628E+001, 1.0075400E+003, 1.0218682E+003, 1.0393418E+003, 1.0454549E+003, 1.0438993E+003, 1.0068328E+003, 1.0568121E+003, 1.1625581E+003, 1.2039822E+003, 1.2111109E+003
 1.0800008E+003, 8.6706629E+002, 2.7643051E+002, 2.5321575E+002, 2.3832031E+002, 1.5903794E+002, 9.7570600E+002, 8.0991495E+002, 7.6679289E+002, 7.3248106E+002, 6.8176945E+002, 4.5767155E+002, 5.8977715E+002, 2.8626255E+002, 2.7134533E+002, 2.6713768E+002, 2.8327935E+002, 3.4807587E+002, 1.7865538E+001, 1.2930851E+001, 5.4754674E+001, 4.9399521E+001, 4.4790520E+001, 3.8148271E+001, 1.7399369E+001, 1.6054285E+001, 1.5060529E+001, 1.4263003E+001, 1.0217822E+003, 1.0365806E+003, 1.0548165E+003, 1.0614811E+003, 1.0603481E+003, 1.0068476E+003, 1.0257241E+003, 1.1477504E+003, 1.2044764E+003, 1.2122562E+003
 1.0900013E+003, 8.7272607E+002, 2.7180463E+002, 2.5847418E+002, 2.4332859E+002, 1.7019889E+002, 9.7869599E+002, 8.0033135E+002, 7.6092017E+002, 7.2667340E+002, 6.7079497E+002, 4.2752902E+002, 5.7821328E+002, 2.7987998E+002, 2.6558385E+002, 2.6010179E+002, 2.7508164E+002, 3.3673154E+002, 1.8610742E+001, 1.3295972E+001, 5.5636928E+001, 5.0453910E+001, 4.6083448E+001, 3.8614842E+001, 1.6186286E+001, 1.4993042E+001, 1.4071007E+001, 1.2920834E+001, 1.0352268E+003, 1.0506961E+003, 1.0688558E+003, 1.0743671E+003, 1.0727405E+003, 1.0150941E+003, 1.0560886E+003, 1.1781878E+003, 1.2338208E+003, 1.2313301E+003
 1.1000032E+003, 8.9591151E+002, 2.9767249E+002, 2.6948438E+002, 2.4913689E+002, 1.6609697E+002, 9.7963483E+002, 8.3375928E+002, 7.9008757E+002, 7.5880826E+002, 6.9356897E+002, 4.3801924E+002, 5.8621014E+002, 2.7664595E+002, 2.6029365E+002, 2.5289340E+002, 2.6446190E+002, 3.2630499E+002, 1.9276670E+001, 1.3243215E+001, 6.0725810E+001, 5.5816215E+001, 5.0868043E+001, 4.2792166E+001, 1.6542001E+001, 1.5201699E+001, 1.4216007E+001, 1.3142088E+001, 1.0598150E+003, 1.0741714E+003, 1.0911428E+003, 1.0960690E+003, 1.0942148E+003, 1.0432403E+003, 1.0694364E+003, 1.1919211E+003, 1.2466174E+003, 1.2502438E+003
 1.1100019E+003, 9.2322635E+002, 3.3218711E+002, 2.9018160E+002, 2.6723868E+002, 1.8006865E+002, 9.8241384E+002, 8.4843424E+002, 8.1566820E+002, 7.8392222E+002, 7.2531697E+002, 4.5709278E+002, 6.1370619E+002, 2.8989993E+002, 2.7051539E+002, 2.6272437E+002, 2.7141786E+002, 3.3897481E+002, 2.4048754E+001, 1.8367498E+001, 6.1796377E+001, 5.6428218E+001, 5.2221893E+001, 4.5680155E+001, 1.6950884E+001, 1.5514894E+001, 1.4446213E+001, 1.3381995E+001, 1.0796935E+003, 1.0924555E+003, 1.1081838E+003, 1.1135024E+003, 1.1127645E+003, 1.0669270E+003, 1.1187674E+003, 1.2174670E+003, 1.2533792E+003, 1.2564876E+003
 1.1200013E+003, 9.3658934E+002, 3.3675845E+002, 2.9375111E+002, 2.7256719E+002, 1.8667354E+002, 9.7066276E+002, 8.6311356E+002, 8.2967289E+002, 7.9823040E+002, 7.3228887E+002, 4.7147076E+002, 6.2700033E+002, 3.0185852E+002, 2.8256568E+002, 2.7333801E+002, 2.7926523E+002, 3.3950711E+002, 2.0821134E+001, 1.4446203E+001, 6.1905351E+001, 5.7013238E+001, 5.2606912E+001, 4.4194605E+001, 1.7893153E+001, 1.6406072E+001, 1.5443902E+001, 1.4449551E+001, 1.0973162E+003, 1.1094683E+003, 1.1241507E+003, 1.1286511E+003, 1.1273413E+003, 1.0952958E+003, 1.1484975E+003, 1.2341295E+003, 1.2738949E+003, 1.2782400E+003
 1.1300047E+003, 9.2045159E+002, 3.2295925E+002, 2.8091451E+002, 2.6061488E+002, 1.8767836E+002, 9.8618102E+002, 8.2420876E+002, 7.8051257E+002, 7.4595627E+002, 6.8411195E+002, 4.5183818E+002, 6.2610174E+002, 3.1786116E+002, 2.9935048E+002, 2.8877348E+002, 2.8905765E+002, 3.4185591E+002, 2.0699887E+001, 1.4923856E+001, 5.9937152E+001, 5.3261192E+001, 4.7768701E+001, 3.9536381E+001, 1.6832946E+001, 1.5497278E+001, 1.4443459E+001, 1.3159505E+001, 1.1228630E+003, 1.1340500E+003, 1.1479474E+003, 1.1522845E+003, 1.1509452E+003, 1.0745630E+003, 1.1123701E+003, 1.2206215E+003, 1.2635571E+003, 1.2695151E+003
 1.1400021E+003, 9.3923805E+002, 3.1852320E+002, 2.7494718E+002, 2.5431619E+002, 1.8561960E+002, 9.8840804E+002, 8.4859380E+002, 8.0045433E+002, 7.6163151E+002, 7.1198726E+002, 4.7519393E+002, 5.9183485E+002, 3.0366517E+002, 2.8673944E+002, 2.7603967E+002, 2.7708777E+002, 3.2578874E+002, 2.1703653E+001, 1.4685082E+001, 6.4131854E+001, 5.8147022E+001, 5.3549239E+001, 4.6820252E+001, 1.6845531E+001, 1.5546119E+001, 1.4519559E+001, 1.3365188E+001, 1.1366095E+003, 1.1470699E+003, 1.1603003E+003, 1.1645514E+003, 1.1635582E+003, 1.0901222E+003, 1.1202822E+003, 1.2222825E+003, 1.2698786E+003, 1.2747981E+003
 1.1500017E+003, 9.4379850E+002, 3.2922532E+002, 2.8124343E+002, 2.5619615E+002, 1.7443737E+002, 9.8650268E+002, 8.7759375E+002, 8.3003878E+002, 7.9557741E+002, 7.4403829E+002, 4.7818463E+002, 6.0811425E+002, 2.9996441E+002, 2.8366822E+002, 2.7319967E+002, 2.7599913E+002, 3.3615064E+002, 1.9988428E+001, 1.3549414E+001, 6.6954453E+001, 6.0271801E+001, 5.4742808E+001, 4.6330004E+001, 1.7732684E+001, 1.6395286E+001, 1.5409642E+001, 1.4244136E+001, 1.1510744E+003, 1.1601682E+003, 1.1713949E+003, 1.1745874E+003, 1.1730295E+003, 1.0993684E+003, 1.1254048E+003, 1.2383847E+003, 1.2820394E+003, 1.2875238E+003
 1.1600029E+003, 9.3986328E+002, 3.2413058E+002, 2.7859414E+002, 2.5345337E+002, 1.7375269E+002, 9.9818969E+002, 8.3492708E+002, 7.9019380E+002, 7.5190805E+002, 6.8623670E+002, 4.4206903E+002, 6.3651825E+002, 3.2035684E+002, 3.0085478E+002, 2.9056893E+002, 2.9692605E+002, 3.5018034E+002, 2.2036472E+001, 1.5277850E+001, 6.3482229E+001, 5.7612789E+001, 5.2213289E+001, 4.3016923E+001, 1.9775012E+001, 1.8016062E+001, 1.6761623E+001, 1.5508759E+001, 1.1636237E+003, 1.1719232E+003, 1.1821773E+003, 1.1849947E+003, 1.1833893E+003, 1.1244051E+003, 1.1442444E+003, 1.2464737E+003, 1.2973611E+003, 1.3042394E+003
 1.1700033E+003, 9.6567507E+002, 3.2901824E+002, 2.8470611E+002, 2.6259836E+002, 1.7776428E+002, 1.0219545E+003, 8.7467344E+002, 8.3421588E+002, 7.9045851E+002, 7.1283944E+002, 4.7531327E+002, 6.5594557E+002, 3.3866301E+002, 3.1783506E+002, 3.0783795E+002, 3.1390941E+002, 3.6759185E+002, 2.3067249E+001, 1.6368600E+001, 6.7426930E+001, 6.1070179E+001, 5.5157917E+001, 4.5645674E+001, 2.0660754E+001, 1.8996244E+001, 1.7961568E+001, 1.7037552E+001, 1.1816612E+003, 1.1898000E+003, 1.1999786E+003, 1.2027343E+003, 1.2012522E+003, 1.1480156E+003, 1.1814576E+003, 1.2766069E+003, 1.3114168E+003, 1.3157857E+003
 1.1800024E+003, 9.6688631E+002, 3.2170485E+002, 2.7746668E+002, 2.5335998E+002, 1.7743984E+002, 1.0102966E+003, 8.5048936E+002, 8.1427585E+002, 7.7101895E+002, 6.7831431E+002, 4.4435219E+002, 6.5038665E+002, 3.3127511E+002, 3.1139282E+002, 3.0196117E+002, 3.0903228E+002, 3.4543277E+002, 2.1930980E+001, 1.5507038E+001, 6.6726103E+001, 6.0992869E+001, 5.4943135E+001, 4.4265455E+001, 1.7840960E+001, 1.6363184E+001, 1.5261098E+001, 1.3896236E+001, 1.1954928E+003, 1.2027265E+003, 1.2115703E+003, 1.2137753E+003, 1.2121476E+003, 1.1536921E+003, 1.1836144E+003, 1.2793744E+003, 1.3187456E+003, 1.3224819E+003
 1.1900006E+003, 9.7257642E+002, 3.2441680E+002, 2.8344241E+002, 2.6258819E+002, 1.7324878E+002, 1.0359671E+003, 8.6165661E+002, 8.2186212E+002, 7.7917445E+002, 6.8728663E+002, 4.2267421E+002, 6.6884732E+002, 3.3552582E+002, 3.1342916E+002, 3.0291271E+002, 3.0521099E+002, 3.4128715E+002, 2.2279583E+001, 1.6725193E+001, 6.9440993E+001, 6.2467112E+001, 5.6609091E+001, 4.6328030E+001, 2.2186186E+001, 2.0214068E+001, 1.8815763E+001, 1.7226224E+001, 1.2050815E+003, 1.2119057E+003, 1.2201352E+003, 1.2220273E+003, 1.2203800E+003, 1.1629377E+003, 1.1845515E+003, 1.2840292E+003, 1.3343511E+003, 1.3387749E+003
 1.2000025E+003, 9.4404918E+002, 3.0962850E+002, 2.7420571E+002, 2.6254663E+002, 1.6232964E+002, 1.0081918E+003, 8.1398628E+002, 7.6717632E+002, 7.1219466E+002, 6.3431395E+002, 3.9195305E+002, 6.7011605E+002, 3.4943358E+002, 3.2495685E+002, 3.1146865E+002, 3.0956107E+002, 3.5101368E+002, 2.0989724E+001, 1.4292561E+001, 5.9672752E+001, 5.2741362E+001, 4.5703997E+001, 3.5781088E+001, 1.8479074E+001, 1.6870639E+001, 1.5706812E+001, 1.4388276E+001, 1.2158639E+003, 1.2220305E+003, 1.2292985E+003, 1.2306150E+003, 1.2290066E+003, 1.1601162E+003, 1.1755089E+003, 1.2841378E+003, 1.3307819E+003, 1.3370441E+003
 1.2100016E+003, 9.6001536E+002, 3.0431201E+002, 2.7112585E+002, 2.5179037E+002, 1.7522718E+002, 1.0324707E+003, 8.5037810E+002, 8.0047715E+002, 7.5877781E+002, 6.8344442E+002, 4.3073862E+002, 6.3096278E+002, 3.2461260E+002, 3.0316453E+002, 2.9080281E+002, 2.9300977E+002, 3.4246609E+002, 2.2264405E+001, 1.5662226E+001, 6.7387742E+001, 6.1522647E+001, 5.6352358E+001, 4.7089194E+001, 1.8286661E+001, 1.6668539E+001, 1.5413781E+001, 1.3904498E+001, 1.2216071E+003, 1.2273001E+003, 1.2343787E+003, 1.2360706E+003, 1.2347416E+003, 1.1455520E+003, 1.1735351E+003, 1.2689719E+003, 1.3110822E+003, 1.3144646E+003
 1.2200007E+003, 8.9486561E+002, 2.7865888E+002, 2.5634687E+002, 2.3802956E+002, 1.6379837E+002, 9.4322681E+002, 7.4097646E+002, 7.0239868E+002, 6.6896608E+002, 6.0061366E+002, 3.8087006E+002, 6.1527075E+002, 3.1876515E+002, 2.9649984E+002, 2.8316311E+002, 2.8561235E+002, 3.3281982E+002, 8.3058809E+000, 5.0049997E+000, 3.1475871E+001, 2.6744834E+001, 2.2609913E+001, 1.6516833E+001, 1.3521499E+001, 1.2025200E+001, 1.0995577E+001, 1.0151163E+001, 1.2122756E+003, 1.2198396E+003, 1.2290417E+003, 1.2329663E+003, 1.2328352E+003, 1.0476550E+003, 1.0688765E+003, 1.1646596E+003, 1.2105533E+003, 1.2154252E+003
 1.2300033E+003, 7.1100612E+002, 2.2028263E+002, 2.0311946E+002, 1.9052172E+002, 1.3197112E+002, 7.8088503E+002, 5.2177850E+002, 4.7983371E+002, 4.4531263E+002, 3.9862047E+002, 2.6397796E+002, 5.2303919E+002, 2.8901361E+002, 2.7610492E+002, 2.7117653E+002, 2.7673478E+002, 2.8918607E+002, 2.1698556E+000, 1.3233321E+000, 1.0824819E+001, 8.2350432E+000, 6.3040895E+000, 4.5717229E+000, 6.9820982E+000, 6.4047751E+000, 6.2905353E+000, 6.2935140E+000, 1.0323982E+003, 1.0513350E+003, 1.0701551E+003, 1.0749559E+003, 1.0774359E+003, 8.1585538E+002, 8.3405692E+002, 9.2900069E+002, 1.0203904E+003, 1.0386034E+003
 1.2400001E+003, 6.1526597E+002, 1.7509360E+002, 1.6260453E+002, 1.5472171E+002, 1.0984814E+002, 6.8658575E+002, 4.2327383E+002, 3.7745635E+002, 3.3995956E+002, 2.9946784E+002, 2.0480753E+002, 4.7469433E+002, 2.6772058E+002, 2.6949633E+002, 2.7759184E+002, 2.8807224E+002, 2.7337408E+002, 1.2010627E+000, 8.3679825E-001, 5.6309689E+000, 4.7972888E+000, 4.0654386E+000, 3.3133158E+000, 5.0355695E+000, 5.0053513E+000, 5.0691420E+000, 5.1599551E+000, 8.4436498E+002, 8.6236925E+002, 8.9432119E+002, 9.1743838E+002, 9.2249174E+002, 6.8354535E+002, 6.9464201E+002, 7.6989128E+002, 8.8084184E+002, 9.0943889E+002
 1.2500051E+003, 5.6170163E+002, 1.4185803E+002, 1.3307642E+002, 1.2819999E+002, 9.4300586E+001, 6.1977837E+002, 3.6228612E+002, 3.1613653E+002, 2.8069427E+002, 2.4616162E+002, 1.7860148E+002, 4.3890844E+002, 2.3091118E+002, 2.3705225E+002, 2.5039301E+002, 2.6565377E+002, 2.4963735E+002, 8.7772695E-001, 5.9327411E-001, 5.3083007E+000, 4.1331447E+000, 3.4216473E+000, 2.7279049E+000, 3.5932332E+000, 3.4673379E+000, 3.7892499E+000, 4.4543900E+000, 7.3464259E+002, 7.6262488E+002, 8.0004261E+002, 8.3128732E+002, 8.4018919E+002, 5.8803630E+002, 6.0973508E+002, 7.0854445E+002, 8.0375901E+002, 8.1936720E+002
 1.2600034E+003, 5.2145249E+002, 1.2239459E+002, 1.1449913E+002, 1.0968957E+002, 8.4431108E+001, 5.7216639E+002, 3.3638329E+002, 2.8423444E+002, 2.4929274E+002, 2.1486546E+002, 1.5631227E+002, 3.9456398E+002, 1.9462462E+002, 2.0055352E+002, 2.1853691E+002, 2.4907740E+002, 2.3436835E+002, 8.0850285E-001, 5.3552894E-001, 4.5578887E+000, 3.9330857E+000, 3.3168645E+000, 2.6070954E+000, 2.8328330E+000, 2.7093651E+000, 2.9100146E+000, 3.4855426E+000, 6.6205345E+002, 6.8913255E+002, 7.2717933E+002, 7.5309327E+002, 7.6703939E+002, 5.2844795E+002, 5.4499878E+002, 6.2364144E+002, 7.4024249E+002, 7.5566782E+002
 1.2700050E+003, 4.8387694E+002, 1.0713480E+002, 1.0026596E+002, 9.6549099E+001, 7.7548602E+001, 5.3736005E+002, 3.0167004E+002, 2.6703964E+002, 2.3599896E+002, 2.0198956E+002, 1.4285983E+002, 3.4635932E+002, 1.6560738E+002, 1.7091735E+002, 1.8656425E+002, 2.1496798E+002, 2.1128627E+002, 6.5862658E-001, 4.4428007E-001, 3.7324865E+000, 3.3972519E+000, 2.9387766E+000, 2.3709911E+000, 2.2296451E+000, 2.1165922E+000, 2.1636141E+000, 2.5103601E+000, 5.9916835E+002, 6.2556483E+002, 6.6665836E+002, 7.0500918E+002, 7.1818557E+002, 4.8205028E+002, 5.0118206E+002, 5.8496538E+002, 6.8419427E+002, 7.0768241E+002
 1.2800031E+003, 4.5703186E+002, 9.5837922E+001, 8.9185659E+001, 8.6234012E+001, 7.0987090E+001, 5.0711585E+002, 2.8338816E+002, 2.4778642E+002, 2.1888060E+002, 1.8915027E+002, 1.3088043E+002, 3.0261162E+002, 1.4359182E+002, 1.4777883E+002, 1.5985185E+002, 1.8439626E+002, 1.9044340E+002, 5.7517400E-001, 4.1304335E-001, 3.5652730E+000, 3.0867922E+000, 2.6457786E+000, 2.2024757E+000, 2.0038761E+000, 1.8899229E+000, 1.9034083E+000, 2.1300878E+000, 5.5573871E+002, 5.8007701E+002, 6.1570351E+002, 6.4082192E+002, 6.5925382E+002, 4.4181352E+002, 4.5631853E+002, 5.4105565E+002, 6.3017686E+002, 6.5648910E+002
 1.2900036E+003, 4.2755222E+002, 8.5957496E+001, 8.0583229E+001, 7.8591177E+001, 6.6378466E+001, 4.7819566E+002, 2.6349134E+002, 2.3614117E+002, 2.0881042E+002, 1.8032447E+002, 1.2640202E+002, 2.7878221E+002, 1.2912212E+002, 1.3267647E+002, 1.4322125E+002, 1.6388427E+002, 1.7522512E+002, 4.6977270E-001, 3.3938685E-001, 2.9643688E+000, 2.6198461E+000, 2.3276637E+000, 1.9436120E+000, 1.7715936E+000, 1.7332824E+000, 1.8042437E+000, 2.0447484E+000, 5.1145671E+002, 5.3512528E+002, 5.6936863E+002, 5.9474485E+002, 6.1486337E+002, 3.9969688E+002, 4.1604905E+002, 5.0276735E+002, 5.9219976E+002, 6.2983090E+002
 1.3000064E+003, 4.0034350E+002, 7.8797619E+001, 7.4785069E+001, 7.3426958E+001, 6.2850863E+001, 4.5687168E+002, 2.4913631E+002, 2.1885317E+002, 1.9520355E+002, 1.7083851E+002, 1.2349410E+002, 2.5885921E+002, 1.1776633E+002, 1.2089774E+002, 1.2906362E+002, 1.4752846E+002, 1.6330248E+002, 4.3013081E-001, 3.1814610E-001, 2.8981556E+000, 2.6395606E+000, 2.3634377E+000, 1.9803962E+000, 1.5338763E+000, 1.3994886E+000, 1.3772247E+000, 1.5789352E+000, 4.8392643E+002, 5.0776238E+002, 5.3027848E+002, 5.4852674E+002, 5.6870386E+002, 3.6403256E+002, 3.8302291E+002, 4.7574358E+002, 5.5361952E+002, 5.9439524E+002
 1.3100060E+003, 3.7460813E+002, 7.3739203E+001, 6.9549850E+001, 6.8258824E+001, 6.0983190E+001, 4.2882697E+002, 2.3841002E+002, 2.1201227E+002, 1.9120148E+002, 1.6651222E+002, 1.2376129E+002, 2.4563114E+002, 1.1050281E+002, 1.1438008E+002, 1.2207798E+002, 1.4102434E+002, 1.6147021E+002, 3.9741660E-001, 2.7166427E-001, 2.5452370E+000, 2.2757561E+000, 2.0393496E+000, 1.7360559E+000, 1.4723522E+000, 1.4700345E+000, 1.5383393E+000, 1.8623155E+000, 4.5430091E+002, 4.7745219E+002, 5.0368427E+002, 5.2299385E+002, 5.3901961E+002, 3.4780717E+002, 3.6459176E+002, 4.3274412E+002, 5.2763310E+002, 5.7307582E+002
 1.3200072E+003, 3.5774185E+002, 6.9218352E+001, 6.5285190E+001, 6.4344613E+001, 5.9301988E+001, 4.0619869E+002, 2.2281878E+002, 2.0041857E+002, 1.8383639E+002, 1.6211554E+002, 1.1978986E+002, 2.3493677E+002, 1.0338582E+002, 1.0716187E+002, 1.1463469E+002, 1.3472691E+002, 1.5289302E+002, 3.4106791E-001, 2.4923353E-001, 2.1236073E+000, 1.9209042E+000, 1.7997945E+000, 1.5972055E+000, 1.2658744E+000, 1.1899725E+000, 1.1707861E+000, 1.3257737E+000, 4.2335310E+002, 4.4328134E+002, 4.6948461E+002, 4.8897539E+002, 5.0401927E+002, 3.2974526E+002, 3.5190590E+002, 4.2049017E+002, 4.9718894E+002, 5.3931424E+002
 1.3300066E+003, 3.3853551E+002, 6.5838256E+001, 6.2452525E+001, 6.1547195E+001, 5.8826473E+001, 3.8521128E+002, 2.1046168E+002, 1.8928521E+002, 1.7458104E+002, 1.5297203E+002, 1.1506951E+002, 2.2540559E+002, 9.7364464E+001, 1.0078624E+002, 1.0828374E+002, 1.2790439E+002, 1.4421855E+002, 3.2776504E-001, 2.3301980E-001, 2.1980346E+000, 2.0151840E+000, 1.8741403E+000, 1.5548790E+000, 1.2118802E+000, 1.1711646E+000, 1.1846983E+000, 1.3391073E+000, 3.9935990E+002, 4.1970078E+002, 4.4466246E+002, 4.6780668E+002, 4.8423528E+002, 3.0746190E+002, 3.2475537E+002, 3.9849703E+002, 4.6890986E+002, 5.1464496E+002
 1.3400001E+003, 3.2604063E+002, 6.2919386E+001, 5.9572445E+001, 5.8912871E+001, 5.7471567E+001, 3.7149474E+002, 2.0120468E+002, 1.8223474E+002, 1.6851226E+002, 1.4703526E+002, 1.1146564E+002, 2.2083577E+002, 9.3638535E+001, 9.7190436E+001, 1.0399334E+002, 1.2046704E+002, 1.4008834E+002, 2.8180454E-001, 2.0664323E-001, 1.7936470E+000, 1.6842373E+000, 1.5060689E+000, 1.3114900E+000, 1.0996772E+000, 1.0709537E+000, 1.1161105E+000, 1.2761951E+000, 3.8844620E+002, 4.0918024E+002, 4.2814852E+002, 4.4598345E+002, 4.6322837E+002, 2.8929877E+002, 3.0863900E+002, 3.8273963E+002, 4.5226650E+002, 5.0372986E+002
 1.3500010E+003, 3.1503073E+002, 6.0516761E+001, 5.7170820E+001, 5.6800380E+001, 5.6255429E+001, 3.6287259E+002, 1.8738125E+002, 1.7270709E+002, 1.6037020E+002, 1.4173753E+002, 1.0833258E+002, 2.0859792E+002, 9.0482896E+001, 9.3334408E+001, 1.0078859E+002, 1.1906123E+002, 1.3873865E+002, 2.6236045E-001, 1.9442169E-001, 1.7803585E+000, 1.6470264E+000, 1.5776185E+000, 1.3613124E+000, 1.0719859E+000, 1.0337462E+000, 1.0882608E+000, 1.3627753E+000, 3.7877968E+002, 3.9556733E+002, 4.1373192E+002, 4.2899658E+002, 4.4336650E+002, 2.7596978E+002, 2.9421469E+002, 3.5681285E+002, 4.3763414E+002, 4.7927927E+002
 1.3600001E+003, 3.0623395E+002, 5.8492489E+001, 5.5869972E+001, 5.5221958E+001, 5.5258605E+001, 3.5211678E+002, 1.7961462E+002, 1.6385304E+002, 1.5241733E+002, 1.3406338E+002, 1.0567081E+002, 1.9963597E+002, 8.8968101E+001, 9.0825797E+001, 9.7544049E+001, 1.1798521E+002, 1.3466097E+002, 2.5266789E-001, 1.8262865E-001, 1.8588881E+000, 1.6683355E+000, 1.4739980E+000, 1.1534822E+000, 1.0028675E+000, 9.6138510E-001, 9.9692543E-001, 1.2520655E+000, 3.5601208E+002, 3.6993245E+002, 3.9452557E+002, 4.1366114E+002, 4.2662944E+002, 2.6517899E+002, 2.7986162E+002, 3.3996205E+002, 4.2155366E+002, 4.5549374E+002
 1.3700000E+003, 2.9397187E+002, 5.6857718E+001, 5.4953455E+001, 5.4222080E+001, 5.5816942E+001, 3.4263326E+002, 1.8193056E+002, 1.6556588E+002, 1.5242752E+002, 1.3276389E+002, 1.0425658E+002, 1.8324976E+002, 8.4996136E+001, 8.6608944E+001, 9.2842847E+001, 1.1261903E+002, 1.3003192E+002, 2.3462418E-001, 1.7905586E-001, 1.7067953E+000, 1.5950027E+000, 1.4165121E+000, 1.1959618E+000, 9.0090946E-001, 8.6257963E-001, 8.7151406E-001, 1.0172237E+000, 3.4184066E+002, 3.5363158E+002, 3.7859894E+002, 3.9632307E+002, 4.0931941E+002, 2.6356776E+002, 2.7706439E+002, 3.3377936E+002, 4.0421162E+002, 4.3858072E+002
 1.3800080E+003, 2.8336212E+002, 5.6097013E+001, 5.4082360E+001, 5.3137357E+001, 5.5378560E+001, 3.3536291E+002, 1.7614694E+002, 1.5658873E+002, 1.4209925E+002, 1.2685406E+002, 1.0123955E+002, 1.7712801E+002, 8.1666362E+001, 8.2836404E+001, 8.7752967E+001, 1.0556287E+002, 1.2250735E+002, 2.4133376E-001, 1.7374784E-001, 1.5373674E+000, 1.3260868E+000, 1.1501023E+000, 1.0221383E+000, 8.5110143E-001, 8.1872282E-001, 8.2725196E-001, 9.7822644E-001, 3.3887696E+002, 3.4970365E+002, 3.6794365E+002, 3.8199596E+002, 3.9510377E+002, 2.6624240E+002, 2.8168397E+002, 3.3584341E+002, 3.9767859E+002, 4.2951023E+002
 1.3900060E+003, 2.7693462E+002, 5.5271817E+001, 5.3221906E+001, 5.2273651E+001, 5.5554508E+001, 3.2600135E+002, 1.7145308E+002, 1.5297380E+002, 1.3962541E+002, 1.2549614E+002, 9.8334484E+001, 1.6784587E+002, 7.8561759E+001, 8.0801849E+001, 8.5979781E+001, 1.0362054E+002, 1.1970248E+002, 2.2980358E-001, 1.6698661E-001, 1.6459897E+000, 1.4863048E+000, 1.4004302E+000, 1.2789973E+000, 8.0144941E-001, 7.6896352E-001, 7.7997550E-001, 9.2207681E-001, 3.2681378E+002, 3.3826036E+002, 3.5981765E+002, 3.7566741E+002, 3.8809529E+002, 2.6251904E+002, 2.8104603E+002, 3.2336865E+002, 3.8662791E+002, 4.1269084E+002
 1.4000029E+003, 2.6968814E+002, 5.5667646E+001, 5.3226453E+001, 5.2141063E+001, 5.5820803E+001, 3.1630650E+002, 1.7454840E+002, 1.5844132E+002, 1.4685750E+002, 1.3048698E+002, 9.9578642E+001, 1.6230017E+002, 7.6217904E+001, 7.7798530E+001, 8.2369676E+001, 9.9582895E+001, 1.1800224E+002, 2.2452947E-001, 1.8288626E-001, 1.5597814E+000, 1.5372287E+000, 1.4757422E+000, 1.3068006E+000, 7.8832893E-001, 7.4767394E-001, 7.5923870E-001, 9.0566395E-001, 3.1390752E+002, 3.2706573E+002, 3.5032358E+002, 3.6435505E+002, 3.7485056E+002, 2.5524737E+002, 2.7210053E+002, 3.1153784E+002, 3.7628135E+002, 4.0777507E+002
 1.4100009E+003, 2.6248164E+002, 5.4702410E+001, 5.3355997E+001, 5.2392896E+001, 5.5728987E+001, 3.0652596E+002, 1.6971596E+002, 1.5580611E+002, 1.4390942E+002, 1.2760656E+002, 9.8690937E+001, 1.5476995E+002, 7.5328909E+001, 7.6806828E+001, 8.1390539E+001, 9.8314520E+001, 1.1804896E+002, 2.1153137E-001, 1.4585562E-001, 1.3840369E+000, 1.4165476E+000, 1.3381498E+000, 1.0963081E+000, 7.7979541E-001, 7.5411394E-001, 7.7748719E-001, 9.5237371E-001, 3.0913395E+002, 3.2120361E+002, 3.4178057E+002, 3.5399553E+002, 3.6394752E+002, 2.4353577E+002, 2.5815047E+002, 2.9589347E+002, 3.6580115E+002, 3.9665262E+002
 1.4200056E+003, 2.5972557E+002, 5.3817771E+001, 5.2394318E+001, 5.2250520E+001, 5.5374830E+001, 2.9839956E+002, 1.5960591E+002, 1.4971628E+002, 1.4005544E+002, 1.2553200E+002, 9.8020587E+001, 1.6086883E+002, 7.4293686E+001, 7.5435977E+001, 7.9327224E+001, 9.4824946E+001, 1.1359163E+002, 2.0145965E-001, 1.6805801E-001, 1.2476177E+000, 1.1826319E+000, 1.1677680E+000, 1.0974614E+000, 7.1269277E-001, 6.8422990E-001, 6.9353836E-001, 8.0664492E-001, 2.9805805E+002, 3.1155054E+002, 3.3231801E+002, 3.4391324E+002, 3.5433309E+002, 2.2941807E+002, 2.4519643E+002, 2.8418689E+002, 3.5791813E+002, 3.8991801E+002
