s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,C,C,C,C,C,C,C,C,C,C
 1.0700041E+003, 7.9388960E+002, 1.0946469E+002, 9.7782791E+001, 8.7645094E+001, 8.4181710E+001, 7.9030070E+002, 4.6862210E+002, 4.1055544E+002, 3.6222777E+002, 3.0217597E+002, 1.9787107E+002, 6.8265053E+002, 5.3065964E+002, 5.1930813E+002, 5.0119180E+002, 4.7294196E+002, 3.6805635E+002, 4.4548958E+000, 2.6325647E+000, 2.0351749E+001, 1.6139905E+001, 1.3101524E+001, 9.6233493E+000, 2.0807411E+001, 1.9583315E+001, 1.8365615E+001, 1.6819394E+001, 1.0783947E+003, 1.1303880E+003, 1.1708745E+003, 1.1674418E+003, 1.1502646E+003, 7.9930113E+002, 8.1860684E+002, 8.8386589E+002, 9.2888910E+002, 9.3969410E+002
 1.0800051E+003, 8.0783883E+002, 1.0751445E+002, 9.6153769E+001, 8.9929966E+001, 8.5738047E+001, 8.0425374E+002, 4.6389342E+002, 4.1642253E+002, 3.7548434E+002, 3.2249094E+002, 2.0342232E+002, 6.7973334E+002, 5.1738128E+002, 5.0137438E+002, 4.8486815E+002, 4.5846888E+002, 3.6627194E+002, 4.2533917E+000, 2.5197199E+000, 1.8259944E+001, 1.5171265E+001, 1.2833071E+001, 9.9354484E+000, 1.6322927E+001, 1.5363615E+001, 1.4501348E+001, 1.3041088E+001, 1.0875781E+003, 1.1441381E+003, 1.1800390E+003, 1.1783786E+003, 1.1653507E+003, 8.0074377E+002, 8.2639031E+002, 8.9121740E+002, 9.3940182E+002, 9.4852170E+002
 1.0900021E+003, 8.1820594E+002, 1.0792520E+002, 9.6181255E+001, 9.1014162E+001, 8.5241250E+001, 8.0225344E+002, 4.7097807E+002, 4.1418828E+002, 3.7339290E+002, 3.1869017E+002, 2.0519652E+002, 6.8588183E+002, 5.1641832E+002, 5.0430838E+002, 4.8402640E+002, 4.5205897E+002, 3.6466789E+002, 4.7397166E+000, 2.6878351E+000, 2.2429625E+001, 1.7492011E+001, 1.3947722E+001, 9.8203107E+000, 2.1629870E+001, 2.0404620E+001, 1.8873940E+001, 1.6812289E+001, 1.1034357E+003, 1.1395941E+003, 1.1722091E+003, 1.1710949E+003, 1.1624827E+003, 8.0630986E+002, 8.3768592E+002, 9.1153810E+002, 9.6370089E+002, 9.7126485E+002
 1.1000020E+003, 8.2718120E+002, 1.1052898E+002, 9.8810177E+001, 9.2855868E+001, 8.6150562E+001, 8.0358650E+002, 4.9556423E+002, 4.3614344E+002, 3.9148992E+002, 3.2933383E+002, 2.0432009E+002, 6.8791645E+002, 5.2522427E+002, 5.1737668E+002, 5.0172074E+002, 4.7160094E+002, 3.7692729E+002, 4.5480285E+000, 2.5805620E+000, 1.8660628E+001, 1.4906103E+001, 1.2489052E+001, 9.7717447E+000, 1.7475513E+001, 1.6625323E+001, 1.5880541E+001, 1.4385712E+001, 1.1187254E+003, 1.1623846E+003, 1.1939028E+003, 1.1849751E+003, 1.1715622E+003, 8.0803395E+002, 8.2804565E+002, 8.9973079E+002, 9.5222786E+002, 9.6792757E+002
 1.1100019E+003, 8.1347730E+002, 1.0819732E+002, 9.7846247E+001, 9.1503980E+001, 8.6966698E+001, 8.0101269E+002, 4.6331546E+002, 4.1603065E+002, 3.7808391E+002, 3.2821670E+002, 2.0132847E+002, 6.7966584E+002, 5.0808505E+002, 5.0106291E+002, 4.8722098E+002, 4.5626883E+002, 3.6776406E+002, 4.8659276E+000, 2.7463515E+000, 2.0991484E+001, 1.7694775E+001, 1.4779417E+001, 1.0936004E+001, 1.9029739E+001, 1.8155791E+001, 1.7339291E+001, 1.5831374E+001, 1.1212238E+003, 1.1515819E+003, 1.1850331E+003, 1.1753853E+003, 1.1609003E+003, 7.8600927E+002, 8.2789848E+002, 9.1190389E+002, 9.6176514E+002, 9.7477324E+002
 1.1200026E+003, 8.0867736E+002, 1.0935481E+002, 9.7486837E+001, 9.1206166E+001, 8.4981308E+001, 8.0969482E+002, 4.8881614E+002, 4.3749947E+002, 3.8912988E+002, 3.2683498E+002, 2.0419128E+002, 6.8678240E+002, 5.2456417E+002, 5.1986233E+002, 5.0755815E+002, 4.8044220E+002, 3.7203935E+002, 4.3045804E+000, 2.4976098E+000, 1.9079609E+001, 1.4758079E+001, 1.1741716E+001, 8.4872903E+000, 1.8434909E+001, 1.7685777E+001, 1.6934866E+001, 1.5282893E+001, 1.1215601E+003, 1.1595998E+003, 1.1943125E+003, 1.1860655E+003, 1.1749280E+003, 8.0608511E+002, 8.4102535E+002, 9.1738618E+002, 9.6783886E+002, 9.7775540E+002
 1.1300048E+003, 7.6883437E+002, 1.0788859E+002, 9.6815770E+001, 9.0918816E+001, 8.5756897E+001, 8.1210039E+002, 4.6358392E+002, 4.0821600E+002, 3.6451579E+002, 3.0603305E+002, 2.0550546E+002, 7.0040192E+002, 5.2614079E+002, 5.1572343E+002, 5.0287146E+002, 4.7526426E+002, 3.6752271E+002, 4.6518606E+000, 2.7149888E+000, 1.9739128E+001, 1.5601635E+001, 1.2874813E+001, 9.6207242E+000, 2.1309345E+001, 2.0101547E+001, 1.9075975E+001, 1.7234613E+001, 1.0813338E+003, 1.1044509E+003, 1.1451876E+003, 1.1543915E+003, 1.1499623E+003, 8.2143897E+002, 8.6239068E+002, 9.3159958E+002, 9.7578325E+002, 9.8330907E+002
 1.1400042E+003, 8.0629551E+002, 1.1013429E+002, 1.0032516E+002, 9.5396297E+001, 8.6348859E+001, 8.1000070E+002, 4.7641917E+002, 4.1596338E+002, 3.7449378E+002, 3.2426596E+002, 2.1733332E+002, 7.0731255E+002, 5.3781614E+002, 5.2393578E+002, 5.1013027E+002, 4.8116162E+002, 3.7096787E+002, 5.1867610E+000, 2.9014416E+000, 2.0979729E+001, 1.6806852E+001, 1.3990275E+001, 1.0953813E+001, 1.8906659E+001, 1.7592724E+001, 1.6496611E+001, 1.4863543E+001, 1.1464656E+003, 1.1677557E+003, 1.1919878E+003, 1.1886302E+003, 1.1808316E+003, 8.3672857E+002, 8.5455317E+002, 9.2826840E+002, 9.8043111E+002, 9.9021339E+002
 1.1500007E+003, 8.2124138E+002, 1.1137759E+002, 1.0094574E+002, 9.6083081E+001, 8.6970052E+001, 8.1938015E+002, 4.9279445E+002, 4.3763221E+002, 3.9468342E+002, 3.3628258E+002, 2.1690569E+002, 7.1835301E+002, 5.4034571E+002, 5.2982759E+002, 5.1584516E+002, 4.9123199E+002, 3.8133657E+002, 5.2950261E+000, 2.8763924E+000, 2.1826213E+001, 1.7757713E+001, 1.4868543E+001, 1.1032767E+001, 2.1895998E+001, 2.0914191E+001, 1.9878497E+001, 1.8632805E+001, 1.1343314E+003, 1.1622314E+003, 1.1898368E+003, 1.1882801E+003, 1.1791316E+003, 8.2565492E+002, 8.5146886E+002, 9.2554450E+002, 9.7695981E+002, 9.8357741E+002
 1.1600025E+003, 8.2330127E+002, 1.1787922E+002, 1.0742843E+002, 9.9389223E+001, 8.9424002E+001, 8.4117967E+002, 5.0690403E+002, 4.5922793E+002, 4.1633448E+002, 3.5073101E+002, 2.1982786E+002, 7.3088762E+002, 5.5029416E+002, 5.4326674E+002, 5.2887550E+002, 5.0137838E+002, 3.9238974E+002, 5.7692195E+000, 3.2082922E+000, 2.3606615E+001, 1.8917414E+001, 1.5470090E+001, 1.1349232E+001, 2.1197447E+001, 2.0394877E+001, 1.9429845E+001, 1.7800433E+001, 1.1044011E+003, 1.1268852E+003, 1.1510676E+003, 1.1527583E+003, 1.1486273E+003, 8.2674682E+002, 8.4332019E+002, 9.1439536E+002, 9.6538707E+002, 9.6890981E+002
 1.1700004E+003, 8.4044491E+002, 1.2245811E+002, 1.0976319E+002, 1.0048465E+002, 8.6384537E+001, 8.4569353E+002, 5.2735399E+002, 4.6719298E+002, 4.2293245E+002, 3.4652039E+002, 2.1587664E+002, 7.1546338E+002, 5.5016702E+002, 5.4088674E+002, 5.2314108E+002, 4.9269062E+002, 3.8237261E+002, 5.2739362E+000, 2.9883989E+000, 2.4706456E+001, 1.9704255E+001, 1.6141565E+001, 1.1822869E+001, 2.0787421E+001, 1.9764244E+001, 1.8787971E+001, 1.6920718E+001, 1.1425718E+003, 1.1745678E+003, 1.2024717E+003, 1.1983520E+003, 1.1885719E+003, 8.3153079E+002, 8.4787262E+002, 9.1776046E+002, 9.6599558E+002, 9.7293445E+002
 1.1800002E+003, 8.5368815E+002, 1.2749632E+002, 1.1462335E+002, 1.0517478E+002, 9.0424847E+001, 8.6034191E+002, 5.4495600E+002, 4.9174249E+002, 4.3646461E+002, 3.6558725E+002, 2.2951588E+002, 7.0573620E+002, 5.5182963E+002, 5.4479901E+002, 5.3077824E+002, 4.9733545E+002, 3.8592728E+002, 5.9192620E+000, 3.3483439E+000, 2.4076808E+001, 1.9420068E+001, 1.5637501E+001, 1.2088255E+001, 2.1228882E+001, 2.0312204E+001, 1.9191466E+001, 1.7103861E+001, 1.1509249E+003, 1.1781285E+003, 1.2071959E+003, 1.2126387E+003, 1.2051197E+003, 8.3758405E+002, 8.5414285E+002, 9.2314154E+002, 9.6153479E+002, 9.7208618E+002
 1.1900030E+003, 8.6329145E+002, 1.3696532E+002, 1.2113307E+002, 1.1308606E+002, 9.2625939E+001, 8.5709878E+002, 5.4540591E+002, 4.8398229E+002, 4.2828731E+002, 3.6875347E+002, 2.2299146E+002, 7.2299286E+002, 5.6191121E+002, 5.4967697E+002, 5.3536881E+002, 5.0946668E+002, 3.9453584E+002, 5.8371845E+000, 3.1863672E+000, 2.4230996E+001, 1.8910298E+001, 1.5090925E+001, 1.1165344E+001, 2.1596624E+001, 1.9872803E+001, 1.8878204E+001, 1.7810127E+001, 1.1753048E+003, 1.2149995E+003, 1.2392057E+003, 1.2264430E+003, 1.2141252E+003, 8.4743744E+002, 8.5432160E+002, 9.2498465E+002, 9.7659730E+002, 9.8567207E+002
 1.2000049E+003, 8.6400196E+002, 1.3993279E+002, 1.2210443E+002, 1.1308817E+002, 9.4030306E+001, 8.4807295E+002, 5.4424271E+002, 5.0396511E+002, 4.5570846E+002, 3.8424477E+002, 2.2750958E+002, 7.1631739E+002, 5.4458269E+002, 5.2631952E+002, 5.1183855E+002, 4.9238989E+002, 3.9392985E+002, 5.9870201E+000, 3.2754263E+000, 2.4696041E+001, 2.0753509E+001, 1.7377766E+001, 1.3153065E+001, 2.0303859E+001, 1.9035572E+001, 1.7910058E+001, 1.6345030E+001, 1.1822204E+003, 1.2066908E+003, 1.2291786E+003, 1.2171914E+003, 1.2064634E+003, 8.4147937E+002, 8.6536969E+002, 9.3848452E+002, 9.7798477E+002, 9.8680803E+002
 1.2100008E+003, 8.3644871E+002, 1.4250462E+002, 1.2598464E+002, 1.1600374E+002, 9.3526073E+001, 8.3385462E+002, 5.3221248E+002, 5.0049890E+002, 4.5195734E+002, 3.7812785E+002, 2.2135498E+002, 7.1289646E+002, 5.4454904E+002, 5.3036218E+002, 5.1378409E+002, 4.8604451E+002, 3.8993899E+002, 4.9307579E+000, 2.7832558E+000, 2.0788157E+001, 1.6947618E+001, 1.3640556E+001, 1.0025065E+001, 1.9340422E+001, 1.8160153E+001, 1.7038639E+001, 1.5253275E+001, 1.1897426E+003, 1.2182783E+003, 1.2416429E+003, 1.2312379E+003, 1.2200966E+003, 8.5272383E+002, 8.6788801E+002, 9.4736402E+002, 1.0018977E+003, 1.0126846E+003
 1.2200037E+003, 7.5364297E+002, 1.2947260E+002, 1.1424825E+002, 1.0559940E+002, 8.6076908E+001, 7.5380702E+002, 4.6093314E+002, 4.2585419E+002, 3.8427221E+002, 3.2370254E+002, 1.9550529E+002, 6.6411466E+002, 4.9692582E+002, 4.8313232E+002, 4.6699646E+002, 4.4055759E+002, 3.5140483E+002, 2.7293177E+000, 1.5590387E+000, 1.2311325E+001, 9.8062253E+000, 8.0937592E+000, 6.0754171E+000, 1.2386636E+001, 1.1621255E+001, 1.0941108E+001, 9.9115415E+000, 1.1149431E+003, 1.1529616E+003, 1.1814512E+003, 1.1803161E+003, 1.1730589E+003, 7.7952773E+002, 7.9723835E+002, 8.7950233E+002, 9.1214563E+002, 9.2033948E+002
 1.2300048E+003, 6.1407034E+002, 1.1172483E+002, 1.0042819E+002, 9.4432791E+001, 8.1594601E+001, 6.1474453E+002, 3.7231339E+002, 3.4168764E+002, 3.1069562E+002, 2.6606873E+002, 1.7472745E+002, 5.7003342E+002, 4.1957451E+002, 4.0925286E+002, 3.9731999E+002, 3.7416941E+002, 2.9544354E+002, 1.3344748E+000, 8.6939385E-001, 6.4644999E+000, 5.3661784E+000, 4.5899946E+000, 3.7302341E+000, 6.5956473E+000, 6.3213672E+000, 6.3387813E+000, 6.2348480E+000, 9.5354952E+002, 9.6278301E+002, 9.7084829E+002, 9.7355907E+002, 9.7720296E+002, 6.6676298E+002, 6.9557539E+002, 7.9564733E+002, 8.1998165E+002, 8.2671324E+002
 1.2400025E+003, 4.4334472E+002, 9.5268067E+001, 8.7788257E+001, 8.4117863E+001, 7.9503021E+001, 4.7633181E+002, 2.9630482E+002, 2.8097082E+002, 2.6029505E+002, 2.2780518E+002, 1.6019207E+002, 4.7482285E+002, 3.3832821E+002, 3.3075855E+002, 3.2306247E+002, 3.0865883E+002, 2.4910170E+002, 5.9933935E-001, 4.3231108E-001, 2.9062408E+000, 2.6171651E+000, 2.4371709E+000, 2.1380798E+000, 4.5286899E+000, 4.4308533E+000, 4.3705763E+000, 4.3427128E+000, 7.3191535E+002, 7.2849596E+002, 7.2097958E+002, 7.2957404E+002, 7.4247755E+002, 5.3039498E+002, 5.5066412E+002, 6.8981894E+002, 7.2332092E+002, 7.3408417E+002
 1.2500088E+003, 3.1820579E+002, 8.2413897E+001, 7.7732092E+001, 7.5529944E+001, 7.7845978E+001, 3.8375517E+002, 2.3174372E+002, 2.2834644E+002, 2.1429223E+002, 1.9085114E+002, 1.4029766E+002, 4.1190108E+002, 2.9041590E+002, 2.8481835E+002, 2.7832634E+002, 2.6372754E+002, 2.1361337E+002, 4.0638146E-001, 2.9989739E-001, 1.5973700E+000, 1.5025394E+000, 1.4897304E+000, 1.4739408E+000, 3.4164978E+000, 3.3908768E+000, 3.3366244E+000, 3.2033903E+000, 5.8880010E+002, 5.7682571E+002, 5.6921315E+002, 5.8130246E+002, 5.9952136E+002, 4.3278894E+002, 4.4648775E+002, 5.5705701E+002, 6.2273206E+002, 6.5020128E+002
 1.2600074E+003, 2.4497825E+002, 7.2524272E+001, 6.9560225E+001, 6.7986289E+001, 7.2746186E+001, 3.2270532E+002, 1.8199545E+002, 1.8507738E+002, 1.7764269E+002, 1.6405227E+002, 1.2632122E+002, 3.5855514E+002, 2.4481454E+002, 2.3899602E+002, 2.3351883E+002, 2.2132605E+002, 1.8515286E+002, 3.1387876E-001, 2.3791805E-001, 1.3253812E+000, 1.2939810E+000, 1.2903016E+000, 1.2741570E+000, 2.4809430E+000, 2.4800459E+000, 2.4794646E+000, 2.5011160E+000, 5.2983654E+002, 5.1572777E+002, 5.0367567E+002, 5.0878998E+002, 5.2356683E+002, 3.7680357E+002, 3.8693602E+002, 4.8021796E+002, 5.5999939E+002, 5.9015602E+002
 1.2700071E+003, 2.0199513E+002, 6.5707873E+001, 6.3545119E+001, 6.2646712E+001, 6.7646706E+001, 2.7072938E+002, 1.5494881E+002, 1.6386752E+002, 1.6137365E+002, 1.4984994E+002, 1.1801002E+002, 3.2562050E+002, 2.1598026E+002, 2.1107763E+002, 2.0679982E+002, 1.9860562E+002, 1.7087704E+002, 2.7084574E-001, 2.0850571E-001, 1.0695439E+000, 1.0585915E+000, 1.1264097E+000, 1.1888207E+000, 2.2842420E+000, 2.2404510E+000, 2.2262663E+000, 2.3474777E+000, 4.8676330E+002, 4.7428924E+002, 4.6095604E+002, 4.6450225E+002, 4.7741447E+002, 3.4440939E+002, 3.5063927E+002, 4.3266896E+002, 5.2236218E+002, 5.4992285E+002
 1.2800095E+003, 1.7524922E+002, 6.0736336E+001, 5.9328937E+001, 5.9066621E+001, 6.4378792E+001, 2.3360995E+002, 1.3540660E+002, 1.4566578E+002, 1.4600279E+002, 1.3964346E+002, 1.1395658E+002, 3.0227674E+002, 1.9563806E+002, 1.9199009E+002, 1.8954523E+002, 1.8388893E+002, 1.5965106E+002, 2.3665141E-001, 1.9285639E-001, 1.0903825E+000, 1.0553634E+000, 1.0698452E+000, 1.1787452E+000, 2.0383737E+000, 2.0582629E+000, 2.1232137E+000, 2.2201133E+000, 4.5959385E+002, 4.4621127E+002, 4.3173122E+002, 4.3313020E+002, 4.4430810E+002, 3.1960453E+002, 3.2967461E+002, 3.9725037E+002, 4.8534685E+002, 5.1571450E+002
 1.2900087E+003, 1.5487942E+002, 5.7758828E+001, 5.6899602E+001, 5.7090431E+001, 6.2299713E+001, 2.1482994E+002, 1.2923336E+002, 1.4040574E+002, 1.3960618E+002, 1.3341022E+002, 1.1084328E+002, 2.8184236E+002, 1.8225515E+002, 1.7918330E+002, 1.7711108E+002, 1.7366294E+002, 1.5608555E+002, 2.4038314E-001, 1.9284015E-001, 1.3143273E+000, 1.3126274E+000, 1.2767939E+000, 1.1993094E+000, 1.9769878E+000, 2.0165182E+000, 2.0474824E+000, 2.1429719E+000, 4.3485096E+002, 4.2166260E+002, 4.0797274E+002, 4.0864489E+002, 4.1797775E+002, 3.0120506E+002, 3.0978479E+002, 3.7076200E+002, 4.5605131E+002, 4.8895301E+002
 1.3000081E+003, 1.3862956E+002, 5.5475696E+001, 5.5133835E+001, 5.5591603E+001, 6.2292867E+001, 2.0517024E+002, 1.3542961E+002, 1.4318263E+002, 1.4094485E+002, 1.3288783E+002, 1.0843797E+002, 2.6263238E+002, 1.7496361E+002, 1.7411271E+002, 1.7309513E+002, 1.7173755E+002, 1.5271860E+002, 2.0231274E-001, 1.7945392E-001, 1.1537048E+000, 1.1940454E+000, 1.2390797E+000, 1.2489445E+000, 1.8821781E+000, 1.9382305E+000, 1.9891666E+000, 2.0394640E+000, 4.1559933E+002, 4.0397377E+002, 3.8919337E+002, 3.9052379E+002, 3.9924239E+002, 2.8209648E+002, 2.9185537E+002, 3.5233215E+002, 4.3243306E+002, 4.6691908E+002
 1.3100076E+003, 1.2555031E+002, 5.3130910E+001, 5.3258654E+001, 5.4804534E+001, 6.2026245E+001, 1.9628509E+002, 1.3214687E+002, 1.3944159E+002, 1.3865371E+002, 1.3054806E+002, 1.0485516E+002, 2.4564250E+002, 1.6803733E+002, 1.6694350E+002, 1.6658339E+002, 1.6604681E+002, 1.4748368E+002, 1.8630339E-001, 1.5680124E-001, 1.0046934E+000, 1.0715176E+000, 1.1211131E+000, 1.1454387E+000, 1.6486503E+000, 1.6599191E+000, 1.7578847E+000, 1.9226505E+000, 3.9338888E+002, 3.8418454E+002, 3.6962844E+002, 3.7006959E+002, 3.7896227E+002, 2.7100433E+002, 2.7944782E+002, 3.3416479E+002, 4.1091228E+002, 4.4423999E+002
 1.3200103E+003, 1.1839251E+002, 5.1459325E+001, 5.1677823E+001, 5.3435947E+001, 6.0662709E+001, 1.8609464E+002, 1.3162514E+002, 1.4019894E+002, 1.4030271E+002, 1.3033955E+002, 1.0430866E+002, 2.3141022E+002, 1.6127180E+002, 1.5987245E+002, 1.5949830E+002, 1.5936748E+002, 1.4424210E+002, 1.7124744E-001, 1.3876037E-001, 1.1449163E+000, 1.1702553E+000, 1.1952180E+000, 1.1744057E+000, 1.6955114E+000, 1.7136850E+000, 1.7605538E+000, 1.8375789E+000, 3.7343378E+002, 3.6465929E+002, 3.5355391E+002, 3.5356199E+002, 3.6132417E+002, 2.6213208E+002, 2.6996472E+002, 3.1602798E+002, 3.9006516E+002, 4.2914937E+002
 1.3300081E+003, 1.1403827E+002, 5.0176034E+001, 5.0350831E+001, 5.1696325E+001, 6.0465203E+001, 1.7339973E+002, 1.2714016E+002, 1.3459076E+002, 1.3384747E+002, 1.2518765E+002, 1.0036823E+002, 2.2182200E+002, 1.5349958E+002, 1.5265065E+002, 1.5235918E+002, 1.5262294E+002, 1.4105999E+002, 1.6300838E-001, 1.2720496E-001, 9.0937742E-001, 9.2215052E-001, 9.2037596E-001, 9.1413142E-001, 1.5234513E+000, 1.5145728E+000, 1.5284887E+000, 1.5843866E+000, 3.6300039E+002, 3.5337094E+002, 3.4197732E+002, 3.4163146E+002, 3.4878646E+002, 2.5202844E+002, 2.6024042E+002, 3.0004817E+002, 3.7884604E+002, 4.1412889E+002
 1.3400078E+003, 1.0892433E+002, 4.9147935E+001, 4.9218187E+001, 5.0196842E+001, 5.9638160E+001, 1.6832111E+002, 1.1867967E+002, 1.2474840E+002, 1.2411024E+002, 1.1741799E+002, 9.7364632E+001, 2.1629274E+002, 1.4773582E+002, 1.4615245E+002, 1.4518627E+002, 1.4520947E+002, 1.3615837E+002, 1.5393228E-001, 1.2214270E-001, 7.7491823E-001, 7.2003462E-001, 7.4723118E-001, 7.9224963E-001, 1.4375532E+000, 1.4938859E+000, 1.5277914E+000, 1.5644887E+000, 3.5507357E+002, 3.4501586E+002, 3.3259025E+002, 3.3224162E+002, 3.3924155E+002, 2.4300522E+002, 2.5179056E+002, 2.9160282E+002, 3.7158391E+002, 3.9968424E+002
 1.3500035E+003, 1.0519540E+002, 4.8246659E+001, 4.8320961E+001, 5.0227773E+001, 5.8716841E+001, 1.6768473E+002, 1.1746189E+002, 1.2256021E+002, 1.2182199E+002, 1.1618826E+002, 9.6364088E+001, 2.1228274E+002, 1.4404994E+002, 1.4239169E+002, 1.4156557E+002, 1.4185396E+002, 1.3137804E+002, 1.5038279E-001, 1.3654798E-001, 9.3064345E-001, 9.6996558E-001, 1.0416981E+000, 1.1015634E+000, 1.3438813E+000, 1.3470043E+000, 1.3764368E+000, 1.4730887E+000, 3.4255202E+002, 3.3465715E+002, 3.2354232E+002, 3.2396017E+002, 3.3077500E+002, 2.3695173E+002, 2.4388987E+002, 2.8397446E+002, 3.5809754E+002, 3.8646243E+002
 1.3600109E+003, 1.0527064E+002, 4.7575567E+001, 4.7491627E+001, 4.9219157E+001, 5.9523762E+001, 1.6234407E+002, 1.1618158E+002, 1.2098129E+002, 1.2036820E+002, 1.1652277E+002, 9.5854254E+001, 2.0469606E+002, 1.4001849E+002, 1.3867928E+002, 1.3797123E+002, 1.3765853E+002, 1.2805579E+002, 1.3968963E-001, 1.1001846E-001, 8.7043407E-001, 8.6834143E-001, 8.9436557E-001, 9.4155293E-001, 1.3563550E+000, 1.4104070E+000, 1.4501948E+000, 1.5137195E+000, 3.3410076E+002, 3.2635543E+002, 3.1543390E+002, 3.1420906E+002, 3.2068705E+002, 2.3028505E+002, 2.3755997E+002, 2.7369499E+002, 3.4519410E+002, 3.7725730E+002
 1.3700102E+003, 1.0528336E+002, 4.7022743E+001, 4.6883853E+001, 4.8179445E+001, 5.8799748E+001, 1.5571509E+002, 1.1601137E+002, 1.2010510E+002, 1.1927038E+002, 1.1604678E+002, 9.4461007E+001, 1.9875503E+002, 1.3748188E+002, 1.3861153E+002, 1.3945529E+002, 1.3890203E+002, 1.2868232E+002, 1.3117696E-001, 1.0354308E-001, 8.0147397E-001, 8.5094549E-001, 8.8035826E-001, 8.8100467E-001, 1.2755147E+000, 1.3461857E+000, 1.4318266E+000, 1.4904866E+000, 3.2909908E+002, 3.1876330E+002, 3.0643151E+002, 3.0635589E+002, 3.1311571E+002, 2.2260199E+002, 2.3230938E+002, 2.7023439E+002, 3.3597713E+002, 3.6931088E+002
 1.3800108E+003, 1.0463022E+002, 4.6728557E+001, 4.6470175E+001, 4.7460393E+001, 5.8026666E+001, 1.4588795E+002, 1.1856115E+002, 1.2201512E+002, 1.2063272E+002, 1.1637125E+002, 9.3173735E+001, 1.9614876E+002, 1.3566746E+002, 1.3746742E+002, 1.3890684E+002, 1.3784412E+002, 1.2657784E+002, 1.3329546E-001, 1.0325555E-001, 8.5491054E-001, 9.1802091E-001, 9.7341233E-001, 1.0049798E+000, 1.2437363E+000, 1.3290179E+000, 1.4140818E+000, 1.4783725E+000, 3.1880597E+002, 3.1019237E+002, 2.9863663E+002, 2.9837603E+002, 3.0499359E+002, 2.1404413E+002, 2.2720983E+002, 2.6159107E+002, 3.2451754E+002, 3.5732360E+002
 1.3900096E+003, 1.0828821E+002, 4.7207990E+001, 4.6545201E+001, 4.7204058E+001, 5.6838456E+001, 1.4381190E+002, 1.2117987E+002, 1.2460738E+002, 1.2340339E+002, 1.1946937E+002, 9.5439714E+001, 1.8784400E+002, 1.3271580E+002, 1.3567453E+002, 1.3752095E+002, 1.3695260E+002, 1.2537537E+002, 1.4061116E-001, 1.0398274E-001, 9.1625652E-001, 1.0012984E+000, 1.0564903E+000, 1.0684719E+000, 1.1792642E+000, 1.2126030E+000, 1.2794757E+000, 1.3638032E+000, 3.1129041E+002, 3.0374616E+002, 2.9109187E+002, 2.8931137E+002, 2.9542562E+002, 2.0711600E+002, 2.2035944E+002, 2.5607582E+002, 3.0994108E+002, 3.4657181E+002
 1.4000051E+003, 1.0308686E+002, 4.6955981E+001, 4.6199631E+001, 4.7079560E+001, 5.5685509E+001, 1.4320486E+002, 1.1829957E+002, 1.1854568E+002, 1.1566600E+002, 1.1172310E+002, 9.2280847E+001, 1.8142477E+002, 1.2697062E+002, 1.2796976E+002, 1.2876305E+002, 1.2804836E+002, 1.2049980E+002, 1.1619225E-001, 1.1394974E-001, 7.9937043E-001, 7.3158168E-001, 7.0493115E-001, 6.9965304E-001, 1.0945690E+000, 1.0890712E+000, 1.0836983E+000, 1.0980643E+000, 3.0064965E+002, 2.9305799E+002, 2.8113841E+002, 2.7992759E+002, 2.8640749E+002, 2.0380576E+002, 2.1329505E+002, 2.4327138E+002, 2.9455312E+002, 3.3532678E+002
 1.4100020E+003, 9.9380465E+001, 4.6378952E+001, 4.5966393E+001, 4.7624640E+001, 5.4748730E+001, 1.3892250E+002, 1.1547042E+002, 1.1464043E+002, 1.1170042E+002, 1.0656643E+002, 8.9174694E+001, 1.7819156E+002, 1.2401963E+002, 1.2524667E+002, 1.2598300E+002, 1.2562461E+002, 1.1886580E+002, 1.0894713E-001, 9.8208917E-002, 7.1921851E-001, 7.7412221E-001, 8.1262117E-001, 7.7936131E-001, 1.0472636E+000, 1.1118254E+000, 1.1822359E+000, 1.2757759E+000, 2.9288819E+002, 2.8464313E+002, 2.7363343E+002, 2.7224755E+002, 2.7776689E+002, 1.9815120E+002, 2.0589472E+002, 2.3436745E+002, 2.8882788E+002, 3.2923573E+002
 1.4200134E+003, 9.4138111E+001, 4.5941846E+001, 4.5717616E+001, 4.7648805E+001, 5.5398420E+001, 1.3276806E+002, 1.1305630E+002, 1.1317096E+002, 1.1178023E+002, 1.0660216E+002, 8.8284541E+001, 1.7308726E+002, 1.2231316E+002, 1.2285155E+002, 1.2315213E+002, 1.2286568E+002, 1.1656117E+002, 1.0764926E-001, 8.7412999E-002, 7.0072465E-001, 7.1961410E-001, 7.4563125E-001, 7.3877818E-001, 1.0300720E+000, 1.0703403E+000, 1.1025864E+000, 1.1723171E+000, 2.8127660E+002, 2.7422374E+002, 2.6450644E+002, 2.6359644E+002, 2.6858144E+002, 1.9192582E+002, 2.0006591E+002, 2.2869536E+002, 2.8418598E+002, 3.1902211E+002
