s,kW/m2,kW/m2
 8.000E+01, 1.875E+02, 1.861E+02
 8.200E+01, 1.853E+02, 1.815E+02
 8.400E+01, 1.823E+02, 1.755E+02
 8.500E+01, 1.802E+02, 1.710E+02
 8.700E+01, 1.780E+02, 1.666E+02
 8.900E+01, 1.752E+02, 1.608E+02
 9.100E+01, 1.724E+02, 1.555E+02
 9.200E+01, 1.703E+02, 1.517E+02
 9.400E+01, 1.682E+02, 1.482E+02
 9.600E+01, 1.654E+02, 1.438E+02
 9.700E+01, 1.632E+02, 1.406E+02
 9.900E+01, 1.609E+02, 1.376E+02
 1.010E+02, 1.577E+02, 1.343E+02
 1.020E+02, 1.553E+02, 1.323E+02
 1.040E+02, 1.527E+02, 1.308E+02
 1.060E+02, 1.493E+02, 1.292E+02
 1.080E+02, 1.458E+02, 1.276E+02
 1.090E+02, 1.432E+02, 1.265E+02
 1.110E+02, 1.406E+02, 1.256E+02
 1.130E+02, 1.372E+02, 1.244E+02
 1.140E+02, 1.347E+02, 1.237E+02
 1.160E+02, 1.322E+02, 1.230E+02
 1.180E+02, 1.289E+02, 1.221E+02
 1.190E+02, 1.264E+02, 1.215E+02
 1.210E+02, 1.239E+02, 1.210E+02
 1.230E+02, 1.207E+02, 1.203E+02
 1.250E+02, 1.177E+02, 1.197E+02
 1.260E+02, 1.155E+02, 1.193E+02
 1.280E+02, 1.134E+02, 1.189E+02
 1.300E+02, 1.108E+02, 1.185E+02
 1.310E+02, 1.089E+02, 1.183E+02
 1.330E+02, 1.071E+02, 1.182E+02
 1.350E+02, 1.047E+02, 1.181E+02
 1.360E+02, 1.030E+02, 1.181E+02
 1.380E+02, 1.015E+02, 1.180E+02
 1.400E+02, 9.978E+01, 1.180E+02
 1.420E+02, 9.835E+01, 1.181E+02
 1.430E+02, 9.748E+01, 1.181E+02
 1.450E+02, 9.677E+01, 1.182E+02
 1.470E+02, 9.589E+01, 1.182E+02
 1.480E+02, 9.523E+01, 1.182E+02
 1.500E+02, 9.461E+01, 1.181E+02
 1.520E+02, 9.384E+01, 1.177E+02
 1.530E+02, 9.332E+01, 1.174E+02
 1.550E+02, 9.284E+01, 1.169E+02
 1.570E+02, 9.227E+01, 1.163E+02
 1.590E+02, 9.176E+01, 1.156E+02
 1.600E+02, 9.139E+01, 1.151E+02
 1.620E+02, 9.101E+01, 1.145E+02
 1.640E+02, 9.055E+01, 1.138E+02
 1.650E+02, 9.022E+01, 1.132E+02
 1.670E+02, 8.993E+01, 1.127E+02
 1.690E+02, 8.956E+01, 1.120E+02
 1.700E+02, 8.931E+01, 1.116E+02
 1.720E+02, 8.909E+01, 1.114E+02
 1.740E+02, 8.878E+01, 1.111E+02
 1.760E+02, 8.850E+01, 1.110E+02
 1.770E+02, 8.832E+01, 1.109E+02
 1.790E+02, 8.817E+01, 1.108E+02
 1.810E+02, 8.801E+01, 1.108E+02
 1.820E+02, 8.793E+01, 1.109E+02
 1.840E+02, 8.789E+01, 1.111E+02
 1.860E+02, 8.785E+01, 1.113E+02
 1.870E+02, 8.783E+01, 1.115E+02
 1.890E+02, 8.781E+01, 1.118E+02
 1.910E+02, 8.780E+01, 1.124E+02
 1.930E+02, 8.780E+01, 1.131E+02
 1.940E+02, 8.782E+01, 1.138E+02
 1.960E+02, 8.784E+01, 1.145E+02
 1.980E+02, 8.788E+01, 1.153E+02
 1.990E+02, 8.791E+01, 1.158E+02
 2.010E+02, 8.795E+01, 1.161E+02
 2.030E+02, 8.796E+01, 1.164E+02
 2.040E+02, 8.792E+01, 1.164E+02
 2.060E+02, 8.783E+01, 1.165E+02
 2.080E+02, 8.764E+01, 1.167E+02
 2.100E+02, 8.738E+01, 1.172E+02
 2.110E+02, 8.713E+01, 1.177E+02
 2.130E+02, 8.687E+01, 1.184E+02
 2.150E+02, 8.652E+01, 1.195E+02
 2.160E+02, 8.625E+01, 1.203E+02
 2.180E+02, 8.597E+01, 1.210E+02
 2.200E+02, 8.558E+01, 1.219E+02
 2.210E+02, 8.528E+01, 1.224E+02
 2.230E+02, 8.497E+01, 1.228E+02
 2.250E+02, 8.455E+01, 1.233E+02
 2.270E+02, 8.412E+01, 1.237E+02
 2.280E+02, 8.381E+01, 1.241E+02
 2.300E+02, 8.353E+01, 1.244E+02
 2.320E+02, 8.321E+01, 1.249E+02
 2.330E+02, 8.302E+01, 1.252E+02
 2.350E+02, 8.286E+01, 1.255E+02
 2.370E+02, 8.272E+01, 1.260E+02
 2.380E+02, 8.264E+01, 1.263E+02
 2.400E+02, 8.258E+01, 1.267E+02
 2.420E+02, 8.249E+01, 1.272E+02
 2.440E+02, 8.244E+01, 1.277E+02
 2.450E+02, 8.243E+01, 1.281E+02
 2.470E+02, 8.245E+01, 1.285E+02
 2.490E+02, 8.250E+01, 1.292E+02
 2.500E+02, 8.257E+01, 1.298E+02
 2.520E+02, 8.266E+01, 1.304E+02
 2.540E+02, 8.279E+01, 1.314E+02
 2.550E+02, 8.289E+01, 1.321E+02
 2.570E+02, 8.304E+01, 1.328E+02
 2.590E+02, 8.330E+01, 1.336E+02
 2.610E+02, 8.364E+01, 1.342E+02
 2.620E+02, 8.394E+01, 1.346E+02
 2.640E+02, 8.429E+01, 1.349E+02
 2.660E+02, 8.479E+01, 1.353E+02
 2.670E+02, 8.517E+01, 1.357E+02
 2.690E+02, 8.553E+01, 1.362E+02
 2.710E+02, 8.593E+01, 1.369E+02
 2.720E+02, 8.617E+01, 1.376E+02
 2.740E+02, 8.635E+01, 1.384E+02
 2.760E+02, 8.652E+01, 1.394E+02
 2.780E+02, 8.660E+01, 1.404E+02
 2.790E+02, 8.664E+01, 1.411E+02
 2.810E+02, 8.667E+01, 1.419E+02
 2.830E+02, 8.678E+01, 1.430E+02
 2.840E+02, 8.693E+01, 1.437E+02
 2.860E+02, 8.714E+01, 1.445E+02
 2.880E+02, 8.752E+01, 1.456E+02
 2.890E+02, 8.787E+01, 1.465E+02
 2.910E+02, 8.830E+01, 1.474E+02
 2.930E+02, 8.889E+01, 1.487E+02
 2.950E+02, 8.948E+01, 1.499E+02
 2.960E+02, 8.989E+01, 1.509E+02
 2.980E+02, 9.026E+01, 1.517E+02
 3.000E+02, 9.070E+01, 1.526E+02
 3.010E+02, 9.098E+01, 1.532E+02
 3.030E+02, 9.123E+01, 1.538E+02
 3.050E+02, 9.150E+01, 1.544E+02
 3.060E+02, 9.169E+01, 1.549E+02
 3.080E+02, 9.189E+01, 1.553E+02
 3.100E+02, 9.214E+01, 1.557E+02
 3.120E+02, 9.240E+01, 1.560E+02
 3.130E+02, 9.259E+01, 1.562E+02
 3.150E+02, 9.278E+01, 1.564E+02
 3.170E+02, 9.302E+01, 1.568E+02
 3.180E+02, 9.321E+01, 1.573E+02
 3.200E+02, 9.339E+01, 1.580E+02
 3.220E+02, 9.364E+01, 1.592E+02
 3.230E+02, 9.383E+01, 1.602E+02
 3.250E+02, 9.402E+01, 1.612E+02
 3.270E+02, 9.429E+01, 1.625E+02
 3.290E+02, 9.457E+01, 1.637E+02
 3.300E+02, 9.479E+01, 1.646E+02
 3.320E+02, 9.500E+01, 1.654E+02
 3.340E+02, 9.530E+01, 1.665E+02
 3.350E+02, 9.553E+01, 1.673E+02
 3.370E+02, 9.578E+01, 1.681E+02
 3.390E+02, 9.617E+01, 1.694E+02
 3.400E+02, 9.649E+01, 1.705E+02
 3.420E+02, 9.684E+01, 1.716E+02
 3.440E+02, 9.734E+01, 1.732E+02
 3.460E+02, 9.788E+01, 1.747E+02
 3.470E+02, 9.828E+01, 1.758E+02
 3.490E+02, 9.866E+01, 1.767E+02
 3.510E+02, 9.912E+01, 1.779E+02
 3.520E+02, 9.943E+01, 1.787E+02
 3.540E+02, 9.969E+01, 1.794E+02
 3.560E+02, 1.000E+02, 1.804E+02
 3.570E+02, 1.002E+02, 1.812E+02
 3.590E+02, 1.004E+02, 1.820E+02
 3.610E+02, 1.006E+02, 1.830E+02
 3.630E+02, 1.009E+02, 1.841E+02
 3.640E+02, 1.011E+02, 1.849E+02
 3.660E+02, 1.014E+02, 1.856E+02
 3.680E+02, 1.018E+02, 1.865E+02
 3.690E+02, 1.022E+02, 1.870E+02
 3.710E+02, 1.026E+02, 1.874E+02
 3.730E+02, 1.031E+02, 1.878E+02
 3.740E+02, 1.035E+02, 1.881E+02
 3.760E+02, 1.039E+02, 1.885E+02
 3.780E+02, 1.045E+02, 1.891E+02
 3.800E+02, 1.051E+02, 1.898E+02
 3.810E+02, 1.055E+02, 1.905E+02
 3.830E+02, 1.059E+02, 1.912E+02
 3.850E+02, 1.065E+02, 1.921E+02
 3.860E+02, 1.069E+02, 1.927E+02
 3.880E+02, 1.074E+02, 1.933E+02
 3.900E+02, 1.080E+02, 1.940E+02
 3.910E+02, 1.085E+02, 1.945E+02
 3.930E+02, 1.089E+02, 1.950E+02
 3.950E+02, 1.096E+02, 1.957E+02
 3.970E+02, 1.103E+02, 1.964E+02
 3.980E+02, 1.108E+02, 1.970E+02
 4.000E+02, 1.113E+02, 1.976E+02
 4.020E+02, 1.120E+02, 1.985E+02
 4.030E+02, 1.125E+02, 1.992E+02
 4.050E+02, 1.129E+02, 1.998E+02
 4.070E+02, 1.135E+02, 2.006E+02
 4.080E+02, 1.138E+02, 2.011E+02
 4.100E+02, 1.141E+02, 2.015E+02
 4.120E+02, 1.145E+02, 2.019E+02
 4.140E+02, 1.149E+02, 2.023E+02
 4.150E+02, 1.151E+02, 2.025E+02
 4.170E+02, 1.154E+02, 2.027E+02
 4.190E+02, 1.157E+02, 2.030E+02
 4.200E+02, 1.158E+02, 2.031E+02
 4.220E+02, 1.160E+02, 2.031E+02
 4.240E+02, 1.161E+02, 2.032E+02
 4.250E+02, 1.162E+02, 2.033E+02
 4.270E+02, 1.163E+02, 2.034E+02
 4.290E+02, 1.165E+02, 2.035E+02
 4.310E+02, 1.168E+02, 2.036E+02
 4.320E+02, 1.171E+02, 2.036E+02
 4.340E+02, 1.175E+02, 2.037E+02
 4.360E+02, 1.181E+02, 2.038E+02
 4.370E+02, 1.186E+02, 2.038E+02
 4.390E+02, 1.192E+02, 2.037E+02
 4.410E+02, 1.200E+02, 2.036E+02
 4.420E+02, 1.205E+02, 2.034E+02
 4.440E+02, 1.210E+02, 2.033E+02
 4.460E+02, 1.217E+02, 2.032E+02
 4.480E+02, 1.224E+02, 2.032E+02
 4.490E+02, 1.228E+02, 2.033E+02
 4.510E+02, 1.233E+02, 2.035E+02
 4.530E+02, 1.238E+02, 2.038E+02
 4.540E+02, 1.243E+02, 2.040E+02
 4.560E+02, 1.247E+02, 2.042E+02
 4.580E+02, 1.254E+02, 2.045E+02
 4.590E+02, 1.260E+02, 2.047E+02
 4.610E+02, 1.265E+02, 2.050E+02
 4.630E+02, 1.274E+02, 2.053E+02
 4.650E+02, 1.282E+02, 2.056E+02
 4.660E+02, 1.289E+02, 2.058E+02
 4.680E+02, 1.295E+02, 2.060E+02
 4.700E+02, 1.303E+02, 2.062E+02
 4.710E+02, 1.309E+02, 2.063E+02
 4.730E+02, 1.314E+02, 2.065E+02
 4.750E+02, 1.321E+02, 2.066E+02
 4.760E+02, 1.325E+02, 2.067E+02
 4.780E+02, 1.330E+02, 2.068E+02
 4.800E+02, 1.335E+02, 2.068E+02
 4.820E+02, 1.341E+02, 2.069E+02
 4.830E+02, 1.345E+02, 2.069E+02
 4.850E+02, 1.349E+02, 2.067E+02
 4.870E+02, 1.355E+02, 2.060E+02
 4.880E+02, 1.359E+02, 2.052E+02
 4.900E+02, 1.364E+02, 2.040E+02
 4.920E+02, 1.370E+02, 2.023E+02
 4.930E+02, 1.374E+02, 2.010E+02
 4.950E+02, 1.378E+02, 1.997E+02
 4.970E+02, 1.384E+02, 1.980E+02
 4.990E+02, 1.388E+02, 1.964E+02
 5.000E+02, 1.391E+02, 1.953E+02
 5.020E+02, 1.393E+02, 1.941E+02
 5.040E+02, 1.396E+02, 1.925E+02
 5.050E+02, 1.398E+02, 1.912E+02
 5.070E+02, 1.399E+02, 1.896E+02
 5.090E+02, 1.402E+02, 1.873E+02
 5.100E+02, 1.404E+02, 1.854E+02
 5.120E+02, 1.407E+02, 1.835E+02
 5.140E+02, 1.411E+02, 1.808E+02
 5.160E+02, 1.415E+02, 1.782E+02
 5.170E+02, 1.419E+02, 1.763E+02
 5.190E+02, 1.423E+02, 1.744E+02
 5.210E+02, 1.428E+02, 1.719E+02
 5.220E+02, 1.431E+02, 1.700E+02
 5.240E+02, 1.435E+02, 1.681E+02
 5.260E+02, 1.439E+02, 1.659E+02
 5.270E+02, 1.442E+02, 1.644E+02
 5.290E+02, 1.445E+02, 1.630E+02
 5.310E+02, 1.449E+02, 1.614E+02
 5.330E+02, 1.452E+02, 1.598E+02
 5.340E+02, 1.455E+02, 1.587E+02
 5.360E+02, 1.458E+02, 1.577E+02
 5.380E+02, 1.462E+02, 1.566E+02
 5.390E+02, 1.465E+02, 1.560E+02
 5.410E+02, 1.468E+02, 1.554E+02
 5.430E+02, 1.473E+02, 1.547E+02
 5.440E+02, 1.477E+02, 1.540E+02
 5.460E+02, 1.481E+02, 1.534E+02
 5.480E+02, 1.486E+02, 1.524E+02
 5.500E+02, 1.490E+02, 1.513E+02
 5.510E+02, 1.493E+02, 1.505E+02
 5.530E+02, 1.496E+02, 1.497E+02
 5.550E+02, 1.499E+02, 1.486E+02
 5.560E+02, 1.501E+02, 1.478E+02
 5.580E+02, 1.502E+02, 1.471E+02
 5.600E+02, 1.504E+02, 1.461E+02
 5.610E+02, 1.506E+02, 1.454E+02
 5.630E+02, 1.507E+02, 1.447E+02
 5.650E+02, 1.509E+02, 1.436E+02
 5.670E+02, 1.510E+02, 1.425E+02
 5.680E+02, 1.511E+02, 1.417E+02
 5.700E+02, 1.511E+02, 1.408E+02
 5.720E+02, 1.512E+02, 1.396E+02
 5.730E+02, 1.512E+02, 1.386E+02
 5.750E+02, 1.512E+02, 1.377E+02
 5.770E+02, 1.513E+02, 1.364E+02
 5.780E+02, 1.513E+02, 1.354E+02
 5.800E+02, 1.514E+02, 1.345E+02
 5.820E+02, 1.514E+02, 1.331E+02
 5.840E+02, 1.515E+02, 1.318E+02
 5.850E+02, 1.515E+02, 1.308E+02
 5.870E+02, 1.516E+02, 1.299E+02
 5.890E+02, 1.516E+02, 1.286E+02
 5.900E+02, 1.516E+02, 1.276E+02
 5.920E+02, 1.516E+02, 1.267E+02
 5.940E+02, 1.516E+02, 1.254E+02
 5.950E+02, 1.515E+02, 1.245E+02
 5.970E+02, 1.514E+02, 1.237E+02
 5.990E+02, 1.513E+02, 1.226E+02
 6.010E+02, 1.512E+02, 1.215E+02
 6.020E+02, 1.512E+02, 1.207E+02
 6.040E+02, 1.512E+02, 1.200E+02
 6.060E+02, 1.512E+02, 1.191E+02
 6.070E+02, 1.512E+02, 1.184E+02
 6.090E+02, 1.513E+02, 1.178E+02
 6.110E+02, 1.515E+02, 1.171E+02
 6.120E+02, 1.516E+02, 1.165E+02
 6.140E+02, 1.517E+02, 1.158E+02
 6.160E+02, 1.518E+02, 1.149E+02
 6.180E+02, 1.520E+02, 1.139E+02
 6.190E+02, 1.521E+02, 1.132E+02
 6.210E+02, 1.523E+02, 1.123E+02
 6.230E+02, 1.524E+02, 1.113E+02
 6.240E+02, 1.526E+02, 1.106E+02
 6.260E+02, 1.527E+02, 1.100E+02
 6.280E+02, 1.529E+02, 1.093E+02
 6.290E+02, 1.530E+02, 1.088E+02
 6.310E+02, 1.531E+02, 1.084E+02
 6.330E+02, 1.533E+02, 1.078E+02
 6.350E+02, 1.534E+02, 1.074E+02
 6.360E+02, 1.535E+02, 1.071E+02
 6.380E+02, 1.535E+02, 1.069E+02
 6.400E+02, 1.536E+02, 1.067E+02
 6.410E+02, 1.537E+02, 1.066E+02
 6.430E+02, 1.538E+02, 1.064E+02
 6.450E+02, 1.538E+02, 1.064E+02
 6.460E+02, 1.538E+02, 1.064E+02
 6.480E+02, 1.539E+02, 1.064E+02
 6.500E+02, 1.539E+02, 1.066E+02
 6.520E+02, 1.539E+02, 1.067E+02
 6.530E+02, 1.539E+02, 1.069E+02
 6.550E+02, 1.539E+02, 1.071E+02
 6.570E+02, 1.536E+02, 1.075E+02
 6.580E+02, 1.533E+02, 1.079E+02
 6.600E+02, 1.529E+02, 1.084E+02
 6.620E+02, 1.521E+02, 1.090E+02
 6.630E+02, 1.514E+02, 1.094E+02
 6.650E+02, 1.507E+02, 1.098E+02
 6.670E+02, 1.497E+02, 1.105E+02
 6.690E+02, 1.488E+02, 1.111E+02
 6.700E+02, 1.481E+02, 1.116E+02
 6.720E+02, 1.474E+02, 1.120E+02
 6.740E+02, 1.465E+02, 1.127E+02
 6.750E+02, 1.458E+02, 1.131E+02
 6.770E+02, 1.452E+02, 1.136E+02
 6.790E+02, 1.444E+02, 1.142E+02
 6.800E+02, 1.437E+02, 1.147E+02
 6.820E+02, 1.430E+02, 1.151E+02
 6.840E+02, 1.420E+02, 1.157E+02
 6.860E+02, 1.408E+02, 1.163E+02
 6.870E+02, 1.399E+02, 1.168E+02
 6.890E+02, 1.389E+02, 1.172E+02
 6.910E+02, 1.374E+02, 1.178E+02
 6.920E+02, 1.363E+02, 1.182E+02
 6.940E+02, 1.352E+02, 1.186E+02
 6.960E+02, 1.338E+02, 1.191E+02
 6.970E+02, 1.327E+02, 1.194E+02
 6.990E+02, 1.316E+02, 1.197E+02
 7.010E+02, 1.302E+02, 1.201E+02
 7.030E+02, 1.288E+02, 1.205E+02
 7.040E+02, 1.278E+02, 1.209E+02
 7.060E+02, 1.267E+02, 1.213E+02
 7.080E+02, 1.254E+02, 1.219E+02
 7.090E+02, 1.244E+02, 1.224E+02
 7.110E+02, 1.235E+02, 1.229E+02
 7.130E+02, 1.224E+02, 1.235E+02
 7.140E+02, 1.216E+02, 1.239E+02
 7.160E+02, 1.209E+02, 1.242E+02
 7.180E+02, 1.200E+02, 1.246E+02
 7.200E+02, 1.191E+02, 1.249E+02
 7.210E+02, 1.185E+02, 1.252E+02
 7.230E+02, 1.179E+02, 1.253E+02
 7.250E+02, 1.172E+02, 1.255E+02
 7.260E+02, 1.167E+02, 1.255E+02
 7.280E+02, 1.163E+02, 1.254E+02
 7.300E+02, 1.159E+02, 1.253E+02
 7.310E+02, 1.156E+02, 1.252E+02
 7.330E+02, 1.153E+02, 1.251E+02
 7.350E+02, 1.148E+02, 1.249E+02
 7.370E+02, 1.144E+02, 1.247E+02
 7.380E+02, 1.140E+02, 1.245E+02
 7.400E+02, 1.136E+02, 1.243E+02
 7.420E+02, 1.130E+02, 1.241E+02
 7.430E+02, 1.126E+02, 1.240E+02
 7.450E+02, 1.121E+02, 1.239E+02
 7.470E+02, 1.115E+02, 1.239E+02
 7.480E+02, 1.110E+02, 1.239E+02
 7.500E+02, 1.106E+02, 1.239E+02
 7.520E+02, 1.100E+02, 1.238E+02
 7.540E+02, 1.095E+02, 1.236E+02
 7.550E+02, 1.090E+02, 1.233E+02
 7.570E+02, 1.086E+02, 1.230E+02
 7.590E+02, 1.081E+02, 1.224E+02
 7.600E+02, 1.077E+02, 1.220E+02
 7.620E+02, 1.073E+02, 1.215E+02
 7.640E+02, 1.067E+02, 1.205E+02
 7.650E+02, 1.063E+02, 1.197E+02
 7.670E+02, 1.058E+02, 1.186E+02
 7.690E+02, 1.051E+02, 1.171E+02
 7.710E+02, 1.045E+02, 1.156E+02
 7.720E+02, 1.040E+02, 1.145E+02
 7.740E+02, 1.035E+02, 1.134E+02
 7.760E+02, 1.028E+02, 1.120E+02
 7.770E+02, 1.023E+02, 1.109E+02
 7.790E+02, 1.017E+02, 1.099E+02
 7.810E+02, 1.010E+02, 1.085E+02
 7.820E+02, 1.005E+02, 1.073E+02
 7.840E+02, 9.991E+01, 1.061E+02
 7.860E+02, 9.918E+01, 1.043E+02
 7.880E+02, 9.844E+01, 1.025E+02
 7.890E+02, 9.790E+01, 1.010E+02
 7.910E+02, 9.735E+01, 9.959E+01
 7.930E+02, 9.664E+01, 9.765E+01
 7.940E+02, 9.610E+01, 9.618E+01
 7.960E+02, 9.557E+01, 9.469E+01
 7.980E+02, 9.487E+01, 9.269E+01
 7.990E+02, 9.434E+01, 9.118E+01
 8.010E+02, 9.382E+01, 8.968E+01
 8.030E+02, 9.314E+01, 8.768E+01
 8.050E+02, 9.249E+01, 8.568E+01
 8.060E+02, 9.202E+01, 8.418E+01
 8.080E+02, 9.156E+01, 8.269E+01
 8.100E+02, 9.097E+01, 8.071E+01
 8.110E+02, 9.053E+01, 7.929E+01
 8.130E+02, 9.010E+01, 7.799E+01
 8.150E+02, 8.953E+01, 7.640E+01
 8.160E+02, 8.913E+01, 7.532E+01
 8.180E+02, 8.875E+01, 7.432E+01
 8.200E+02, 8.826E+01, 7.300E+01
 8.220E+02, 8.781E+01, 7.173E+01
 8.230E+02, 8.748E+01, 7.082E+01
 8.250E+02, 8.716E+01, 6.997E+01
 8.270E+02, 8.673E+01, 6.888E+01
 8.280E+02, 8.640E+01, 6.809E+01
 8.300E+02, 8.604E+01, 6.729E+01
 8.320E+02, 8.553E+01, 6.609E+01
 8.330E+02, 8.513E+01, 6.509E+01
 8.350E+02, 8.470E+01, 6.398E+01
 8.370E+02, 8.411E+01, 6.238E+01
 8.390E+02, 8.351E+01, 6.073E+01
 8.400E+02, 8.307E+01, 5.954E+01
 8.420E+02, 8.266E+01, 5.849E+01
 8.440E+02, 8.216E+01, 5.728E+01
 8.450E+02, 8.182E+01, 5.652E+01
 8.470E+02, 8.152E+01, 5.589E+01
 8.490E+02, 8.115E+01, 5.509E+01
 8.500E+02, 8.091E+01, 5.448E+01
 8.520E+02, 8.067E+01, 5.386E+01
 8.540E+02, 8.036E+01, 5.300E+01
 8.560E+02, 8.008E+01, 5.211E+01
 8.570E+02, 7.990E+01, 5.143E+01
 8.590E+02, 7.975E+01, 5.074E+01
 8.610E+02, 7.959E+01, 4.981E+01
 8.620E+02, 7.949E+01, 4.908E+01
 8.640E+02, 7.941E+01, 4.834E+01
 8.660E+02, 7.930E+01, 4.731E+01
 8.670E+02, 7.923E+01, 4.652E+01
 8.690E+02, 7.918E+01, 4.573E+01
 8.710E+02, 7.915E+01, 4.472E+01
 8.730E+02, 7.915E+01, 4.378E+01
 8.740E+02, 7.918E+01, 4.311E+01
 8.760E+02, 7.922E+01, 4.249E+01
 8.780E+02, 7.930E+01, 4.168E+01
 8.790E+02, 7.936E+01, 4.107E+01
 8.810E+02, 7.943E+01, 4.040E+01
 8.830E+02, 7.958E+01, 3.941E+01
 8.840E+02, 7.971E+01, 3.860E+01
 8.860E+02, 7.988E+01, 3.772E+01
 8.880E+02, 8.014E+01, 3.650E+01
 8.900E+02, 8.045E+01, 3.535E+01
 8.910E+02, 8.069E+01, 3.461E+01
 8.930E+02, 8.093E+01, 3.400E+01
 8.950E+02, 8.126E+01, 3.338E+01
 8.960E+02, 8.150E+01, 3.303E+01
 8.980E+02, 8.175E+01, 3.272E+01
 9.000E+02, 8.210E+01, 3.235E+01
 9.010E+02, 8.236E+01, 3.213E+01
 9.030E+02, 8.262E+01, 3.198E+01
 9.050E+02, 8.297E+01, 3.187E+01
 9.070E+02, 8.332E+01, 3.186E+01
 9.080E+02, 8.359E+01, 3.185E+01
 9.100E+02, 8.385E+01, 3.183E+01
 9.120E+02, 8.419E+01, 3.175E+01
 9.130E+02, 8.445E+01, 3.166E+01
 9.150E+02, 8.470E+01, 3.153E+01
 9.170E+02, 8.504E+01, 3.131E+01
 9.180E+02, 8.529E+01, 3.115E+01
 9.200E+02, 8.555E+01, 3.102E+01
 9.220E+02, 8.588E+01, 3.092E+01
 9.240E+02, 8.621E+01, 3.091E+01
 9.250E+02, 8.646E+01, 3.096E+01
 9.270E+02, 8.670E+01, 3.104E+01
 9.290E+02, 8.703E+01, 3.114E+01
 9.300E+02, 8.727E+01, 3.120E+01
 9.320E+02, 8.751E+01, 3.122E+01
 9.340E+02, 8.783E+01, 3.120E+01
 9.350E+02, 8.805E+01, 3.116E+01
 9.370E+02, 8.826E+01, 3.109E+01
 9.390E+02, 8.852E+01, 3.102E+01
 9.410E+02, 8.876E+01, 3.102E+01
 9.420E+02, 8.893E+01, 3.107E+01
 9.440E+02, 8.909E+01, 3.117E+01
 9.460E+02, 8.931E+01, 3.137E+01
 9.470E+02, 8.948E+01, 3.154E+01
 9.490E+02, 8.967E+01, 3.168E+01
 9.510E+02, 8.995E+01, 3.178E+01
 9.520E+02, 9.018E+01, 3.178E+01
 9.540E+02, 9.042E+01, 3.170E+01
 9.560E+02, 9.078E+01, 3.151E+01
 9.580E+02, 9.114E+01, 3.129E+01
 9.590E+02, 9.141E+01, 3.114E+01
 9.610E+02, 9.167E+01, 3.103E+01
 9.630E+02, 9.199E+01, 3.091E+01
 9.640E+02, 9.220E+01, 3.086E+01
 9.660E+02, 9.239E+01, 3.084E+01
 9.680E+02, 9.261E+01, 2.916E+01
 9.690E+02, 9.276E+01, 2.349E+01
 9.710E+02, 9.289E+01, 6.019E+00
 9.730E+02, 9.307E+01, 0.000E+00
 9.750E+02, 9.322E+01, 0.000E+00
 9.760E+02, 9.330E+01, 0.000E+00
 9.780E+02, 9.334E+01, 0.000E+00
 9.800E+02, 9.337E+01, 0.000E+00
 9.810E+02, 9.335E+01, 0.000E+00
 9.830E+02, 9.331E+01, 0.000E+00
 9.850E+02, 9.325E+01, 0.000E+00
 9.860E+02, 9.320E+01, 0.000E+00
