s,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2
 6.200E+01, 0.000E+00, 1.243E+02, 1.431E+02, 6.618E+01, 2.645E+01, 2.039E+01
 6.300E+01, 0.000E+00, 1.268E+02, 1.408E+02, 6.030E+01, 2.376E+01, 2.038E+01
 6.500E+01, 0.000E+00, 1.280E+02, 1.365E+02, 5.492E+01, 2.162E+01, 2.039E+01
 6.600E+01, 0.000E+00, 1.279E+02, 1.315E+02, 4.977E+01, 1.992E+01, 2.039E+01
 6.800E+01, 0.000E+00, 1.264E+02, 1.263E+02, 4.505E+01, 1.867E+01, 2.038E+01
 6.900E+01, 0.000E+00, 1.238E+02, 1.209E+02, 4.071E+01, 1.763E+01, 2.036E+01
 7.100E+01, 0.000E+00, 1.200E+02, 1.154E+02, 3.688E+01, 1.687E+01, 2.034E+01
 7.200E+01, 0.000E+00, 1.159E+02, 1.097E+02, 3.338E+01, 1.635E+01, 2.032E+01
 7.400E+01, 0.000E+00, 1.117E+02, 1.039E+02, 3.018E+01, 1.602E+01, 2.028E+01
 7.500E+01, 0.000E+00, 1.074E+02, 9.806E+01, 2.727E+01, 1.575E+01, 2.023E+01
 7.700E+01, 0.000E+00, 1.030E+02, 9.232E+01, 2.477E+01, 1.557E+01, 2.016E+01
 7.800E+01, 0.000E+00, 9.853E+01, 8.672E+01, 2.259E+01, 1.545E+01, 2.007E+01
 8.000E+01, 0.000E+00, 9.394E+01, 8.132E+01, 2.074E+01, 1.538E+01, 1.997E+01
 8.100E+01, 0.000E+00, 8.930E+01, 7.607E+01, 1.904E+01, 1.532E+01, 1.988E+01
 8.300E+01, 0.000E+00, 8.471E+01, 7.102E+01, 1.762E+01, 1.528E+01, 1.978E+01
 8.400E+01, 0.000E+00, 8.018E+01, 6.609E+01, 1.643E+01, 1.525E+01, 1.967E+01
 8.600E+01, 0.000E+00, 7.581E+01, 6.138E+01, 1.550E+01, 1.525E+01, 1.953E+01
 8.700E+01, 1.342E+00, 7.154E+01, 5.691E+01, 1.473E+01, 1.524E+01, 1.934E+01
 8.900E+01, 1.434E+01, 6.741E+01, 5.275E+01, 1.408E+01, 1.524E+01, 1.914E+01
 9.000E+01, 2.500E+01, 6.338E+01, 4.884E+01, 1.355E+01, 1.525E+01, 1.895E+01
 9.200E+01, 3.164E+01, 5.948E+01, 4.519E+01, 1.317E+01, 1.524E+01, 1.878E+01
 9.300E+01, 3.829E+01, 5.569E+01, 4.166E+01, 1.289E+01, 1.523E+01, 1.864E+01
 9.500E+01, 4.566E+01, 5.210E+01, 3.837E+01, 1.269E+01, 1.522E+01, 1.850E+01
 9.600E+01, 5.346E+01, 4.869E+01, 3.529E+01, 1.252E+01, 1.521E+01, 1.835E+01
 9.800E+01, 6.195E+01, 4.550E+01, 3.249E+01, 1.239E+01, 1.520E+01, 1.817E+01
 9.900E+01, 7.031E+01, 4.247E+01, 2.992E+01, 1.230E+01, 1.518E+01, 1.797E+01
 1.010E+02, 7.857E+01, 3.962E+01, 2.758E+01, 1.224E+01, 1.516E+01, 1.775E+01
 1.020E+02, 8.597E+01, 3.684E+01, 2.535E+01, 1.219E+01, 1.513E+01, 1.753E+01
 1.040E+02, 9.229E+01, 3.424E+01, 2.332E+01, 1.216E+01, 1.510E+01, 1.730E+01
 1.050E+02, 9.780E+01, 3.178E+01, 2.148E+01, 1.213E+01, 1.506E+01, 1.706E+01
 1.070E+02, 1.024E+02, 2.953E+01, 1.987E+01, 1.211E+01, 1.501E+01, 1.686E+01
 1.080E+02, 1.061E+02, 2.743E+01, 1.845E+01, 1.210E+01, 1.495E+01, 1.669E+01
 1.100E+02, 1.090E+02, 2.553E+01, 1.719E+01, 1.209E+01, 1.490E+01, 1.657E+01
 1.110E+02, 1.111E+02, 2.371E+01, 1.602E+01, 1.209E+01, 1.485E+01, 1.647E+01
 1.130E+02, 1.123E+02, 2.201E+01, 1.499E+01, 1.209E+01, 1.480E+01, 1.638E+01
 1.140E+02, 1.127E+02, 2.043E+01, 1.409E+01, 1.209E+01, 1.474E+01, 1.625E+01
 1.160E+02, 1.121E+02, 1.901E+01, 1.336E+01, 1.210E+01, 1.467E+01, 1.607E+01
 1.170E+02, 1.107E+02, 1.772E+01, 1.274E+01, 1.210E+01, 1.459E+01, 1.585E+01
 1.190E+02, 1.084E+02, 1.659E+01, 1.222E+01, 1.209E+01, 1.449E+01, 1.563E+01
 1.200E+02, 1.054E+02, 1.557E+01, 1.176E+01, 1.209E+01, 1.437E+01, 1.539E+01
 1.220E+02, 1.023E+02, 1.462E+01, 1.138E+01, 1.208E+01, 1.426E+01, 1.515E+01
 1.230E+02, 9.904E+01, 1.375E+01, 1.106E+01, 1.207E+01, 1.416E+01, 1.492E+01
 1.250E+02, 9.575E+01, 1.300E+01, 1.082E+01, 1.206E+01, 1.406E+01, 1.469E+01
 1.260E+02, 9.238E+01, 1.233E+01, 1.064E+01, 1.205E+01, 1.398E+01, 1.448E+01
 1.280E+02, 8.895E+01, 1.177E+01, 1.051E+01, 1.204E+01, 1.390E+01, 1.429E+01
 1.290E+02, 8.545E+01, 1.130E+01, 1.038E+01, 1.203E+01, 1.383E+01, 1.411E+01
 1.310E+02, 8.188E+01, 1.089E+01, 1.029E+01, 1.201E+01, 1.375E+01, 1.369E+01
 1.320E+02, 7.829E+01, 1.052E+01, 1.021E+01, 1.199E+01, 1.365E+01, 1.253E+01
 1.340E+02, 7.474E+01, 1.020E+01, 1.015E+01, 1.196E+01, 1.355E+01, 1.032E+01
 1.350E+02, 7.124E+01, 9.933E+00, 1.011E+01, 1.194E+01, 1.343E+01, 7.577E+00
 1.370E+02, 6.783E+01, 9.722E+00, 1.008E+01, 1.190E+01, 1.331E+01, 4.786E+00
 1.380E+02, 6.450E+01, 9.558E+00, 1.005E+01, 1.187E+01, 1.319E+01, 2.256E+00
 1.400E+02, 6.127E+01, 9.436E+00, 1.003E+01, 1.183E+01, 1.306E+01, 3.148E-01
 1.410E+02, 5.811E+01, 9.328E+00, 1.001E+01, 1.180E+01, 1.293E+01, 0.000E+00
 1.430E+02, 5.504E+01, 9.236E+00, 9.999E+00, 1.177E+01, 1.280E+01, 0.000E+00
 1.440E+02, 5.203E+01, 9.158E+00, 9.991E+00, 1.173E+01, 1.267E+01, 0.000E+00
 1.460E+02, 4.912E+01, 9.096E+00, 9.988E+00, 1.170E+01, 1.257E+01, 0.000E+00
 1.470E+02, 4.632E+01, 9.049E+00, 9.985E+00, 1.166E+01, 1.248E+01, 0.000E+00
 1.490E+02, 4.367E+01, 9.016E+00, 9.984E+00, 1.160E+01, 1.241E+01, 0.000E+00
 1.500E+02, 4.114E+01, 8.989E+00, 9.984E+00, 1.155E+01, 1.235E+01, 0.000E+00
 1.520E+02, 3.875E+01, 8.964E+00, 9.986E+00, 1.148E+01, 1.230E+01, 0.000E+00
 1.530E+02, 3.647E+01, 8.942E+00, 9.986E+00, 1.141E+01, 1.224E+01, 0.000E+00
 1.550E+02, 3.429E+01, 8.925E+00, 9.985E+00, 1.134E+01, 1.217E+01, 0.000E+00
 1.560E+02, 3.217E+01, 8.911E+00, 9.982E+00, 1.127E+01, 1.209E+01, 0.000E+00
 1.580E+02, 3.016E+01, 8.902E+00, 9.978E+00, 1.120E+01, 1.198E+01, 0.000E+00
 1.590E+02, 2.825E+01, 8.896E+00, 9.973E+00, 1.115E+01, 1.186E+01, 0.000E+00
 1.610E+02, 2.649E+01, 8.893E+00, 9.967E+00, 1.109E+01, 1.173E+01, 0.000E+00
 1.620E+02, 2.482E+01, 8.891E+00, 9.961E+00, 1.104E+01, 1.160E+01, 0.000E+00
 1.640E+02, 2.329E+01, 8.890E+00, 9.956E+00, 1.100E+01, 1.147E+01, 0.000E+00
 1.650E+02, 2.185E+01, 8.889E+00, 9.950E+00, 1.095E+01, 1.133E+01, 0.000E+00
 1.670E+02, 2.048E+01, 8.890E+00, 9.943E+00, 1.090E+01, 1.120E+01, 0.000E+00
 1.680E+02, 1.917E+01, 8.891E+00, 9.934E+00, 1.084E+01, 1.107E+01, 0.000E+00
 1.700E+02, 1.796E+01, 8.891E+00, 9.924E+00, 1.077E+01, 1.095E+01, 0.000E+00
 1.710E+02, 1.685E+01, 8.890E+00, 9.912E+00, 1.070E+01, 1.083E+01, 0.000E+00
 1.730E+02, 1.585E+01, 8.888E+00, 9.898E+00, 1.062E+01, 1.072E+01, 0.000E+00
 1.740E+02, 1.493E+01, 8.885E+00, 9.882E+00, 1.055E+01, 1.062E+01, 0.000E+00
 1.760E+02, 1.411E+01, 8.881E+00, 9.863E+00, 1.047E+01, 1.052E+01, 0.000E+00
 1.770E+02, 1.335E+01, 8.876E+00, 9.842E+00, 1.039E+01, 1.033E+01, 0.000E+00
 1.790E+02, 1.264E+01, 8.871E+00, 9.819E+00, 1.031E+01, 9.744E+00, 0.000E+00
 1.800E+02, 1.198E+01, 8.867E+00, 9.796E+00, 1.023E+01, 8.813E+00, 0.000E+00
 1.820E+02, 1.140E+01, 8.863E+00, 9.773E+00, 1.014E+01, 7.454E+00, 0.000E+00
 1.830E+02, 1.088E+01, 8.858E+00, 9.750E+00, 1.007E+01, 5.899E+00, 0.000E+00
 1.850E+02, 1.043E+01, 8.852E+00, 9.727E+00, 9.996E+00, 4.334E+00, 0.000E+00
 1.860E+02, 1.005E+01, 8.845E+00, 9.704E+00, 9.934E+00, 2.789E+00, 0.000E+00
 1.880E+02, 9.720E+00, 8.837E+00, 9.681E+00, 9.883E+00, 1.509E+00, 0.000E+00
 1.890E+02, 9.415E+00, 8.828E+00, 9.657E+00, 9.841E+00, 3.922E-02, 0.000E+00
 1.910E+02, 9.143E+00, 8.818E+00, 9.630E+00, 9.803E+00, 0.000E+00, 0.000E+00
 1.920E+02, 8.903E+00, 8.805E+00, 9.599E+00, 9.769E+00, 0.000E+00, 0.000E+00
 1.940E+02, 8.702E+00, 8.792E+00, 9.563E+00, 9.738E+00, 0.000E+00, 0.000E+00
 1.950E+02, 8.532E+00, 8.776E+00, 9.522E+00, 9.703E+00, 0.000E+00, 0.000E+00
 1.970E+02, 8.400E+00, 8.759E+00, 9.477E+00, 9.658E+00, 0.000E+00, 0.000E+00
 1.980E+02, 8.297E+00, 8.741E+00, 9.428E+00, 9.603E+00, 0.000E+00, 0.000E+00
 2.000E+02, 8.210E+00, 8.723E+00, 9.380E+00, 9.538E+00, 0.000E+00, 0.000E+00
 2.010E+02, 8.132E+00, 8.704E+00, 9.333E+00, 9.464E+00, 0.000E+00, 0.000E+00
 2.030E+02, 8.064E+00, 8.686E+00, 9.287E+00, 9.387E+00, 0.000E+00, 0.000E+00
 2.040E+02, 8.006E+00, 8.668E+00, 9.242E+00, 9.308E+00, 0.000E+00, 0.000E+00
 2.060E+02, 7.959E+00, 8.650E+00, 9.202E+00, 9.226E+00, 0.000E+00, 0.000E+00
 2.070E+02, 7.921E+00, 8.631E+00, 9.166E+00, 9.143E+00, 0.000E+00, 0.000E+00
 2.090E+02, 7.894E+00, 8.613E+00, 9.131E+00, 9.058E+00, 0.000E+00, 0.000E+00
 2.100E+02, 7.872E+00, 8.594E+00, 9.098E+00, 8.974E+00, 0.000E+00, 0.000E+00
 2.120E+02, 7.852E+00, 8.572E+00, 9.066E+00, 8.891E+00, 0.000E+00, 0.000E+00
 2.130E+02, 7.834E+00, 8.547E+00, 9.034E+00, 8.810E+00, 0.000E+00, 0.000E+00
 2.150E+02, 7.818E+00, 8.519E+00, 8.999E+00, 8.732E+00, 0.000E+00, 0.000E+00
 2.160E+02, 7.805E+00, 8.487E+00, 8.960E+00, 8.655E+00, 0.000E+00, 0.000E+00
 2.180E+02, 7.795E+00, 8.453E+00, 8.917E+00, 8.582E+00, 0.000E+00, 0.000E+00
 2.190E+02, 7.787E+00, 8.415E+00, 8.871E+00, 8.511E+00, 0.000E+00, 0.000E+00
 2.210E+02, 7.782E+00, 8.376E+00, 8.822E+00, 8.446E+00, 0.000E+00, 0.000E+00
 2.220E+02, 7.779E+00, 8.338E+00, 8.770E+00, 8.384E+00, 0.000E+00, 0.000E+00
 2.240E+02, 7.777E+00, 8.301E+00, 8.719E+00, 8.318E+00, 0.000E+00, 0.000E+00
 2.250E+02, 7.776E+00, 8.265E+00, 8.668E+00, 8.169E+00, 0.000E+00, 0.000E+00
 2.270E+02, 7.775E+00, 8.229E+00, 8.615E+00, 7.810E+00, 0.000E+00, 0.000E+00
 2.280E+02, 7.775E+00, 8.197E+00, 8.561E+00, 7.278E+00, 0.000E+00, 0.000E+00
 2.300E+02, 7.775E+00, 8.168E+00, 8.506E+00, 6.527E+00, 0.000E+00, 0.000E+00
 2.310E+02, 7.776E+00, 8.140E+00, 8.449E+00, 5.609E+00, 0.000E+00, 0.000E+00
 2.330E+02, 7.776E+00, 8.114E+00, 8.391E+00, 4.618E+00, 0.000E+00, 0.000E+00
 2.340E+02, 7.776E+00, 8.088E+00, 8.335E+00, 3.632E+00, 0.000E+00, 0.000E+00
 2.360E+02, 7.774E+00, 8.063E+00, 8.284E+00, 2.654E+00, 0.000E+00, 0.000E+00
 2.370E+02, 7.772E+00, 8.037E+00, 8.238E+00, 1.727E+00, 0.000E+00, 0.000E+00
 2.390E+02, 7.770E+00, 8.009E+00, 8.196E+00, 9.700E-01, 0.000E+00, 0.000E+00
 2.400E+02, 7.767E+00, 7.978E+00, 8.159E+00, 0.000E+00, 0.000E+00, 0.000E+00
 2.420E+02, 7.763E+00, 7.944E+00, 8.129E+00, 0.000E+00, 0.000E+00, 0.000E+00
 2.430E+02, 7.759E+00, 7.908E+00, 8.102E+00, 0.000E+00, 0.000E+00, 0.000E+00
 2.450E+02, 7.756E+00, 7.869E+00, 8.077E+00, 0.000E+00, 0.000E+00, 0.000E+00
 2.460E+02, 7.753E+00, 7.829E+00, 8.055E+00, 0.000E+00, 0.000E+00, 0.000E+00
 2.480E+02, 7.749E+00, 7.788E+00, 8.034E+00, 0.000E+00, 0.000E+00, 0.000E+00
 2.490E+02, 7.745E+00, 7.748E+00, 8.011E+00, 0.000E+00, 0.000E+00, 0.000E+00
 2.510E+02, 7.740E+00, 7.707E+00, 7.983E+00, 0.000E+00, 0.000E+00, 0.000E+00
 2.520E+02, 7.735E+00, 7.665E+00, 7.950E+00, 0.000E+00, 0.000E+00, 0.000E+00
 2.540E+02, 7.729E+00, 7.622E+00, 7.910E+00, 0.000E+00, 0.000E+00, 0.000E+00
 2.550E+02, 7.722E+00, 7.578E+00, 7.866E+00, 0.000E+00, 0.000E+00, 0.000E+00
 2.570E+02, 7.714E+00, 7.534E+00, 7.816E+00, 0.000E+00, 0.000E+00, 0.000E+00
 2.580E+02, 7.705E+00, 7.488E+00, 7.764E+00, 0.000E+00, 0.000E+00, 0.000E+00
 2.600E+02, 7.695E+00, 7.442E+00, 7.710E+00, 0.000E+00, 0.000E+00, 0.000E+00
 2.610E+02, 7.684E+00, 7.400E+00, 7.656E+00, 0.000E+00, 0.000E+00, 0.000E+00
 2.630E+02, 7.672E+00, 7.361E+00, 7.600E+00, 0.000E+00, 0.000E+00, 0.000E+00
 2.640E+02, 7.659E+00, 7.325E+00, 7.544E+00, 0.000E+00, 0.000E+00, 0.000E+00
 2.660E+02, 7.645E+00, 7.292E+00, 7.486E+00, 0.000E+00, 0.000E+00, 0.000E+00
 2.670E+02, 7.631E+00, 7.264E+00, 7.428E+00, 0.000E+00, 0.000E+00, 0.000E+00
 2.690E+02, 7.617E+00, 7.240E+00, 7.372E+00, 0.000E+00, 0.000E+00, 0.000E+00
 2.700E+02, 7.603E+00, 7.218E+00, 7.316E+00, 0.000E+00, 0.000E+00, 0.000E+00
 2.720E+02, 7.589E+00, 7.198E+00, 7.261E+00, 0.000E+00, 0.000E+00, 0.000E+00
 2.730E+02, 7.575E+00, 7.179E+00, 7.208E+00, 0.000E+00, 0.000E+00, 0.000E+00
 2.750E+02, 7.561E+00, 7.162E+00, 7.155E+00, 0.000E+00, 0.000E+00, 0.000E+00
 2.760E+02, 7.547E+00, 7.146E+00, 7.104E+00, 0.000E+00, 0.000E+00, 0.000E+00
 2.780E+02, 7.533E+00, 7.127E+00, 7.055E+00, 0.000E+00, 0.000E+00, 0.000E+00
 2.790E+02, 7.519E+00, 7.104E+00, 7.008E+00, 0.000E+00, 0.000E+00, 0.000E+00
 2.810E+02, 7.503E+00, 7.077E+00, 6.964E+00, 0.000E+00, 0.000E+00, 0.000E+00
 2.820E+02, 7.485E+00, 7.046E+00, 6.921E+00, 0.000E+00, 0.000E+00, 0.000E+00
 2.840E+02, 7.464E+00, 7.011E+00, 6.881E+00, 0.000E+00, 0.000E+00, 0.000E+00
 2.850E+02, 7.442E+00, 6.972E+00, 6.822E+00, 0.000E+00, 0.000E+00, 0.000E+00
 2.870E+02, 7.417E+00, 6.931E+00, 6.660E+00, 0.000E+00, 0.000E+00, 0.000E+00
 2.880E+02, 7.390E+00, 6.889E+00, 6.400E+00, 0.000E+00, 0.000E+00, 0.000E+00
 2.900E+02, 7.361E+00, 6.847E+00, 6.019E+00, 0.000E+00, 0.000E+00, 0.000E+00
 2.910E+02, 7.331E+00, 6.803E+00, 5.539E+00, 0.000E+00, 0.000E+00, 0.000E+00
 2.930E+02, 7.302E+00, 6.759E+00, 4.938E+00, 0.000E+00, 0.000E+00, 0.000E+00
 2.940E+02, 7.273E+00, 6.714E+00, 4.272E+00, 0.000E+00, 0.000E+00, 0.000E+00
 2.960E+02, 7.245E+00, 6.669E+00, 3.599E+00, 0.000E+00, 0.000E+00, 0.000E+00
 2.970E+02, 7.218E+00, 6.623E+00, 2.930E+00, 0.000E+00, 0.000E+00, 0.000E+00
 2.990E+02, 7.191E+00, 6.578E+00, 2.264E+00, 0.000E+00, 0.000E+00, 0.000E+00
 3.000E+02, 7.167E+00, 6.533E+00, 1.616E+00, 0.000E+00, 0.000E+00, 0.000E+00
 3.020E+02, 7.145E+00, 6.489E+00, 1.072E+00, 0.000E+00, 0.000E+00, 0.000E+00
 3.030E+02, 7.123E+00, 6.446E+00, 5.785E-01, 0.000E+00, 0.000E+00, 0.000E+00
 3.050E+02, 7.103E+00, 6.404E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 3.060E+02, 7.083E+00, 6.363E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 3.080E+02, 7.063E+00, 6.323E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 3.090E+02, 7.044E+00, 6.284E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 3.110E+02, 7.024E+00, 6.246E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 3.120E+02, 7.002E+00, 6.211E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 3.140E+02, 6.978E+00, 6.177E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 3.150E+02, 6.953E+00, 6.144E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 3.170E+02, 6.926E+00, 6.110E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 3.180E+02, 6.897E+00, 6.045E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 3.200E+02, 6.867E+00, 5.897E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 3.210E+02, 6.836E+00, 5.681E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 3.230E+02, 6.804E+00, 5.378E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 3.240E+02, 6.774E+00, 5.006E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 3.260E+02, 6.742E+00, 4.548E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 3.270E+02, 6.710E+00, 4.030E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 3.290E+02, 6.678E+00, 3.496E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 3.300E+02, 6.645E+00, 2.963E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 3.320E+02, 6.611E+00, 2.434E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 3.330E+02, 6.577E+00, 1.907E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 3.350E+02, 6.541E+00, 1.403E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 3.360E+02, 6.506E+00, 9.640E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 3.380E+02, 6.474E+00, 5.469E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 3.390E+02, 6.444E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 3.410E+02, 6.416E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 3.420E+02, 6.390E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 3.440E+02, 6.366E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 3.450E+02, 6.346E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 3.470E+02, 6.328E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 3.480E+02, 6.311E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 3.500E+02, 6.296E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 3.510E+02, 6.282E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 3.530E+02, 6.268E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 3.540E+02, 6.256E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 3.560E+02, 6.242E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 3.570E+02, 6.227E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 3.590E+02, 6.209E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 3.600E+02, 6.188E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 3.620E+02, 6.164E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 3.630E+02, 6.138E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 3.650E+02, 6.109E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 3.660E+02, 6.078E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 3.680E+02, 6.046E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 3.690E+02, 6.014E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
