s,C,kW/m2,C,kW/m2,C,kW/m2,C,kW/m2,C,kW/m2
 7.600E+01, 6.307E+02, 3.693E+02, 4.623E+02, 0.000E+00, 5.991E+02, 3.708E+02, 6.731E+02, 4.957E+02, 6.003E+02, 4.133E+02
 7.800E+01, 6.347E+02, 3.958E+02, 4.651E+02, 0.000E+00, 6.018E+02, 3.737E+02, 6.756E+02, 5.172E+02, 6.028E+02, 4.206E+02
 8.000E+01, 6.385E+02, 4.078E+02, 4.679E+02, 0.000E+00, 6.044E+02, 3.791E+02, 6.780E+02, 5.347E+02, 6.052E+02, 4.250E+02
 8.200E+01, 6.423E+02, 4.222E+02, 4.705E+02, 0.000E+00, 6.069E+02, 3.837E+02, 6.803E+02, 5.320E+02, 6.075E+02, 4.259E+02
 8.400E+01, 6.458E+02, 4.209E+02, 4.731E+02, 0.000E+00, 6.093E+02, 3.948E+02, 6.826E+02, 5.397E+02, 6.097E+02, 4.222E+02
 8.600E+01, 6.493E+02, 4.427E+02, 4.756E+02, 0.000E+00, 6.116E+02, 4.061E+02, 6.848E+02, 5.485E+02, 6.118E+02, 4.170E+02
 8.800E+01, 6.527E+02, 4.596E+02, 4.781E+02, 0.000E+00, 6.139E+02, 4.147E+02, 6.869E+02, 5.505E+02, 6.139E+02, 4.115E+02
 9.000E+01, 6.559E+02, 4.656E+02, 4.805E+02, 0.000E+00, 6.162E+02, 4.210E+02, 6.890E+02, 5.555E+02, 6.158E+02, 4.040E+02
 9.200E+01, 6.591E+02, 4.749E+02, 4.828E+02, 5.529E+01, 6.183E+02, 4.253E+02, 6.910E+02, 5.664E+02, 6.177E+02, 3.954E+02
 9.400E+01, 6.621E+02, 4.814E+02, 4.851E+02, 8.857E+01, 6.205E+02, 4.317E+02, 6.930E+02, 5.869E+02, 6.196E+02, 3.866E+02
 9.600E+01, 6.651E+02, 5.018E+02, 4.874E+02, 1.191E+02, 6.225E+02, 4.380E+02, 6.949E+02, 6.089E+02, 6.214E+02, 3.783E+02
 9.800E+01, 6.679E+02, 5.271E+02, 4.896E+02, 1.709E+02, 6.246E+02, 4.425E+02, 6.968E+02, 6.139E+02, 6.231E+02, 3.702E+02
 1.000E+02, 6.707E+02, 5.111E+02, 4.917E+02, 2.305E+02, 6.265E+02, 4.496E+02, 6.987E+02, 5.873E+02, 6.248E+02, 3.650E+02
 1.020E+02, 6.733E+02, 4.919E+02, 4.938E+02, 2.672E+02, 6.285E+02, 4.619E+02, 7.005E+02, 5.730E+02, 6.264E+02, 3.611E+02
 1.040E+02, 6.759E+02, 4.712E+02, 4.959E+02, 2.868E+02, 6.304E+02, 4.668E+02, 7.022E+02, 5.601E+02, 6.280E+02, 3.588E+02
 1.060E+02, 6.784E+02, 4.460E+02, 4.979E+02, 3.047E+02, 6.322E+02, 4.686E+02, 7.039E+02, 5.425E+02, 6.296E+02, 3.608E+02
 1.080E+02, 6.808E+02, 4.340E+02, 4.999E+02, 3.118E+02, 6.340E+02, 4.750E+02, 7.056E+02, 5.239E+02, 6.311E+02, 3.631E+02
 1.100E+02, 6.832E+02, 4.219E+02, 5.018E+02, 3.113E+02, 6.358E+02, 4.886E+02, 7.073E+02, 5.031E+02, 6.325E+02, 3.655E+02
 1.120E+02, 6.855E+02, 4.138E+02, 5.038E+02, 3.148E+02, 6.376E+02, 4.899E+02, 7.089E+02, 5.032E+02, 6.339E+02, 3.678E+02
 1.140E+02, 6.877E+02, 4.095E+02, 5.056E+02, 3.217E+02, 6.393E+02, 4.939E+02, 7.105E+02, 4.838E+02, 6.353E+02, 3.707E+02
 1.160E+02, 6.898E+02, 3.980E+02, 5.075E+02, 3.251E+02, 6.409E+02, 4.826E+02, 7.120E+02, 4.840E+02, 6.367E+02, 3.810E+02
 1.180E+02, 6.918E+02, 3.759E+02, 5.093E+02, 3.239E+02, 6.426E+02, 4.750E+02, 7.136E+02, 4.799E+02, 6.380E+02, 3.958E+02
 1.200E+02, 6.938E+02, 3.868E+02, 5.111E+02, 3.187E+02, 6.442E+02, 4.774E+02, 7.151E+02, 4.682E+02, 6.392E+02, 4.007E+02
 1.220E+02, 6.958E+02, 4.002E+02, 5.128E+02, 3.132E+02, 6.458E+02, 4.788E+02, 7.165E+02, 4.711E+02, 6.405E+02, 4.032E+02
 1.240E+02, 6.976E+02, 3.969E+02, 5.145E+02, 3.055E+02, 6.473E+02, 4.965E+02, 7.180E+02, 4.654E+02, 6.417E+02, 4.057E+02
 1.260E+02, 6.995E+02, 3.874E+02, 5.162E+02, 2.970E+02, 6.489E+02, 5.153E+02, 7.194E+02, 4.497E+02, 6.429E+02, 4.107E+02
 1.280E+02, 7.012E+02, 3.734E+02, 5.179E+02, 2.886E+02, 6.504E+02, 5.098E+02, 7.208E+02, 4.280E+02, 6.440E+02, 4.171E+02
 1.300E+02, 7.029E+02, 3.725E+02, 5.195E+02, 2.805E+02, 6.518E+02, 5.219E+02, 7.222E+02, 4.352E+02, 6.452E+02, 4.235E+02
 1.320E+02, 7.046E+02, 3.665E+02, 5.212E+02, 2.759E+02, 6.533E+02, 5.171E+02, 7.235E+02, 4.503E+02, 6.463E+02, 4.253E+02
 1.340E+02, 7.062E+02, 3.547E+02, 5.227E+02, 2.729E+02, 6.547E+02, 5.091E+02, 7.248E+02, 4.624E+02, 6.474E+02, 4.217E+02
 1.360E+02, 7.077E+02, 3.369E+02, 5.243E+02, 2.740E+02, 6.561E+02, 5.017E+02, 7.261E+02, 4.659E+02, 6.484E+02, 4.191E+02
 1.380E+02, 7.092E+02, 3.159E+02, 5.258E+02, 2.761E+02, 6.575E+02, 4.920E+02, 7.274E+02, 4.620E+02, 6.495E+02, 4.226E+02
 1.400E+02, 7.107E+02, 3.197E+02, 5.274E+02, 2.784E+02, 6.589E+02, 4.866E+02, 7.287E+02, 4.543E+02, 6.505E+02, 4.292E+02
 1.420E+02, 7.121E+02, 3.250E+02, 5.289E+02, 2.810E+02, 6.602E+02, 4.810E+02, 7.299E+02, 4.466E+02, 6.515E+02, 4.388E+02
 1.440E+02, 7.135E+02, 3.290E+02, 5.303E+02, 2.886E+02, 6.615E+02, 4.760E+02, 7.311E+02, 4.329E+02, 6.524E+02, 4.485E+02
 1.460E+02, 7.148E+02, 3.330E+02, 5.318E+02, 3.021E+02, 6.628E+02, 4.674E+02, 7.323E+02, 4.265E+02, 6.534E+02, 4.582E+02
 1.480E+02, 7.161E+02, 3.437E+02, 5.332E+02, 3.061E+02, 6.641E+02, 4.545E+02, 7.335E+02, 4.326E+02, 6.543E+02, 4.626E+02
 1.500E+02, 7.173E+02, 3.574E+02, 5.346E+02, 3.084E+02, 6.654E+02, 4.463E+02, 7.347E+02, 4.252E+02, 6.552E+02, 4.586E+02
 1.520E+02, 7.185E+02, 3.725E+02, 5.360E+02, 3.123E+02, 6.666E+02, 4.435E+02, 7.358E+02, 4.169E+02, 6.561E+02, 4.603E+02
 1.540E+02, 7.197E+02, 3.799E+02, 5.374E+02, 3.185E+02, 6.678E+02, 4.477E+02, 7.369E+02, 4.085E+02, 6.570E+02, 4.646E+02
 1.560E+02, 7.208E+02, 3.777E+02, 5.388E+02, 3.243E+02, 6.690E+02, 4.521E+02, 7.380E+02, 3.967E+02, 6.579E+02, 4.689E+02
 1.580E+02, 7.219E+02, 3.740E+02, 5.401E+02, 3.230E+02, 6.702E+02, 4.395E+02, 7.391E+02, 3.775E+02, 6.587E+02, 4.730E+02
 1.600E+02, 7.230E+02, 3.667E+02, 5.414E+02, 3.198E+02, 6.714E+02, 4.304E+02, 7.402E+02, 3.640E+02, 6.596E+02, 4.764E+02
 1.620E+02, 7.240E+02, 3.940E+02, 5.427E+02, 3.226E+02, 6.725E+02, 4.217E+02, 7.413E+02, 3.650E+02, 6.604E+02, 4.760E+02
 1.640E+02, 7.250E+02, 4.112E+02, 5.440E+02, 3.302E+02, 6.736E+02, 4.004E+02, 7.423E+02, 3.728E+02, 6.612E+02, 4.763E+02
 1.660E+02, 7.260E+02, 4.377E+02, 5.453E+02, 3.403E+02, 6.748E+02, 3.990E+02, 7.433E+02, 3.757E+02, 6.620E+02, 4.806E+02
 1.680E+02, 7.269E+02, 4.553E+02, 5.465E+02, 3.504E+02, 6.759E+02, 3.995E+02, 7.443E+02, 3.786E+02, 6.628E+02, 4.844E+02
 1.700E+02, 7.279E+02, 4.546E+02, 5.477E+02, 3.555E+02, 6.769E+02, 4.010E+02, 7.453E+02, 3.815E+02, 6.636E+02, 4.892E+02
 1.720E+02, 7.287E+02, 4.453E+02, 5.490E+02, 3.523E+02, 6.780E+02, 4.070E+02, 7.463E+02, 3.844E+02, 6.643E+02, 4.996E+02
 1.740E+02, 7.296E+02, 4.067E+02, 5.502E+02, 3.552E+02, 6.791E+02, 4.049E+02, 7.473E+02, 3.874E+02, 6.651E+02, 5.080E+02
 1.760E+02, 7.304E+02, 4.024E+02, 5.513E+02, 3.592E+02, 6.801E+02, 4.085E+02, 7.482E+02, 4.012E+02, 6.658E+02, 5.147E+02
 1.780E+02, 7.312E+02, 3.983E+02, 5.525E+02, 3.633E+02, 6.811E+02, 4.090E+02, 7.492E+02, 4.117E+02, 6.665E+02, 5.292E+02
 1.800E+02, 7.320E+02, 3.824E+02, 5.537E+02, 3.662E+02, 6.821E+02, 4.125E+02, 7.501E+02, 4.204E+02, 6.672E+02, 5.323E+02
 1.820E+02, 7.328E+02, 3.629E+02, 5.548E+02, 3.655E+02, 6.831E+02, 4.110E+02, 7.510E+02, 4.328E+02, 6.679E+02, 5.293E+02
 1.840E+02, 7.335E+02, 3.514E+02, 5.559E+02, 3.682E+02, 6.841E+02, 4.099E+02, 7.519E+02, 4.434E+02, 6.686E+02, 5.164E+02
 1.860E+02, 7.342E+02, 3.666E+02, 5.570E+02, 3.720E+02, 6.851E+02, 4.150E+02, 7.528E+02, 4.381E+02, 6.693E+02, 5.032E+02
 1.880E+02, 7.349E+02, 3.670E+02, 5.581E+02, 3.782E+02, 6.860E+02, 4.162E+02, 7.537E+02, 4.384E+02, 6.700E+02, 4.983E+02
 1.900E+02, 7.356E+02, 3.643E+02, 5.592E+02, 3.888E+02, 6.870E+02, 4.241E+02, 7.545E+02, 4.379E+02, 6.707E+02, 4.953E+02
 1.920E+02, 7.362E+02, 3.558E+02, 5.603E+02, 3.963E+02, 6.879E+02, 4.388E+02, 7.554E+02, 4.357E+02, 6.713E+02, 4.908E+02
 1.940E+02, 7.369E+02, 3.187E+02, 5.613E+02, 4.097E+02, 6.888E+02, 4.377E+02, 7.562E+02, 4.302E+02, 6.719E+02, 4.830E+02
 1.960E+02, 7.375E+02, 3.058E+02, 5.624E+02, 4.105E+02, 6.897E+02, 4.377E+02, 7.570E+02, 4.303E+02, 6.726E+02, 4.750E+02
 1.980E+02, 7.381E+02, 3.041E+02, 5.634E+02, 4.028E+02, 6.906E+02, 4.312E+02, 7.578E+02, 4.634E+02, 6.732E+02, 4.681E+02
 2.000E+02, 7.386E+02, 2.959E+02, 5.644E+02, 3.881E+02, 6.915E+02, 4.178E+02, 7.586E+02, 4.776E+02, 6.738E+02, 4.610E+02
 2.020E+02, 7.392E+02, 2.937E+02, 5.654E+02, 3.825E+02, 6.923E+02, 4.057E+02, 7.594E+02, 4.906E+02, 6.744E+02, 4.504E+02
 2.040E+02, 7.397E+02, 2.821E+02, 5.664E+02, 3.779E+02, 6.932E+02, 3.942E+02, 7.602E+02, 5.130E+02, 6.751E+02, 4.395E+02
 2.060E+02, 7.403E+02, 2.754E+02, 5.674E+02, 3.705E+02, 6.940E+02, 3.912E+02, 7.610E+02, 5.342E+02, 6.756E+02, 4.432E+02
 2.080E+02, 7.408E+02, 2.697E+02, 5.683E+02, 3.624E+02, 6.948E+02, 3.853E+02, 7.617E+02, 5.363E+02, 6.762E+02, 4.424E+02
 2.100E+02, 7.413E+02, 2.633E+02, 5.693E+02, 3.543E+02, 6.957E+02, 3.786E+02, 7.625E+02, 5.342E+02, 6.768E+02, 4.282E+02
 2.120E+02, 7.417E+02, 2.646E+02, 5.702E+02, 3.453E+02, 6.965E+02, 3.757E+02, 7.632E+02, 5.428E+02, 6.774E+02, 4.232E+02
 2.140E+02, 7.422E+02, 2.608E+02, 5.712E+02, 3.331E+02, 6.973E+02, 3.766E+02, 7.639E+02, 5.222E+02, 6.780E+02, 4.230E+02
 2.160E+02, 7.427E+02, 2.565E+02, 5.721E+02, 3.346E+02, 6.980E+02, 3.782E+02, 7.646E+02, 4.863E+02, 6.785E+02, 4.233E+02
 2.180E+02, 7.431E+02, 2.583E+02, 5.730E+02, 3.316E+02, 6.988E+02, 3.794E+02, 7.653E+02, 4.693E+02, 6.791E+02, 4.236E+02
 2.200E+02, 7.435E+02, 2.443E+02, 5.739E+02, 3.200E+02, 6.996E+02, 3.797E+02, 7.660E+02, 4.728E+02, 6.796E+02, 4.179E+02
 2.220E+02, 7.439E+02, 2.307E+02, 5.748E+02, 3.192E+02, 7.003E+02, 3.752E+02, 7.667E+02, 4.748E+02, 6.802E+02, 4.099E+02
 2.240E+02, 7.443E+02, 2.118E+02, 5.756E+02, 3.196E+02, 7.011E+02, 3.690E+02, 7.674E+02, 4.634E+02, 6.807E+02, 4.101E+02
 2.260E+02, 7.447E+02, 2.050E+02, 5.765E+02, 3.192E+02, 7.018E+02, 3.690E+02, 7.681E+02, 4.491E+02, 6.813E+02, 4.114E+02
 2.280E+02, 7.451E+02, 1.985E+02, 5.773E+02, 3.115E+02, 7.025E+02, 3.622E+02, 7.687E+02, 4.479E+02, 6.818E+02, 4.114E+02
 2.300E+02, 7.455E+02, 1.856E+02, 5.782E+02, 3.087E+02, 7.032E+02, 3.602E+02, 7.694E+02, 4.165E+02, 6.823E+02, 4.074E+02
 2.320E+02, 7.458E+02, 1.686E+02, 5.790E+02, 3.102E+02, 7.039E+02, 3.620E+02, 7.700E+02, 4.074E+02, 6.828E+02, 4.021E+02
 2.340E+02, 7.462E+02, 1.523E+02, 5.798E+02, 3.108E+02, 7.046E+02, 3.588E+02, 7.706E+02, 4.188E+02, 6.833E+02, 3.955E+02
 2.360E+02, 7.465E+02, 1.382E+02, 5.806E+02, 3.062E+02, 7.053E+02, 3.502E+02, 7.712E+02, 4.301E+02, 6.838E+02, 3.846E+02
 2.380E+02, 7.468E+02, 1.275E+02, 5.814E+02, 3.002E+02, 7.060E+02, 3.426E+02, 7.719E+02, 4.338E+02, 6.843E+02, 3.744E+02
 2.400E+02, 7.471E+02, 1.200E+02, 5.822E+02, 2.895E+02, 7.067E+02, 3.420E+02, 7.725E+02, 4.266E+02, 6.848E+02, 3.740E+02
 2.420E+02, 7.474E+02, 1.141E+02, 5.830E+02, 2.802E+02, 7.073E+02, 3.494E+02, 7.731E+02, 4.265E+02, 6.853E+02, 3.801E+02
 2.440E+02, 7.477E+02, 1.080E+02, 5.838E+02, 2.828E+02, 7.080E+02, 3.525E+02, 7.736E+02, 4.287E+02, 6.858E+02, 3.867E+02
 2.460E+02, 7.480E+02, 1.009E+02, 5.845E+02, 2.900E+02, 7.086E+02, 3.540E+02, 7.742E+02, 4.124E+02, 6.863E+02, 3.923E+02
 2.480E+02, 7.483E+02, 9.902E+01, 5.853E+02, 2.969E+02, 7.092E+02, 3.532E+02, 7.748E+02, 3.795E+02, 6.868E+02, 3.936E+02
 2.500E+02, 7.486E+02, 9.894E+01, 5.860E+02, 2.989E+02, 7.099E+02, 3.442E+02, 7.754E+02, 3.551E+02, 6.872E+02, 4.003E+02
 2.520E+02, 7.488E+02, 9.981E+01, 5.868E+02, 3.095E+02, 7.105E+02, 3.399E+02, 7.759E+02, 3.577E+02, 6.877E+02, 4.049E+02
 2.540E+02, 7.491E+02, 1.009E+02, 5.875E+02, 3.073E+02, 7.111E+02, 3.390E+02, 7.765E+02, 3.573E+02, 6.882E+02, 4.006E+02
 2.560E+02, 7.493E+02, 7.453E+01, 5.882E+02, 3.060E+02, 7.117E+02, 3.412E+02, 7.770E+02, 3.485E+02, 6.886E+02, 3.986E+02
 2.580E+02, 7.495E+02, 2.557E+01, 5.889E+02, 3.029E+02, 7.123E+02, 3.414E+02, 7.775E+02, 3.416E+02, 6.891E+02, 3.955E+02
 2.600E+02, 7.498E+02, 1.293E+01, 5.896E+02, 2.994E+02, 7.129E+02, 3.334E+02, 7.781E+02, 3.400E+02, 6.895E+02, 3.922E+02
 2.620E+02, 7.500E+02, 8.590E+00, 5.903E+02, 2.959E+02, 7.134E+02, 3.225E+02, 7.786E+02, 3.363E+02, 6.900E+02, 3.889E+02
 2.640E+02, 7.502E+02, 7.089E+00, 5.910E+02, 2.924E+02, 7.140E+02, 3.248E+02, 7.791E+02, 3.235E+02, 6.904E+02, 3.857E+02
 2.660E+02, 7.504E+02, 6.638E+00, 5.917E+02, 2.855E+02, 7.146E+02, 3.271E+02, 7.796E+02, 3.206E+02, 6.909E+02, 3.827E+02
 2.680E+02, 7.506E+02, 6.666E+00, 5.924E+02, 2.783E+02, 7.151E+02, 3.221E+02, 7.801E+02, 3.128E+02, 6.913E+02, 3.769E+02
 2.700E+02, 7.508E+02, 6.691E+00, 5.930E+02, 2.820E+02, 7.157E+02, 3.146E+02, 7.806E+02, 3.107E+02, 6.917E+02, 3.676E+02
 2.720E+02, 7.510E+02, 6.689E+00, 5.937E+02, 2.848E+02, 7.162E+02, 3.175E+02, 7.811E+02, 3.054E+02, 6.922E+02, 3.685E+02
 2.740E+02, 7.512E+02, 6.680E+00, 5.943E+02, 2.817E+02, 7.167E+02, 3.224E+02, 7.816E+02, 3.010E+02, 6.926E+02, 3.734E+02
 2.760E+02, 7.514E+02, 6.670E+00, 5.949E+02, 2.780E+02, 7.173E+02, 3.241E+02, 7.820E+02, 3.064E+02, 6.930E+02, 3.753E+02
 2.780E+02, 7.516E+02, 6.660E+00, 5.956E+02, 2.742E+02, 7.178E+02, 3.252E+02, 7.825E+02, 3.021E+02, 6.934E+02, 3.721E+02
 2.800E+02, 7.517E+02, 6.648E+00, 5.962E+02, 2.705E+02, 7.183E+02, 3.250E+02, 7.829E+02, 2.993E+02, 6.938E+02, 3.686E+02
 2.820E+02, 7.519E+02, 6.637E+00, 5.968E+02, 2.668E+02, 7.188E+02, 3.178E+02, 7.834E+02, 2.933E+02, 6.942E+02, 3.647E+02
 2.840E+02, 7.521E+02, 7.194E+00, 5.974E+02, 2.616E+02, 7.193E+02, 3.071E+02, 7.838E+02, 2.953E+02, 6.947E+02, 3.606E+02
 2.860E+02, 7.522E+02, 0.000E+00, 5.980E+02, 2.540E+02, 7.198E+02, 3.003E+02, 7.843E+02, 2.980E+02, 6.951E+02, 3.565E+02
 2.880E+02, 7.524E+02, 0.000E+00, 5.986E+02, 2.446E+02, 7.203E+02, 2.981E+02, 7.847E+02, 2.912E+02, 6.955E+02, 3.524E+02
 2.900E+02, 7.525E+02, 0.000E+00, 5.992E+02, 2.391E+02, 7.208E+02, 2.960E+02, 7.851E+02, 2.770E+02, 6.959E+02, 3.477E+02
 2.920E+02, 7.527E+02, 0.000E+00, 5.998E+02, 2.362E+02, 7.212E+02, 2.911E+02, 7.856E+02, 2.687E+02, 6.962E+02, 3.402E+02
 2.940E+02, 7.528E+02, 0.000E+00, 6.003E+02, 2.401E+02, 7.217E+02, 2.888E+02, 7.860E+02, 2.494E+02, 6.966E+02, 3.320E+02
 2.960E+02, 7.529E+02, 0.000E+00, 6.009E+02, 2.437E+02, 7.222E+02, 2.862E+02, 7.864E+02, 2.330E+02, 6.970E+02, 3.219E+02
 2.980E+02, 7.531E+02, 0.000E+00, 6.014E+02, 2.450E+02, 7.226E+02, 2.883E+02, 7.868E+02, 2.225E+02, 6.974E+02, 3.167E+02
 3.000E+02, 7.532E+02, 0.000E+00, 6.020E+02, 2.463E+02, 7.231E+02, 2.940E+02, 7.872E+02, 2.117E+02, 6.978E+02, 3.135E+02
 3.020E+02, 7.533E+02, 0.000E+00, 6.025E+02, 2.475E+02, 7.235E+02, 2.968E+02, 7.876E+02, 1.977E+02, 6.982E+02, 3.144E+02
 3.040E+02, 7.534E+02, 0.000E+00, 6.031E+02, 2.488E+02, 7.239E+02, 3.019E+02, 7.880E+02, 1.744E+02, 6.986E+02, 3.201E+02
 3.060E+02, 7.535E+02, 0.000E+00, 6.036E+02, 2.500E+02, 7.244E+02, 3.052E+02, 7.884E+02, 1.542E+02, 6.989E+02, 3.227E+02
 3.080E+02, 7.537E+02, 0.000E+00, 6.041E+02, 2.513E+02, 7.248E+02, 3.078E+02, 7.888E+02, 1.385E+02, 6.993E+02, 3.241E+02
