s,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2
 1.320E+02, 0.000E+00, 1.359E+02, 1.510E+02, 1.284E+02, 2.211E+02
 1.340E+02, 0.000E+00, 1.442E+02, 1.484E+02, 1.295E+02, 2.251E+02
 1.350E+02, 0.000E+00, 1.515E+02, 1.457E+02, 1.306E+02, 2.296E+02
 1.370E+02, 0.000E+00, 1.588E+02, 1.433E+02, 1.317E+02, 2.351E+02
 1.380E+02, 0.000E+00, 1.653E+02, 1.410E+02, 1.328E+02, 2.406E+02
 1.400E+02, 0.000E+00, 1.720E+02, 1.387E+02, 1.339E+02, 2.462E+02
 1.410E+02, 0.000E+00, 1.782E+02, 1.364E+02, 1.351E+02, 2.517E+02
 1.430E+02, 0.000E+00, 1.836E+02, 1.341E+02, 1.362E+02, 2.572E+02
 1.440E+02, 0.000E+00, 1.880E+02, 1.318E+02, 1.373E+02, 2.628E+02
 1.460E+02, 0.000E+00, 1.925E+02, 1.295E+02, 1.384E+02, 2.683E+02
 1.470E+02, 0.000E+00, 1.962E+02, 1.273E+02, 1.395E+02, 2.739E+02
 1.490E+02, 0.000E+00, 1.984E+02, 1.253E+02, 1.406E+02, 2.794E+02
 1.500E+02, 0.000E+00, 1.997E+02, 1.234E+02, 1.417E+02, 2.850E+02
 1.520E+02, 0.000E+00, 2.001E+02, 1.215E+02, 1.429E+02, 2.904E+02
 1.530E+02, 0.000E+00, 1.992E+02, 1.195E+02, 1.440E+02, 2.953E+02
 1.550E+02, 0.000E+00, 1.981E+02, 1.176E+02, 1.451E+02, 3.002E+02
 1.560E+02, 0.000E+00, 1.961E+02, 1.156E+02, 1.462E+02, 3.050E+02
 1.580E+02, 0.000E+00, 1.932E+02, 1.137E+02, 1.468E+02, 3.099E+02
 1.590E+02, 0.000E+00, 1.902E+02, 1.120E+02, 1.470E+02, 3.142E+02
 1.610E+02, 0.000E+00, 1.872E+02, 1.106E+02, 1.473E+02, 3.170E+02
 1.620E+02, 0.000E+00, 1.842E+02, 1.091E+02, 1.476E+02, 3.198E+02
 1.640E+02, 0.000E+00, 1.812E+02, 1.077E+02, 1.478E+02, 3.225E+02
 1.650E+02, 0.000E+00, 1.782E+02, 1.063E+02, 1.480E+02, 3.253E+02
 1.670E+02, 0.000E+00, 1.756E+02, 1.049E+02, 1.483E+02, 3.277E+02
 1.680E+02, 0.000E+00, 1.732E+02, 1.038E+02, 1.485E+02, 3.285E+02
 1.700E+02, 0.000E+00, 1.708E+02, 1.030E+02, 1.491E+02, 3.290E+02
 1.710E+02, 0.000E+00, 1.684E+02, 1.021E+02, 1.501E+02, 3.294E+02
 1.730E+02, 0.000E+00, 1.660E+02, 1.013E+02, 1.511E+02, 3.299E+02
 1.740E+02, 0.000E+00, 1.637E+02, 1.004E+02, 1.522E+02, 3.296E+02
 1.760E+02, 0.000E+00, 1.619E+02, 9.975E+01, 1.543E+02, 3.281E+02
 1.770E+02, 0.000E+00, 1.600E+02, 9.983E+01, 1.566E+02, 3.259E+02
 1.790E+02, 0.000E+00, 1.582E+02, 1.001E+02, 1.588E+02, 3.221E+02
 1.800E+02, 0.000E+00, 1.564E+02, 1.004E+02, 1.611E+02, 3.180E+02
 1.820E+02, 0.000E+00, 1.545E+02, 1.007E+02, 1.634E+02, 3.121E+02
 1.830E+02, 0.000E+00, 1.527E+02, 1.010E+02, 1.656E+02, 3.061E+02
 1.850E+02, 4.180E+01, 1.509E+02, 1.013E+02, 1.679E+02, 3.001E+02
 1.860E+02, 9.945E+01, 1.490E+02, 1.018E+02, 1.702E+02, 2.939E+02
 1.880E+02, 1.070E+02, 1.472E+02, 1.025E+02, 1.730E+02, 2.867E+02
 1.890E+02, 1.142E+02, 1.454E+02, 1.032E+02, 1.761E+02, 2.794E+02
 1.910E+02, 1.210E+02, 1.435E+02, 1.039E+02, 1.792E+02, 2.721E+02
 1.920E+02, 1.275E+02, 1.417E+02, 1.046E+02, 1.823E+02, 2.648E+02
 1.940E+02, 1.339E+02, 1.399E+02, 1.053E+02, 1.855E+02, 2.575E+02
 1.950E+02, 1.396E+02, 1.380E+02, 1.060E+02, 1.886E+02, 2.505E+02
 1.970E+02, 1.455E+02, 1.362E+02, 1.068E+02, 1.917E+02, 2.457E+02
 1.980E+02, 1.506E+02, 1.344E+02, 1.075E+02, 1.948E+02, 2.412E+02
 2.000E+02, 1.555E+02, 1.326E+02, 1.082E+02, 1.979E+02, 2.381E+02
 2.010E+02, 1.604E+02, 1.308E+02, 1.089E+02, 2.011E+02, 2.352E+02
 2.030E+02, 1.646E+02, 1.290E+02, 1.096E+02, 2.042E+02, 2.324E+02
 2.040E+02, 1.681E+02, 1.271E+02, 1.103E+02, 2.073E+02, 2.304E+02
 2.060E+02, 1.717E+02, 1.253E+02, 1.110E+02, 2.105E+02, 2.295E+02
 2.070E+02, 1.750E+02, 1.235E+02, 1.117E+02, 2.136E+02, 2.286E+02
 2.090E+02, 1.770E+02, 1.217E+02, 1.124E+02, 2.167E+02, 2.278E+02
 2.100E+02, 1.784E+02, 1.200E+02, 1.131E+02, 2.195E+02, 2.269E+02
 2.120E+02, 1.791E+02, 1.184E+02, 1.139E+02, 2.223E+02, 2.260E+02
 2.130E+02, 1.790E+02, 1.168E+02, 1.146E+02, 2.250E+02, 2.252E+02
 2.150E+02, 1.781E+02, 1.152E+02, 1.153E+02, 2.278E+02, 2.254E+02
 2.160E+02, 1.772E+02, 1.136E+02, 1.160E+02, 2.305E+02, 2.257E+02
 2.180E+02, 1.755E+02, 1.120E+02, 1.166E+02, 2.332E+02, 2.260E+02
 2.190E+02, 1.731E+02, 1.104E+02, 1.169E+02, 2.356E+02, 2.263E+02
 2.210E+02, 1.707E+02, 1.089E+02, 1.170E+02, 2.372E+02, 2.266E+02
 2.220E+02, 1.683E+02, 1.073E+02, 1.172E+02, 2.387E+02, 2.269E+02
 2.240E+02, 1.659E+02, 1.057E+02, 1.173E+02, 2.403E+02, 2.272E+02
 2.250E+02, 1.635E+02, 1.044E+02, 1.175E+02, 2.418E+02, 2.275E+02
 2.270E+02, 1.611E+02, 1.030E+02, 1.177E+02, 2.434E+02, 2.279E+02
 2.280E+02, 1.587E+02, 1.017E+02, 1.178E+02, 2.449E+02, 2.282E+02
 2.300E+02, 1.567E+02, 1.003E+02, 1.180E+02, 2.461E+02, 2.285E+02
 2.310E+02, 1.548E+02, 9.899E+01, 1.181E+02, 2.464E+02, 2.289E+02
 2.330E+02, 1.529E+02, 9.764E+01, 1.183E+02, 2.467E+02, 2.300E+02
 2.340E+02, 1.510E+02, 9.630E+01, 1.187E+02, 2.469E+02, 2.311E+02
 2.360E+02, 1.491E+02, 9.496E+01, 1.194E+02, 2.472E+02, 2.323E+02
 2.370E+02, 1.471E+02, 9.363E+01, 1.200E+02, 2.474E+02, 2.335E+02
 2.390E+02, 1.456E+02, 9.258E+01, 1.207E+02, 2.474E+02, 2.346E+02
 2.400E+02, 1.441E+02, 9.159E+01, 1.215E+02, 2.467E+02, 2.358E+02
 2.420E+02, 1.426E+02, 9.061E+01, 1.230E+02, 2.458E+02, 2.370E+02
 2.430E+02, 1.412E+02, 8.961E+01, 1.244E+02, 2.446E+02, 2.377E+02
 2.450E+02, 1.397E+02, 8.863E+01, 1.258E+02, 2.424E+02, 2.376E+02
 2.460E+02, 1.382E+02, 8.764E+01, 1.273E+02, 2.403E+02, 2.375E+02
 2.480E+02, 1.368E+02, 8.670E+01, 1.287E+02, 2.375E+02, 2.373E+02
 2.490E+02, 1.353E+02, 8.603E+01, 1.301E+02, 2.342E+02, 2.372E+02
 2.510E+02, 1.338E+02, 8.545E+01, 1.316E+02, 2.309E+02, 2.371E+02
 2.520E+02, 1.324E+02, 8.486E+01, 1.330E+02, 2.275E+02, 2.369E+02
 2.540E+02, 1.309E+02, 8.427E+01, 1.345E+02, 2.242E+02, 2.368E+02
 2.550E+02, 1.294E+02, 8.369E+01, 1.359E+02, 2.206E+02, 2.367E+02
 2.570E+02, 1.280E+02, 8.310E+01, 1.378E+02, 2.166E+02, 2.365E+02
 2.580E+02, 1.265E+02, 8.257E+01, 1.398E+02, 2.125E+02, 2.354E+02
 2.600E+02, 1.250E+02, 8.268E+01, 1.418E+02, 2.084E+02, 2.322E+02
 2.610E+02, 1.235E+02, 8.288E+01, 1.437E+02, 2.043E+02, 2.290E+02
 2.630E+02, 1.221E+02, 8.308E+01, 1.457E+02, 2.002E+02, 2.258E+02
 2.640E+02, 1.206E+02, 8.327E+01, 1.477E+02, 1.961E+02, 2.226E+02
 2.660E+02, 1.191E+02, 8.347E+01, 1.496E+02, 1.920E+02, 2.194E+02
 2.670E+02, 1.177E+02, 8.366E+01, 1.516E+02, 1.880E+02, 2.162E+02
 2.690E+02, 1.162E+02, 8.386E+01, 1.536E+02, 1.852E+02, 2.130E+02
 2.700E+02, 1.147E+02, 8.417E+01, 1.555E+02, 1.827E+02, 2.097E+02
 2.720E+02, 1.133E+02, 8.465E+01, 1.575E+02, 1.803E+02, 2.065E+02
 2.730E+02, 1.118E+02, 8.513E+01, 1.595E+02, 1.786E+02, 2.033E+02
 2.750E+02, 1.103E+02, 8.561E+01, 1.614E+02, 1.770E+02, 2.001E+02
 2.760E+02, 1.089E+02, 8.609E+01, 1.634E+02, 1.754E+02, 1.969E+02
 2.780E+02, 1.075E+02, 8.657E+01, 1.654E+02, 1.738E+02, 1.937E+02
 2.790E+02, 1.062E+02, 8.705E+01, 1.673E+02, 1.728E+02, 1.905E+02
 2.810E+02, 1.049E+02, 8.753E+01, 1.693E+02, 1.723E+02, 1.873E+02
 2.820E+02, 1.036E+02, 8.802E+01, 1.713E+02, 1.718E+02, 1.840E+02
 2.840E+02, 1.023E+02, 8.850E+01, 1.731E+02, 1.713E+02, 1.813E+02
 2.850E+02, 1.011E+02, 8.897E+01, 1.749E+02, 1.708E+02, 1.791E+02
 2.870E+02, 9.980E+01, 8.946E+01, 1.766E+02, 1.703E+02, 1.770E+02
 2.880E+02, 9.852E+01, 8.994E+01, 1.783E+02, 1.698E+02, 1.750E+02
 2.900E+02, 9.725E+01, 9.042E+01, 1.801E+02, 1.693E+02, 1.729E+02
 2.910E+02, 9.598E+01, 9.090E+01, 1.818E+02, 1.688E+02, 1.708E+02
 2.930E+02, 9.473E+01, 9.138E+01, 1.835E+02, 1.689E+02, 1.689E+02
 2.940E+02, 9.360E+01, 9.186E+01, 1.852E+02, 1.690E+02, 1.678E+02
 2.960E+02, 9.253E+01, 9.234E+01, 1.868E+02, 1.692E+02, 1.670E+02
 2.970E+02, 9.146E+01, 9.282E+01, 1.879E+02, 1.694E+02, 1.662E+02
 2.990E+02, 9.039E+01, 9.330E+01, 1.889E+02, 1.696E+02, 1.654E+02
 3.000E+02, 8.932E+01, 9.378E+01, 1.899E+02, 1.697E+02, 1.646E+02
 3.020E+02, 8.824E+01, 9.426E+01, 1.908E+02, 1.699E+02, 1.638E+02
 3.030E+02, 8.718E+01, 9.474E+01, 1.918E+02, 1.701E+02, 1.629E+02
 3.050E+02, 8.610E+01, 9.522E+01, 1.928E+02, 1.703E+02, 1.621E+02
 3.060E+02, 8.503E+01, 9.570E+01, 1.938E+02, 1.704E+02, 1.609E+02
 3.080E+02, 8.396E+01, 9.618E+01, 1.947E+02, 1.706E+02, 1.583E+02
 3.090E+02, 8.302E+01, 9.660E+01, 1.956E+02, 1.708E+02, 1.556E+02
 3.110E+02, 8.224E+01, 9.672E+01, 1.957E+02, 1.710E+02, 1.529E+02
 3.120E+02, 8.145E+01, 9.682E+01, 1.959E+02, 1.711E+02, 1.503E+02
 3.140E+02, 8.066E+01, 9.693E+01, 1.961E+02, 1.713E+02, 1.476E+02
 3.150E+02, 7.987E+01, 9.703E+01, 1.962E+02, 1.715E+02, 1.449E+02
 3.170E+02, 7.908E+01, 9.714E+01, 1.964E+02, 1.721E+02, 1.422E+02
 3.180E+02, 7.829E+01, 9.725E+01, 1.965E+02, 1.728E+02, 1.396E+02
 3.200E+02, 7.752E+01, 9.735E+01, 1.967E+02, 1.734E+02, 1.367E+02
 3.210E+02, 7.694E+01, 9.746E+01, 1.965E+02, 1.741E+02, 1.333E+02
 3.230E+02, 7.647E+01, 9.757E+01, 1.960E+02, 1.747E+02, 1.298E+02
 3.240E+02, 7.600E+01, 9.767E+01, 1.954E+02, 1.754E+02, 1.263E+02
 3.260E+02, 7.554E+01, 9.778E+01, 1.948E+02, 1.760E+02, 1.228E+02
 3.270E+02, 7.507E+01, 9.789E+01, 1.936E+02, 1.767E+02, 1.193E+02
 3.290E+02, 7.460E+01, 9.818E+01, 1.923E+02, 1.774E+02, 1.158E+02
 3.300E+02, 7.413E+01, 9.863E+01, 1.909E+02, 1.780E+02, 1.123E+02
 3.320E+02, 7.374E+01, 9.908E+01, 1.893E+02, 1.782E+02, 1.088E+02
 3.330E+02, 7.375E+01, 9.954E+01, 1.872E+02, 1.781E+02, 1.056E+02
 3.350E+02, 7.391E+01, 9.999E+01, 1.851E+02, 1.780E+02, 1.025E+02
 3.360E+02, 7.406E+01, 1.006E+02, 1.830E+02, 1.779E+02, 9.947E+01
 3.380E+02, 7.422E+01, 1.016E+02, 1.808E+02, 1.779E+02, 9.642E+01
 3.390E+02, 7.437E+01, 1.026E+02, 1.787E+02, 1.778E+02, 9.337E+01
 3.410E+02, 7.453E+01, 1.036E+02, 1.766E+02, 1.777E+02, 9.032E+01
 3.420E+02, 7.468E+01, 1.046E+02, 1.742E+02, 1.776E+02, 8.727E+01
 3.440E+02, 7.484E+01, 1.055E+02, 1.716E+02, 1.776E+02, 8.422E+01
 3.450E+02, 7.509E+01, 1.065E+02, 1.690E+02, 1.775E+02, 8.118E+01
 3.470E+02, 7.547E+01, 1.075E+02, 1.664E+02, 1.774E+02, 7.813E+01
 3.480E+02, 7.585E+01, 1.085E+02, 1.638E+02, 1.773E+02, 7.508E+01
 3.500E+02, 7.623E+01, 1.095E+02, 1.612E+02, 1.773E+02, 7.203E+01
 3.510E+02, 7.662E+01, 1.104E+02, 1.586E+02, 1.766E+02, 6.904E+01
 3.530E+02, 7.700E+01, 1.114E+02, 1.560E+02, 1.748E+02, 6.674E+01
 3.540E+02, 7.738E+01, 1.124E+02, 1.535E+02, 1.730E+02, 6.452E+01
 3.560E+02, 7.777E+01, 1.137E+02, 1.509E+02, 1.712E+02, 6.231E+01
 3.570E+02, 7.815E+01, 1.151E+02, 1.486E+02, 1.694E+02, 6.009E+01
 3.590E+02, 7.853E+01, 1.164E+02, 1.470E+02, 1.676E+02, 5.787E+01
 3.600E+02, 7.891E+01, 1.178E+02, 1.454E+02, 1.658E+02, 5.566E+01
 3.620E+02, 7.930E+01, 1.191E+02, 1.438E+02, 1.640E+02, 5.344E+01
 3.630E+02, 7.968E+01, 1.205E+02, 1.426E+02, 1.622E+02, 5.146E+01
 3.650E+02, 8.006E+01, 1.218E+02, 1.416E+02, 1.604E+02, 5.021E+01
 3.660E+02, 8.044E+01, 1.231E+02, 1.406E+02, 1.585E+02, 4.898E+01
 3.680E+02, 8.082E+01, 1.245E+02, 1.395E+02, 1.567E+02, 4.774E+01
 3.690E+02, 8.121E+01, 1.258E+02, 1.385E+02, 1.549E+02, 4.651E+01
 3.710E+02, 8.159E+01, 1.272E+02, 1.376E+02, 1.531E+02, 4.527E+01
 3.720E+02, 8.197E+01, 1.285E+02, 1.372E+02, 1.513E+02, 4.403E+01
 3.740E+02, 8.235E+01, 1.299E+02, 1.369E+02, 1.495E+02, 4.300E+01
 3.750E+02, 8.274E+01, 1.312E+02, 1.365E+02, 1.477E+02, 4.243E+01
 3.770E+02, 8.312E+01, 1.326E+02, 1.362E+02, 1.459E+02, 4.193E+01
 3.780E+02, 8.350E+01, 1.339E+02, 1.359E+02, 1.441E+02, 4.142E+01
 3.800E+02, 8.388E+01, 1.353E+02, 1.356E+02, 1.423E+02, 4.092E+01
 3.810E+02, 8.427E+01, 1.366E+02, 1.353E+02, 1.405E+02, 4.042E+01
 3.830E+02, 8.465E+01, 1.380E+02, 1.350E+02, 1.387E+02, 3.992E+01
 3.840E+02, 8.503E+01, 1.393E+02, 1.347E+02, 1.369E+02, 3.941E+01
 3.860E+02, 8.541E+01, 1.406E+02, 1.344E+02, 1.355E+02, 3.891E+01
 3.870E+02, 8.580E+01, 1.420E+02, 1.341E+02, 1.344E+02, 3.841E+01
 3.890E+02, 8.613E+01, 1.433E+02, 1.342E+02, 1.332E+02, 3.791E+01
 3.900E+02, 8.627E+01, 1.445E+02, 1.343E+02, 1.320E+02, 3.740E+01
 3.920E+02, 8.635E+01, 1.456E+02, 1.344E+02, 1.308E+02, 3.698E+01
 3.930E+02, 8.644E+01, 1.468E+02, 1.345E+02, 1.297E+02, 3.688E+01
 3.950E+02, 8.652E+01, 1.480E+02, 1.346E+02, 1.285E+02, 3.686E+01
 3.960E+02, 8.661E+01, 1.492E+02, 1.347E+02, 1.273E+02, 3.685E+01
 3.980E+02, 8.669E+01, 1.504E+02, 1.348E+02, 1.264E+02, 3.683E+01
 3.990E+02, 8.678E+01, 1.515E+02, 1.349E+02, 1.258E+02, 3.682E+01
 4.010E+02, 8.686E+01, 1.527E+02, 1.351E+02, 1.254E+02, 3.680E+01
 4.020E+02, 8.695E+01, 1.539E+02, 1.352E+02, 1.249E+02, 3.679E+01
 4.040E+02, 8.703E+01, 1.549E+02, 1.353E+02, 1.245E+02, 3.677E+01
 4.050E+02, 8.712E+01, 1.555E+02, 1.354E+02, 1.240E+02, 3.676E+01
 4.070E+02, 8.720E+01, 1.562E+02, 1.355E+02, 1.235E+02, 3.674E+01
 4.080E+02, 8.729E+01, 1.569E+02, 1.356E+02, 1.231E+02, 3.673E+01
 4.100E+02, 8.740E+01, 1.576E+02, 1.357E+02, 1.226E+02, 3.671E+01
 4.110E+02, 8.768E+01, 1.582E+02, 1.358E+02, 1.222E+02, 3.670E+01
 4.130E+02, 8.805E+01, 1.589E+02, 1.359E+02, 1.217E+02, 3.668E+01
 4.140E+02, 8.841E+01, 1.596E+02, 1.360E+02, 1.212E+02, 3.667E+01
 4.160E+02, 8.877E+01, 1.602E+02, 1.362E+02, 1.203E+02, 3.665E+01
 4.170E+02, 8.913E+01, 1.609E+02, 1.363E+02, 1.188E+02, 3.664E+01
 4.190E+02, 8.957E+01, 1.615E+02, 1.367E+02, 1.173E+02, 3.658E+01
 4.200E+02, 9.028E+01, 1.619E+02, 1.371E+02, 1.158E+02, 3.637E+01
 4.220E+02, 9.107E+01, 1.620E+02, 1.375E+02, 1.143E+02, 3.612E+01
 4.230E+02, 9.185E+01, 1.621E+02, 1.379E+02, 1.128E+02, 3.587E+01
 4.250E+02, 9.263E+01, 1.622E+02, 1.383E+02, 1.113E+02, 3.562E+01
 4.260E+02, 9.341E+01, 1.623E+02, 1.388E+02, 1.098E+02, 3.538E+01
 4.280E+02, 9.419E+01, 1.624E+02, 1.392E+02, 1.083E+02, 3.513E+01
 4.290E+02, 9.498E+01, 1.625E+02, 1.396E+02, 1.068E+02, 3.488E+01
 4.310E+02, 9.576E+01, 1.626E+02, 1.400E+02, 1.053E+02, 3.463E+01
 4.320E+02, 9.654E+01, 1.627E+02, 1.404E+02, 1.038E+02, 3.438E+01
