s,kW/m2,kW/m2
 1.180E+02, 4.638E+01, 5.359E+01
 1.190E+02, 4.619E+01, 5.326E+01
 1.200E+02, 4.602E+01, 5.292E+01
 1.210E+02, 4.585E+01, 5.261E+01
 1.220E+02, 4.569E+01, 5.231E+01
 1.230E+02, 4.553E+01, 5.203E+01
 1.240E+02, 4.538E+01, 5.179E+01
 1.250E+02, 4.522E+01, 5.158E+01
 1.260E+02, 4.506E+01, 5.142E+01
 1.270E+02, 4.490E+01, 5.127E+01
 1.280E+02, 4.473E+01, 5.115E+01
 1.290E+02, 4.455E+01, 5.105E+01
 1.300E+02, 4.436E+01, 5.096E+01
 1.310E+02, 4.417E+01, 5.083E+01
 1.320E+02, 4.397E+01, 5.070E+01
 1.330E+02, 4.379E+01, 5.055E+01
 1.340E+02, 4.361E+01, 5.039E+01
 1.350E+02, 4.345E+01, 5.023E+01
 1.360E+02, 4.330E+01, 5.007E+01
 1.370E+02, 4.316E+01, 4.992E+01
 1.380E+02, 4.304E+01, 4.979E+01
 1.390E+02, 4.294E+01, 4.966E+01
 1.400E+02, 4.285E+01, 4.953E+01
 1.410E+02, 4.278E+01, 4.942E+01
 1.420E+02, 4.272E+01, 4.929E+01
 1.430E+02, 4.266E+01, 4.916E+01
 1.440E+02, 4.262E+01, 4.902E+01
 1.450E+02, 4.259E+01, 4.888E+01
 1.460E+02, 4.254E+01, 4.874E+01
 1.470E+02, 4.248E+01, 4.860E+01
 1.480E+02, 4.240E+01, 4.846E+01
 1.490E+02, 4.229E+01, 4.833E+01
 1.500E+02, 4.216E+01, 4.820E+01
 1.510E+02, 4.200E+01, 4.807E+01
 1.520E+02, 4.182E+01, 4.794E+01
 1.530E+02, 4.163E+01, 4.781E+01
 1.540E+02, 4.142E+01, 4.767E+01
 1.550E+02, 4.122E+01, 4.752E+01
 1.560E+02, 4.103E+01, 4.736E+01
 1.570E+02, 4.084E+01, 4.718E+01
 1.580E+02, 4.067E+01, 4.698E+01
 1.590E+02, 4.051E+01, 4.677E+01
 1.600E+02, 4.036E+01, 4.654E+01
 1.610E+02, 4.024E+01, 4.630E+01
 1.620E+02, 4.014E+01, 4.604E+01
 1.630E+02, 4.005E+01, 4.577E+01
 1.640E+02, 3.996E+01, 4.547E+01
 1.650E+02, 3.989E+01, 4.517E+01
 1.660E+02, 3.983E+01, 4.483E+01
 1.670E+02, 3.978E+01, 4.442E+01
 1.680E+02, 3.971E+01, 4.394E+01
 1.690E+02, 3.963E+01, 4.339E+01
 1.700E+02, 3.955E+01, 4.277E+01
 1.710E+02, 3.946E+01, 4.208E+01
 1.720E+02, 3.937E+01, 4.134E+01
 1.730E+02, 3.927E+01, 4.055E+01
 1.740E+02, 3.917E+01, 3.970E+01
 1.750E+02, 3.907E+01, 3.880E+01
 1.760E+02, 3.898E+01, 3.788E+01
 1.770E+02, 3.889E+01, 3.698E+01
 1.780E+02, 3.881E+01, 3.614E+01
 1.790E+02, 3.873E+01, 3.536E+01
 1.800E+02, 3.866E+01, 3.465E+01
 1.810E+02, 3.859E+01, 3.401E+01
 1.820E+02, 3.851E+01, 3.343E+01
 1.830E+02, 3.844E+01, 3.291E+01
 1.840E+02, 3.836E+01, 3.245E+01
 1.850E+02, 3.827E+01, 3.207E+01
 1.860E+02, 3.819E+01, 3.175E+01
 1.870E+02, 3.810E+01, 3.148E+01
 1.880E+02, 3.802E+01, 3.124E+01
 1.890E+02, 3.793E+01, 3.099E+01
 1.900E+02, 3.785E+01, 3.074E+01
 1.910E+02, 3.776E+01, 3.048E+01
 1.920E+02, 3.768E+01, 3.021E+01
 1.930E+02, 3.760E+01, 2.992E+01
 1.940E+02, 3.752E+01, 2.962E+01
 1.950E+02, 3.745E+01, 2.932E+01
 1.960E+02, 3.737E+01, 2.903E+01
 1.970E+02, 3.729E+01, 2.874E+01
 1.980E+02, 3.721E+01, 2.846E+01
 1.990E+02, 3.712E+01, 2.820E+01
 2.000E+02, 3.703E+01, 2.797E+01
 2.010E+02, 3.692E+01, 2.775E+01
 2.020E+02, 3.681E+01, 2.756E+01
 2.030E+02, 3.669E+01, 2.738E+01
 2.040E+02, 3.657E+01, 2.722E+01
 2.050E+02, 3.644E+01, 2.706E+01
 2.060E+02, 3.630E+01, 2.690E+01
 2.070E+02, 3.615E+01, 2.674E+01
 2.080E+02, 3.600E+01, 2.659E+01
 2.090E+02, 3.584E+01, 2.645E+01
 2.100E+02, 3.567E+01, 2.631E+01
 2.110E+02, 3.549E+01, 2.618E+01
 2.120E+02, 3.531E+01, 2.606E+01
 2.130E+02, 3.511E+01, 2.594E+01
 2.140E+02, 3.489E+01, 2.583E+01
 2.150E+02, 3.464E+01, 2.572E+01
 2.160E+02, 3.435E+01, 2.560E+01
 2.170E+02, 3.403E+01, 2.548E+01
 2.180E+02, 3.367E+01, 2.536E+01
 2.190E+02, 3.328E+01, 2.522E+01
 2.200E+02, 3.287E+01, 2.509E+01
 2.210E+02, 3.242E+01, 2.495E+01
 2.220E+02, 3.195E+01, 2.480E+01
 2.230E+02, 3.146E+01, 2.467E+01
 2.240E+02, 3.094E+01, 2.454E+01
 2.250E+02, 3.039E+01, 2.441E+01
 2.260E+02, 2.983E+01, 2.430E+01
 2.270E+02, 2.927E+01, 2.419E+01
 2.280E+02, 2.873E+01, 2.408E+01
 2.290E+02, 2.822E+01, 2.398E+01
 2.300E+02, 2.774E+01, 2.388E+01
 2.310E+02, 2.729E+01, 2.378E+01
 2.320E+02, 2.688E+01, 2.368E+01
 2.330E+02, 2.650E+01, 2.359E+01
 2.340E+02, 2.614E+01, 2.349E+01
 2.350E+02, 2.581E+01, 2.339E+01
 2.360E+02, 2.552E+01, 2.330E+01
 2.370E+02, 2.525E+01, 2.320E+01
 2.380E+02, 2.502E+01, 2.311E+01
 2.390E+02, 2.482E+01, 2.302E+01
 2.400E+02, 2.465E+01, 2.293E+01
 2.410E+02, 2.450E+01, 2.284E+01
 2.420E+02, 2.435E+01, 2.275E+01
 2.430E+02, 2.420E+01, 2.266E+01
 2.440E+02, 2.405E+01, 2.256E+01
 2.450E+02, 2.389E+01, 2.245E+01
 2.460E+02, 2.373E+01, 2.234E+01
 2.470E+02, 2.356E+01, 2.224E+01
 2.480E+02, 2.339E+01, 2.213E+01
 2.490E+02, 2.321E+01, 2.203E+01
 2.500E+02, 2.303E+01, 2.194E+01
 2.510E+02, 2.285E+01, 2.185E+01
 2.520E+02, 2.267E+01, 2.177E+01
 2.530E+02, 2.249E+01, 2.169E+01
 2.540E+02, 2.232E+01, 2.161E+01
 2.550E+02, 2.215E+01, 2.153E+01
 2.560E+02, 2.200E+01, 2.145E+01
 2.570E+02, 2.185E+01, 2.136E+01
 2.580E+02, 2.172E+01, 2.125E+01
 2.590E+02, 2.159E+01, 2.112E+01
 2.600E+02, 2.148E+01, 2.097E+01
 2.610E+02, 2.137E+01, 2.081E+01
 2.620E+02, 2.127E+01, 2.063E+01
 2.630E+02, 2.118E+01, 2.045E+01
 2.640E+02, 2.108E+01, 2.027E+01
 2.650E+02, 2.098E+01, 2.008E+01
 2.660E+02, 2.088E+01, 1.990E+01
 2.670E+02, 2.079E+01, 1.971E+01
 2.680E+02, 2.070E+01, 1.952E+01
 2.690E+02, 2.061E+01, 1.935E+01
 2.700E+02, 2.053E+01, 1.920E+01
 2.710E+02, 2.045E+01, 1.907E+01
 2.720E+02, 2.037E+01, 1.896E+01
 2.730E+02, 2.030E+01, 1.888E+01
 2.740E+02, 2.023E+01, 1.881E+01
 2.750E+02, 2.016E+01, 1.876E+01
 2.760E+02, 2.009E+01, 1.870E+01
 2.770E+02, 2.002E+01, 1.864E+01
 2.780E+02, 1.995E+01, 1.858E+01
 2.790E+02, 1.988E+01, 1.852E+01
 2.800E+02, 1.981E+01, 1.844E+01
 2.810E+02, 1.973E+01, 1.834E+01
 2.820E+02, 1.964E+01, 1.824E+01
 2.830E+02, 1.956E+01, 1.812E+01
 2.840E+02, 1.947E+01, 1.798E+01
 2.850E+02, 1.939E+01, 1.785E+01
 2.860E+02, 1.930E+01, 1.772E+01
 2.870E+02, 1.922E+01, 1.760E+01
 2.880E+02, 1.914E+01, 1.747E+01
 2.890E+02, 1.907E+01, 1.735E+01
 2.900E+02, 1.899E+01, 1.723E+01
 2.910E+02, 1.892E+01, 1.710E+01
 2.920E+02, 1.886E+01, 1.698E+01
 2.930E+02, 1.879E+01, 1.686E+01
 2.940E+02, 1.873E+01, 1.675E+01
 2.950E+02, 1.867E+01, 1.665E+01
 2.960E+02, 1.861E+01, 1.656E+01
 2.970E+02, 1.855E+01, 1.647E+01
 2.980E+02, 1.849E+01, 1.640E+01
 2.990E+02, 1.843E+01, 1.635E+01
 3.000E+02, 1.837E+01, 1.631E+01
 3.010E+02, 1.831E+01, 1.629E+01
 3.020E+02, 1.825E+01, 1.628E+01
 3.030E+02, 1.820E+01, 1.627E+01
 3.040E+02, 1.814E+01, 1.627E+01
 3.050E+02, 1.808E+01, 1.625E+01
 3.060E+02, 1.803E+01, 1.624E+01
 3.070E+02, 1.797E+01, 1.622E+01
 3.080E+02, 1.792E+01, 1.619E+01
 3.090E+02, 1.786E+01, 1.616E+01
 3.100E+02, 1.781E+01, 1.612E+01
 3.110E+02, 1.775E+01, 1.607E+01
 3.120E+02, 1.770E+01, 1.601E+01
 3.130E+02, 1.764E+01, 1.595E+01
 3.140E+02, 1.757E+01, 1.589E+01
 3.150E+02, 1.751E+01, 1.583E+01
 3.160E+02, 1.744E+01, 1.579E+01
 3.170E+02, 1.738E+01, 1.576E+01
 3.180E+02, 1.731E+01, 1.575E+01
 3.190E+02, 1.725E+01, 1.574E+01
 3.200E+02, 1.719E+01, 1.575E+01
 3.210E+02, 1.713E+01, 1.575E+01
 3.220E+02, 1.708E+01, 1.575E+01
 3.230E+02, 1.703E+01, 1.575E+01
 3.240E+02, 1.698E+01, 1.574E+01
 3.250E+02, 1.693E+01, 1.573E+01
 3.260E+02, 1.688E+01, 1.570E+01
 3.270E+02, 1.684E+01, 1.565E+01
 3.280E+02, 1.679E+01, 1.559E+01
 3.290E+02, 1.674E+01, 1.551E+01
 3.300E+02, 1.668E+01, 1.542E+01
 3.310E+02, 1.662E+01, 1.532E+01
 3.320E+02, 1.655E+01, 1.523E+01
 3.330E+02, 1.647E+01, 1.514E+01
 3.340E+02, 1.638E+01, 1.506E+01
 3.350E+02, 1.628E+01, 1.498E+01
 3.360E+02, 1.618E+01, 1.492E+01
 3.370E+02, 1.607E+01, 1.486E+01
 3.380E+02, 1.596E+01, 1.481E+01
 3.390E+02, 1.585E+01, 1.477E+01
 3.400E+02, 1.573E+01, 1.474E+01
 3.410E+02, 1.562E+01, 1.473E+01
 3.420E+02, 1.551E+01, 1.472E+01
 3.430E+02, 1.539E+01, 1.471E+01
 3.440E+02, 1.528E+01, 1.470E+01
 3.450E+02, 1.517E+01, 1.469E+01
 3.460E+02, 1.507E+01, 1.468E+01
 3.470E+02, 1.497E+01, 1.466E+01
 3.480E+02, 1.489E+01, 1.465E+01
 3.490E+02, 1.483E+01, 1.463E+01
 3.500E+02, 1.477E+01, 1.460E+01
 3.510E+02, 1.472E+01, 1.457E+01
 3.520E+02, 1.468E+01, 1.454E+01
 3.530E+02, 1.465E+01, 1.451E+01
 3.540E+02, 1.461E+01, 1.447E+01
 3.550E+02, 1.458E+01, 1.444E+01
 3.560E+02, 1.454E+01, 1.440E+01
 3.570E+02, 1.451E+01, 1.437E+01
 3.580E+02, 1.447E+01, 1.434E+01
 3.590E+02, 1.442E+01, 1.432E+01
 3.600E+02, 1.437E+01, 1.429E+01
 3.610E+02, 1.432E+01, 1.427E+01
 3.620E+02, 1.425E+01, 1.425E+01
 3.630E+02, 1.418E+01, 1.424E+01
 3.640E+02, 1.411E+01, 1.424E+01
 3.650E+02, 1.403E+01, 1.424E+01
 3.660E+02, 1.394E+01, 1.424E+01
 3.670E+02, 1.387E+01, 1.423E+01
 3.680E+02, 1.379E+01, 1.423E+01
 3.690E+02, 1.371E+01, 1.421E+01
 3.700E+02, 1.363E+01, 1.419E+01
 3.710E+02, 1.356E+01, 1.417E+01
 3.720E+02, 1.349E+01, 1.413E+01
 3.730E+02, 1.341E+01, 1.409E+01
 3.740E+02, 1.333E+01, 1.405E+01
 3.750E+02, 1.326E+01, 1.400E+01
 3.760E+02, 1.319E+01, 1.395E+01
 3.770E+02, 1.312E+01, 1.389E+01
 3.780E+02, 1.305E+01, 1.385E+01
 3.790E+02, 1.299E+01, 1.381E+01
 3.800E+02, 1.293E+01, 1.379E+01
 3.810E+02, 1.288E+01, 1.378E+01
 3.820E+02, 1.283E+01, 1.377E+01
 3.830E+02, 1.279E+01, 1.378E+01
 3.840E+02, 1.276E+01, 1.378E+01
 3.850E+02, 1.273E+01, 1.380E+01
 3.860E+02, 1.272E+01, 1.381E+01
 3.870E+02, 1.271E+01, 1.383E+01
 3.880E+02, 1.270E+01, 1.385E+01
 3.890E+02, 1.270E+01, 1.386E+01
 3.900E+02, 1.269E+01, 1.387E+01
 3.910E+02, 1.269E+01, 1.386E+01
 3.920E+02, 1.268E+01, 1.385E+01
 3.930E+02, 1.267E+01, 1.383E+01
 3.940E+02, 1.266E+01, 1.381E+01
 3.950E+02, 1.264E+01, 1.377E+01
 3.960E+02, 1.263E+01, 1.374E+01
 3.970E+02, 1.260E+01, 1.371E+01
 3.980E+02, 1.258E+01, 1.367E+01
 3.990E+02, 1.255E+01, 1.363E+01
 4.000E+02, 1.252E+01, 1.360E+01
 4.010E+02, 1.248E+01, 1.357E+01
 4.020E+02, 1.245E+01, 1.355E+01
 4.030E+02, 1.241E+01, 1.353E+01
 4.040E+02, 1.237E+01, 1.351E+01
 4.050E+02, 1.234E+01, 1.350E+01
 4.060E+02, 1.232E+01, 1.349E+01
 4.070E+02, 1.230E+01, 1.275E+01
 4.080E+02, 1.229E+01, 1.140E+01
 4.090E+02, 1.228E+01, 1.004E+01
 4.100E+02, 1.228E+01, 8.685E+00
 4.110E+02, 1.228E+01, 4.502E+00
 4.120E+02, 1.229E+01, 0.000E+00
 4.130E+02, 1.229E+01, 0.000E+00
 4.140E+02, 1.229E+01, 0.000E+00
 4.150E+02, 1.229E+01, 0.000E+00
 4.160E+02, 1.228E+01, 0.000E+00
 4.170E+02, 1.228E+01, 0.000E+00
 4.180E+02, 1.226E+01, 0.000E+00
 4.190E+02, 1.224E+01, 0.000E+00
 4.200E+02, 1.221E+01, 0.000E+00
 4.210E+02, 1.218E+01, 0.000E+00
 4.220E+02, 1.213E+01, 0.000E+00
 4.230E+02, 1.208E+01, 0.000E+00
 4.240E+02, 1.203E+01, 0.000E+00
 4.250E+02, 1.197E+01, 0.000E+00
 4.260E+02, 1.191E+01, 0.000E+00
 4.270E+02, 1.185E+01, 0.000E+00
 4.280E+02, 1.180E+01, 0.000E+00
 4.290E+02, 1.175E+01, 0.000E+00
 4.300E+02, 1.170E+01, 0.000E+00
 4.310E+02, 1.166E+01, 0.000E+00
 4.320E+02, 1.162E+01, 0.000E+00
 4.330E+02, 1.159E+01, 0.000E+00
 4.340E+02, 1.156E+01, 0.000E+00
 4.350E+02, 1.153E+01, 0.000E+00
 4.360E+02, 1.151E+01, 0.000E+00
 4.370E+02, 1.150E+01, 0.000E+00
 4.380E+02, 1.149E+01, 0.000E+00
 4.390E+02, 1.148E+01, 0.000E+00
 4.400E+02, 1.148E+01, 0.000E+00
 4.410E+02, 1.147E+01, 0.000E+00
 4.420E+02, 1.147E+01, 0.000E+00
 4.430E+02, 1.146E+01, 0.000E+00
 4.440E+02, 1.145E+01, 0.000E+00
 4.450E+02, 1.145E+01, 0.000E+00
 4.460E+02, 1.144E+01, 0.000E+00
 4.470E+02, 1.143E+01, 0.000E+00
 4.480E+02, 1.141E+01, 0.000E+00
 4.490E+02, 1.140E+01, 0.000E+00
 4.500E+02, 1.138E+01, 0.000E+00
 4.510E+02, 1.137E+01, 0.000E+00
 4.520E+02, 1.135E+01, 0.000E+00
 4.530E+02, 1.133E+01, 0.000E+00
 4.540E+02, 1.130E+01, 0.000E+00
 4.550E+02, 1.128E+01, 0.000E+00
 4.560E+02, 1.126E+01, 0.000E+00
 4.570E+02, 1.124E+01, 0.000E+00
 4.580E+02, 1.122E+01, 0.000E+00
 4.590E+02, 1.120E+01, 0.000E+00
 4.600E+02, 1.119E+01, 0.000E+00
 4.610E+02, 1.117E+01, 0.000E+00
 4.620E+02, 1.115E+01, 0.000E+00
 4.630E+02, 1.114E+01, 0.000E+00
 4.640E+02, 1.113E+01, 0.000E+00
 4.650E+02, 1.112E+01, 0.000E+00
 4.660E+02, 1.111E+01, 0.000E+00
 4.670E+02, 1.111E+01, 0.000E+00
 4.680E+02, 1.110E+01, 0.000E+00
 4.690E+02, 1.110E+01, 0.000E+00
 4.700E+02, 1.111E+01, 0.000E+00
 4.710E+02, 1.110E+01, 0.000E+00
 4.720E+02, 1.110E+01, 0.000E+00
 4.730E+02, 1.110E+01, 0.000E+00
 4.740E+02, 1.109E+01, 0.000E+00
 4.750E+02, 1.108E+01, 0.000E+00
 4.760E+02, 1.106E+01, 0.000E+00
 4.770E+02, 1.104E+01, 0.000E+00
 4.780E+02, 1.102E+01, 0.000E+00
 4.790E+02, 1.100E+01, 0.000E+00
 4.800E+02, 1.097E+01, 0.000E+00
 4.810E+02, 1.094E+01, 0.000E+00
 4.820E+02, 1.091E+01, 0.000E+00
 4.830E+02, 1.088E+01, 0.000E+00
 4.840E+02, 1.084E+01, 0.000E+00
 4.850E+02, 1.081E+01, 0.000E+00
 4.860E+02, 1.079E+01, 0.000E+00
 4.870E+02, 1.077E+01, 0.000E+00
 4.880E+02, 1.076E+01, 0.000E+00
 4.890E+02, 1.075E+01, 0.000E+00
 4.900E+02, 1.074E+01, 0.000E+00
 4.910E+02, 1.074E+01, 0.000E+00
 4.920E+02, 1.075E+01, 0.000E+00
 4.930E+02, 1.075E+01, 0.000E+00
 4.940E+02, 1.076E+01, 0.000E+00
 4.950E+02, 1.077E+01, 0.000E+00
 4.960E+02, 1.078E+01, 0.000E+00
 4.970E+02, 1.079E+01, 0.000E+00
 4.980E+02, 1.080E+01, 0.000E+00
 4.990E+02, 1.081E+01, 0.000E+00
 5.000E+02, 1.082E+01, 0.000E+00
 5.010E+02, 1.082E+01, 0.000E+00
 5.020E+02, 1.082E+01, 0.000E+00
 5.030E+02, 1.081E+01, 0.000E+00
 5.040E+02, 1.080E+01, 0.000E+00
 5.050E+02, 1.079E+01, 0.000E+00
 5.060E+02, 1.077E+01, 0.000E+00
 5.070E+02, 1.075E+01, 0.000E+00
 5.080E+02, 1.073E+01, 0.000E+00
 5.090E+02, 1.071E+01, 0.000E+00
 5.100E+02, 1.069E+01, 0.000E+00
 5.110E+02, 1.067E+01, 0.000E+00
 5.120E+02, 1.064E+01, 0.000E+00
 5.130E+02, 1.062E+01, 0.000E+00
 5.140E+02, 1.060E+01, 0.000E+00
 5.150E+02, 1.058E+01, 0.000E+00
 5.160E+02, 1.057E+01, 0.000E+00
 5.170E+02, 1.056E+01, 0.000E+00
 5.180E+02, 1.055E+01, 0.000E+00
 5.190E+02, 1.054E+01, 0.000E+00
 5.200E+02, 1.053E+01, 0.000E+00
 5.210E+02, 1.053E+01, 0.000E+00
 5.220E+02, 1.040E+01, 0.000E+00
 5.230E+02, 9.658E+00, 0.000E+00
 5.240E+02, 8.832E+00, 0.000E+00
 5.250E+02, 8.007E+00, 0.000E+00
 5.260E+02, 7.183E+00, 0.000E+00
 5.270E+02, 6.360E+00, 0.000E+00
 5.280E+02, 2.280E+00, 0.000E+00
 5.290E+02, 0.000E+00, 0.000E+00
 5.300E+02, 0.000E+00, 0.000E+00
 5.310E+02, 0.000E+00, 0.000E+00
 5.320E+02, 0.000E+00, 0.000E+00
 5.330E+02, 0.000E+00, 0.000E+00
 5.340E+02, 0.000E+00, 0.000E+00
 5.350E+02, 0.000E+00, 0.000E+00
 5.360E+02, 0.000E+00, 0.000E+00
 5.370E+02, 0.000E+00, 0.000E+00
 5.380E+02, 0.000E+00, 0.000E+00
 5.390E+02, 0.000E+00, 0.000E+00
 5.400E+02, 0.000E+00, 0.000E+00
 5.410E+02, 0.000E+00, 0.000E+00
 5.420E+02, 0.000E+00, 0.000E+00
 5.430E+02, 0.000E+00, 0.000E+00
 5.440E+02, 0.000E+00, 0.000E+00
 5.450E+02, 0.000E+00, 0.000E+00
 5.460E+02, 0.000E+00, 0.000E+00
 5.470E+02, 0.000E+00, 0.000E+00
 5.480E+02, 0.000E+00, 0.000E+00
 5.490E+02, 0.000E+00, 0.000E+00
 5.500E+02, 0.000E+00, 0.000E+00
 5.510E+02, 0.000E+00, 0.000E+00
 5.520E+02, 0.000E+00, 0.000E+00
 5.530E+02, 0.000E+00, 0.000E+00
 5.540E+02, 0.000E+00, 0.000E+00
 5.550E+02, 0.000E+00, 0.000E+00
 5.560E+02, 0.000E+00, 0.000E+00
 5.570E+02, 0.000E+00, 0.000E+00
 5.580E+02, 0.000E+00, 0.000E+00
 5.590E+02, 0.000E+00, 0.000E+00
 5.600E+02, 0.000E+00, 0.000E+00
 5.610E+02, 0.000E+00, 0.000E+00
 5.620E+02, 0.000E+00, 0.000E+00
 5.630E+02, 0.000E+00, 0.000E+00
 5.640E+02, 0.000E+00, 0.000E+00
 5.650E+02, 0.000E+00, 0.000E+00
 5.660E+02, 0.000E+00, 0.000E+00
 5.670E+02, 0.000E+00, 0.000E+00
 5.680E+02, 0.000E+00, 0.000E+00
 5.690E+02, 0.000E+00, 0.000E+00
 5.700E+02, 0.000E+00, 0.000E+00
 5.710E+02, 0.000E+00, 0.000E+00
 5.720E+02, 0.000E+00, 0.000E+00
 5.730E+02, 0.000E+00, 0.000E+00
 5.740E+02, 0.000E+00, 0.000E+00
 5.750E+02, 0.000E+00, 0.000E+00
 5.760E+02, 0.000E+00, 0.000E+00
 5.770E+02, 0.000E+00, 0.000E+00
 5.780E+02, 0.000E+00, 0.000E+00
 5.790E+02, 0.000E+00, 0.000E+00
 5.800E+02, 0.000E+00, 0.000E+00
