s,C,kW/m2,C,kW/m2
 3.800E+02, 5.944E+02, 1.018E+02, 6.505E+02, 3.837E+01
 3.900E+02, 5.945E+02, 8.877E+01, 6.506E+02, 3.695E+01
 4.000E+02, 5.947E+02, 7.472E+01, 6.507E+02, 3.552E+01
 4.100E+02, 5.948E+02, 6.279E+01, 6.508E+02, 3.420E+01
 4.200E+02, 5.949E+02, 5.397E+01, 6.509E+02, 3.329E+01
 4.300E+02, 5.950E+02, 4.834E+01, 6.510E+02, 3.241E+01
 4.400E+02, 5.951E+02, 4.477E+01, 6.510E+02, 3.153E+01
 4.500E+02, 5.952E+02, 4.210E+01, 6.511E+02, 3.064E+01
 4.600E+02, 5.952E+02, 4.115E+01, 6.511E+02, 2.976E+01
 4.700E+02, 5.953E+02, 4.024E+01, 6.512E+02, 2.888E+01
 4.800E+02, 5.954E+02, 3.935E+01, 6.512E+02, 2.800E+01
 4.900E+02, 5.954E+02, 3.856E+01, 6.512E+02, 2.711E+01
 5.000E+02, 5.954E+02, 3.782E+01, 6.513E+02, 2.623E+01
 5.100E+02, 5.955E+02, 3.708E+01, 6.513E+02, 2.546E+01
 5.200E+02, 5.955E+02, 3.634E+01, 6.513E+02, 2.486E+01
 5.300E+02, 5.955E+02, 3.560E+01, 6.513E+02, 2.426E+01
 5.400E+02, 5.955E+02, 3.486E+01, 6.513E+02, 2.366E+01
 5.500E+02, 5.956E+02, 3.412E+01, 6.513E+02, 2.307E+01
 5.600E+02, 5.956E+02, 3.338E+01, 6.514E+02, 2.247E+01
 5.700E+02, 5.956E+02, 3.264E+01, 6.514E+02, 2.187E+01
 5.800E+02, 5.956E+02, 3.189E+01, 6.514E+02, 2.128E+01
 5.900E+02, 5.956E+02, 3.115E+01, 6.514E+02, 2.068E+01
 6.000E+02, 5.956E+02, 3.041E+01, 6.514E+02, 2.008E+01
 6.100E+02, 5.956E+02, 2.967E+01, 6.514E+02, 1.964E+01
 6.200E+02, 5.956E+02, 2.893E+01, 6.514E+02, 1.932E+01
 6.300E+02, 5.956E+02, 2.819E+01, 6.514E+02, 1.899E+01
 6.400E+02, 5.956E+02, 2.771E+01, 6.514E+02, 1.867E+01
 6.500E+02, 5.957E+02, 2.739E+01, 6.514E+02, 1.834E+01
 6.600E+02, 5.957E+02, 2.707E+01, 6.514E+02, 1.802E+01
 6.700E+02, 5.957E+02, 2.676E+01, 6.514E+02, 1.769E+01
 6.800E+02, 5.957E+02, 2.644E+01, 6.514E+02, 1.737E+01
 6.900E+02, 5.957E+02, 2.612E+01, 6.514E+02, 1.705E+01
 7.000E+02, 5.957E+02, 2.580E+01, 6.514E+02, 1.672E+01
 7.100E+02, 5.957E+02, 2.548E+01, 6.514E+02, 1.642E+01
 7.200E+02, 5.957E+02, 2.516E+01, 6.514E+02, 1.612E+01
 7.300E+02, 5.957E+02, 2.484E+01, 6.514E+02, 1.582E+01
 7.400E+02, 5.957E+02, 2.452E+01, 6.514E+02, 1.552E+01
 7.500E+02, 5.957E+02, 2.421E+01, 6.514E+02, 1.522E+01
 7.600E+02, 5.957E+02, 2.389E+01, 6.514E+02, 1.492E+01
 7.700E+02, 5.957E+02, 2.357E+01, 6.514E+02, 1.463E+01
 7.800E+02, 5.957E+02, 2.325E+01, 6.514E+02, 1.433E+01
 7.900E+02, 5.957E+02, 2.296E+01, 6.514E+02, 1.403E+01
 8.000E+02, 5.957E+02, 2.269E+01, 6.514E+02, 1.374E+01
 8.100E+02, 5.957E+02, 2.243E+01, 6.514E+02, 1.352E+01
 8.200E+02, 5.957E+02, 2.216E+01, 6.514E+02, 1.331E+01
 8.300E+02, 5.957E+02, 2.190E+01, 6.514E+02, 1.311E+01
 8.400E+02, 5.957E+02, 2.163E+01, 6.514E+02, 1.290E+01
 8.500E+02, 5.957E+02, 2.137E+01, 6.514E+02, 1.269E+01
 8.600E+02, 5.957E+02, 2.110E+01, 6.514E+02, 1.248E+01
 8.700E+02, 5.957E+02, 2.084E+01, 6.514E+02, 1.228E+01
 8.800E+02, 5.957E+02, 2.057E+01, 6.514E+02, 1.207E+01
 8.900E+02, 5.957E+02, 2.031E+01, 6.514E+02, 1.186E+01
 9.000E+02, 5.957E+02, 2.004E+01, 6.514E+02, 1.165E+01
 9.100E+02, 5.957E+02, 1.978E+01, 6.514E+02, 1.141E+01
 9.200E+02, 5.957E+02, 1.951E+01, 6.514E+02, 1.118E+01
 9.300E+02, 5.957E+02, 1.925E+01, 6.514E+02, 1.095E+01
 9.400E+02, 5.957E+02, 1.898E+01, 6.514E+02, 1.071E+01
 9.500E+02, 5.957E+02, 1.871E+01, 6.514E+02, 1.048E+01
 9.600E+02, 5.957E+02, 1.844E+01, 6.514E+02, 1.024E+01
 9.700E+02, 5.957E+02, 1.817E+01, 6.514E+02, 1.001E+01
 9.800E+02, 5.957E+02, 1.790E+01, 6.514E+02, 9.777E+00
 9.900E+02, 5.957E+02, 1.763E+01, 6.514E+02, 9.543E+00
 1.000E+03, 5.957E+02, 1.736E+01, 6.514E+02, 8.963E-01
 1.010E+03, 5.957E+02, 1.709E+01, 6.514E+02, 0.000E+00
 1.020E+03, 5.957E+02, 1.682E+01, 6.514E+02, 0.000E+00
 1.030E+03, 5.957E+02, 1.655E+01, 6.514E+02, 0.000E+00
 1.040E+03, 5.957E+02, 1.628E+01, 6.514E+02, 0.000E+00
 1.050E+03, 5.957E+02, 1.601E+01, 6.514E+02, 0.000E+00
 1.060E+03, 5.957E+02, 1.574E+01, 6.514E+02, 0.000E+00
 1.070E+03, 5.957E+02, 1.547E+01, 6.514E+02, 0.000E+00
 1.080E+03, 5.957E+02, 1.520E+01, 6.514E+02, 0.000E+00
 1.090E+03, 5.957E+02, 1.492E+01, 6.514E+02, 0.000E+00
 1.100E+03, 5.957E+02, 1.456E+01, 6.514E+02, 0.000E+00
 1.110E+03, 5.957E+02, 1.420E+01, 6.514E+02, 0.000E+00
 1.120E+03, 5.957E+02, 1.384E+01, 6.514E+02, 0.000E+00
 1.130E+03, 5.957E+02, 1.348E+01, 6.514E+02, 0.000E+00
 1.140E+03, 5.957E+02, 1.312E+01, 6.514E+02, 0.000E+00
 1.150E+03, 5.957E+02, 1.276E+01, 6.514E+02, 0.000E+00
 1.160E+03, 5.957E+02, 1.240E+01, 6.514E+02, 0.000E+00
 1.170E+03, 5.957E+02, 1.204E+01, 6.514E+02, 0.000E+00
 1.180E+03, 5.957E+02, 1.168E+01, 6.514E+02, 0.000E+00
 1.190E+03, 5.957E+02, 1.124E+01, 6.514E+02, 0.000E+00
 1.200E+03, 5.957E+02, 1.050E+01, 6.514E+02, 0.000E+00
 1.210E+03, 5.957E+02, 9.739E+00, 6.514E+02, 0.000E+00
 1.220E+03, 5.957E+02, 8.977E+00, 6.514E+02, 0.000E+00
 1.230E+03, 5.957E+02, 8.216E+00, 6.514E+02, 0.000E+00
 1.240E+03, 5.957E+02, 7.510E+00, 6.514E+02, 0.000E+00
 1.250E+03, 5.957E+02, 7.152E+00, 6.514E+02, 0.000E+00
 1.260E+03, 5.957E+02, 6.855E+00, 6.514E+02, 0.000E+00
 1.270E+03, 5.957E+02, 6.558E+00, 6.514E+02, 0.000E+00
 1.280E+03, 5.957E+02, 6.262E+00, 6.514E+02, 0.000E+00
 1.290E+03, 5.957E+02, 5.965E+00, 6.514E+02, 0.000E+00
 1.300E+03, 5.957E+02, 5.668E+00, 6.514E+02, 0.000E+00
 1.310E+03, 5.957E+02, 5.371E+00, 6.514E+02, 0.000E+00
 1.320E+03, 5.957E+02, 5.075E+00, 6.514E+02, 0.000E+00
 1.330E+03, 5.957E+02, 4.778E+00, 6.514E+02, 0.000E+00
 1.340E+03, 5.957E+02, 4.481E+00, 6.514E+02, 0.000E+00
 1.350E+03, 5.957E+02, 4.184E+00, 6.514E+02, 0.000E+00
 1.360E+03, 5.957E+02, 3.888E+00, 6.514E+02, 0.000E+00
 1.370E+03, 5.957E+02, 3.591E+00, 6.514E+02, 0.000E+00
 1.380E+03, 5.957E+02, 3.294E+00, 6.514E+02, 0.000E+00
 1.390E+03, 5.957E+02, 3.003E+00, 6.514E+02, 0.000E+00
 1.400E+03, 5.957E+02, 2.785E+00, 6.514E+02, 0.000E+00
 1.410E+03, 5.957E+02, 2.591E+00, 6.514E+02, 0.000E+00
 1.420E+03, 5.957E+02, 2.397E+00, 6.514E+02, 0.000E+00
 1.430E+03, 5.957E+02, 2.203E+00, 6.514E+02, 0.000E+00
 1.440E+03, 5.957E+02, 2.008E+00, 6.514E+02, 0.000E+00
 1.450E+03, 5.957E+02, 1.814E+00, 6.514E+02, 0.000E+00
 1.460E+03, 5.957E+02, 1.620E+00, 6.514E+02, 0.000E+00
 1.470E+03, 5.957E+02, 1.426E+00, 6.514E+02, 0.000E+00
 1.480E+03, 5.957E+02, 1.232E+00, 6.514E+02, 0.000E+00
 1.490E+03, 5.957E+02, 1.038E+00, 6.514E+02, 0.000E+00
 1.500E+03, 5.957E+02, 8.435E-01, 6.514E+02, 0.000E+00
 1.510E+03, 5.957E+02, 6.494E-01, 6.514E+02, 0.000E+00
 1.520E+03, 5.957E+02, 4.553E-01, 6.514E+02, 0.000E+00
 1.530E+03, 5.957E+02, 2.611E-01, 6.514E+02, 0.000E+00
 1.540E+03, 5.957E+02, 6.933E-02, 6.514E+02, 0.000E+00
 1.550E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 1.560E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 1.570E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 1.580E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 1.590E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 1.600E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 1.610E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 1.620E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 1.630E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 1.640E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 1.650E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 1.660E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 1.670E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 1.680E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 1.690E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 1.700E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 1.710E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 1.720E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 1.730E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 1.740E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 1.750E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 1.760E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 1.770E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 1.780E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 1.790E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 1.800E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 1.810E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 1.820E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 1.830E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 1.840E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 1.850E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 1.860E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 1.870E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 1.880E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 1.890E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 1.900E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 1.910E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 1.920E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 1.930E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 1.940E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 1.950E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 1.960E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 1.970E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 1.980E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 1.990E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 2.000E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 2.010E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 2.020E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 2.030E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 2.040E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 2.050E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 2.060E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 2.070E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 2.080E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 2.090E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 2.100E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 2.110E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 2.120E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 2.130E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 2.140E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 2.150E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 2.160E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 2.170E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 2.180E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 2.190E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 2.200E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 2.210E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 2.220E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 2.230E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 2.240E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 2.250E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 2.260E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 2.270E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 2.280E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 2.290E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 2.300E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 2.310E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 2.320E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 2.330E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 2.340E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 2.350E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 2.360E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 2.370E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 2.380E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 2.390E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 2.400E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 2.410E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 2.420E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 2.430E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 2.440E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 2.450E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 2.460E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 2.470E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 2.480E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 2.490E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 2.500E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 2.510E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 2.520E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
 2.528E+03, 5.957E+02, 0.000E+00, 6.514E+02, 0.000E+00
