cm,K,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg
 1.8750000E+001, 1.0800865E+003, 8.4191740E-002, 5.4590395E-002, 1.7895594E-002, 1.7271368E-002, 9.0392070E-002, 1.4035760E-002, 7.1811413E-001, 1.3914461E-003
 1.9250000E+001, 1.0743335E+003, 8.6768762E-002, 5.3793252E-002, 1.7145271E-002, 1.6419711E-002, 8.8759501E-002, 1.3447271E-002, 7.2030441E-001, 1.3332257E-003
 1.9750000E+001, 1.0680585E+003, 8.9333399E-002, 5.2968274E-002, 1.6436054E-002, 1.5616417E-002, 8.7121219E-002, 1.2891023E-002, 7.2241086E-001, 1.2781823E-003
 2.0250000E+001, 1.0614155E+003, 9.1856324E-002, 5.2141604E-002, 1.5753996E-002, 1.4861173E-002, 8.5501315E-002, 1.2356076E-002, 7.2444049E-001, 1.2252192E-003
 2.0750000E+001, 1.0543686E+003, 9.4373265E-002, 5.1290013E-002, 1.5103433E-002, 1.4157263E-002, 8.3872193E-002, 1.1845830E-002, 7.2639655E-001, 1.1747376E-003
 2.1250000E+001, 1.0470949E+003, 9.6883752E-002, 5.0415518E-002, 1.4483231E-002, 1.3496436E-002, 8.2235700E-002, 1.1359397E-002, 7.2828612E-001, 1.1266427E-003
 2.1750000E+001, 1.0395838E+003, 9.9383932E-002, 4.9515348E-002, 1.3901873E-002, 1.2869221E-002, 8.0594693E-002, 1.0903430E-002, 7.3010565E-001, 1.0816152E-003
 2.2250000E+001, 1.0318772E+003, 1.0186718E-001, 4.8600206E-002, 1.3350153E-002, 1.2271129E-002, 7.8956373E-002, 1.0470708E-002, 7.3186657E-001, 1.0388624E-003
 2.2750000E+001, 1.0241415E+003, 1.0430855E-001, 4.7691528E-002, 1.2816887E-002, 1.1704629E-002, 7.7340677E-002, 1.0052460E-002, 7.3357215E-001, 9.9747508E-004
 2.3250000E+001, 1.0161498E+003, 1.0672970E-001, 4.6773919E-002, 1.2307293E-002, 1.1167301E-002, 7.5731130E-002, 9.6527791E-003, 7.3522469E-001, 9.5792237E-004
 2.3750000E+001, 1.0077960E+003, 1.0914893E-001, 4.5836746E-002, 1.1823001E-002, 1.0653404E-002, 7.4114857E-002, 9.2729417E-003, 7.3683188E-001, 9.2034494E-004
 2.4250000E+001, 9.9930150E+002, 1.1154311E-001, 4.4894687E-002, 1.1361630E-002, 1.0161434E-002, 7.2509572E-002, 8.9110823E-003, 7.3839071E-001, 8.8456946E-004
 2.4750000E+001, 9.9076113E+002, 1.1389705E-001, 4.3967001E-002, 1.0907183E-002, 9.6954221E-003, 7.0928612E-002, 8.5546532E-003, 7.3991142E-001, 8.4927364E-004
 2.5250000E+001, 9.8203949E+002, 1.1622946E-001, 4.3041880E-002, 1.0461830E-002, 9.2545978E-003, 6.9357937E-002, 8.2053569E-003, 7.4139760E-001, 8.1466770E-004
 2.5750000E+001, 9.7335970E+002, 1.1848684E-001, 4.2135082E-002, 1.0045558E-002, 8.8365182E-003, 6.7833850E-002, 7.8788688E-003, 7.4281356E-001, 7.8237430E-004
 2.6250000E+001, 9.6481945E+002, 1.2064655E-001, 4.1258131E-002, 9.6604291E-003, 8.4373687E-003, 6.6373281E-002, 7.5768071E-003, 7.4415323E-001, 7.5253815E-004
 2.6750000E+001, 9.5643127E+002, 1.2272148E-001, 4.0408729E-002, 9.3001534E-003, 8.0537998E-003, 6.4968364E-002, 7.2942379E-003, 7.4542968E-001, 7.2463154E-004
 2.7250000E+001, 9.4819596E+002, 1.2470615E-001, 3.9588969E-002, 8.9665288E-003, 7.6828695E-003, 6.3623275E-002, 7.0325716E-003, 7.4664149E-001, 6.9882364E-004
 2.7750000E+001, 9.4011798E+002, 1.2660710E-001, 3.8803377E-002, 8.6481851E-003, 7.3238279E-003, 6.2335317E-002, 6.7828903E-003, 7.4780358E-001, 6.7417320E-004
 2.8250000E+001, 9.3221877E+002, 1.2843992E-001, 3.8052429E-002, 8.3324287E-003, 6.9754928E-003, 6.1095398E-002, 6.5352382E-003, 7.4893528E-001, 6.4965586E-004
 2.8750000E+001, 9.2440252E+002, 1.3022020E-001, 3.7329957E-002, 8.0158647E-003, 6.6374369E-003, 5.9892708E-002, 6.2869527E-003, 7.5004515E-001, 6.2503676E-004
 2.9250000E+001, 9.1661441E+002, 1.3195016E-001, 3.6630938E-002, 7.7037017E-003, 6.3104755E-003, 5.8724553E-002, 6.0421190E-003, 7.5112752E-001, 6.0076081E-004
 2.9750000E+001, 9.0882724E+002, 1.3363297E-001, 3.5950956E-002, 7.3999694E-003, 5.9930406E-003, 5.7588156E-002, 5.8038976E-003, 7.5218004E-001, 5.7714033E-004
 3.0250000E+001, 9.0106190E+002, 1.3528112E-001, 3.5285783E-002, 7.1013644E-003, 5.6820998E-003, 5.6475367E-002, 5.5696976E-003, 7.5321214E-001, 5.5391457E-004
 3.0750000E+001, 8.9335010E+002, 1.3690182E-001, 3.4632212E-002, 6.8060715E-003, 5.3819699E-003, 5.5380513E-002, 5.3380953E-003, 7.5422479E-001, 5.3093189E-004
 3.1250000E+001, 8.8568472E+002, 1.3848873E-001, 3.3989910E-002, 6.5189502E-003, 5.0961376E-003, 5.4306860E-002, 5.1129021E-003, 7.5520828E-001, 5.0857259E-004
 3.1750000E+001, 8.7809496E+002, 1.4002738E-001, 3.3364901E-002, 6.2424021E-003, 4.8270903E-003, 5.3264257E-002, 4.8960016E-003, 7.5615397E-001, 4.8701793E-004
 3.2250000E+001, 8.7057195E+002, 1.4151089E-001, 3.2761042E-002, 5.9760132E-003, 4.5769324E-003, 5.2257509E-002, 4.6870691E-003, 7.5705878E-001, 4.6623258E-004
 3.2750000E+001, 8.6311971E+002, 1.4293743E-001, 3.2179826E-002, 5.7191908E-003, 4.3451400E-003, 5.1288150E-002, 4.4856399E-003, 7.5792321E-001, 4.4618957E-004
 3.3250000E+001, 8.5571267E+002, 1.4432281E-001, 3.1611399E-002, 5.4739351E-003, 4.1290296E-003, 5.0344614E-002, 4.2932825E-003, 7.5875161E-001, 4.2706050E-004
 3.3750000E+001, 8.4838153E+002, 1.4567339E-001, 3.1055102E-002, 5.2366907E-003, 3.9255731E-003, 4.9423310E-002, 4.1072084E-003, 7.5955192E-001, 4.0855223E-004
 3.4250000E+001, 8.4110853E+002, 1.4697864E-001, 3.0513314E-002, 5.0124927E-003, 3.7338208E-003, 4.8531268E-002, 3.9313668E-003, 7.6031625E-001, 3.9107001E-004
 3.4750000E+001, 8.3395462E+002, 1.4825501E-001, 2.9978420E-002, 4.8005857E-003, 3.5455435E-003, 4.7657810E-002, 3.7651653E-003, 7.6105618E-001, 3.7454846E-004
 3.5250000E+001, 8.2662264E+002, 1.4948447E-001, 2.9453833E-002, 4.6086352E-003, 3.3705153E-003, 4.6813316E-002, 3.6146158E-003, 7.6175096E-001, 3.5959221E-004
 3.5750000E+001, 8.1950012E+002, 1.5068009E-001, 2.8946979E-002, 4.4174932E-003, 3.1992568E-003, 4.5993022E-002, 3.4647006E-003, 7.6243229E-001, 3.4467395E-004
 3.6250000E+001, 8.1243853E+002, 1.5184690E-001, 2.8454692E-002, 4.2270744E-003, 3.0354974E-003, 4.5192634E-002, 3.3153525E-003, 7.6309901E-001, 3.2979818E-004
 3.6750000E+001, 8.0531964E+002, 1.5299787E-001, 2.7968631E-002, 4.0390489E-003, 2.8790531E-003, 4.4402337E-002, 3.1678815E-003, 7.6375321E-001, 3.1513017E-004
 3.7250000E+001, 7.9801300E+002, 1.5414901E-001, 2.7474282E-002, 3.8614385E-003, 2.7297583E-003, 4.3608969E-002, 3.0285792E-003, 7.6439082E-001, 3.0130063E-004
 3.7750000E+001, 7.9052984E+002, 1.5529823E-001, 2.6971115E-002, 3.6965142E-003, 2.5882720E-003, 4.2813564E-002, 2.8992269E-003, 7.6500828E-001, 2.8846484E-004
 3.8250000E+001, 7.8302164E+002, 1.5642991E-001, 2.6468623E-002, 3.5430665E-003, 2.4546623E-003, 4.2027825E-002, 2.7788757E-003, 7.6560232E-001, 2.7652256E-004
 3.8750000E+001, 7.7564378E+002, 1.5752850E-001, 2.5976803E-002, 3.3991546E-003, 2.3287728E-003, 4.1263568E-002, 2.6660036E-003, 7.6617069E-001, 2.6532603E-004
 3.9250000E+001, 7.6838827E+002, 1.5859289E-001, 2.5497118E-002, 3.2637071E-003, 2.2099500E-003, 4.0521920E-002, 2.5597703E-003, 7.6671470E-001, 2.5478969E-004
 3.9750000E+001, 7.6118057E+002, 1.5963265E-001, 2.5024905E-002, 3.1360667E-003, 2.0966292E-003, 3.9796177E-002, 2.4596601E-003, 7.6723900E-001, 2.4485937E-004
 4.0250000E+001, 7.5401323E+002, 1.6064992E-001, 2.4560194E-002, 3.0144689E-003, 1.9891158E-003, 3.9085027E-002, 2.3642893E-003, 7.6774591E-001, 2.3539314E-004
 4.0750000E+001, 7.4698676E+002, 1.6163816E-001, 2.4107807E-002, 2.8974008E-003, 1.8862750E-003, 3.8393730E-002, 2.2724713E-003, 7.6823603E-001, 2.2627705E-004
 4.1250000E+001, 7.4010960E+002, 1.6259678E-001, 2.3667445E-002, 2.7859239E-003, 1.7870909E-003, 3.7722705E-002, 2.1850384E-003, 7.6870876E-001, 2.1760087E-004
 4.1750000E+001, 7.3335718E+002, 1.6353351E-001, 2.3236763E-002, 2.6775137E-003, 1.6901657E-003, 3.7066904E-002, 2.1000107E-003, 7.6917013E-001, 2.0916427E-004
 4.2250000E+001, 7.2667767E+002, 1.6444754E-001, 2.2817960E-002, 2.5697019E-003, 1.5955772E-003, 3.6427358E-002, 2.0154525E-003, 7.6962255E-001, 2.0076416E-004
 4.2750000E+001, 7.2014732E+002, 1.6533263E-001, 2.2416240E-002, 2.4600288E-003, 1.5032237E-003, 3.5809105E-002, 1.9294343E-003, 7.7006698E-001, 1.9221230E-004
 4.3250000E+001, 7.1366131E+002, 1.6619393E-001, 2.2026853E-002, 2.3509937E-003, 1.4141550E-003, 3.5207739E-002, 1.8439166E-003, 7.7050143E-001, 1.8371207E-004
 4.3750000E+001, 7.0725177E+002, 1.6703236E-001, 2.1647341E-002, 2.2453588E-003, 1.3283959E-003, 3.4622107E-002, 1.7610657E-003, 7.7092310E-001, 1.7547721E-004
 4.4250000E+001, 7.0104966E+002, 1.6783701E-001, 2.1283851E-002, 2.1426573E-003, 1.2478484E-003, 3.4060021E-002, 1.6805155E-003, 7.7132796E-001, 1.6746258E-004
 4.4750000E+001, 6.9501974E+002, 1.6860975E-001, 2.0935735E-002, 2.0422956E-003, 1.1728469E-003, 3.3520164E-002, 1.6018005E-003, 7.7171696E-001, 1.5962188E-004
 4.5250000E+001, 6.8913804E+002, 1.6935550E-001, 2.0599845E-002, 1.9448452E-003, 1.1034505E-003, 3.2998784E-002, 1.5253688E-003, 7.7209086E-001, 1.5200243E-004
 4.5750000E+001, 6.8339366E+002, 1.7007612E-001, 2.0275652E-002, 1.8497059E-003, 1.0391159E-003, 3.2494720E-002, 1.4507497E-003, 7.7245125E-001, 1.4455916E-004
 4.6250000E+001, 6.7774628E+002, 1.7077399E-001, 1.9960633E-002, 1.7587593E-003, 9.7867075E-004, 3.2006062E-002, 1.3794191E-003, 7.7279761E-001, 1.3744529E-004
 4.6750000E+001, 6.7210842E+002, 1.7145601E-001, 1.9648559E-002, 1.6757834E-003, 9.1986393E-004, 3.1527427E-002, 1.3143399E-003, 7.7312943E-001, 1.3095841E-004
 4.7250000E+001, 6.6657010E+002, 1.7212181E-001, 1.9343324E-002, 1.5955850E-003, 8.6259846E-004, 3.1060016E-002, 1.2514392E-003, 7.7345236E-001, 1.2468632E-004
 4.7750000E+001, 6.6109227E+002, 1.7277627E-001, 1.9043484E-002, 1.5159978E-003, 8.0921492E-004, 3.0600238E-002, 1.1890179E-003, 7.7376852E-001, 1.1846758E-004
 4.8250000E+001, 6.5557013E+002, 1.7342329E-001, 1.8743321E-002, 1.4417898E-003, 7.6134778E-004, 3.0144131E-002, 1.1308155E-003, 7.7407260E-001, 1.1267437E-004
 4.8750000E+001, 6.5000304E+002, 1.7406720E-001, 1.8439056E-002, 1.3749955E-003, 7.1840279E-004, 2.9688232E-002, 1.0784279E-003, 7.7436407E-001, 1.0746652E-004
 4.9250000E+001, 6.4453138E+002, 1.7469862E-001, 1.8137684E-002, 1.3133295E-003, 6.7892053E-004, 2.9240099E-002, 1.0300623E-003, 7.7464377E-001, 1.0265833E-004
 4.9750000E+001, 6.3916135E+002, 1.7531345E-001, 1.7843790E-002, 1.2536031E-003, 6.4226617E-004, 2.8803393E-002, 9.8321809E-004, 7.7491447E-001, 9.7997049E-005
 5.0250000E+001, 6.3390509E+002, 1.7590706E-001, 1.7560685E-002, 1.1948367E-003, 6.0805820E-004, 2.8381770E-002, 9.3712680E-004, 7.7517618E-001, 9.3407258E-005
 5.0750000E+001, 6.2875207E+002, 1.7647444E-001, 1.7290083E-002, 1.1385836E-003, 5.7596054E-004, 2.7978701E-002, 8.9300675E-004, 7.7542598E-001, 8.9013591E-005
 5.1250000E+001, 6.2376600E+002, 1.7701178E-001, 1.7032986E-002, 1.0864122E-003, 5.4585181E-004, 2.7596724E-002, 8.5208797E-004, 7.7566113E-001, 8.4938091E-005
 5.1750000E+001, 6.1901738E+002, 1.7751673E-001, 1.6790124E-002, 1.0391839E-003, 5.1750929E-004, 2.7237472E-002, 8.1504619E-004, 7.7588017E-001, 8.1248318E-005
 5.2250000E+001, 6.1455733E+002, 1.7798276E-001, 1.6565512E-002, 9.9635435E-004, 4.9077806E-004, 2.6905869E-002, 7.8145439E-004, 7.7608191E-001, 7.7900942E-005
 5.2750000E+001, 6.1027483E+002, 1.7842309E-001, 1.6352337E-002, 9.5716127E-004, 4.6592882E-004, 2.6592265E-002, 7.5071472E-004, 7.7627083E-001, 7.4837772E-005
 5.3250000E+001, 6.0607455E+002, 1.7885372E-001, 1.6143876E-002, 9.1865720E-004, 4.4252475E-004, 2.6285457E-002, 7.2051545E-004, 7.7645513E-001, 7.1828287E-005
 5.3750000E+001, 6.0184357E+002, 1.7928774E-001, 1.5933069E-002, 8.8066371E-004, 4.2002975E-004, 2.5975914E-002, 6.9071663E-004, 7.7663919E-001, 6.8862366E-005
 5.4250000E+001, 5.9758197E+002, 1.7972639E-001, 1.5718940E-002, 8.4362841E-004, 3.9827372E-004, 2.5662683E-002, 6.6166934E-004, 7.7682300E-001, 6.5975268E-005
 5.4750000E+001, 5.9337652E+002, 1.8016318E-001, 1.5505147E-002, 8.0748633E-004, 3.7699171E-004, 2.5350582E-002, 6.3332261E-004, 7.7700496E-001, 6.3154698E-005
 5.5250000E+001, 5.8923038E+002, 1.8059122E-001, 1.5294951E-002, 7.7290573E-004, 3.5700598E-004, 2.5044460E-002, 6.0620057E-004, 7.7718171E-001, 6.0455294E-005
 5.5750000E+001, 5.8516598E+002, 1.8101382E-001, 1.5088067E-002, 7.3779475E-004, 3.3761745E-004, 2.4742335E-002, 5.7866255E-004, 7.7735704E-001, 5.7710888E-005
 5.6250000E+001, 5.8107593E+002, 1.8143903E-001, 1.4879176E-002, 7.0338045E-004, 3.1885291E-004, 2.4438071E-002, 5.5167094E-004, 7.7753190E-001, 5.5021789E-005
 5.6750000E+001, 5.7694363E+002, 1.8186612E-001, 1.4667447E-002, 6.7135248E-004, 3.0100574E-004, 2.4131857E-002, 5.2655096E-004, 7.7770403E-001, 5.2518365E-005
 5.7250000E+001, 5.7285050E+002, 1.8228675E-001, 1.4457883E-002, 6.4119932E-004, 2.8393086E-004, 2.3829958E-002, 5.0290142E-004, 7.7787166E-001, 5.0159829E-005
 5.7750000E+001, 5.6886994E+002, 1.8269072E-001, 1.4256037E-002, 6.1298944E-004, 2.6795786E-004, 2.3539815E-002, 4.8077603E-004, 7.7803151E-001, 4.7950305E-005
 5.8250000E+001, 5.6502757E+002, 1.8307655E-001, 1.4063702E-002, 5.8533603E-004, 2.5314838E-004, 2.3262749E-002, 4.5908708E-004, 7.7818465E-001, 4.5781174E-005
 5.8750000E+001, 5.6126567E+002, 1.8345154E-001, 1.3876537E-002, 5.5863276E-004, 2.3975169E-004, 2.2993285E-002, 4.3814334E-004, 7.7833257E-001, 4.3685547E-005
 5.9250000E+001, 5.5753626E+002, 1.8382155E-001, 1.3691465E-002, 5.3272605E-004, 2.2722151E-004, 2.2727213E-002, 4.1782435E-004, 7.7847754E-001, 4.1654936E-005
 5.9750000E+001, 5.5379994E+002, 1.8418797E-001, 1.3507568E-002, 5.0781876E-004, 2.1560807E-004, 2.2463468E-002, 3.9828922E-004, 7.7861971E-001, 3.9704730E-005
 6.0250000E+001, 5.5003285E+002, 1.8455297E-001, 1.3324085E-002, 4.8331031E-004, 2.0472238E-004, 2.2200576E-002, 3.7906691E-004, 7.7876050E-001, 3.7790240E-005
 6.0750000E+001, 5.4626044E+002, 1.8491503E-001, 1.3140366E-002, 4.6127700E-004, 1.9486080E-004, 2.1939264E-002, 3.6178588E-004, 7.7889697E-001, 3.6075033E-005
 6.1250000E+001, 5.4253884E+002, 1.8527202E-001, 1.2957687E-002, 4.4165982E-004, 1.8548713E-004, 2.1681187E-002, 3.4639986E-004, 7.7902896E-001, 3.4548472E-005
 6.1750000E+001, 5.3887349E+002, 1.8562310E-001, 1.2776613E-002, 4.2428505E-004, 1.7675977E-004, 2.1426962E-002, 3.3277258E-004, 7.7915631E-001, 3.3195077E-005
 6.2250000E+001, 5.3525997E+002, 1.8596746E-001, 1.2597992E-002, 4.0866667E-004, 1.6827092E-004, 2.1177347E-002, 3.2052288E-004, 7.7927961E-001, 3.1977321E-005
 6.2750000E+001, 5.3171863E+002, 1.8629985E-001, 1.2424815E-002, 3.9466571E-004, 1.6015943E-004, 2.0936214E-002, 3.0954173E-004, 7.7939737E-001, 3.0883830E-005
 6.3250000E+001, 5.2828508E+002, 1.8661820E-001, 1.2258925E-002, 3.8132125E-004, 1.5219835E-004, 2.0705280E-002, 2.9907549E-004, 7.7951023E-001, 2.9839068E-005
 6.3750000E+001, 5.2490349E+002, 1.8692598E-001, 1.2098728E-002, 3.6817952E-004, 1.4436583E-004, 2.0482076E-002, 2.8876825E-004, 7.7961971E-001, 2.8808983E-005
 6.4250000E+001, 5.2157832E+002, 1.8722394E-001, 1.1943879E-002, 3.5513889E-004, 1.3667877E-004, 2.0266067E-002, 2.7854030E-004, 7.7972612E-001, 2.7787188E-005
 6.4750000E+001, 5.1830455E+002, 1.8751475E-001, 1.1793364E-002, 3.4150558E-004, 1.2940588E-004, 2.0055366E-002, 2.6784751E-004, 7.7983080E-001, 2.6719397E-005
 6.5250000E+001, 5.1504440E+002, 1.8780742E-001, 1.1642100E-002, 3.2741956E-004, 1.2243447E-004, 1.9843321E-002, 2.5679966E-004, 7.7993631E-001, 2.5617430E-005
 6.5750000E+001, 5.1181208E+002, 1.8810134E-001, 1.1490670E-002, 3.1255550E-004, 1.1568353E-004, 1.9630458E-002, 2.4514157E-004, 7.8004287E-001, 2.4454240E-005
 6.6250000E+001, 5.0862063E+002, 1.8839281E-001, 1.1340632E-002, 2.9762031E-004, 1.0907307E-004, 1.9419391E-002, 2.3342769E-004, 7.8014869E-001, 2.3282868E-005
 6.6750000E+001, 5.0546771E+002, 1.8868046E-001, 1.1193149E-002, 2.8204723E-004, 1.0254442E-004, 1.9211235E-002, 2.2121351E-004, 7.8025404E-001, 2.2057800E-005
 6.7250000E+001, 5.0235744E+002, 1.8896461E-001, 1.1047657E-002, 2.6635731E-004, 9.6292008E-005, 1.9005638E-002, 2.0890769E-004, 7.8035831E-001, 2.0821882E-005
 6.7750000E+001, 4.9928174E+002, 1.8924721E-001, 1.0902956E-002, 2.5072808E-004, 9.0226321E-005, 1.8801139E-002, 1.9664947E-004, 7.8046193E-001, 1.9591475E-005
 6.8250000E+001, 4.9621339E+002, 1.8953103E-001, 1.0757389E-002, 2.3530857E-004, 8.4546818E-005, 1.8595646E-002, 1.8455574E-004, 7.8056539E-001, 1.8379260E-005
 6.8750000E+001, 4.9314698E+002, 1.8981508E-001, 1.0611126E-002, 2.2062373E-004, 7.9287107E-005, 1.8389789E-002, 1.7303822E-004, 7.8066780E-001, 1.7226963E-005
