cm,K,K,m/s,K,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,kg/kg,cm,kW/m2,cm,kW/m2
 3.3000000E+001, 1.0804643E+003, 1.0913962E+003, 3.6739676E+000, 1.1912660E+002, 2.6257750E+002, 8.9766267E-001, 7.6716751E-002, 5.7398410E-002, 2.9785025E-002, 1.1045267E-002, 1.1449452E-001, 2.3476840E-002, 6.8462824E-001, 3.0954562E-002, 1.0877813E-003, 6.2222222E+001, 1.4245475E-001, 8.6037093E+001, 1.6329594E-001
 3.4980000E+001, 1.0656383E+003, 1.0704040E+003, 3.7243775E+000, 1.2944920E+002, 2.8061781E+002, 9.6153422E-001, 8.3804074E-002, 5.5776730E-002, 2.6122028E-002, 8.9163486E-003, 1.0917608E-001, 2.0586073E-002, 6.9338178E-001, 2.7115501E-002, 9.8906401E-004, 6.6111111E+001, 1.3919091E-001, 9.0273257E+001, 1.4731783E-001
 3.7000000E+001, 1.0499527E+003, 1.0487847E+003, 3.7663665E+000, 1.3886301E+002, 2.9640839E+002, 1.0204224E+000, 9.0722485E-002, 5.4060622E-002, 2.2706256E-002, 7.1319216E-003, 1.0390593E-001, 1.7890546E-002, 7.0155188E-001, 2.3539008E-002, 8.9565166E-004, 7.0000000E+001, 1.3600997E-001, 9.4509447E+001, 1.3338062E-001
 3.9000000E+001, 1.0323892E+003, 1.0254049E+003, 3.7979551E+000, 1.4751636E+002, 3.0989708E+002, 1.0724391E+000, 9.7438723E-002, 5.2246367E-002, 1.9583309E-002, 5.6527287E-003, 9.8714203E-002, 1.5426261E-002, 7.0910069E-001, 2.0273342E-002, 8.0864918E-004, 7.3888889E+001, 1.3299494E-001, 9.8745657E+001, 1.1359874E-001
 4.1000000E+001, 9.9124088E+002, 9.7341856E+002, 3.8238618E+000, 1.6122111E+002, 3.2916721E+002, 1.1727497E+000, 1.1033945E-001, 4.8386730E-002, 1.4073255E-002, 3.4469560E-003, 8.8551435E-002, 1.1078770E-002, 7.2263582E-001, 1.4517922E-002, 6.5076127E-004, 7.7777778E+001, 1.2992322E-001, 1.0298189E+002, 1.0319925E-001
 4.3000000E+001, 9.9124088E+002, 9.7341856E+002, 3.8238618E+000, 1.6122111E+002, 3.2916721E+002, 1.1727497E+000, 1.1033945E-001, 4.8386730E-002, 1.4073255E-002, 3.4469560E-003, 8.8551435E-002, 1.1078770E-002, 7.2263582E-001, 1.4517922E-002, 6.5076127E-004, 8.1666667E+001, 1.2709043E-001, 1.0721813E+002, 9.4014831E-002
 4.5000000E+001, 9.6768427E+002, 9.4550885E+002, 3.8271807E+000, 1.6661607E+002, 3.3445389E+002, 1.2146770E+000, 1.1649599E-001, 4.6353846E-002, 1.1704411E-002, 2.6592787E-003, 8.3613910E-002, 9.2099736E-003, 7.2863133E-001, 1.2051397E-002, 5.8050210E-004, 8.5555556E+001, 1.2424525E-001, 1.1145439E+002, 8.5881258E-002
 4.7000000E+001, 9.4252443E+002, 9.1683314E+002, 3.8241351E+000, 1.6997893E+002, 3.3628189E+002, 1.2488736E+000, 1.2242563E-001, 4.4258468E-002, 9.6235339E-003, 2.0257404E-003, 7.8805805E-002, 7.5685600E-003, 7.3410316E-001, 9.8899118E-003, 5.1681284E-004, 8.9444444E+001, 1.2133569E-001, 1.1569067E+002, 7.8589652E-002
 4.9000000E+001, 9.1605732E+002, 8.8751575E+002, 3.8183647E+000, 1.7107664E+002, 3.3498719E+002, 1.2722679E+000, 1.2808647E-001, 4.2127387E-002, 7.8285447E-003, 1.5361940E-003, 7.4166254E-002, 6.1528713E-003, 7.3904082E-001, 8.0299397E-003, 4.5980936E-004, 9.3333333E+001, 1.1834274E-001, 1.1992695E+002, 7.2168463E-002
 5.1000000E+001, 8.8935730E+002, 8.5861600E+002, 3.8079034E+000, 1.6997036E+002, 3.3078519E+002, 1.2890101E+000, 1.3340329E-001, 4.0000277E-002, 6.3337957E-003, 1.1513555E-003, 6.9766930E-002, 4.9742113E-003, 7.4342046E-001, 6.4845037E-003, 4.1007203E-004, 9.7222222E+001, 1.1528005E-001, 1.2416325E+002, 6.3569815E-002
 5.3000000E+001, 8.3761665E+002, 8.0421624E+002, 3.7798707E+000, 1.6463070E+002, 3.1838191E+002, 1.3029051E+000, 1.4286187E-001, 3.5985850E-002, 4.0184689E-003, 6.3865434E-004, 6.1858500E-002, 3.1489732E-003, 7.5072235E-001, 4.0958055E-003, 3.2834938E-004, 1.0111111E+002, 1.1217851E-001, 1.2839955E+002, 5.8441423E-002
 5.5000000E+001, 8.3761665E+002, 8.0421624E+002, 3.7798707E+000, 1.6463070E+002, 3.1838191E+002, 1.3029051E+000, 1.4286187E-001, 3.5985850E-002, 4.0184689E-003, 6.3865434E-004, 6.1858500E-002, 3.1489732E-003, 7.5072235E-001, 4.0958055E-003, 3.2834938E-004, 1.0500000E+002, 1.0907427E-001, 1.3263586E+002, 5.3830362E-002
 5.7000000E+001, 8.1269634E+002, 7.7882795E+002, 3.7639668E+000, 1.6058422E+002, 3.1014807E+002, 1.3029026E+000, 1.4698962E-001, 3.4134021E-002, 3.1603575E-003, 4.7377485E-004, 5.8374151E-002, 2.4727398E-003, 7.5370399E-001, 3.2136247E-003, 2.9571226E-004, 1.0888889E+002, 1.0599868E-001, 1.3687218E+002, 4.9677834E-002
 5.9000000E+001, 7.8775159E+002, 7.5393197E+002, 3.7456197E+000, 1.5553204E+002, 3.0019759E+002, 1.2998214E+000, 1.5091155E-001, 3.2293658E-002, 2.4720298E-003, 3.4599828E-004, 5.5039750E-002, 1.9305385E-003, 7.5637999E-001, 2.5083659E-003, 2.6723595E-004, 1.1277778E+002, 1.0297018E-001, 1.4110851E+002, 4.5932709E-002
 6.1000000E+001, 7.6307665E+002, 7.2954702E+002, 3.7224480E+000, 1.5016423E+002, 2.8983733E+002, 1.2972137E+000, 1.5456432E-001, 3.0524194E-002, 1.9168515E-003, 2.5230904E-004, 5.1917012E-002, 1.4934083E-003, 7.5876218E-001, 1.9405185E-003, 2.4241325E-004, 1.1666667E+002, 9.9993336E-002, 1.4534485E+002, 4.2550484E-002
 6.3000000E+001, 7.3917781E+002, 7.0617561E+002, 3.6944495E+000, 1.4453855E+002, 2.7934916E+002, 1.2964685E+000, 1.5797783E-001, 2.8824278E-002, 1.4707818E-003, 1.8156436E-004, 4.8985141E-002, 1.1423705E-003, 7.6089824E-001, 1.4855949E-003, 2.2066745E-004, 1.2055556E+002, 9.7065222E-002, 1.4958119E+002, 3.8698590E-002
 6.5000000E+001, 7.1618839E+002, 6.8439329E+002, 3.6650283E+000, 1.3804283E+002, 2.6742761E+002, 1.2926660E+000, 1.6108901E-001, 2.7235537E-002, 1.1259723E-003, 1.3162405E-004, 4.6301281E-002, 8.7120145E-004, 7.6276844E-001, 1.1353752E-003, 2.0207175E-004, 1.2444444E+002, 9.4181947E-002, 1.5381753E+002, 3.5870524E-002
 6.7000000E+001, 6.9389053E+002, 6.6380603E+002, 3.6353176E+000, 1.3100340E+002, 2.5450350E+002, 1.2822536E+000, 1.6398287E-001, 2.5719862E-002, 8.6540390E-004, 9.5627393E-005, 4.3794240E-002, 6.6649030E-004, 7.6443587E-001, 8.7174039E-004, 1.8596265E-004, 1.2833333E+002, 9.1340880E-002, 1.5805388E+002, 3.3291596E-002
 6.9000000E+001, 6.7228660E+002, 6.4406550E+002, 3.6052368E+000, 1.2428477E+002, 2.4151298E+002, 1.2675781E+000, 1.6667730E-001, 2.4279361E-002, 6.6923279E-004, 7.0218686E-005, 4.1451729E-002, 5.1256944E-004, 7.6593269E-001, 6.7356366E-004, 1.7187395E-004, 1.3222222E+002, 8.8540154E-002, 1.6229024E+002, 2.8787978E-002
 7.1000000E+001, 6.5233657E+002, 6.2567318E+002, 3.5743510E+000, 1.1852373E+002, 2.3026723E+002, 1.2531482E+000, 1.6911575E-001, 2.2957444E-002, 5.2070498E-004, 5.2161478E-005, 3.9326647E-002, 3.9618340E-004, 7.6725259E-001, 5.2353701E-004, 1.5969365E-004, 1.3611111E+002, 8.5779446E-002, 1.6652660E+002, 2.6823217E-002
 7.3000000E+001, 6.3330677E+002, 6.0824925E+002, 3.5421907E+000, 1.1330161E+002, 2.1939817E+002, 1.2399696E+000, 1.7139746E-001, 2.1708286E-002, 4.0117742E-004, 3.8249310E-005, 3.7334791E-002, 3.0264425E-004, 7.6846460E-001, 4.0270392E-004, 1.4866977E-004, 1.4000000E+002, 8.3064270E-002, 1.7076296E+002, 2.5026659E-002
 7.4980000E+001, 6.1461452E+002, 5.9130841E+002, 3.5054425E+000, 1.0806167E+002, 2.0813335E+002, 1.2278125E+000, 1.7353786E-001, 2.0528127E-002, 3.0226275E-004, 2.7845140E-005, 3.5463894E-002, 2.2533286E-004, 7.6958546E-001, 3.0266750E-004, 1.3858603E-004,NaN,NaN, 1.7499933E+002, 2.3420859E-002
 7.7000000E+001, 5.8146405E+002, 5.6155199E+002, 3.4326842E+000, 9.7970938E+001, 1.8710454E+002, 1.2053955E+000, 1.7738449E-001, 1.8387123E-002, 1.5662523E-004, 1.3249449E-005, 3.2096180E-002, 1.1176935E-004, 7.7156232E-001, 1.5569853E-004, 1.2109927E-004,NaN,NaN, 1.7923570E+002, 2.1857963E-002
 7.9000000E+001, 5.8146405E+002, 5.6155199E+002, 3.4326842E+000, 9.7970938E+001, 1.8710454E+002, 1.2053955E+000, 1.7738449E-001, 1.8387123E-002, 1.5662523E-004, 1.3249449E-005, 3.2096180E-002, 1.1176935E-004, 7.7156232E-001, 1.5569853E-004, 1.2109927E-004,NaN,NaN, 1.8347207E+002, 2.0415186E-002
 8.1000000E+001, 5.5257878E+002, 5.3580010E+002, 3.3667893E+000, 8.8979405E+001, 1.6794078E+002, 1.1761212E+000, 1.8062487E-001, 1.6552247E-002, 8.4238297E-005, 6.4336697E-006, 2.9250937E-002, 5.5833118E-005, 7.7316955E-001, 8.3391502E-005, 1.0737274E-004,NaN,NaN,NaN,NaN
 8.3000000E+001, 5.5257878E+002, 5.3580010E+002, 3.3667893E+000, 8.8979405E+001, 1.6794078E+002, 1.1761212E+000, 1.8062487E-001, 1.6552247E-002, 8.4238297E-005, 6.4336697E-006, 2.9250937E-002, 5.5833118E-005, 7.7316955E-001, 8.3391502E-005, 1.0737274E-004,NaN,NaN,NaN,NaN
 8.5000000E+001, 5.4008463E+002, 5.2455061E+002, 3.3366055E+000, 8.4762253E+001, 1.5968861E+002, 1.1610819E+000, 1.8200742E-001, 1.5763281E-002, 6.3146370E-005, 4.5536474E-006, 2.8035367E-002, 3.9702450E-005, 7.7384402E-001, 6.2347039E-005, 1.0170900E-004,NaN,NaN,NaN,NaN
 8.7000000E+001, 5.1917951E+002, 5.0580733E+002, 3.2799041E+000, 7.6833257E+001, 1.4512658E+002, 1.1328888E+000, 1.8428175E-001, 1.4460027E-002, 3.7112006E-005, 2.3757657E-006, 2.6034302E-002, 2.0009373E-005, 7.7494356E-001, 3.6455677E-005, 9.2562672E-005,NaN,NaN,NaN,NaN
 8.9000000E+001, 5.1917951E+002, 5.0580733E+002, 3.2799041E+000, 7.6833257E+001, 1.4512658E+002, 1.1328888E+000, 1.8428175E-001, 1.4460027E-002, 3.7112006E-005, 2.3757657E-006, 2.6034302E-002, 2.0009373E-005, 7.7494356E-001, 3.6455677E-005, 9.2562672E-005,NaN,NaN,NaN,NaN
 9.1000000E+001, 5.0991681E+002, 4.9756763E+002, 3.2535738E+000, 7.3266614E+001, 1.3848885E+002, 1.1189560E+000, 1.8527347E-001, 1.3889455E-002, 2.9460612E-005, 1.7366362E-006, 2.5161153E-002, 1.4345470E-005, 7.7541880E-001, 2.8890358E-005, 8.8647538E-005,NaN,NaN,NaN,NaN
 9.3000000E+001, 5.0089663E+002, 4.8960477E+002, 3.2284962E+000, 6.9788820E+001, 1.3181101E+002, 1.1046432E+000, 1.8622519E-001, 1.3340795E-002, 2.3892210E-005, 1.2683318E-006, 2.4322932E-002, 1.0311569E-005, 7.7587286E-001, 2.3399849E-005, 8.4925213E-005,NaN,NaN,NaN,NaN
 9.5000000E+001, 4.8377421E+002, 4.7427051E+002, 3.1728285E+000, 6.3739352E+001, 1.1978837E+002, 1.0739145E+000, 1.8804325E-001, 1.2290460E-002, 1.6862313E-005, 6.8563293E-007, 2.2721105E-002, 5.4550410E-006, 7.7673613E-001, 1.6488935E-005, 7.7890051E-005,NaN,NaN,NaN,NaN
 9.7000000E+001, 4.8377421E+002, 4.7427051E+002, 3.1728285E+000, 6.3739352E+001, 1.1978837E+002, 1.0739145E+000, 1.8804325E-001, 1.2290460E-002, 1.6862313E-005, 6.8563293E-007, 2.2721105E-002, 5.4550410E-006, 7.7673613E-001, 1.6488935E-005, 7.7890051E-005,NaN,NaN,NaN,NaN
 9.9000000E+001, 4.7595045E+002, 4.6716652E+002, 3.1412600E+000, 6.0864683E+001, 1.1417949E+002, 1.0621361E+000, 1.8888116E-001, 1.1805771E-002, 1.4610468E-005, 5.0590579E-007, 2.1982700E-002, 3.9972416E-006, 7.7713287E-001, 1.4278537E-005, 7.4668041E-005,NaN,NaN,NaN,NaN
