cm,K,K,m/s,K,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,kg/kg
 1.2250000E+001, 1.0516548E+003, 1.0414116E+003, 1.6756824E+000, 2.0110341E+002, 3.2829449E+002, 8.3596377E-001, 7.4104436E-002, 5.7103610E-002, 1.5049122E-002, 1.5906992E-002, 1.0513034E-001, 1.3240301E-002, 7.1205333E-001, 1.5460893E-002, 2.9541169E-003
 1.2750000E+001, 1.0450616E+003, 1.0325618E+003, 1.7235448E+000, 2.0439308E+002, 3.3349579E+002, 8.6668820E-001, 7.6994053E-002, 5.6303091E-002, 1.4385335E-002, 1.4821499E-002, 1.0302605E-001, 1.2652198E-002, 7.1467772E-001, 1.4782150E-002, 2.8456468E-003
 1.3250000E+001, 1.0383599E+003, 1.0237364E+003, 1.7688180E+000, 2.0758462E+002, 3.3844008E+002, 8.9578518E-001, 7.9826469E-002, 5.5507998E-002, 1.3740083E-002, 1.3802526E-002, 1.0095722E-001, 1.2080560E-002, 7.1720988E-001, 1.4120435E-002, 2.7397040E-003
 1.3750000E+001, 1.0315677E+003, 1.0149602E+003, 1.8123592E+000, 2.1067280E+002, 3.4318486E+002, 9.2269581E-001, 8.2615553E-002, 5.4729307E-002, 1.3094988E-002, 1.2845413E-002, 9.8910809E-002, 1.1509021E-002, 7.1968382E-001, 1.3457296E-002, 2.6337280E-003
 1.4250000E+001, 1.0244331E+003, 1.0059143E+003, 1.8536622E+000, 2.1353447E+002, 3.4755842E+002, 9.4752094E-001, 8.5386438E-002, 5.3943446E-002, 1.2458876E-002, 1.1960985E-002, 9.6868008E-002, 1.0945483E-002, 7.2208677E-001, 1.2802863E-002, 2.5288870E-003
 1.4750000E+001, 1.0166931E+003, 9.9625361E+002, 1.8922896E+000, 2.1600457E+002, 3.5145695E+002, 9.7144766E-001, 8.8251468E-002, 5.3106459E-002, 1.1817105E-002, 1.1123666E-002, 9.4746422E-002, 1.0377039E-002, 7.2449268E-001, 1.2142320E-002, 2.4224753E-003
 1.5250000E+001, 1.0076353E+003, 9.8527324E+002, 1.8922896E+000, 2.1793486E+002, 3.5426339E+002, 9.7144766E-001, 9.1089460E-002, 5.2227539E-002, 1.1222968E-002, 1.0374147E-002, 9.2639824E-002, 9.8510367E-003, 7.2675842E-001, 1.1531870E-002, 2.3227899E-003
 1.5750000E+001, 9.9807219E+002, 9.7369804E+002, 1.9271065E+000, 2.1984305E+002, 3.5712209E+002, 9.9548262E-001, 9.4009044E-002, 5.1289733E-002, 1.0638861E-002, 9.6650331E-003, 9.0467803E-002, 9.3340919E-003, 7.2900558E-001, 1.0931685E-002, 2.2238513E-003
 1.6250000E+001, 9.8820199E+002, 9.6180445E+002, 1.9599842E+000, 2.2189108E+002, 3.6010792E+002, 1.0182176E+000, 9.6914256E-002, 5.0331611E-002, 1.0077710E-002, 9.0055770E-003, 8.8302828E-002, 8.8376014E-003, 7.3117946E-001, 1.0354755E-002, 2.1280294E-003
 1.6750000E+001, 9.7808432E+002, 9.4974980E+002, 1.9912659E+000, 2.2381534E+002, 3.6277326E+002, 1.0380177E+000, 9.9778719E-002, 4.9367470E-002, 9.5396477E-003, 8.3952966E-003, 8.6164669E-002, 8.3616489E-003, 7.3327213E-001, 9.8020817E-003, 2.0356355E-003
 1.7250000E+001, 9.6763468E+002, 9.3741494E+002, 2.0202444E+000, 2.2537231E+002, 3.6488130E+002, 1.0566114E+000, 1.0260048E-001, 4.8389258E-002, 9.0344674E-003, 7.8300307E-003, 8.4057271E-002, 7.9149583E-003, 7.3527194E-001, 9.2838880E-003, 1.9480679E-003
 1.7750000E+001, 9.5711923E+002, 9.2504195E+002, 2.0471102E+000, 2.2678854E+002, 3.6678262E+002, 1.0739457E+000, 1.0534422E-001, 4.7412625E-002, 8.5666984E-003, 7.3023790E-003, 8.2008996E-002, 7.5015183E-003, 7.3716687E-001, 8.8047095E-003, 1.8661956E-003
 1.8250000E+001, 9.4668074E+002, 9.1277327E+002, 2.0725928E+000, 2.2795919E+002, 3.6841723E+002, 1.0899655E+000, 1.0799887E-001, 4.6448066E-002, 8.1317785E-003, 6.8123848E-003, 8.0027240E-002, 7.1172483E-003, 7.3896007E-001, 8.3589779E-003, 1.7893435E-003
 1.8750000E+001, 9.3654716E+002, 9.0089017E+002, 2.0969096E+000, 2.2918908E+002, 3.7009381E+002, 1.1045434E+000, 1.1054813E-001, 4.5521518E-002, 7.7128035E-003, 6.3557041E-003, 7.8121699E-002, 6.7470598E-003, 7.4067396E-001, 7.9287297E-003, 1.7152226E-003
 1.9250000E+001, 9.2651734E+002, 8.8929866E+002, 2.1201844E+000, 2.3035399E+002, 3.7151160E+002, 1.1177571E+000, 1.1300740E-001, 4.4624957E-002, 7.3094074E-003, 5.9321772E-003, 7.6280837E-002, 6.3906471E-003, 7.4231392E-001, 7.5139401E-003, 1.6437192E-003
 1.9750000E+001, 9.1640691E+002, 8.7781080E+002, 2.1422545E+000, 2.3120285E+002, 3.7233138E+002, 1.1294985E+000, 1.1540500E-001, 4.3734906E-002, 6.9301394E-003, 5.5390344E-003, 7.4485594E-002, 6.0556656E-003, 7.4387833E-001, 7.1242840E-003, 1.5759412E-003
 2.0250000E+001, 9.0611616E+002, 8.6628523E+002, 2.1626956E+000, 2.3161891E+002, 3.7250026E+002, 1.1403646E+000, 1.1776472E-001, 4.2839665E-002, 6.5740477E-003, 5.1733261E-003, 7.2718523E-002, 5.7412978E-003, 7.4537800E-001, 6.7586721E-003, 1.5115854E-003
 2.0750000E+001, 8.9569586E+002, 8.5476533E+002, 2.1814867E+000, 2.3168568E+002, 3.7215276E+002, 1.1503753E+000, 1.2009495E-001, 4.1941429E-002, 6.2348151E-003, 4.8299766E-003, 7.0972999E-002, 5.4419229E-003, 7.4682824E-001, 6.4103570E-003, 1.4496990E-003
 2.1250000E+001, 8.8518841E+002, 8.4336181E+002, 2.1990632E+000, 2.3152991E+002, 3.7132334E+002, 1.1589734E+000, 1.2239624E-001, 4.1052205E-002, 5.9002745E-003, 4.5055796E-003, 6.9246892E-002, 5.1466971E-003, 7.4824917E-001, 6.0665608E-003, 1.3885717E-003
 2.1750000E+001, 8.7461563E+002, 8.3210265E+002, 2.2158264E+000, 2.3116913E+002, 3.7006093E+002, 1.1658669E+000, 1.2466737E-001, 4.0173721E-002, 5.5698842E-003, 4.1954608E-003, 6.7541759E-002, 4.8551345E-003, 7.4964457E-001, 5.7268204E-003, 1.3281628E-003
 2.2250000E+001, 8.6402070E+002, 8.2089440E+002, 2.2315632E+000, 2.3069263E+002, 3.6862471E+002, 1.1713566E+000, 1.2691163E-001, 3.9301132E-002, 5.2465496E-003, 3.9014328E-003, 6.5855398E-002, 4.5698294E-003, 7.5100997E-001, 5.3940409E-003, 1.2688389E-003
 2.2750000E+001, 8.5340931E+002, 8.0965295E+002, 2.2460970E+000, 2.3016824E+002, 3.6721891E+002, 1.1757142E+000, 1.2913237E-001, 3.8428862E-002, 4.9341688E-003, 3.6228909E-003, 6.4186133E-002, 4.2942601E-003, 7.5234122E-001, 5.0724898E-003, 1.2111526E-003
 2.3250000E+001, 8.4271990E+002, 7.9833624E+002, 2.2592188E+000, 2.2943050E+002, 3.6566681E+002, 1.1791746E+000, 1.3131983E-001, 3.7555928E-002, 4.6390119E-003, 3.3612564E-003, 6.2542187E-002, 4.0340025E-003, 7.5362530E-001, 4.7688450E-003, 1.1560646E-003
 2.3750000E+001, 8.3188342E+002, 7.8694341E+002, 2.2812288E+000, 2.2834822E+002, 3.6369160E+002, 1.1846095E+000, 1.3347532E-001, 3.6680494E-002, 4.3621378E-003, 3.1173122E-003, 6.0922659E-002, 3.7900023E-003, 7.5486052E-001, 4.4841004E-003, 1.1036939E-003
 2.4250000E+001, 8.2088023E+002, 7.7550368E+002, 2.2812288E+000, 2.2695810E+002, 3.6119904E+002, 1.1846095E+000, 1.3559281E-001, 3.5804659E-002, 4.1046814E-003, 2.8916368E-003, 5.9332154E-002, 3.5632632E-003, 7.5604298E-001, 4.2192537E-003, 1.0542156E-003
 2.4750000E+001, 8.0991559E+002, 7.6424213E+002, 2.2903974E+000, 2.2559085E+002, 3.5850087E+002, 1.1867007E+000, 1.3764416E-001, 3.4945841E-002, 3.8644701E-003, 2.6846413E-003, 5.7791184E-002, 3.3518120E-003, 7.5716687E-001, 3.9720340E-003, 1.0075189E-003
 2.5250000E+001, 7.9919098E+002, 7.5332933E+002, 2.2983319E+000, 2.2433261E+002, 3.5578275E+002, 1.1888822E+000, 1.3960633E-001, 3.4114658E-002, 3.6435430E-003, 2.4957954E-003, 5.6317392E-002, 3.1574357E-003, 7.5822259E-001, 3.7448737E-003, 9.6408602E-004
 2.5750000E+001, 7.8872987E+002, 7.4275582E+002, 2.3056373E+000, 2.2308766E+002, 3.5304324E+002, 1.1905580E+000, 1.4148545E-001, 3.3307837E-002, 3.4421689E-003, 2.3221323E-003, 5.4906725E-002, 2.9803810E-003, 7.5921377E-001, 3.5379971E-003, 9.2390978E-004
 2.6250000E+001, 7.7849625E+002, 7.3251593E+002, 2.3127572E+000, 2.2164804E+002, 3.5008741E+002, 1.1914400E+000, 1.4329283E-001, 3.2528459E-002, 3.2509709E-003, 2.1632514E-003, 5.3549081E-002, 2.8123056E-003, 7.6015765E-001, 3.3414511E-003, 8.8557495E-004
 2.6750000E+001, 7.6854008E+002, 7.2263549E+002, 2.3197086E+000, 2.2003173E+002, 3.4696258E+002, 1.1915174E+000, 1.4502733E-001, 3.1775233E-002, 3.0723474E-003, 2.0152383E-003, 5.2246375E-002, 2.6553446E-003, 7.6105324E-001, 3.1578783E-003, 8.4945283E-004
 2.7250000E+001, 7.5890586E+002, 7.1312684E+002, 2.3267560E+000, 2.1846884E+002, 3.4393180E+002, 1.1904854E+000, 1.4669595E-001, 3.1052199E-002, 2.8986034E-003, 1.8753151E-003, 5.0992394E-002, 2.5026480E-003, 7.6191578E-001, 2.9789824E-003, 8.1438794E-004
 2.7750000E+001, 7.4941945E+002, 7.0384550E+002, 2.3409100E+000, 2.1689634E+002, 3.4086115E+002, 1.1851654E+000, 1.4832378E-001, 3.0348441E-002, 2.7269597E-003, 1.7432341E-003, 4.9767961E-002, 2.3517719E-003, 7.6275712E-001, 2.8018952E-003, 7.7982485E-004
 2.8250000E+001, 7.3998796E+002, 6.9469820E+002, 2.3409100E+000, 2.1524180E+002, 3.3765855E+002, 1.1851654E+000, 1.4992791E-001, 2.9655106E-002, 2.5570060E-003, 1.6184803E-003, 4.8560341E-002, 2.2023729E-003, 7.6358347E-001, 2.6264048E-003, 7.4562191E-004
 2.8750000E+001, 7.3060143E+002, 6.8566422E+002, 2.3474449E+000, 2.1350145E+002, 3.3430927E+002, 1.1816851E+000, 1.5150669E-001, 2.8970158E-002, 2.3919420E-003, 1.4992664E-003, 4.7371639E-002, 2.0573002E-003, 7.6439102E-001, 2.4559442E-003, 7.1225533E-004
 2.9250000E+001, 7.2131014E+002, 6.7675343E+002, 2.3533813E+000, 2.1163109E+002, 3.3084742E+002, 1.1777561E+000, 1.5305403E-001, 2.8298354E-002, 2.2300879E-003, 1.3874559E-003, 4.6205793E-002, 1.9150490E-003, 7.6517897E-001, 2.2886984E-003, 6.7951985E-004
 2.9750000E+001, 7.1214321E+002, 6.6799919E+002, 2.3586984E+000, 2.0954576E+002, 3.2719396E+002, 1.1736177E+000, 1.5456199E-001, 2.7636533E-002, 2.0791519E-003, 1.2825164E-003, 4.5070244E-002, 1.7824786E-003, 7.6593417E-001, 2.1331335E-003, 6.4860616E-004
 3.0250000E+001, 7.0318092E+002, 6.5945766E+002, 2.3633810E+000, 2.0731346E+002, 3.2345263E+002, 1.1696404E+000, 1.5602235E-001, 2.6993079E-002, 1.9350753E-003, 1.1850085E-003, 4.3970270E-002, 1.6559612E-003, 7.6665956E-001, 1.9846183E-003, 6.1895155E-004
 3.0750000E+001, 6.9444527E+002, 6.5112752E+002, 2.3673543E+000, 2.0488565E+002, 3.1964204E+002, 1.1660673E+000, 1.5742849E-001, 2.6366220E-002, 1.8032298E-003, 1.0959692E-003, 4.2911640E-002, 1.5402760E-003, 7.6734462E-001, 1.8489758E-003, 5.9137908E-004
 3.1250000E+001, 6.8596517E+002, 6.4302101E+002, 2.3709167E+000, 2.0231753E+002, 3.1585081E+002, 1.1627244E+000, 1.5877795E-001, 2.5757335E-002, 1.6836508E-003, 1.0147758E-003, 4.1896299E-002, 1.4354509E-003, 7.6798900E-001, 1.7261256E-003, 5.6589461E-004
 3.1750000E+001, 6.7763370E+002, 6.3510597E+002, 2.3744566E+000, 1.9962711E+002, 3.1193544E+002, 1.1589954E+000, 1.6008169E-001, 2.5162655E-002, 1.5742776E-003, 9.3982111E-004, 4.0915949E-002, 1.3396634E-003, 7.6860019E-001, 1.6138958E-003, 5.4213309E-004
 3.2250000E+001, 6.6940169E+002, 6.2738208E+002, 2.3819498E+000, 1.9691811E+002, 3.0785923E+002, 1.1496562E+000, 1.6134460E-001, 2.4581300E-002, 1.4733850E-003, 8.7028656E-004, 3.9966756E-002, 1.2513821E-003, 7.6918274E-001, 1.5103928E-003, 5.1980928E-004
 3.2750000E+001, 6.6135817E+002, 6.1989134E+002, 2.3819498E+000, 1.9424547E+002, 3.0377041E+002, 1.1496562E+000, 1.6256105E-001, 2.4018706E-002, 1.3784398E-003, 8.0711734E-004, 3.9052287E-002, 1.1683421E-003, 7.6973791E-001, 1.4128784E-003, 4.9859408E-004
 3.3250000E+001, 6.5357801E+002, 6.1267344E+002, 2.3858360E+000, 1.9160484E+002, 2.9975628E+002, 1.1443695E+000, 1.6372455E-001, 2.3478997E-002, 1.2888399E-003, 7.5033387E-004, 3.8177267E-002, 1.0899983E-003, 7.7026454E-001, 1.3207885E-003, 4.7845554E-004
 3.3750000E+001, 6.4606613E+002, 6.0574962E+002, 2.3897668E+000, 1.8899159E+002, 2.9578868E+002, 1.1388255E+000, 1.6483125E-001, 2.2962667E-002, 1.2063747E-003, 6.9866994E-004, 3.7345105E-002, 1.0179402E-003, 7.7075979E-001, 1.2360753E-003, 4.5968314E-004
 3.4250000E+001, 6.3879278E+002, 5.9910509E+002, 2.3936475E+000, 1.8637128E+002, 2.9178262E+002, 1.1333755E+000, 1.6588286E-001, 2.2466943E-002, 1.1330182E-003, 6.5124582E-004, 3.6555027E-002, 9.5392901E-004, 7.7122200E-001, 1.1609133E-003, 4.4255804E-004
 3.4750000E+001, 6.3181006E+002, 5.9275646E+002, 2.3972557E+000, 1.8383917E+002, 2.8787169E+002, 1.1283579E+000, 1.6689167E-001, 2.1986460E-002, 1.0676633E-003, 6.0597573E-004, 3.5798010E-002, 8.9699365E-004, 7.7165803E-001, 1.0940175E-003, 4.2682685E-004
 3.5250000E+001, 6.2497944E+002, 5.8661443E+002, 2.4044346E+000, 1.8135876E+002, 2.8390103E+002, 1.1190316E+000, 1.6784894E-001, 2.1526971E-002, 1.0091399E-003, 5.6420835E-004, 3.5080134E-002, 8.4608008E-004, 7.7206589E-001, 1.0340698E-003, 4.1237173E-004
 3.5750000E+001, 6.1841768E+002, 5.8073216E+002, 2.4077468E+000, 1.7903918E+002, 2.8013781E+002, 1.1144459E+000, 1.6877447E-001, 2.1084077E-002, 9.5115151E-004, 5.2394971E-004, 3.4385774E-002, 7.9560211E-004, 7.7246217E-001, 9.7454925E-004, 3.9818769E-004
 3.6250000E+001, 6.1199674E+002, 5.7499858E+002, 2.4105565E+000, 1.7685518E+002, 2.7647426E+002, 1.1099688E+000, 1.6967571E-001, 2.0651371E-002, 8.9602418E-004, 4.8582427E-004, 3.3709713E-002, 7.4764275E-004, 7.7284535E-001, 9.1798781E-004, 3.8456231E-004
 3.6750000E+001, 6.0568359E+002, 5.6937937E+002, 2.4131791E+000, 1.7468353E+002, 2.7280825E+002, 1.1050018E+000, 1.7055406E-001, 2.0226958E-002, 8.4488498E-004, 4.5009924E-004, 3.3051079E-002, 7.0320838E-004, 7.7321403E-001, 8.6559445E-004, 3.7164731E-004
 3.7250000E+001, 5.9948539E+002, 5.6387552E+002, 2.4156353E+000, 1.7240813E+002, 2.6908422E+002, 1.0996156E+000, 1.7140892E-001, 1.9811363E-002, 7.9756025E-004, 4.1652089E-004, 3.2410324E-002, 6.6214341E-004, 7.7356849E-001, 8.1714134E-004, 3.5941606E-004
 3.7750000E+001, 5.9334222E+002, 5.5844702E+002, 2.4177319E+000, 1.6996705E+002, 2.6520325E+002, 1.0943704E+000, 1.7224427E-001, 1.9402026E-002, 7.5444740E-004, 3.8512672E-004, 3.1784553E-002, 6.2480724E-004, 7.7390932E-001, 7.7301706E-004, 3.4789360E-004
 3.8250000E+001, 5.8724424E+002, 5.5308980E+002, 2.4177319E+000, 1.6742436E+002, 2.6118671E+002, 1.0943704E+000, 1.7306277E-001, 1.8997928E-002, 7.1514710E-004, 3.5551602E-004, 3.1171764E-002, 5.9084737E-004, 7.7423822E-001, 7.3281012E-004, 3.3700754E-004
 3.8750000E+001, 5.8117640E+002, 5.4779009E+002, 2.4206592E+000, 1.6483411E+002, 2.5708877E+002, 1.0848512E+000, 1.7386801E-001, 1.8598951E-002, 6.7774824E-004, 3.2805219E-004, 3.0568877E-002, 5.5856532E-004, 7.7455877E-001, 6.9449621E-004, 3.2646121E-004
 3.9250000E+001, 5.7515111E+002, 5.4254883E+002, 2.4216363E+000, 1.6219239E+002, 2.5293433E+002, 1.0798172E+000, 1.7466191E-001, 1.8206052E-002, 6.4019602E-004, 3.0278773E-004, 2.9974062E-002, 5.2613231E-004, 7.7487448E-001, 6.5592117E-004, 3.1595213E-004
 3.9750000E+001, 5.6920604E+002, 5.3738396E+002, 2.4216363E+000, 1.5952475E+002, 2.4876918E+002, 1.0798172E+000, 1.7544046E-001, 1.7820133E-002, 6.0384576E-004, 2.7933700E-004, 2.9390625E-002, 4.9475089E-004, 7.7518244E-001, 6.1854533E-004, 3.0570507E-004
 4.0250000E+001, 5.6342439E+002, 5.3235006E+002, 2.4222431E+000, 1.5690314E+002, 2.4471902E+002, 1.0745484E+000, 1.7619639E-001, 1.7444622E-002, 5.6929611E-004, 2.5718779E-004, 2.8824172E-002, 4.6494493E-004, 7.7547993E-001, 5.8301981E-004, 2.9585819E-004
 4.0750000E+001, 5.5784007E+002, 5.2749270E+002, 2.4224504E+000, 1.5438628E+002, 2.4081314E+002, 1.0638296E+000, 1.7692387E-001, 1.7083814E-002, 5.3544182E-004, 2.3608445E-004, 2.8278894E-002, 4.3572164E-004, 7.7576694E-001, 5.4819977E-004, 2.8629778E-004
 4.1250000E+001, 5.5252772E+002, 5.2288020E+002, 2.4225985E+000, 1.5204753E+002, 2.3711468E+002, 1.0579152E+000, 1.7761556E-001, 1.6741366E-002, 5.0263646E-004, 2.1597700E-004, 2.7760335E-002, 4.0738649E-004, 7.7604075E-001, 5.1443441E-004, 2.7712032E-004
 4.1750000E+001, 5.4746816E+002, 5.1851276E+002, 2.4229955E+000, 1.4981292E+002, 2.3353813E+002, 1.0515518E+000, 1.7827177E-001, 1.6417006E-002, 4.7095213E-004, 1.9714793E-004, 2.7268232E-002, 3.8000422E-004, 7.7630115E-001, 4.8179414E-004, 2.6833165E-004
 4.2250000E+001, 5.4259942E+002, 5.1433251E+002, 2.4229955E+000, 1.4763457E+002, 2.3003811E+002, 1.0515518E+000, 1.7889858E-001, 1.6106507E-002, 4.4132484E-004, 1.7958038E-004, 2.6798229E-002, 3.5441704E-004, 7.7654866E-001, 4.5131691E-004, 2.6003041E-004
