cm,K,K,m/s,K,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,cm,kW/m2,kW/m2,cm,kW/m2,cm,kW/m2,cm,K,K,K,K,K,K,K,K,K,K
 7.9250000E+001, 4.4253369E+002, 4.3875129E+002, 2.5459678E+000, 1.0697224E+002, 1.2339906E+002, 8.9924989E-001, 1.9217094E-001, 9.4321750E-003, 2.0241878E-006, 1.7700758E-007, 2.2656233E-002, 2.0241878E-006, 7.7573643E-001, 0.0000000E+000,NaN,NaN,NaN, 1.0580357E+002, 1.9365318E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.9750000E+001, 4.4086421E+002, 4.3719463E+002, 2.5436849E+000, 1.0524480E+002, 1.2145113E+002, 8.9435374E-001, 1.9234872E-001, 9.3344418E-003, 1.5384865E-006, 1.4099713E-007, 2.2460849E-002, 1.5384865E-006, 7.7585277E-001, 0.0000000E+000,NaN,NaN,NaN, 1.0647321E+002, 1.9153648E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 8.0250000E+001, 4.3918051E+002, 4.3561767E+002, 2.5409298E+000, 1.0332539E+002, 1.1932919E+002, 8.9011475E-001, 1.9253040E-001, 9.2345010E-003, 1.1563546E-006, 1.1238012E-007, 2.2261165E-002, 1.1563546E-006, 7.7597151E-001, 0.0000000E+000,NaN,NaN,NaN, 1.0714286E+002, 1.8732226E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 8.0750000E+001, 4.3753583E+002, 4.3407624E+002, 2.5368893E+000, 1.0152313E+002, 1.1734732E+002, 8.8771019E-001, 1.9270589E-001, 9.1379271E-003, 8.6347546E-007, 8.5383105E-008, 2.2068284E-002, 8.6347546E-007, 7.7608609E-001, 0.0000000E+000,NaN,NaN,NaN, 1.0781250E+002, 1.8521486E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 8.1250000E+001, 4.3591439E+002, 4.3255014E+002, 2.5322099E+000, 9.9575421E+001, 1.1526312E+002, 8.8552903E-001, 1.9288104E-001, 9.0414878E-003, 6.5090062E-007, 6.4739633E-008, 2.1875751E-002, 6.5090062E-007, 7.7620035E-001, 0.0000000E+000,NaN,NaN,NaN, 1.0848214E+002, 1.8310059E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 8.1750000E+001, 4.3431837E+002, 4.3104012E+002, 2.5274742E+000, 9.7757948E+001, 1.1332193E+002, 8.8261276E-001, 1.9305321E-001, 8.9466705E-003, 4.8558937E-007, 4.9001481E-008, 2.1686500E-002, 4.8558937E-007, 7.7631260E-001, 0.0000000E+000,NaN,NaN,NaN, 1.0915179E+002, 1.7883657E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 8.2250000E+001, 4.3277843E+002, 4.2956495E+002, 2.5222022E+000, 9.6038110E+001, 1.1150713E+002, 8.8041630E-001, 1.9322165E-001, 8.8538711E-003, 3.7529287E-007, 3.7777400E-008, 2.1501327E-002, 3.7529287E-007, 7.7642236E-001, 0.0000000E+000,NaN,NaN,NaN, 1.0982143E+002, 1.7668460E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 8.2750000E+001, 4.3137689E+002, 4.2820645E+002, 2.5166512E+000, 9.4703731E+001, 1.1007674E+002, 8.7959830E-001, 1.9337508E-001, 8.7693345E-003, 2.9322709E-007, 2.9242824E-008, 2.1332660E-002, 2.9322709E-007, 7.7652231E-001, 0.0000000E+000,NaN,NaN,NaN, 1.1049107E+002, 1.7452294E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 8.3250000E+001, 4.3005927E+002, 4.2693718E+002, 2.5115085E+000, 9.3470772E+001, 1.0872652E+002, 8.7822483E-001, 1.9351852E-001, 8.6902885E-003, 2.4380881E-007, 2.2758920E-008, 2.1174975E-002, 2.4380881E-007, 7.7661571E-001, 0.0000000E+000,NaN,NaN,NaN, 1.1116071E+002, 1.7020102E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 8.3750000E+001, 4.2877004E+002, 4.2569622E+002, 2.5072518E+000, 9.2393109E+001, 1.0753297E+002, 8.7597271E-001, 1.9365730E-001, 8.6138015E-003, 2.0583431E-007, 1.7610853E-008, 2.1022404E-002, 2.0583431E-007, 7.7670607E-001, 0.0000000E+000,NaN,NaN,NaN, 1.1183036E+002, 1.6806081E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 8.4250000E+001, 4.2748956E+002, 4.2446275E+002, 2.5031228E+000, 9.1274665E+001, 1.0632476E+002, 8.7332778E-001, 1.9379475E-001, 8.5380417E-003, 1.7846720E-007, 1.3605626E-008, 2.0871295E-002, 1.7846720E-007, 7.7679554E-001, 0.0000000E+000,NaN,NaN,NaN, 1.1250000E+002, 1.6386580E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 8.4750000E+001, 4.2629172E+002, 4.2330711E+002, 2.4977012E+000, 9.0240327E+001, 1.0521317E+002, 8.7199096E-001, 1.9392299E-001, 8.4673588E-003, 1.5301629E-007, 1.0440301E-008, 2.0730311E-002, 1.5301629E-007, 7.7687903E-001, 0.0000000E+000,NaN,NaN,NaN, 1.1316964E+002, 1.6181810E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 8.5250000E+001, 4.2516036E+002, 4.2222853E+002, 2.4909085E+000, 8.9083130E+001, 1.0397198E+002, 8.7140462E-001, 1.9404304E-001, 8.4011930E-003, 1.2679554E-007, 7.9876589E-009, 2.0598335E-002, 1.2679554E-007, 7.7695717E-001, 0.0000000E+000,NaN,NaN,NaN, 1.1383929E+002, 1.5980098E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 8.5750000E+001, 4.2403091E+002, 4.2115930E+002, 2.4842640E+000, 8.7901213E+001, 1.0268738E+002, 8.6982202E-001, 1.9416194E-001, 8.3356557E-003, 1.0610357E-007, 6.2240763E-009, 2.0467618E-002, 1.0610357E-007, 7.7703457E-001, 0.0000000E+000,NaN,NaN,NaN, 1.1450893E+002, 1.5583498E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 8.6250000E+001, 4.2285642E+002, 4.2005327E+002, 2.4781604E+000, 8.6618325E+001, 1.0128644E+002, 8.6728424E-001, 1.9428545E-001, 8.2675763E-003, 8.5264021E-008, 4.9013459E-009, 2.0331831E-002, 8.5264021E-008, 7.7711497E-001, 0.0000000E+000,NaN,NaN,NaN, 1.1517857E+002, 1.5460612E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 8.6750000E+001, 4.2165131E+002, 4.1891337E+002, 2.4725090E+000, 8.5302543E+001, 9.9835295E+001, 8.6437815E-001, 1.9441285E-001, 8.1973485E-003, 6.9562581E-008, 3.9635307E-009, 2.0191765E-002, 6.9562581E-008, 7.7719789E-001, 0.0000000E+000,NaN,NaN,NaN, 1.1584821E+002, 1.5254098E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 8.7250000E+001, 4.2040085E+002, 4.1773549E+002, 2.4669465E+000, 8.3914718E+001, 9.8299596E+001, 8.6123336E-001, 1.9454531E-001, 8.1243314E-003, 5.6913578E-008, 3.3588275E-009, 2.0046139E-002, 5.6913578E-008, 7.7728410E-001, 0.0000000E+000,NaN,NaN,NaN, 1.1651786E+002, 1.4820122E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 8.7750000E+001, 4.1913806E+002, 4.1654099E+002, 2.4611851E+000, 8.2754333E+001, 9.6968449E+001, 8.5768140E-001, 1.9467912E-001, 8.0505750E-003, 4.4213294E-008, 2.7218132E-009, 1.9899039E-002, 4.4213294E-008, 7.7737118E-001, 0.0000000E+000,NaN,NaN,NaN, 1.1718750E+002, 1.4601878E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 8.8250000E+001, 4.1793547E+002, 4.1539954E+002, 2.4553104E+000, 8.1647179E+001, 9.5689473E+001, 8.5391535E-001, 1.9480596E-001, 7.9806498E-003, 3.7906286E-008, 2.3390090E-009, 1.9759586E-002, 3.7906286E-008, 7.7745373E-001, 0.0000000E+000,NaN,NaN,NaN, 1.1785714E+002, 1.4388772E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 8.8750000E+001, 4.1675989E+002, 4.1428173E+002, 2.4496182E+000, 8.0408515E+001, 9.4307051E+001, 8.5001483E-001, 1.9493032E-001, 7.9120980E-003, 2.9030037E-008, 1.8270433E-009, 1.9622869E-002, 2.9030037E-008, 7.7753466E-001, 0.0000000E+000,NaN,NaN,NaN, 1.1852679E+002, 1.3980046E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 8.9250000E+001, 4.1558706E+002, 4.1316497E+002, 2.4440090E+000, 7.8918089E+001, 9.2708194E+001, 8.4632861E-001, 1.9505465E-001, 7.8435592E-003, 2.6059571E-008, 1.6165937E-009, 1.9486183E-002, 2.6059571E-008, 7.7761556E-001, 0.0000000E+000,NaN,NaN,NaN, 1.1919643E+002, 1.3781567E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 8.9750000E+001, 4.1446477E+002, 4.1210528E+002, 2.4384291E+000, 7.7596132E+001, 9.1254611E+001, 8.4343628E-001, 1.9517232E-001, 7.7786905E-003, 2.0170655E-008, 1.2771346E-009, 1.9356814E-002, 2.0170655E-008, 7.7769214E-001, 0.0000000E+000,NaN,NaN,NaN, 1.1986607E+002, 1.3585080E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 9.0250000E+001, 4.1342680E+002, 4.1113597E+002, 2.4337333E+000, 7.6499213E+001, 8.9982960E+001, 8.3993678E-001, 1.9527921E-001, 7.7197623E-003, 1.8499060E-008, 1.1404126E-009, 1.9239296E-002, 1.8499060E-008, 7.7776169E-001, 0.0000000E+000,NaN,NaN,NaN, 1.2053571E+002, 1.3196422E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 9.0750000E+001, 4.1243300E+002, 4.1020301E+002, 2.4300739E+000, 7.5604045E+001, 8.8905038E+001, 8.3574863E-001, 1.9538198E-001, 7.6631091E-003, 1.4681616E-008, 9.3078820E-010, 1.9126312E-002, 1.4681616E-008, 7.7782857E-001, 0.0000000E+000,NaN,NaN,NaN, 1.2120536E+002, 1.3004792E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 9.1250000E+001, 4.1147677E+002, 4.0930596E+002, 2.4230835E+000, 7.4815090E+001, 8.7925677E+001, 8.2891637E-001, 1.9548032E-001, 7.6088965E-003, 1.3328461E-008, 8.1596812E-010, 1.9018199E-002, 1.3328461E-008, 7.7789256E-001, 0.0000000E+000,NaN,NaN,NaN, 1.2187500E+002, 1.2815669E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 9.1750000E+001, 4.1048324E+002, 4.0837548E+002, 2.4230835E+000, 7.4070555E+001, 8.6985087E+001, 8.2891637E-001, 1.9558337E-001, 7.5520849E-003, 1.0761523E-008, 6.6946262E-010, 1.8904900E-002, 1.0761523E-008, 7.7795962E-001, 0.0000000E+000,NaN,NaN,NaN, 1.2254464E+002, 1.2446690E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 9.2250000E+001, 4.0944261E+002, 4.0739855E+002, 2.4181480E+000, 7.3276404E+001, 8.5998397E+001, 8.2768730E-001, 1.9569122E-001, 7.4926286E-003, 9.2810643E-009, 5.7886371E-010, 1.8786329E-002, 9.2810643E-009, 7.7802980E-001, 0.0000000E+000,NaN,NaN,NaN, 1.2321429E+002, 1.2267319E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 9.2750000E+001, 4.0836817E+002, 4.0639215E+002, 2.4127305E+000, 7.2494405E+001, 8.5031497E+001, 8.2735448E-001, 1.9580249E-001, 7.4312901E-003, 7.6799645E-009, 5.0502828E-010, 1.8664004E-002, 7.6799645E-009, 7.7810220E-001, 0.0000000E+000,NaN,NaN,NaN, 1.2388393E+002, 1.2091475E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 9.3250000E+001, 4.0725016E+002, 4.0534391E+002, 2.4068861E+000, 7.1658037E+001, 8.4003944E+001, 8.2742259E-001, 1.9591880E-001, 7.3671671E-003, 6.5809089E-009, 4.3536233E-010, 1.8536127E-002, 6.5809089E-009, 7.7817789E-001, 0.0000000E+000,NaN,NaN,NaN, 1.2455357E+002, 1.1750379E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 9.3750000E+001, 4.0612863E+002, 4.0428611E+002, 2.4008323E+000, 7.0889156E+001, 8.3038831E+001, 8.2726354E-001, 1.9603632E-001, 7.3023842E-003, 5.9378785E-009, 4.0900530E-010, 1.8406934E-002, 5.9378785E-009, 7.7825435E-001, 0.0000000E+000,NaN,NaN,NaN, 1.2522321E+002, 1.1585125E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 9.4250000E+001, 4.0500854E+002, 4.0322253E+002, 2.3949673E+000, 7.0069849E+001, 8.2032285E+001, 8.2535482E-001, 1.9615444E-001, 7.2372653E-003, 5.1223631E-009, 3.5124806E-010, 1.8277071E-002, 5.1223631E-009, 7.7833122E-001, 0.0000000E+000,NaN,NaN,NaN, 1.2589286E+002, 1.1423432E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 9.4750000E+001, 4.0389109E+002, 4.0215170E+002, 2.3890576E+000, 6.9235227E+001, 8.1024724E+001, 8.2310024E-001, 1.9627187E-001, 7.1725239E-003, 4.9349739E-009, 3.4618784E-010, 1.8147961E-002, 4.9349739E-009, 7.7840763E-001, 0.0000000E+000,NaN,NaN,NaN, 1.2656250E+002, 1.1110936E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 9.5250000E+001, 4.0280606E+002, 4.0110681E+002, 2.3824535E+000, 6.8358138E+001, 7.9994819E+001, 8.2149921E-001, 1.9638836E-001, 7.1083071E-003, 4.2929576E-009, 2.9865500E-010, 1.8019897E-002, 4.2929576E-009, 7.7848343E-001, 0.0000000E+000,NaN,NaN,NaN, 1.2723214E+002, 1.0960245E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 9.5750000E+001, 4.0173209E+002, 4.0006655E+002, 2.3761452E+000, 6.7467945E+001, 7.8990840E+001, 8.2017304E-001, 1.9650352E-001, 7.0448198E-003, 4.2529709E-009, 2.9261363E-010, 1.7893289E-002, 4.2529709E-009, 7.7855836E-001, 0.0000000E+000,NaN,NaN,NaN, 1.2790179E+002, 1.0813321E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 9.6250000E+001, 4.0069043E+002, 3.9905719E+002, 2.3635943E+000, 6.6562694E+001, 7.8004511E+001, 8.1805820E-001, 1.9661522E-001, 6.9832433E-003, 3.6947816E-009, 2.4867179E-010, 1.7770490E-002, 3.6947816E-009, 7.7863104E-001, 0.0000000E+000,NaN,NaN,NaN, 1.2857143E+002, 1.0530880E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 9.6750000E+001, 3.9967671E+002, 3.9807814E+002, 2.3635943E+000, 6.5712472E+001, 7.7068805E+001, 8.1805820E-001, 1.9672347E-001, 6.9235618E-003, 3.3796604E-009, 2.2142636E-010, 1.7651471E-002, 3.3796604E-009, 7.7870149E-001, 0.0000000E+000,NaN,NaN,NaN, 1.2924107E+002, 1.0395375E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 9.7250000E+001, 3.9867645E+002, 3.9711227E+002, 2.3573420E+000, 6.4835291E+001, 7.6094472E+001, 8.1752721E-001, 1.9682974E-001, 6.8649757E-003, 2.6961933E-009, 1.7308116E-010, 1.7534636E-002, 2.6961933E-009, 7.7877064E-001, 0.0000000E+000,NaN,NaN,NaN, 1.2991071E+002, 1.0263662E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 9.7750000E+001, 3.9770891E+002, 3.9617426E+002, 2.3508608E+000, 6.4080620E+001, 7.5214737E+001, 8.1801545E-001, 1.9693287E-001, 6.8081261E-003, 2.2593980E-009, 1.4266826E-010, 1.7421264E-002, 2.2593980E-009, 7.7883774E-001, 0.0000000E+000,NaN,NaN,NaN, 1.3058036E+002, 1.0011495E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 9.8250000E+001, 3.9675293E+002, 3.9525422E+002, 2.3444622E+000, 6.3309404E+001, 7.4300807E+001, 8.1870398E-001, 1.9703425E-001, 6.7522335E-003, 1.6970969E-009, 1.0563967E-010, 1.7309801E-002, 1.6970969E-009, 7.7890371E-001, 0.0000000E+000,NaN,NaN,NaN, 1.3125000E+002, 9.8909635E-002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 9.8750000E+001, 3.9587533E+002, 3.9441267E+002, 2.3393992E+000, 6.2618867E+001, 7.3452209E+001, 8.1727698E-001, 1.9712702E-001, 6.7010896E-003, 1.4091702E-009, 8.6201012E-011, 1.7207808E-002, 1.4091702E-009, 7.7896408E-001, 0.0000000E+000,NaN,NaN,NaN, 1.3191964E+002, 9.7740724E-002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 9.9250000E+001, 3.9506712E+002, 3.9364476E+002, 2.3341061E+000, 6.1880637E+001, 7.2544879E+001, 8.1475545E-001, 1.9721189E-001, 6.6543047E-003, 1.0179579E-009, 6.1624018E-011, 1.7114507E-002, 1.0179579E-009, 7.7901930E-001, 0.0000000E+000,NaN,NaN,NaN, 1.3258929E+002, 9.5509900E-002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 9.9750000E+001, 3.9434476E+002, 3.9295971E+002, 2.3285256E+000, 6.1250257E+001, 7.1755627E+001, 8.1218870E-001, 1.9728796E-001, 6.6123649E-003, 8.5087227E-010, 5.0850729E-011, 1.7030869E-002, 8.5087227E-010, 7.7906880E-001, 0.0000000E+000,NaN,NaN,NaN, 1.3325893E+002, 9.4446675E-002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.3392857E+002, 9.3417249E-002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.3459821E+002, 9.1456451E-002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.3526786E+002, 9.1015317E-002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.3593750E+002, 9.0107505E-002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.3660714E+002, 8.8378627E-002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.3727679E+002, 8.7555478E-002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.3794643E+002, 8.6758418E-002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.3861607E+002, 8.5238183E-002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.3928571E+002, 8.4512786E-002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.3995536E+002, 8.3809035E-002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.4062500E+002, 8.2461917E-002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.4129464E+002, 8.1816258E-002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.4196429E+002, 8.1187658E-002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.4263393E+002, 7.9976959E-002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.4330357E+002, 7.9392487E-002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.4397321E+002, 7.8820329E-002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.4464286E+002, 7.7708087E-002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.4531250E+002, 7.7165555E-002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.4598214E+002, 7.6630444E-002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.4665179E+002, 7.5577600E-002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.4732143E+002, 7.5057457E-002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.4799107E+002, 7.4539928E-002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.4866071E+002, 7.3508201E-002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.4933036E+002, 7.2991851E-002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.5000000E+002, 7.2473818E-002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
