cm,K,K,m/s,K,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,kg/kg,cm,kW/m2,cm,kW/m2
 1.3461055E+001, 1.0146824E+003, 9.9330111E+002, 1.8339737E+000, 1.9955950E+002, 3.3792090E+002, 5.9328163E-001, 5.3273588E-002, 5.5626581E-002, 2.7677462E-002, 8.0485182E-002, 1.0214468E-001, 2.4602189E-002, 6.4696450E-001, 2.7103068E-002, 3.8739219E-003, 8.5555556E+001, 3.1507196E-001, 1.1145439E+002, 2.3465034E-001
 1.4061558E+001, 1.0247523E+003, 1.0023112E+003, 1.9502955E+000, 1.9804523E+002, 3.4136338E+002, 6.3604951E-001, 5.5709492E-002, 5.5635941E-002, 2.6849909E-002, 7.4292567E-002, 1.0145428E-001, 2.3866585E-002, 6.5324125E-001, 2.6376632E-002, 3.7700903E-003, 8.9444444E+001, 2.9771317E-001, 1.1569067E+002, 2.0793463E-001
 1.4662060E+001, 1.0289042E+003, 1.0059495E+003, 2.0051144E+000, 1.9788737E+002, 3.4313614E+002, 6.5573792E-001, 5.6949379E-002, 5.5584227E-002, 2.6454415E-002, 7.1456033E-002, 1.0104907E-001, 2.3515035E-002, 6.5617370E-001, 2.6026849E-002, 3.7200947E-003, 9.3333333E+001, 2.8307692E-001, 1.1992695E+002, 1.8905901E-001
 1.5262563E+001, 1.0328130E+003, 1.0095321E+003, 2.0576589E+000, 1.9823343E+002, 3.4499908E+002, 6.7555969E-001, 5.8108059E-002, 5.5553314E-002, 2.6071623E-002, 6.8743162E-002, 1.0068221E-001, 2.3174776E-002, 6.5897631E-001, 2.5687621E-002, 3.6716078E-003, 9.7222222E+001, 2.7325037E-001, 1.2416325E+002, 1.7264756E-001
 1.5863065E+001, 1.0371886E+003, 1.0136311E+003, 2.1077730E+000, 1.9903911E+002, 3.4735733E+002, 6.9586756E-001, 5.9109476E-002, 5.5572666E-002, 2.5717629E-002, 6.6155580E-002, 1.0040706E-001, 2.2860115E-002, 6.6160493E-001, 2.5374965E-002, 3.6269190E-003, 1.0111111E+002, 2.6768462E-001, 1.2839955E+002, 1.5834465E-001
 1.6463568E+001, 1.0418914E+003, 1.0181122E+003, 2.1555683E+000, 1.9985677E+002, 3.4972203E+002, 7.1696812E-001, 5.9995419E-002, 5.5630177E-002, 2.5380066E-002, 6.3680674E-002, 1.0019668E-001, 2.2560059E-002, 6.6409690E-001, 2.5076022E-002, 3.5841902E-003, 1.0500000E+002, 2.6497497E-001, 1.3263586E+002, 1.4418820E-001
 1.7064070E+001, 1.0524343E+003, 1.0282409E+003, 2.2482643E+000, 2.0005988E+002, 3.5393135E+002, 7.5675437E-001, 6.1428275E-002, 5.5858854E-002, 2.4749217E-002, 5.9074225E-002, 9.9964704E-002, 2.1999304E-002, 6.6867568E-001, 2.4516320E-002, 3.5041904E-003, 1.0888889E+002, 2.6094672E-001, 1.3687218E+002, 1.2986183E-001
 1.7664573E+001, 1.0581498E+003, 1.0338202E+003, 2.2934999E+000, 1.9916187E+002, 3.5537971E+002, 7.7534711E-001, 6.2029182E-002, 5.5994240E-002, 2.4465128E-002, 5.6932032E-002, 9.9903637E-002, 2.1746781E-002, 6.7077396E-001, 2.4267460E-002, 3.4686201E-003, 1.1277778E+002, 2.5440682E-001, 1.4110851E+002, 1.2025447E-001
 1.8265075E+001, 1.0639709E+003, 1.0395028E+003, 2.3379188E+000, 1.9854520E+002, 3.5730824E+002, 7.9337884E-001, 6.2625054E-002, 5.6140106E-002, 2.4157790E-002, 5.4878747E-002, 9.9835691E-002, 2.1473591E-002, 6.7283642E-001, 2.3992238E-002, 3.4292818E-003, 1.1666667E+002, 2.4446309E-001, 1.4534485E+002, 1.0965237E-001
 1.8865578E+001, 1.0696888E+003, 1.0450527E+003, 2.3810907E+000, 1.9784497E+002, 3.5923581E+002, 8.1068290E-001, 6.3247117E-002, 5.6276944E-002, 2.3832177E-002, 5.2900292E-002, 9.9739343E-002, 2.1184157E-002, 6.7487591E-001, 2.3695662E-002, 3.3868912E-003, 1.2055556E+002, 2.3192520E-001, 1.4958119E+002, 1.0204685E-001
 1.9466080E+001, 1.0750141E+003, 1.0501192E+003, 2.4228178E+000, 1.9682180E+002, 3.6106609E+002, 8.2706807E-001, 6.3951586E-002, 5.6358784E-002, 2.3509083E-002, 5.0985915E-002, 9.9571769E-002, 2.0896962E-002, 6.7688954E-001, 2.3400004E-002, 3.3446320E-003, 1.2444444E+002, 2.1801144E-001, 1.5381753E+002, 9.5374845E-002
 2.0066583E+001, 1.0845752E+003, 1.0589291E+003, 2.5023702E+000, 1.9591969E+002, 3.6617444E+002, 8.5552337E-001, 6.5451534E-002, 5.6447416E-002, 2.2863354E-002, 4.7366921E-002, 9.9136305E-002, 2.0322981E-002, 6.8079037E-001, 2.2804416E-002, 3.2595028E-003, 1.2833333E+002, 2.0444081E-001, 1.5805388E+002, 8.7020185E-002
 2.0667085E+001, 1.0882382E+003, 1.0623666E+003, 2.5400080E+000, 1.9648016E+002, 3.6885975E+002, 8.6834574E-001, 6.6254706E-002, 5.6455028E-002, 2.2529327E-002, 4.5694558E-002, 9.8859350E-002, 2.0026068E-002, 6.8267119E-001, 2.2492366E-002, 3.2149006E-003, 1.3222222E+002, 1.9259633E-001, 1.6229024E+002, 7.9862938E-002
 2.1267588E+001, 1.0909186E+003, 1.0647438E+003, 2.5759329E+000, 1.9681606E+002, 3.7104438E+002, 8.8151129E-001, 6.7089512E-002, 5.6420875E-002, 2.2211146E-002, 4.4125651E-002, 9.8540342E-002, 1.9743241E-002, 6.8446552E-001, 2.2195461E-002, 3.1724630E-003, 1.3611111E+002, 1.8303209E-001, 1.6652660E+002, 7.5298355E-002
 2.1868090E+001, 1.0931359E+003, 1.0665951E+003, 2.6104600E+000, 1.9620129E+002, 3.7238792E+002, 8.9479233E-001, 6.7895889E-002, 5.6365587E-002, 2.1926204E-002, 4.2652973E-002, 9.8222067E-002, 1.9489959E-002, 6.8613859E-001, 2.1931375E-002, 3.1347165E-003, 1.4000000E+002, 1.7721785E-001, 1.7076296E+002, 6.8684402E-002
 2.2468593E+001, 1.0948838E+003, 1.0679130E+003, 2.6442425E+000, 1.9582815E+002, 3.7378811E+002, 9.0755098E-001, 6.8664407E-002, 5.6299100E-002, 2.1671407E-002, 4.1256502E-002, 9.7915106E-002, 1.9263473E-002, 6.8770620E-001, 2.1697415E-002, 3.1012759E-003,NaN,NaN, 1.7499933E+002, 6.5041828E-002
 2.3069095E+001, 1.0974373E+003, 1.0694330E+003, 2.7104760E+000, 1.9699566E+002, 3.7774024E+002, 9.3138272E-001, 7.0075048E-002, 5.6188623E-002, 2.1199395E-002, 3.8622300E-002, 9.7363541E-002, 1.8843907E-002, 6.9064072E-001, 2.1266216E-002, 3.0396433E-003,NaN,NaN, 1.7923570E+002, 6.1802831E-002
 2.3669598E+001, 1.0984754E+003, 1.0699319E+003, 2.7418677E+000, 1.9752312E+002, 3.7956092E+002, 9.4373058E-001, 7.0773946E-002, 5.6128324E-002, 2.0967351E-002, 3.7353118E-002, 9.7084312E-002, 1.8637645E-002, 6.9206619E-001, 2.1053501E-002, 3.0092394E-003,NaN,NaN, 1.8347207E+002, 5.7587658E-002
 2.4270101E+001, 1.0990570E+003, 1.0700007E+003, 2.7720960E+000, 1.9803350E+002, 3.8100666E+002, 9.5625094E-001, 7.1512556E-002, 5.6033348E-002, 2.0747021E-002, 3.6115194E-002, 9.6769126E-002, 1.8441797E-002, 6.9346528E-001, 2.0851667E-002, 2.9803906E-003,NaN,NaN,NaN,NaN
 2.4870603E+001, 1.0992757E+003, 1.0696943E+003, 2.8017562E+000, 1.9831559E+002, 3.8216408E+002, 9.6811162E-001, 7.2274217E-002, 5.5912616E-002, 2.0538031E-002, 3.4913676E-002, 9.6429497E-002, 1.8256027E-002, 6.9482993E-001, 2.0661140E-002, 2.9531580E-003,NaN,NaN,NaN,NaN
 2.5471106E+001, 1.0998134E+003, 1.0697119E+003, 2.8311667E+000, 1.9831548E+002, 3.8334750E+002, 9.7899046E-001, 7.2989261E-002, 5.5819902E-002, 2.0318875E-002, 3.3761007E-002, 9.6118002E-002, 1.8061222E-002, 6.9615877E-001, 2.0458496E-002, 2.9241936E-003,NaN,NaN,NaN,NaN
 2.6071608E+001, 1.1012803E+003, 1.0702737E+003, 2.8886693E+000, 1.9862919E+002, 3.8592255E+002, 1.0010721E+000, 7.4405880E-002, 5.5650771E-002, 1.9847026E-002, 3.1603373E-002, 9.5486580E-002, 1.7641801E-002, 6.9874889E-001, 2.0014730E-002, 2.8607647E-003,NaN,NaN,NaN,NaN
 2.6672111E+001, 1.1017725E+003, 1.0704045E+003, 2.9168998E+000, 1.9938409E+002, 3.8734363E+002, 1.0120752E+000, 7.5109704E-002, 5.5570289E-002, 1.9598431E-002, 3.0595387E-002, 9.5164860E-002, 1.7420827E-002, 7.0000769E-001, 1.9778119E-002, 2.8269452E-003,NaN,NaN,NaN,NaN
 2.7272613E+001, 1.1021651E+003, 1.0704007E+003, 2.9448375E+000, 2.0007372E+002, 3.8882350E+002, 1.0229222E+000, 7.5758020E-002, 5.5520363E-002, 1.9342261E-002, 2.9639506E-002, 9.4876921E-002, 1.7193121E-002, 7.0122239E-001, 1.9532184E-002, 2.7917930E-003,NaN,NaN,NaN,NaN
 2.7873116E+001, 1.1025922E+003, 1.0703417E+003, 2.9723809E+000, 2.0042023E+002, 3.9032386E+002, 1.0333750E+000, 7.6373482E-002, 5.5479324E-002, 1.9089118E-002, 2.8743699E-002, 9.4603223E-002, 1.6968105E-002, 7.0238001E-001, 1.9287787E-002, 2.7568607E-003,NaN,NaN,NaN,NaN
 2.8473618E+001, 1.1030231E+003, 1.0701861E+003, 2.9995537E+000, 2.0035561E+002, 3.9182641E+002, 1.0431963E+000, 7.6963874E-002, 5.5443468E-002, 1.8839871E-002, 2.7896938E-002, 9.4339648E-002, 1.6746552E-002, 7.0348969E-001, 1.9045827E-002, 2.7222765E-003,NaN,NaN,NaN,NaN
 2.9074121E+001, 1.1035124E+003, 1.0691830E+003, 3.0526546E+000, 2.0018774E+002, 3.9536154E+002, 1.0605976E+000, 7.8110194E-002, 5.5334857E-002, 1.8399137E-002, 2.6300722E-002, 9.3813831E-002, 1.6354789E-002, 7.0555342E-001, 1.8619591E-002, 2.6613534E-003,NaN,NaN,NaN,NaN
 2.9674623E+001, 1.1028234E+003, 1.0678430E+003, 3.0782360E+000, 2.0042002E+002, 3.9667625E+002, 1.0681015E+000, 7.8785788E-002, 5.5216204E-002, 1.8183740E-002, 2.5535310E-002, 9.3469542E-002, 1.6163324E-002, 7.0658485E-001, 1.8410277E-002, 2.6314355E-003,NaN,NaN,NaN,NaN
 3.0275126E+001, 1.1015708E+003, 1.0659656E+003, 3.1026722E+000, 2.0082712E+002, 3.9784909E+002, 1.0757280E+000, 7.9593981E-002, 5.5040545E-002, 1.7945024E-002, 2.4784057E-002, 9.3028821E-002, 1.5951132E-002, 7.0767477E-001, 1.8175503E-002, 2.5978785E-003,NaN,NaN,NaN,NaN
 3.0875628E+001, 1.0998723E+003, 1.0636350E+003, 3.1257708E+000, 2.0146296E+002, 3.9905494E+002, 1.0835328E+000, 8.0496257E-002, 5.4831152E-002, 1.7677957E-002, 2.4063743E-002, 9.2518140E-002, 1.5713740E-002, 7.0880636E-001, 1.7910941E-002, 2.5600640E-003,NaN,NaN,NaN,NaN
 3.1476131E+001, 1.0979037E+003, 1.0609075E+003, 3.1477255E+000, 2.0219916E+002, 4.0051381E+002, 1.0905965E+000, 8.1468757E-002, 5.4597105E-002, 1.7389943E-002, 2.3360580E-002, 9.1956148E-002, 1.5457727E-002, 7.0997309E-001, 1.7624581E-002, 2.5191336E-003,NaN,NaN,NaN,NaN
 3.2076633E+001, 1.0931529E+003, 1.0545158E+003, 3.1866589E+000, 2.0310384E+002, 4.0301187E+002, 1.1048186E+000, 8.3514245E-002, 5.4090422E-002, 1.6782381E-002, 2.2017766E-002, 9.0752810E-002, 1.4917672E-002, 7.1233058E-001, 1.7018068E-002, 2.4324430E-003,NaN,NaN,NaN,NaN
 3.2677136E+001, 1.0903634E+003, 1.0508996E+003, 3.2040176E+000, 2.0345404E+002, 4.0388374E+002, 1.1130960E+000, 8.4572171E-002, 5.3825247E-002, 1.6468162E-002, 2.1350097E-002, 9.0126194E-002, 1.4638366E-002, 7.1353038E-001, 1.6703229E-002, 2.3874420E-003,NaN,NaN,NaN,NaN
 3.3277638E+001, 1.0875873E+003, 1.0472924E+003, 3.2209532E+000, 2.0402584E+002, 4.0489207E+002, 1.1216378E+000, 8.5666339E-002, 5.3547816E-002, 1.6145398E-002, 2.0672111E-002, 8.9475792E-002, 1.4351465E-002, 7.1475928E-001, 1.6379086E-002, 2.3411114E-003,NaN,NaN,NaN,NaN
 3.3878141E+001, 1.0845157E+003, 1.0433563E+003, 3.2379890E+000, 2.0469568E+002, 4.0590571E+002, 1.1290771E+000, 8.6789645E-002, 5.3246241E-002, 1.5828748E-002, 2.0022418E-002, 8.8798530E-002, 1.4069998E-002, 7.1596817E-001, 1.6061362E-002, 2.2956981E-003,NaN,NaN,NaN,NaN
 3.4478643E+001, 1.0811964E+003, 1.0392440E+003, 3.2552800E+000, 2.0530598E+002, 4.0666866E+002, 1.1349208E+000, 8.7956992E-002, 5.2913852E-002, 1.5519543E-002, 1.9378501E-002, 8.8086794E-002, 1.3795149E-002, 7.1717599E-001, 1.5752112E-002, 2.2514961E-003,NaN,NaN,NaN,NaN
 3.5079146E+001, 1.0742843E+003, 1.0307730E+003, 3.2902114E+000, 2.0667164E+002, 4.0802232E+002, 1.1431639E+000, 9.0240763E-002, 5.2252976E-002, 1.4922661E-002, 1.8156525E-002, 8.6687189E-002, 1.3264588E-002, 7.1950108E-001, 1.5154662E-002, 2.1661008E-003,NaN,NaN,NaN,NaN
 3.5679648E+001, 1.0716236E+003, 1.0274160E+003, 3.3077573E+000, 2.0741735E+002, 4.0913575E+002, 1.1465009E+000, 9.1250657E-002, 5.1967456E-002, 1.4654156E-002, 1.7588611E-002, 8.6073321E-002, 1.3025917E-002, 7.2055516E-001, 1.4886825E-002, 2.1278180E-003,NaN,NaN,NaN,NaN
 3.6280151E+001, 1.0691126E+003, 1.0242337E+003, 3.3238036E+000, 2.0806368E+002, 4.1028157E+002, 1.1504424E+000, 9.2179682E-002, 5.1717421E-002, 1.4394844E-002, 1.7039446E-002, 8.5514683E-002, 1.2795417E-002, 7.2156023E-001, 1.4628320E-002, 2.0908692E-003,NaN,NaN,NaN,NaN
 3.6880653E+001, 1.0666091E+003, 1.0210865E+003, 3.3387507E+000, 2.0848047E+002, 4.1126580E+002, 1.1545462E+000, 9.3025825E-002, 5.1492336E-002, 1.4159473E-002, 1.6511082E-002, 8.5010225E-002, 1.2586198E-002, 7.2249504E-001, 1.4394350E-002, 2.0574272E-003,NaN,NaN,NaN,NaN
 3.7481156E+001, 1.0637745E+003, 1.0177441E+003, 3.3529449E+000, 2.0884150E+002, 4.1189648E+002, 1.1583250E+000, 9.3903965E-002, 5.1253865E-002, 1.3919734E-002, 1.5974525E-002, 8.4484147E-002, 1.2373097E-002, 7.2345076E-001, 1.4155856E-002, 2.0233385E-003,NaN,NaN,NaN,NaN
 3.8081658E+001, 1.0580602E+003, 1.0111327E+003, 3.3811772E+000, 2.0965320E+002, 4.1308088E+002, 1.1634117E+000, 9.5756907E-002, 5.0748173E-002, 1.3406384E-002, 1.4913911E-002, 8.3363875E-002, 1.1916786E-002, 7.2542517E-001, 1.3642539E-002, 1.9499686E-003,NaN,NaN,NaN,NaN
 3.8682161E+001, 1.0554081E+003, 1.0079935E+003, 3.3949539E+000, 2.1019558E+002, 4.1386185E+002, 1.1655104E+000, 9.6751833E-002, 5.0478303E-002, 1.3121667E-002, 1.4390733E-002, 8.2756382E-002, 1.1663704E-002, 7.2646349E-001, 1.3356091E-002, 1.9090258E-003,NaN,NaN,NaN,NaN
 3.9282663E+001, 1.0525099E+003, 1.0046326E+003, 3.4078202E+000, 2.1080312E+002, 4.1447998E+002, 1.1679108E+000, 9.7797067E-002, 5.0195808E-002, 1.2816896E-002, 1.3870082E-002, 8.2114431E-002, 1.1392797E-002, 7.2754062E-001, 1.3049042E-002, 1.8651383E-003,NaN,NaN,NaN,NaN
 3.9883166E+001, 1.0493482E+003, 1.0010568E+003, 3.4199629E+000, 2.1153082E+002, 4.1487891E+002, 1.1705450E+000, 9.8863112E-002, 4.9890892E-002, 1.2523010E-002, 1.3370793E-002, 8.1452138E-002, 1.1131564E-002, 7.2859415E-001, 1.2753315E-002, 1.8228691E-003,NaN,NaN,NaN,NaN
 4.0483668E+001, 1.0463187E+003, 9.9766574E+002, 3.4306215E+000, 2.1252614E+002, 4.1543083E+002, 1.1740118E+000, 9.9894205E-002, 4.9614445E-002, 1.2217536E-002, 1.2870211E-002, 8.0817534E-002, 1.0860032E-002, 7.2965353E-001, 1.2445076E-002, 1.7788117E-003,NaN,NaN,NaN,NaN
 4.1084171E+001, 1.0405762E+003, 9.9118622E+002, 3.4491681E+000, 2.1515651E+002, 4.1729819E+002, 1.1838516E+000, 1.0194480E-001, 4.9087766E-002, 1.1574947E-002, 1.1909559E-002, 7.9555196E-002, 1.0288842E-002, 7.3178058E-001, 1.1792860E-002, 1.6855885E-003,NaN,NaN,NaN,NaN
 4.1684673E+001, 1.0368704E+003, 9.8718874E+002, 3.4581641E+000, 2.1642510E+002, 4.1776258E+002, 1.1888170E+000, 1.0306191E-001, 4.8768858E-002, 1.1254071E-002, 1.1467279E-002, 7.8850300E-002, 1.0003618E-002, 7.3284261E-001, 1.1466686E-002, 1.6389675E-003,NaN,NaN,NaN,NaN
 4.2285176E+001, 1.0328305E+003, 9.8270258E+002, 3.4674952E+000, 2.1728733E+002, 4.1808008E+002, 1.1937872E+000, 1.0420830E-001, 4.8422635E-002, 1.0943280E-002, 1.1053486E-002, 7.8117818E-002, 9.7273597E-003, 7.3387936E-001, 1.1151325E-002, 1.5938920E-003,NaN,NaN,NaN,NaN
 4.2885678E+001, 1.0283796E+003, 9.7773137E+002, 3.4774403E+000, 2.1788601E+002, 4.1814719E+002, 1.1985806E+000, 1.0534871E-001, 4.8056434E-002, 1.0659879E-002, 1.0657734E-002, 7.7382781E-002, 9.4754476E-003, 7.3486572E-001, 1.0865096E-002, 1.5529804E-003,NaN,NaN,NaN,NaN
