cm,K,K,m/s,K,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,kg/kg
 9.3728643E+000, 7.6818578E+002, 7.6382571E+002, 6.3143158E-001, 5.6120838E+001, 7.0231389E+001, 1.8450075E-001, 7.1454297E-003, 4.0052159E-002, 7.3056605E-002, 2.0621097E-001, 1.0164631E-001, 5.2032724E-002, 5.0082180E-001, 5.0303498E-002, 5.6211820E-003
 1.0074623E+001, 7.8329219E+002, 7.7888923E+002, 7.6302364E-001, 6.2685790E+001, 7.9216335E+001, 2.0077514E-001, 6.4340591E-003, 4.1104974E-002, 7.3826418E-002, 1.9645159E-001, 1.0345883E-001, 5.2578620E-002, 5.0689874E-001, 5.1774513E-002, 5.7896834E-003
 1.0776382E+001, 7.9036878E+002, 7.8597701E+002, 8.3039101E-001, 6.4015545E+001, 8.1299151E+001, 2.0777247E-001, 6.1378297E-003, 4.1608694E-002, 7.4145264E-002, 1.9186410E-001, 1.0429073E-001, 5.2804467E-002, 5.0981273E-001, 5.2449120E-002, 5.8671830E-003
 1.1478141E+001, 7.9741132E+002, 7.9302146E+002, 8.9867994E-001, 6.4977689E+001, 8.3096719E+001, 2.1469514E-001, 5.8506881E-003, 4.2120574E-002, 7.4427612E-002, 1.8738247E-001, 1.0510591E-001, 5.3004213E-002, 5.1269189E-001, 5.3099226E-002, 5.9421502E-003
 1.2179899E+001, 8.1237433E+002, 8.0804545E+002, 1.0372875E+000, 6.9531017E+001, 9.0265155E+001, 2.3027670E-001, 5.2856517E-003, 4.3225650E-002, 7.4852218E-002, 1.7853955E-001, 1.0673161E-001, 5.3303334E-002, 5.1851787E-001, 5.4305937E-002, 6.0828775E-003
 1.2881658E+001, 8.2020076E+002, 8.1595446E+002, 1.1070531E+000, 7.2950096E+001, 9.5274841E+001, 2.3957848E-001, 5.0170216E-003, 4.3816399E-002, 7.4987162E-002, 1.7419726E-001, 1.0753402E-001, 5.3397494E-002, 5.2146139E-001, 5.4849696E-002, 6.1472415E-003
 1.3583417E+001, 8.3603281E+002, 8.3204334E+002, 1.2463345E+000, 8.0205197E+001, 1.0574439E+002, 2.6153699E-001, 4.5219840E-003, 4.5030292E-002, 7.5127438E-002, 1.6581319E-001, 1.0908377E-001, 5.3493110E-002, 5.2728247E-001, 5.5820248E-002, 6.2637716E-003
 1.4285176E+001, 8.4407597E+002, 8.4023052E+002, 1.3154859E+000, 8.3803769E+001, 1.1106799E+002, 2.7397144E-001, 4.2980941E-003, 4.5652502E-002, 7.5143124E-002, 1.6170573E-001, 1.0983762E-001, 5.3501966E-002, 5.3019730E-001, 5.6261739E-002, 6.3175282E-003
 1.4986935E+001, 8.5237897E+002, 8.4867703E+002, 1.3842528E+000, 8.7861601E+001, 1.1703038E+002, 2.8706742E-001, 4.0961020E-003, 4.6281963E-002, 7.5109197E-002, 1.5772797E-001, 1.1056432E-001, 5.3475357E-002, 5.3307776E-001, 5.6652982E-002, 6.3659632E-003
 1.5688693E+001, 8.6869681E+002, 8.6539058E+002, 1.5196163E+000, 9.4490579E+001, 1.2723505E+002, 3.1242010E-001, 3.7862149E-003, 4.7577425E-002, 7.4905972E-002, 1.4982525E-001, 1.1196444E-001, 5.3325307E-002, 5.3897386E-001, 5.7318989E-002, 6.4507229E-003
 1.6390452E+001, 8.7699016E+002, 8.7389926E+002, 1.5864651E+000, 9.7269195E+001, 1.3174535E+002, 3.2449725E-001, 3.6821183E-003, 4.8223660E-002, 7.4755649E-002, 1.4593137E-001, 1.1262810E-001, 5.3215495E-002, 5.4194719E-001, 5.7610805E-002, 6.4887262E-003
 1.7092211E+001, 8.9414995E+002, 8.9144797E+002, 1.7183737E+000, 1.0338896E+002, 1.4185178E+002, 3.4770476E-001, 3.5370837E-003, 4.9545222E-002, 7.4326779E-002, 1.3836284E-001, 1.1389781E-001, 5.2904171E-002, 5.4789139E-001, 5.8066948E-002, 6.5514029E-003
 1.7793970E+001, 9.0305485E+002, 9.0055069E+002, 1.7835350E+000, 1.0660981E+002, 1.4729531E+002, 3.5909543E-001, 3.4873756E-003, 5.0231955E-002, 7.4046732E-002, 1.3464577E-001, 1.1451629E-001, 5.2701546E-002, 5.5089239E-001, 5.8231245E-002, 6.5761803E-003
 1.8495729E+001, 9.1215575E+002, 9.0984191E+002, 1.8481832E+000, 1.1004227E+002, 1.5322345E+002, 3.7039397E-001, 3.4635269E-003, 5.0921423E-002, 7.3729863E-002, 1.3100067E-001, 1.1511163E-001, 5.2472609E-002, 5.5388825E-001, 5.8354525E-002, 6.5966089E-003
 1.9197487E+001, 9.3074503E+002, 9.2883541E+002, 1.9757567E+000, 1.1736882E+002, 1.6605399E+002, 3.9278573E-001, 3.5292294E-003, 5.2281530E-002, 7.3001037E-002, 1.2388510E-001, 1.1621243E-001, 5.1946885E-002, 5.5988772E-001, 5.8495613E-002, 6.6260513E-003
 1.9899246E+001, 9.4004846E+002, 9.3835141E+002, 2.0384643E+000, 1.2099545E+002, 1.7252204E+002, 4.0395781E-001, 3.6091400E-003, 5.2960591E-002, 7.2580551E-002, 1.2044236E-001, 1.1672156E-001, 5.1643975E-002, 5.6287777E-001, 5.8502875E-002, 6.6339860E-003
 2.0601005E+001, 9.5816355E+002, 9.5687352E+002, 2.1610635E+000, 1.2680118E+002, 1.8401563E+002, 4.2612388E-001, 3.9446437E-003, 5.4268129E-002, 7.1620168E-002, 1.1383728E-001, 1.1759528E-001, 5.0953052E-002, 5.6883225E-001, 5.8373067E-002, 6.6339390E-003
 2.1302764E+001, 9.6695045E+002, 9.6581011E+002, 2.2208269E+000, 1.2887779E+002, 1.8903958E+002, 4.3719918E-001, 4.2125274E-003, 5.4868248E-002, 7.1112339E-002, 1.1065817E-001, 1.1794953E-001, 5.0588052E-002, 5.7177732E-001, 5.8269011E-002, 6.6292899E-003
 2.2004523E+001, 9.8410014E+002, 9.8315087E+002, 2.3372696E+000, 1.3185367E+002, 1.9839021E+002, 4.5891986E-001, 4.9257103E-003, 5.6008388E-002, 6.9988055E-002, 1.0458599E-001, 1.1850998E-001, 4.9780691E-002, 5.7762644E-001, 5.7923625E-002, 6.6047129E-003
 2.2706281E+001, 9.9236798E+002, 9.9143797E+002, 2.3936567E+000, 1.3275584E+002, 2.0267434E+002, 4.6920886E-001, 5.3349747E-003, 5.6550353E-002, 6.9400905E-002, 1.0167584E-001, 1.1873923E-001, 4.9359254E-002, 5.8050103E-001, 5.7712497E-002, 6.5880677E-003
 2.3408040E+001, 1.0006055E+003, 9.9969621E+002, 2.4489588E+000, 1.3345438E+002, 2.0685665E+002, 4.7912759E-001, 5.7649486E-003, 5.7080747E-002, 6.8800815E-002, 9.8837851E-002, 1.1894554E-001, 4.8928617E-002, 5.8334287E-001, 5.7479847E-002, 6.5690104E-003
 2.4109799E+001, 1.0167781E+003, 1.0161770E+003, 2.5572706E+000, 1.3438007E+002, 2.1392054E+002, 4.9730868E-001, 6.7388196E-003, 5.8091775E-002, 6.7550763E-002, 9.3319176E-002, 1.1926422E-001, 4.8031909E-002, 5.8899773E-001, 5.6945541E-002, 6.5230736E-003
 2.4811558E+001, 1.0246979E+003, 1.0243195E+003, 2.6104770E+000, 1.3459251E+002, 2.1682540E+002, 5.0577918E-001, 7.2513236E-003, 5.8580907E-002, 6.6916989E-002, 9.0623281E-002, 1.1939801E-001, 4.7577368E-002, 5.9179553E-001, 5.6662407E-002, 6.4982696E-003
 2.5513317E+001, 1.0400353E+003, 1.0400727E+003, 2.7146939E+000, 1.3487375E+002, 2.2225418E+002, 5.2291250E-001, 8.3080232E-003, 5.9559164E-002, 6.5593633E-002, 8.5410359E-002, 1.1962540E-001, 4.6628424E-002, 5.9733037E-001, 5.6019099E-002, 6.4403733E-003
 2.6215075E+001, 1.0474809E+003, 1.0477386E+003, 2.7656579E+000, 1.3482525E+002, 2.2464079E+002, 5.3159336E-001, 8.9180891E-003, 6.0023046E-002, 6.4889475E-002, 8.2871068E-002, 1.1967935E-001, 4.6123704E-002, 6.0011774E-001, 5.5646034E-002, 6.4056792E-003
 2.6916834E+001, 1.0546815E+003, 1.0551459E+003, 2.8157225E+000, 1.3464915E+002, 2.2677922E+002, 5.4020397E-001, 9.6380686E-003, 6.0436986E-002, 6.4160146E-002, 8.0363559E-002, 1.1965714E-001, 4.5601194E-002, 6.0293973E-001, 5.5242986E-002, 6.3673608E-003
 2.7618593E+001, 1.0680792E+003, 1.0686683E+003, 2.9124089E+000, 1.3366558E+002, 2.3094633E+002, 5.5797137E-001, 1.1379125E-002, 6.1141877E-002, 6.2610314E-002, 7.5454154E-002, 1.1940440E-001, 4.4491516E-002, 6.0868932E-001, 5.4331750E-002, 6.2784416E-003
 2.8320352E+001, 1.0744855E+003, 1.0749200E+003, 2.9587721E+000, 1.3319817E+002, 2.3372198E+002, 5.6801654E-001, 1.2307508E-002, 6.1479211E-002, 6.1795039E-002, 7.3085281E-002, 1.1923153E-001, 4.3907906E-002, 6.1156155E-001, 5.3822718E-002, 6.2281072E-003
 2.9022111E+001, 1.0871995E+003, 1.0872278E+003, 3.0487938E+000, 1.3248924E+002, 2.3994056E+002, 5.9115373E-001, 1.4236140E-002, 6.2105495E-002, 6.0141329E-002, 6.8536525E-002, 1.1881221E-001, 4.2724327E-002, 6.1721337E-001, 5.2754078E-002, 6.1215575E-003
 2.9723869E+001, 1.0933587E+003, 1.0932210E+003, 3.0932548E+000, 1.3185314E+002, 2.4275596E+002, 6.0231997E-001, 1.5266733E-002, 6.2385538E-002, 5.9292896E-002, 6.6343584E-002, 1.1854836E-001, 4.2117249E-002, 6.2002176E-001, 5.2186072E-002, 6.0643610E-003
 3.0425628E+001, 1.0991441E+003, 1.0987726E+003, 3.1372391E+000, 1.3115327E+002, 2.4556906E+002, 6.1319567E-001, 1.6324563E-002, 6.2649385E-002, 5.8431521E-002, 6.4229404E-002, 1.1825614E-001, 4.1500988E-002, 6.2279438E-001, 5.1594153E-002, 6.0044282E-003
 3.1127387E+001, 1.1091611E+003, 1.1079850E+003, 3.2222240E+000, 1.2949406E+002, 2.5102109E+002, 6.3539075E-001, 1.8468661E-002, 6.3107742E-002, 5.6744821E-002, 6.0218414E-002, 1.1761542E-001, 4.0294479E-002, 6.2814971E-001, 5.0416700E-002, 5.8845788E-003
 3.1829146E+001, 1.1138734E+003, 1.1121814E+003, 3.2628648E+000, 1.2885539E+002, 2.5410905E+002, 6.4683792E-001, 1.9508822E-002, 6.3333385E-002, 5.5915840E-002, 5.8309176E-002, 1.1730069E-001, 3.9701501E-002, 6.3073274E-001, 4.9827972E-002, 5.8245808E-003
 3.2530905E+001, 1.1225439E+003, 1.1197972E+003, 3.3412973E+000, 1.2769424E+002, 2.6022535E+002, 6.7004726E-001, 2.1649961E-002, 6.3686186E-002, 5.4305908E-002, 5.4720610E-002, 1.1658935E-001, 3.8550224E-002, 6.3569561E-001, 4.8669318E-002, 5.7056660E-003
 3.3232663E+001, 1.1267317E+003, 1.1234658E+003, 3.3795045E+000, 1.2725066E+002, 2.6335863E+002, 6.8070029E-001, 2.2744550E-002, 6.3819470E-002, 5.3527546E-002, 5.3006447E-002, 1.1620187E-001, 3.7993751E-002, 6.3809626E-001, 4.8106366E-002, 5.6475739E-003
 3.3934422E+001, 1.1308163E+003, 1.1270512E+003, 3.4169061E+000, 1.2677222E+002, 2.6632869E+002, 6.9040975E-001, 2.3893125E-002, 6.3920850E-002, 5.2740853E-002, 5.1344296E-002, 1.1577107E-001, 3.7431449E-002, 6.4048299E-001, 4.7527183E-002, 5.5874412E-003
 3.4636181E+001, 1.1389277E+003, 1.1339932E+003, 3.4892035E+000, 1.2572169E+002, 2.7230751E+002, 7.0950925E-001, 2.6281141E-002, 6.4057775E-002, 5.1158354E-002, 4.8177640E-002, 1.1482560E-001, 3.6300583E-002, 6.4517655E-001, 4.6335942E-002, 5.4630022E-003
 3.5337940E+001, 1.1417143E+003, 1.1361667E+003, 3.5232345E+000, 1.2519447E+002, 2.7483401E+002, 7.2012179E-001, 2.7468095E-002, 6.4113551E-002, 5.0370708E-002, 4.6710374E-002, 1.1434014E-001, 3.5737773E-002, 6.4743287E-001, 4.5728658E-002, 5.3993486E-003
 3.6039698E+001, 1.1468829E+003, 1.1397459E+003, 3.5873955E+000, 1.2497078E+002, 2.8113339E+002, 7.4231317E-001, 2.9885407E-002, 6.4148199E-002, 4.8846421E-002, 4.3895026E-002, 1.1331506E-001, 3.4648873E-002, 6.5181496E-001, 4.4549102E-002, 5.2750847E-003
 3.6741457E+001, 1.1489349E+003, 1.1409937E+003, 3.6179208E+000, 1.2464211E+002, 2.8382534E+002, 7.5358809E-001, 3.1159960E-002, 6.4105487E-002, 4.8100526E-002, 4.2566862E-002, 1.1274366E-001, 3.4116257E-002, 6.5394852E-001, 4.3965173E-002, 5.2130205E-003
 3.7443216E+001, 1.1508323E+003, 1.1420488E+003, 3.6472209E+000, 1.2440966E+002, 2.8656787E+002, 7.6483313E-001, 3.2443319E-002, 6.4045604E-002, 4.7363672E-002, 4.1283445E-002, 1.1215843E-001, 3.3590162E-002, 6.5604203E-001, 4.3384097E-002, 5.1510907E-003
 3.8144975E+001, 1.1538183E+003, 1.1433906E+003, 3.7025635E+000, 1.2488327E+002, 2.9206105E+002, 7.8810197E-001, 3.4950660E-002, 6.3911976E-002, 4.5933515E-002, 3.8855907E-002, 1.1100201E-001, 3.2569134E-002, 6.6006362E-001, 4.2248898E-002, 5.0299135E-003
 3.8846734E+001, 1.1549087E+003, 1.1436858E+003, 3.7292756E+000, 1.2576490E+002, 2.9497263E+002, 7.9919634E-001, 3.6091802E-002, 6.3866243E-002, 4.5268874E-002, 3.7709186E-002, 1.1048375E-001, 3.2094567E-002, 6.6193946E-001, 4.1724349E-002, 4.9740963E-003
 3.9548492E+001, 1.1575754E+003, 1.1451822E+003, 3.7826024E+000, 1.2838544E+002, 3.0058333E+002, 8.2089758E-001, 3.8207598E-002, 6.3806590E-002, 4.4009491E-002, 3.5537773E-002, 1.0953323E-001, 3.1195241E-002, 6.6548000E-001, 4.0727238E-002, 4.8682214E-003
 4.0250251E+001, 1.1590695E+003, 1.1462116E+003, 3.8098153E+000, 1.2941205E+002, 3.0309287E+002, 8.3002473E-001, 3.9156139E-002, 6.3808700E-002, 4.3413106E-002, 3.4516618E-002, 1.0911848E-001, 3.0769247E-002, 6.6713670E-001, 4.0253399E-002, 4.8181623E-003
 4.0952010E+001, 1.1606830E+003, 1.1474171E+003, 3.8368580E+000, 1.3021342E+002, 3.0544412E+002, 8.3780543E-001, 4.0050238E-002, 6.3820992E-002, 4.2841407E-002, 3.3526360E-002, 1.0873292E-001, 3.0360847E-002, 6.6872893E-001, 3.9800697E-002, 4.7704374E-003
 4.1653769E+001, 1.1633126E+003, 1.1492453E+003, 3.8879451E+000, 1.3222072E+002, 3.0997195E+002, 8.5234150E-001, 4.1980620E-002, 6.3761334E-002, 4.1686468E-002, 3.1623037E-002, 1.0785508E-001, 2.9536122E-002, 6.7190895E-001, 3.8872100E-002, 4.6717291E-003
 4.2355528E+001, 1.1641794E+003, 1.1495829E+003, 3.9111692E+000, 1.3337432E+002, 3.1234113E+002, 8.6028342E-001, 4.3052285E-002, 6.3675506E-002, 4.1093579E-002, 3.0711387E-002, 1.0733979E-001, 2.9112957E-002, 6.7351601E-001, 3.8386205E-002, 4.6195589E-003
 4.3057286E+001, 1.1653490E+003, 1.1493620E+003, 3.9533058E+000, 1.3503402E+002, 3.1701530E+002, 8.7608690E-001, 4.5203373E-002, 6.3486530E-002, 3.9913288E-002, 2.8960073E-002, 1.0629258E-001, 2.8270613E-002, 6.7667381E-001, 3.7411522E-002, 4.5147218E-003
 4.3759045E+001, 1.1656136E+003, 1.1489135E+003, 3.9726700E+000, 1.3559945E+002, 3.1905810E+002, 8.8433813E-001, 4.6265109E-002, 6.3391374E-002, 3.9329279E-002, 2.8119546E-002, 1.0577239E-001, 2.7853827E-002, 6.7821660E-001, 3.6925555E-002, 4.4624182E-003
 4.4460804E+001, 1.1656514E+003, 1.1482709E+003, 3.9914626E+000, 1.3634775E+002, 3.2108801E+002, 8.9259506E-001, 4.7347940E-002, 6.3287174E-002, 3.8735998E-002, 2.7306987E-002, 1.0523498E-001, 2.7430452E-002, 6.7975494E-001, 3.6425148E-002, 4.4084625E-003
 4.5162563E+001, 1.1652963E+003, 1.1464437E+003, 4.0273657E+000, 1.3819219E+002, 3.2539905E+002, 9.0938046E-001, 4.9563168E-002, 6.3035519E-002, 3.7555506E-002, 2.5762541E-002, 1.0411367E-001, 2.6588200E-002, 6.8277989E-001, 3.5417530E-002, 4.2993987E-003
 4.5864322E+001, 1.1651310E+003, 1.1454654E+003, 4.0446554E+000, 1.3919862E+002, 3.2775923E+002, 9.1899391E-001, 5.0688624E-002, 6.2884795E-002, 3.6979467E-002, 2.5024417E-002, 1.0353388E-001, 2.6177317E-002, 6.8425693E-001, 3.4924232E-002, 4.2457681E-003
 4.6566080E+001, 1.1645449E+003, 1.1434336E+003, 4.0782800E+000, 1.4145231E+002, 3.3208779E+002, 9.3822727E-001, 5.2836185E-002, 6.2590820E-002, 3.5890347E-002, 2.3608462E-002, 1.0242725E-001, 2.5400491E-002, 6.8706986E-001, 3.3994693E-002, 4.1446749E-003
 4.7267839E+001, 1.1639039E+003, 1.1421846E+003, 4.0948482E+000, 1.4285866E+002, 3.3400911E+002, 9.4647746E-001, 5.3923171E-002, 6.2426905E-002, 3.5352958E-002, 2.2933265E-002, 1.0185913E-001, 2.5017264E-002, 6.8844826E-001, 3.3531845E-002, 4.0941656E-003
 4.7969598E+001, 1.1629997E+003, 1.1406462E+003, 4.1107927E+000, 1.4435524E+002, 3.3593920E+002, 9.5448066E-001, 5.5026124E-002, 6.2256331E-002, 3.4806101E-002, 2.2292213E-002, 1.0127641E-001, 2.4627300E-002, 6.8981651E-001, 3.3054210E-002, 4.0419732E-003
 4.8671357E+001, 1.1611194E+003, 1.1372694E+003, 4.1402739E+000, 1.4732419E+002, 3.4024167E+002, 9.7210387E-001, 5.7141831E-002, 6.1925819E-002, 3.3759073E-002, 2.1077980E-002, 1.0015608E-001, 2.3880678E-002, 6.9242770E-001, 3.2139211E-002, 3.9419585E-003
 4.9373116E+001, 1.1605610E+003, 1.1358946E+003, 4.1542412E+000, 1.4893661E+002, 3.4282591E+002, 9.8148547E-001, 5.8154579E-002, 6.1777053E-002, 3.3247773E-002, 2.0479388E-002, 9.9623737E-002, 2.3516029E-002, 6.9370131E-001, 3.1692692E-002, 3.8932695E-003
 5.0074874E+001, 1.1594422E+003, 1.1333203E+003, 4.1798866E+000, 1.5168795E+002, 3.4746647E+002, 1.0002776E+000, 6.0224692E-002, 6.1482940E-002, 3.2178959E-002, 1.9314539E-002, 9.8530253E-002, 2.2753708E-002, 6.9628770E-001, 3.0744592E-002, 3.7899517E-003
 5.0776633E+001, 1.1585128E+003, 1.1317250E+003, 4.1915734E+000, 1.5281472E+002, 3.4935440E+002, 1.0102289E+000, 6.1293782E-002, 6.1318612E-002, 3.1637368E-002, 1.8753117E-002, 9.7958203E-002, 2.2367481E-002, 6.9758281E-001, 3.0260392E-002, 3.7370296E-003
 5.1478392E+001, 1.1577239E+003, 1.1302884E+003, 4.2034777E+000, 1.5386096E+002, 3.5130522E+002, 1.0199367E+000, 6.2353468E-002, 6.1160036E-002, 3.1094440E-002, 1.8197538E-002, 9.7391893E-002, 2.1980277E-002, 6.9887253E-001, 2.9774341E-002, 3.6839472E-003
 5.2180151E+001, 1.1553632E+003, 1.1268061E+003, 4.2284408E+000, 1.5638296E+002, 3.5464285E+002, 1.0356554E+000, 6.4597745E-002, 6.0786489E-002, 2.9981201E-002, 1.7112351E-002, 9.6174043E-002, 2.1186524E-002, 7.0149739E-001, 2.8770178E-002, 3.5738226E-003
 5.2881910E+001, 1.1534808E+003, 1.1243062E+003, 4.2400808E+000, 1.5843022E+002, 3.5649846E+002, 1.0428803E+000, 6.5764807E-002, 6.0568031E-002, 2.9427781E-002, 1.6595046E-002, 9.5530322E-002, 2.0792053E-002, 7.0280030E-001, 2.8267916E-002, 3.5184633E-003
 5.3583668E+001, 1.1500693E+003, 1.1195223E+003, 4.2621717E+000, 1.6325562E+002, 3.6129999E+002, 1.0581794E+000, 6.7945911E-002, 6.0181076E-002, 2.8363695E-002, 1.5630469E-002, 9.4331068E-002, 2.0033460E-002, 7.0526619E-001, 2.7295730E-002, 3.4115671E-003
 5.4285427E+001, 1.1483569E+003, 1.1170706E+003, 4.2727755E+000, 1.6520685E+002, 3.6360774E+002, 1.0650813E+000, 6.9026594E-002, 5.9961330E-002, 2.7870651E-002, 1.5179205E-002, 9.3728239E-002, 1.9682120E-002, 7.0643125E-001, 2.6845673E-002, 3.3617583E-003
 5.4987186E+001, 1.1464359E+003, 1.1142254E+003, 4.2827300E+000, 1.6746250E+002, 3.6622688E+002, 1.0717374E+000, 7.0109359E-002, 5.9727794E-002, 2.7392554E-002, 1.4742240E-002, 9.3119828E-002, 1.9341507E-002, 7.0757016E-001, 2.6409087E-002, 3.3132783E-003
 5.5688945E+001, 1.1430603E+003, 1.1096017E+003, 4.3033638E+000, 1.7089151E+002, 3.7003780E+002, 1.0825282E+000, 7.1999824E-002, 5.9346705E-002, 2.6528876E-002, 1.3932744E-002, 9.2068398E-002, 1.8726039E-002, 7.0962416E-001, 2.5625031E-002, 3.2265571E-003
 5.6390704E+001, 1.1419210E+003, 1.1079014E+003, 4.3130433E+000, 1.7249708E+002, 3.7195622E+002, 1.0882296E+000, 7.2805480E-002, 5.9212884E-002, 2.6128235E-002, 1.3546900E-002, 9.1630804E-002, 1.8440375E-002, 7.1056483E-001, 2.5262582E-002, 3.1868306E-003
 5.7092462E+001, 1.1399847E+003, 1.1052612E+003, 4.3308285E+000, 1.7543495E+002, 3.7483092E+002, 1.1003214E+000, 7.4328578E-002, 5.8996308E-002, 2.5324393E-002, 1.2794623E-002, 9.0813285E-002, 1.7867025E-002, 7.1241046E-001, 2.4532213E-002, 3.1071813E-003
 5.7794221E+001, 1.1389535E+003, 1.1038628E+003, 4.3395648E+000, 1.7675962E+002, 3.7625025E+002, 1.1061749E+000, 7.5086134E-002, 5.8888305E-002, 2.4923291E-002, 1.2430390E-002, 9.0405386E-002, 1.7580934E-002, 7.1332261E-001, 2.4165448E-002, 3.0671806E-003
 5.8495980E+001, 1.1378850E+003, 1.1023856E+003, 4.3482688E+000, 1.7794105E+002, 3.7767549E+002, 1.1123582E+000, 7.5790984E-002, 5.8802016E-002, 2.4532365E-002, 1.2080384E-002, 9.0029944E-002, 1.7302029E-002, 7.1419874E-001, 2.3807612E-002, 3.0283100E-003
 5.9197739E+001, 1.1354001E+003, 1.0992655E+003, 4.3654759E+000, 1.8013180E+002, 3.7977912E+002, 1.1255494E+000, 7.7173423E-002, 5.8604533E-002, 2.3801888E-002, 1.1410157E-002, 8.9286195E-002, 1.6781009E-002, 7.1586571E-001, 2.3141813E-002, 2.9557064E-003
