cm,K,K,m/s,K,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,kg/kg
 1.2095251E+002, 6.8882303E+002, 6.5734003E+002, 4.1286431E+000, 2.1637727E+002, 3.0515842E+002, 1.3960500E+000, 1.6081650E-001, 2.7392946E-002, 1.2524162E-003, 1.6879161E-004, 3.6997026E-002, 7.9240858E-004, 7.7174438E-001, 1.2568822E-003, 3.5438710E-004
 1.2165427E+002, 6.8258687E+002, 6.5159493E+002, 4.1154931E+000, 2.1363653E+002, 3.0111579E+002, 1.3873701E+000, 1.6162110E-001, 2.6974392E-002, 1.1831078E-003, 1.5400754E-004, 3.6459971E-002, 7.4448637E-004, 7.7205283E-001, 1.1870283E-003, 3.4346326E-004
 1.2235603E+002, 6.7953223E+002, 6.4885561E+002, 4.1078245E+000, 2.1241332E+002, 2.9923207E+002, 1.3812431E+000, 1.6200522E-001, 2.6780473E-002, 1.1420278E-003, 1.4606165E-004, 3.6204815E-002, 7.1587732E-004, 7.7220944E-001, 1.1457519E-003, 3.3743961E-004
 1.2305779E+002, 6.7350813E+002, 6.4341838E+002, 4.0924175E+000, 2.0965589E+002, 2.9531155E+002, 1.3717196E+000, 1.6275580E-001, 2.6397113E-002, 1.0672899E-003, 1.3396729E-004, 3.5704958E-002, 6.6394377E-004, 7.7250695E-001, 1.0708038E-003, 3.2624169E-004
 1.2375955E+002, 6.7029953E+002, 6.4045562E+002, 4.0855285E+000, 2.0818414E+002, 2.9331230E+002, 1.3689170E+000, 1.6315145E-001, 2.6188997E-002, 1.0358766E-003, 1.2967433E-004, 3.5440062E-002, 6.4229320E-004, 7.7265354E-001, 1.0394127E-003, 3.2116458E-004
 1.2446131E+002, 6.6705884E+002, 6.3741887E+002, 4.0786105E+000, 2.0677824E+002, 2.9140691E+002, 1.3672246E+000, 1.6356365E-001, 2.5969936E-002, 1.0062441E-003, 1.2521513E-004, 3.5163660E-002, 6.2195603E-004, 7.7280288E-001, 1.0098056E-003, 3.1619144E-004
 1.2516307E+002, 6.6091150E+002, 6.3160583E+002, 4.0644324E+000, 2.0399712E+002, 2.8778506E+002, 1.3660188E+000, 1.6436741E-001, 2.5543867E-002, 9.4685694E-004, 1.1718663E-004, 3.4624824E-002, 5.8114878E-004, 7.7309534E-001, 9.5026139E-004, 3.0630426E-004
 1.2586482E+002, 6.5785407E+002, 6.2876567E+002, 4.0580941E+000, 2.0246645E+002, 2.8578133E+002, 1.3643224E+000, 1.6477154E-001, 2.5329026E-002, 9.1793140E-004, 1.1260387E-004, 3.4353844E-002, 5.6130061E-004, 7.7324178E-001, 9.2130807E-004, 3.0143414E-004
 1.2656658E+002, 6.5196743E+002, 6.2350311E+002, 4.0443086E+000, 1.9979355E+002, 2.8180178E+002, 1.3594044E+000, 1.6555022E-001, 2.4920968E-002, 8.5455986E-004, 1.0077169E-004, 3.3833214E-002, 5.1757927E-004, 7.7353444E-001, 8.5747036E-004, 2.9123298E-004
 1.2726834E+002, 6.4888605E+002, 6.2086977E+002, 4.0374486E+000, 1.9840670E+002, 2.7957139E+002, 1.3556768E+000, 1.6595842E-001, 2.4710498E-002, 8.1660564E-004, 9.4467532E-005, 3.3560959E-002, 4.9126553E-004, 7.7369310E-001, 8.1903851E-004, 2.8537646E-004
 1.2797010E+002, 6.4571304E+002, 6.1813913E+002, 4.0296152E+000, 1.9691874E+002, 2.7723233E+002, 1.3535804E+000, 1.6637818E-001, 2.4492102E-002, 7.8019884E-004, 8.8536134E-005, 3.3280552E-002, 4.6608708E-004, 7.7385299E-001, 7.8228919E-004, 2.7963767E-004
 1.2867186E+002, 6.3963617E+002, 6.1283947E+002, 4.0113222E+000, 1.9441020E+002, 2.7309923E+002, 1.3556128E+000, 1.6717572E-001, 2.4075896E-002, 7.1241414E-004, 7.9313001E-005, 3.2747289E-002, 4.1924432E-004, 7.7415377E-001, 7.1359332E-004, 2.6884338E-004
 1.2937362E+002, 6.3681332E+002, 6.1040216E+002, 4.0033692E+000, 1.9307355E+002, 2.7097359E+002, 1.3562735E+000, 1.6753313E-001, 2.3887625E-002, 6.8430676E-004, 7.6063528E-005, 3.2507869E-002, 3.9988002E-004, 7.7428544E-001, 6.8516696E-004, 2.6424457E-004
 1.3007538E+002, 6.3155239E+002, 6.0595056E+002, 3.9904289E+000, 1.9037104E+002, 2.6665569E+002, 1.3522376E+000, 1.6818213E-001, 2.3540768E-002, 6.4002056E-004, 7.0958157E-005, 3.2072073E-002, 3.6955946E-004, 7.7451659E-001, 6.4048539E-004, 2.5659997E-004
 1.3077714E+002, 6.2893610E+002, 6.0371377E+002, 3.9853611E+000, 1.8918047E+002, 2.6470223E+002, 1.3489949E+000, 1.6850213E-001, 2.3369265E-002, 6.1878166E-004, 6.8774197E-005, 3.1857059E-002, 3.5503775E-004, 7.7462967E-001, 6.1903534E-004, 2.5289029E-004
 1.3147889E+002, 6.2620779E+002, 6.0136798E+002, 3.9792894E+000, 1.8812415E+002, 2.6285029E+002, 1.3459533E+000, 1.6882393E-001, 2.3196422E-002, 5.9800053E-004, 6.6284234E-005, 3.1640807E-002, 3.4084809E-004, 7.7474297E-001, 5.9801145E-004, 2.4921727E-004
 1.3218065E+002, 6.2068424E+002, 5.9658367E+002, 3.9650316E+000, 1.8581667E+002, 2.5899416E+002, 1.3395206E+000, 1.6948710E-001, 2.2839209E-002, 5.5664531E-004, 6.0725208E-005, 3.1195006E-002, 3.1266027E-004, 7.7497516E-001, 5.5638693E-004, 2.4182286E-004
 1.3288241E+002, 6.1788838E+002, 5.9416089E+002, 3.9589474E+000, 1.8449362E+002, 2.5687523E+002, 1.3362042E+000, 1.6983304E-001, 2.2651593E-002, 5.3687253E-004, 5.7655563E-005, 3.0962239E-002, 2.9924675E-004, 7.7509444E-001, 5.3659994E-004, 2.3816242E-004
 1.3358417E+002, 6.1204212E+002, 5.8897608E+002, 3.9463171E+000, 1.8187845E+002, 2.5271177E+002, 1.3324840E+000, 1.7056428E-001, 2.2250024E-002, 5.0195081E-004, 5.1165359E-005, 3.0469260E-002, 2.7582207E-004, 7.7533908E-001, 5.0181640E-004, 2.3114732E-004
 1.3428593E+002, 6.0919977E+002, 5.8641862E+002, 3.9395160E+000, 1.8059792E+002, 2.5071356E+002, 1.3310474E+000, 1.7092041E-001, 2.2052174E-002, 4.8804993E-004, 4.8215329E-005, 3.0228707E-002, 2.6664148E-004, 7.7545469E-001, 4.8791839E-004, 2.2804172E-004
 1.3498769E+002, 6.0617782E+002, 5.8375243E+002, 3.9332029E+000, 1.7886224E+002, 2.4818212E+002, 1.3272854E+000, 1.7126958E-001, 2.1858323E-002, 4.7407344E-004, 4.6323702E-005, 2.9992760E-002, 2.5739173E-004, 7.7556768E-001, 4.7379432E-004, 2.2494154E-004
 1.3568945E+002, 6.0081771E+002, 5.7909703E+002, 3.9203676E+000, 1.7566147E+002, 2.4346963E+002, 1.3159490E+000, 1.7193370E-001, 2.1490612E-002, 4.4606002E-004, 4.3088380E-005, 2.9544136E-002, 2.3877345E-004, 7.7578388E-001, 4.4559534E-004, 2.1890756E-004
 1.3639121E+002, 5.9827284E+002, 5.7684447E+002, 3.9137089E+000, 1.7423376E+002, 2.4141652E+002, 1.3084539E+000, 1.7224428E-001, 2.1317957E-002, 4.3390856E-004, 4.1569949E-005, 2.9334197E-002, 2.3074710E-004, 7.7588396E-001, 4.3337862E-004, 2.1618631E-004
 1.3709296E+002, 5.9316731E+002, 5.7227894E+002, 3.9027054E+000, 1.7181571E+002, 2.3769302E+002, 1.2953294E+000, 1.7287245E-001, 2.0966357E-002, 4.1249878E-004, 3.9398868E-005, 2.8909025E-002, 2.1678472E-004, 7.7608227E-001, 4.1173751E-004, 2.1099443E-004
 1.3779472E+002, 5.9054481E+002, 5.7000398E+002, 3.8966829E+000, 1.7038839E+002, 2.3549735E+002, 1.2914424E+000, 1.7320216E-001, 2.0782889E-002, 3.9969214E-004, 3.8749784E-005, 2.8686008E-002, 2.0833130E-004, 7.7618771E-001, 3.9877430E-004, 2.0810160E-004
 1.3849648E+002, 5.8801622E+002, 5.6781839E+002, 3.8893630E+000, 1.6903234E+002, 2.3338628E+002, 1.2885520E+000, 1.7350792E-001, 2.0612413E-002, 3.8825168E-004, 3.8299777E-005, 2.8479108E-002, 2.0080456E-004, 7.7628490E-001, 3.8720122E-004, 2.0546548E-004
 1.3919824E+002, 5.8323134E+002, 5.6370322E+002, 3.8764641E+000, 1.6622237E+002, 2.2929711E+002, 1.2833080E+000, 1.7406184E-001, 2.0303119E-002, 3.6803504E-004, 3.8161411E-005, 2.8104109E-002, 1.8753436E-004, 7.7645993E-001, 3.6666752E-004, 2.0073265E-004
 1.3990000E+002, 5.8079275E+002, 5.6158581E+002, 3.8703182E+000, 1.6489300E+002, 2.2739420E+002, 1.2786764E+000, 1.7433926E-001, 2.0147020E-002, 3.5955971E-004, 3.8105561E-005, 2.7916070E-002, 1.8207117E-004, 7.7654578E-001, 3.5807664E-004, 1.9853616E-004
