cm,K,K,m/s,K,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,kg/kg
 1.9000000E+001, 1.0677448E+003, 1.0814250E+003, 2.7295993E+000, 7.3274294E+001, 1.0196327E+002, 4.2956861E-001, 2.5179165E-002, 5.8704221E-002, 6.8730559E-002, 4.0937871E-002, 1.3743554E-001, 4.2879014E-002, 6.0558906E-001, 7.0317186E-002, 8.1862389E-003
 2.1000000E+001, 1.0778345E+003, 1.0924395E+003, 2.9312612E+000, 7.6477394E+001, 1.0816289E+002, 4.7537064E-001, 2.9444124E-002, 6.0102875E-002, 6.4726326E-002, 3.5131899E-002, 1.3459695E-001, 4.0374517E-002, 6.1615637E-001, 6.6386707E-002, 7.7751958E-003
 2.3000000E+001, 1.0854684E+003, 1.1005435E+003, 3.1098211E+000, 8.1140171E+001, 1.1670578E+002, 5.2380211E-001, 3.4033573E-002, 6.1267377E-002, 6.0626984E-002, 3.0022756E-002, 1.3141509E-001, 3.7810889E-002, 6.2646626E-001, 6.2300801E-002, 7.3446201E-003
 2.5000000E+001, 1.0854684E+003, 1.1005435E+003, 3.2703902E+000, 8.1140171E+001, 1.1670578E+002, 5.7679266E-001, 3.4033573E-002, 6.1267377E-002, 6.0626984E-002, 3.0022756E-002, 1.3141509E-001, 3.7810889E-002, 6.2646626E-001, 6.2300801E-002, 7.3446201E-003
 2.7000000E+001, 1.0940575E+003, 1.1087548E+003, 3.4106018E+000, 9.6991948E+001, 1.4281411E+002, 6.3293663E-001, 4.3989619E-002, 6.3075271E-002, 5.2124642E-002, 2.1656023E-002, 1.2418764E-001, 3.2494536E-002, 6.4643223E-001, 5.3678779E-002, 6.4284105E-003
 2.9000000E+001, 1.0940134E+003, 1.1080042E+003, 3.5346081E+000, 1.0707116E+002, 1.5758493E+002, 6.9726609E-001, 4.9409103E-002, 6.3592222E-002, 4.7847405E-002, 1.8274378E-002, 1.2014847E-001, 2.9820583E-002, 6.5604318E-001, 4.9299219E-002, 5.9585994E-003
 3.1000000E+001, 1.0910666E+003, 1.1040386E+003, 3.6374365E+000, 1.1855567E+002, 1.7309334E+002, 7.7220478E-001, 5.5000441E-002, 6.3845473E-002, 4.3666921E-002, 1.5353981E-002, 1.1594238E-001, 2.7207450E-002, 6.6527376E-001, 4.4999116E-002, 5.4946260E-003
 3.3000000E+001, 1.0854224E+003, 1.0969339E+003, 3.7275031E+000, 1.3057118E+002, 1.8944807E+002, 8.4179742E-001, 6.0858443E-002, 6.3829772E-002, 3.9527801E-002, 1.2818251E-002, 1.1150502E-001, 2.4620527E-002, 6.7428084E-001, 4.0724878E-002, 5.0306210E-003
 3.5020000E+001, 1.0765942E+003, 1.0861558E+003, 3.8046867E+000, 1.4348927E+002, 2.0640188E+002, 9.0357616E-001, 6.6840437E-002, 6.3532532E-002, 3.5557354E-002, 1.0658826E-002, 1.0695994E-001, 2.2139398E-002, 6.8286257E-001, 3.6618215E-002, 4.5818935E-003
 3.7000000E+001, 1.0765942E+003, 1.0861558E+003, 3.8664163E+000, 1.4348927E+002, 2.0640188E+002, 9.6856520E-001, 6.6840437E-002, 6.3532532E-002, 3.5557354E-002, 1.0658826E-002, 1.0695994E-001, 2.2139398E-002, 6.8286257E-001, 3.6618215E-002, 4.5818935E-003
 3.9000000E+001, 1.0658105E+003, 1.0732464E+003, 3.9145989E+000, 1.5589689E+002, 2.2268891E+002, 1.0366461E+000, 7.2872521E-002, 6.3036399E-002, 3.1727968E-002, 8.8103685E-003, 1.0236201E-001, 1.9746696E-002, 6.9107125E-001, 3.2652717E-002, 4.1464083E-003
 4.1000000E+001, 1.0369060E+003, 1.0394740E+003, 3.9501944E+000, 1.7900250E+002, 2.5299508E+002, 1.1015816E+000, 8.5137618E-002, 6.1290069E-002, 2.4654437E-002, 5.9306582E-003, 9.3021369E-002, 1.5328069E-002, 7.0627349E-001, 2.5317810E-002, 3.3325532E-003
 4.3000000E+001, 1.0369060E+003, 1.0394740E+003, 3.9721013E+000, 1.7900250E+002, 2.5299508E+002, 1.1649228E+000, 8.5137618E-002, 6.1290069E-002, 2.4654437E-002, 5.9306582E-003, 9.3021369E-002, 1.5328069E-002, 7.0627349E-001, 2.5317810E-002, 3.3325532E-003
 4.5000000E+001, 1.0189269E+003, 1.0189083E+003, 3.9811244E+000, 1.8981469E+002, 2.6646602E+002, 1.2290238E+000, 9.1333772E-002, 6.0025738E-002, 2.1466053E-002, 4.8345319E-003, 8.8324231E-002, 1.3337013E-002, 7.1323157E-001, 2.2012731E-002, 2.9610822E-003
 4.7000000E+001, 9.9893722E+002, 9.9622665E+002, 3.9821468E+000, 1.9938976E+002, 2.7822267E+002, 1.2836399E+000, 9.7514576E-002, 5.8518193E-002, 1.8542826E-002, 3.9171677E-003, 8.3662547E-002, 1.1512003E-002, 7.1973518E-001, 1.8987369E-002, 2.6176186E-003
 4.9000000E+001, 9.7738328E+002, 9.7202003E+002, 3.9746963E+000, 2.0738765E+002, 2.8792184E+002, 1.3401062E+000, 1.0364261E-001, 5.6817284E-002, 1.5860743E-002, 3.1499930E-003, 7.9061501E-002, 9.8379648E-003, 7.2581980E-001, 1.6216927E-002, 2.2999615E-003
 5.1000000E+001, 9.2891235E+002, 9.1910074E+002, 3.9598878E+000, 2.1740302E+002, 2.9864494E+002, 1.3918488E+000, 1.1567302E-001, 5.2821986E-002, 1.1299671E-002, 1.9954285E-003, 7.0113280E-002, 6.9926090E-003, 7.3666038E-001, 1.1520634E-002, 1.7507512E-003
 5.3000000E+001, 9.0282567E+002, 8.9130946E+002, 3.9430021E+000, 2.1934540E+002, 2.9976630E+002, 1.4194591E+000, 1.2142330E-001, 5.0614651E-002, 9.4428124E-003, 1.5804368E-003, 6.5878583E-002, 5.8350077E-003, 7.4135234E-001, 9.6132591E-003, 1.5220892E-003
 5.5000000E+001, 8.7571458E+002, 8.6268110E+002, 3.9225516E+000, 2.1980270E+002, 2.9911404E+002, 1.4346160E+000, 1.2702683E-001, 4.8289629E-002, 7.8239338E-003, 1.2460400E-003, 6.1778506E-002, 4.8262999E-003, 7.4564346E-001, 7.9539408E-003, 1.3192996E-003
 5.7000000E+001, 8.7571458E+002, 8.6268110E+002, 3.8856999E+000, 2.1980270E+002, 2.9911404E+002, 1.4665201E+000, 1.2702683E-001, 4.8289629E-002, 7.8239338E-003, 1.2460400E-003, 6.1778506E-002, 4.8262999E-003, 7.4564346E-001, 7.9539408E-003, 1.3192996E-003
 5.9000000E+001, 8.4839933E+002, 8.3404435E+002, 3.8444330E+000, 2.1891026E+002, 2.9678018E+002, 1.4920205E+000, 1.3236042E-001, 4.5915386E-002, 6.4617624E-003, 9.7953465E-004, 5.7902887E-002, 3.9780993E-003, 7.4947410E-001, 6.5612084E-003, 1.1450688E-003
 6.1000000E+001, 7.9502188E+002, 7.7922101E+002, 3.8059385E+000, 2.1322925E+002, 2.8617011E+002, 1.5084309E+000, 1.4201975E-001, 4.1255189E-002, 4.3962446E-003, 6.0052382E-004, 5.0946374E-002, 2.6933454E-003, 7.5585051E-001, 4.4525117E-003, 8.7118350E-004
 6.3000000E+001, 7.7005832E+002, 7.5388921E+002, 3.7700194E+000, 2.0897263E+002, 2.7947603E+002, 1.5180544E+000, 1.4629184E-001, 3.9087002E-002, 3.6015477E-003, 4.6662563E-004, 4.7887700E-002, 2.1995418E-003, 7.5850240E-001, 3.6417158E-003, 7.6231213E-004
 6.5000000E+001, 7.7005832E+002, 7.5388921E+002, 3.7369240E+000, 2.0897263E+002, 2.7947603E+002, 1.5212933E+000, 1.4629184E-001, 3.9087002E-002, 3.6015477E-003, 4.6662563E-004, 4.7887700E-002, 2.1995418E-003, 7.5850240E-001, 3.6417158E-003, 7.6231213E-004
 6.7000000E+001, 7.4633009E+002, 7.3010070E+002, 3.7024485E+000, 2.0396313E+002, 2.7184929E+002, 1.5220013E+000, 1.5022295E-001, 3.7038861E-002, 2.9292415E-003, 3.5913393E-004, 4.5082236E-002, 1.7820727E-003, 7.6085988E-001, 2.9565695E-003, 6.6826624E-004
 6.9000000E+001, 7.0272222E+002, 6.8690250E+002, 3.6653341E+000, 1.9180066E+002, 2.5457823E+002, 1.5178855E+000, 1.5711757E-001, 3.3316520E-002, 1.8952031E-003, 2.0770759E-004, 4.0184451E-002, 1.1407461E-003, 7.6479204E-001, 1.9049678E-003, 5.1843148E-004
 7.1000000E+001, 6.8268542E+002, 6.6734118E+002, 3.6326613E+000, 1.8476828E+002, 2.4501026E+002, 1.5052941E+000, 1.6014908E-001, 3.1617047E-002, 1.5107023E-003, 1.5791870E-004, 3.8042036E-002, 9.0269169E-004, 7.6642387E-001, 1.5157062E-003, 4.5992158E-004
 7.3000000E+001, 6.6357266E+002, 6.4881898E+002, 3.5992710E+000, 1.7771918E+002, 2.3548584E+002, 1.4904724E+000, 1.6297088E-001, 2.9990049E-002, 1.2036641E-003, 1.2063454E-004, 3.6056328E-002, 7.1295508E-004, 7.6787461E-001, 1.2056664E-003, 4.1073294E-004
 7.4980000E+001, 6.6357266E+002, 6.4881898E+002, 3.5646127E+000, 1.7771918E+002, 2.3548584E+002, 1.4828442E+000, 1.6297088E-001, 2.9990049E-002, 1.2036641E-003, 1.2063454E-004, 3.6056328E-002, 7.1295508E-004, 7.6787461E-001, 1.2056664E-003, 4.1073294E-004
 7.7000000E+001, 6.4574949E+002, 6.3172307E+002, 3.5338994E+000, 1.7068830E+002, 2.2593676E+002, 1.4682656E+000, 1.6551342E-001, 2.8493143E-002, 9.6200070E-004, 9.2618254E-005, 3.4273082E-002, 5.6390475E-004, 7.6913533E-001, 9.6221102E-004, 3.7003510E-004
 7.9000000E+001, 6.2882565E+002, 6.1541939E+002, 3.5043699E+000, 1.6354341E+002, 2.1653665E+002, 1.4525833E+000, 1.6787264E-001, 2.7074033E-002, 7.7197899E-004, 7.1270448E-005, 3.2624339E-002, 4.4702706E-004, 7.7026030E-001, 7.7137935E-004, 3.3581850E-004
 8.1000000E+001, 6.1295035E+002, 6.0017677E+002, 3.4766747E+000, 1.5640952E+002, 2.0721548E+002, 1.4348240E+000, 1.7004564E-001, 2.5745340E-002, 6.2153396E-004, 5.4670782E-005, 3.1110045E-002, 3.5476460E-004, 7.7126445E-001, 6.2016882E-004, 3.0677983E-004
 8.3000000E+001, 5.9803540E+002, 5.8590178E+002, 3.4425193E+000, 1.4909712E+002, 1.9783549E+002, 1.4234379E+000, 1.7206572E-001, 2.4498201E-002, 4.9523655E-004, 4.1187902E-005, 2.9704656E-002, 2.7748602E-004, 7.7218008E-001, 4.9302148E-004, 2.8113405E-004
 8.5000000E+001, 5.7066191E+002, 5.5999992E+002, 3.4091866E+000, 1.3603683E+002, 1.8041775E+002, 1.4109421E+000, 1.7566624E-001, 2.2244668E-002, 3.0486011E-004, 2.2461589E-005, 2.7205663E-002, 1.6149536E-004, 7.7376612E-001, 3.0180870E-004, 2.3900070E-004
 8.7000000E+001, 5.7066191E+002, 5.5999992E+002, 3.3740778E+000, 1.3603683E+002, 1.8041775E+002, 1.4008700E+000, 1.7566624E-001, 2.2244668E-002, 3.0486011E-004, 2.2461589E-005, 2.7205663E-002, 1.6149536E-004, 7.7376612E-001, 3.0180870E-004, 2.3900070E-004
 8.9000000E+001, 5.5837547E+002, 5.4833329E+002, 3.3434552E+000, 1.3016924E+002, 1.7250346E+002, 1.3928531E+000, 1.7724725E-001, 2.1239706E-002, 2.3880712E-004, 1.6473277E-005, 2.6111408E-002, 1.2154767E-004, 7.7443967E-001, 2.3575514E-004, 2.2231072E-004
 9.1000000E+001, 5.4686911E+002, 5.3753648E+002, 3.3099091E+000, 1.2459611E+002, 1.6488662E+002, 1.3781892E+000, 1.7869058E-001, 2.0314703E-002, 1.8711713E-004, 1.2030163E-005, 2.5113963E-002, 9.0470602E-005, 7.7504338E-001, 1.8424987E-004, 2.0796350E-004
 9.3000000E+001, 5.3579374E+002, 5.2717998E+002, 3.2774112E+000, 1.1877793E+002, 1.5703250E+002, 1.3618727E+000, 1.8006687E-001, 1.9423866E-002, 1.4786623E-004, 8.8172589E-006, 2.4164633E-002, 6.7122538E-005, 7.7560614E-001, 1.4533126E-004, 1.9531256E-004
 9.5000000E+001, 5.1519726E+002, 5.0779031E+002, 3.2399920E+000, 1.0764609E+002, 1.4243612E+002, 1.3477060E+000, 1.8260005E-001, 1.7766338E-002, 9.6063049E-005, 4.7607591E-006, 2.2420989E-002, 3.6948069E-005, 7.7661579E-001, 9.4108994E-005, 1.7408941E-004
 9.7000000E+001, 5.1519726E+002, 5.0779031E+002, 3.2059029E+000, 1.0764609E+002, 1.4243612E+002, 1.3377439E+000, 1.8260005E-001, 1.7766338E-002, 9.6063049E-005, 4.7607591E-006, 2.2420989E-002, 3.6948069E-005, 7.7661579E-001, 9.4108994E-005, 1.7408941E-004
 9.9000000E+001, 5.0599743E+002, 4.9904308E+002, 3.1648438E+000, 1.0220361E+002, 1.3549671E+002, 1.3260283E+000, 1.8372987E-001, 1.7021229E-002, 7.9646770E-005, 3.5339649E-006, 2.1644524E-002, 2.7677985E-005, 7.7705756E-001, 7.7907578E-005, 1.6529444E-004
