cm,K,K,m/s,K,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,kg/kg,cm,kW/m2,cm,kW/m2
 7.5750000E+001, 7.9278021E+002, 7.5184630E+002, 3.8449946E+000, 2.4625515E+002, 3.6367349E+002, 1.2424756E+000, 1.4965693E-001, 3.8103647E-002, 3.0830086E-003, 1.1981574E-003, 4.4189012E-002, 1.9105477E-003, 7.6103963E-001, 3.0756171E-003, 3.4996210E-004,NaN,NaN,NaN,NaN
 7.6250000E+001, 7.8771767E+002, 7.4713420E+002, 3.8393778E+000, 2.4528210E+002, 3.6146180E+002, 1.2439432E+000, 1.5036946E-001, 3.7711244E-002, 2.9605714E-003, 1.1423024E-003, 4.3721742E-002, 1.8341944E-003, 7.6147253E-001, 2.9535176E-003, 3.3665950E-004,NaN,NaN,NaN,NaN
 7.6750000E+001, 7.8280817E+002, 7.4267377E+002, 3.8345334E+000, 2.4410408E+002, 3.5898098E+002, 1.2452679E+000, 1.5105677E-001, 3.7334749E-002, 2.8385559E-003, 1.0929445E-003, 4.3270595E-002, 1.7580978E-003, 7.6189132E-001, 2.8318390E-003, 3.2340996E-004,NaN,NaN,NaN,NaN
 7.7250000E+001, 7.7844635E+002, 7.3878920E+002, 3.8312195E+000, 2.4299930E+002, 3.5661891E+002, 1.2452816E+000, 1.5164355E-001, 3.7017732E-002, 2.7297629E-003, 1.0418382E-003, 4.2887024E-002, 1.6902395E-003, 7.6226049E-001, 2.7234636E-003, 3.1161942E-004,NaN,NaN,NaN,NaN
 7.7750000E+001, 7.7444879E+002, 7.3517050E+002, 3.8291873E+000, 2.4169587E+002, 3.5433982E+002, 1.2453926E+000, 1.5217668E-001, 3.6730409E-002, 2.6298444E-003, 9.9551610E-004, 4.2538570E-002, 1.6279149E-003, 7.6259705E-001, 2.6239970E-003, 3.0079982E-004,NaN,NaN,NaN,NaN
 7.8250000E+001, 7.7098080E+002, 7.3203357E+002, 3.8271838E+000, 2.4071809E+002, 3.5253656E+002, 1.2459619E+000, 1.5264466E-001, 3.6482151E-002, 2.5384023E-003, 9.4486503E-004, 4.2234385E-002, 1.5708711E-003, 7.6290382E-001, 2.5329042E-003, 2.9089962E-004,NaN,NaN,NaN,NaN
 7.8750000E+001, 7.6721991E+002, 7.2864792E+002, 3.8246386E+000, 2.3949523E+002, 3.5045522E+002, 1.2472363E+000, 1.5316737E-001, 3.6197245E-002, 2.4455368E-003, 8.9764983E-004, 4.1892700E-002, 1.5129536E-003, 7.6322929E-001, 2.4404005E-003, 2.8082806E-004,NaN,NaN,NaN,NaN
 7.9250000E+001, 7.6298083E+002, 7.2495087E+002, 3.8214323E+000, 2.3833232E+002, 3.4805773E+002, 1.2487218E+000, 1.5373032E-001, 3.5881386E-002, 2.3583903E-003, 8.4872351E-004, 4.1523633E-002, 1.4586238E-003, 7.6356386E-001, 2.3541960E-003, 2.7141582E-004,NaN,NaN,NaN,NaN
 7.9750000E+001, 7.5821245E+002, 7.2086395E+002, 3.8181417E+000, 2.3700950E+002, 3.4525239E+002, 1.2483875E+000, 1.5434531E-001, 3.5525659E-002, 2.2769923E-003, 8.0444078E-004, 4.1118269E-002, 1.4079041E-003, 7.6390716E-001, 2.2738159E-003, 2.6260660E-004,NaN,NaN,NaN,NaN
 8.0250000E+001, 7.5338233E+002, 7.1668215E+002, 3.8144950E+000, 2.3579875E+002, 3.4262091E+002, 1.2460304E+000, 1.5497806E-001, 3.5160679E-002, 2.1910017E-003, 7.6243409E-004, 4.0700820E-002, 1.3543181E-003, 7.6426039E-001, 2.1883089E-003, 2.5324260E-004,NaN,NaN,NaN,NaN
 8.0750000E+001, 7.4879349E+002, 7.1259345E+002, 3.8106535E+000, 2.3467440E+002, 3.4026517E+002, 1.2420712E+000, 1.5557284E-001, 3.4815068E-002, 2.1129643E-003, 7.2739133E-004, 4.0307595E-002, 1.3056944E-003, 7.6458610E-001, 2.1108374E-003, 2.4475043E-004,NaN,NaN,NaN,NaN
 8.1250000E+001, 7.4443503E+002, 7.0866155E+002, 3.8065285E+000, 2.3369612E+002, 3.3812900E+002, 1.2375562E+000, 1.5614238E-001, 3.4483453E-002, 2.0393407E-003, 6.9333968E-004, 3.9931070E-002, 1.2598233E-003, 7.6489709E-001, 2.0374813E-003, 2.3670722E-004,NaN,NaN,NaN,NaN
 8.1750000E+001, 7.4005102E+002, 7.0470068E+002, 3.8013905E+000, 2.3268790E+002, 3.3589661E+002, 1.2339090E+000, 1.5670011E-001, 3.4156718E-002, 1.9699604E-003, 6.6103174E-004, 3.9562029E-002, 1.2166021E-003, 7.6519780E-001, 1.9683814E-003, 2.2912291E-004,NaN,NaN,NaN,NaN
 8.2250000E+001, 7.3559222E+002, 7.0064731E+002, 3.7949206E+000, 2.3161765E+002, 3.3360774E+002, 1.2318041E+000, 1.5728650E-001, 3.3806892E-002, 1.9054034E-003, 6.3132248E-004, 3.9172889E-002, 1.1764055E-003, 7.6550143E-001, 1.9040404E-003, 2.2203673E-004,NaN,NaN,NaN,NaN
 8.2750000E+001, 7.3120524E+002, 6.9661920E+002, 3.7881571E+000, 2.3048924E+002, 3.3131348E+002, 1.2307545E+000, 1.5784002E-001, 3.3472435E-002, 1.8510014E-003, 6.0190465E-004, 3.8805365E-002, 1.1425491E-003, 7.6578160E-001, 1.8501838E-003, 2.1608329E-004,NaN,NaN,NaN,NaN
 8.3250000E+001, 7.2697260E+002, 6.9270675E+002, 3.7814011E+000, 2.2941552E+002, 3.2926029E+002, 1.2307841E+000, 1.5838426E-001, 3.3143577E-002, 1.7976905E-003, 5.7214189E-004, 3.8444107E-002, 1.1093722E-003, 7.6605746E-001, 1.7973828E-003, 2.1024607E-004,NaN,NaN,NaN,NaN
 8.3750000E+001, 7.2290316E+002, 6.8894784E+002, 3.7757529E+000, 2.2835741E+002, 3.2730801E+002, 1.2306790E+000, 1.5888436E-001, 3.2849640E-002, 1.7378637E-003, 5.3856787E-004, 3.8113729E-002, 1.0721078E-003, 7.6632768E-001, 1.7378993E-003, 2.0371091E-004,NaN,NaN,NaN,NaN
 8.4250000E+001, 7.1895866E+002, 6.8527983E+002, 3.7711083E+000, 2.2746029E+002, 3.2555920E+002, 1.2292647E+000, 1.5940684E-001, 3.2538950E-002, 1.6801383E-003, 5.0598758E-004, 3.7767907E-002, 1.0361640E-003, 7.6660279E-001, 1.6804675E-003, 1.9738679E-004,NaN,NaN,NaN,NaN
 8.4750000E+001, 7.1502047E+002, 6.8159702E+002, 3.7662167E+000, 2.2655563E+002, 3.2379407E+002, 1.2276914E+000, 1.5990852E-001, 3.2246520E-002, 1.6168206E-003, 4.7094032E-004, 3.7436886E-002, 9.9671705E-004, 7.6687858E-001, 1.6175013E-003, 1.9047896E-004,NaN,NaN,NaN,NaN
 8.5250000E+001, 7.1095280E+002, 6.7782388E+002, 3.7612461E+000, 2.2555269E+002, 3.2181904E+002, 1.2263549E+000, 1.6045925E-001, 3.1917299E-002, 1.5578239E-003, 4.3991643E-004, 3.7071763E-002, 9.5998667E-004, 7.6716411E-001, 1.5589888E-003, 1.8402887E-004,NaN,NaN,NaN,NaN
 8.5750000E+001, 7.0688217E+002, 6.7404142E+002, 3.7564499E+000, 2.2438671E+002, 3.1974929E+002, 1.2251721E+000, 1.6098250E-001, 3.1612482E-002, 1.4905333E-003, 4.0801168E-004, 3.6725904E-002, 9.1806204E-004, 7.6744987E-001, 1.4921527E-003, 1.7669907E-004,NaN,NaN,NaN,NaN
 8.6250000E+001, 7.0283722E+002, 6.7030785E+002, 3.7515258E+000, 2.2325086E+002, 3.1771154E+002, 1.2240521E+000, 1.6155068E-001, 3.1279745E-002, 1.4188480E-003, 3.7907373E-004, 3.6349433E-002, 8.7340287E-004, 7.6775453E-001, 1.4204755E-003, 1.6883484E-004,NaN,NaN,NaN,NaN
 8.6750000E+001, 6.9860421E+002, 6.6648506E+002, 3.7464899E+000, 2.2187270E+002, 3.1531105E+002, 1.2229209E+000, 1.6210369E-001, 3.0957824E-002, 1.3464449E-003, 3.4987653E-004, 3.5983323E-002, 8.2829035E-004, 7.6805478E-001, 1.3481109E-003, 1.6090278E-004,NaN,NaN,NaN,NaN
 8.7250000E+001, 6.9423263E+002, 6.6256459E+002, 3.7406549E+000, 2.2028857E+002, 3.1257708E+002, 1.2222449E+000, 1.6269633E-001, 3.0604594E-002, 1.2793854E-003, 3.2627026E-004, 3.5589212E-002, 7.8653112E-004, 7.6835913E-001, 1.2808567E-003, 1.5350184E-004,NaN,NaN,NaN,NaN
 8.7750000E+001, 6.8987443E+002, 6.5855829E+002, 3.7335332E+000, 2.1866749E+002, 3.0996446E+002, 1.2226262E+000, 1.6325347E-001, 3.0271017E-002, 1.2186055E-003, 3.0384348E-004, 3.5218602E-002, 7.4868815E-004, 7.6864284E-001, 1.2200304E-003, 1.4680093E-004,NaN,NaN,NaN,NaN
 8.8250000E+001, 6.8559230E+002, 6.5456708E+002, 3.7255344E+000, 2.1708454E+002, 3.0747748E+002, 1.2236086E+000, 1.6381899E-001, 2.9929797E-002, 1.1600588E-003, 2.8452478E-004, 3.4841722E-002, 7.1224429E-004, 7.6892481E-001, 1.1613840E-003, 1.4032949E-004,NaN,NaN,NaN,NaN
 8.8750000E+001, 6.8128934E+002, 6.5055883E+002, 3.7180459E+000, 2.1537907E+002, 3.0488761E+002, 1.2232632E+000, 1.6437835E-001, 2.9587291E-002, 1.1094622E-003, 2.6570952E-004, 3.4468461E-002, 6.8076970E-004, 7.6919519E-001, 1.1106664E-003, 1.3470787E-004,NaN,NaN,NaN,NaN
 8.9250000E+001, 6.7669781E+002, 6.4631428E+002, 3.7107908E+000, 2.1355418E+002, 3.0201412E+002, 1.2219337E+000, 1.6497133E-001, 2.9219216E-002, 1.0624152E-003, 2.4927775E-004, 3.4071838E-002, 6.5152478E-004, 7.6947186E-001, 1.0636310E-003, 1.2946734E-004,NaN,NaN,NaN,NaN
 8.9750000E+001, 6.7201295E+002, 6.4198810E+002, 3.7032312E+000, 2.1181994E+002, 2.9923943E+002, 1.2202486E+000, 1.6556157E-001, 2.8851889E-002, 1.0167882E-003, 2.3396137E-004, 3.3676835E-002, 6.2316694E-004, 7.6974513E-001, 1.0178339E-003, 1.2436002E-004,NaN,NaN,NaN,NaN
 9.0250000E+001, 6.6703228E+002, 6.3744628E+002, 3.6957288E+000, 2.1005298E+002, 2.9626799E+002, 1.2178483E+000, 1.6618973E-001, 2.8460730E-002, 9.6795483E-004, 2.2056137E-004, 3.3256040E-002, 5.9281550E-004, 7.7003422E-001, 9.6879429E-004, 1.1889191E-004,NaN,NaN,NaN,NaN
 9.0750000E+001, 6.6229303E+002, 6.3306882E+002, 3.6883512E+000, 2.0842174E+002, 2.9360952E+002, 1.2146775E+000, 1.6678792E-001, 2.8090790E-002, 9.1764187E-004, 2.0801964E-004, 3.2855523E-002, 5.6153010E-004, 7.7031368E-001, 9.1825471E-004, 1.1327432E-004,NaN,NaN,NaN,NaN
 9.1250000E+001, 6.5765158E+002, 6.2878634E+002, 3.6790118E+000, 2.0675461E+002, 2.9093442E+002, 1.2121557E+000, 1.6736714E-001, 2.7731192E-002, 8.7106349E-004, 1.9543505E-004, 3.2467641E-002, 5.3257435E-004, 7.7058216E-001, 8.7166157E-004, 1.0808546E-004,NaN,NaN,NaN,NaN
 9.1750000E+001, 6.5313555E+002, 6.2467321E+002, 3.6678567E+000, 2.0504166E+002, 2.8818688E+002, 1.2100886E+000, 1.6791996E-001, 2.7388280E-002, 8.2613480E-004, 1.8364687E-004, 3.2097442E-002, 5.0464242E-004, 7.7083878E-001, 8.2658164E-004, 1.0306777E-004,NaN,NaN,NaN,NaN
 9.2250000E+001, 6.4838648E+002, 6.2040795E+002, 3.6570296E+000, 2.0301476E+002, 2.8494391E+002, 1.2076587E+000, 1.6850503E-001, 2.7022657E-002, 7.8235005E-004, 1.7218761E-004, 3.1705261E-002, 4.7743529E-004, 7.7110538E-001, 7.8260043E-004, 9.8155706E-005,NaN,NaN,NaN,NaN
 9.2750000E+001, 6.4342109E+002, 6.1590512E+002, 3.6469598E+000, 2.0088058E+002, 2.8152839E+002, 1.2055830E+000, 1.6912210E-001, 2.6632729E-002, 7.4211809E-004, 1.6199592E-004, 3.1290988E-002, 4.5245918E-004, 7.7137846E-001, 7.4224735E-004, 9.3619716E-005,NaN,NaN,NaN,NaN
 9.3250000E+001, 6.3853508E+002, 6.1141201E+002, 3.6374136E+000, 1.9884461E+002, 2.7833915E+002, 1.2040264E+000, 1.6972911E-001, 2.6248049E-002, 7.0397740E-004, 1.5292405E-004, 3.0883244E-002, 4.2878783E-004, 7.7164479E-001, 7.0400290E-004, 8.9312660E-005,NaN,NaN,NaN,NaN
 9.3750000E+001, 6.3397785E+002, 6.0722059E+002, 3.6277654E+000, 1.9693274E+002, 2.7547657E+002, 1.2037527E+000, 1.7028980E-001, 2.5888596E-002, 6.7475129E-004, 1.4489941E-004, 3.0506194E-002, 4.1067718E-004, 7.7188373E-001, 6.7492038E-004, 8.6001671E-005,NaN,NaN,NaN,NaN
 9.4250000E+001, 6.2952014E+002, 6.0321428E+002, 3.6180550E+000, 1.9484076E+002, 2.7239971E+002, 1.2041190E+000, 1.7083550E-001, 2.5540076E-002, 6.4429274E-004, 1.3737214E-004, 3.0139302E-002, 3.9179151E-004, 7.7211837E-001, 6.4441002E-004, 8.2543396E-005,NaN,NaN,NaN,NaN
 9.4750000E+001, 6.2461020E+002, 5.9889635E+002, 3.6080825E+000, 1.9206512E+002, 2.6837016E+002, 1.2038143E+000, 1.7138613E-001, 2.5187142E-002, 6.1550886E-004, 1.2941726E-004, 2.9769036E-002, 3.7395442E-004, 7.7235317E-001, 6.1563311E-004, 7.9268706E-005,NaN,NaN,NaN,NaN
 9.5250000E+001, 6.2036367E+002, 5.9510400E+002, 3.5990502E+000, 1.8986869E+002, 2.6516302E+002, 1.2028128E+000, 1.7189526E-001, 2.4866340E-002, 5.8057151E-004, 1.2288685E-004, 2.9427063E-002, 3.5225750E-004, 7.7257912E-001, 5.8047023E-004, 7.5326174E-005,NaN,NaN,NaN,NaN
 9.5750000E+001, 6.1642343E+002, 5.9155007E+002, 3.5898448E+000, 1.8769511E+002, 2.6215636E+002, 1.2013332E+000, 1.7237291E-001, 2.4566134E-002, 5.4699689E-004, 1.1522369E-004, 2.9106510E-002, 3.3140337E-004, 7.7279311E-001, 5.4691779E-004, 7.1567337E-005,NaN,NaN,NaN,NaN
 9.6250000E+001, 6.1250124E+002, 5.8801921E+002, 3.5795649E+000, 1.8547234E+002, 2.5908166E+002, 1.1993038E+000, 1.7284366E-001, 2.4269336E-002, 5.1481995E-004, 1.0982439E-004, 2.8790213E-002, 3.1142132E-004, 7.7300143E-001, 5.1468523E-004, 6.7951847E-005,NaN,NaN,NaN,NaN
 9.6750000E+001, 6.0864205E+002, 5.8454390E+002, 3.5693225E+000, 1.8320793E+002, 2.5596386E+002, 1.1974268E+000, 1.7330673E-001, 2.3973120E-002, 4.8961349E-004, 1.0369765E-004, 2.8478802E-002, 2.9579556E-004, 7.7319963E-001, 4.8965144E-004, 6.5108877E-005,NaN,NaN,NaN,NaN
 9.7250000E+001, 6.0473907E+002, 5.8102458E+002, 3.5595201E+000, 1.8121857E+002, 2.5307141E+002, 1.1959810E+000, 1.7375405E-001, 2.3685296E-002, 4.6742688E-004, 9.9295195E-005, 2.8177629E-002, 2.8205357E-004, 7.7338755E-001, 4.6749169E-004, 6.2578673E-005,NaN,NaN,NaN,NaN
 9.7750000E+001, 6.0097581E+002, 5.7763859E+002, 3.5505736E+000, 1.7947370E+002, 2.5042468E+002, 1.1938020E+000, 1.7419737E-001, 2.3399628E-002, 4.4644323E-004, 9.3073279E-005, 2.7879359E-002, 2.6906249E-004, 7.7357398E-001, 4.4649308E-004, 6.0174236E-005,NaN,NaN,NaN,NaN
 9.8250000E+001, 5.9727786E+002, 5.7431952E+002, 3.5418819E+000, 1.7817061E+002, 2.4811955E+002, 1.1909504E+000, 1.7461891E-001, 2.3127907E-002, 4.2658180E-004, 8.7347331E-005, 2.7595711E-002, 2.5676677E-004, 7.7375100E-001, 4.2655153E-004, 5.7890612E-005,NaN,NaN,NaN,NaN
 9.8750000E+001, 5.9374341E+002, 5.7110723E+002, 3.5329815E+000, 1.7693825E+002, 2.4601826E+002, 1.1881307E+000, 1.7504002E-001, 2.2858538E-002, 4.0385826E-004, 8.0769952E-005, 2.7312650E-002, 2.4268121E-004, 7.7393173E-001, 4.0373847E-004, 5.5300231E-005,NaN,NaN,NaN,NaN
 9.9250000E+001, 5.9031011E+002, 5.6799661E+002, 3.5249564E+000, 1.7570020E+002, 2.4396283E+002, 1.1845513E+000, 1.7543326E-001, 2.2605998E-002, 3.8398673E-004, 7.5212995E-005, 2.7048156E-002, 2.3037086E-004, 7.7409855E-001, 3.8383922E-004, 5.3031323E-005,NaN,NaN,NaN,NaN
 9.9750000E+001, 5.8705780E+002, 5.6507116E+002, 3.5179681E+000, 1.7419227E+002, 2.4174304E+002, 1.1804460E+000, 1.7581789E-001, 2.2360721E-002, 3.6209690E-004, 6.9365918E-005, 2.6789671E-002, 2.1679594E-004, 7.7426479E-001, 3.6191976E-004, 5.0549573E-005,NaN,NaN,NaN,NaN
