cm,K,K,m/s,K,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,kg/kg
 1.1984343E+002, 6.1619443E+002, 5.9384027E+002, 3.6622095E+000, 1.9525619E+002, 2.5965529E+002, 1.4374976E+000, 1.7005581E-001, 2.2149682E-002, 1.0463937E-003, 7.9250755E-005, 3.0736876E-002, 6.6508801E-004, 7.7458430E-001, 1.0598076E-003, 2.9052402E-004
 1.2124747E+002, 6.0519872E+002, 5.8413659E+002, 3.6561542E+000, 1.8912753E+002, 2.5095612E+002, 1.4272891E+000, 1.7139672E-001, 2.1442482E-002, 9.4182838E-004, 6.8800868E-005, 2.9838256E-002, 5.9307444E-004, 7.7507607E-001, 9.5394762E-004, 2.7336017E-004
 1.2265152E+002, 5.9930708E+002, 5.7889712E+002, 3.6412039E+000, 1.8557527E+002, 2.4608268E+002, 1.4103255E+000, 1.7212458E-001, 2.1055493E-002, 8.8913398E-004, 6.4522619E-005, 2.9349711E-002, 5.5689989E-004, 7.7533755E-001, 9.0046250E-004, 2.6444341E-004
 1.2405556E+002, 5.8758563E+002, 5.6851033E+002, 3.6346087E+000, 1.7825256E+002, 2.3628443E+002, 1.4018690E+000, 1.7354880E-001, 2.0295028E-002, 7.9033380E-004, 5.7059719E-005, 2.8393032E-002, 4.8920579E-004, 7.7584384E-001, 8.0074130E-004, 2.4750302E-004
 1.2545960E+002, 5.8263503E+002, 5.6412882E+002, 3.6274291E+000, 1.7515817E+002, 2.3217537E+002, 1.3956420E+000, 1.7414139E-001, 1.9981401E-002, 7.4558021E-004, 5.2761443E-005, 2.7995657E-002, 4.5842565E-004, 7.7605934E-001, 7.5556317E-004, 2.4008253E-004
 1.2686364E+002, 5.7817843E+002, 5.6016998E+002, 3.6094660E+000, 1.7223659E+002, 2.2834777E+002, 1.3906104E+000, 1.7468675E-001, 1.9691358E-002, 7.0629659E-004, 4.9073661E-005, 2.7629650E-002, 4.3146340E-004, 7.7625540E-001, 7.1574262E-004, 2.3342989E-004
 1.2826768E+002, 5.6983865E+002, 5.5276924E+002, 3.6010102E+000, 1.6635887E+002, 2.2091934E+002, 1.3871809E+000, 1.7574326E-001, 1.9136310E-002, 6.2111583E-004, 3.9729298E-005, 2.6922171E-002, 3.7272024E-004, 7.7664672E-001, 6.2889308E-004, 2.1955506E-004
 1.2967172E+002, 5.6557708E+002, 5.4896203E+002, 3.5804055E+000, 1.6348239E+002, 2.1714017E+002, 1.3809624E+000, 1.7627681E-001, 1.8856983E-002, 5.7687172E-004, 3.4277317E-005, 2.6565163E-002, 3.4217425E-004, 7.7684622E-001, 5.8378615E-004, 2.1242368E-004
 1.3107576E+002, 5.5781483E+002, 5.4198267E+002, 3.5685140E+000, 1.5838996E+002, 2.1034313E+002, 1.3802034E+000, 1.7724927E-001, 1.8341998E-002, 5.0407337E-004, 2.5937062E-005, 2.5913152E-002, 2.9212406E-004, 7.7720010E-001, 5.0955525E-004, 2.0023752E-004
 1.3247980E+002, 5.5436398E+002, 5.3890254E+002, 3.5585271E+000, 1.5602540E+002, 2.0730992E+002, 1.3769587E+000, 1.7768234E-001, 1.8111084E-002, 4.7372750E-004, 2.2812389E-005, 2.5622417E-002, 2.7132218E-004, 7.7735500E-001, 4.7867758E-004, 1.9503147E-004
 1.3388384E+002, 5.5081335E+002, 5.3569663E+002, 3.5424650E+000, 1.5378649E+002, 2.0439956E+002, 1.3642524E+000, 1.7812532E-001, 1.7880598E-002, 4.3487868E-004, 1.9166870E-005, 2.5326176E-002, 2.4444516E-004, 7.7752230E-001, 4.3895301E-004, 1.8887672E-004
 1.3528788E+002, 5.4370797E+002, 5.2918998E+002, 3.5361300E+000, 1.4999019E+002, 1.9943474E+002, 1.3573313E+000, 1.7900018E-001, 1.7422083E-002, 3.6239812E-004, 1.3941633E-005, 2.4740235E-002, 1.9440831E-004, 7.7784663E-001, 3.6474436E-004, 1.7715213E-004
 1.3669192E+002, 5.3991593E+002, 5.2578615E+002, 3.5179328E+000, 1.4779869E+002, 1.9640452E+002, 1.3452440E+000, 1.7945451E-001, 1.7176650E-002, 3.3471634E-004, 1.2062088E-005, 2.4434446E-002, 1.7556427E-004, 7.7800359E-001, 3.3659586E-004, 1.7212424E-004
 1.3809596E+002, 5.3263757E+002, 5.1930741E+002, 3.5047865E+000, 1.4352165E+002, 1.9048141E+002, 1.3403706E+000, 1.8031533E-001, 1.6707813E-002, 2.8750869E-004, 8.7547980E-006, 2.3854320E-002, 1.4361848E-004, 7.7829507E-001, 2.8835872E-004, 1.6311486E-004
 1.3950000E+002, 5.2921328E+002, 5.1627197E+002, 3.4919361E+000, 1.4138208E+002, 1.8757410E+002, 1.3365170E+000, 1.8072218E-001, 1.6485558E-002, 2.6607290E-004, 7.4429542E-006, 2.3579973E-002, 1.2914815E-004, 7.7843170E-001, 2.6636773E-004, 1.5893713E-004
