cm,K,K,cm,K,K,K,K,K,K,K,K,K,K,cm,cm,kW/m2,kW/m2,kW/m2,kW/m2,cm,kW/m2
 9.5000000E+000, 1.1055776E+003, 2.0908153E+002,-5.0000000E-001, 1.2262958E+003, 1.7495797E+002, 1.1547779E+003, 2.1253181E+002, 8.4679749E+002, 2.5231413E+002, 6.1963919E+002, 1.8698399E+002, 5.1051679E+002, 1.1970682E+002, 9.2320000E+001, 1.8910000E+000, 1.6404943E+000, 5.7530227E+000, 5.1600885E+000, 4.4552887E+000, 4.0500000E+001, 1.2248269E+000
 1.0500000E+001, 1.1232418E+003, 2.0009458E+002, 5.0000000E-001, 1.2205914E+003, 1.7400205E+002, 1.1514879E+003, 2.1505901E+002, 8.5272575E+002, 2.5213932E+002, 6.2199900E+002, 1.8602571E+002, 5.1068698E+002, 1.1877202E+002, 9.6800000E+001, 2.0900000E+000, 1.4931402E+000, 5.3543216E+000, 4.8330948E+000, 4.2020736E+000, 4.5000000E+001, 1.2193470E+000
 1.1500000E+001, 1.1378614E+003, 1.9160855E+002, 1.5000000E+000, 1.2151969E+003, 1.7560789E+002, 1.1451061E+003, 2.2142355E+002, 8.5573571E+002, 2.5210004E+002, 6.2440821E+002, 1.8583216E+002, 5.1069604E+002, 1.1753264E+002, 1.0128000E+002, 2.2890000E+000, 1.3628319E+000, 4.9916964E+000, 4.5319986E+000, 3.9669330E+000, 4.9500000E+001, 1.2233429E+000
 1.2500000E+001, 1.1536890E+003, 1.8702192E+002, 2.5000000E+000, 1.2110830E+003, 1.7995909E+002, 1.1394811E+003, 2.2803864E+002, 8.5495454E+002, 2.5212976E+002, 6.2581774E+002, 1.8557715E+002, 5.0964664E+002, 1.1510705E+002, 1.0576000E+002, 2.4880000E+000, 1.2471060E+000, 4.6609607E+000, 4.2544397E+000, 3.7483624E+000, 5.4000000E+001, 1.2311868E+000
 1.3500000E+001, 1.1678098E+003, 1.8634212E+002, 3.5000000E+000, 1.2067261E+003, 1.8703529E+002, 1.1298207E+003, 2.3730236E+002, 8.5349264E+002, 2.5396455E+002, 6.2532442E+002, 1.8331132E+002, 5.0862358E+002, 1.1340640E+002, 1.1024000E+002, 2.6870000E+000, 1.1439316E+000, 4.3585095E+000, 3.9983360E+000, 3.5449827E+000, 5.8500000E+001, 1.2377867E+000
 1.4500000E+001, 1.1803943E+003, 1.8670787E+002, 4.5000000E+000, 1.1989501E+003, 1.8606277E+002, 1.1125862E+003, 2.4542813E+002, 8.4989931E+002, 2.5670611E+002, 6.2375319E+002, 1.8120990E+002, 5.0732550E+002, 1.1132409E+002, 1.1472000E+002, 2.8860000E+000, 1.0516212E+000, 4.0812338E+000, 3.7618350E+000, 3.3555250E+000, 6.3000000E+001, 1.2294395E+000
 1.5500000E+001, 1.1917135E+003, 1.8573400E+002, 5.5000000E+000, 1.1911396E+003, 1.8976755E+002, 1.0904535E+003, 2.5241528E+002, 8.4381351E+002, 2.5924681E+002, 6.2166892E+002, 1.7878008E+002, 5.0635060E+002, 1.1014423E+002, 1.1920000E+002, 3.0850000E+000, 9.6999561E-001, 3.8304808E+000, 3.5474577E+000, 3.1839577E+000, 6.7500000E+001, 1.2248441E+000
 1.6500000E+001, 1.2016835E+003, 1.8245936E+002, 6.5000000E+000, 1.1916811E+003, 1.9777119E+002, 1.0664524E+003, 2.5864340E+002, 8.3447749E+002, 2.6063170E+002, 6.2037698E+002, 1.7782478E+002, 5.0580164E+002, 1.0954732E+002, 1.2368000E+002, 3.2840000E+000, 8.9567981E-001, 3.5971992E+000, 3.3463688E+000, 3.0195507E+000, 7.2000000E+001, 1.2016764E+000
 1.7500000E+001, 1.2105236E+003, 1.7890934E+002, 7.5000000E+000, 1.1819378E+003, 2.0521955E+002, 1.0389757E+003, 2.6316030E+002, 8.2533747E+002, 2.6243397E+002, 6.1915789E+002, 1.7652722E+002, 5.0523646E+002, 1.0798614E+002, 1.2816000E+002, 3.4830000E+000, 7.6777616E-001, 3.1826923E+000, 2.9876062E+000, 2.7215988E+000, 7.6500000E+001, 1.1862321E+000
 1.8500000E+001, 1.2161093E+003, 1.7579969E+002, 8.5000000E+000, 1.1659856E+003, 2.1577241E+002, 1.0089001E+003, 2.6852220E+002, 8.1671189E+002, 2.6336035E+002, 6.1626132E+002, 1.7623295E+002, 5.0380874E+002, 1.0579067E+002, 1.3264000E+002, 3.6820000E+000, 7.1259890E-001, 2.9982101E+000, 2.8275475E+000, 2.5863971E+000, 8.1000000E+001, 1.1700809E+000
 1.9500000E+001, 1.2205914E+003, 1.7400205E+002, 9.5000000E+000, 1.1466997E+003, 2.2738027E+002, 9.8289789E+002, 2.7139640E+002, 8.0779696E+002, 2.6522482E+002, 6.1287534E+002, 1.7682898E+002, 5.0239962E+002, 1.0478912E+002, 1.3712000E+002, 3.8810000E+000, 6.6239386E-001, 2.8270696E+000, 2.6789334E+000, 2.4594119E+000, 8.5500000E+001, 1.1540787E+000
 2.0500000E+001, 1.2238659E+003, 1.7305369E+002, 1.0500000E+001, 1.1289866E+003, 2.3881908E+002, 9.5645293E+002, 2.7512681E+002, 7.9757941E+002, 2.6559809E+002, 6.0731134E+002, 1.7584417E+002, 5.0086731E+002, 1.0480113E+002, 1.4160000E+002, 4.0800000E+000, 6.1661312E-001, 2.6680969E+000, 2.5407872E+000, 2.3400145E+000, 9.0000000E+001, 1.1386173E+000
 2.1500000E+001, 1.2281977E+003, 1.7222205E+002, 1.1500000E+001, 1.1085894E+003, 2.4868170E+002, 9.2665552E+002, 2.7424017E+002, 7.8396507E+002, 2.6469919E+002, 5.9927057E+002, 1.7326642E+002, 4.9924703E+002, 1.0473593E+002, 1.4608000E+002, 4.2790000E+000, 5.7478024E-001, 2.5202540E+000, 2.4122059E+000, 2.2276458E+000, 9.4500000E+001, 1.1237368E+000
 2.2500000E+001, 1.2331150E+003, 1.7059142E+002, 1.2500000E+001, 1.0858854E+003, 2.5236606E+002, 8.9646984E+002, 2.7106229E+002, 7.6625162E+002, 2.6413056E+002, 5.9074664E+002, 1.7020617E+002, 4.9710575E+002, 1.0468613E+002, 1.5056000E+002, 4.4780000E+000, 5.3647954E-001, 2.3826188E+000, 2.2923551E+000, 2.1218088E+000, 9.9000000E+001, 1.1092366E+000
 2.3500000E+001, 1.2369816E+003, 1.6870811E+002, 1.3500000E+001, 1.0622663E+003, 2.5541639E+002, 8.6423124E+002, 2.6695378E+002, 7.4800219E+002, 2.6376281E+002, 5.8288579E+002, 1.6870382E+002, 4.9426821E+002, 1.0394875E+002, 1.5504000E+002, 4.6770000E+000, 5.0134687E-001, 2.2543691E+000, 2.1804660E+000, 2.0220619E+000, 1.0350000E+002, 1.0947654E+000
 2.4500000E+001, 1.2397521E+003, 1.6684182E+002, 1.4500000E+001, 1.0305529E+003, 2.5764109E+002, 8.2811378E+002, 2.5946379E+002, 7.2758556E+002, 2.6284725E+002, 5.7512297E+002, 1.6737780E+002, 4.9101066E+002, 1.0192644E+002, 1.5952000E+002, 4.8760000E+000, 4.6906248E-001, 2.1347686E+000, 2.0758320E+000, 1.9280104E+000, 1.0800000E+002, 1.0639271E+000
 2.5500000E+001, 1.2420991E+003, 1.6631033E+002, 1.5500000E+001, 9.9466821E+002, 2.5961348E+002, 7.9262144E+002, 2.5605180E+002, 7.0581184E+002, 2.5895196E+002, 5.6626954E+002, 1.6292359E+002, 4.8767299E+002, 1.0060921E+002, 1.6400000E+002, 5.0750000E+000, 4.3934461E-001, 2.0231552E+000, 1.9778059E+000, 1.8393001E+000, 1.1250000E+002, 1.0469892E+000
 2.6500000E+001, 1.2443894E+003, 1.6534331E+002, 1.6500000E+001, 9.6736883E+002, 2.5978608E+002, 7.5931631E+002, 2.5383171E+002, 6.8474489E+002, 2.5315359E+002, 5.5787426E+002, 1.5955979E+002, 4.8408761E+002, 9.9846379E+001, 1.6848000E+002, 5.2740000E+000, 3.8664139E-001, 1.8215546E+000, 1.7992701E+000, 1.6766459E+000, 1.1700000E+002, 1.0290524E+000
 2.7500000E+001, 1.2461954E+003, 1.6301042E+002, 1.7500000E+001, 9.4872263E+002, 2.6009078E+002, 7.2773554E+002, 2.5401337E+002, 6.6671452E+002, 2.4735122E+002, 5.4965551E+002, 1.5681831E+002, 4.8047893E+002, 9.9042016E+001, 1.7296000E+002, 5.4730000E+000, 3.6324017E-001, 1.7305331E+000, 1.7177388E+000, 1.6021369E+000, 1.2150000E+002, 1.0102707E+000
 2.8500000E+001, 1.2477990E+003, 1.6233125E+002, 1.8500000E+001, 9.2865850E+002, 2.6118317E+002, 7.0704774E+002, 2.5437851E+002, 6.4965892E+002, 2.4205870E+002, 5.4216861E+002, 1.5486069E+002, 4.7676585E+002, 9.8512730E+001, 1.7744000E+002, 5.6720000E+000, 3.4156683E-001, 1.6454169E+000, 1.6407666E+000, 1.5318289E+000, 1.2600000E+002, 9.9083702E-001
 2.9500000E+001, 1.2495122E+003, 1.6221590E+002, 1.9500000E+001, 9.0311804E+002, 2.6095164E+002, 6.9025981E+002, 2.5414508E+002, 6.3128462E+002, 2.3486679E+002, 5.3566924E+002, 1.5255981E+002, 4.7268639E+002, 9.8239855E+001, 1.8192000E+002, 5.8710000E+000, 3.2202530E-001, 1.5639915E+000, 1.5622371E+000, 1.4609037E+000, 1.3050000E+002, 9.7097308E-001
 3.0500000E+001, 1.2510459E+003, 1.6243774E+002, 2.0500000E+001, 8.7562438E+002, 2.5988240E+002, 6.7120561E+002, 2.5084815E+002, 6.1353821E+002, 2.2809906E+002, 5.2870238E+002, 1.5029503E+002, 4.6885163E+002, 9.6947495E+001, 1.8640000E+002, 6.0700000E+000, 3.0747132E-001, 1.5081354E+000, 1.5080751E+000, 1.4139328E+000, 1.3500000E+002, 9.5087750E-001
 3.1500000E+001, 1.2524879E+003, 1.6328647E+002, 2.1500000E+001, 8.5639262E+002, 2.6163095E+002, 6.5161462E+002, 2.4729630E+002, 5.9775639E+002, 2.2124341E+002, 5.2201060E+002, 1.4776964E+002, 4.6490641E+002, 9.5669779E+001, 1.9088000E+002, 6.2690000E+000, 2.9012731E-001, 1.4389226E+000, 1.4430868E+000, 1.3554187E+000, 1.3950000E+002, 9.3068116E-001
 3.2500000E+001, 1.2535264E+003, 1.6425767E+002, 2.2500000E+001, 8.3671268E+002, 2.6307973E+002, 6.3915330E+002, 2.4494970E+002, 5.8315394E+002, 2.1613043E+002, 5.1563800E+002, 1.4441565E+002, 4.6073419E+002, 9.3988144E+001, 1.9536000E+002, 6.4680000E+000, 2.7397474E-001, 1.3741320E+000, 1.3813244E+000, 1.3001776E+000, 1.4400000E+002, 8.8805875E-001
 3.3500000E+001, 1.2541577E+003, 1.6463521E+002, 2.3500000E+001, 8.1715762E+002, 2.6607068E+002, 6.3012719E+002, 2.4478366E+002, 5.6896069E+002, 2.1189780E+002, 5.0923836E+002, 1.4218303E+002, 4.5605928E+002, 9.1877927E+001, 1.9984000E+002, 6.6670000E+000, 2.5891522E-001, 1.3134660E+000, 1.3225483E+000, 1.2480053E+000, 1.4850000E+002, 8.6832846E-001
 3.4500000E+001, 1.2544644E+003, 1.6451881E+002, 2.4500000E+001, 7.9317721E+002, 2.7059753E+002, 6.1893588E+002, 2.4195199E+002, 5.5449101E+002, 2.0735014E+002, 5.0156863E+002, 1.3927153E+002, 4.5168726E+002, 8.9789260E+001, 2.0432000E+002, 6.8660000E+000, 2.3172814E-001, 1.2034145E+000, 1.2131319E+000, 1.1520849E+000, 1.5300000E+002, 8.4857360E-001
 3.5500000E+001, 1.2539005E+003, 1.6427540E+002, 2.5500000E+001, 7.6769866E+002, 2.7348223E+002, 6.0836086E+002, 2.3934360E+002, 5.4310616E+002, 2.0217679E+002, 4.9198813E+002, 1.3470107E+002, 4.4749780E+002, 8.8150616E+001, 2.0880000E+002, 7.0650000E+000, 2.1944751E-001, 1.1535255E+000, 1.1621396E+000, 1.1079631E+000, 1.5750000E+002, 8.2885666E-001
 3.6500000E+001, 1.2524044E+003, 1.6491164E+002, 2.6500000E+001, 7.4926164E+002, 2.8282600E+002, 5.9908652E+002, 2.3852681E+002, 5.3216681E+002, 1.9600006E+002, 4.8228140E+002, 1.2900252E+002, 4.4297010E+002, 8.6486097E+001, 2.1328000E+002, 7.2640000E+000, 2.0795187E-001, 1.1067518E+000, 1.1134243E+000, 1.0661630E+000, 1.6200000E+002, 8.0918942E-001
 3.7500000E+001, 1.2504099E+003, 1.6659759E+002, 2.7500000E+001, 7.3238514E+002, 2.8834409E+002, 5.9267240E+002, 2.3738940E+002, 5.2060053E+002, 1.8938560E+002, 4.7395083E+002, 1.2441982E+002, 4.3882916E+002, 8.4137360E+001, 2.1776000E+002, 7.4630000E+000, 1.9718113E-001, 1.0628795E+000, 1.0668584E+000, 1.0265165E+000, 1.6650000E+002, 7.8955541E-001
 3.8500000E+001, 1.2482796E+003, 1.6874554E+002, 2.8500000E+001, 7.1533097E+002, 2.9467574E+002, 5.8771027E+002, 2.3650988E+002, 5.1104425E+002, 1.8284631E+002, 4.6586308E+002, 1.1906915E+002, 4.3454493E+002, 8.1556423E+001, 2.2224000E+002, 7.6620000E+000, 1.8708066E-001, 1.0217080E+000, 1.0223296E+000, 9.8886360E-001, 1.7100000E+002, 7.6998482E-001
 3.9500000E+001, 1.2454575E+003, 1.7111447E+002, 2.9500000E+001, 7.0662186E+002, 3.0007178E+002, 5.8272006E+002, 2.3703295E+002, 5.0573535E+002, 1.7852611E+002, 4.5839730E+002, 1.1559964E+002, 4.3000139E+002, 7.9127135E+001, 2.2672000E+002, 7.8610000E+000, 1.7760061E-001, 9.8304939E-001, 9.7973852E-001, 9.5305259E-001, 1.7550000E+002, 7.5057879E-001
 4.0500000E+001, 1.2424599E+003, 1.7354302E+002, 3.0500000E+001, 6.9903114E+002, 3.0735475E+002, 5.7697577E+002, 2.3801223E+002, 5.0061640E+002, 1.7565311E+002, 4.5074763E+002, 1.1159902E+002, 4.2530987E+002, 7.7109001E+001, 2.3120000E+002, 8.0600000E+000, 1.6869549E-001, 9.4672756E-001, 9.3899746E-001, 9.1894079E-001, 1.8000000E+002, 7.3145988E-001
 4.1500000E+001, 1.2390692E+003, 1.7604754E+002, 3.1500000E+001, 6.9365596E+002, 3.1510036E+002, 5.7070273E+002, 2.3725130E+002, 4.9290186E+002, 1.7075442E+002, 4.4363607E+002, 1.0786493E+002, 4.2092488E+002, 7.5764671E+001, 2.3568000E+002, 8.2590000E+000, 1.6032373E-001, 9.1257772E-001, 9.0002823E-001, 8.8639464E-001,NaN,NaN
 4.2500000E+001, 1.2356440E+003, 1.7879532E+002, 3.2500000E+001, 6.9175222E+002, 3.2299966E+002, 5.6608559E+002, 2.3635160E+002, 4.8380980E+002, 1.6597283E+002, 4.3744616E+002, 1.0599204E+002, 4.1700844E+002, 7.4991341E+001, 2.4016000E+002, 8.4580000E+000, 1.4503115E-001, 8.5018684E-001, 8.2713100E-001, 8.2551138E-001,NaN,NaN
 4.3500000E+001, 1.2322796E+003, 1.8158843E+002, 3.3500000E+001, 6.8582298E+002, 3.2985984E+002, 5.5866217E+002, 2.3187710E+002, 4.7417786E+002, 1.6048178E+002, 4.3240406E+002, 1.0432062E+002, 4.1264001E+002, 7.4219861E+001, 2.4464000E+002, 8.6570000E+000, 1.3804354E-001, 8.2166677E-001, 7.9308129E-001, 7.9695384E-001,NaN,NaN
 4.4500000E+001, 1.2289620E+003, 1.8409379E+002, 3.4500000E+001, 6.7833519E+002, 3.3544617E+002, 5.4944283E+002, 2.2727583E+002, 4.6773254E+002, 1.5628939E+002, 4.2768037E+002, 1.0267758E+002, 4.0805466E+002, 7.3876258E+001, 2.4912000E+002, 8.8560000E+000, 1.3145502E-001, 7.9475948E-001, 7.6055750E-001, 7.6952090E-001,NaN,NaN
 4.5500000E+001, 1.2252950E+003, 1.8623834E+002, 3.5500000E+001, 6.7022481E+002, 3.4225083E+002, 5.4008182E+002, 2.2327125E+002, 4.6154132E+002, 1.5269188E+002, 4.2260671E+002, 1.0069600E+002, 4.0274602E+002, 7.2248513E+001, 2.5360000E+002, 9.0550000E+000, 1.2969485E-001, 7.9590645E-001, 7.5229329E-001, 7.6481295E-001,NaN,NaN
 4.6500000E+001, 1.2211248E+003, 1.8818149E+002, 3.6500000E+001, 6.5923793E+002, 3.4236438E+002, 5.2917002E+002, 2.2077148E+002, 4.5450028E+002, 1.4908012E+002, 4.1691583E+002, 9.8623627E+001, 3.9784033E+002, 6.9539710E+001, 2.5808000E+002, 9.2540000E+000, 1.2378881E-001, 7.7183178E-001, 7.2293315E-001, 7.3932258E-001,NaN,NaN
 4.7500000E+001, 1.2165567E+003, 1.9001629E+002, 3.7500000E+001, 6.4528568E+002, 3.4161878E+002, 5.1880474E+002, 2.2087696E+002, 4.4680884E+002, 1.4544694E+002, 4.0994734E+002, 9.6347504E+001, 3.9324196E+002, 6.6415583E+001, 2.6256000E+002, 9.4530000E+000, 1.1820157E-001, 7.4897047E-001, 6.9490552E-001, 7.1467690E-001,NaN,NaN
 4.8500000E+001, 1.2119931E+003, 1.9190390E+002, 3.8500000E+001, 6.1974322E+002, 3.3396535E+002, 5.0447319E+002, 2.1659145E+002, 4.3729388E+002, 1.3943118E+002, 4.0427536E+002, 9.4485628E+001, 3.8910194E+002, 6.3608526E+001, 2.6704000E+002, 9.6520000E+000, 1.1291247E-001, 7.2723052E-001, 6.6816617E-001, 6.9081760E-001,NaN,NaN
 4.9500000E+001, 1.2072146E+003, 1.9381606E+002, 3.9500000E+001, 5.9059846E+002, 3.2147677E+002, 4.9062301E+002, 2.1050881E+002, 4.3023068E+002, 1.3650487E+002, 3.9868620E+002, 9.1982766E+001, 3.8543472E+002, 6.1705067E+001, 2.7152000E+002, 9.8510000E+000, 1.0790264E-001, 7.0652713E-001, 6.4267223E-001, 6.6769414E-001,NaN,NaN
 5.0500000E+001, 1.2018860E+003, 1.9581243E+002, 4.0500000E+001, 5.5839462E+002, 3.0694173E+002, 4.7791954E+002, 2.0641125E+002, 4.2333129E+002, 1.3380104E+002, 3.9277516E+002, 8.8578753E+001, 3.8193499E+002, 6.0262039E+001, 2.7600000E+002, 1.0050000E+001, 9.8652077E-002, 6.6792337E-001, 5.9525350E-001, 6.2348783E-001,NaN,NaN
 5.1500000E+001, 1.1960607E+003, 1.9764989E+002, 4.1500000E+001, 5.1177655E+002, 2.8265093E+002, 4.6723989E+002, 2.0305075E+002, 4.1678437E+002, 1.3008778E+002, 3.8579460E+002, 8.4026085E+001, 3.7834816E+002, 5.8435111E+001, 2.8048000E+002, 1.0249000E+001, 9.4380297E-002, 6.4988474E-001, 5.7324654E-001, 6.0233724E-001,NaN,NaN
 5.2500000E+001, 1.1900153E+003, 1.9981525E+002, 4.2500000E+001, 4.6457056E+002, 2.5494516E+002, 4.5440352E+002, 1.9898790E+002, 4.1007286E+002, 1.2578653E+002, 3.7894270E+002, 8.0317981E+001, 3.7478056E+002, 5.6106140E+001, 2.8496000E+002, 1.0448000E+001, 9.0325480E-002, 6.3260529E-001, 5.5232033E-001, 5.8178582E-001,NaN,NaN
 5.3500000E+001, 1.1841047E+003, 2.0250709E+002, 4.3500000E+001, 4.2560335E+002, 2.2490143E+002, 4.4254764E+002, 1.9492099E+002, 4.0186433E+002, 1.1996708E+002, 3.7214212E+002, 7.7593927E+001, 3.7065577E+002, 5.2843700E+001, 2.8944000E+002, 1.0647000E+001, 8.6474742E-002, 6.1602905E-001, 5.3243450E-001, 5.6181258E-001,NaN,NaN
 5.4500000E+001, 1.1787898E+003, 2.0513702E+002, 4.4500000E+001, 3.8319079E+002, 1.8190253E+002, 4.2892487E+002, 1.8777240E+002, 3.9380882E+002, 1.1426122E+002, 3.6635344E+002, 7.6187144E+001, 3.6663727E+002, 5.0866097E+001, 2.9392000E+002, 1.0846000E+001, 8.2816261E-002, 6.0010472E-001, 5.1354884E-001, 5.4240059E-001,NaN,NaN
 5.5500000E+001, 1.1736649E+003, 2.0739244E+002, 4.5500000E+001, 3.5219261E+002, 1.3709446E+002, 4.1442104E+002, 1.7823543E+002, 3.8734375E+002, 1.0861053E+002, 3.6093499E+002, 7.4199400E+001, 3.6309127E+002, 5.0217425E+001, 2.9840000E+002, 1.1045000E+001, 7.9338895E-002, 5.8478505E-001, 4.9562329E-001, 5.2353636E-001,NaN,NaN
 5.6500000E+001, 1.1685331E+003, 2.0918143E+002, 4.6500000E+001, 3.3410155E+002, 1.0502009E+002, 4.0230753E+002, 1.6906569E+002, 3.8088277E+002, 1.0208119E+002, 3.5598611E+002, 7.1107166E+001, 3.5972165E+002, 4.9879131E+001, 3.0288000E+002, 1.1244000E+001, 7.6456816E-002, 5.7097920E-001, 4.7709187E-001, 5.0472107E-001,NaN,NaN
 5.7500000E+001, 1.1630798E+003, 2.1084233E+002, 4.7500000E+001, 3.2103156E+002, 6.4161337E+001, 3.9329240E+002, 1.6340373E+002, 3.7510661E+002, 9.7163064E+001, 3.5209825E+002, 6.8404915E+001, 3.5596184E+002, 4.9259129E+001, 3.0736000E+002, 1.1443000E+001, 7.3293663E-002, 5.5677671E-001, 4.6098530E-001, 4.8692829E-001,NaN,NaN
 5.8500000E+001, 1.1575702E+003, 2.1278240E+002, 4.8500000E+001, 3.1211220E+002, 1.2583565E+001, 3.8555545E+002, 1.5807315E+002, 3.7037917E+002, 9.3802530E+001, 3.4838608E+002, 6.5214877E+001, 3.5204241E+002, 4.8413086E+001, 3.1184000E+002, 1.1642000E+001, 7.0283143E-002, 5.4305704E-001, 4.4572075E-001, 4.6965468E-001,NaN,NaN
 5.9500000E+001, 1.1514879E+003, 2.1505901E+002, 4.9500000E+001, 3.1012665E+002, 1.6181523E+000, 3.7733647E+002, 1.4934169E+002, 3.6717751E+002, 9.2232633E+001, 3.4468141E+002, 6.2233132E+001, 3.4800448E+002, 4.7172190E+001, 3.1632000E+002, 1.1841000E+001, 6.4686685E-002, 5.1693521E-001, 4.1756392E-001, 4.3664612E-001,NaN,NaN
 6.0500000E+001, 1.1455703E+003, 2.1746437E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.2080000E+002, 1.2040000E+001, 6.5746205E-002, 5.2517217E-001, 4.2852507E-001, 4.3948463E-001,NaN,NaN
 6.1500000E+001, 1.1391137E+003, 2.1997269E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.2528000E+002, 1.2239000E+001, 6.3199268E-002, 5.1240194E-001, 4.1601409E-001, 4.2400489E-001,NaN,NaN
 6.2500000E+001, 1.1319823E+003, 2.2260826E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.2976000E+002, 1.2438000E+001, 6.0765991E-002, 4.9996033E-001, 4.0412858E-001, 4.0902741E-001,NaN,NaN
 6.3500000E+001, 1.1241617E+003, 2.2509278E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.3424000E+002, 1.2637000E+001, 5.8440503E-002, 4.8783004E-001, 3.9283552E-001, 3.9455017E-001,NaN,NaN
 6.4500000E+001, 1.1159509E+003, 2.2724592E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.3872000E+002, 1.2836000E+001, 5.6217177E-002, 4.7599528E-001, 3.8210280E-001, 3.8057040E-001,NaN,NaN
