s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s
 3.7700069E+003, 3.4427489E+002, 3.4435526E+002, 3.4434450E+002, 3.4432395E+002, 3.4432450E+002, 3.4432189E+002, 3.4432437E+002, 3.4432201E+002, 3.4432292E+002, 3.4427602E+002
 3.7800032E+003, 3.4424059E+002, 3.4431998E+002, 3.4430628E+002, 3.4429059E+002, 3.4429064E+002, 3.4428747E+002, 3.4429015E+002, 3.4428836E+002, 3.4428864E+002, 3.4424193E+002
 3.7900078E+003, 3.4424807E+002, 3.4432858E+002, 3.4431315E+002, 3.4429731E+002, 3.4429762E+002, 3.4429471E+002, 3.4429767E+002, 3.4429584E+002, 3.4429611E+002, 3.4424933E+002
 3.8000041E+003, 3.4401026E+002, 3.4409039E+002, 3.4407502E+002, 3.4405922E+002, 3.4405931E+002, 3.4405646E+002, 3.4405924E+002, 3.4405778E+002, 3.4405834E+002, 3.4401135E+002
 3.8100003E+003, 3.4426796E+002, 3.4435041E+002, 3.4433073E+002, 3.4431850E+002, 3.4431804E+002, 3.4431499E+002, 3.4431786E+002, 3.4431610E+002, 3.4431631E+002, 3.4426945E+002
 3.8200049E+003, 3.4421309E+002, 3.4429453E+002, 3.4427930E+002, 3.4426223E+002, 3.4426301E+002, 3.4426002E+002, 3.4426265E+002, 3.4426106E+002, 3.4426146E+002, 3.4421447E+002
 3.8300012E+003, 3.4422967E+002, 3.4431119E+002, 3.4429415E+002, 3.4427839E+002, 3.4428203E+002, 3.4427677E+002, 3.4427927E+002, 3.4427741E+002, 3.4427816E+002, 3.4423105E+002
 3.8400058E+003, 3.4428174E+002, 3.4436120E+002, 3.4434806E+002, 3.4433090E+002, 3.4433151E+002, 3.4432905E+002, 3.4433164E+002, 3.4432943E+002, 3.4432966E+002, 3.4428289E+002
 3.8500021E+003, 3.4409821E+002, 3.4417825E+002, 3.4416834E+002, 3.4414687E+002, 3.4414863E+002, 3.4414455E+002, 3.4414751E+002, 3.4414542E+002, 3.4414642E+002, 3.4409922E+002
 3.8600066E+003, 3.4344243E+002, 3.4352194E+002, 3.4350663E+002, 3.4349036E+002, 3.4349100E+002, 3.4348934E+002, 3.4349170E+002, 3.4348980E+002, 3.4349043E+002, 3.4344345E+002
 3.8700029E+003, 3.4318453E+002, 3.4326487E+002, 3.4324851E+002, 3.4323288E+002, 3.4323402E+002, 3.4323044E+002, 3.4323298E+002, 3.4323160E+002, 3.4323189E+002, 3.4318531E+002
 3.8800075E+003, 3.4378956E+002, 3.4386695E+002, 3.4385825E+002, 3.4383866E+002, 3.4383891E+002, 3.4383614E+002, 3.4383864E+002, 3.4383668E+002, 3.4383747E+002, 3.4379041E+002
 3.8900038E+003, 3.4359374E+002, 3.4367418E+002, 3.4366094E+002, 3.4364256E+002, 3.4364439E+002, 3.4364035E+002, 3.4364327E+002, 3.4364117E+002, 3.4364155E+002, 3.4359472E+002
 3.9000001E+003, 3.4448953E+002, 3.4456658E+002, 3.4455565E+002, 3.4453872E+002, 3.4454167E+002, 3.4453694E+002, 3.4453922E+002, 3.4453736E+002, 3.4453777E+002, 3.4449084E+002
 3.9100046E+003, 3.4664050E+002, 3.4671809E+002, 3.4670806E+002, 3.4669763E+002, 3.4669214E+002, 3.4668877E+002, 3.4669086E+002, 3.4668883E+002, 3.4668918E+002, 3.4664167E+002
 3.9200009E+003, 3.5327465E+002, 3.5335534E+002, 3.5334170E+002, 3.5334074E+002, 3.5332576E+002, 3.5332258E+002, 3.5332565E+002, 3.5332377E+002, 3.5332374E+002, 3.5327585E+002
 3.9300055E+003, 3.5571220E+002, 3.5579452E+002, 3.5578495E+002, 3.5577972E+002, 3.5576331E+002, 3.5576036E+002, 3.5576360E+002, 3.5576250E+002, 3.5576268E+002, 3.5571417E+002
 3.9400018E+003, 3.5574811E+002, 3.5582717E+002, 3.5581624E+002, 3.5581516E+002, 3.5579918E+002, 3.5579506E+002, 3.5579887E+002, 3.5579736E+002, 3.5579805E+002, 3.5574963E+002
 3.9500063E+003, 3.5567006E+002, 3.5575090E+002, 3.5573177E+002, 3.5573697E+002, 3.5572330E+002, 3.5571712E+002, 3.5572069E+002, 3.5571935E+002, 3.5571979E+002, 3.5567140E+002
 3.9600026E+003, 3.5627699E+002, 3.5635604E+002, 3.5634751E+002, 3.5634483E+002, 3.5633077E+002, 3.5632476E+002, 3.5632806E+002, 3.5632660E+002, 3.5632718E+002, 3.5627842E+002
 3.9700072E+003, 3.5516717E+002, 3.5524559E+002, 3.5523334E+002, 3.5523402E+002, 3.5522059E+002, 3.5521529E+002, 3.5521803E+002, 3.5521627E+002, 3.5521710E+002, 3.5516849E+002
 3.9800035E+003, 3.5467204E+002, 3.5475237E+002, 3.5474266E+002, 3.5473819E+002, 3.5472285E+002, 3.5471906E+002, 3.5472255E+002, 3.5472098E+002, 3.5472161E+002, 3.5467333E+002
 3.9900080E+003, 3.5523174E+002, 3.5531316E+002, 3.5530076E+002, 3.5529840E+002, 3.5528287E+002, 3.5527893E+002, 3.5528243E+002, 3.5528048E+002, 3.5528207E+002, 3.5523314E+002
 4.0000043E+003, 3.5576722E+002, 3.5584856E+002, 3.5583683E+002, 3.5583350E+002, 3.5581841E+002, 3.5581362E+002, 3.5581741E+002, 3.5581650E+002, 3.5581706E+002, 3.5576838E+002
 4.0100006E+003, 3.5611870E+002, 3.5620007E+002, 3.5618333E+002, 3.5618532E+002, 3.5616959E+002, 3.5616542E+002, 3.5616912E+002, 3.5616780E+002, 3.5616876E+002, 3.5612019E+002
 4.0200052E+003, 3.5632152E+002, 3.5640374E+002, 3.5639070E+002, 3.5638840E+002, 3.5637339E+002, 3.5636897E+002, 3.5637246E+002, 3.5637105E+002, 3.5637193E+002, 3.5632337E+002
 4.0300015E+003, 3.5592847E+002, 3.5601042E+002, 3.5599699E+002, 3.5599607E+002, 3.5598106E+002, 3.5597681E+002, 3.5597984E+002, 3.5597810E+002, 3.5597892E+002, 3.5593034E+002
 4.0400060E+003, 3.5612340E+002, 3.5620321E+002, 3.5618904E+002, 3.5618981E+002, 3.5617570E+002, 3.5616972E+002, 3.5617403E+002, 3.5617255E+002, 3.5617316E+002, 3.5612471E+002
 4.0500023E+003, 3.5605053E+002, 3.5613215E+002, 3.5611867E+002, 3.5611749E+002, 3.5610204E+002, 3.5609831E+002, 3.5610190E+002, 3.5610041E+002, 3.5610056E+002, 3.5605235E+002
 4.0600069E+003, 3.5609684E+002, 3.5617629E+002, 3.5616641E+002, 3.5616311E+002, 3.5614870E+002, 3.5614395E+002, 3.5614762E+002, 3.5614665E+002, 3.5614695E+002, 3.5609802E+002
 4.0700032E+003, 3.5602221E+002, 3.5610174E+002, 3.5609175E+002, 3.5608887E+002, 3.5607471E+002, 3.5606933E+002, 3.5607267E+002, 3.5607101E+002, 3.5607219E+002, 3.5602313E+002
 4.0800077E+003, 3.5643924E+002, 3.5652066E+002, 3.5650964E+002, 3.5650550E+002, 3.5649159E+002, 3.5648727E+002, 3.5649032E+002, 3.5648847E+002, 3.5648881E+002, 3.5644064E+002
 4.0900040E+003, 3.5553808E+002, 3.5561988E+002, 3.5561004E+002, 3.5560520E+002, 3.5559126E+002, 3.5558560E+002, 3.5558921E+002, 3.5558781E+002, 3.5558802E+002, 3.5553948E+002
 4.1000003E+003, 3.5487181E+002, 3.5495117E+002, 3.5493907E+002, 3.5493802E+002, 3.5492414E+002, 3.5491927E+002, 3.5492180E+002, 3.5492094E+002, 3.5492146E+002, 3.5487298E+002
 4.1100049E+003, 3.5503037E+002, 3.5511009E+002, 3.5509948E+002, 3.5509653E+002, 3.5508153E+002, 3.5507689E+002, 3.5508053E+002, 3.5507913E+002, 3.5507955E+002, 3.5503143E+002
 4.1200012E+003, 3.5586998E+002, 3.5594788E+002, 3.5594146E+002, 3.5593648E+002, 3.5592197E+002, 3.5591697E+002, 3.5592033E+002, 3.5591831E+002, 3.5591968E+002, 3.5587120E+002
 4.1300057E+003, 3.5505594E+002, 3.5513715E+002, 3.5512730E+002, 3.5512212E+002, 3.5510706E+002, 3.5510275E+002, 3.5510618E+002, 3.5510466E+002, 3.5510560E+002, 3.5505707E+002
 4.1400020E+003, 3.5525248E+002, 3.5533202E+002, 3.5531798E+002, 3.5531921E+002, 3.5530423E+002, 3.5529921E+002, 3.5530254E+002, 3.5530156E+002, 3.5530225E+002, 3.5525380E+002
 4.1500066E+003, 3.5544385E+002, 3.5552417E+002, 3.5551488E+002, 3.5551110E+002, 3.5549546E+002, 3.5549112E+002, 3.5549436E+002, 3.5549308E+002, 3.5549379E+002, 3.5544517E+002
 4.1600029E+003, 3.5525394E+002, 3.5533444E+002, 3.5532495E+002, 3.5532074E+002, 3.5530500E+002, 3.5530079E+002, 3.5530484E+002, 3.5530286E+002, 3.5530397E+002, 3.5525511E+002
 4.1700075E+003, 3.5541955E+002, 3.5550184E+002, 3.5549122E+002, 3.5548583E+002, 3.5547271E+002, 3.5546621E+002, 3.5547005E+002, 3.5546927E+002, 3.5546971E+002, 3.5542118E+002
 4.1800037E+003, 3.5599073E+002, 3.5607270E+002, 3.5605807E+002, 3.5605748E+002, 3.5604192E+002, 3.5603811E+002, 3.5604088E+002, 3.5604005E+002, 3.5604088E+002, 3.5599238E+002
 4.1900000E+003, 3.5611737E+002, 3.5619829E+002, 3.5618387E+002, 3.5618465E+002, 3.5616938E+002, 3.5616475E+002, 3.5616808E+002, 3.5616605E+002, 3.5616715E+002, 3.5611900E+002
 4.2000046E+003, 3.5602805E+002, 3.5610629E+002, 3.5609607E+002, 3.5609467E+002, 3.5608037E+002, 3.5607479E+002, 3.5607876E+002, 3.5607733E+002, 3.5607776E+002, 3.5602939E+002
 4.2100009E+003, 3.5832846E+002, 3.5840918E+002, 3.5839829E+002, 3.5840011E+002, 3.5838099E+002, 3.5837576E+002, 3.5837925E+002, 3.5837780E+002, 3.5837875E+002, 3.5832967E+002
 4.2200055E+003, 3.6445446E+002, 3.6453467E+002, 3.6452672E+002, 3.6454003E+002, 3.6450393E+002, 3.6450299E+002, 3.6450650E+002, 3.6450497E+002, 3.6450574E+002, 3.6445588E+002
 4.2300017E+003, 3.6675888E+002, 3.6683874E+002, 3.6683175E+002, 3.6684457E+002, 3.6680717E+002, 3.6680748E+002, 3.6681150E+002, 3.6681015E+002, 3.6681061E+002, 3.6676047E+002
 4.2400063E+003, 3.6800936E+002, 3.6808949E+002, 3.6808182E+002, 3.6809187E+002, 3.6805879E+002, 3.6805691E+002, 3.6806145E+002, 3.6806117E+002, 3.6806166E+002, 3.6801087E+002
 4.2500026E+003, 3.6905478E+002, 3.6913610E+002, 3.6912798E+002, 3.6913962E+002, 3.6910435E+002, 3.6910338E+002, 3.6910694E+002, 3.6910575E+002, 3.6910709E+002, 3.6905641E+002
 4.2600072E+003, 3.6925720E+002, 3.6933635E+002, 3.6932923E+002, 3.6934342E+002, 3.6930812E+002, 3.6930588E+002, 3.6930937E+002, 3.6930815E+002, 3.6930931E+002, 3.6925884E+002
 4.2700034E+003, 3.6896088E+002, 3.6904327E+002, 3.6903341E+002, 3.6904819E+002, 3.6901177E+002, 3.6900979E+002, 3.6901373E+002, 3.6901182E+002, 3.6901283E+002, 3.6896265E+002
 4.2800080E+003, 3.6870698E+002, 3.6878688E+002, 3.6878041E+002, 3.6879170E+002, 3.6875876E+002, 3.6875577E+002, 3.6875969E+002, 3.6875821E+002, 3.6875894E+002, 3.6870868E+002
 4.2900043E+003, 3.6805287E+002, 3.6813357E+002, 3.6812154E+002, 3.6813634E+002, 3.6810174E+002, 3.6810129E+002, 3.6810537E+002, 3.6810373E+002, 3.6810485E+002, 3.6805441E+002
 4.3000006E+003, 3.6819295E+002, 3.6827307E+002, 3.6826663E+002, 3.6827800E+002, 3.6824264E+002, 3.6824173E+002, 3.6824566E+002, 3.6824431E+002, 3.6824476E+002, 3.6819443E+002
 4.3100076E+003, 3.6804731E+002, 3.6812944E+002, 3.6811847E+002, 3.6813280E+002, 3.6809626E+002, 3.6809627E+002, 3.6809948E+002, 3.6809867E+002, 3.6809930E+002, 3.6804879E+002
 4.3200014E+003, 3.6839829E+002, 3.6848037E+002, 3.6847029E+002, 3.6848251E+002, 3.6844718E+002, 3.6844703E+002, 3.6845112E+002, 3.6844966E+002, 3.6845036E+002, 3.6839955E+002
 4.3300044E+003, 3.6838002E+002, 3.6846275E+002, 3.6845347E+002, 3.6846393E+002, 3.6842994E+002, 3.6842824E+002, 3.6843225E+002, 3.6843174E+002, 3.6843229E+002, 3.6838178E+002
 4.3400073E+003, 3.6788890E+002, 3.6797120E+002, 3.6796104E+002, 3.6797362E+002, 3.6793864E+002, 3.6793787E+002, 3.6794143E+002, 3.6793947E+002, 3.6794077E+002, 3.6789035E+002
 4.3500011E+003, 3.6780340E+002, 3.6788460E+002, 3.6787273E+002, 3.6788734E+002, 3.6785368E+002, 3.6785161E+002, 3.6785600E+002, 3.6785421E+002, 3.6785463E+002, 3.6780470E+002
 4.3600040E+003, 3.6792925E+002, 3.6801050E+002, 3.6799998E+002, 3.6801360E+002, 3.6797880E+002, 3.6797745E+002, 3.6798124E+002, 3.6798037E+002, 3.6798080E+002, 3.6793049E+002
 4.3700069E+003, 3.6816548E+002, 3.6824542E+002, 3.6823745E+002, 3.6824970E+002, 3.6821558E+002, 3.6821441E+002, 3.6821796E+002, 3.6821662E+002, 3.6821782E+002, 3.6816706E+002
 4.3800007E+003, 3.6892951E+002, 3.6901266E+002, 3.6899679E+002, 3.6901368E+002, 3.6898081E+002, 3.6897809E+002, 3.6898178E+002, 3.6898053E+002, 3.6898111E+002, 3.6893084E+002
 4.3900036E+003, 3.6941315E+002, 3.6949484E+002, 3.6948402E+002, 3.6949827E+002, 3.6946207E+002, 3.6946241E+002, 3.6946535E+002, 3.6946392E+002, 3.6946468E+002, 3.6941420E+002
 4.4000065E+003, 3.6756396E+002, 3.6764389E+002, 3.6763220E+002, 3.6764909E+002, 3.6761351E+002, 3.6761141E+002, 3.6761632E+002, 3.6761493E+002, 3.6761515E+002, 3.6756539E+002
 4.4100003E+003, 3.6796758E+002, 3.6804789E+002, 3.6803722E+002, 3.6805186E+002, 3.6801677E+002, 3.6801564E+002, 3.6801953E+002, 3.6801863E+002, 3.6801910E+002, 3.6796904E+002
 4.4200032E+003, 3.6722247E+002, 3.6730345E+002, 3.6728830E+002, 3.6730759E+002, 3.6727044E+002, 3.6727079E+002, 3.6727448E+002, 3.6727305E+002, 3.6727392E+002, 3.6722351E+002
 4.4300061E+003, 3.6676236E+002, 3.6684594E+002, 3.6683425E+002, 3.6684676E+002, 3.6681154E+002, 3.6681022E+002, 3.6681466E+002, 3.6681315E+002, 3.6681378E+002, 3.6676372E+002
 4.4400091E+003, 3.6764316E+002, 3.6772478E+002, 3.6771514E+002, 3.6772736E+002, 3.6769411E+002, 3.6769234E+002, 3.6769550E+002, 3.6769483E+002, 3.6769507E+002, 3.6764497E+002
 4.4500029E+003, 3.6779932E+002, 3.6787869E+002, 3.6786407E+002, 3.6788482E+002, 3.6784913E+002, 3.6784742E+002, 3.6785162E+002, 3.6784968E+002, 3.6785065E+002, 3.6780011E+002
 4.4600058E+003, 3.6825168E+002, 3.6833136E+002, 3.6832512E+002, 3.6833749E+002, 3.6830099E+002, 3.6830066E+002, 3.6830459E+002, 3.6830297E+002, 3.6830346E+002, 3.6825320E+002
 4.4700087E+003, 3.6845717E+002, 3.6853963E+002, 3.6852915E+002, 3.6854203E+002, 3.6850571E+002, 3.6850500E+002, 3.6850914E+002, 3.6850825E+002, 3.6850859E+002, 3.6845816E+002
 4.4800025E+003, 3.6854590E+002, 3.6862632E+002, 3.6861961E+002, 3.6862962E+002, 3.6859579E+002, 3.6859435E+002, 3.6859856E+002, 3.6859702E+002, 3.6859751E+002, 3.6854728E+002
 4.4900054E+003, 3.6827766E+002, 3.6836059E+002, 3.6834647E+002, 3.6836223E+002, 3.6832660E+002, 3.6832686E+002, 3.6833007E+002, 3.6832923E+002, 3.6832967E+002, 3.6827918E+002
 4.5000000E+003, 3.6809915E+002, 3.6817919E+002, 3.6817173E+002, 3.6818436E+002, 3.6814995E+002, 3.6814761E+002, 3.6815204E+002, 3.6815022E+002, 3.6815068E+002, 3.6810073E+002
