s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s
 3.7000620E+002, 1.3702157E+002, 1.3703931E+002, 1.3703966E+002, 1.3704016E+002, 1.3704051E+002, 1.3704026E+002, 1.3704141E+002, 1.3704075E+002, 1.3704098E+002, 1.3702206E+002
 3.8000591E+002, 1.3803167E+002, 1.3804950E+002, 1.3804993E+002, 1.3805040E+002, 1.3805079E+002, 1.3805058E+002, 1.3805200E+002, 1.3805133E+002, 1.3805156E+002, 1.3803236E+002
 3.9000562E+002, 1.3851538E+002, 1.3853319E+002, 1.3853365E+002, 1.3853407E+002, 1.3853476E+002, 1.3853426E+002, 1.3853553E+002, 1.3853520E+002, 1.3853491E+002, 1.3851600E+002
 4.0000533E+002, 1.3902375E+002, 1.3904171E+002, 1.3904196E+002, 1.3904265E+002, 1.3904313E+002, 1.3904309E+002, 1.3904414E+002, 1.3904370E+002, 1.3904373E+002, 1.3902465E+002
 4.1000504E+002, 1.3936210E+002, 1.3938011E+002, 1.3938060E+002, 1.3938071E+002, 1.3938155E+002, 1.3938136E+002, 1.3938251E+002, 1.3938199E+002, 1.3938199E+002, 1.3936291E+002
 4.2000475E+002, 1.3976220E+002, 1.3977998E+002, 1.3978072E+002, 1.3978068E+002, 1.3978149E+002, 1.3978131E+002, 1.3978251E+002, 1.3978211E+002, 1.3978218E+002, 1.3976281E+002
 4.3000446E+002, 1.3964910E+002, 1.3966692E+002, 1.3966773E+002, 1.3966788E+002, 1.3966864E+002, 1.3966846E+002, 1.3966986E+002, 1.3966927E+002, 1.3966907E+002, 1.3965006E+002
 4.4000417E+002, 1.4010003E+002, 1.4011776E+002, 1.4011855E+002, 1.4011867E+002, 1.4011929E+002, 1.4011918E+002, 1.4012035E+002, 1.4011985E+002, 1.4012018E+002, 1.4010080E+002
 4.5000387E+002, 1.4055496E+002, 1.4057308E+002, 1.4057339E+002, 1.4057368E+002, 1.4057428E+002, 1.4057410E+002, 1.4057549E+002, 1.4057492E+002, 1.4057505E+002, 1.4055574E+002
 4.6000358E+002, 1.4051878E+002, 1.4053664E+002, 1.4053717E+002, 1.4053720E+002, 1.4053803E+002, 1.4053785E+002, 1.4053907E+002, 1.4053841E+002, 1.4053881E+002, 1.4051938E+002
 4.7000329E+002, 1.4045746E+002, 1.4047544E+002, 1.4047590E+002, 1.4047628E+002, 1.4047673E+002, 1.4047669E+002, 1.4047778E+002, 1.4047731E+002, 1.4047746E+002, 1.4045822E+002
 4.8000300E+002, 1.4048685E+002, 1.4050476E+002, 1.4050529E+002, 1.4050584E+002, 1.4050619E+002, 1.4050612E+002, 1.4050761E+002, 1.4050684E+002, 1.4050681E+002, 1.4048785E+002
 4.9000271E+002, 1.4069190E+002, 1.4070998E+002, 1.4071045E+002, 1.4071096E+002, 1.4071164E+002, 1.4071148E+002, 1.4071265E+002, 1.4071201E+002, 1.4071224E+002, 1.4069302E+002
 5.0000242E+002, 1.4053487E+002, 1.4055283E+002, 1.4055353E+002, 1.4055351E+002, 1.4055450E+002, 1.4055415E+002, 1.4055544E+002, 1.4055499E+002, 1.4055529E+002, 1.4053585E+002
 5.1000213E+002, 1.4022737E+002, 1.4024512E+002, 1.4024562E+002, 1.4024593E+002, 1.4024667E+002, 1.4024643E+002, 1.4024772E+002, 1.4024726E+002, 1.4024721E+002, 1.4022818E+002
 5.2000184E+002, 1.4022545E+002, 1.4024322E+002, 1.4024371E+002, 1.4024402E+002, 1.4024460E+002, 1.4024464E+002, 1.4024576E+002, 1.4024534E+002, 1.4024545E+002, 1.4022633E+002
 5.3000155E+002, 1.4035873E+002, 1.4037674E+002, 1.4037707E+002, 1.4037747E+002, 1.4037832E+002, 1.4037815E+002, 1.4037934E+002, 1.4037883E+002, 1.4037895E+002, 1.4035977E+002
 5.4000126E+002, 1.4002074E+002, 1.4003857E+002, 1.4003884E+002, 1.4003919E+002, 1.4003985E+002, 1.4003999E+002, 1.4004101E+002, 1.4004068E+002, 1.4004067E+002, 1.4002163E+002
 5.5000096E+002, 1.3982677E+002, 1.3984501E+002, 1.3984519E+002, 1.3984535E+002, 1.3984631E+002, 1.3984622E+002, 1.3984737E+002, 1.3984682E+002, 1.3984723E+002, 1.3982802E+002
 5.6000067E+002, 1.4013538E+002, 1.4015369E+002, 1.4015368E+002, 1.4015398E+002, 1.4015465E+002, 1.4015448E+002, 1.4015602E+002, 1.4015541E+002, 1.4015567E+002, 1.4013634E+002
 5.7000038E+002, 1.4047176E+002, 1.4048977E+002, 1.4049051E+002, 1.4049037E+002, 1.4049115E+002, 1.4049107E+002, 1.4049224E+002, 1.4049176E+002, 1.4049190E+002, 1.4047285E+002
 5.8000009E+002, 1.4027224E+002, 1.4029007E+002, 1.4029077E+002, 1.4029042E+002, 1.4029127E+002, 1.4029123E+002, 1.4029270E+002, 1.4029221E+002, 1.4029220E+002, 1.4027311E+002
 5.9000902E+002, 1.3979897E+002, 1.3981678E+002, 1.3981725E+002, 1.3981741E+002, 1.3981792E+002, 1.3981785E+002, 1.3981910E+002, 1.3981870E+002, 1.3981897E+002, 1.3979980E+002
 6.0000873E+002, 1.3955186E+002, 1.3956972E+002, 1.3957037E+002, 1.3957047E+002, 1.3957108E+002, 1.3957104E+002, 1.3957224E+002, 1.3957170E+002, 1.3957199E+002, 1.3955295E+002
 6.1000843E+002, 1.4268700E+002, 1.4270508E+002, 1.4270556E+002, 1.4270611E+002, 1.4270639E+002, 1.4270622E+002, 1.4270775E+002, 1.4270704E+002, 1.4270724E+002, 1.4268802E+002
 6.2000814E+002, 1.5346348E+002, 1.5348256E+002, 1.5348337E+002, 1.5348364E+002, 1.5348425E+002, 1.5348388E+002, 1.5348534E+002, 1.5348476E+002, 1.5348499E+002, 1.5346415E+002
 6.3000785E+002, 1.6094366E+002, 1.6096410E+002, 1.6096455E+002, 1.6096500E+002, 1.6096554E+002, 1.6096526E+002, 1.6096645E+002, 1.6096603E+002, 1.6096633E+002, 1.6094445E+002
 6.4000756E+002, 1.6551458E+002, 1.6553558E+002, 1.6553584E+002, 1.6553610E+002, 1.6553689E+002, 1.6553676E+002, 1.6553816E+002, 1.6553775E+002, 1.6553795E+002, 1.6551520E+002
 6.5000727E+002, 1.6846730E+002, 1.6848847E+002, 1.6848890E+002, 1.6848932E+002, 1.6849013E+002, 1.6848991E+002, 1.6849159E+002, 1.6849051E+002, 1.6849093E+002, 1.6846801E+002
 6.6000698E+002, 1.6996651E+002, 1.6998821E+002, 1.6998832E+002, 1.6998861E+002, 1.6998946E+002, 1.6998922E+002, 1.6999090E+002, 1.6999006E+002, 1.6999023E+002, 1.6996718E+002
 6.7000689E+002, 1.7072214E+002, 1.7074367E+002, 1.7074389E+002, 1.7074452E+002, 1.7074537E+002, 1.7074498E+002, 1.7074648E+002, 1.7074597E+002, 1.7074607E+002, 1.7072271E+002
 6.8000318E+002, 1.7093746E+002, 1.7095894E+002, 1.7095957E+002, 1.7095939E+002, 1.7096041E+002, 1.7096026E+002, 1.7096178E+002, 1.7096118E+002, 1.7096134E+002, 1.7093796E+002
 6.9000774E+002, 1.7103478E+002, 1.7105637E+002, 1.7105677E+002, 1.7105707E+002, 1.7105774E+002, 1.7105785E+002, 1.7105917E+002, 1.7105868E+002, 1.7105882E+002, 1.7103553E+002
 7.0000403E+002, 1.7103630E+002, 1.7105760E+002, 1.7105818E+002, 1.7105833E+002, 1.7105926E+002, 1.7105912E+002, 1.7106063E+002, 1.7106004E+002, 1.7106035E+002, 1.7103680E+002
 7.1000032E+002, 1.7134126E+002, 1.7136288E+002, 1.7136333E+002, 1.7136354E+002, 1.7136435E+002, 1.7136402E+002, 1.7136551E+002, 1.7136512E+002, 1.7136541E+002, 1.7134201E+002
 7.2000489E+002, 1.7161213E+002, 1.7163399E+002, 1.7163440E+002, 1.7163424E+002, 1.7163500E+002, 1.7163504E+002, 1.7163658E+002, 1.7163601E+002, 1.7163629E+002, 1.7161281E+002
 7.3000117E+002, 1.7139371E+002, 1.7141536E+002, 1.7141581E+002, 1.7141584E+002, 1.7141669E+002, 1.7141647E+002, 1.7141790E+002, 1.7141729E+002, 1.7141770E+002, 1.7139404E+002
 7.4000574E+002, 1.7180439E+002, 1.7182599E+002, 1.7182645E+002, 1.7182689E+002, 1.7182726E+002, 1.7182724E+002, 1.7182886E+002, 1.7182841E+002, 1.7182844E+002, 1.7180501E+002
 7.5000203E+002, 1.7238033E+002, 1.7240193E+002, 1.7240244E+002, 1.7240305E+002, 1.7240363E+002, 1.7240352E+002, 1.7240498E+002, 1.7240423E+002, 1.7240451E+002, 1.7238105E+002
 7.6000660E+002, 1.7214918E+002, 1.7217109E+002, 1.7217151E+002, 1.7217177E+002, 1.7217256E+002, 1.7217208E+002, 1.7217377E+002, 1.7217326E+002, 1.7217350E+002, 1.7214977E+002
 7.7000288E+002, 1.7182949E+002, 1.7185150E+002, 1.7185212E+002, 1.7185181E+002, 1.7185287E+002, 1.7185257E+002, 1.7185399E+002, 1.7185345E+002, 1.7185382E+002, 1.7183022E+002
 7.8000745E+002, 1.7183604E+002, 1.7185748E+002, 1.7185824E+002, 1.7185834E+002, 1.7185918E+002, 1.7185902E+002, 1.7186037E+002, 1.7185976E+002, 1.7186008E+002, 1.7183650E+002
 7.9000374E+002, 1.7172324E+002, 1.7174475E+002, 1.7174527E+002, 1.7174554E+002, 1.7174633E+002, 1.7174616E+002, 1.7174781E+002, 1.7174666E+002, 1.7174756E+002, 1.7172383E+002
 8.0000002E+002, 1.7202312E+002, 1.7204481E+002, 1.7204558E+002, 1.7204587E+002, 1.7204656E+002, 1.7204613E+002, 1.7204768E+002, 1.7204697E+002, 1.7204700E+002, 1.7202381E+002
 8.1000459E+002, 1.7193202E+002, 1.7195393E+002, 1.7195441E+002, 1.7195479E+002, 1.7195519E+002, 1.7195523E+002, 1.7195676E+002, 1.7195621E+002, 1.7195631E+002, 1.7193285E+002
 8.2000088E+002, 1.7212506E+002, 1.7214714E+002, 1.7214735E+002, 1.7214770E+002, 1.7214873E+002, 1.7214857E+002, 1.7215003E+002, 1.7214930E+002, 1.7214946E+002, 1.7212608E+002
 8.3000545E+002, 1.7182430E+002, 1.7184610E+002, 1.7184658E+002, 1.7184702E+002, 1.7184783E+002, 1.7184718E+002, 1.7184902E+002, 1.7184840E+002, 1.7184874E+002, 1.7182512E+002
 8.4000173E+002, 1.7161992E+002, 1.7164158E+002, 1.7164185E+002, 1.7164272E+002, 1.7164300E+002, 1.7164309E+002, 1.7164431E+002, 1.7164378E+002, 1.7164410E+002, 1.7162068E+002
 8.5000630E+002, 1.7154876E+002, 1.7157009E+002, 1.7157072E+002, 1.7157126E+002, 1.7157219E+002, 1.7157185E+002, 1.7157347E+002, 1.7157229E+002, 1.7157256E+002, 1.7154929E+002
 8.6000259E+002, 1.7148853E+002, 1.7150990E+002, 1.7151037E+002, 1.7151110E+002, 1.7151177E+002, 1.7151126E+002, 1.7151302E+002, 1.7151198E+002, 1.7151216E+002, 1.7148909E+002
 8.7000716E+002, 1.7136352E+002, 1.7138510E+002, 1.7138582E+002, 1.7138605E+002, 1.7138680E+002, 1.7138662E+002, 1.7138798E+002, 1.7138765E+002, 1.7138752E+002, 1.7136426E+002
 8.8000344E+002, 1.7144567E+002, 1.7146718E+002, 1.7146753E+002, 1.7146800E+002, 1.7146897E+002, 1.7146864E+002, 1.7147002E+002, 1.7146944E+002, 1.7146963E+002, 1.7144635E+002
 8.9000801E+002, 1.7195786E+002, 1.7197926E+002, 1.7197980E+002, 1.7198035E+002, 1.7198114E+002, 1.7198080E+002, 1.7198248E+002, 1.7198150E+002, 1.7198191E+002, 1.7195847E+002
 9.0000430E+002, 1.7222896E+002, 1.7225081E+002, 1.7225131E+002, 1.7225161E+002, 1.7225222E+002, 1.7225209E+002, 1.7225371E+002, 1.7225302E+002, 1.7225330E+002, 1.7222969E+002
 9.1000059E+002, 1.7515093E+002, 1.7517276E+002, 1.7517342E+002, 1.7517381E+002, 1.7517467E+002, 1.7517449E+002, 1.7517593E+002, 1.7517543E+002, 1.7517546E+002, 1.7515161E+002
 9.2000515E+002, 1.8396484E+002, 1.8398850E+002, 1.8398855E+002, 1.8398903E+002, 1.8398998E+002, 1.8398956E+002, 1.8399146E+002, 1.8399054E+002, 1.8399097E+002, 1.8396568E+002
 9.3000144E+002, 1.8912872E+002, 1.8915290E+002, 1.8915332E+002, 1.8915370E+002, 1.8915439E+002, 1.8915420E+002, 1.8915596E+002, 1.8915520E+002, 1.8915536E+002, 1.8912946E+002
 9.4000601E+002, 1.9185701E+002, 1.9188033E+002, 1.9188155E+002, 1.9188215E+002, 1.9188279E+002, 1.9188265E+002, 1.9188442E+002, 1.9188331E+002, 1.9188388E+002, 1.9185746E+002
 9.5000230E+002, 1.9345496E+002, 1.9347898E+002, 1.9347996E+002, 1.9348015E+002, 1.9348108E+002, 1.9348083E+002, 1.9348249E+002, 1.9348206E+002, 1.9348184E+002, 1.9345560E+002
 9.6000687E+002, 1.9435986E+002, 1.9438400E+002, 1.9438506E+002, 1.9438519E+002, 1.9438609E+002, 1.9438593E+002, 1.9438756E+002, 1.9438691E+002, 1.9438721E+002, 1.9436047E+002
 9.7000315E+002, 1.9464841E+002, 1.9467268E+002, 1.9467400E+002, 1.9467404E+002, 1.9467478E+002, 1.9467463E+002, 1.9467637E+002, 1.9467538E+002, 1.9467595E+002, 1.9464906E+002
 9.8000772E+002, 1.9514457E+002, 1.9516919E+002, 1.9516943E+002, 1.9517024E+002, 1.9517105E+002, 1.9517080E+002, 1.9517268E+002, 1.9517189E+002, 1.9517192E+002, 1.9514532E+002
 9.9000401E+002, 1.9505372E+002, 1.9507795E+002, 1.9507866E+002, 1.9507938E+002, 1.9508037E+002, 1.9507979E+002, 1.9508168E+002, 1.9508086E+002, 1.9508096E+002, 1.9505438E+002
 1.0000003E+003, 1.9506091E+002, 1.9508509E+002, 1.9508570E+002, 1.9508675E+002, 1.9508705E+002, 1.9508686E+002, 1.9508870E+002, 1.9508805E+002, 1.9508792E+002, 1.9506122E+002
 1.0100049E+003, 1.9534279E+002, 1.9536777E+002, 1.9536801E+002, 1.9536819E+002, 1.9536931E+002, 1.9536901E+002, 1.9537080E+002, 1.9537001E+002, 1.9537017E+002, 1.9534346E+002
 1.0200011E+003, 1.9536247E+002, 1.9538710E+002, 1.9538788E+002, 1.9538813E+002, 1.9538933E+002, 1.9538897E+002, 1.9539073E+002, 1.9539020E+002, 1.9539027E+002, 1.9536351E+002
 1.0300057E+003, 1.9551893E+002, 1.9554294E+002, 1.9554362E+002, 1.9554453E+002, 1.9554541E+002, 1.9554507E+002, 1.9554692E+002, 1.9554620E+002, 1.9554656E+002, 1.9551969E+002
 1.0400020E+003, 1.9504873E+002, 1.9507241E+002, 1.9507391E+002, 1.9507450E+002, 1.9507503E+002, 1.9507484E+002, 1.9507646E+002, 1.9507572E+002, 1.9507602E+002, 1.9504939E+002
 1.0500066E+003, 1.9463440E+002, 1.9465863E+002, 1.9465964E+002, 1.9465964E+002, 1.9466084E+002, 1.9466031E+002, 1.9466207E+002, 1.9466135E+002, 1.9466140E+002, 1.9463484E+002
 1.0600029E+003, 1.9466567E+002, 1.9468991E+002, 1.9469073E+002, 1.9469077E+002, 1.9469197E+002, 1.9469164E+002, 1.9469324E+002, 1.9469267E+002, 1.9469278E+002, 1.9466623E+002
 1.0700074E+003, 1.9479396E+002, 1.9481948E+002, 1.9481883E+002, 1.9481926E+002, 1.9482018E+002, 1.9482008E+002, 1.9482160E+002, 1.9482089E+002, 1.9482121E+002, 1.9479460E+002
 1.0800037E+003, 1.9476235E+002, 1.9478601E+002, 1.9478701E+002, 1.9478748E+002, 1.9478848E+002, 1.9478820E+002, 1.9479001E+002, 1.9478910E+002, 1.9478957E+002, 1.9476292E+002
 1.0900000E+003, 1.9482077E+002, 1.9484525E+002, 1.9484567E+002, 1.9484634E+002, 1.9484697E+002, 1.9484683E+002, 1.9484873E+002, 1.9484781E+002, 1.9484782E+002, 1.9482138E+002
 1.1000046E+003, 1.9499888E+002, 1.9502325E+002, 1.9502352E+002, 1.9502403E+002, 1.9502516E+002, 1.9502499E+002, 1.9502662E+002, 1.9502615E+002, 1.9502607E+002, 1.9499965E+002
 1.1100009E+003, 1.9512176E+002, 1.9514583E+002, 1.9514711E+002, 1.9514682E+002, 1.9514817E+002, 1.9514773E+002, 1.9514965E+002, 1.9514880E+002, 1.9514892E+002, 1.9512221E+002
 1.1200054E+003, 1.9492427E+002, 1.9494880E+002, 1.9494919E+002, 1.9494961E+002, 1.9495039E+002, 1.9495037E+002, 1.9495207E+002, 1.9495103E+002, 1.9495151E+002, 1.9492490E+002
 1.1300017E+003, 1.9476166E+002, 1.9478587E+002, 1.9478679E+002, 1.9478712E+002, 1.9478811E+002, 1.9478793E+002, 1.9478967E+002, 1.9478893E+002, 1.9478879E+002, 1.9476260E+002
 1.1400063E+003, 1.9473154E+002, 1.9475705E+002, 1.9475705E+002, 1.9475705E+002, 1.9475786E+002, 1.9475771E+002, 1.9475945E+002, 1.9475871E+002, 1.9475869E+002, 1.9473221E+002
 1.1500026E+003, 1.9472085E+002, 1.9474448E+002, 1.9474602E+002, 1.9474597E+002, 1.9474744E+002, 1.9474694E+002, 1.9474859E+002, 1.9474808E+002, 1.9474827E+002, 1.9472161E+002
 1.1600071E+003, 1.9458456E+002, 1.9460894E+002, 1.9460975E+002, 1.9460988E+002, 1.9461082E+002, 1.9461061E+002, 1.9461239E+002, 1.9461178E+002, 1.9461213E+002, 1.9458540E+002
 1.1700034E+003, 1.9481757E+002, 1.9484117E+002, 1.9484261E+002, 1.9484309E+002, 1.9484382E+002, 1.9484368E+002, 1.9484519E+002, 1.9484443E+002, 1.9484491E+002, 1.9481823E+002
 1.1800080E+003, 1.9497621E+002, 1.9500015E+002, 1.9500170E+002, 1.9500193E+002, 1.9500253E+002, 1.9500241E+002, 1.9500394E+002, 1.9500304E+002, 1.9500363E+002, 1.9497691E+002
 1.1900043E+003, 1.9511651E+002, 1.9514063E+002, 1.9514137E+002, 1.9514190E+002, 1.9514289E+002, 1.9514243E+002, 1.9514406E+002, 1.9514331E+002, 1.9514372E+002, 1.9511706E+002
 1.2000006E+003, 1.9499103E+002, 1.9501496E+002, 1.9501602E+002, 1.9501671E+002, 1.9501752E+002, 1.9501720E+002, 1.9501886E+002, 1.9501784E+002, 1.9501820E+002, 1.9499173E+002
 1.2100051E+003, 1.9796023E+002, 1.9798538E+002, 1.9798559E+002, 1.9798656E+002, 1.9798691E+002, 1.9798680E+002, 1.9798854E+002, 1.9798743E+002, 1.9798759E+002, 1.9796084E+002
 1.2200014E+003, 2.0690844E+002, 2.0693466E+002, 2.0693481E+002, 2.0693536E+002, 2.0693659E+002, 2.0693629E+002, 2.0693782E+002, 2.0693709E+002, 2.0693711E+002, 2.0690901E+002
 1.2300060E+003, 2.1197608E+002, 2.1200247E+002, 2.1200306E+002, 2.1200361E+002, 2.1200447E+002, 2.1200403E+002, 2.1200598E+002, 2.1200523E+002, 2.1200545E+002, 2.1197653E+002
 1.2400023E+003, 2.1456807E+002, 2.1459454E+002, 2.1459549E+002, 2.1459608E+002, 2.1459691E+002, 2.1459679E+002, 2.1459844E+002, 2.1459766E+002, 2.1459786E+002, 2.1456845E+002
