s,C,C,kg/m2,kW/kg
 2.8000000E+001, 4.8000000E+001, 4.4327076E+001, 1.6000000E-002, 3.6670598E-017
 2.9000000E+001, 4.8960000E+001, 4.5345723E+001, 1.6000000E-002, 5.1431254E-017
 3.0000000E+001, 5.0080000E+001, 4.6348173E+001, 1.6000000E-002, 7.1516757E-017
 3.1000000E+001, 5.1040000E+001, 4.7374724E+001, 1.6000000E-002, 9.8725722E-017
 3.2000000E+001, 5.2000000E+001, 4.8412523E+001, 1.6000000E-002, 1.3705687E-016
 3.3000000E+001, 5.2960000E+001, 4.9429787E+001, 1.6000000E-002, 1.9055425E-016
 3.4000000E+001, 5.4080000E+001, 5.0430507E+001, 1.6000000E-002, 2.6266418E-016
 3.5000000E+001, 5.5040000E+001, 5.1456310E+001, 1.6000000E-002, 3.5947701E-016
 3.6000000E+001, 5.6000000E+001, 5.2493613E+001, 1.6000000E-002, 4.9485032E-016
 3.7000000E+001, 5.6960000E+001, 5.3509537E+001, 1.6000000E-002, 6.8226757E-016
 3.8000000E+001, 5.8080000E+001, 5.4508583E+001, 1.6000000E-002, 9.3259231E-016
 3.9000000E+001, 5.9040000E+001, 5.5533720E+001, 1.6000000E-002, 1.2657947E-015
 4.0000000E+001, 6.0000000E+001, 5.6570602E+001, 1.6000000E-002, 1.7284224E-015
 4.1000000E+001, 6.0960000E+001, 5.7585235E+001, 1.6000000E-002, 2.3639706E-015
 4.2000000E+001, 6.2080000E+001, 5.8582667E+001, 1.6000000E-002, 3.2053863E-015
 4.3000000E+001, 6.3040000E+001, 5.9607221E+001, 1.6000000E-002, 4.3161712E-015
 4.4000000E+001, 6.4000000E+001, 6.0643752E+001, 1.6000000E-002, 5.8480727E-015
 4.5000000E+001, 6.4960000E+001, 6.1657141E+001, 1.6000000E-002, 7.9369994E-015
 4.6000000E+001, 6.6080000E+001, 6.2653015E+001, 1.6000000E-002, 1.0679083E-014
 4.7000000E+001, 6.7040000E+001, 6.3677066E+001, 1.6000000E-002, 1.4270418E-014
 4.8000000E+001, 6.8000000E+001, 6.4713311E+001, 1.6000000E-002, 1.9191715E-014
 4.9000000E+001, 6.8960000E+001, 6.5725497E+001, 1.6000000E-002, 2.5854777E-014
 5.0000000E+001, 7.0080000E+001, 6.6719865E+001, 1.6000000E-002, 3.4529319E-014
 5.1000000E+001, 7.1040000E+001, 6.7743488E+001, 1.6000000E-002, 4.5804178E-014
 5.2000000E+001, 7.2000000E+001, 6.8779508E+001, 1.6000000E-002, 6.1160793E-014
 5.3000000E+001, 7.2960000E+001, 6.9790528E+001, 1.6000000E-002, 8.1810329E-014
 5.4000000E+001, 7.4080000E+001, 7.0783438E+001, 1.6000000E-002, 1.0847958E-013
 5.5000000E+001, 7.5040000E+001, 7.1806703E+001, 1.6000000E-002, 1.4289013E-013
 5.6000000E+001, 7.6000000E+001, 7.2842552E+001, 1.6000000E-002, 1.8948815E-013
 5.7000000E+001, 7.6960000E+001, 7.3852437E+001, 1.6000000E-002, 2.5173452E-013
 5.8000000E+001, 7.8080000E+001, 7.4843934E+001, 1.6000000E-002, 3.3150610E-013
 5.9000000E+001, 7.9040000E+001, 7.5866909E+001, 1.6000000E-002, 4.3370974E-013
 6.0000000E+001, 8.0000000E+001, 7.6902638E+001, 1.6000000E-002, 5.7135392E-013
 6.1000000E+001, 8.0960000E+001, 7.7911416E+001, 1.6000000E-002, 7.5405474E-013
 6.2000000E+001, 8.2080000E+001, 7.8901542E+001, 1.6000000E-002, 9.8643984E-013
 6.3000000E+001, 8.3040000E+001, 7.9924291E+001, 1.6000000E-002, 1.2821587E-012
 6.4000000E+001, 8.4000000E+001, 8.0959946E+001, 1.6000000E-002, 1.6783494E-012
 6.5000000E+001, 8.4960000E+001, 8.1967640E+001, 1.6000000E-002, 2.2010114E-012
 6.6000000E+001, 8.6080000E+001, 8.2956434E+001, 1.6000000E-002, 2.8609697E-012
 6.7000000E+001, 8.7040000E+001, 8.3979019E+001, 1.6000000E-002, 3.6953235E-012
 6.8000000E+001, 8.8000000E+001, 8.5014640E+001, 1.6000000E-002, 4.8076217E-012
 6.9000000E+001, 8.8960000E+001, 8.6021271E+001, 1.6000000E-002, 6.2663149E-012
 7.0000000E+001, 9.0080000E+001, 8.7008770E+001, 1.6000000E-002, 8.0951582E-012
 7.1000000E+001, 9.1040000E+001, 8.8031249E+001, 1.6000000E-002, 1.0392781E-011
 7.2000000E+001, 9.2000000E+001, 8.9066875E+001, 1.6000000E-002, 1.3441393E-011
 7.3000000E+001, 9.2960000E+001, 9.0072460E+001, 1.6000000E-002, 1.7416578E-011
 7.4000000E+001, 9.4080000E+001, 9.1058699E+001, 1.6000000E-002, 2.2366189E-011
 7.5000000E+001, 9.5040000E+001, 9.2081128E+001, 1.6000000E-002, 2.8546963E-011
 7.6000000E+001, 9.6000000E+001, 9.3116794E+001, 1.6000000E-002, 3.6711296E-011
 7.7000000E+001, 9.6960000E+001, 9.4121346E+001, 1.6000000E-002, 4.7298205E-011
 7.8000000E+001, 9.8080000E+001, 9.5106359E+001, 1.6000000E-002, 6.0391956E-011
 7.9000000E+001, 9.9040000E+001, 9.6128791E+001, 1.6000000E-002, 7.6647541E-011
 8.0000000E+001, 1.0000000E+002, 9.7164529E+001, 1.6000000E-002, 9.8028711E-011
 8.1000000E+001, 1.0096000E+002, 9.8168059E+001, 1.6000000E-002, 1.2560587E-010
 8.2000000E+001, 1.0208000E+002, 9.9151878E+001, 1.6000000E-002, 1.5949038E-010
 8.3000000E+001, 1.0304000E+002, 1.0017437E+002, 1.6000000E-002, 2.0132155E-010
 8.4000000E+001, 1.0400000E+002, 1.0121020E+002, 1.6000000E-002, 2.5612048E-010
 8.5000000E+001, 1.0496000E+002, 1.0221272E+002, 1.6000000E-002, 3.2643274E-010
 8.6000000E+001, 1.0608000E+002, 1.0319538E+002, 1.6000000E-002, 4.1227710E-010
 8.7000000E+001, 1.0704000E+002, 1.0421797E+002, 1.6000000E-002, 5.1768194E-010
 8.8000000E+001, 1.0800000E+002, 1.0525393E+002, 1.6000000E-002, 6.5523296E-010
 8.9000000E+001, 1.0896000E+002, 1.0625544E+002, 1.6000000E-002, 8.3083551E-010
 9.0000000E+001, 1.1008000E+002, 1.0723696E+002, 1.6000000E-002, 1.0438990E-009
 9.1000000E+001, 1.1104000E+002, 1.0825971E+002, 1.6000000E-002, 1.3041513E-009
 9.2000000E+001, 1.1200000E+002, 1.0929582E+002, 1.6000000E-002, 1.6425376E-009
 9.3000000E+001, 1.1296000E+002, 1.1029633E+002, 1.6000000E-002, 2.0724210E-009
 9.4000000E+001, 1.1408000E+002, 1.1127675E+002, 1.6000000E-002, 2.5908530E-009
 9.5000000E+001, 1.1504000E+002, 1.1229969E+002, 1.6000000E-002, 3.2209361E-009
 9.6000000E+001, 1.1600000E+002, 1.1333596E+002, 1.6000000E-002, 4.0373503E-009
 9.7000000E+001, 1.1696000E+002, 1.1433548E+002, 1.6000000E-002, 5.0695852E-009
 9.8000000E+001, 1.1808000E+002, 1.1531482E+002, 1.6000000E-002, 6.3070846E-009
 9.9000000E+001, 1.1904000E+002, 1.1633801E+002, 1.6000000E-002, 7.8038452E-009
 1.0000000E+002, 1.2000000E+002, 1.1737446E+002, 1.6000000E-002, 9.7368621E-009
 1.0100000E+002, 1.2096000E+002, 1.1837298E+002, 1.6000000E-002, 1.2169565E-008
 1.0200000E+002, 1.2208000E+002, 1.1935128E+002, 1.6000000E-002, 1.5069182E-008
 1.0300000E+002, 1.2304000E+002, 1.2037475E+002, 1.6000000E-002, 1.8560002E-008
 1.0400000E+002, 1.2400000E+002, 1.2141140E+002, 1.6000000E-002, 2.3054216E-008
 1.0500000E+002, 1.2496000E+002, 1.2240893E+002, 1.6000000E-002, 2.8684685E-008
 1.0600000E+002, 1.2608000E+002, 1.2338620E+002, 1.6000000E-002, 3.5357950E-008
 1.0700000E+002, 1.2704000E+002, 1.2441000E+002, 1.6000000E-002, 4.3355936E-008
 1.0800000E+002, 1.2800000E+002, 1.2544685E+002, 1.6000000E-002, 5.3622351E-008
 1.0900000E+002, 1.2896000E+002, 1.2644339E+002, 1.6000000E-002, 6.6427825E-008
 1.1000000E+002, 1.3008000E+002, 1.2741967E+002, 1.6000000E-002, 8.1521209E-008
 1.1100000E+002, 1.3104000E+002, 1.2844384E+002, 1.6000000E-002, 9.9533038E-008
 1.1200000E+002, 1.3200000E+002, 1.2948091E+002, 1.6000000E-002, 1.2258848E-007
 1.1300000E+002, 1.3296000E+002, 1.3047645E+002, 1.6000000E-002, 1.5122247E-007
 1.1400000E+002, 1.3408000E+002, 1.3145177E+002, 1.6000000E-002, 1.8479028E-007
 1.1500000E+002, 1.3504000E+002, 1.3247634E+002, 1.6000000E-002, 2.2468306E-007
 1.1600000E+002, 1.3600000E+002, 1.3351363E+002, 1.6000000E-002, 2.7561024E-007
 1.1700000E+002, 1.3696000E+002, 1.3450817E+002, 1.6000000E-002, 3.3859460E-007
 1.1800000E+002, 1.3808000E+002, 1.3548255E+002, 1.6000000E-002, 4.1204169E-007
 1.1900000E+002, 1.3904000E+002, 1.3650757E+002, 1.6000000E-002, 4.9898084E-007
 1.2000000E+002, 1.4000000E+002, 1.3754508E+002, 1.6000000E-002, 6.0968649E-007
 1.2100000E+002, 1.4096000E+002, 1.3853862E+002, 1.6000000E-002, 7.4604031E-007
 1.2200000E+002, 1.4208000E+002, 1.3951209E+002, 1.6000000E-002, 9.0422314E-007
 1.2300000E+002, 1.4304000E+002, 1.4053759E+002, 1.6000000E-002, 1.0907480E-006
 1.2400000E+002, 1.4400000E+002, 1.4157533E+002, 1.6000000E-002, 1.3276924E-006
 1.2500000E+002, 1.4496000E+002, 1.4256787E+002, 1.6000000E-002, 1.6183596E-006
 1.2600000E+002, 1.4608000E+002, 1.4354045E+002, 1.6000000E-002, 1.9538544E-006
 1.2700000E+002, 1.4704000E+002, 1.4456646E+002, 1.6000000E-002, 2.3480078E-006
 1.2800000E+002, 1.4800000E+002, 1.4560444E+002, 1.6000000E-002, 2.8475630E-006
 1.2900000E+002, 1.4896000E+002, 1.4659596E+002, 1.6000000E-002, 3.4579712E-006
 1.3000000E+002, 1.5008000E+002, 1.4756770E+002, 1.6000000E-002, 4.1590290E-006
 1.3100000E+002, 1.5104000E+002, 1.4859424E+002, 1.6000000E-002, 4.9797564E-006
 1.3200000E+002, 1.5200000E+002, 1.4963245E+002, 1.6000000E-002, 6.0177065E-006
 1.3300000E+002, 1.5296000E+002, 1.5062297E+002, 1.6000000E-002, 7.2810848E-006
 1.3400000E+002, 1.5408000E+002, 1.5159387E+002, 1.6000000E-002, 8.7250457E-006
 1.3500000E+002, 1.5504000E+002, 1.5262099E+002, 1.6000000E-002, 1.0409767E-005
 1.3600000E+002, 1.5600000E+002, 1.5365943E+002, 1.6000000E-002, 1.2536009E-005
 1.3700000E+002, 1.5696000E+002, 1.5464893E+002, 1.6000000E-002, 1.5114232E-005
 1.3800000E+002, 1.5808000E+002, 1.5561903E+002, 1.6000000E-002, 1.8046980E-005
 1.3900000E+002, 1.5904000E+002, 1.5664676E+002, 1.6000000E-002, 2.1457614E-005
 1.4000000E+002, 1.6000000E+002, 1.5768542E+002, 1.6000000E-002, 2.5753690E-005
 1.4100000E+002, 1.6096000E+002, 1.5867389E+002, 1.6000000E-002, 3.0943600E-005
 1.4200000E+002, 1.6208000E+002, 1.5964322E+002, 1.6000000E-002, 3.6819692E-005
 1.4300000E+002, 1.6304000E+002, 1.6067158E+002, 1.6000000E-002, 4.3632016E-005
 1.4400000E+002, 1.6400000E+002, 1.6171046E+002, 1.6000000E-002, 5.2197010E-005
 1.4500000E+002, 1.6496000E+002, 1.6269791E+002, 1.6000000E-002, 6.2506138E-005
 1.4600000E+002, 1.6608000E+002, 1.6366649E+002, 1.5999999E-002, 7.4125088E-005
 1.4700000E+002, 1.6704000E+002, 1.6469552E+002, 1.5999999E-002, 8.7555117E-005
 1.4800000E+002, 1.6800000E+002, 1.6573460E+002, 1.5999999E-002, 1.0441070E-004
 1.4900000E+002, 1.6896000E+002, 1.6672102E+002, 1.5999999E-002, 1.2462559E-004
 1.5000000E+002, 1.7008000E+002, 1.6768889E+002, 1.5999999E-002, 1.4730715E-004
 1.5100000E+002, 1.7104000E+002, 1.6871860E+002, 1.5999999E-002, 1.7344933E-004
 1.5200000E+002, 1.7200000E+002, 1.6975788E+002, 1.5999999E-002, 2.0620465E-004
 1.5300000E+002, 1.7296000E+002, 1.7074327E+002, 1.5999998E-002, 2.4534868E-004
 1.5400000E+002, 1.7408000E+002, 1.7171045E+002, 1.5999998E-002, 2.8907710E-004
 1.5500000E+002, 1.7504000E+002, 1.7274087E+002, 1.5999998E-002, 3.3933977E-004
 1.5600000E+002, 1.7600000E+002, 1.7378034E+002, 1.5999997E-002, 4.0221710E-004
 1.5700000E+002, 1.7696000E+002, 1.7476469E+002, 1.5999997E-002, 4.7709552E-004
 1.5800000E+002, 1.7808000E+002, 1.7573121E+002, 1.5999996E-002, 5.6038505E-004
 1.5900000E+002, 1.7904000E+002, 1.7676236E+002, 1.5999995E-002, 6.5587062E-004
 1.6000000E+002, 1.8000000E+002, 1.7780202E+002, 1.5999994E-002, 7.7513974E-004
 1.6100000E+002, 1.8096000E+002, 1.7878532E+002, 1.5999993E-002, 9.1668347E-004
 1.6200000E+002, 1.8208000E+002, 1.7975122E+002, 1.5999992E-002, 1.0734662E-003
 1.6300000E+002, 1.8304000E+002, 1.8078312E+002, 1.5999991E-002, 1.2527588E-003
 1.6400000E+002, 1.8400000E+002, 1.8182294E+002, 1.5999989E-002, 1.4763863E-003
 1.6500000E+002, 1.8496000E+002, 1.8280520E+002, 1.5999987E-002, 1.7408755E-003
 1.6600000E+002, 1.8608000E+002, 1.8377050E+002, 1.5999985E-002, 2.0326366E-003
 1.6700000E+002, 1.8704000E+002, 1.8480318E+002, 1.5999982E-002, 2.3654932E-003
 1.6800000E+002, 1.8800000E+002, 1.8584315E+002, 1.5999979E-002, 2.7800866E-003
 1.6900000E+002, 1.8896000E+002, 1.8682436E+002, 1.5999976E-002, 3.2687881E-003
 1.7000000E+002, 1.9008000E+002, 1.8778909E+002, 1.5999971E-002, 3.8057110E-003
 1.7100000E+002, 1.9104000E+002, 1.8882256E+002, 1.5999967E-002, 4.4168725E-003
 1.7200000E+002, 1.9200000E+002, 1.8986266E+002, 1.5999961E-002, 5.1771114E-003
 1.7300000E+002, 1.9296000E+002, 1.9084283E+002, 1.5999954E-002, 6.0702684E-003
 1.7400000E+002, 1.9408000E+002, 1.9180702E+002, 1.5999946E-002, 7.0476886E-003
 1.7500000E+002, 1.9504000E+002, 1.9284129E+002, 1.5999937E-002, 8.1578504E-003
 1.7600000E+002, 1.9600000E+002, 1.9388152E+002, 1.5999927E-002, 9.5370724E-003
 1.7700000E+002, 1.9696000E+002, 1.9486064E+002, 1.5999914E-002, 1.1152119E-002
 1.7800000E+002, 1.9808000E+002, 1.9582431E+002, 1.5999900E-002, 1.2912714E-002
 1.7900000E+002, 1.9904000E+002, 1.9685941E+002, 1.5999884E-002, 1.4908300E-002
 1.8000000E+002, 2.0000000E+002, 1.9789975E+002, 1.5999864E-002, 1.7384552E-002
 1.8100000E+002, 2.0096000E+002, 1.9887782E+002, 1.5999842E-002, 2.0274796E-002
 1.8200000E+002, 2.0208000E+002, 1.9984101E+002, 1.5999816E-002, 2.3413607E-002
 1.8300000E+002, 2.0304000E+002, 2.0087695E+002, 1.5999786E-002, 2.6964396E-002
 1.8400000E+002, 2.0400000E+002, 2.0191737E+002, 1.5999751E-002, 3.1365352E-002
 1.8500000E+002, 2.0496000E+002, 2.0289440E+002, 1.5999711E-002, 3.6485585E-002
 1.8600000E+002, 2.0608000E+002, 2.0385714E+002, 1.5999664E-002, 4.2025588E-002
 1.8700000E+002, 2.0704000E+002, 2.0489392E+002, 1.5999611E-002, 4.8281060E-002
 1.8800000E+002, 2.0800000E+002, 2.0593442E+002, 1.5999549E-002, 5.6025645E-002
 1.8900000E+002, 2.0896000E+002, 2.0691040E+002, 1.5999477E-002, 6.5007317E-002
 1.9000000E+002, 2.1008000E+002, 2.0787272E+002, 1.5999394E-002, 7.4690073E-002
 1.9100000E+002, 2.1104000E+002, 2.0891036E+002, 1.5999299E-002, 8.5603929E-002
 1.9200000E+002, 2.1200000E+002, 2.0995091E+002, 1.5999189E-002, 9.9101267E-002
 1.9300000E+002, 2.1296000E+002, 2.1092585E+002, 1.5999062E-002, 1.1470522E-001
 1.9400000E+002, 2.1408000E+002, 2.1188778E+002, 1.5998917E-002, 1.3146727E-001
 1.9500000E+002, 2.1504000E+002, 2.1292629E+002, 1.5998750E-002, 1.5032855E-001
 1.9600000E+002, 2.1600000E+002, 2.1396688E+002, 1.5998558E-002, 1.7363015E-001
 1.9700000E+002, 2.1696000E+002, 2.1494078E+002, 1.5998336E-002, 2.0048409E-001
 1.9800000E+002, 2.1808000E+002, 2.1590235E+002, 1.5998082E-002, 2.2922997E-001
 1.9900000E+002, 2.1904000E+002, 2.1694174E+002, 1.5997792E-002, 2.6152355E-001
 2.0000000E+002, 2.2000000E+002, 2.1798236E+002, 1.5997458E-002, 3.0137867E-001
 2.0100000E+002, 2.2096000E+002, 2.1895521E+002, 1.5997074E-002, 3.4716610E-001
 2.0200000E+002, 2.2208000E+002, 2.1991646E+002, 1.5996635E-002, 3.9600953E-001
 2.0300000E+002, 2.2304000E+002, 2.2095674E+002, 1.5996136E-002, 4.5079538E-001
 2.0400000E+002, 2.2400000E+002, 2.2199736E+002, 1.5995562E-002, 5.1834028E-001
 2.0500000E+002, 2.2496000E+002, 2.2296919E+002, 1.5994902E-002, 5.9569594E-001
 2.0600000E+002, 2.2608000E+002, 2.2393014E+002, 1.5994151E-002, 6.7792953E-001
 2.0700000E+002, 2.2704000E+002, 2.2497133E+002, 1.5993298E-002, 7.7002735E-001
 2.0800000E+002, 2.2800000E+002, 2.2601195E+002, 1.5992320E-002, 8.8345637E-001
 2.0900000E+002, 2.2896000E+002, 2.2698274E+002, 1.5991198E-002, 1.0129497E+000
 2.1000000E+002, 2.3008000E+002, 2.2794345E+002, 1.5989924E-002, 1.1501285E+000
 2.1100000E+002, 2.3104000E+002, 2.2898554E+002, 1.5988480E-002, 1.3035292E+000
 2.1200000E+002, 2.3200000E+002, 2.3002616E+002, 1.5986827E-002, 1.4922563E+000
 2.1300000E+002, 2.3296000E+002, 2.3099593E+002, 1.5984936E-002, 1.7070147E+000
 2.1400000E+002, 2.3408000E+002, 2.3195643E+002, 1.5982794E-002, 1.9337006E+000
 2.1500000E+002, 2.3504000E+002, 2.3299944E+002, 1.5980372E-002, 2.1867969E+000
 2.1600000E+002, 2.3600000E+002, 2.3404007E+002, 1.5977605E-002, 2.4978158E+000
 2.1700000E+002, 2.3696000E+002, 2.3500881E+002, 1.5974448E-002, 2.8505403E+000
 2.1800000E+002, 2.3808000E+002, 2.3596916E+002, 1.5970880E-002, 3.2214297E+000
 2.1900000E+002, 2.3904000E+002, 2.3701311E+002, 1.5966854E-002, 3.6348326E+000
 2.2000000E+002, 2.4000000E+002, 2.3805378E+002, 1.5962266E-002, 4.1421735E+000
 2.2100000E+002, 2.4096000E+002, 2.3902148E+002, 1.5957043E-002, 4.7154662E+000
 2.2200000E+002, 2.4208000E+002, 2.3998176E+002, 1.5951155E-002, 5.3157177E+000
 2.2300000E+002, 2.4304000E+002, 2.4102667E+002, 1.5944527E-002, 5.9834850E+000
 2.2400000E+002, 2.4400000E+002, 2.4206742E+002, 1.5936993E-002, 6.8016874E+000
 2.2500000E+002, 2.4496000E+002, 2.4303407E+002, 1.5928439E-002, 7.7225317E+000
 2.2600000E+002, 2.4608000E+002, 2.4399439E+002, 1.5918823E-002, 8.6818584E+000
 2.2700000E+002, 2.4704000E+002, 2.4504030E+002, 1.5908027E-002, 9.7465778E+000
 2.2800000E+002, 2.4800000E+002, 2.4608122E+002, 1.5895789E-002, 1.1048516E+001
 2.2900000E+002, 2.4896000E+002, 2.4704677E+002, 1.5881936E-002, 1.2506893E+001
 2.3000000E+002, 2.5008000E+002, 2.4800730E+002, 1.5866410E-002, 1.4016715E+001
 2.3100000E+002, 2.5104000E+002, 2.4905424E+002, 1.5849034E-002, 1.5687268E+001
 2.3200000E+002, 2.5200000E+002, 2.5009548E+002, 1.5829402E-002, 1.7724465E+001
 2.3300000E+002, 2.5296000E+002, 2.5105986E+002, 1.5807256E-002, 1.9993214E+001
 2.3400000E+002, 2.5408000E+002, 2.5202082E+002, 1.5782531E-002, 2.2322434E+001
 2.3500000E+002, 2.5504000E+002, 2.5306887E+002, 1.5754963E-002, 2.4888741E+001
 2.3600000E+002, 2.5600000E+002, 2.5411065E+002, 1.5723942E-002, 2.8006383E+001
 2.3700000E+002, 2.5696000E+002, 2.5507374E+002, 1.5689104E-002, 3.1452123E+001
 2.3800000E+002, 2.5808000E+002, 2.5603545E+002, 1.5650393E-002, 3.4948194E+001
 2.3900000E+002, 2.5904000E+002, 2.5708470E+002, 1.5607442E-002, 3.8776868E+001
 2.4000000E+002, 2.6000000E+002, 2.5812736E+002, 1.5559367E-002, 4.3402653E+001
 2.4100000E+002, 2.6096000E+002, 2.5908891E+002, 1.5505688E-002, 4.8462205E+001
 2.4200000E+002, 2.6208000E+002, 2.6005185E+002, 1.5446421E-002, 5.3506626E+001
 2.4300000E+002, 2.6304000E+002, 2.6110240E+002, 1.5381090E-002, 5.8982077E+001
 2.4400000E+002, 2.6400000E+002, 2.6214640E+002, 1.5308489E-002, 6.5544819E+001
 2.4500000E+002, 2.6496000E+002, 2.6310603E+002, 1.5228056E-002, 7.2616352E+001
 2.4600000E+002, 2.6608000E+002, 2.6407085E+002, 1.5140022E-002, 7.9478288E+001
 2.4700000E+002, 2.6704000E+002, 2.6512277E+002, 1.5043846E-002, 8.6828767E+001
 2.4800000E+002, 2.6800000E+002, 2.6616871E+002, 1.4938024E-002, 9.5536832E+001
 2.4900000E+002, 2.6896000E+002, 2.6712577E+002, 1.4822039E-002, 1.0471324E+002
 2.5000000E+002, 2.7008000E+002, 2.6809332E+002, 1.4696615E-002, 1.1323399E+002
 2.5100000E+002, 2.7104000E+002, 2.6914660E+002, 1.4561280E-002, 1.2218269E+002
 2.5200000E+002, 2.7200000E+002, 2.7019509E+002, 1.4414396E-002, 1.3260886E+002
 2.5300000E+002, 2.7296000E+002, 2.7114863E+002, 1.4255755E-002, 1.4322256E+002
 2.5400000E+002, 2.7408000E+002, 2.7211986E+002, 1.4087010E-002, 1.5234559E+002
 2.5500000E+002, 2.7504000E+002, 2.7317432E+002, 1.3907963E-002, 1.6164505E+002
 2.5600000E+002, 2.7600000E+002, 2.7422581E+002, 1.3717186E-002, 1.7223658E+002
 2.5700000E+002, 2.7696000E+002, 2.7517452E+002, 1.3515134E-002, 1.8241463E+002
 2.5800000E+002, 2.7808000E+002, 2.7615029E+002, 1.3304819E-002, 1.8987548E+002
 2.5900000E+002, 2.7904000E+002, 2.7720552E+002, 1.3086472E-002, 1.9712579E+002
 2.6000000E+002, 2.8000000E+002, 2.7825991E+002, 1.2859219E-002, 2.0516685E+002
 2.6100000E+002, 2.8096000E+002, 2.7920245E+002, 1.2624366E-002, 2.1202855E+002
 2.6200000E+002, 2.8208000E+002, 2.8018313E+002, 1.2386299E-002, 2.1492955E+002
 2.6300000E+002, 2.8304000E+002, 2.8123863E+002, 1.2145487E-002, 2.1740806E+002
 2.6400000E+002, 2.8400000E+002, 2.8229489E+002, 1.1901601E-002, 2.2018327E+002
 2.6500000E+002, 2.8496000E+002, 2.8323054E+002, 1.1656458E-002, 2.2131899E+002
 2.6600000E+002, 2.8608000E+002, 2.8421560E+002, 1.1415036E-002, 2.1795875E+002
 2.6700000E+002, 2.8704000E+002, 2.8527120E+002, 1.1177435E-002, 2.1450919E+002
 2.6800000E+002, 2.8800000E+002, 2.8632736E+002, 1.0943359E-002, 2.1132625E+002
 2.6900000E+002, 2.8896000E+002, 2.8725676E+002, 1.0714380E-002, 2.0672538E+002
 2.7000000E+002, 2.9008000E+002, 2.8824464E+002, 1.0494837E-002, 1.9820574E+002
 2.7100000E+002, 2.9104000E+002, 2.8930090E+002, 1.0283977E-002, 1.9036776E+002
 2.7200000E+002, 2.9200000E+002, 2.9035461E+002, 1.0081021E-002, 1.8323114E+002
 2.7300000E+002, 2.9296000E+002, 2.9127975E+002, 9.8868102E-003, 1.7533572E+002
 2.7400000E+002, 2.9408000E+002, 2.9226837E+002, 9.7043312E-003, 1.6474439E+002
 2.7500000E+002, 2.9504000E+002, 2.9332642E+002, 9.5321288E-003, 1.5546655E+002
 2.7600000E+002, 2.9600000E+002, 2.9437579E+002, 9.3689494E-003, 1.4732045E+002
 2.7700000E+002, 2.9696000E+002, 2.9529907E+002, 9.2150234E-003, 1.3896638E+002
