s,C,C,kg/m2,kW/kg
 2.6000000E+001, 4.6080000E+001, 4.2346043E+001, 1.5420000E-002, 4.4536336E-010
 2.7000000E+001, 4.7040000E+001, 4.3372869E+001, 1.5420000E-002, 5.9865087E-010
 2.8000000E+001, 4.8000000E+001, 4.4410920E+001, 1.5420000E-002, 8.0885367E-010
 2.9000000E+001, 4.8960000E+001, 4.5428470E+001, 1.5420000E-002, 1.0943233E-009
 3.0000000E+001, 5.0080000E+001, 4.6429450E+001, 1.5420000E-002, 1.4688906E-009
 3.1000000E+001, 5.1040000E+001, 4.7455529E+001, 1.5420000E-002, 1.9586910E-009
 3.2000000E+001, 5.2000000E+001, 4.8493080E+001, 1.5420000E-002, 2.6257683E-009
 3.3000000E+001, 5.2960000E+001, 4.9509268E+001, 1.5420000E-002, 3.5249589E-009
 3.4000000E+001, 5.4080000E+001, 5.0508545E+001, 1.5420000E-002, 4.6947451E-009
 3.5000000E+001, 5.5040000E+001, 5.1533940E+001, 1.5420000E-002, 6.2122018E-009
 3.6000000E+001, 5.6000000E+001, 5.2571052E+001, 1.5420000E-002, 8.2655179E-009
 3.7000000E+001, 5.6960000E+001, 5.3585922E+001, 1.5420000E-002, 1.1013555E-008
 3.8000000E+001, 5.8080000E+001, 5.4583552E+001, 1.5420000E-002, 1.4559158E-008
 3.9000000E+001, 5.9040000E+001, 5.5608345E+001, 1.5420000E-002, 1.9123323E-008
 4.0000000E+001, 6.0000000E+001, 5.6645090E+001, 1.5420000E-002, 2.5261357E-008
 4.1000000E+001, 6.0960000E+001, 5.7658689E+001, 1.5420000E-002, 3.3419926E-008
 4.2000000E+001, 6.2080000E+001, 5.8654730E+001, 1.5420000E-002, 4.3862644E-008
 4.3000000E+001, 6.3040000E+001, 5.9679004E+001, 1.5420000E-002, 5.7206431E-008
 4.4000000E+001, 6.4000000E+001, 6.0715449E+001, 1.5420000E-002, 7.5047181E-008
 4.5000000E+001, 6.4960000E+001, 6.1727820E+001, 1.5420000E-002, 9.8604951E-008
 4.6000000E+001, 6.6080000E+001, 6.2722326E+001, 1.5420000E-002, 1.2852605E-007
 4.7000000E+001, 6.7040000E+001, 6.3746157E+001, 1.5420000E-002, 1.6648928E-007
 4.8000000E+001, 6.8000000E+001, 6.4782365E+001, 1.5420000E-002, 2.1696629E-007
 4.9000000E+001, 6.8960000E+001, 6.5793545E+001, 1.5420000E-002, 2.8319737E-007
 5.0000000E+001, 7.0080000E+001, 6.6786566E+001, 1.5420000E-002, 3.6669108E-007
 5.1000000E+001, 7.1040000E+001, 6.7810029E+001, 1.5420000E-002, 4.7190645E-007
 5.2000000E+001, 7.2000000E+001, 6.8846056E+001, 1.5420000E-002, 6.1107135E-007
 5.3000000E+001, 7.2960000E+001, 6.9856079E+001, 1.5420000E-002, 7.9255973E-007
 5.4000000E+001, 7.4080000E+001, 7.0847661E+001, 1.5420000E-002, 1.0196967E-006
 5.5000000E+001, 7.5040000E+001, 7.1870825E+001, 1.5420000E-002, 1.3040557E-006
 5.6000000E+001, 7.6000000E+001, 7.2906722E+001, 1.5420000E-002, 1.6782998E-006
 5.7000000E+001, 7.6960000E+001, 7.3915617E+001, 1.5420000E-002, 2.1635012E-006
 5.8000000E+001, 7.8080000E+001, 7.4905804E+001, 1.5420000E-002, 2.7664785E-006
 5.9000000E+001, 7.9040000E+001, 7.5928735E+001, 1.5420000E-002, 3.5166192E-006
 6.0000000E+001, 8.0000000E+001, 7.6964551E+001, 1.5420000E-002, 4.4992250E-006
 6.1000000E+001, 8.0960000E+001, 7.7972341E+001, 1.5420000E-002, 5.7659594E-006
 6.2000000E+001, 8.2080000E+001, 7.8961173E+001, 1.5420000E-002, 7.3294377E-006
 6.3000000E+001, 8.3040000E+001, 7.9983934E+001, 1.5420000E-002, 9.2627410E-006
 6.4000000E+001, 8.4000000E+001, 8.1019712E+001, 1.5420000E-002, 1.1783848E-005
 6.5000000E+001, 8.4960000E+001, 8.2026419E+001, 1.5420000E-002, 1.5016225E-005
 6.6000000E+001, 8.6080000E+001, 8.3013935E+001, 1.5420000E-002, 1.8979354E-005
 6.7000000E+001, 8.7040000E+001, 8.4036587E+001, 1.5420000E-002, 2.3851409E-005
 6.8000000E+001, 8.8000000E+001, 8.5072365E+001, 1.5420000E-002, 3.0177843E-005
 6.9000000E+001, 8.8960000E+001, 8.6078006E+001, 1.5420000E-002, 3.8246363E-005
 7.0000000E+001, 9.0080000E+001, 8.7064243E+001, 1.5420000E-002, 4.8075112E-005
 7.1000000E+001, 9.1040000E+001, 8.8086843E+001, 1.5420000E-002, 6.0090381E-005
 7.2000000E+001, 9.2000000E+001, 8.9122657E+001, 1.5420000E-002, 7.5629684E-005
 7.3000000E+001, 9.2960000E+001, 9.0127247E+001, 1.5420000E-002, 9.5346905E-005
 7.4000000E+001, 9.4080000E+001, 9.1112238E+001, 1.5419999E-002, 1.1921468E-004
 7.5000000E+001, 9.5040000E+001, 9.2134842E+001, 1.5419999E-002, 1.4823487E-004
 7.6000000E+001, 9.6000000E+001, 9.3170724E+001, 1.5419999E-002, 1.8562359E-004
 7.7000000E+001, 9.6960000E+001, 9.4174275E+001, 1.5419999E-002, 2.3283036E-004
 7.8000000E+001, 9.8080000E+001, 9.5158055E+001, 1.5419999E-002, 2.8962437E-004
 7.9000000E+001, 9.9040000E+001, 9.6180714E+001, 1.5419998E-002, 3.5832043E-004
 8.0000000E+001, 1.0000000E+002, 9.7216693E+001, 1.5419998E-002, 4.4650683E-004
 8.1000000E+001, 1.0096000E+002, 9.8219215E+001, 1.5419997E-002, 5.5731718E-004
 8.2000000E+001, 1.0208000E+002, 9.9201814E+001, 1.5419996E-002, 6.8983588E-004
 8.3000000E+001, 1.0304000E+002, 1.0022458E+002, 1.5419996E-002, 8.4932550E-004
 8.4000000E+001, 1.0400000E+002, 1.0126068E+002, 1.5419995E-002, 1.0533650E-003
 8.5000000E+001, 1.0496000E+002, 1.0226218E+002, 1.5419993E-002, 1.3085584E-003
 8.6000000E+001, 1.0608000E+002, 1.0324363E+002, 1.5419992E-002, 1.6119673E-003
 8.7000000E+001, 1.0704000E+002, 1.0426656E+002, 1.5419990E-002, 1.9753726E-003
 8.8000000E+001, 1.0800000E+002, 1.0530280E+002, 1.5419987E-002, 2.4387808E-003
 8.9000000E+001, 1.0896000E+002, 1.0630328E+002, 1.5419984E-002, 3.0157506E-003
 9.0000000E+001, 1.1008000E+002, 1.0728362E+002, 1.5419980E-002, 3.6978284E-003
 9.1000000E+001, 1.1104000E+002, 1.0830674E+002, 1.5419976E-002, 4.5110027E-003
 9.2000000E+001, 1.1200000E+002, 1.0934315E+002, 1.5419970E-002, 5.5447671E-003
 9.3000000E+001, 1.1296000E+002, 1.1034262E+002, 1.5419963E-002, 6.8262087E-003
 9.4000000E+001, 1.1408000E+002, 1.1132186E+002, 1.5419955E-002, 8.3326733E-003
 9.5000000E+001, 1.1504000E+002, 1.1234524E+002, 1.5419945E-002, 1.0120690E-002
 9.6000000E+001, 1.1600000E+002, 1.1338183E+002, 1.5419932E-002, 1.2387139E-002
 9.7000000E+001, 1.1696000E+002, 1.1438029E+002, 1.5419917E-002, 1.5184580E-002
 9.8000000E+001, 1.1808000E+002, 1.1535847E+002, 1.5419898E-002, 1.8455385E-002
 9.9000000E+001, 1.1904000E+002, 1.1638215E+002, 1.5419876E-002, 2.2320866E-002
 1.0000000E+002, 1.2000000E+002, 1.1741893E+002, 1.5419848E-002, 2.7207180E-002
 1.0100000E+002, 1.2096000E+002, 1.1841638E+002, 1.5419815E-002, 3.3213111E-002
 1.0200000E+002, 1.2208000E+002, 1.1939353E+002, 1.5419774E-002, 4.0197989E-002
 1.0300000E+002, 1.2304000E+002, 1.2041754E+002, 1.5419726E-002, 4.8418788E-002
 1.0400000E+002, 1.2400000E+002, 1.2145454E+002, 1.5419666E-002, 5.8783520E-002
 1.0500000E+002, 1.2496000E+002, 1.2245098E+002, 1.5419594E-002, 7.1471220E-002
 1.0600000E+002, 1.2608000E+002, 1.2342713E+002, 1.5419507E-002, 8.6150111E-002
 1.0700000E+002, 1.2704000E+002, 1.2445152E+002, 1.5419403E-002, 1.0335774E-001
 1.0800000E+002, 1.2800000E+002, 1.2548873E+002, 1.5419277E-002, 1.2499932E-001
 1.0900000E+002, 1.2896000E+002, 1.2648416E+002, 1.5419124E-002, 1.5138549E-001
 1.1000000E+002, 1.3008000E+002, 1.2745935E+002, 1.5418941E-002, 1.8175655E-001
 1.1100000E+002, 1.3104000E+002, 1.2848416E+002, 1.5418722E-002, 2.1722324E-001
 1.1200000E+002, 1.3200000E+002, 1.2952161E+002, 1.5418458E-002, 2.6172357E-001
 1.1300000E+002, 1.3296000E+002, 1.3051603E+002, 1.5418140E-002, 3.1576697E-001
 1.1400000E+002, 1.3408000E+002, 1.3149028E+002, 1.5417759E-002, 3.7765842E-001
 1.1500000E+002, 1.3504000E+002, 1.3251556E+002, 1.5417305E-002, 4.4966559E-001
 1.1600000E+002, 1.3600000E+002, 1.3355326E+002, 1.5416761E-002, 5.3980883E-001
 1.1700000E+002, 1.3696000E+002, 1.3454667E+002, 1.5416107E-002, 6.4885800E-001
 1.1800000E+002, 1.3808000E+002, 1.3552003E+002, 1.5415327E-002, 7.7311724E-001
 1.1900000E+002, 1.3904000E+002, 1.3654583E+002, 1.5414402E-002, 9.1716055E-001
 1.2000000E+002, 1.4000000E+002, 1.3758381E+002, 1.5413296E-002, 1.0970840E+000
 1.2100000E+002, 1.4096000E+002, 1.3857622E+002, 1.5411971E-002, 1.3138965E+000
 1.2200000E+002, 1.4208000E+002, 1.3954874E+002, 1.5410398E-002, 1.5597009E+000
 1.2300000E+002, 1.4304000E+002, 1.4057511E+002, 1.5408538E-002, 1.8436097E+000
 1.2400000E+002, 1.4400000E+002, 1.4161341E+002, 1.5406322E-002, 2.1974458E+000
 1.2500000E+002, 1.4496000E+002, 1.4260485E+002, 1.5403678E-002, 2.6221304E+000
 1.2600000E+002, 1.4608000E+002, 1.4357661E+002, 1.5400551E-002, 3.1010793E+000
 1.2700000E+002, 1.4704000E+002, 1.4460363E+002, 1.5396867E-002, 3.6522083E+000
 1.2800000E+002, 1.4800000E+002, 1.4564234E+002, 1.5392493E-002, 4.3374445E+000
 1.2900000E+002, 1.4896000E+002, 1.4663282E+002, 1.5387293E-002, 5.1564092E+000
 1.3000000E+002, 1.5008000E+002, 1.4760394E+002, 1.5381167E-002, 6.0747497E+000
 1.3100000E+002, 1.5104000E+002, 1.4863173E+002, 1.5373979E-002, 7.1271736E+000
 1.3200000E+002, 1.5200000E+002, 1.4967101E+002, 1.5365476E-002, 8.4320619E+000
 1.3300000E+002, 1.5296000E+002, 1.5066058E+002, 1.5355407E-002, 9.9841810E+000
 1.3400000E+002, 1.5408000E+002, 1.5163126E+002, 1.5343595E-002, 1.1713009E+001
 1.3500000E+002, 1.5504000E+002, 1.5266000E+002, 1.5329794E-002, 1.3684613E+001
 1.3600000E+002, 1.5600000E+002, 1.5370014E+002, 1.5313537E-002, 1.6120410E+001
 1.3700000E+002, 1.5696000E+002, 1.5468889E+002, 1.5294375E-002, 1.9000802E+001
 1.3800000E+002, 1.5808000E+002, 1.5565946E+002, 1.5272006E-002, 2.2181416E+001
 1.3900000E+002, 1.5904000E+002, 1.5668944E+002, 1.5246002E-002, 2.5785259E+001
 1.4000000E+002, 1.6000000E+002, 1.5773094E+002, 1.5215532E-002, 3.0214456E+001
 1.4100000E+002, 1.6096000E+002, 1.5871899E+002, 1.5179821E-002, 3.5410740E+001
 1.4200000E+002, 1.6208000E+002, 1.5969000E+002, 1.5138396E-002, 4.1077229E+001
 1.4300000E+002, 1.6304000E+002, 1.6072170E+002, 1.5090557E-002, 4.7436580E+001
 1.4400000E+002, 1.6400000E+002, 1.6176544E+002, 1.5034901E-002, 5.5187999E+001
 1.4500000E+002, 1.6496000E+002, 1.6275292E+002, 1.4970183E-002, 6.4174672E+001
 1.4600000E+002, 1.6608000E+002, 1.6372529E+002, 1.4895777E-002, 7.3780449E+001
 1.4700000E+002, 1.6704000E+002, 1.6475939E+002, 1.4810667E-002, 8.4395388E+001
 1.4800000E+002, 1.6800000E+002, 1.6580680E+002, 1.4712689E-002, 9.7154418E+001
 1.4900000E+002, 1.6896000E+002, 1.6679373E+002, 1.4600078E-002, 1.1166418E+002
 1.5000000E+002, 1.7008000E+002, 1.6776880E+002, 1.4472364E-002, 1.2664177E+002
 1.5100000E+002, 1.7104000E+002, 1.6880623E+002, 1.4328398E-002, 1.4275599E+002
 1.5200000E+002, 1.7200000E+002, 1.6985932E+002, 1.4165374E-002, 1.6165408E+002
 1.5300000E+002, 1.7296000E+002, 1.7084523E+002, 1.3981393E-002, 1.8243531E+002
 1.5400000E+002, 1.7408000E+002, 1.7182470E+002, 1.3777173E-002, 2.0250342E+002
 1.5500000E+002, 1.7504000E+002, 1.7286625E+002, 1.3552233E-002, 2.2305047E+002
 1.5600000E+002, 1.7600000E+002, 1.7392721E+002, 1.3304064E-002, 2.4608359E+002
 1.5700000E+002, 1.7696000E+002, 1.7491029E+002, 1.3031921E-002, 2.6985614E+002
 1.5800000E+002, 1.7808000E+002, 1.7589552E+002, 1.2739837E-002, 2.8962984E+002
 1.5900000E+002, 1.7904000E+002, 1.7694103E+002, 1.2429394E-002, 3.0783410E+002
 1.6000000E+002, 1.8000000E+002, 1.7801068E+002, 1.2100188E-002, 3.2643987E+002
 1.6100000E+002, 1.8096000E+002, 1.7898683E+002, 1.1754302E-002, 3.4297943E+002
 1.6200000E+002, 1.8208000E+002, 1.7997735E+002, 1.1400751E-002, 3.5058087E+002
 1.6300000E+002, 1.8304000E+002, 1.8102499E+002, 1.1043271E-002, 3.5447581E+002
 1.6400000E+002, 1.8400000E+002, 1.8210032E+002, 1.0683805E-002, 3.5644585E+002
 1.6500000E+002, 1.8496000E+002, 1.8306445E+002, 1.0326357E-002, 3.5444545E+002
 1.6600000E+002, 1.8608000E+002, 1.8405685E+002, 9.9819227E-003, 3.4154046E+002
 1.6700000E+002, 1.8704000E+002, 1.8510480E+002, 9.6527594E-003, 3.2639841E+002
 1.6800000E+002, 1.8800000E+002, 1.8617878E+002, 9.3396033E-003, 3.1052615E+002
 1.6900000E+002, 1.8896000E+002, 1.8713001E+002, 9.0444220E-003, 2.9270291E+002
 1.7000000E+002, 1.9008000E+002, 1.8811961E+002, 8.7742455E-003, 2.6790900E+002
 1.7100000E+002, 1.9104000E+002, 1.8916892E+002, 8.5272770E-003, 2.4489699E+002
 1.7200000E+002, 1.9200000E+002, 1.9023516E+002, 8.3011560E-003, 2.2422599E+002
 1.7300000E+002, 1.9296000E+002, 1.9117829E+002, 8.0951315E-003, 2.0430022E+002
 1.7400000E+002, 1.9408000E+002, 1.9216233E+002, 7.9116834E-003, 1.8191581E+002
 1.7500000E+002, 1.9504000E+002, 1.9321537E+002, 7.7474669E-003, 1.6284869E+002
 1.7600000E+002, 1.9600000E+002, 1.9427195E+002, 7.5992409E-003, 1.4699669E+002
 1.7700000E+002, 1.9696000E+002, 1.9521203E+002, 7.4657385E-003, 1.3240201E+002
 1.7800000E+002, 1.9808000E+002, 1.9619048E+002, 7.3475646E-003, 1.1720831E+002
 1.7900000E+002, 1.9904000E+002, 1.9724815E+002, 7.2420823E-003, 1.0463138E+002
 1.8000000E+002, 2.0000000E+002, 1.9829635E+002, 7.1467584E-003, 9.4568905E+001
 1.8100000E+002, 2.0096000E+002, 1.9923579E+002, 7.0607790E-003, 8.5316497E+001
 1.8200000E+002, 2.0208000E+002, 2.0020996E+002, 6.9843117E-003, 7.5899602E+001
 1.8300000E+002, 2.0304000E+002, 2.0127179E+002, 6.9157007E-003, 6.8128993E+001
 1.8400000E+002, 2.0400000E+002, 2.0231366E+002, 6.8532582E-003, 6.2038568E+001
 1.8500000E+002, 2.0496000E+002, 2.0325318E+002, 6.7965831E-003, 5.6352238E+001
 1.8600000E+002, 2.0608000E+002, 2.0422442E+002, 6.7457724E-003, 5.0573756E+001
 1.8700000E+002, 2.0704000E+002, 2.0528960E+002, 6.6998313E-003, 4.5791380E+001
 1.8800000E+002, 2.0800000E+002, 2.0632686E+002, 6.6576617E-003, 4.2113647E+001
 1.8900000E+002, 2.0896000E+002, 2.0726653E+002, 6.6190869E-003, 3.8624515E+001
 1.9000000E+002, 2.1008000E+002, 2.0823590E+002, 6.5841882E-003, 3.5063560E+001
 1.9100000E+002, 2.1104000E+002, 2.0930368E+002, 6.5523504E-003, 3.2133689E+001
 1.9200000E+002, 2.1200000E+002, 2.1033757E+002, 6.5228356E-003, 2.9971461E+001
 1.9300000E+002, 2.1296000E+002, 2.1127727E+002, 6.4955654E-003, 2.7914791E+001
 1.9400000E+002, 2.1408000E+002, 2.1224551E+002, 6.4706034E-003, 2.5813650E+001
 1.9500000E+002, 2.1504000E+002, 2.1331532E+002, 6.4475391E-003, 2.4164513E+001
 1.9600000E+002, 2.1600000E+002, 2.1434673E+002, 6.4258363E-003, 2.3125846E+001
 1.9700000E+002, 2.1696000E+002, 2.1528631E+002, 6.4054428E-003, 2.2195400E+001
 1.9800000E+002, 2.1808000E+002, 2.1625399E+002, 6.3863957E-003, 2.1265704E+001
 1.9900000E+002, 2.1904000E+002, 2.1732538E+002, 6.3683787E-003, 2.0742799E+001
 2.0000000E+002, 2.2000000E+002, 2.1835499E+002, 6.3509387E-003, 2.0835629E+001
 2.0100000E+002, 2.2096000E+002, 2.1929424E+002, 6.3340020E-003, 2.1112153E+001
 2.0200000E+002, 2.2208000E+002, 2.2026190E+002, 6.3175686E-003, 2.1458068E+001
 2.0300000E+002, 2.2304000E+002, 2.2133446E+002, 6.3013325E-003, 2.2292801E+001
 2.0400000E+002, 2.2400000E+002, 2.2236294E+002, 6.2848117E-003, 2.3939813E+001
 2.0500000E+002, 2.2496000E+002, 2.2330152E+002, 6.2678697E-003, 2.5922663E+001
 2.0600000E+002, 2.2608000E+002, 2.2426984E+002, 6.2504658E-003, 2.8056783E+001
 2.0700000E+002, 2.2704000E+002, 2.2534312E+002, 6.2322257E-003, 3.0901975E+001
 2.0800000E+002, 2.2800000E+002, 2.2637126E+002, 6.2125186E-003, 3.4992808E+001
 2.0900000E+002, 2.2896000E+002, 2.2730862E+002, 6.1911227E-003, 3.9615846E+001
 2.1000000E+002, 2.3008000E+002, 2.2827858E+002, 6.1679933E-003, 4.4389166E+001
 2.1100000E+002, 2.3104000E+002, 2.2935194E+002, 6.1426372E-003, 5.0191032E+001
 2.1200000E+002, 2.3200000E+002, 2.3038086E+002, 6.1141876E-003, 5.7845603E+001
 2.1300000E+002, 2.3296000E+002, 2.3131600E+002, 6.0824095E-003, 6.6059642E+001
 2.1400000E+002, 2.3408000E+002, 2.3228913E+002, 6.0474441E-003, 7.3986769E+001
 2.1500000E+002, 2.3504000E+002, 2.3336158E+002, 6.0087487E-003, 8.3085140E+001
 2.1600000E+002, 2.3600000E+002, 2.3439272E+002, 5.9653280E-003, 9.4377355E+001
 2.1700000E+002, 2.3696000E+002, 2.3532415E+002, 5.9172449E-003, 1.0553639E+002
 2.1800000E+002, 2.3808000E+002, 2.3630229E+002, 5.8652981E-003, 1.1488383E+002
 2.1900000E+002, 2.3904000E+002, 2.3737260E+002, 5.8091609E-003, 1.2492095E+002
 2.2000000E+002, 2.4000000E+002, 2.3840715E+002, 5.7481275E-003, 1.3651706E+002
 2.2100000E+002, 2.4096000E+002, 2.3933335E+002, 5.6829988E-003, 1.4626839E+002
 2.2200000E+002, 2.4208000E+002, 2.4031766E+002, 5.6156450E-003, 1.5172841E+002
 2.2300000E+002, 2.4304000E+002, 2.4138504E+002, 5.5460491E-003, 1.5717566E+002
 2.2400000E+002, 2.4400000E+002, 2.4242262E+002, 5.4740073E-003, 1.6304502E+002
 2.2500000E+002, 2.4496000E+002, 2.4334351E+002, 5.4008768E-003, 1.6578068E+002
 2.2600000E+002, 2.4608000E+002, 2.4433290E+002, 5.3290453E-003, 1.6302496E+002
 2.2700000E+002, 2.4704000E+002, 2.4539824E+002, 5.2582794E-003, 1.6076689E+002
 2.2800000E+002, 2.4800000E+002, 2.4643634E+002, 5.1883751E-003, 1.5894682E+002
 2.2900000E+002, 2.4896000E+002, 2.4735412E+002, 5.1204330E-003, 1.5458500E+002
 2.3000000E+002, 2.5008000E+002, 2.4834549E+002, 5.0563100E-003, 1.4595114E+002
 2.3100000E+002, 2.5104000E+002, 2.4941120E+002, 4.9952531E-003, 1.3902523E+002
 2.3200000E+002, 2.5200000E+002, 2.5044670E+002, 4.9367188E-003, 1.3333019E+002
 2.3300000E+002, 2.5296000E+002, 2.5136440E+002, 4.8812917E-003, 1.2628450E+002
 2.3400000E+002, 2.5408000E+002, 2.5235478E+002, 4.8300622E-003, 1.1673116E+002
 2.3500000E+002, 2.5504000E+002, 2.5342299E+002, 4.7821008E-003, 1.0930130E+002
 2.3600000E+002, 2.5600000E+002, 2.5445408E+002, 4.7367116E-003, 1.0345921E+002
 2.3700000E+002, 2.5696000E+002, 2.5537363E+002, 4.6942036E-003, 9.6903444E+001
 2.3800000E+002, 2.5808000E+002, 2.5636157E+002, 4.6551826E-003, 8.8954083E+001
 2.3900000E+002, 2.5904000E+002, 2.5743317E+002, 4.6188527E-003, 8.2826123E+001
 2.4000000E+002, 2.6000000E+002, 2.5845952E+002, 4.5845700E-003, 7.8170189E+001
 2.4100000E+002, 2.6096000E+002, 2.5938156E+002, 4.5525499E-003, 7.3016533E+001
 2.4200000E+002, 2.6208000E+002, 2.6036681E+002, 4.5231524E-003, 6.7035182E+001
 2.4300000E+002, 2.6304000E+002, 2.6144175E+002, 4.4957854E-003, 6.2408877E+001
 2.4400000E+002, 2.6400000E+002, 2.6246380E+002, 4.4699229E-003, 5.8985814E+001
 2.4500000E+002, 2.6496000E+002, 2.6338825E+002, 4.4457466E-003, 5.5143958E+001
 2.4600000E+002, 2.6608000E+002, 2.6437111E+002, 4.4234889E-003, 5.0767111E+001
 2.4700000E+002, 2.6704000E+002, 2.6544897E+002, 4.4027285E-003, 4.7354614E+001
 2.4800000E+002, 2.6800000E+002, 2.6646739E+002, 4.3830539E-003, 4.4884113E+001
 2.4900000E+002, 2.6896000E+002, 2.6739390E+002, 4.3646241E-003, 4.2047270E+001
 2.5000000E+002, 2.7008000E+002, 2.6837480E+002, 4.3475989E-003, 3.8842153E+001
 2.5100000E+002, 2.7104000E+002, 2.6945512E+002, 4.3316799E-003, 3.6320623E+001
 2.5200000E+002, 2.7200000E+002, 2.7047053E+002, 4.3165484E-003, 3.4528650E+001
 2.5300000E+002, 2.7296000E+002, 2.7139874E+002, 4.3023419E-003, 3.2420096E+001
 2.5400000E+002, 2.7408000E+002, 2.7237808E+002, 4.2891750E-003, 3.0047507E+001
 2.5500000E+002, 2.7504000E+002, 2.7346043E+002, 4.2768337E-003, 2.8164938E+001
 2.5600000E+002, 2.7600000E+002, 2.7447334E+002, 4.2650711E-003, 2.6848092E+001
 2.5700000E+002, 2.7696000E+002, 2.7540295E+002, 4.2540038E-003, 2.5262571E+001
 2.5800000E+002, 2.7808000E+002, 2.7638107E+002, 4.2437162E-003, 2.3482693E+001
 2.5900000E+002, 2.7904000E+002, 2.7746510E+002, 4.2340526E-003, 2.2059630E+001
 2.6000000E+002, 2.8000000E+002, 2.7847592E+002, 4.2248205E-003, 2.1077550E+001
 2.6100000E+002, 2.8096000E+002, 2.7940666E+002, 4.2161175E-003, 1.9870598E+001
 2.6200000E+002, 2.8208000E+002, 2.8038382E+002, 4.2080070E-003, 1.8517953E+001
 2.6300000E+002, 2.8304000E+002, 2.8146926E+002, 4.2003737E-003, 1.7429284E+001
 2.6400000E+002, 2.8400000E+002, 2.8247832E+002, 4.1930667E-003, 1.6686498E+001
 2.6500000E+002, 2.8496000E+002, 2.8340999E+002, 4.1861670E-003, 1.5757209E+001
 2.6600000E+002, 2.8608000E+002, 2.8438639E+002, 4.1797227E-003, 1.4717223E+001
 2.6700000E+002, 2.8704000E+002, 2.8547301E+002, 4.1736473E-003, 1.3875384E+001
 2.6800000E+002, 2.8800000E+002, 2.8648056E+002, 4.1678217E-003, 1.3306480E+001
 2.6900000E+002, 2.8896000E+002, 2.8741301E+002, 4.1623129E-003, 1.2583750E+001
 2.7000000E+002, 2.9008000E+002, 2.8838881E+002, 4.1571576E-003, 1.1776009E+001
 2.7100000E+002, 2.9104000E+002, 2.8947644E+002, 4.1522903E-003, 1.1118910E+001
 2.7200000E+002, 2.9200000E+002, 2.9048269E+002, 4.1476164E-003, 1.0678384E+001
 2.7300000E+002, 2.9296000E+002, 2.9141577E+002, 4.1431908E-003, 1.0111373E+001
 2.7400000E+002, 2.9408000E+002, 2.9239111E+002, 4.1390423E-003, 9.4784959E+000
 2.7500000E+002, 2.9504000E+002, 2.9347961E+002, 4.1351203E-003, 8.9614167E+000
 2.7600000E+002, 2.9600000E+002, 2.9448471E+002, 4.1313494E-003, 8.6170555E+000
 2.7700000E+002, 2.9696000E+002, 2.9541833E+002, 4.1277748E-003, 8.1688348E+000
