s,mol/mol,kW/m2,kW/m2,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m
 1.2000451E+001, 2.0282717E-001, 1.4653114E+000, 1.5113921E+000, 4.7045797E+001, 6.6416650E+001, 5.0522697E+001, 4.1483408E+001, 3.4243547E+001, 3.0560716E+001, 2.9460595E+001, 2.7983455E+001, 2.4212792E+001, 2.3637465E+001, 2.2568659E+001, 2.1998205E+001, 1.9543604E+001, 1.7643940E+001, 1.7068741E+001, 1.5563543E+001, 1.4238756E+001, 1.3230070E+001, 1.1227717E+001, 9.2773885E+000, 8.4338401E+000, 6.9022035E+000, 6.2556672E+000, 4.9880751E+000, 4.3248003E+000, 3.9849587E+000, 3.5651668E+000, 3.1185905E+000, 2.8420712E+000, 2.3099039E+000, 2.0867327E+000, 1.8299564E+000, 1.4936406E+000, 1.3941951E+000, 9.8365446E-001, 5.2680509E-001, 3.8215004E-001, 2.1850574E-001, 1.2963536E-001, 1.0032240E-001, 6.0923812E-002, 5.0858728E-002, 3.1899132E-002, 2.3238790E-002, 2.0200218E-002, 1.5653856E-002, 1.1287988E-002, 1.0224648E-002, 7.9197364E-003, 5.3455278E-003
 1.3001098E+001, 1.9936473E-001, 1.4351760E+000, 1.5157154E+000, 4.6025979E+001, 6.1189553E+001, 4.8059178E+001, 3.9745775E+001, 3.3875831E+001, 3.1481988E+001, 3.0950827E+001, 2.8492779E+001, 2.5514314E+001, 2.4975335E+001, 2.4765076E+001, 2.4373581E+001, 2.3187147E+001, 2.2466827E+001, 2.1868356E+001, 2.0861018E+001, 1.8713683E+001, 1.7295597E+001, 1.4190393E+001, 1.1559837E+001, 1.0026369E+001, 7.7970009E+000, 6.9070521E+000, 5.5538361E+000, 4.4459052E+000, 4.0211401E+000, 3.3728052E+000, 2.9536120E+000, 2.7597798E+000, 2.1450820E+000, 1.8187647E+000, 1.3776167E+000, 9.7316259E-001, 7.9898458E-001, 5.3012774E-001, 3.5367582E-001, 2.6571897E-001, 1.5234885E-001, 8.9540965E-002, 7.0206323E-002, 4.5977135E-002, 3.6634622E-002, 2.2487877E-002, 1.5562438E-002, 1.3025148E-002, 8.2320230E-003, 5.2094652E-003, 4.4023963E-003, 3.0255296E-003, 1.8388329E-003
 1.4001129E+001, 1.9601787E-001, 1.3375656E+000, 1.4286801E+000, 4.8001527E+001, 6.0786673E+001, 4.7215153E+001, 3.8903170E+001, 3.2803099E+001, 3.1644178E+001, 3.0717904E+001, 3.0248843E+001, 2.8474029E+001, 2.8090621E+001, 2.6743882E+001, 2.5950309E+001, 2.4083860E+001, 2.2207014E+001, 2.1051320E+001, 1.8433509E+001, 1.5437079E+001, 1.3934964E+001, 1.2080226E+001, 1.0604755E+001, 1.0007755E+001, 8.6398630E+000, 8.0311838E+000, 6.5927633E+000, 5.0072088E+000, 4.1457609E+000, 2.7802062E+000, 1.9993894E+000, 1.7250930E+000, 1.2689597E+000, 1.0357069E+000, 6.3858000E-001, 3.6876588E-001, 2.9366798E-001, 2.1824924E-001, 1.7811526E-001, 1.6790396E-001, 1.4491437E-001, 1.1661364E-001, 1.0111179E-001, 7.2254612E-002, 6.0557975E-002, 3.9792985E-002, 2.5799525E-002, 2.0664240E-002, 1.2926986E-002, 9.3722727E-003, 7.9598515E-003, 5.1128390E-003, 2.5598162E-003
 1.5000532E+001, 1.9278737E-001, 1.3041163E+000, 1.3914688E+000, 4.7126185E+001, 6.1875200E+001, 4.6489870E+001, 3.8855670E+001, 3.2245486E+001, 2.9066002E+001, 2.7826229E+001, 2.5699260E+001, 2.1741589E+001, 2.1175420E+001, 2.1025413E+001, 2.0411195E+001, 1.9018001E+001, 1.7958707E+001, 1.7673507E+001, 1.7061722E+001, 1.6654837E+001, 1.6700141E+001, 1.5244880E+001, 1.3514754E+001, 1.2589928E+001, 1.0663667E+001, 9.6125307E+000, 7.6833956E+000, 6.6735537E+000, 5.9660708E+000, 5.2489096E+000, 4.3569300E+000, 3.9389662E+000, 2.9427505E+000, 2.5197665E+000, 1.9014788E+000, 1.3677343E+000, 1.1228219E+000, 7.2701596E-001, 4.6192983E-001, 3.6899228E-001, 2.3839678E-001, 1.6361033E-001, 1.3477826E-001, 9.0850698E-002, 7.4881157E-002, 5.2786125E-002, 3.6804367E-002, 3.1287429E-002, 2.1175289E-002, 1.3882365E-002, 1.1713067E-002, 7.7638489E-003, 5.0375700E-003
 1.6001036E+001, 1.8965320E-001, 1.2998252E+000, 1.3662933E+000, 4.6431320E+001, 5.8307757E+001, 4.4469425E+001, 3.7874657E+001, 3.3329954E+001, 3.0162725E+001, 2.9847924E+001, 2.8236859E+001, 2.7256070E+001, 2.8200751E+001, 2.8026634E+001, 2.6977242E+001, 2.4872905E+001, 2.3425265E+001, 2.2606752E+001, 2.1353118E+001, 1.9468460E+001, 1.7900435E+001, 1.5077984E+001, 1.1962062E+001, 1.0543912E+001, 8.4895431E+000, 7.5843758E+000, 5.9817796E+000, 4.7408316E+000, 4.2300544E+000, 3.4502348E+000, 2.7304764E+000, 2.4245926E+000, 2.1098228E+000, 1.9386233E+000, 1.6975240E+000, 1.4799323E+000, 1.4171423E+000, 1.0971672E+000, 7.8988197E-001, 6.8468809E-001, 5.0031193E-001, 3.3992758E-001, 2.7443629E-001, 1.8432714E-001, 1.5156776E-001, 1.0513622E-001, 7.1966790E-002, 5.7596374E-002, 3.8004454E-002, 2.2270667E-002, 1.6918661E-002, 1.0380462E-002, 5.7850046E-003
 1.7000871E+001, 1.8662620E-001, 1.2733286E+000, 1.3417151E+000, 4.7931305E+001, 6.2005103E+001, 4.5307011E+001, 3.9534082E+001, 3.3621678E+001, 3.1804054E+001, 3.0835776E+001, 2.8850556E+001, 2.3532945E+001, 2.2157040E+001, 1.9069582E+001, 1.8003932E+001, 1.5888000E+001, 1.4483011E+001, 1.3772225E+001, 1.2512502E+001, 1.1736515E+001, 1.1806431E+001, 1.1384202E+001, 1.0466882E+001, 1.0171535E+001, 9.8013455E+000, 9.6627981E+000, 9.3736461E+000, 8.1754272E+000, 7.7326757E+000, 6.3788256E+000, 5.3680287E+000, 4.7856260E+000, 3.9576906E+000, 3.5886160E+000, 2.8838546E+000, 2.2080063E+000, 1.9628491E+000, 1.4763728E+000, 1.1094178E+000, 9.9077815E-001, 7.2928630E-001, 5.5817225E-001, 4.7260104E-001, 3.4358031E-001, 2.9826632E-001, 2.2700563E-001, 1.7561803E-001, 1.5281748E-001, 1.2088326E-001, 9.4044649E-002, 8.0973875E-002, 5.6374398E-002, 3.7816289E-002
 1.8000274E+001, 1.8369128E-001, 1.2543953E+000, 1.2914550E+000, 4.6664698E+001, 6.0307686E+001, 4.4464654E+001, 3.6010692E+001, 2.9162101E+001, 2.7979404E+001, 2.7010734E+001, 2.5948074E+001, 2.4052818E+001, 2.4096753E+001, 2.3699050E+001, 2.3340938E+001, 2.2558970E+001, 2.1587662E+001, 2.1335858E+001, 2.0204790E+001, 1.8599257E+001, 1.7371194E+001, 1.4647080E+001, 1.2197367E+001, 1.0899754E+001, 8.7972281E+000, 7.8418684E+000, 5.6481331E+000, 3.8098511E+000, 3.0673277E+000, 2.0539361E+000, 1.4858345E+000, 1.2727039E+000, 9.2097553E-001, 8.1437661E-001, 6.8308452E-001, 5.8842310E-001, 5.7858138E-001, 5.1886356E-001, 4.8952024E-001, 4.5642399E-001, 3.9788273E-001, 3.5385757E-001, 3.3952933E-001, 2.7171768E-001, 2.3600108E-001, 1.5557929E-001, 7.0194004E-002, 4.9062897E-002, 3.0090502E-002, 2.0866007E-002, 1.6947504E-002, 1.2526705E-002, 8.6160213E-003
 1.9001165E+001, 1.8084736E-001, 1.2045590E+000, 1.2398920E+000, 4.1260420E+001, 5.3501265E+001, 4.1324618E+001, 3.5799609E+001, 2.9656063E+001, 2.6841563E+001, 2.6380587E+001, 2.5020714E+001, 2.2519388E+001, 2.2385091E+001, 2.1370166E+001, 2.0905361E+001, 1.9911307E+001, 1.8540289E+001, 1.7783347E+001, 1.6120214E+001, 1.4404887E+001, 1.3566910E+001, 1.1864603E+001, 1.0176739E+001, 9.5974090E+000, 8.2193005E+000, 7.7710738E+000, 6.6894401E+000, 5.4505738E+000, 4.8153472E+000, 3.6770099E+000, 2.7778107E+000, 2.4857824E+000, 1.8626515E+000, 1.6781999E+000, 1.3948453E+000, 1.1134334E+000, 9.9827945E-001, 8.0022217E-001, 7.0218064E-001, 6.5455069E-001, 5.5782897E-001, 4.7144173E-001, 3.9230430E-001, 2.6654269E-001, 2.2017798E-001, 1.4524954E-001, 9.5459594E-002, 7.7008988E-002, 4.9297258E-002, 2.7617390E-002, 2.1351830E-002, 1.2326940E-002, 7.1418402E-003
 2.0000325E+001, 1.8019992E-001, 1.1455341E+000, 1.2159137E+000, 4.2350996E+001, 5.3271933E+001, 4.4290589E+001, 3.8047687E+001, 3.2989958E+001, 3.1025812E+001, 3.0619766E+001, 2.8851949E+001, 2.5939124E+001, 2.5763311E+001, 2.4834384E+001, 2.4465044E+001, 2.1833534E+001, 1.9994481E+001, 1.9148800E+001, 1.7562386E+001, 1.6450344E+001, 1.5701958E+001, 1.4812441E+001, 1.4248810E+001, 1.3885082E+001, 1.3415903E+001, 1.2822814E+001, 1.1421208E+001, 9.6755558E+000, 8.9386713E+000, 7.5826598E+000, 6.0269857E+000, 5.4547386E+000, 4.4823754E+000, 4.0724414E+000, 3.3451759E+000, 2.5047529E+000, 2.1273510E+000, 1.4651444E+000, 1.0440911E+000, 8.9283385E-001, 6.6683192E-001, 5.2737875E-001, 4.6205977E-001, 3.2916611E-001, 2.7034131E-001, 1.7898395E-001, 1.2635778E-001, 1.0811904E-001, 8.3230983E-002, 6.4393450E-002, 5.6302563E-002, 4.4145998E-002, 3.7281031E-002
 2.1000936E+001, 1.8018323E-001, 1.1444227E+000, 1.1940813E+000, 4.2040163E+001, 5.5088234E+001, 4.7938460E+001, 4.3065012E+001, 3.7925514E+001, 3.3170011E+001, 3.2063376E+001, 3.0478110E+001, 2.7807745E+001, 2.7674583E+001, 2.5963276E+001, 2.5390366E+001, 2.3598592E+001, 2.0903176E+001, 2.0007493E+001, 1.7845977E+001, 1.5655102E+001, 1.4895208E+001, 1.3514547E+001, 1.2821637E+001, 1.2156087E+001, 1.1086001E+001, 1.0549772E+001, 9.1473504E+000, 7.5260126E+000, 6.6615490E+000, 5.3496722E+000, 4.3414617E+000, 3.9560423E+000, 3.3958878E+000, 3.0186831E+000, 2.4045166E+000, 1.7573443E+000, 1.4992231E+000, 1.0886408E+000, 7.7749103E-001, 6.9003153E-001, 5.1941727E-001, 3.5422093E-001, 2.9804769E-001, 2.1939304E-001, 1.7935361E-001, 1.4103036E-001, 8.2956034E-002, 6.1249881E-002, 3.7047719E-002, 2.6859751E-002, 2.3335991E-002, 1.7147583E-002, 1.2449649E-002
 2.2000918E+001, 1.8016652E-001, 1.1523847E+000, 1.2295345E+000, 4.6584223E+001, 5.7593141E+001, 4.7944605E+001, 4.0176866E+001, 3.3445288E+001, 3.0389898E+001, 2.9222877E+001, 2.8082259E+001, 2.4914211E+001, 2.4080338E+001, 2.2880835E+001, 2.2055232E+001, 2.0103847E+001, 1.8663434E+001, 1.8288854E+001, 1.7572261E+001, 1.6456992E+001, 1.5958271E+001, 1.4942688E+001, 1.4058682E+001, 1.3600064E+001, 1.2434631E+001, 1.1666530E+001, 1.0323978E+001, 9.4192492E+000, 8.6994400E+000, 7.6847820E+000, 6.6401946E+000, 6.1294472E+000, 5.2928565E+000, 4.8172639E+000, 3.8571771E+000, 3.0476405E+000, 2.6955231E+000, 2.2858828E+000, 2.0531646E+000, 1.8943556E+000, 1.5620746E+000, 1.1942384E+000, 9.8324620E-001, 6.1201157E-001, 4.6782282E-001, 2.7171736E-001, 1.6246936E-001, 1.3106490E-001, 8.6001121E-002, 5.6301768E-002, 4.6286500E-002, 3.1583098E-002, 2.2026844E-002
 2.3000596E+001, 1.8014983E-001, 1.1264233E+000, 1.1951485E+000, 4.3922656E+001, 5.8048060E+001, 5.3149144E+001, 4.6075304E+001, 3.8906813E+001, 3.5954375E+001, 3.4213782E+001, 3.1208702E+001, 2.7651715E+001, 2.7535018E+001, 2.6320681E+001, 2.5556004E+001, 2.3924717E+001, 2.2625794E+001, 2.1522935E+001, 1.8404029E+001, 1.5597463E+001, 1.4350457E+001, 1.2524979E+001, 1.0679847E+001, 9.7723686E+000, 8.4667144E+000, 7.7708369E+000, 6.7303004E+000, 5.9667062E+000, 5.7265701E+000, 5.4885752E+000, 5.0965219E+000, 4.8581643E+000, 4.5144275E+000, 4.3373296E+000, 3.8733683E+000, 2.9442957E+000, 2.4332968E+000, 1.6468966E+000, 1.0816498E+000, 8.8148107E-001, 5.8680462E-001, 3.9254093E-001, 3.2066818E-001, 2.2501863E-001, 1.8992135E-001, 1.3791580E-001, 8.5514389E-002, 6.7773067E-002, 3.8887040E-002, 2.4705461E-002, 2.0241723E-002, 1.4635642E-002, 1.1851708E-002
