m,C,C,mol/mol,C,C,mol/mol
 8.4376709E-002, 2.0977998E+001, 6.2621491E+001, 1.7840925E-001, 1.8381256E+002, 3.0676980E+002, 1.6421037E-001
 9.0626835E-002, 2.0919129E+001, 5.9884410E+001, 1.7840731E-001, 1.3907132E+002, 2.4460168E+002, 1.7095325E-001
 9.6876962E-002, 2.0868795E+001, 5.7562894E+001, 1.7840528E-001, 1.0313934E+002, 1.9310852E+002, 1.7700439E-001
 1.0312709E-001, 2.0820974E+001, 5.5331058E+001, 1.7840326E-001, 7.1998128E+001, 1.4363985E+002, 1.8285748E-001
 1.0937722E-001, 2.0777247E+001, 5.3359898E+001, 1.7840154E-001, 4.4675478E+001, 9.4354008E+001, 1.8846586E-001
 1.1562734E-001, 2.0735721E+001, 5.1458476E+001, 1.7839978E-001, 2.8604096E+001, 6.3505777E+001, 1.9251752E-001
 1.2187747E-001, 2.0697891E+001, 4.9794237E+001, 1.7839816E-001, 2.2991583E+001, 5.3858438E+001, 1.9513416E-001
 1.2812759E-001, 2.0663970E+001, 4.8265786E+001, 1.7839706E-001, 2.2113584E+001, 5.1580386E+001, 1.9703018E-001
 1.3437772E-001, 2.0632222E+001, 4.6776185E+001, 1.7839576E-001, 2.2061587E+001, 5.0218766E+001, 1.9887759E-001
 1.4062785E-001, 2.0601756E+001, 4.5402694E+001, 1.7839467E-001, 2.2050121E+001, 4.8995481E+001, 2.0094597E-001
 1.4687797E-001, 2.0575546E+001, 4.4282888E+001, 1.7839392E-001, 2.2031668E+001, 4.7832536E+001, 2.0294666E-001
 1.5312810E-001, 2.0547291E+001, 4.2969204E+001, 1.7839355E-001, 2.2000984E+001, 4.6736884E+001, 2.0455361E-001
 1.5937823E-001, 2.0522805E+001, 4.1984346E+001, 1.7839942E-001, 2.1970247E+001, 4.5705269E+001, 2.0568435E-001
 1.6562835E-001, 2.0500083E+001, 4.0907685E+001, 1.7844366E-001, 2.1937771E+001, 4.4732450E+001, 2.0629077E-001
 1.7187848E-001, 2.0487079E+001, 3.9991659E+001, 1.7859211E-001, 2.1908010E+001, 4.3796069E+001, 2.0667084E-001
 1.7812861E-001, 2.0490427E+001, 3.9159655E+001, 1.7891678E-001, 2.1870217E+001, 4.2883840E+001, 2.0695908E-001
 1.8437873E-001, 2.0534714E+001, 3.8535271E+001, 1.7972388E-001, 2.1830817E+001, 4.2008747E+001, 2.0711675E-001
 1.9062886E-001, 2.0656023E+001, 3.8121561E+001, 1.8152704E-001, 2.1789103E+001, 4.1213803E+001, 2.0728338E-001
 1.9687899E-001, 2.0870696E+001, 3.7902467E+001, 1.8456268E-001, 2.1741902E+001, 4.0427744E+001, 2.0745114E-001
 2.0312911E-001, 2.1118662E+001, 3.7825565E+001, 1.8824001E-001, 2.1688163E+001, 3.9675791E+001, 2.0762623E-001
 2.0937924E-001, 2.1324528E+001, 3.7780551E+001, 1.9166200E-001, 2.1630870E+001, 3.8947971E+001, 2.0775401E-001
 2.1562937E-001, 2.1467462E+001, 3.7760749E+001, 1.9476380E-001, 2.1586298E+001, 3.8270637E+001, 2.0780445E-001
 2.2187949E-001, 2.1550353E+001, 3.7543612E+001, 1.9780558E-001, 2.1555593E+001, 3.7645923E+001, 2.0781789E-001
 2.2812962E-001, 2.1584978E+001, 3.7090194E+001, 2.0086042E-001, 2.1531213E+001, 3.7055938E+001, 2.0782072E-001
 2.3437975E-001, 2.1538485E+001, 3.6516173E+001, 2.0354267E-001, 2.1508315E+001, 3.6512214E+001, 2.0782148E-001
 2.4062987E-001, 2.1408782E+001, 3.5872364E+001, 2.0527974E-001, 2.1483821E+001, 3.5968307E+001, 2.0782182E-001
 2.4688000E-001, 2.1266953E+001, 3.5178049E+001, 2.0629020E-001, 2.1459165E+001, 3.5481793E+001, 2.0782205E-001
