m,C,C,mol/mol,C,C,mol/mol
 1.2187747E-001, 1.9998696E+001, 4.1802985E+001, 1.8019203E-001, 2.0034548E+001, 4.8246546E+001, 1.9699861E-001
 1.2812759E-001, 1.9998696E+001, 4.0726853E+001, 1.8019073E-001, 1.9998436E+001, 4.5351474E+001, 1.9886523E-001
 1.3437772E-001, 1.9998696E+001, 3.9691921E+001, 1.8018965E-001, 1.9997487E+001, 4.2618769E+001, 2.0106925E-001
 1.4062785E-001, 1.9998696E+001, 3.8798329E+001, 1.8018846E-001, 1.9997455E+001, 4.1590017E+001, 2.0358770E-001
 1.4687797E-001, 1.9998696E+001, 3.7966602E+001, 1.8018755E-001, 1.9997448E+001, 4.0794108E+001, 2.0599790E-001
 1.5312810E-001, 1.9998697E+001, 3.7092992E+001, 1.8018632E-001, 1.9997437E+001, 4.0073260E+001, 2.0790843E-001
 1.5937823E-001, 1.9998699E+001, 3.6389889E+001, 1.8018581E-001, 1.9997429E+001, 3.9296714E+001, 2.0911856E-001
 1.6562835E-001, 1.9998702E+001, 3.5645227E+001, 1.8019301E-001, 1.9997425E+001, 3.8610777E+001, 2.0976203E-001
 1.7187848E-001, 1.9998707E+001, 3.4992462E+001, 1.8026364E-001, 1.9997425E+001, 3.7918932E+001, 2.0995748E-001
 1.7812861E-001, 1.9998712E+001, 3.4364408E+001, 1.8057764E-001, 1.9997428E+001, 3.7285780E+001, 2.0999527E-001
 1.8437873E-001, 1.9998717E+001, 3.3829001E+001, 1.8155817E-001, 1.9997431E+001, 3.6674173E+001, 2.0999871E-001
 1.9062886E-001, 1.9998720E+001, 3.3405051E+001, 1.8361879E-001, 1.9997431E+001, 3.6089551E+001, 2.0999923E-001
 1.9687899E-001, 1.9998729E+001, 3.3126364E+001, 1.8695855E-001, 1.9997430E+001, 3.5544085E+001, 2.0999951E-001
 2.0312911E-001, 1.9998747E+001, 3.3040377E+001, 1.9095580E-001, 1.9997427E+001, 3.5008049E+001, 2.0999972E-001
 2.0937924E-001, 1.9998764E+001, 3.3096694E+001, 1.9473760E-001, 1.9997426E+001, 3.4508339E+001, 2.0999987E-001
 2.1562937E-001, 1.9998770E+001, 3.3241339E+001, 1.9805775E-001, 1.9997428E+001, 3.4024523E+001, 2.0999994E-001
 2.2187949E-001, 1.9998772E+001, 3.3170610E+001, 2.0117058E-001, 1.9997431E+001, 3.3576261E+001, 2.0999997E-001
 2.2812962E-001, 1.9998771E+001, 3.2827346E+001, 2.0439907E-001, 1.9997432E+001, 3.3145500E+001, 2.0999998E-001
 2.3437975E-001, 1.9998750E+001, 3.2376335E+001, 2.0749251E-001, 1.9997427E+001, 3.2731441E+001, 2.0999999E-001
 2.4062987E-001, 1.9998721E+001, 3.1953127E+001, 2.0939991E-001, 1.9997416E+001, 3.2327038E+001, 2.0999999E-001
 2.4688000E-001, 1.9998707E+001, 3.1516387E+001, 2.0990676E-001, 1.9997411E+001, 3.1930893E+001, 2.0999999E-001
