s,mol/mol,kW/kW,s,kW/m2,kW/m2,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m
 9.0006737E+000, 1.9115303E-001, 2.1172118E-001, 4.4228000E+003, 1.0615686E+000, 1.0542112E+000, 0.0000000E+000, 3.7964083E+001, 2.9032611E+001, 3.0000753E+001, 3.2003911E+001, 3.4223862E+001, 3.4639846E+001, 3.4125395E+001, 3.1421231E+001, 3.1310689E+001, 3.1287287E+001, 2.9081231E+001, 2.4639283E+001, 2.2109902E+001, 2.0361767E+001, 1.8676289E+001, 1.5077408E+001, 1.2317741E+001, 1.0681672E+001, 9.0125604E+000, 7.8581244E+000, 6.8150710E+000, 5.5221640E+000, 3.8695229E+000, 2.9391440E+000, 2.2956033E+000, 1.8896095E+000, 1.4350423E+000, 1.1826374E+000, 9.8312520E-001, 7.1985385E-001, 4.7455973E-001, 3.5609951E-001, 2.8749247E-001, 2.6044819E-001, 2.1348679E-001, 1.8463855E-001, 1.3401601E-001, 7.3327110E-002, 4.5929813E-002, 2.8703666E-002, 1.7596067E-002, 8.9876385E-003, 5.6749750E-003, 3.4450255E-003, 2.0518767E-003, 8.2472662E-004, 3.2901456E-004, 1.3127234E-004, 1.5251543E-005
 1.0000127E+001, 1.8935829E-001, 2.0860824E-001, 4.9414960E+003, 1.0683901E+000, 1.0034402E+000, 0.0000000E+000, 3.7471344E+001, 2.9131401E+001, 2.7881756E+001, 3.0830987E+001, 3.2080498E+001, 3.2313256E+001, 3.1346796E+001, 2.8846177E+001, 2.8071657E+001, 2.6613750E+001, 2.5406927E+001, 2.3968227E+001, 2.2225184E+001, 2.0659298E+001, 1.8905147E+001, 1.7215383E+001, 1.6402174E+001, 1.5414647E+001, 1.3104803E+001, 1.1199242E+001, 9.2065668E+000, 7.4618442E+000, 4.9244139E+000, 3.7311293E+000, 2.7955302E+000, 2.1837792E+000, 1.5855920E+000, 1.0551974E+000, 5.7282938E-001, 3.0358916E-001, 1.4392088E-001, 9.1699308E-002, 6.4524893E-002, 4.3097741E-002, 2.9184240E-002, 1.8978686E-002, 1.2577684E-002, 7.1597950E-003, 4.5872341E-003, 3.1430415E-003, 2.2054590E-003, 1.5058182E-003, 1.1683713E-003, 9.6218535E-004, 7.4737664E-004, 4.6518222E-004, 3.3403855E-004, 2.4107961E-004, 1.5577319E-004
 1.1000127E+001, 1.8756235E-001, 2.0542118E-001, 5.4874090E+003, 1.0253310E+000, 1.0054318E+000, 0.0000000E+000, 3.8057485E+001, 2.9449967E+001, 2.7915118E+001, 2.9607436E+001, 3.1602510E+001, 3.2488145E+001, 3.2005074E+001, 2.9077379E+001, 2.9265387E+001, 2.9571451E+001, 2.9863653E+001, 2.9841230E+001, 2.9894369E+001, 2.8696911E+001, 2.6239919E+001, 2.2952380E+001, 2.0300200E+001, 1.7391682E+001, 1.3040785E+001, 1.0561635E+001, 8.8258197E+000, 7.3638963E+000, 5.6851555E+000, 4.7043108E+000, 4.0312822E+000, 3.5718592E+000, 3.0636504E+000, 2.6988753E+000, 2.2812133E+000, 1.8427797E+000, 1.3078271E+000, 1.0330707E+000, 8.8286626E-001, 7.8855691E-001, 6.7874628E-001, 5.2049211E-001, 3.7771833E-001, 2.4366262E-001, 1.4565031E-001, 7.3812033E-002, 4.1646460E-002, 2.1690146E-002, 1.4465895E-002, 1.0173640E-002, 7.0240494E-003, 4.2610721E-003, 3.1487305E-003, 2.2487861E-003, 1.2436705E-003
 1.2000404E+001, 1.8576441E-001, 2.0223412E-001, 6.0311220E+003, 9.6853386E-001, 9.7381369E-001, 0.0000000E+000, 3.6281734E+001, 2.8468147E+001, 2.8061220E+001, 2.8972904E+001, 2.9920309E+001, 3.0054661E+001, 2.9525946E+001, 2.7595047E+001, 2.6801603E+001, 2.5600903E+001, 2.4075201E+001, 2.2402301E+001, 2.1141004E+001, 1.9835640E+001, 1.8999632E+001, 1.7670996E+001, 1.6463023E+001, 1.4815757E+001, 1.3306791E+001, 1.2526613E+001, 1.2103893E+001, 1.1358463E+001, 9.8688332E+000, 8.8285736E+000, 7.9142827E+000, 6.6148623E+000, 4.7234599E+000, 3.5275686E+000, 2.6418271E+000, 2.2319793E+000, 1.8202954E+000, 1.5715893E+000, 1.3451949E+000, 8.8370563E-001, 6.1953481E-001, 4.6303447E-001, 4.0145589E-001, 3.2612708E-001, 2.8005264E-001, 2.4439291E-001, 2.0419177E-001, 1.5999831E-001, 1.3834409E-001, 1.2570302E-001, 9.0820591E-002, 4.6925934E-002, 2.7185154E-002, 1.6442589E-002, 8.5588950E-003
 1.3000472E+001, 1.8396932E-001, 1.9904706E-001, 6.5646660E+003, 9.7101750E-001, 1.0104939E+000, 0.0000000E+000, 3.6686780E+001, 2.7185549E+001, 2.7352806E+001, 3.1397809E+001, 3.3797992E+001, 3.4919802E+001, 3.4572203E+001, 3.3483362E+001, 3.3661453E+001, 3.3693111E+001, 3.2592126E+001, 3.1215836E+001, 3.0177667E+001, 2.8333251E+001, 2.6062469E+001, 2.3341418E+001, 2.1601190E+001, 1.9893508E+001, 1.7574699E+001, 1.5388524E+001, 1.3539472E+001, 1.2003145E+001, 1.0400943E+001, 8.8147648E+000, 7.2157660E+000, 5.8528490E+000, 4.3236083E+000, 3.3843112E+000, 2.6390903E+000, 2.0418157E+000, 1.4553647E+000, 1.1163612E+000, 8.3736983E-001, 5.5867732E-001, 3.8844745E-001, 2.6391634E-001, 1.7817519E-001, 1.0304410E-001, 6.4766707E-002, 4.5158108E-002, 3.2766665E-002, 2.2459797E-002, 1.7497217E-002, 1.2775695E-002, 9.4499619E-003, 6.0740712E-003, 4.5860342E-003, 3.3485039E-003, 2.1857348E-003
 1.4000385E+001, 1.8217276E-001, 1.9586000E-001, 7.1030780E+003, 9.5701726E-001, 9.4267508E-001, 0.0000000E+000, 3.4053922E+001, 2.8693932E+001, 2.7406615E+001, 2.9743327E+001, 3.1958463E+001, 3.2642893E+001, 3.2922920E+001, 3.1691409E+001, 3.1530463E+001, 3.0881941E+001, 2.8234392E+001, 2.3637336E+001, 2.1169293E+001, 1.9132320E+001, 1.7270541E+001, 1.5105049E+001, 1.4086009E+001, 1.2395420E+001, 1.0149897E+001, 9.1518147E+000, 8.4607838E+000, 7.8200257E+000, 7.2803056E+000, 6.6097152E+000, 5.7856289E+000, 4.9339745E+000, 4.0755675E+000, 3.5912210E+000, 3.1447887E+000, 2.7346789E+000, 2.3975287E+000, 2.2509756E+000, 1.8069644E+000, 1.2102396E+000, 8.4792294E-001, 6.2759280E-001, 4.7876913E-001, 3.3359792E-001, 2.6020333E-001, 1.9296060E-001, 1.6010117E-001, 1.2063885E-001, 9.1160980E-002, 6.4023735E-002, 4.2692472E-002, 1.9628830E-002, 1.0135696E-002, 5.7307488E-003, 3.1189033E-003
 1.5000118E+001, 1.8037700E-001, 1.9274706E-001, 7.6253740E+003, 9.0037465E-001, 9.7136306E-001, 0.0000000E+000, 3.4793598E+001, 2.6868747E+001, 2.5879468E+001, 2.9383974E+001, 3.2225099E+001, 3.3411817E+001, 3.3106289E+001, 3.1324596E+001, 3.1724604E+001, 3.0830612E+001, 2.9180268E+001, 2.6908396E+001, 2.5624651E+001, 2.4491772E+001, 2.2980882E+001, 2.1162837E+001, 1.9183584E+001, 1.6938778E+001, 1.4650494E+001, 1.2649359E+001, 1.1023413E+001, 9.7303457E+000, 7.8426737E+000, 6.2791479E+000, 4.8641508E+000, 3.5653255E+000, 2.2342263E+000, 1.5811387E+000, 1.1181041E+000, 8.1953051E-001, 6.1670937E-001, 5.5895369E-001, 5.2296418E-001, 4.2770577E-001, 3.5562233E-001, 2.8356041E-001, 1.6625955E-001, 7.2667810E-002, 4.3142526E-002, 2.7839299E-002, 1.8536909E-002, 1.0795814E-002, 6.8600023E-003, 4.3622513E-003, 2.9743795E-003, 2.1666087E-003, 1.7792609E-003, 1.4248417E-003, 1.1261369E-003
 1.6000453E+001, 1.7858145E-001, 1.8956000E-001, 8.1795950E+003, 9.2811044E-001, 9.3783932E-001, 0.0000000E+000, 3.4022313E+001, 2.7671248E+001, 2.7784865E+001, 3.0670401E+001, 3.1485735E+001, 3.1394289E+001, 3.0730296E+001, 2.8193234E+001, 2.7789529E+001, 2.7719347E+001, 2.7627468E+001, 2.7707679E+001, 2.7218007E+001, 2.6428188E+001, 2.5455296E+001, 2.2770232E+001, 1.9909664E+001, 1.7601763E+001, 1.5044470E+001, 1.2789812E+001, 1.0887804E+001, 9.3064042E+000, 7.4860428E+000, 6.6082898E+000, 5.8067800E+000, 4.9769905E+000, 4.0396597E+000, 3.4085931E+000, 2.7767946E+000, 2.1920886E+000, 1.6065174E+000, 1.2844475E+000, 1.0285918E+000, 6.3481464E-001, 4.6733169E-001, 3.6679210E-001, 2.8064579E-001, 1.9057231E-001, 1.4533629E-001, 1.0938450E-001, 8.3835086E-002, 4.4635539E-002, 2.3578528E-002, 1.2966022E-002, 7.6458657E-003, 4.3717542E-003, 2.7507371E-003, 1.7171577E-003, 9.2785903E-004
 1.7000566E+001, 1.7678511E-001, 1.8637294E-001, 8.7039730E+003, 9.0723083E-001, 9.2947493E-001, 0.0000000E+000, 3.2707154E+001, 2.7616499E+001, 2.6873062E+001, 2.9044741E+001, 3.0391121E+001, 3.1303002E+001, 3.2674082E+001, 3.2101917E+001, 3.2576945E+001, 3.1677753E+001, 2.9545490E+001, 2.6143878E+001, 2.3596054E+001, 2.0780015E+001, 1.8739454E+001, 1.7657938E+001, 1.6816320E+001, 1.5573252E+001, 1.4345031E+001, 1.3454596E+001, 1.2440536E+001, 1.0923489E+001, 8.3025887E+000, 6.3852842E+000, 4.9225940E+000, 3.8806436E+000, 3.0546565E+000, 2.4367147E+000, 1.8588383E+000, 1.4939998E+000, 1.1495850E+000, 9.8450040E-001, 8.3887707E-001, 6.0279595E-001, 4.7849603E-001, 3.9638813E-001, 3.2101217E-001, 2.2969532E-001, 1.5692342E-001, 9.4222029E-002, 5.1431792E-002, 2.4103655E-002, 1.4467097E-002, 9.5379407E-003, 6.4753724E-003, 3.8349163E-003, 2.6593842E-003, 2.0090715E-003, 1.4124716E-003
 1.8000373E+001, 1.7498904E-001, 1.8318588E-001, 9.2153850E+003, 9.0111932E-001, 9.0969471E-001, 0.0000000E+000, 3.2591017E+001, 2.5962775E+001, 2.4805238E+001, 2.6750894E+001, 2.7708073E+001, 2.8177805E+001, 2.8298809E+001, 2.6286327E+001, 2.6192473E+001, 2.6357067E+001, 2.6643752E+001, 2.5531652E+001, 2.5099052E+001, 2.4715132E+001, 2.3411680E+001, 2.1122953E+001, 1.9447004E+001, 1.7625089E+001, 1.5875017E+001, 1.3640497E+001, 1.0913885E+001, 9.0356861E+000, 7.1636770E+000, 5.8563287E+000, 4.4731701E+000, 3.2890825E+000, 2.1570964E+000, 1.6796046E+000, 1.4684762E+000, 1.5030421E+000, 1.3111794E+000, 1.0211466E+000, 7.2665392E-001, 4.5204917E-001, 2.9857332E-001, 1.8384949E-001, 1.3108190E-001, 8.9917519E-002, 6.6904559E-002, 5.1857684E-002, 3.7522412E-002, 2.3689560E-002, 1.5807441E-002, 1.0765214E-002, 7.2616340E-003, 4.6554589E-003, 3.3112461E-003, 2.3117857E-003, 1.5733346E-003
 1.9000590E+001, 1.7319396E-001, 1.8007294E-001, 9.7232770E+003, 9.2541125E-001, 8.7868209E-001, 0.0000000E+000, 3.1356233E+001, 2.6287491E+001, 2.5112287E+001, 2.7376479E+001, 2.9529087E+001, 3.1356160E+001, 3.2533338E+001, 3.0797233E+001, 2.9815108E+001, 2.8534710E+001, 2.7374868E+001, 2.4580691E+001, 2.1934508E+001, 1.9228422E+001, 1.5973086E+001, 1.2488062E+001, 1.0369693E+001, 9.2090846E+000, 8.0437685E+000, 6.7937440E+000, 5.5142946E+000, 4.8089804E+000, 4.3911336E+000, 4.0480527E+000, 3.4775316E+000, 3.0784016E+000, 2.6502230E+000, 2.4138528E+000, 2.2455439E+000, 1.9939965E+000, 1.6449355E+000, 1.4329015E+000, 1.2115627E+000, 1.0167981E+000, 9.2096051E-001, 6.5160507E-001, 3.9361248E-001, 2.3009120E-001, 1.5726953E-001, 1.1562556E-001, 6.6757510E-002, 4.3922483E-002, 3.3532198E-002, 2.8165110E-002, 2.8462296E-002, 2.5697617E-002, 1.8727184E-002, 1.1906749E-002, 6.3467934E-003
 2.0000439E+001, 1.7139793E-001, 1.7688588E-001, 1.0240664E+004, 8.7205390E-001, 8.7289273E-001, 0.0000000E+000, 3.0303933E+001, 2.4531896E+001, 2.3995089E+001, 2.7126616E+001, 2.7852073E+001, 2.7485123E+001, 2.7449781E+001, 2.6608073E+001, 2.7435182E+001, 2.7463363E+001, 2.7063555E+001, 2.6113464E+001, 2.5207510E+001, 2.3995209E+001, 2.2061367E+001, 1.9324945E+001, 1.7398074E+001, 1.5894306E+001, 1.4738050E+001, 1.4083790E+001, 1.3049576E+001, 1.2138739E+001, 1.0491709E+001, 8.8909771E+000, 7.7115972E+000, 7.1777457E+000, 6.4909605E+000, 5.9780802E+000, 5.3325715E+000, 4.5973739E+000, 3.4723642E+000, 2.6225487E+000, 1.7750303E+000, 9.9144175E-001, 6.2686891E-001, 3.8125094E-001, 2.1238919E-001, 9.7075854E-002, 5.7080979E-002, 3.5843358E-002, 2.2777861E-002, 1.1755447E-002, 7.2341583E-003, 4.2454750E-003, 2.3037494E-003, 1.0538039E-003, 5.8726743E-004, 3.2714990E-004, 1.1342312E-004
 2.1000237E+001, 1.6960254E-001, 1.7369882E-001, 1.0784014E+004, 8.4009002E-001, 8.6167562E-001, 0.0000000E+000, 3.1253038E+001, 2.5609447E+001, 2.4337935E+001, 2.5787537E+001, 2.6930366E+001, 2.7677543E+001, 2.8497033E+001, 2.7560382E+001, 2.7404402E+001, 2.7516398E+001, 2.7290217E+001, 2.5499138E+001, 2.4543008E+001, 2.4179890E+001, 2.3442171E+001, 2.2268499E+001, 2.1966118E+001, 2.1007341E+001, 1.8274262E+001, 1.5843144E+001, 1.3053936E+001, 9.8869828E+000, 7.0547883E+000, 5.5493980E+000, 4.2613654E+000, 3.3380257E+000, 2.4316336E+000, 2.0025088E+000, 1.5906122E+000, 1.2727879E+000, 1.0091001E+000, 8.6092783E-001, 7.1040153E-001, 4.8773718E-001, 3.4971927E-001, 2.5139857E-001, 1.6805383E-001, 8.8207513E-002, 5.3285618E-002, 3.2669574E-002, 2.1191275E-002, 1.2778540E-002, 9.0815444E-003, 6.6027174E-003, 4.5124033E-003, 2.7830723E-003, 1.8967560E-003, 1.3055913E-003, 6.7155191E-004
 2.2000585E+001, 1.6780725E-001, 1.7051176E-001, 1.1293382E+004, 8.2617584E-001, 8.2785919E-001, 0.0000000E+000, 2.9666101E+001, 2.3627420E+001, 2.2904860E+001, 2.3929576E+001, 2.5662141E+001, 2.6355548E+001, 2.6807755E+001, 2.5323342E+001, 2.5244527E+001, 2.5794096E+001, 2.5097017E+001, 2.3921336E+001, 2.2178017E+001, 2.0471214E+001, 1.9237936E+001, 1.8254343E+001, 1.7056765E+001, 1.5627125E+001, 1.4266993E+001, 1.3563015E+001, 1.3084585E+001, 1.2153821E+001, 9.9687496E+000, 8.3255405E+000, 6.8696025E+000, 5.8464053E+000, 5.1383720E+000, 4.3053717E+000, 3.2463126E+000, 2.3610528E+000, 1.6810440E+000, 1.4064904E+000, 1.2306347E+000, 1.0555657E+000, 9.1886410E-001, 8.1006015E-001, 7.3075274E-001, 6.5548687E-001, 5.4376872E-001, 4.4837902E-001, 3.5113832E-001, 2.2468903E-001, 1.5527840E-001, 1.1340766E-001, 7.0041002E-002, 3.1751080E-002, 1.8158564E-002, 1.0993963E-002, 6.4098639E-003
