s,Pa,Pa,Pa,Pa,Pa,Pa,m/s,mg/m3,m/s,mg/m3,m/s,mg/m3,m/s,C,m/s,mg/m3,m/s,mg/m3,m/s,mg/m3,m/s,C,m/s,mg/m3,m/s,mg/m3,mg/m3,m/s,mg/m3,m/s,C,m/s,mg/m3,m/s,mg/m3,m/s,mg/m3,m/s,m/s,C,m/s,mg/m3,m/s,mg/m3,mg/m3,m/s,mg/m3,m/s,m/s,C,m/s,mg/m3,m/s,mg/m3,m/s,mg/m3,m/s,m/s,C,m/s,mg/m3,m/s,mg/m3,mg/m3,m/s,mg/m3,m/s,C,m/s,mg/m3,m/s,mg/m3,m/s,mg/m3,m/s,C,m/s,mg/m3,m/s,mg/m3,m/s,mg/m3,m/s,C
7.00E+01,-2.40E+00,-3.96E+00,-4.24E+00,-5.28E+00,-6.74E+00,-8.52E+00,1.20E+00,5.85E-43,3.18E-01,1.09E-38,1.24E+00,1.01E-29,9.47E-01,2.00E+01,4.79E-01,2.59E-18,6.96E-01,2.48E-20,2.70E-01,3.31E-19,5.57E-01,2.00E+01,2.84E-01,1.53E-02,3.13E-01,5.43E+00,4.12E-01,3.35E-01,2.68E+01,1.44E-01,2.00E+01,2.88E-01,2.22E-04,2.87E-01,9.94E-05,2.86E-01,4.00E-05,2.67E-01,4.55E-02,2.00E+01,2.98E-01,2.10E-02,2.62E-01,2.46E-02,2.59E-02,1.27E-01,2.98E-02,-2.08E-01,7.84E-02,2.00E+01,3.22E-01,6.19E+00,2.42E-01,7.51E+00,2.97E-01,8.02E+00,9.81E-02,3.64E-02,2.00E+01,9.17E-01,2.67E-01,8.57E-01,3.24E-01,3.87E-01,8.24E-01,3.00E-01,-8.37E-01,2.00E+01,6.74E-01,1.26E+00,7.26E-01,1.01E+00,6.61E-01,1.96E+00,-7.17E-01,2.00E+01,6.26E-01,8.77E+00,6.07E-01,8.66E+00,6.61E-01,7.43E+00,-3.59E-01,2.01E+01
8.00E+01,-2.45E+00,-4.02E+00,-4.29E+00,-5.34E+00,-6.80E+00,-8.59E+00,1.20E+00,2.44E-42,3.33E-01,2.06E-37,1.24E+00,4.50E-30,9.50E-01,2.00E+01,5.12E-01,4.48E-18,7.05E-01,8.47E-20,2.55E-01,1.07E-18,5.53E-01,2.00E+01,2.79E-01,1.19E-02,3.01E-01,6.87E+00,5.74E-01,3.24E-01,2.12E+01,1.49E-01,2.00E+01,2.91E-01,1.46E-04,2.82E-01,1.24E-04,3.00E-01,7.94E-05,2.43E-01,5.23E-02,2.00E+01,3.10E-01,5.08E-02,2.53E-01,6.15E-02,4.74E-02,1.36E-01,8.78E-02,-1.98E-01,9.91E-02,2.00E+01,3.20E-01,6.34E+00,2.59E-01,7.21E+00,3.10E-01,8.82E+00,1.17E-01,4.59E-02,2.00E+01,9.16E-01,4.00E-01,8.61E-01,5.18E-01,5.96E-01,8.26E-01,4.45E-01,-8.30E-01,2.00E+01,7.09E-01,8.00E-01,7.34E-01,6.03E-01,6.45E-01,1.14E+00,-7.32E-01,2.00E+01,6.36E-01,9.37E+00,6.20E-01,9.68E+00,6.35E-01,8.40E+00,-3.84E-01,2.00E+01
9.00E+01,-2.48E+00,-4.04E+00,-4.32E+00,-5.37E+00,-6.83E+00,-8.61E+00,1.20E+00,3.24E-42,3.39E-01,1.41E-38,1.25E+00,1.48E-31,9.58E-01,2.00E+01,4.06E-01,2.55E-18,5.98E-01,4.56E-20,2.35E-01,4.85E-19,4.92E-01,2.00E+01,2.89E-01,1.44E-01,2.37E-01,2.18E+01,5.76E+00,3.11E-01,2.25E+01,1.13E-01,2.01E+01,3.31E-01,2.33E-04,2.47E-01,1.52E-04,2.34E-01,8.57E-05,2.27E-01,5.98E-02,2.00E+01,3.00E-01,4.67E-02,2.65E-01,6.91E-02,4.70E-02,1.37E-01,1.09E-01,-1.94E-01,9.63E-02,2.00E+01,3.06E-01,9.28E+00,2.82E-01,1.13E+01,3.14E-01,1.01E+01,1.37E-01,2.64E-02,2.00E+01,8.99E-01,3.73E-01,8.67E-01,4.55E-01,4.77E-01,8.18E-01,4.32E-01,-8.26E-01,2.00E+01,6.91E-01,1.14E+00,7.01E-01,1.40E+00,6.64E-01,1.93E+00,-7.08E-01,2.00E+01,6.21E-01,1.24E+01,6.12E-01,1.28E+01,6.06E-01,1.07E+01,-3.43E-01,2.00E+01
1.00E+02,-2.50E+00,-4.06E+00,-4.35E+00,-5.39E+00,-6.85E+00,-8.65E+00,1.22E+00,2.15E-41,3.37E-01,1.41E-39,1.26E+00,1.21E-30,9.70E-01,2.00E+01,6.18E-01,1.75E-17,7.42E-01,3.94E-19,3.88E-01,6.64E-18,7.01E-01,2.00E+01,2.68E-01,6.43E+00,2.92E-01,7.04E+00,8.93E-01,3.09E-01,4.27E+01,9.45E-02,2.02E+01,3.08E-01,6.89E-04,2.60E-01,2.54E-04,2.64E-01,1.26E-04,2.31E-01,4.87E-02,2.00E+01,2.71E-01,5.45E-02,2.52E-01,5.47E-02,5.06E-02,1.40E-01,1.31E-01,-1.84E-01,9.37E-02,2.00E+01,3.26E-01,8.89E+00,2.87E-01,9.42E+00,3.25E-01,1.04E+01,1.18E-01,3.15E-02,2.00E+01,9.37E-01,6.90E-01,9.00E-01,8.23E-01,7.76E-01,8.45E-01,8.62E-01,-8.59E-01,2.00E+01,6.94E-01,2.33E+00,7.17E-01,3.57E+00,6.84E-01,4.39E+00,-7.29E-01,2.00E+01,5.93E-01,1.17E+01,6.02E-01,1.25E+01,5.98E-01,1.10E+01,-3.66E-01,2.00E+01
1.10E+02,-2.51E+00,-4.07E+00,-4.36E+00,-5.41E+00,-6.85E+00,-8.66E+00,1.21E+00,6.75E-42,3.28E-01,3.16E-38,1.26E+00,1.30E-30,9.60E-01,2.00E+01,4.99E-01,1.90E-17,6.44E-01,2.66E-19,2.57E-01,4.43E-18,5.48E-01,2.00E+01,3.06E-01,4.80E-01,2.78E-01,7.42E+00,4.28E+00,3.43E-01,1.12E+01,1.16E-01,2.01E+01,3.15E-01,4.57E-04,2.62E-01,4.34E-04,1.97E-01,2.31E-04,2.16E-01,2.42E-02,2.00E+01,3.05E-01,9.83E-02,2.77E-01,1.72E-01,1.20E-01,1.57E-01,3.26E-01,-2.10E-01,8.34E-02,2.00E+01,3.40E-01,9.11E+00,2.69E-01,9.05E+00,2.99E-01,1.24E+01,1.20E-01,2.57E-03,2.00E+01,9.23E-01,7.13E-01,8.62E-01,8.01E-01,8.90E-01,8.23E-01,7.32E-01,-8.17E-01,2.00E+01,6.96E-01,1.61E+00,7.15E-01,1.75E+00,6.53E-01,2.11E+00,-7.06E-01,2.00E+01,6.52E-01,1.32E+01,6.33E-01,1.34E+01,6.44E-01,1.28E+01,-3.63E-01,2.00E+01
1.20E+02,-2.53E+00,-4.09E+00,-4.38E+00,-5.42E+00,-6.88E+00,-8.67E+00,1.21E+00,1.51E-45,3.32E-01,3.61E-40,1.25E+00,2.65E-32,9.58E-01,2.00E+01,4.63E-01,7.63E-18,6.90E-01,1.19E-19,2.86E-01,3.61E-18,5.92E-01,2.00E+01,3.48E-01,3.35E-01,3.09E-01,2.64E+01,9.11E-01,3.23E-01,4.74E+01,9.28E-02,2.01E+01,3.31E-01,1.02E-03,2.61E-01,4.90E-04,2.82E-01,3.87E-04,2.58E-01,7.06E-02,2.00E+01,3.01E-01,5.85E-02,2.59E-01,6.15E-02,4.91E-02,1.48E-01,1.22E-01,-1.98E-01,8.90E-02,2.00E+01,3.56E-01,8.05E+00,2.80E-01,9.07E+00,2.95E-01,1.46E+01,8.23E-02,1.11E-02,2.00E+01,9.18E-01,1.18E+00,8.90E-01,1.44E+00,1.73E+00,8.27E-01,1.32E+00,-8.40E-01,2.00E+01,6.94E-01,8.61E-01,7.22E-01,8.30E-01,6.69E-01,1.26E+00,-7.27E-01,2.00E+01,6.29E-01,1.59E+01,6.46E-01,1.64E+01,5.92E-01,1.42E+01,-3.89E-01,2.00E+01
1.30E+02,-2.54E+00,-4.10E+00,-4.39E+00,-5.44E+00,-6.91E+00,-8.68E+00,1.20E+00,1.39E-44,3.18E-01,1.12E-39,1.24E+00,5.70E-32,9.49E-01,2.00E+01,4.70E-01,4.64E-18,6.74E-01,7.75E-20,2.28E-01,8.87E-19,4.99E-01,2.00E+01,3.05E-01,5.87E-02,3.39E-01,1.03E+01,2.70E-01,3.53E-01,1.57E+01,1.32E-01,2.01E+01,3.07E-01,1.47E-03,2.27E-01,5.78E-04,2.60E-01,5.15E-04,9.69E-02,4.43E-02,2.00E+01,3.11E-01,7.19E-02,2.97E-01,6.64E-02,4.53E-02,1.36E-01,1.36E-01,-2.11E-01,1.05E-01,2.00E+01,3.41E-01,1.48E+01,3.11E-01,1.54E+01,3.10E-01,1.68E+01,7.45E-02,3.19E-02,2.00E+01,9.13E-01,6.88E-01,8.75E-01,8.43E-01,1.06E+00,8.23E-01,7.01E-01,-8.17E-01,2.00E+01,6.63E-01,2.01E+00,7.19E-01,1.73E+00,6.46E-01,2.64E+00,-6.94E-01,2.00E+01,6.66E-01,1.44E+01,6.41E-01,1.66E+01,6.57E-01,1.61E+01,-4.28E-01,2.00E+01
1.40E+02,-2.54E+00,-4.11E+00,-4.41E+00,-5.45E+00,-6.91E+00,-8.69E+00,1.21E+00,6.17E-42,3.34E-01,3.10E-37,1.26E+00,2.46E-29,9.56E-01,2.00E+01,5.15E-01,3.14E-17,6.69E-01,4.96E-19,2.79E-01,1.20E-17,5.67E-01,2.00E+01,2.96E-01,4.02E-03,3.01E-01,3.34E+00,1.13E-01,3.46E-01,2.92E+01,1.24E-01,2.00E+01,3.21E-01,2.18E-04,2.91E-01,2.05E-04,2.96E-01,2.76E-04,2.95E-01,3.58E-02,2.00E+01,2.89E-01,1.42E-01,2.67E-01,1.75E-01,1.41E-01,1.50E-01,3.65E-01,-2.14E-01,8.92E-02,2.00E+01,3.50E-01,1.29E+01,2.42E-01,1.40E+01,2.88E-01,1.63E+01,1.40E-01,3.02E-02,2.00E+01,8.96E-01,6.59E-01,8.58E-01,8.48E-01,1.07E+00,8.14E-01,6.81E-01,-8.21E-01,2.00E+01,6.87E-01,1.71E+00,7.27E-01,1.28E+00,6.54E-01,3.35E+00,-7.17E-01,2.00E+01,6.32E-01,1.65E+01,6.24E-01,1.67E+01,6.35E-01,1.52E+01,-3.79E-01,2.00E+01
1.50E+02,-2.56E+00,-4.12E+00,-4.42E+00,-5.46E+00,-6.92E+00,-8.69E+00,1.20E+00,2.48E-43,3.19E-01,7.90E-39,1.23E+00,3.68E-31,9.39E-01,2.00E+01,4.40E-01,2.35E-17,7.01E-01,4.96E-19,3.16E-01,6.33E-18,5.49E-01,2.00E+01,2.90E-01,1.39E-01,3.28E-01,1.36E+01,1.34E+01,3.76E-01,2.94E+01,6.89E-02,2.01E+01,2.90E-01,4.39E-04,2.38E-01,4.38E-04,2.80E-01,2.66E-04,2.36E-01,3.52E-02,2.00E+01,3.00E-01,1.83E-01,2.55E-01,1.84E-01,1.65E-01,1.49E-01,4.33E-01,-2.05E-01,1.00E-01,2.00E+01,3.66E-01,1.75E+01,2.74E-01,1.96E+01,3.32E-01,2.17E+01,1.16E-01,4.04E-02,2.00E+01,9.20E-01,9.24E-01,8.71E-01,1.01E+00,1.30E+00,8.12E-01,9.27E-01,-8.35E-01,2.00E+01,6.76E-01,5.17E+00,7.02E-01,4.40E+00,6.84E-01,9.67E+00,-7.02E-01,2.00E+01,6.25E-01,1.82E+01,6.50E-01,1.88E+01,6.25E-01,1.79E+01,-4.07E-01,2.00E+01
1.60E+02,-2.57E+00,-4.14E+00,-4.43E+00,-5.47E+00,-6.93E+00,-8.71E+00,1.21E+00,3.92E-43,3.34E-01,3.14E-38,1.24E+00,2.38E-30,9.43E-01,2.00E+01,4.97E-01,2.29E-17,6.61E-01,3.65E-19,2.32E-01,5.57E-18,5.42E-01,2.00E+01,2.75E-01,1.19E-01,2.81E-01,3.78E+01,2.29E+01,3.38E-01,6.14E+01,9.55E-02,2.01E+01,3.58E-01,1.02E-03,3.04E-01,5.45E-04,2.96E-01,4.74E-04,2.87E-01,4.18E-02,2.00E+01,3.09E-01,1.22E-01,2.64E-01,1.57E-01,8.33E-02,1.54E-01,2.44E-01,-2.12E-01,8.52E-02,2.00E+01,3.80E-01,1.17E+01,2.67E-01,1.33E+01,3.18E-01,1.65E+01,1.12E-01,2.05E-02,2.00E+01,8.97E-01,1.18E+00,8.60E-01,1.23E+00,1.53E+00,8.10E-01,1.19E+00,-8.13E-01,2.00E+01,6.75E-01,3.45E+00,6.99E-01,1.85E+00,6.48E-01,4.55E+00,-6.82E-01,2.00E+01,6.08E-01,1.95E+01,5.93E-01,2.02E+01,6.60E-01,1.93E+01,-4.30E-01,2.01E+01
1.70E+02,-2.57E+00,-4.13E+00,-4.43E+00,-5.47E+00,-6.94E+00,-8.72E+00,1.21E+00,1.08E-44,3.29E-01,2.50E-40,1.26E+00,3.27E-32,9.61E-01,2.00E+01,4.89E-01,7.28E-18,6.72E-01,1.08E-19,2.55E-01,1.69E-18,5.53E-01,2.00E+01,2.87E-01,2.68E-02,2.99E-01,8.82E+00,2.78E-01,3.50E-01,4.07E+01,1.20E-01,2.02E+01,3.08E-01,1.27E-03,2.82E-01,9.11E-04,2.87E-01,4.82E-04,2.29E-01,5.38E-02,2.00E+01,3.01E-01,8.71E-02,2.79E-01,1.25E-01,7.20E-02,1.42E-01,2.02E-01,-2.03E-01,8.32E-02,2.00E+01,3.06E-01,1.39E+01,3.11E-01,1.38E+01,3.19E-01,1.62E+01,1.12E-01,2.59E-03,2.00E+01,9.27E-01,9.11E-01,8.74E-01,1.03E+00,1.11E+00,8.21E-01,1.00E+00,-8.16E-01,2.00E+01,6.64E-01,3.74E+00,7.28E-01,3.59E+00,6.61E-01,6.31E+00,-7.11E-01,2.00E+01,6.36E-01,1.95E+01,6.25E-01,1.97E+01,6.11E-01,1.78E+01,-3.86E-01,2.00E+01
