s,Pa,Pa,Pa,Pa,Pa,Pa,m/s,mg/m3,m/s,mg/m3,m/s,mg/m3,m/s,C,m/s,mg/m3,m/s,mg/m3,m/s,mg/m3,m/s,C,m/s,mg/m3,m/s,mg/m3,mg/m3,m/s,mg/m3,m/s,C,m/s,mg/m3,m/s,mg/m3,m/s,mg/m3,m/s,m/s,C,m/s,mg/m3,m/s,mg/m3,mg/m3,m/s,mg/m3,m/s,m/s,C,m/s,mg/m3,m/s,mg/m3,m/s,mg/m3,m/s,m/s,C,m/s,mg/m3,m/s,mg/m3,mg/m3,m/s,mg/m3,m/s,C,m/s,mg/m3,m/s,mg/m3,m/s,mg/m3,m/s,C,m/s,mg/m3,m/s,mg/m3,m/s,mg/m3,m/s,C
7.00E+01,-2.88E+00,-4.45E+00,-4.77E+00,-5.79E+00,-7.22E+00,-9.03E+00,1.20E+00,8.42E-60,2.82E-01,3.12E-57,1.23E+00,1.33E-49,9.43E-01,2.00E+01,4.98E-01,5.53E-34,6.37E-01,1.23E-35,3.02E-01,1.99E-34,5.92E-01,2.00E+01,2.90E-01,4.47E-32,3.63E-01,1.37E-37,1.82E-38,3.50E-01,3.20E-34,1.26E-01,2.00E+01,2.97E-01,3.29E-03,2.22E-01,1.00E-03,2.57E-01,3.23E-03,2.41E-01,5.10E-02,2.00E+01,2.52E-01,2.66E-05,2.31E-01,8.50E-05,2.53E-04,2.63E-01,2.75E-04,-1.97E-01,6.47E-02,2.05E+01,1.23E+00,5.10E+01,1.34E+00,5.38E+01,1.13E+00,4.86E+01,6.94E-01,2.49E-02,3.51E+01,9.39E-01,4.30E+00,9.15E-01,4.80E+00,6.17E+00,8.70E-01,4.60E+00,-8.53E-01,2.12E+01,6.69E-01,1.11E+01,7.18E-01,6.08E+00,6.69E-01,1.33E+01,-6.98E-01,2.32E+01,7.55E-01,3.20E+01,7.59E-01,2.82E+01,6.89E-01,2.91E+01,-3.91E-01,2.60E+01
8.00E+01,-2.99E+00,-4.55E+00,-4.88E+00,-5.90E+00,-7.32E+00,-9.14E+00,1.18E+00,1.57E-60,3.15E-01,6.95E-58,1.22E+00,2.57E-50,9.24E-01,2.00E+01,4.71E-01,9.41E-34,6.29E-01,1.56E-35,2.75E-01,6.09E-34,5.44E-01,2.00E+01,3.00E-01,1.27E-33,3.10E-01,4.29E-38,1.31E-38,3.25E-01,4.73E-36,1.24E-01,2.00E+01,3.03E-01,1.96E-03,2.35E-01,7.74E-04,3.00E-01,1.07E-03,2.10E-01,4.66E-02,2.00E+01,2.59E-01,3.50E-06,2.39E-01,3.95E-06,4.55E-05,1.90E-01,3.77E-06,-1.77E-01,5.93E-02,2.06E+01,1.18E+00,5.10E+01,1.39E+00,5.72E+01,1.16E+00,5.20E+01,7.29E-01,-1.04E-03,3.57E+01,9.46E-01,4.92E+00,8.98E-01,5.57E+00,6.05E+00,8.60E-01,5.31E+00,-8.75E-01,2.12E+01,7.12E-01,7.36E+00,7.46E-01,5.53E+00,6.78E-01,1.21E+01,-7.36E-01,2.33E+01,7.49E-01,3.56E+01,7.42E-01,3.13E+01,7.12E-01,2.76E+01,-3.73E-01,2.64E+01
9.00E+01,-3.07E+00,-4.63E+00,-4.96E+00,-5.99E+00,-7.41E+00,-9.22E+00,1.19E+00,7.18E-61,3.01E-01,5.17E-56,1.21E+00,1.66E-48,9.25E-01,2.00E+01,4.15E-01,6.76E-35,6.30E-01,1.04E-36,2.18E-01,2.59E-35,4.67E-01,2.00E+01,3.05E-01,2.23E-33,3.28E-01,1.22E-38,2.99E-39,3.56E-01,2.66E-36,1.02E-01,2.00E+01,2.83E-01,9.11E-04,2.06E-01,3.86E-04,2.71E-01,3.89E-04,1.92E-01,4.49E-02,2.01E+01,2.67E-01,2.06E-07,2.30E-01,3.39E-06,6.96E-04,1.19E-01,1.35E-05,-1.55E-01,8.46E-02,2.06E+01,1.16E+00,5.22E+01,1.48E+00,6.33E+01,1.28E+00,5.49E+01,7.16E-01,-1.87E-02,3.56E+01,9.06E-01,4.33E+00,8.87E-01,4.80E+00,5.54E+00,8.17E-01,4.59E+00,-8.23E-01,2.12E+01,6.95E-01,5.66E+00,6.91E-01,5.48E+00,6.41E-01,1.05E+01,-6.79E-01,2.25E+01,7.36E-01,3.39E+01,7.34E-01,3.29E+01,7.22E-01,3.24E+01,-3.93E-01,2.69E+01
1.00E+02,-3.13E+00,-4.70E+00,-5.03E+00,-6.06E+00,-7.48E+00,-9.30E+00,1.20E+00,1.04E-60,3.30E-01,6.98E-56,1.23E+00,2.98E-48,9.41E-01,2.00E+01,4.69E-01,1.25E-34,6.58E-01,1.05E-36,2.53E-01,4.51E-35,5.22E-01,2.00E+01,2.73E-01,2.51E-32,2.82E-01,4.29E-39,1.72E-40,3.15E-01,2.90E-35,9.00E-02,2.00E+01,1.90E-01,3.62E-03,1.63E-01,3.31E-04,2.20E-01,7.75E-04,1.19E-01,6.13E-02,2.01E+01,2.71E-01,4.65E-06,2.53E-01,1.29E-06,1.96E-04,1.42E-01,1.70E-05,-1.75E-01,9.96E-02,2.05E+01,1.20E+00,5.21E+01,1.32E+00,5.46E+01,1.14E+00,5.03E+01,7.97E-01,-1.41E-02,3.56E+01,9.01E-01,4.14E+00,9.14E-01,4.95E+00,6.14E+00,8.43E-01,4.69E+00,-8.28E-01,2.12E+01,7.20E-01,9.85E+00,7.58E-01,7.70E+00,7.17E-01,1.44E+01,-7.69E-01,2.31E+01,7.01E-01,3.37E+01,7.14E-01,3.09E+01,7.04E-01,3.01E+01,-3.88E-01,2.72E+01
1.10E+02,-3.18E+00,-4.74E+00,-5.07E+00,-6.10E+00,-7.51E+00,-9.35E+00,1.20E+00,1.21E-59,3.29E-01,4.36E-59,1.24E+00,1.76E-51,9.49E-01,2.00E+01,5.49E-01,1.30E-33,6.57E-01,1.93E-35,2.87E-01,3.18E-34,6.14E-01,2.00E+01,3.10E-01,1.41E-31,3.52E-01,1.41E-37,2.22E-39,3.37E-01,2.04E-33,1.49E-01,2.00E+01,2.60E-01,9.47E-03,2.18E-01,7.44E-03,2.82E-01,5.56E-03,1.78E-01,4.57E-02,2.01E+01,2.38E-01,1.08E-06,1.97E-01,3.90E-06,4.11E-05,1.24E-01,2.67E-05,-1.34E-01,9.74E-02,2.06E+01,1.19E+00,4.96E+01,1.39E+00,5.77E+01,1.19E+00,5.19E+01,7.27E-01,4.08E-02,3.52E+01,9.65E-01,5.27E+00,9.28E-01,6.41E+00,6.34E+00,8.88E-01,5.91E+00,-8.87E-01,2.13E+01,7.18E-01,1.14E+01,7.63E-01,1.08E+01,6.78E-01,1.68E+01,-7.32E-01,2.40E+01,7.17E-01,2.90E+01,6.96E-01,2.45E+01,6.89E-01,2.83E+01,-4.04E-01,2.65E+01
1.20E+02,-3.21E+00,-4.78E+00,-5.11E+00,-6.14E+00,-7.55E+00,-9.38E+00,1.19E+00,2.89E-59,3.08E-01,3.67E-56,1.22E+00,1.48E-48,9.26E-01,2.00E+01,4.11E-01,1.08E-32,6.62E-01,1.55E-34,2.46E-01,1.05E-33,4.38E-01,2.00E+01,2.75E-01,6.66E-33,3.14E-01,2.80E-37,5.04E-38,3.46E-01,2.65E-35,1.29E-01,2.00E+01,2.77E-01,1.25E-03,2.16E-01,1.52E-04,2.75E-01,4.13E-04,1.91E-01,5.98E-02,2.01E+01,2.31E-01,2.91E-05,2.24E-01,7.08E-06,5.80E-04,1.50E-01,4.63E-05,-1.73E-01,4.25E-02,2.05E+01,1.25E+00,5.32E+01,1.42E+00,5.93E+01,1.24E+00,5.41E+01,7.69E-01,-4.64E-02,3.65E+01,9.34E-01,4.91E+00,9.05E-01,5.56E+00,6.08E+00,8.58E-01,5.52E+00,-8.42E-01,2.15E+01,7.08E-01,8.25E+00,7.06E-01,8.40E+00,6.50E-01,1.20E+01,-7.13E-01,2.36E+01,7.41E-01,3.41E+01,7.05E-01,3.00E+01,6.78E-01,3.10E+01,-3.74E-01,2.69E+01
1.30E+02,-3.23E+00,-4.80E+00,-5.12E+00,-6.15E+00,-7.55E+00,-9.39E+00,1.19E+00,2.55E-60,3.13E-01,3.99E-56,1.22E+00,2.37E-48,9.24E-01,2.00E+01,4.09E-01,2.91E-33,6.68E-01,6.93E-35,2.35E-01,5.35E-34,4.64E-01,2.00E+01,2.95E-01,2.37E-32,3.08E-01,2.66E-37,3.79E-38,3.35E-01,2.09E-34,1.82E-01,2.00E+01,2.85E-01,3.76E-03,2.23E-01,9.62E-04,2.59E-01,1.01E-03,2.38E-01,4.27E-02,2.01E+01,2.56E-01,3.88E-06,2.41E-01,1.99E-06,9.40E-06,1.48E-01,1.12E-05,-1.48E-01,7.63E-02,2.05E+01,1.23E+00,5.62E+01,1.41E+00,6.02E+01,1.21E+00,5.48E+01,7.10E-01,1.59E-02,3.65E+01,9.46E-01,4.44E+00,9.30E-01,4.57E+00,5.15E+00,8.69E-01,4.51E+00,-8.84E-01,2.12E+01,7.28E-01,7.76E+00,7.43E-01,5.84E+00,7.04E-01,1.22E+01,-7.48E-01,2.31E+01,7.80E-01,3.56E+01,7.63E-01,3.12E+01,7.34E-01,3.19E+01,-4.33E-01,2.72E+01
1.40E+02,-3.26E+00,-4.82E+00,-5.15E+00,-6.18E+00,-7.58E+00,-9.43E+00,1.20E+00,1.09E-61,3.13E-01,3.41E-58,1.23E+00,1.37E-50,9.40E-01,2.00E+01,4.99E-01,2.18E-33,6.60E-01,3.81E-35,2.12E-01,3.74E-34,5.41E-01,2.00E+01,3.07E-01,1.50E-32,3.44E-01,1.83E-37,5.54E-38,3.51E-01,1.08E-34,1.41E-01,2.00E+01,3.00E-01,3.70E-03,2.18E-01,2.25E-04,2.35E-01,3.17E-04,1.83E-01,4.88E-02,2.01E+01,2.79E-01,6.21E-07,2.73E-01,2.21E-05,2.04E-04,1.64E-01,4.67E-04,-1.95E-01,7.62E-02,2.06E+01,1.14E+00,4.98E+01,1.45E+00,6.19E+01,1.24E+00,5.43E+01,6.84E-01,-3.43E-02,3.63E+01,9.15E-01,3.83E+00,9.10E-01,4.36E+00,6.19E+00,8.35E-01,3.91E+00,-8.24E-01,2.11E+01,6.96E-01,8.29E+00,7.40E-01,5.86E+00,7.15E-01,1.33E+01,-7.45E-01,2.31E+01,8.05E-01,3.75E+01,7.34E-01,3.20E+01,7.07E-01,3.21E+01,-3.92E-01,2.76E+01
1.50E+02,-3.26E+00,-4.84E+00,-5.17E+00,-6.20E+00,-7.60E+00,-9.44E+00,1.18E+00,8.08E-59,2.93E-01,9.97E-57,1.21E+00,4.74E-49,9.25E-01,2.00E+01,4.69E-01,1.26E-33,6.36E-01,1.81E-35,2.21E-01,2.31E-34,4.93E-01,2.00E+01,3.03E-01,2.65E-32,3.25E-01,1.13E-37,2.80E-38,3.31E-01,9.69E-35,9.49E-02,2.00E+01,2.82E-01,2.53E-02,2.13E-01,4.81E-03,2.67E-01,6.84E-03,2.12E-01,3.61E-02,2.01E+01,2.96E-01,4.76E-06,2.63E-01,3.30E-05,7.52E-05,2.04E-01,3.20E-05,-2.11E-01,5.33E-02,2.07E+01,1.21E+00,5.05E+01,1.44E+00,5.61E+01,1.18E+00,5.07E+01,7.70E-01,-1.28E-02,3.62E+01,9.22E-01,4.74E+00,9.04E-01,5.89E+00,6.30E+00,8.32E-01,5.00E+00,-8.33E-01,2.13E+01,7.18E-01,7.43E+00,7.15E-01,6.81E+00,6.87E-01,1.31E+01,-7.40E-01,2.31E+01,6.99E-01,3.18E+01,7.12E-01,2.82E+01,6.79E-01,3.04E+01,-4.22E-01,2.72E+01
1.60E+02,-3.28E+00,-4.85E+00,-5.18E+00,-6.21E+00,-7.62E+00,-9.44E+00,1.20E+00,3.96E-58,3.29E-01,7.72E-57,1.24E+00,2.42E-49,9.44E-01,2.00E+01,4.91E-01,2.81E-34,6.47E-01,3.93E-36,2.56E-01,3.96E-35,5.12E-01,2.00E+01,2.85E-01,7.59E-32,2.84E-01,4.99E-38,5.37E-39,3.30E-01,2.00E-34,1.02E-01,2.00E+01,2.61E-01,1.59E-04,2.12E-01,5.81E-05,2.59E-01,1.22E-04,1.69E-01,5.75E-02,2.01E+01,2.94E-01,3.44E-06,2.13E-01,5.46E-06,1.42E-05,2.00E-01,3.44E-05,-1.90E-01,7.10E-02,2.07E+01,1.16E+00,4.57E+01,1.39E+00,5.48E+01,1.20E+00,5.01E+01,7.23E-01,-3.68E-02,3.59E+01,9.23E-01,5.38E+00,9.23E-01,6.32E+00,7.12E+00,8.42E-01,6.17E+00,-8.44E-01,2.15E+01,7.41E-01,6.69E+00,7.43E-01,7.65E+00,7.27E-01,9.52E+00,-7.75E-01,2.32E+01,7.08E-01,3.37E+01,7.07E-01,3.07E+01,6.53E-01,2.78E+01,-3.56E-01,2.70E+01
1.70E+02,-3.29E+00,-4.86E+00,-5.20E+00,-6.22E+00,-7.63E+00,-9.46E+00,1.20E+00,1.16E-58,3.40E-01,2.87E-57,1.24E+00,3.48E-51,9.42E-01,2.00E+01,4.91E-01,1.39E-34,6.79E-01,2.30E-36,3.02E-01,4.76E-35,5.52E-01,2.00E+01,2.86E-01,1.05E-32,3.25E-01,3.18E-38,2.74E-39,3.64E-01,4.39E-35,1.10E-01,2.00E+01,2.82E-01,7.94E-05,2.25E-01,3.55E-06,2.89E-01,8.33E-06,2.21E-01,6.25E-02,2.01E+01,2.63E-01,6.58E-06,2.30E-01,2.55E-06,6.66E-04,1.45E-01,2.38E-05,-1.79E-01,7.99E-02,2.07E+01,1.25E+00,5.32E+01,1.49E+00,6.55E+01,1.26E+00,5.75E+01,7.20E-01,-5.18E-02,3.66E+01,9.05E-01,4.04E+00,8.92E-01,5.04E+00,6.17E+00,8.46E-01,4.20E+00,-8.32E-01,2.13E+01,7.31E-01,8.48E+00,7.31E-01,6.72E+00,6.97E-01,1.24E+01,-7.50E-01,2.32E+01,7.43E-01,3.64E+01,7.62E-01,3.46E+01,6.96E-01,3.35E+01,-4.15E-01,2.74E+01
