s,C,kW/m2,C,kW/m2,C,kW/m2,C,kW/m2,C,kW/m2,C,kW/m2,C,kW/m2,C,kW/m2,C,kW/m2
 1.2006905E+001, 9.4718498E+002, 2.7707487E+001, 1.0523568E+003, 2.3465671E+001, 1.0035259E+003, 1.5361254E+001, 5.1496619E+002, 6.4506266E+000, 3.2077557E+001, 5.6089576E-001, 2.0182911E+001, 1.9261406E-001, 2.0102244E+001, 1.0075359E-001, 2.0045228E+001, 5.2461075E-002, 2.0023378E+001, 2.3438920E-002
 1.3006632E+001, 7.6418221E+002, 2.2128004E+001, 4.7232529E+002, 1.5121379E+001, 9.0937381E+002, 2.0043141E+001, 9.0628934E+002, 1.4309123E+001, 5.9144616E+002, 6.6920994E+000, 8.0284366E+001, 7.6242961E-001, 2.0145990E+001, 9.3574218E-002, 2.0061289E+001, 3.8223209E-002, 2.0030741E+001, 2.0748627E-002
 1.4006408E+001, 8.0425183E+002, 2.8226992E+001, 4.6135419E+002, 1.0872267E+001, 4.8938521E+002, 7.5739333E+000, 3.8469844E+002, 5.8565296E+000, 3.7115929E+002, 5.1466540E+000, 3.1346922E+002, 3.5176824E+000, 1.2598517E+002, 1.0696902E+000, 2.0089870E+001, 5.3855887E-002, 2.0038966E+001, 1.9772258E-002
 1.5006934E+001, 1.0060620E+003, 3.6147464E+001, 9.4631324E+002, 2.9746030E+001, 5.5772012E+002, 1.2585515E+001, 2.8298126E+002, 3.2735132E+000, 1.9579044E+002, 2.2100570E+000, 1.6692269E+002, 1.9706883E+000, 1.8909738E+002, 1.9205370E+000, 1.6582012E+002, 1.2881250E+000, 5.6305472E+001, 2.5325828E-001
 1.6010892E+001, 1.1599375E+003, 3.6304453E+001, 7.1114686E+002, 1.5918774E+001, 5.6028128E+002, 1.3723996E+001, 5.9227357E+002, 1.3120311E+001, 4.2868484E+002, 7.3782272E+000, 2.9818203E+002, 3.3282855E+000, 1.6745523E+002, 1.7851219E+000, 1.3171412E+002, 1.1309185E+000, 9.2891309E+001, 7.7235357E-001
 1.7004535E+001, 1.0797378E+003, 4.1186868E+001, 1.0867810E+003, 2.6230736E+001, 4.9666651E+002, 7.8960127E+000, 4.0480222E+002, 3.8348117E+000, 3.3707650E+002, 4.1185226E+000, 3.2571578E+002, 5.2052535E+000, 3.8605369E+002, 4.8487778E+000, 2.5224947E+002, 2.7752585E+000, 1.6723240E+002, 1.4436432E+000
 1.8002405E+001, 1.0923102E+003, 4.0485799E+001, 1.0560362E+003, 3.6117775E+001, 9.2968412E+002, 2.0877480E+001, 3.8470820E+002, 5.0598693E+000, 3.4606518E+002, 3.1948670E+000, 2.4691063E+002, 2.2649959E+000, 1.9045695E+002, 1.9955457E+000, 1.9662200E+002, 2.1674848E+000, 2.2838538E+002, 2.6192211E+000
 1.9012073E+001, 9.1377247E+002, 3.7302317E+001, 1.0183110E+003, 2.9252320E+001, 6.4995321E+002, 1.4645646E+001, 6.9696133E+002, 1.3551508E+001, 2.6678307E+002, 5.2277834E+000, 2.6568510E+002, 3.0001706E+000, 2.2987716E+002, 2.0360424E+000, 1.8905730E+002, 1.7011084E+000, 1.3434102E+002, 1.3721718E+000
 2.0009352E+001, 3.1124418E+002, 1.4316301E+001, 2.8685961E+002, 1.1073027E+001, 5.8913614E+002, 1.3391547E+001, 5.9741740E+002, 1.0782860E+001, 5.8030912E+002, 8.6684401E+000, 4.7761204E+002, 6.2587341E+000, 2.0145917E+002, 2.2044503E+000, 2.3206155E+002, 1.9956369E+000, 1.5584289E+002, 1.3585938E+000
 2.1010132E+001, 6.6867881E+002, 2.5834056E+001, 4.3334944E+002, 7.7316634E+000, 1.9130588E+002, 2.2569567E+000, 1.3130815E+002, 1.3301401E+000, 1.9527053E+002, 2.1076877E+000, 3.0098560E+002, 3.8988226E+000, 2.9987321E+002, 3.9097263E+000, 1.7781956E+002, 1.8131060E+000, 2.2134974E+002, 1.9565401E+000
 2.2013550E+001, 2.7558278E+002, 2.8153406E+001, 7.1307725E+002, 2.3462173E+001, 2.2938543E+002, 3.8424452E+000, 8.1927311E+001, 9.3381415E-001, 5.7986309E+001, 5.2251075E-001, 1.0498078E+002, 8.6145007E-001, 1.1016004E+002, 8.2850405E-001, 8.8144179E+001, 7.6750507E-001, 1.1960472E+002, 9.9225527E-001
 2.3009357E+001, 3.4642694E+002, 1.6053861E+001, 2.5271131E+002, 1.6018271E+001, 6.9236306E+002, 1.9287959E+001, 2.6226049E+002, 4.2383178E+000, 6.8541872E+001, 9.1722536E-001, 5.7788415E+001, 4.5480562E-001, 8.0538081E+001, 6.3383517E-001, 5.7694276E+001, 3.4901935E-001, 7.3334933E+001, 4.7767198E-001
 2.4009730E+001, 5.7738244E+002, 1.5208561E+001, 2.8503857E+002, 5.3837612E+000, 2.1962395E+002, 4.3799247E+000, 2.4242143E+002, 6.0256437E+000, 2.4156460E+002, 2.8617538E+000, 1.0289210E+002, 9.9957589E-001, 6.0839415E+001, 4.6531210E-001, 7.4626055E+001, 5.3047101E-001, 4.8136745E+001, 2.3595662E-001
 2.5006656E+001, 9.5342676E+002, 2.4983627E+001, 4.3994388E+002, 7.4237581E+000, 2.5342771E+002, 2.7901863E+000, 1.5193225E+002, 1.9546248E+000, 1.5070285E+002, 1.8187601E+000, 2.2644002E+002, 2.0030040E+000, 2.2726537E+002, 1.7233329E+000, 6.4856866E+001, 3.6451518E-001, 6.7723655E+001, 4.4280074E-001
 2.6009434E+001, 9.6488181E+002, 3.7490009E+001, 4.2756377E+002, 1.1982443E+001, 3.3434934E+002, 3.7614255E+000, 7.8678195E+001, 9.0872993E-001, 9.6244119E+001, 1.0534432E+000, 1.2890502E+002, 1.2323484E+000, 1.4766931E+002, 1.2480971E+000, 1.4856936E+002, 1.1414715E+000, 8.7460150E+001, 4.9907136E-001
 2.7010246E+001, 1.0002880E+003, 3.6124901E+001, 8.7423996E+002, 2.8737149E+001, 4.7202128E+002, 1.2343800E+001, 1.7616583E+002, 2.8207301E+000, 5.9064795E+001, 8.3070940E-001, 7.8253581E+001, 7.1813224E-001, 1.1118296E+002, 9.9313315E-001, 1.1331623E+002, 7.6396296E-001, 8.5174598E+001, 5.3038565E-001
 2.8005386E+001, 8.7875751E+002, 3.1403290E+001, 8.9906265E+002, 2.1019556E+001, 8.6101868E+002, 1.2360950E+001, 6.2193187E+002, 7.6694157E+000, 3.4524551E+002, 3.5356438E+000, 1.0994249E+002, 9.1042262E-001, 5.5755527E+001, 4.4446430E-001, 7.9971270E+001, 6.9269327E-001, 1.0633263E+002, 6.9162159E-001
 2.9001261E+001, 9.7537790E+002, 3.7010310E+001, 4.0293484E+002, 1.2725586E+001, 5.8242384E+002, 7.0654741E+000, 3.9785152E+002, 4.1735117E+000, 3.6904449E+002, 3.8144709E+000, 2.7928235E+002, 3.0668605E+000, 2.2651655E+002, 2.3967965E+000, 8.7941684E+001, 6.1538258E-001, 7.7884415E+001, 6.0712597E-001
 3.0008894E+001, 5.5728873E+002, 3.1487415E+001, 8.8616798E+002, 3.1402172E+001, 7.7770621E+002, 1.3733943E+001, 3.3026857E+002, 2.8950703E+000, 1.4586477E+002, 1.3639380E+000, 1.4710855E+002, 1.3479118E+000, 1.5861603E+002, 1.6535795E+000, 1.9073205E+002, 2.0942300E+000, 1.1792616E+002, 1.1550751E+000
 3.1001708E+001, 9.1855045E+002, 3.0837026E+001, 5.2625633E+002, 1.5221771E+001, 4.3993961E+002, 1.3236546E+001, 6.5217826E+002, 1.0358254E+001, 4.9747381E+002, 5.9350563E+000, 1.4421957E+002, 1.2379985E+000, 9.4811319E+001, 8.1785553E-001, 1.1819603E+002, 9.5795937E-001, 1.1310397E+002, 1.0510526E+000
 3.2011197E+001, 3.2477084E+002, 2.0884321E+001, 7.1627206E+002, 1.6189358E+001, 4.2048893E+002, 5.1469428E+000, 2.7437592E+002, 3.1776753E+000, 2.6989323E+002, 3.1897622E+000, 2.6356981E+002, 2.5824598E+000, 7.8718208E+001, 5.7045560E-001, 6.7622613E+001, 4.8488099E-001, 8.4197962E+001, 6.1349385E-001
 3.3004531E+001, 9.0279780E+002, 3.5612865E+001, 8.0403436E+002, 1.6395368E+001, 4.0325148E+002, 5.0677687E+000, 1.3613641E+002, 1.4549173E+000, 1.6433087E+002, 1.5763188E+000, 1.8584365E+002, 1.8183047E+000, 1.3202159E+002, 1.1631918E+000, 9.1406177E+001, 6.1763786E-001, 4.0490148E+001, 1.9544147E-001
 3.4014774E+001, 5.7066688E+002, 2.7051028E+001, 6.3109563E+002, 2.0650279E+001, 6.7538202E+002, 1.2489422E+001, 1.7881937E+002, 2.0577301E+000, 1.6882539E+002, 1.5999088E+000, 1.2627240E+002, 9.7970662E-001, 1.3503272E+002, 1.1927325E+000, 1.1292160E+002, 9.6682740E-001, 8.5397943E+001, 5.5978034E-001
 3.5005983E+001, 5.6779657E+002, 2.6648659E+001, 2.7117277E+002, 1.4708063E+001, 4.6297308E+002, 1.1651543E+001, 5.2269722E+002, 6.1339122E+000, 1.7054835E+002, 1.6709211E+000, 1.5515349E+002, 1.4977094E+000, 1.4399132E+002, 1.1409421E+000, 1.2355307E+002, 9.9077714E-001, 9.5998377E+001, 8.0370992E-001
 3.6007163E+001, 5.2521284E+002, 2.1405705E+001, 4.2034941E+002, 9.5741832E+000, 3.9081044E+002, 7.8091991E+000, 4.4331066E+002, 7.2594070E+000, 3.9718319E+002, 4.9727813E+000, 2.8103153E+002, 2.4805916E+000, 1.7906618E+002, 1.4029999E+000, 1.3563379E+002, 1.0305834E+000, 1.2840297E+002, 1.0469443E+000
 3.7011087E+001, 6.6497762E+002, 2.9146355E+001, 6.0951415E+002, 1.7537606E+001, 2.0324407E+002, 3.5696493E+000, 2.6761188E+002, 2.7520355E+000, 1.8669697E+002, 1.9253562E+000, 1.6883896E+002, 1.9671796E+000, 2.2110665E+002, 2.1497338E+000, 1.9985041E+002, 1.7568595E+000, 1.3315601E+002, 9.1871834E-001
 3.8010155E+001, 4.0524462E+002, 2.3139208E+001, 5.5308868E+002, 2.0197457E+001, 6.1108085E+002, 1.2963977E+001, 2.1448579E+002, 2.8087055E+000, 9.5490779E+001, 9.1226623E-001, 8.4982632E+001, 6.7185140E-001, 9.4715636E+001, 8.6619219E-001, 1.6165554E+002, 1.6453387E+000, 1.6559625E+002, 1.6851355E+000
 3.9003093E+001, 4.0404212E+002, 1.9056743E+001, 2.9881649E+002, 1.2984761E+001, 3.3753788E+002, 1.0969414E+001, 5.2909856E+002, 8.7786506E+000, 2.0787964E+002, 2.6924646E+000, 5.9715171E+001, 6.2119447E-001, 6.5948667E+001, 4.7443815E-001, 8.6286273E+001, 6.8022377E-001, 1.0364533E+002, 9.0449641E-001
 4.0001627E+001, 5.2986312E+002, 2.1903887E+001, 2.5469213E+002, 7.8017972E+000, 9.7998382E+001, 2.2643067E+000, 1.6927085E+002, 2.3356438E+000, 2.7369874E+002, 3.1763158E+000, 2.0290539E+002, 2.0940506E+000, 1.0102209E+002, 9.3851604E-001, 6.5292184E+001, 4.2214647E-001, 8.0999478E+001, 5.8851137E-001
 4.1006192E+001, 6.3987624E+002, 2.4722336E+001, 3.9613526E+002, 1.0353058E+001, 4.1707572E+002, 5.2300234E+000, 7.3513102E+001, 9.3648952E-001, 1.2668965E+002, 1.3100646E+000, 1.6479521E+002, 1.6297224E+000, 1.4643812E+002, 1.4157783E+000, 8.5010359E+001, 5.7175313E-001, 6.6871357E+001, 3.9251614E-001
 4.2008989E+001, 6.2950027E+002, 2.8790550E+001, 6.6777782E+002, 1.8539051E+001, 3.3181415E+002, 5.2038967E+000, 2.4853062E+002, 2.2491427E+000, 1.0482329E+002, 7.6444144E-001, 1.0638577E+002, 8.4417475E-001, 1.1472575E+002, 9.8508550E-001, 8.3737690E+001, 6.5774907E-001, 1.5249557E+002, 8.7341460E-001
 4.3011557E+001, 8.7379423E+002, 3.3374157E+001, 3.0516676E+002, 1.0833187E+001, 4.4874377E+002, 8.2041770E+000, 2.1974469E+002, 3.4837888E+000, 1.6351941E+002, 1.6371122E+000, 1.2445662E+002, 9.4117999E-001, 8.1344510E+001, 5.8442964E-001, 1.0973174E+002, 8.4728617E-001, 8.0629474E+001, 6.1448030E-001
 4.4007445E+001, 5.9617487E+002, 2.1614067E+001, 7.5604964E+002, 1.9904179E+001, 4.2962971E+002, 6.5415409E+000, 3.7897325E+002, 4.2308340E+000, 2.1526684E+002, 2.1729049E+000, 9.2124828E+001, 7.4477048E-001, 9.3444522E+001, 6.9415095E-001, 7.7896504E+001, 4.7724499E-001, 8.0650569E+001, 5.8265195E-001
 4.5006670E+001, 1.0451158E+003, 3.3905258E+001, 3.2408976E+002, 7.0829811E+000, 2.5279308E+002, 3.5871406E+000, 2.1468810E+002, 2.2823662E+000, 1.8156590E+002, 2.0848434E+000, 1.8806519E+002, 1.8966415E+000, 8.9375093E+001, 6.9064535E-001, 6.8702434E+001, 4.0510828E-001, 7.1222859E+001, 3.7675941E-001
 4.6001861E+001, 6.1223337E+002, 3.1805536E+001, 7.2806685E+002, 1.8614626E+001, 1.5171163E+002, 2.5271597E+000, 8.9056412E+001, 8.4856455E-001, 1.1981255E+002, 1.0775675E+000, 8.2503525E+001, 8.2203428E-001, 1.4949251E+002, 1.3512394E+000, 1.0838507E+002, 5.7959371E-001, 5.6029398E+001, 2.6339298E-001
 4.7003678E+001, 4.5826448E+002, 2.5210127E+001, 8.0997522E+002, 2.7440929E+001, 4.8048743E+002, 1.3796944E+001, 1.4455827E+002, 2.1931515E+000, 5.9898887E+001, 7.2673062E-001, 6.8754413E+001, 5.6807584E-001, 6.7600640E+001, 5.9799345E-001, 8.9437593E+001, 7.6811623E-001, 1.1433157E+002, 8.1680793E-001
 4.8005419E+001, 7.2426589E+002, 2.1308423E+001, 1.1620936E+002, 5.5637569E+000, 1.5337556E+002, 4.2654655E+000, 2.7223549E+002, 5.5875588E+000, 1.2238943E+002, 1.5200291E+000, 6.7004583E+001, 5.6369293E-001, 5.1766235E+001, 3.5376832E-001, 4.4452932E+001, 3.1438632E-001, 5.9836921E+001, 4.5635093E-001
 4.9008207E+001, 7.0057816E+002, 2.8215577E+001, 6.8934512E+002, 1.5442789E+001, 1.5985142E+002, 2.7414585E+000, 1.4918193E+002, 1.9356883E+000, 2.1048401E+002, 2.3572735E+000, 1.4419597E+002, 1.2817306E+000, 7.0999864E+001, 4.2202127E-001, 4.8206330E+001, 2.6838289E-001, 3.2386770E+001, 1.5969378E-001
 5.0015655E+001, 9.7951119E+002, 3.4970540E+001, 2.6319858E+002, 9.7117043E+000, 3.9833689E+002, 5.8656847E+000, 1.3023355E+002, 1.6573344E+000, 1.3869125E+002, 1.3934702E+000, 1.4851979E+002, 1.6031779E+000, 1.1977666E+002, 1.0366315E+000, 7.6067165E+001, 4.5071863E-001, 4.0546157E+001, 1.8125939E-001
 5.1012626E+001, 4.4722046E+002, 2.5290610E+001, 4.8915621E+002, 2.0437311E+001, 2.8211927E+002, 9.2168966E+000, 4.9211948E+002, 5.2237952E+000, 1.5463104E+002, 1.3912218E+000, 1.7148205E+002, 1.4121999E+000, 1.4814041E+002, 1.4324591E+000, 1.2490705E+002, 1.0845079E+000, 8.8161795E+001, 5.2096553E-001
 5.2010668E+001, 6.9869216E+002, 3.3728702E+001, 5.9751059E+002, 1.7622242E+001, 3.9651117E+002, 8.0258009E+000, 3.8829083E+002, 8.1323114E+000, 5.0994285E+002, 5.7585319E+000, 3.2174665E+002, 3.0685360E+000, 2.1236068E+002, 1.8400725E+000, 1.5939719E+002, 1.4540513E+000, 1.2710732E+002, 1.0750401E+000
 5.3001972E+001, 3.7938866E+002, 1.9807598E+001, 4.2516926E+002, 1.7015601E+001, 6.8009871E+002, 1.4941869E+001, 3.9868099E+002, 4.8185726E+000, 8.4692172E+001, 1.0542738E+000, 1.6377828E+002, 1.7517272E+000, 2.8927819E+002, 2.8900286E+000, 2.3232825E+002, 2.1913036E+000, 2.0981084E+002, 1.9262828E+000
 5.4012209E+001, 6.9736438E+002, 3.0556522E+001, 6.3787006E+002, 1.9767841E+001, 3.3810129E+002, 6.7014921E+000, 3.6079139E+002, 4.8639556E+000, 2.2914046E+002, 2.6419327E+000, 1.9204447E+002, 1.8235648E+000, 1.5763660E+002, 1.3259086E+000, 1.8082660E+002, 1.6034349E+000, 1.8270747E+002, 1.6521293E+000
 5.5014551E+001, 5.5609033E+002, 2.4172296E+001, 3.9998891E+002, 1.3595423E+001, 4.8307210E+002, 1.0261926E+001, 4.0598222E+002, 4.8309606E+000, 1.1232993E+002, 1.0818757E+000, 1.7214583E+002, 1.5654898E+000, 1.7522279E+002, 1.5169966E+000, 1.1249036E+002, 8.6418744E-001, 1.5744717E+002, 1.2105268E+000
 5.6012416E+001, 8.9512201E+002, 3.0105966E+001, 3.4437599E+002, 1.4156292E+001, 2.8096234E+002, 6.1921574E+000, 3.5935131E+002, 3.9310761E+000, 3.2984426E+002, 3.1282122E+000, 1.4202422E+002, 1.0592396E+000, 1.1269038E+002, 9.0924727E-001, 1.4400504E+002, 1.2393182E+000, 9.1422801E+001, 7.1800655E-001
 5.7014521E+001, 8.4378036E+002, 3.3885039E+001, 7.3640406E+002, 1.5665623E+001, 3.9740284E+002, 6.3470846E+000, 3.5243763E+002, 4.8064393E+000, 4.0041735E+002, 3.8379874E+000, 2.4092177E+002, 2.0861886E+000, 1.3507547E+002, 1.0688326E+000, 9.0948722E+001, 6.6235620E-001, 9.6698125E+001, 8.2556348E-001
 5.8010902E+001, 5.7416544E+002, 2.0947554E+001, 5.9143665E+002, 1.8996988E+001, 7.4248802E+002, 1.4127409E+001, 4.5949148E+002, 4.7823429E+000, 1.9129106E+002, 1.9304018E+000, 2.5673323E+002, 2.5407410E+000, 2.2209376E+002, 2.1163890E+000, 1.5364405E+002, 1.1990366E+000, 9.4454872E+001, 6.2890882E-001
 5.9013028E+001, 8.4724773E+002, 3.3016384E+001, 3.4061378E+002, 9.6698677E+000, 2.8690979E+002, 4.9447410E+000, 4.1641415E+002, 5.9038846E+000, 3.7641432E+002, 3.3011646E+000, 1.5769434E+002, 1.3432381E+000, 1.2929971E+002, 1.0695461E+000, 1.3352305E+002, 1.2782485E+000, 1.5034234E+002, 1.3294349E+000
 6.0000217E+001, 3.7256658E+002, 1.6209834E+001, 4.0458458E+002, 1.5086903E+001, 1.7949681E+002, 6.2339890E+000, 1.0684647E+002, 2.2991746E+000, 1.9098725E+002, 2.1902075E+000, 2.1685721E+002, 1.9412405E+000, 1.5355330E+002, 1.1947666E+000, 1.2974618E+002, 9.5590692E-001, 1.1237042E+002, 7.9102041E-001
 6.1008912E+001, 7.8115770E+002, 3.1236516E+001, 2.4749919E+002, 8.6204466E+000, 2.3072405E+002, 3.6822893E+000, 1.0955174E+002, 2.2389943E+000, 1.0683127E+002, 1.3554332E+000, 1.4169634E+002, 1.3230651E+000, 1.4807868E+002, 1.3247998E+000, 1.5250499E+002, 1.2304567E+000, 1.1696163E+002, 9.3351026E-001
 6.2002822E+001, 8.1381134E+002, 2.9385841E+001, 6.3719012E+002, 1.7999658E+001, 3.0431291E+002, 5.2737558E+000, 1.4929344E+002, 1.7348052E+000, 1.0400314E+002, 9.5409334E-001, 1.2016204E+002, 9.2711730E-001, 1.5976335E+002, 1.1708211E+000, 9.8169094E+001, 7.2882205E-001, 1.2394651E+002, 1.0011558E+000
 6.3009056E+001, 5.1609008E+002, 2.6402923E+001, 5.7645323E+002, 2.0368026E+001, 4.3817873E+002, 8.4024919E+000, 2.7071266E+002, 2.9445290E+000, 1.0319548E+002, 1.0733516E+000, 1.4213679E+002, 1.2506036E+000, 1.5569385E+002, 1.1027032E+000, 1.3311160E+002, 9.6402793E-001, 1.0416199E+002, 6.8871263E-001
 6.4013080E+001, 6.5424605E+002, 2.5185156E+001, 4.0280706E+002, 1.0506827E+001, 4.0932276E+002, 8.3124079E+000, 2.4284819E+002, 4.4335531E+000, 3.4256048E+002, 3.5746985E+000, 1.7045267E+002, 1.6461230E+000, 1.3980512E+002, 1.1964375E+000, 1.3183562E+002, 1.0789723E+000, 1.1822980E+002, 8.7401825E-001
 6.5001416E+001, 7.8113138E+002, 3.2633617E+001, 7.8773536E+002, 2.2369844E+001, 5.0645305E+002, 7.3323993E+000, 2.2154611E+002, 2.2797669E+000, 2.1669004E+002, 2.3101265E+000, 2.2205527E+002, 2.3938001E+000, 2.1846779E+002, 2.1556325E+000, 1.5463200E+002, 1.3913590E+000, 1.2436446E+002, 9.2310200E-001
 6.6009908E+001, 1.0391207E+003, 3.5894026E+001, 6.7073512E+002, 1.8977271E+001, 7.2903122E+002, 1.3365266E+001, 3.6927276E+002, 4.5150346E+000, 1.7908775E+002, 1.6818251E+000, 1.6598515E+002, 1.5488408E+000, 1.0270639E+002, 9.8344122E-001, 1.3591575E+002, 1.3788016E+000, 1.3950051E+002, 1.3513542E+000
 6.7001949E+001, 9.3384734E+002, 3.1300061E+001, 8.0810254E+002, 1.9543350E+001, 5.2729962E+002, 9.8379512E+000, 3.8783750E+002, 4.8741187E+000, 3.1002201E+002, 2.8509070E+000, 2.6746031E+002, 2.1635484E+000, 9.4820076E+001, 7.6256529E-001, 6.1149259E+001, 4.7066251E-001, 9.1684790E+001, 8.0670734E-001
 6.8000809E+001, 6.3504129E+002, 2.5828611E+001, 5.2643240E+002, 1.3443885E+001, 2.5456795E+002, 4.3145963E+000, 2.5635617E+002, 3.7162787E+000, 2.9687870E+002, 3.3876628E+000, 3.1901563E+002, 2.8876309E+000, 2.8213358E+002, 2.2961731E+000, 8.6414248E+001, 5.2898580E-001, 5.7222361E+001, 3.3253503E-001
 6.9013424E+001, 1.1355873E+003, 3.2158557E+001, 5.0900968E+002, 1.2532588E+001, 3.2789432E+002, 7.4793001E+000, 3.0357758E+002, 4.4455052E+000, 2.0381543E+002, 2.3013984E+000, 1.9877708E+002, 2.0524151E+000, 2.3023661E+002, 2.4135351E+000, 1.4222193E+002, 1.3281837E+000, 1.4932127E+002, 9.9144239E-001
 7.0012418E+001, 1.0334300E+003, 3.7148172E+001, 5.5803907E+002, 1.0931614E+001, 2.6582974E+002, 3.6233078E+000, 2.1029622E+002, 2.8048292E+000, 3.0605983E+002, 2.9908356E+000, 1.7169964E+002, 1.8034355E+000, 1.4558636E+002, 1.3131083E+000, 1.8129684E+002, 1.7091591E+000, 1.8141975E+002, 1.6685714E+000
 7.1002597E+001, 7.1583772E+002, 3.2399524E+001, 8.8041058E+002, 2.0708213E+001, 2.1162270E+002, 4.2160954E+000, 8.6875901E+001, 1.3414689E+000, 1.1912879E+002, 1.1685402E+000, 1.6202271E+002, 1.3878736E+000, 7.8813479E+001, 6.1605055E-001, 1.1588984E+002, 8.3399900E-001, 1.4310262E+002, 1.1523787E+000
