m,C,C,C,C,C,C,C,C
 5.5929648E+000, 2.0005833E+001, 2.0019618E+001, 2.0046826E+001, 2.0086314E+001, 2.0131148E+001, 2.0175393E+001, 2.0218342E+001, 0.0000000E+000
 5.6030151E+000, 2.0006009E+001, 2.0020279E+001, 2.0048794E+001, 2.0090260E+001, 2.0137166E+001, 2.0183215E+001, 2.0227259E+001, 0.0000000E+000
 5.6130653E+000, 2.0006208E+001, 2.0020976E+001, 2.0050901E+001, 2.0094424E+001, 2.0143766E+001, 2.0191574E+001, 2.0236651E+001, 0.0000000E+000
 5.6231156E+000, 2.0006426E+001, 2.0021756E+001, 2.0053188E+001, 2.0098996E+001, 2.0150737E+001, 2.0200491E+001, 2.0246575E+001, 0.0000000E+000
 5.6331658E+000, 2.0006679E+001, 2.0022590E+001, 2.0055657E+001, 2.0103848E+001, 2.0158458E+001, 2.0210082E+001, 2.0257080E+001, 0.0000000E+000
 5.6432161E+000, 2.0006960E+001, 2.0023541E+001, 2.0058381E+001, 2.0109241E+001, 2.0166682E+001, 2.0220378E+001, 2.0268217E+001, 0.0000000E+000
 5.6532663E+000, 2.0007290E+001, 2.0024570E+001, 2.0061339E+001, 2.0115004E+001, 2.0175909E+001, 2.0231540E+001, 2.0280081E+001, 0.0000000E+000
 5.6633166E+000, 2.0007663E+001, 2.0025762E+001, 2.0064665E+001, 2.0121503E+001, 2.0185829E+001, 2.0243611E+001, 2.0292707E+001, 0.0000000E+000
 5.6733668E+000, 2.0008104E+001, 2.0027068E+001, 2.0068295E+001, 2.0128507E+001, 2.0197123E+001, 2.0256828E+001, 2.0306254E+001, 0.0000000E+000
 5.6834171E+000, 2.0008606E+001, 2.0028594E+001, 2.0072455E+001, 2.0136527E+001, 2.0209382E+001, 2.0271233E+001, 2.0320741E+001, 0.0000000E+000
 5.6934673E+000, 2.0009201E+001, 2.0030283E+001, 2.0077017E+001, 2.0145244E+001, 2.0223614E+001, 2.0287198E+001, 2.0336400E+001, 0.0000000E+000
 5.7035176E+000, 2.0009881E+001, 2.0032271E+001, 2.0082326E+001, 2.0155393E+001, 2.0239180E+001, 2.0304756E+001, 2.0353252E+001, 0.0000000E+000
 5.7135678E+000, 2.0010687E+001, 2.0034489E+001, 2.0088213E+001, 2.0166577E+001, 2.0257672E+001, 2.0324496E+001, 2.0371597E+001, 0.0000000E+000
 5.7236181E+000, 2.0011607E+001, 2.0037106E+001, 2.0095161E+001, 2.0179940E+001, 2.0278100E+001, 2.0346402E+001, 2.0391501E+001, 0.0000000E+000
 5.7336683E+000, 2.0012694E+001, 2.0040035E+001, 2.0103018E+001, 2.0194889E+001, 2.0303257E+001, 2.0371466E+001, 2.0413314E+001, 0.0000000E+000
 5.7437186E+000, 2.0013928E+001, 2.0043490E+001, 2.0112401E+001, 2.0213398E+001, 2.0331419E+001, 2.0399606E+001, 2.0437198E+001, 0.0000000E+000
 5.7537688E+000, 2.0015378E+001, 2.0047356E+001, 2.0123292E+001, 2.0234947E+001, 2.0367373E+001, 2.0432439E+001, 2.0463548E+001, 0.0000000E+000
 5.7638191E+000, 2.0017011E+001, 2.0051903E+001, 2.0136478E+001, 2.0262474E+001, 2.0408294E+001, 2.0469889E+001, 2.0492689E+001, 0.0000000E+000
 5.7738693E+000, 2.0018916E+001, 2.0056978E+001, 2.0152599E+001, 2.0298682E+001, 2.0461841E+001, 2.0514538E+001, 2.0525054E+001, 0.0000000E+000
 5.7839196E+000, 2.0021038E+001, 2.0062915E+001, 2.0172754E+001, 2.0420579E+001, 2.0520132E+001, 2.0566860E+001, 2.0561240E+001, 0.0000000E+000
 5.7939698E+000, 2.0023492E+001, 2.0069521E+001, 2.0215991E+001, 2.1192058E+001, 2.0616001E+001, 2.0631303E+001, 2.0601844E+001, 0.0000000E+000
 5.8040201E+000, 2.0026197E+001, 2.0077187E+001, 2.0608961E+001, 2.2688736E+001, 2.1050444E+001, 2.0710840E+001, 2.0648138E+001, 0.0000000E+000
 5.8140704E+000, 2.0029286E+001, 2.0085683E+001, 2.1441354E+001, 2.4499181E+001, 2.2444907E+001, 2.0812668E+001, 2.0701291E+001, 0.0000000E+000
 5.8241206E+000, 2.0032658E+001, 2.0095476E+001, 2.2468719E+001, 2.5878072E+001, 2.4108260E+001, 2.1005102E+001, 2.0763240E+001, 0.0000000E+000
 5.8341709E+000, 2.0036455E+001, 2.0106251E+001, 2.3831876E+001, 2.7430954E+001, 2.6693721E+001, 2.1561749E+001, 2.0834832E+001, 0.0000000E+000
 5.8442211E+000, 2.0040558E+001, 2.0118650E+001, 2.5940360E+001, 2.9978752E+001, 3.0880212E+001, 2.2231844E+001, 2.0921655E+001, 0.0000000E+000
 5.8542714E+000, 2.0045110E+001, 2.0132152E+001, 2.8635633E+001, 3.4289414E+001, 3.5867879E+001, 2.3033490E+001, 2.1025714E+001, 0.0000000E+000
 5.8643216E+000, 2.0049982E+001, 2.0147753E+001, 3.2258788E+001, 3.9727032E+001, 4.0687335E+001, 2.4634458E+001, 2.1156068E+001, 0.0000000E+000
 5.8743719E+000, 2.0055309E+001, 2.0164534E+001, 3.6618867E+001, 4.5157182E+001, 4.5901424E+001, 2.7013794E+001, 2.1319331E+001, 0.0000000E+000
 5.8844221E+000, 2.0060957E+001, 2.0184158E+001, 4.0732154E+001, 4.9728408E+001, 5.1750067E+001, 3.1974197E+001, 2.1532654E+001, 0.0000000E+000
 5.8944724E+000, 2.0067061E+001, 2.0205025E+001, 4.4131067E+001, 5.3703999E+001, 5.6930530E+001, 3.8197778E+001, 2.1845775E+001, 0.0000000E+000
 5.9045226E+000, 2.0073486E+001, 2.0230026E+001, 4.7527583E+001, 5.7939594E+001, 6.1576987E+001, 4.3023714E+001, 2.2469097E+001, 0.0000000E+000
 5.9145729E+000, 2.0080363E+001, 2.0256565E+001, 5.1199174E+001, 6.2067710E+001, 6.6688349E+001, 4.7722584E+001, 2.3630361E+001, 0.0000000E+000
 5.9246231E+000, 2.0087601E+001, 2.0289854E+001, 5.4920403E+001, 6.5568420E+001, 7.1116993E+001, 5.2403226E+001, 2.6002483E+001, 0.0000000E+000
 5.9346734E+000, 2.0095430E+001, 2.0326411E+001, 5.7869170E+001, 6.8530810E+001, 7.5029854E+001, 5.7538315E+001, 2.8919448E+001, 0.0000000E+000
 5.9447236E+000, 2.0103797E+001, 2.0373394E+001, 6.0556881E+001, 7.1488198E+001, 7.8345917E+001, 6.4309371E+001, 3.1383751E+001, 0.0000000E+000
 5.9547739E+000, 2.0112788E+001, 2.0465746E+001, 6.3271059E+001, 7.4809363E+001, 8.0824985E+001, 7.1267775E+001, 3.3804454E+001, 0.0000000E+000
 5.9648241E+000, 2.0122448E+001, 2.0900057E+001, 6.5639523E+001, 7.7686140E+001, 8.3292195E+001, 7.6721184E+001, 3.7313439E+001, 0.0000000E+000
 5.9748744E+000, 2.0132983E+001, 2.1780797E+001, 6.8036510E+001, 8.0365151E+001, 8.6134886E+001, 8.1738047E+001, 4.2796142E+001, 0.0000000E+000
 5.9849246E+000, 2.0144418E+001, 2.3081188E+001, 7.0274530E+001, 8.2903373E+001, 8.8609961E+001, 8.5547783E+001, 4.9153275E+001, 0.0000000E+000
 5.9949749E+000, 2.0157298E+001, 2.5189659E+001, 7.2390335E+001, 8.5583065E+001, 9.1221575E+001, 8.8821770E+001, 5.5412882E+001, 0.0000000E+000
 6.0050251E+000, 2.0171592E+001, 2.6997470E+001, 7.4211209E+001, 8.7856043E+001, 9.3517929E+001, 9.1995136E+001, 6.0898178E+001, 0.0000000E+000
 6.0150754E+000, 2.0188241E+001, 2.9263497E+001, 7.5744328E+001, 8.9740985E+001, 9.5550715E+001, 9.5154282E+001, 6.6164236E+001, 0.0000000E+000
 6.0251256E+000, 2.0207170E+001, 3.2565057E+001, 7.7151478E+001, 9.1651061E+001, 9.7648923E+001, 9.8324993E+001, 7.2174613E+001, 0.0000000E+000
 6.0351759E+000, 2.0235615E+001, 3.6751894E+001, 7.8611021E+001, 9.3759253E+001, 9.9664408E+001, 1.0129386E+002, 7.7909209E+001, 0.0000000E+000
 6.0452261E+000, 2.0350937E+001, 3.9962052E+001, 8.0261244E+001, 9.5640843E+001, 1.0173743E+002, 1.0391039E+002, 8.3691593E+001, 0.0000000E+000
 6.0552764E+000, 2.0546762E+001, 4.2208142E+001, 8.2062061E+001, 9.7414567E+001, 1.0377644E+002, 1.0638899E+002, 8.9486831E+001, 0.0000000E+000
 6.0653266E+000, 2.0707827E+001, 4.4501760E+001, 8.3981912E+001, 9.9150865E+001, 1.0563570E+002, 1.0904752E+002, 9.4763959E+001, 0.0000000E+000
 6.0753769E+000, 2.0949795E+001, 4.6484547E+001, 8.5990046E+001, 1.0090607E+002, 1.0734626E+002, 1.1146107E+002, 9.9558111E+001, 0.0000000E+000
 6.0854271E+000, 2.1489422E+001, 4.8190471E+001, 8.7619087E+001, 1.0262923E+002, 1.0909197E+002, 1.1386120E+002, 1.0384701E+002, 0.0000000E+000
 6.0954774E+000, 2.2521116E+001, 4.9757552E+001, 8.9355008E+001, 1.0437281E+002, 1.1083941E+002, 1.1624874E+002, 1.0805206E+002, 0.0000000E+000
 6.1055276E+000, 2.3543521E+001, 5.1428590E+001, 9.1337347E+001, 1.0607287E+002, 1.1261469E+002, 1.1862254E+002, 1.1279897E+002, 0.0000000E+000
 6.1155779E+000, 2.4331287E+001, 5.3116172E+001, 9.3293825E+001, 1.0774905E+002, 1.1434083E+002, 1.2112171E+002, 1.1765744E+002, 0.0000000E+000
 6.1256281E+000, 2.5297759E+001, 5.4412855E+001, 9.4914831E+001, 1.0941226E+002, 1.1607942E+002, 1.2352182E+002, 1.2269085E+002, 0.0000000E+000
 6.1356784E+000, 2.6526664E+001, 5.5658939E+001, 9.6426404E+001, 1.1101644E+002, 1.1780985E+002, 1.2574105E+002, 1.2824940E+002, 0.0000000E+000
 6.1457286E+000, 2.7893611E+001, 5.6992855E+001, 9.7999890E+001, 1.1253748E+002, 1.1950536E+002, 1.2784630E+002, 1.3269298E+002, 0.0000000E+000
 6.1557789E+000, 2.9281998E+001, 5.8277203E+001, 9.9560063E+001, 1.1407918E+002, 1.2119503E+002, 1.2993502E+002, 1.3655325E+002, 0.0000000E+000
 6.1658291E+000, 3.0806223E+001, 5.9582510E+001, 1.0107479E+002, 1.1565262E+002, 1.2289567E+002, 1.3197032E+002, 1.4018052E+002, 0.0000000E+000
 6.1758794E+000, 3.2389727E+001, 6.0769577E+001, 1.0260516E+002, 1.1726958E+002, 1.2459640E+002, 1.3397010E+002, 1.4328953E+002, 0.0000000E+000
 6.1859296E+000, 3.4054484E+001, 6.2085886E+001, 1.0413782E+002, 1.1892056E+002, 1.2631120E+002, 1.3602486E+002, 1.4669615E+002, 0.0000000E+000
 6.1959799E+000, 3.5703280E+001, 6.3587153E+001, 1.0570829E+002, 1.2055267E+002, 1.2809084E+002, 1.3815502E+002, 1.5015228E+002, 0.0000000E+000
 6.2060302E+000, 3.7533509E+001, 6.4817830E+001, 1.0731436E+002, 1.2219126E+002, 1.2991866E+002, 1.4028382E+002, 1.5333732E+002, 0.0000000E+000
 6.2160804E+000, 3.9601216E+001, 6.5884517E+001, 1.0898225E+002, 1.2384330E+002, 1.3178373E+002, 1.4247326E+002, 1.5631291E+002, 0.0000000E+000
 6.2261307E+000, 4.1824356E+001, 6.6949441E+001, 1.1065458E+002, 1.2548022E+002, 1.3369836E+002, 1.4472035E+002, 1.5906748E+002, 0.0000000E+000
 6.2361809E+000, 4.3906299E+001, 6.8005816E+001, 1.1234473E+002, 1.2714951E+002, 1.3567799E+002, 1.4698934E+002, 1.6173001E+002, 0.0000000E+000
 6.2462312E+000, 4.5263459E+001, 6.9101769E+001, 1.1400598E+002, 1.2886567E+002, 1.3766082E+002, 1.4923645E+002, 1.6432640E+002, 0.0000000E+000
 6.2562814E+000, 4.6379867E+001, 7.0223786E+001, 1.1567956E+002, 1.3067568E+002, 1.3964277E+002, 1.5147068E+002, 1.6700214E+002, 0.0000000E+000
 6.2663317E+000, 4.7658298E+001, 7.1437994E+001, 1.1738963E+002, 1.3261720E+002, 1.4163087E+002, 1.5369373E+002, 1.6974524E+002, 0.0000000E+000
 6.2763819E+000, 4.8935475E+001, 7.2766656E+001, 1.1917622E+002, 1.3465449E+002, 1.4365099E+002, 1.5590735E+002, 1.7256038E+002, 0.0000000E+000
 6.2864322E+000, 5.0716621E+001, 7.4157813E+001, 1.2109040E+002, 1.3676337E+002, 1.4576669E+002, 1.5810902E+002, 1.7540580E+002, 0.0000000E+000
 6.2964824E+000, 5.3159886E+001, 7.5587127E+001, 1.2313466E+002, 1.3897843E+002, 1.4798177E+002, 1.6026823E+002, 1.7826763E+002, 0.0000000E+000
 6.3065327E+000, 5.5912001E+001, 7.7121821E+001, 1.2527005E+002, 1.4127349E+002, 1.5028269E+002, 1.6240919E+002, 1.8112269E+002, 0.0000000E+000
 6.3165829E+000, 5.9315908E+001, 7.8850678E+001, 1.2749102E+002, 1.4366402E+002, 1.5263459E+002, 1.6450571E+002, 1.8399658E+002, 0.0000000E+000
 6.3266332E+000, 6.3194197E+001, 8.0845511E+001, 1.2984151E+002, 1.4619685E+002, 1.5502834E+002, 1.6664306E+002, 1.8692442E+002, 0.0000000E+000
 6.3366834E+000, 6.7778612E+001, 8.3146105E+001, 1.3235833E+002, 1.4884067E+002, 1.5744500E+002, 1.6882090E+002, 1.8994923E+002, 0.0000000E+000
 6.3467337E+000, 7.2517207E+001, 8.5735392E+001, 1.3501134E+002, 1.5156507E+002, 1.5990004E+002, 1.7101528E+002, 1.9306056E+002, 0.0000000E+000
 6.3567839E+000, 7.7838298E+001, 8.8399857E+001, 1.3790107E+002, 1.5440529E+002, 1.6245421E+002, 1.7326109E+002, 1.9628841E+002, 0.0000000E+000
 6.3668342E+000, 8.3435011E+001, 9.1258400E+001, 1.4094761E+002, 1.5731180E+002, 1.6502385E+002, 1.7560276E+002, 1.9955146E+002, 0.0000000E+000
 6.3768844E+000, 8.8786144E+001, 9.4157811E+001, 1.4412531E+002, 1.6042551E+002, 1.6749594E+002, 1.7807484E+002, 2.0291575E+002, 0.0000000E+000
 6.3869347E+000, 9.4926591E+001, 9.6863613E+001, 1.4760012E+002, 1.6379766E+002, 1.6990368E+002, 1.8073105E+002, 2.0636669E+002, 0.0000000E+000
 6.3969849E+000, 1.0115701E+002, 9.9354098E+001, 1.5132681E+002, 1.6735098E+002, 1.7237630E+002, 1.8351634E+002, 2.0987761E+002, 0.0000000E+000
 6.4070352E+000, 1.0630560E+002, 1.0253729E+002, 1.5518708E+002, 1.7101363E+002, 1.7486053E+002, 1.8633977E+002, 2.1349928E+002, 0.0000000E+000
 6.4170854E+000, 1.0941059E+002, 1.0637008E+002, 1.5894863E+002, 1.7469725E+002, 1.7742850E+002, 1.8923804E+002, 2.1724183E+002, 0.0000000E+000
 6.4271357E+000, 1.1154824E+002, 1.1110195E+002, 1.6278759E+002, 1.7831052E+002, 1.8018800E+002, 1.9228583E+002, 2.2100029E+002, 0.0000000E+000
 6.4371859E+000, 1.1315652E+002, 1.1650040E+002, 1.6755652E+002, 1.8190590E+002, 1.8306909E+002, 1.9559262E+002, 2.2491430E+002, 0.0000000E+000
 6.4472362E+000, 1.1352263E+002, 1.2140359E+002, 1.7435354E+002, 1.8603109E+002, 1.8642914E+002, 1.9896602E+002, 2.2913499E+002, 0.0000000E+000
 6.4572864E+000, 1.1315481E+002, 1.2547408E+002, 1.8245274E+002, 1.9068467E+002, 1.9005000E+002, 2.0203700E+002, 2.3325297E+002, 0.0000000E+000
 6.4673367E+000, 1.1235115E+002, 1.2883779E+002, 1.9193167E+002, 1.9590966E+002, 1.9414577E+002, 2.0470196E+002, 2.3712617E+002, 0.0000000E+000
 6.4773869E+000, 1.1114362E+002, 1.3234388E+002, 2.0347858E+002, 2.0073074E+002, 1.9900984E+002, 2.0694455E+002, 2.4117923E+002, 0.0000000E+000
 6.4874372E+000, 1.0961789E+002, 1.3685017E+002, 2.1740389E+002, 2.0438605E+002, 2.0500961E+002, 2.0987028E+002, 2.4603828E+002, 0.0000000E+000
 6.4974874E+000, 1.0754365E+002, 1.4120119E+002, 2.2929257E+002, 2.0870313E+002, 2.1180788E+002, 2.1506006E+002, 2.5086707E+002, 0.0000000E+000
 6.5075377E+000, 1.0524314E+002, 1.4395638E+002, 2.3973703E+002, 2.1553585E+002, 2.1927249E+002, 2.2182124E+002, 2.5532979E+002, 0.0000000E+000
 6.5175879E+000, 1.0266370E+002, 1.4658195E+002, 2.5070835E+002, 2.2444728E+002, 2.2888836E+002, 2.2883965E+002, 2.6029786E+002, 0.0000000E+000
 6.5276382E+000, 1.0009429E+002, 1.4806479E+002, 2.6109697E+002, 2.3718270E+002, 2.4104451E+002, 2.3720435E+002, 2.6545037E+002, 0.0000000E+000
 6.5376884E+000, 9.7418410E+001, 1.4896861E+002, 2.6944714E+002, 2.5541165E+002, 2.5520949E+002, 2.4877044E+002, 2.7206574E+002, 0.0000000E+000
