s,C,C,C,m/s,m/s,C,C,C,
 3.300E+002, 1.070E+002, 8.066E+001, 3.322E+001, 6.363E+000, 5.555E+000, 1.337E+002, 1.413E+002, 1.300E+002, 1.500E+001
 3.400E+002, 1.180E+002, 8.523E+001, 4.144E+001, 5.869E+000, 4.796E+000, 1.357E+002, 1.437E+002, 1.459E+002, 1.500E+001
 3.500E+002, 1.304E+002, 1.034E+002, 6.205E+001, 7.075E+000, 4.598E+000, 1.387E+002, 1.477E+002, 1.603E+002, 1.500E+001
 3.600E+002, 1.224E+002, 9.807E+001, 6.122E+001, 5.407E+000, 4.073E+000, 1.411E+002, 1.505E+002, 1.636E+002, 1.500E+001
 3.700E+002, 1.107E+002, 9.265E+001, 5.359E+001, 5.889E+000, 4.163E+000, 1.413E+002, 1.496E+002, 1.536E+002, 1.500E+001
 3.800E+002, 1.236E+002, 9.402E+001, 5.897E+001, 6.643E+000, 4.494E+000, 1.436E+002, 1.524E+002, 1.627E+002, 1.500E+001
 3.900E+002, 1.316E+002, 9.901E+001, 6.793E+001, 7.097E+000, 5.500E+000, 1.478E+002, 1.582E+002, 1.790E+002, 1.500E+001
 4.000E+002, 1.262E+002, 9.986E+001, 7.024E+001, 7.125E+000, 4.826E+000, 1.511E+002, 1.621E+002, 1.819E+002, 1.500E+001
 4.100E+002, 1.317E+002, 1.041E+002, 6.535E+001, 6.860E+000, 4.551E+000, 1.523E+002, 1.626E+002, 1.719E+002, 1.600E+001
 4.200E+002, 1.235E+002, 1.036E+002, 5.178E+001, 5.910E+000, 4.702E+000, 1.514E+002, 1.596E+002, 1.545E+002, 1.600E+001
 4.300E+002, 1.067E+002, 8.891E+001, 5.139E+001, 6.190E+000, 4.326E+000, 1.522E+002, 1.597E+002, 1.591E+002, 1.600E+001
 4.400E+002, 1.256E+002, 9.596E+001, 5.538E+001, 7.300E+000, 5.219E+000, 1.543E+002, 1.623E+002, 1.698E+002, 1.600E+001
 4.500E+002, 1.346E+002, 1.038E+002, 6.442E+001, 8.123E+000, 5.469E+000, 1.585E+002, 1.681E+002, 1.877E+002, 1.700E+001
 4.600E+002, 1.280E+002, 9.952E+001, 6.609E+001, 7.963E+000, 4.769E+000, 1.639E+002, 1.757E+002, 2.048E+002, 1.800E+001
 4.700E+002, 1.228E+002, 9.281E+001, 6.471E+001, 7.451E+000, 4.859E+000, 1.675E+002, 1.800E+002, 2.035E+002, 1.900E+001
 4.800E+002, 1.322E+002, 9.702E+001, 7.184E+001, 7.625E+000, 4.889E+000, 1.697E+002, 1.818E+002, 1.958E+002, 1.900E+001
 4.900E+002, 1.332E+002, 1.019E+002, 6.632E+001, 6.082E+000, 5.017E+000, 1.696E+002, 1.799E+002, 1.806E+002, 1.900E+001
 5.000E+002, 1.193E+002, 9.390E+001, 7.174E+001, 6.363E+000, 4.764E+000, 1.691E+002, 1.777E+002, 1.715E+002, 1.900E+001
 5.100E+002, 1.222E+002, 9.183E+001, 6.617E+001, 7.456E+000, 4.743E+000, 1.698E+002, 1.775E+002, 1.753E+002, 1.900E+001
 5.200E+002, 1.259E+002, 9.470E+001, 6.803E+001, 7.972E+000, 4.626E+000, 1.725E+002, 1.809E+002, 1.897E+002, 1.900E+001
 5.300E+002, 1.127E+002, 8.901E+001, 6.124E+001, 6.570E+000, 4.883E+000, 1.743E+002, 1.827E+002, 1.902E+002, 1.900E+001
 5.400E+002, 1.184E+002, 9.185E+001, 6.565E+001, 7.450E+000, 4.579E+000, 1.745E+002, 1.818E+002, 1.832E+002, 1.900E+001
 5.500E+002, 1.117E+002, 8.574E+001, 5.669E+001, 6.427E+000, 4.239E+000, 1.747E+002, 1.811E+002, 1.793E+002, 1.900E+001
 5.600E+002, 1.158E+002, 8.314E+001, 5.422E+001, 6.692E+000, 4.348E+000, 1.753E+002, 1.811E+002, 1.808E+002, 1.900E+001
 5.700E+002, 1.256E+002, 9.321E+001, 5.711E+001, 7.015E+000, 4.893E+000, 1.760E+002, 1.816E+002, 1.824E+002, 1.900E+001
 5.800E+002, 1.251E+002, 9.367E+001, 6.312E+001, 6.145E+000, 4.867E+000, 1.762E+002, 1.810E+002, 1.791E+002, 1.900E+001
 5.900E+002, 1.232E+002, 9.308E+001, 6.453E+001, 6.994E+000, 5.057E+000, 1.755E+002, 1.792E+002, 1.738E+002, 1.900E+001
 6.000E+002, 1.253E+002, 9.276E+001, 6.205E+001, 5.428E+000, 4.848E+000, 1.752E+002, 1.782E+002, 1.716E+002, 1.900E+001
