s,C,C,C,m/s,m/s,C,C,C,
 3.300E+002, 7.104E+001, 7.301E+001, 1.824E+002, 2.079E+000, 6.121E-001, 7.223E+001, 7.888E+001, 7.537E+001, 1.900E+001
 3.400E+002, 8.846E+001, 7.791E+001, 1.356E+002, 5.279E+000, 3.158E+000, 7.378E+001, 8.081E+001, 8.513E+001, 1.900E+001
 3.500E+002, 8.296E+001, 7.894E+001, 1.555E+002, 4.146E+000, 1.878E+000, 7.454E+001, 8.122E+001, 8.399E+001, 2.200E+001
 3.600E+002, 7.475E+001, 7.413E+001, 1.539E+002, 1.773E+000, 7.569E-001, 7.407E+001, 7.975E+001, 7.638E+001, 2.200E+001
 3.700E+002, 7.220E+001, 7.012E+001, 1.521E+002, 2.765E+000, 7.933E-001, 7.349E+001, 7.835E+001, 7.142E+001, 2.200E+001
 3.800E+002, 8.485E+001, 7.540E+001, 1.658E+002, 4.698E+000, 2.456E+000, 7.473E+001, 7.989E+001, 8.098E+001, 2.200E+001
 3.900E+002, 6.899E+001, 7.167E+001, 1.781E+002, 1.642E+000, 6.899E-001, 7.432E+001, 7.868E+001, 7.475E+001, 2.200E+001
 4.000E+002, 6.340E+001, 6.623E+001, 1.206E+002, 3.526E+000, 1.105E+000, 7.350E+001, 7.692E+001, 6.873E+001, 2.200E+001
 4.100E+002, 7.344E+001, 6.701E+001, 1.454E+002, 5.654E+000, 2.746E+000, 7.411E+001, 7.756E+001, 7.604E+001, 2.200E+001
 4.200E+002, 7.302E+001, 6.947E+001, 1.727E+002, 4.573E+000, 2.444E+000, 7.539E+001, 7.927E+001, 8.307E+001, 2.200E+001
 4.300E+002, 6.826E+001, 6.668E+001, 1.471E+002, 4.408E+000, 1.678E+000, 7.544E+001, 7.888E+001, 7.962E+001, 2.200E+001
 4.400E+002, 7.477E+001, 6.951E+001, 1.595E+002, 5.354E+000, 2.778E+000, 7.602E+001, 7.945E+001, 8.186E+001, 2.200E+001
 4.500E+002, 8.018E+001, 7.515E+001, 1.323E+002, 6.254E+000, 3.636E+000, 7.787E+001, 8.213E+001, 9.122E+001, 2.200E+001
 4.600E+002, 9.102E+001, 8.134E+001, 1.200E+002, 6.871E+000, 3.755E+000, 8.070E+001, 8.632E+001, 1.028E+002, 2.200E+001
 4.700E+002, 9.158E+001, 8.242E+001, 1.003E+002, 7.604E+000, 3.947E+000, 8.422E+001, 9.145E+001, 1.130E+002, 2.200E+001
 4.800E+002, 8.572E+001, 8.146E+001, 8.461E+001, 7.357E+000, 3.336E+000, 8.770E+001, 9.621E+001, 1.181E+002, 2.300E+001
 4.900E+002, 8.555E+001, 8.037E+001, 7.539E+001, 7.698E+000, 3.025E+000, 9.129E+001, 1.010E+002, 1.234E+002, 2.500E+001
 5.000E+002, 8.475E+001, 7.541E+001, 7.487E+001, 7.201E+000, 2.765E+000, 9.426E+001, 1.045E+002, 1.237E+002, 2.500E+001
 5.100E+002, 8.521E+001, 7.701E+001, 6.935E+001, 7.555E+000, 3.362E+000, 9.650E+001, 1.068E+002, 1.216E+002, 2.500E+001
 5.200E+002, 1.005E+002, 8.900E+001, 7.018E+001, 7.763E+000, 3.515E+000, 9.921E+001, 1.097E+002, 1.238E+002, 2.500E+001
 5.300E+002, 8.096E+001, 7.671E+001, 7.325E+001, 6.989E+000, 3.622E+000, 1.013E+002, 1.117E+002, 1.234E+002, 2.500E+001
 5.400E+002, 8.037E+001, 7.165E+001, 6.947E+001, 7.604E+000, 3.090E+000, 1.035E+002, 1.138E+002, 1.248E+002, 2.500E+001
 5.500E+002, 8.976E+001, 8.064E+001, 7.029E+001, 7.787E+000, 3.869E+000, 1.057E+002, 1.159E+002, 1.263E+002, 2.600E+001
 5.600E+002, 8.708E+001, 8.040E+001, 6.356E+001, 7.633E+000, 3.089E+000, 1.080E+002, 1.183E+002, 1.289E+002, 2.600E+001
 5.700E+002, 8.386E+001, 7.895E+001, 7.709E+001, 7.693E+000, 3.321E+000, 1.093E+002, 1.188E+002, 1.247E+002, 2.600E+001
 5.800E+002, 8.353E+001, 7.944E+001, 6.678E+001, 6.930E+000, 3.780E+000, 1.101E+002, 1.187E+002, 1.211E+002, 2.600E+001
 5.900E+002, 7.834E+001, 7.604E+001, 6.502E+001, 6.765E+000, 3.071E+000, 1.107E+002, 1.185E+002, 1.183E+002, 2.600E+001
 6.000E+002, 8.327E+001, 7.611E+001, 5.846E+001, 7.491E+000, 3.421E+000, 1.115E+002, 1.186E+002, 1.197E+002, 2.600E+001
