s,C,C,C,m/s,m/s,C,C,C,
 3.300E+002, 1.730E+002, 1.056E+002, 5.317E+001, 9.064E+000, 7.382E+000, 3.240E+002, 3.438E+002, 3.631E+002, 1.800E+001
 3.400E+002, 1.733E+002, 1.016E+002, 5.524E+001, 7.841E+000, 7.348E+000, 3.244E+002, 3.414E+002, 3.411E+002, 1.800E+001
 3.500E+002, 1.595E+002, 9.803E+001, 5.721E+001, 8.341E+000, 6.826E+000, 3.273E+002, 3.436E+002, 3.506E+002, 1.800E+001
 3.600E+002, 1.488E+002, 9.231E+001, 6.077E+001, 9.424E+000, 6.600E+000, 3.320E+002, 3.488E+002, 3.675E+002, 1.800E+001
 3.700E+002, 1.631E+002, 9.642E+001, 6.245E+001, 8.859E+000, 7.168E+000, 3.410E+002, 3.611E+002, 4.004E+002, 1.800E+001
 3.800E+002, 1.754E+002, 1.052E+002, 5.816E+001, 8.513E+000, 7.314E+000, 3.434E+002, 3.620E+002, 3.783E+002, 1.800E+001
 3.900E+002, 1.633E+002, 9.671E+001, 5.507E+001, 8.145E+000, 7.080E+000, 3.473E+002, 3.654E+002, 3.821E+002, 1.800E+001
 4.000E+002, 1.735E+002, 1.044E+002, 5.667E+001, 8.710E+000, 7.191E+000, 3.495E+002, 3.663E+002, 3.745E+002, 1.800E+001
 4.100E+002, 1.631E+002, 1.011E+002, 6.203E+001, 8.532E+000, 7.171E+000, 3.524E+002, 3.685E+002, 3.793E+002, 1.800E+001
 4.200E+002, 1.741E+002, 1.112E+002, 5.395E+001, 8.103E+000, 7.371E+000, 3.568E+002, 3.733E+002, 3.895E+002, 1.900E+001
 4.300E+002, 1.511E+002, 9.921E+001, 4.798E+001, 7.833E+000, 6.630E+000, 3.575E+002, 3.720E+002, 3.753E+002, 1.900E+001
 4.400E+002, 1.557E+002, 9.954E+001, 5.130E+001, 8.794E+000, 6.493E+000, 3.592E+002, 3.725E+002, 3.760E+002, 1.900E+001
 4.500E+002, 1.505E+002, 9.201E+001, 5.107E+001, 7.230E+000, 6.623E+000, 3.605E+002, 3.726E+002, 3.724E+002, 1.900E+001
 4.600E+002, 1.765E+002, 1.151E+002, 4.467E+001, 7.378E+000, 7.171E+000, 3.567E+002, 3.642E+002, 3.397E+002, 1.900E+001
 4.700E+002, 1.834E+002, 1.110E+002, 4.137E+001, 7.342E+000, 7.227E+000, 3.528E+002, 3.567E+002, 3.257E+002, 1.900E+001
 4.800E+002, 1.811E+002, 1.086E+002, 4.188E+001, 7.578E+000, 6.864E+000, 3.508E+002, 3.526E+002, 3.289E+002, 1.900E+001
 4.900E+002, 1.800E+002, 1.137E+002, 4.874E+001, 8.396E+000, 7.645E+000, 3.475E+002, 3.467E+002, 3.202E+002, 1.900E+001
 5.000E+002, 1.792E+002, 1.062E+002, 5.195E+001, 7.856E+000, 7.633E+000, 3.441E+002, 3.411E+002, 3.151E+002, 1.900E+001
 5.100E+002, 1.960E+002, 1.105E+002, 5.303E+001, 7.982E+000, 8.312E+000, 3.421E+002, 3.382E+002, 3.197E+002, 1.900E+001
 5.200E+002, 1.815E+002, 1.036E+002, 5.984E+001, 8.298E+000, 7.473E+000, 3.423E+002, 3.393E+002, 3.361E+002, 1.900E+001
 5.300E+002, 1.808E+002, 1.103E+002, 5.806E+001, 8.115E+000, 7.435E+000, 3.454E+002, 3.449E+002, 3.571E+002, 1.900E+001
 5.400E+002, 1.846E+002, 1.128E+002, 4.482E+001, 8.167E+000, 7.661E+000, 3.436E+002, 3.420E+002, 3.380E+002, 1.900E+001
 5.500E+002, 1.874E+002, 1.097E+002, 4.589E+001, 8.159E+000, 7.625E+000, 3.397E+002, 3.356E+002, 3.166E+002, 1.900E+001
 5.600E+002, 1.582E+002, 9.490E+001, 4.875E+001, 8.085E+000, 6.885E+000, 3.387E+002, 3.347E+002, 3.268E+002, 1.900E+001
 5.700E+002, 1.959E+002, 1.158E+002, 5.535E+001, 7.968E+000, 8.053E+000, 3.381E+002, 3.342E+002, 3.267E+002, 1.900E+001
 5.800E+002, 1.884E+002, 1.137E+002, 5.945E+001, 7.751E+000, 7.544E+000, 3.354E+002, 3.303E+002, 3.178E+002, 1.900E+001
 5.900E+002, 1.658E+002, 9.561E+001, 5.626E+001, 8.618E+000, 7.222E+000, 3.367E+002, 3.334E+002, 3.380E+002, 1.900E+001
 6.000E+002, 2.006E+002, 1.178E+002, 5.497E+001, 7.588E+000, 8.114E+000, 3.352E+002, 3.312E+002, 3.241E+002, 1.900E+001
