s,C,C,C,m/s,m/s,C,C,C,
 3.300E+002, 1.524E+002, 4.413E+002, 4.076E+001, 1.536E+000, 5.573E+000, 6.800E+001, 7.636E+001, 7.895E+001, 3.100E+001
 3.400E+002, 1.547E+002, 4.765E+002, 3.782E+001, 1.890E+000, 6.129E+000, 6.818E+001, 7.605E+001, 7.678E+001, 3.100E+001
 3.500E+002, 1.747E+002, 4.866E+002, 3.984E+001, 2.117E+000, 6.808E+000, 6.882E+001, 7.651E+001, 7.861E+001, 3.100E+001
 3.600E+002, 1.833E+002, 4.875E+002, 4.329E+001, 2.383E+000, 6.939E+000, 6.963E+001, 7.728E+001, 8.122E+001, 3.100E+001
 3.700E+002, 1.875E+002, 4.744E+002, 4.364E+001, 3.255E+000, 7.252E+000, 7.084E+001, 7.862E+001, 8.537E+001, 3.100E+001
 3.800E+002, 1.746E+002, 4.774E+002, 4.357E+001, 2.009E+000, 6.825E+000, 7.189E+001, 7.971E+001, 8.721E+001, 3.100E+001
 3.900E+002, 1.805E+002, 4.876E+002, 4.104E+001, 2.168E+000, 7.034E+000, 7.263E+001, 8.034E+001, 8.729E+001, 3.100E+001
 4.000E+002, 1.834E+002, 4.797E+002, 4.406E+001, 2.213E+000, 6.752E+000, 7.337E+001, 8.095E+001, 8.734E+001, 3.100E+001
 4.100E+002, 1.924E+002, 4.826E+002, 4.360E+001, 2.592E+000, 7.186E+000, 7.418E+001, 8.166E+001, 8.799E+001, 3.100E+001
 4.200E+002, 1.863E+002, 4.785E+002, 4.615E+001, 2.224E+000, 6.718E+000, 7.490E+001, 8.223E+001, 8.798E+001, 3.100E+001
 4.300E+002, 1.652E+002, 5.058E+002, 4.308E+001, 1.892E+000, 6.081E+000, 7.527E+001, 8.226E+001, 8.600E+001, 3.100E+001
 4.400E+002, 1.515E+002, 4.873E+002, 4.022E+001, 1.788E+000, 5.825E+000, 7.537E+001, 8.190E+001, 8.308E+001, 3.100E+001
 4.500E+002, 1.518E+002, 4.738E+002, 4.010E+001, 1.694E+000, 5.659E+000, 7.550E+001, 8.162E+001, 8.156E+001, 3.100E+001
 4.600E+002, 1.567E+002, 4.824E+002, 3.929E+001, 1.759E+000, 6.039E+000, 7.555E+001, 8.126E+001, 7.996E+001, 3.100E+001
 4.700E+002, 1.682E+002, 4.943E+002, 4.041E+001, 1.768E+000, 6.652E+000, 7.555E+001, 8.082E+001, 7.847E+001, 3.100E+001
 4.800E+002, 1.851E+002, 5.068E+002, 4.428E+001, 2.156E+000, 6.555E+000, 7.589E+001, 8.100E+001, 8.012E+001, 3.100E+001
 4.900E+002, 1.649E+002, 4.680E+002, 4.493E+001, 2.171E+000, 5.928E+000, 7.619E+001, 8.108E+001, 8.068E+001, 3.100E+001
 5.000E+002, 1.580E+002, 4.777E+002, 3.907E+001, 2.046E+000, 5.859E+000, 7.623E+001, 8.073E+001, 7.938E+001, 3.100E+001
 5.100E+002, 1.680E+002, 4.628E+002, 4.137E+001, 2.358E+000, 6.324E+000, 7.644E+001, 8.072E+001, 7.981E+001, 3.100E+001
 5.200E+002, 1.617E+002, 4.947E+002, 4.230E+001, 1.676E+000, 5.860E+000, 7.659E+001, 8.062E+001, 7.967E+001, 3.100E+001
 5.300E+002, 1.590E+002, 4.948E+002, 4.160E+001, 1.730E+000, 6.044E+000, 7.662E+001, 8.039E+001, 7.900E+001, 3.100E+001
 5.400E+002, 1.700E+002, 4.891E+002, 3.933E+001, 2.221E+000, 6.436E+000, 7.687E+001, 8.051E+001, 8.001E+001, 3.100E+001
 5.500E+002, 1.773E+002, 4.772E+002, 3.887E+001, 2.445E+000, 6.823E+000, 7.730E+001, 8.094E+001, 8.206E+001, 3.100E+001
 5.600E+002, 1.809E+002, 4.838E+002, 4.150E+001, 2.547E+000, 6.583E+000, 7.786E+001, 8.157E+001, 8.432E+001, 3.200E+001
 5.700E+002, 1.745E+002, 4.925E+002, 4.205E+001, 1.802E+000, 6.312E+000, 7.825E+001, 8.191E+001, 8.477E+001, 3.200E+001
 5.800E+002, 1.534E+002, 4.732E+002, 3.839E+001, 1.357E+000, 5.544E+000, 7.816E+001, 8.151E+001, 8.200E+001, 3.200E+001
 5.900E+002, 1.458E+002, 4.854E+002, 3.726E+001, 1.533E+000, 5.354E+000, 7.783E+001, 8.070E+001, 7.824E+001, 3.200E+001
 6.000E+002, 1.458E+002, 4.735E+002, 3.528E+001, 1.885E+000, 5.721E+000, 7.755E+001, 8.001E+001, 7.600E+001, 3.200E+001
