s,C,C,C,m/s,m/s,C,C,C,
 3.300E+002, 2.958E+002, 2.220E+002, 4.063E+001, 4.649E+000, 7.467E+000, 9.810E+001, 1.032E+002, 1.023E+002, 2.500E+001
 3.400E+002, 2.947E+002, 2.259E+002, 3.766E+001, 4.438E+000, 7.239E+000, 9.791E+001, 1.022E+002, 9.874E+001, 2.500E+001
 3.500E+002, 3.032E+002, 2.409E+002, 3.797E+001, 4.519E+000, 7.606E+000, 9.796E+001, 1.018E+002, 9.894E+001, 2.500E+001
 3.600E+002, 3.166E+002, 2.259E+002, 3.621E+001, 4.309E+000, 7.414E+000, 9.811E+001, 1.016E+002, 9.945E+001, 2.500E+001
 3.700E+002, 3.220E+002, 2.144E+002, 3.387E+001, 4.228E+000, 7.530E+000, 9.822E+001, 1.014E+002, 9.955E+001, 2.500E+001
 3.800E+002, 3.241E+002, 2.141E+002, 3.418E+001, 4.570E+000, 7.365E+000, 9.847E+001, 1.014E+002, 1.006E+002, 2.500E+001
 3.900E+002, 3.141E+002, 2.255E+002, 3.706E+001, 4.320E+000, 7.486E+000, 9.858E+001, 1.013E+002, 1.004E+002, 2.500E+001
 4.000E+002, 3.150E+002, 2.226E+002, 3.660E+001, 4.599E+000, 6.704E+000, 9.878E+001, 1.013E+002, 1.010E+002, 2.500E+001
 4.100E+002, 3.270E+002, 2.263E+002, 3.540E+001, 4.174E+000, 7.508E+000, 9.870E+001, 1.009E+002, 9.925E+001, 2.500E+001
 4.200E+002, 3.133E+002, 2.231E+002, 3.539E+001, 4.277E+000, 7.118E+000, 9.896E+001, 1.010E+002, 1.008E+002, 2.500E+001
 4.300E+002, 2.922E+002, 2.229E+002, 3.470E+001, 4.360E+000, 7.530E+000, 9.907E+001, 1.010E+002, 1.005E+002, 2.500E+001
 4.400E+002, 3.096E+002, 2.287E+002, 3.650E+001, 4.227E+000, 7.198E+000, 9.873E+001, 1.002E+002, 9.747E+001, 2.500E+001
 4.500E+002, 3.339E+002, 2.283E+002, 3.910E+001, 4.648E+000, 7.855E+000, 9.866E+001, 9.987E+001, 9.768E+001, 2.500E+001
 4.600E+002, 3.145E+002, 2.239E+002, 3.956E+001, 4.595E+000, 7.831E+000, 9.872E+001, 9.984E+001, 9.870E+001, 2.500E+001
 4.700E+002, 3.435E+002, 2.284E+002, 3.811E+001, 4.368E+000, 8.054E+000, 9.876E+001, 9.977E+001, 9.888E+001, 2.500E+001
 4.800E+002, 3.067E+002, 2.189E+002, 3.626E+001, 4.468E+000, 7.459E+000, 9.879E+001, 9.970E+001, 9.901E+001, 2.500E+001
 4.900E+002, 2.901E+002, 2.161E+002, 3.597E+001, 4.323E+000, 7.086E+000, 9.842E+001, 9.895E+001, 9.631E+001, 2.500E+001
 5.000E+002, 2.635E+002, 2.101E+002, 3.787E+001, 4.286E+000, 7.194E+000, 9.806E+001, 9.828E+001, 9.479E+001, 2.500E+001
 5.100E+002, 2.891E+002, 2.186E+002, 3.836E+001, 4.462E+000, 7.598E+000, 9.775E+001, 9.773E+001, 9.438E+001, 2.500E+001
 5.200E+002, 3.231E+002, 2.231E+002, 3.830E+001, 4.242E+000, 7.566E+000, 9.773E+001, 9.770E+001, 9.578E+001, 2.500E+001
 5.300E+002, 3.106E+002, 2.383E+002, 3.600E+001, 4.279E+000, 7.680E+000, 9.757E+001, 9.742E+001, 9.562E+001, 2.500E+001
 5.400E+002, 3.367E+002, 2.301E+002, 3.582E+001, 4.306E+000, 7.711E+000, 9.742E+001, 9.719E+001, 9.558E+001, 2.500E+001
 5.500E+002, 3.032E+002, 2.201E+002, 3.632E+001, 4.373E+000, 7.661E+000, 9.755E+001, 9.744E+001, 9.738E+001, 2.500E+001
 5.600E+002, 2.931E+002, 2.219E+002, 3.579E+001, 4.502E+000, 7.136E+000, 9.746E+001, 9.729E+001, 9.675E+001, 2.500E+001
 5.700E+002, 2.985E+002, 2.190E+002, 3.710E+001, 4.444E+000, 7.404E+000, 9.751E+001, 9.740E+001, 9.748E+001, 2.500E+001
 5.800E+002, 3.516E+002, 2.368E+002, 3.874E+001, 4.602E+000, 7.253E+000, 9.780E+001, 9.791E+001, 9.957E+001, 2.500E+001
 5.900E+002, 3.529E+002, 2.294E+002, 3.785E+001, 4.043E+000, 8.662E+000, 9.821E+001, 9.861E+001, 1.017E+002, 2.500E+001
 6.000E+002, 3.299E+002, 2.305E+002, 3.701E+001, 4.286E+000, 7.435E+000, 9.832E+001, 9.874E+001, 1.006E+002, 2.500E+001
