s,C,C,C,m/s,m/s,C,C,C,
 3.300E+002, 2.978E+002, 2.137E+002, 4.475E+001, 4.885E+000, 7.664E+000, 1.324E+002, 1.384E+002, 1.337E+002, 2.700E+001
 3.400E+002, 3.313E+002, 2.156E+002, 4.541E+001, 4.815E+000, 7.878E+000, 1.326E+002, 1.381E+002, 1.345E+002, 2.700E+001
 3.500E+002, 3.333E+002, 2.131E+002, 4.089E+001, 4.963E+000, 7.841E+000, 1.329E+002, 1.378E+002, 1.356E+002, 2.700E+001
 3.600E+002, 3.080E+002, 2.238E+002, 4.118E+001, 4.650E+000, 7.015E+000, 1.332E+002, 1.377E+002, 1.359E+002, 2.700E+001
 3.700E+002, 2.916E+002, 2.039E+002, 4.304E+001, 4.511E+000, 6.592E+000, 1.329E+002, 1.366E+002, 1.323E+002, 2.700E+001
 3.800E+002, 3.095E+002, 1.961E+002, 4.092E+001, 4.562E+000, 6.991E+000, 1.320E+002, 1.347E+002, 1.269E+002, 2.700E+001
 3.900E+002, 3.419E+002, 2.062E+002, 4.017E+001, 4.472E+000, 7.486E+000, 1.317E+002, 1.339E+002, 1.272E+002, 2.700E+001
 4.000E+002, 3.122E+002, 1.974E+002, 4.020E+001, 4.841E+000, 7.174E+000, 1.312E+002, 1.328E+002, 1.263E+002, 2.700E+001
 4.100E+002, 3.278E+002, 2.039E+002, 4.121E+001, 4.796E+000, 7.286E+000, 1.315E+002, 1.330E+002, 1.306E+002, 2.700E+001
 4.200E+002, 3.083E+002, 2.055E+002, 4.119E+001, 4.485E+000, 7.095E+000, 1.315E+002, 1.328E+002, 1.308E+002, 2.800E+001
 4.300E+002, 3.207E+002, 2.058E+002, 3.777E+001, 4.595E+000, 7.367E+000, 1.313E+002, 1.324E+002, 1.301E+002, 2.800E+001
 4.400E+002, 3.134E+002, 2.137E+002, 3.914E+001, 4.694E+000, 7.398E+000, 1.312E+002, 1.320E+002, 1.298E+002, 2.800E+001
 4.500E+002, 2.924E+002, 2.022E+002, 4.232E+001, 4.549E+000, 6.986E+000, 1.316E+002, 1.327E+002, 1.337E+002, 2.800E+001
 4.600E+002, 3.037E+002, 2.040E+002, 3.998E+001, 4.783E+000, 7.511E+000, 1.317E+002, 1.327E+002, 1.331E+002, 2.800E+001
 4.700E+002, 2.899E+002, 1.983E+002, 4.123E+001, 4.633E+000, 7.544E+000, 1.317E+002, 1.325E+002, 1.323E+002, 2.800E+001
 4.800E+002, 3.156E+002, 1.974E+002, 3.980E+001, 4.818E+000, 7.681E+000, 1.316E+002, 1.322E+002, 1.310E+002, 2.800E+001
 4.900E+002, 2.939E+002, 2.008E+002, 4.030E+001, 4.757E+000, 7.785E+000, 1.317E+002, 1.324E+002, 1.325E+002, 2.800E+001
 5.000E+002, 2.666E+002, 2.011E+002, 3.792E+001, 4.494E+000, 7.157E+000, 1.320E+002, 1.328E+002, 1.339E+002, 2.800E+001
 5.100E+002, 2.971E+002, 1.877E+002, 3.938E+001, 5.210E+000, 7.869E+000, 1.323E+002, 1.332E+002, 1.352E+002, 2.800E+001
 5.200E+002, 3.202E+002, 2.168E+002, 4.170E+001, 4.809E+000, 7.595E+000, 1.327E+002, 1.338E+002, 1.366E+002, 2.800E+001
 5.300E+002, 3.086E+002, 1.961E+002, 4.133E+001, 4.849E+000, 7.526E+000, 1.332E+002, 1.344E+002, 1.377E+002, 2.800E+001
 5.400E+002, 3.092E+002, 2.139E+002, 4.090E+001, 4.726E+000, 7.475E+000, 1.332E+002, 1.344E+002, 1.357E+002, 2.800E+001
 5.500E+002, 3.053E+002, 2.074E+002, 4.025E+001, 4.778E+000, 7.566E+000, 1.332E+002, 1.342E+002, 1.343E+002, 2.800E+001
 5.600E+002, 2.715E+002, 2.000E+002, 4.134E+001, 4.732E+000, 7.477E+000, 1.333E+002, 1.342E+002, 1.340E+002, 2.800E+001
 5.700E+002, 3.105E+002, 2.204E+002, 4.073E+001, 4.847E+000, 7.661E+000, 1.331E+002, 1.338E+002, 1.329E+002, 2.800E+001
 5.800E+002, 2.982E+002, 2.091E+002, 3.970E+001, 4.622E+000, 6.863E+000, 1.331E+002, 1.336E+002, 1.325E+002, 2.800E+001
 5.900E+002, 2.802E+002, 1.972E+002, 4.074E+001, 4.599E+000, 6.770E+000, 1.324E+002, 1.325E+002, 1.284E+002, 2.800E+001
 6.000E+002, 2.944E+002, 2.107E+002, 4.070E+001, 4.742E+000, 7.569E+000, 1.317E+002, 1.313E+002, 1.257E+002, 2.800E+001
