s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,
 9.001E+001, 4.346E+001, 2.978E+001, 2.031E+001, 2.010E+001, 1.996E+001, 1.987E+001, 1.985E+001, 1.985E+001, 1.988E+001, 1.813E+001, 3.693E+001, 4.851E+001, 3.368E+001, 2.001E+001, 1.934E+001, 1.916E+001, 1.903E+001, 1.901E+001, 1.900E+001, 1.903E+001, 1.813E+001, 3.571E+001, 4.751E+001, 3.641E+001, 2.160E+001, 1.965E+001, 1.966E+001, 1.988E+001, 2.012E+001, 1.952E+001, 1.886E+001, 1.920E+001, 2.035E+002, 2.705E+002, 2.632E+002, 2.649E+002, 2.827E+002, 3.107E+002, 3.466E+002, 3.662E+002, 4.115E+002, 4.653E+002, 6.519E+001, 6.431E+001, 6.513E+001, 6.599E+001, 6.688E+001, 6.770E+001, 6.968E+001, 7.320E+001, 6.653E+001, 5.633E+001, 5.222E+001, 9.929E+001, 8.071E+001, 6.897E+001, 5.721E+001, 1.152E+002, 1.042E+002, 6.833E+001, 5.299E+001, 6.827E+001, 9.252E+001, 1.328E+002, 8.087E+001, 5.884E+001, 5.813E+001, 5.369E+001, 6.868E+001, 6.996E+001, 6.387E+001, 7.921E+001, 1.026E+002, 6.591E+001, 9.483E+001, 1.128E+002, 6.306E+001, 8.769E+001, 1.218E+002, 1.072E+002, 1.037E+002, 6.914E+001, 5.330E+001, 6.575E+001, 8.431E+001, 9.665E+001, 1.015E+002, 8.088E+001, 6.831E+001, 5.406E+001, 5.796E+001, 6.740E+001, 6.966E+001, 7.160E+001, 6.895E+001, 5.530E+001, 5.233E+001, 2.078E-001, 3.868E-004, 1.076E-022, 1.959E-001, 4.703E-003, 1.355E-005, 4.000E+000
 1.000E+002, 4.244E+001, 2.684E+001, 2.032E+001, 2.017E+001, 2.004E+001, 1.995E+001, 1.991E+001, 1.995E+001, 2.000E+001, 1.822E+001, 3.675E+001, 4.620E+001, 3.406E+001, 1.997E+001, 1.930E+001, 1.915E+001, 1.909E+001, 1.906E+001, 1.906E+001, 1.909E+001, 1.822E+001, 3.745E+001, 5.011E+001, 3.798E+001, 2.176E+001, 1.952E+001, 1.963E+001, 1.979E+001, 1.989E+001, 1.935E+001, 1.893E+001, 2.016E+001, 1.843E+002, 2.040E+002, 1.855E+002, 1.734E+002, 1.764E+002, 1.898E+002, 2.095E+002, 2.186E+002, 2.439E+002, 2.769E+002, 6.650E+001, 6.590E+001, 6.851E+001, 7.037E+001, 7.340E+001, 7.462E+001, 7.588E+001, 6.798E+001, 7.087E+001, 5.861E+001, 5.077E+001, 9.542E+001, 8.861E+001, 6.367E+001, 5.503E+001, 1.249E+002, 1.028E+002, 6.944E+001, 5.415E+001, 7.218E+001, 9.510E+001, 1.299E+002, 7.852E+001, 6.090E+001, 5.723E+001, 5.775E+001, 6.804E+001, 6.343E+001, 6.525E+001, 8.462E+001, 9.744E+001, 5.895E+001, 8.644E+001, 1.176E+002, 6.327E+001, 8.579E+001, 9.965E+001, 1.085E+002, 1.069E+002, 7.475E+001, 5.922E+001, 6.561E+001, 7.555E+001, 8.376E+001, 9.367E+001, 8.352E+001, 6.733E+001, 5.622E+001, 5.148E+001, 6.128E+001, 6.495E+001, 6.502E+001, 7.057E+001, 5.964E+001, 5.165E+001, 2.078E-001, 3.868E-004, 7.989E-025, 1.953E-001, 5.151E-003, 1.495E-005, 4.000E+000
 1.100E+002, 4.144E+001, 2.971E+001, 2.046E+001, 2.029E+001, 2.015E+001, 2.003E+001, 1.999E+001, 2.001E+001, 2.002E+001, 1.835E+001, 3.704E+001, 4.533E+001, 3.300E+001, 2.020E+001, 1.945E+001, 1.932E+001, 1.923E+001, 1.914E+001, 1.913E+001, 1.916E+001, 1.834E+001, 3.788E+001, 5.074E+001, 3.702E+001, 2.154E+001, 1.955E+001, 1.960E+001, 1.965E+001, 1.975E+001, 1.947E+001, 1.896E+001, 2.144E+001, 1.709E+002, 1.870E+002, 1.722E+002, 1.603E+002, 1.640E+002, 1.784E+002, 2.011E+002, 2.138E+002, 2.426E+002, 2.830E+002, 6.520E+001, 6.452E+001, 6.514E+001, 6.588E+001, 6.728E+001, 6.817E+001, 6.994E+001, 6.840E+001, 6.898E+001, 5.705E+001, 5.086E+001, 9.387E+001, 7.961E+001, 6.264E+001, 4.979E+001, 1.095E+002, 8.876E+001, 6.300E+001, 5.073E+001, 6.850E+001, 8.612E+001, 1.041E+002, 7.096E+001, 5.514E+001, 5.756E+001, 6.380E+001, 7.847E+001, 7.630E+001, 6.418E+001, 8.483E+001, 1.130E+002, 6.046E+001, 8.720E+001, 1.164E+002, 5.399E+001, 7.521E+001, 1.024E+002, 1.052E+002, 9.688E+001, 7.064E+001, 5.325E+001, 5.768E+001, 7.487E+001, 8.829E+001, 9.039E+001, 9.087E+001, 6.610E+001, 5.466E+001, 5.596E+001, 6.157E+001, 6.031E+001, 6.992E+001, 7.079E+001, 6.595E+001, 5.215E+001, 2.078E-001, 3.868E-004, 1.042E-023, 1.975E-001, 4.025E-003, 1.142E-005, 4.000E+000
 1.200E+002, 4.375E+001, 3.292E+001, 2.052E+001, 2.029E+001, 2.016E+001, 2.006E+001, 1.999E+001, 1.996E+001, 1.999E+001, 1.850E+001, 3.840E+001, 4.885E+001, 3.615E+001, 2.085E+001, 1.952E+001, 1.934E+001, 1.923E+001, 1.921E+001, 1.912E+001, 1.915E+001, 1.849E+001, 3.729E+001, 4.796E+001, 3.547E+001, 2.167E+001, 1.954E+001, 1.960E+001, 1.960E+001, 1.957E+001, 1.928E+001, 1.895E+001, 2.294E+001, 1.698E+002, 2.043E+002, 1.961E+002, 1.980E+002, 2.141E+002, 2.416E+002, 2.776E+002, 2.955E+002, 3.395E+002, 3.962E+002, 6.575E+001, 6.531E+001, 6.614E+001, 6.618E+001, 6.661E+001, 6.693E+001, 6.904E+001, 5.649E+001, 6.372E+001, 5.621E+001, 5.149E+001, 8.756E+001, 8.499E+001, 7.003E+001, 5.663E+001, 1.122E+002, 9.927E+001, 6.874E+001, 5.268E+001, 5.630E+001, 8.821E+001, 1.138E+002, 8.045E+001, 5.819E+001, 5.720E+001, 6.109E+001, 7.362E+001, 6.304E+001, 6.531E+001, 8.356E+001, 9.848E+001, 7.081E+001, 9.174E+001, 1.166E+002, 6.576E+001, 9.883E+001, 1.016E+002, 9.657E+001, 9.864E+001, 7.189E+001, 5.283E+001, 6.514E+001, 7.507E+001, 8.665E+001, 8.727E+001, 8.202E+001, 7.120E+001, 5.781E+001, 5.500E+001, 6.672E+001, 6.167E+001, 6.800E+001, 6.547E+001, 6.158E+001, 5.652E+001, 2.078E-001, 3.868E-004, 5.966E-021, 1.959E-001, 4.655E-003, 1.340E-005, 4.000E+000
 1.300E+002, 4.733E+001, 3.410E+001, 2.062E+001, 2.024E+001, 2.012E+001, 2.001E+001, 1.999E+001, 1.994E+001, 1.998E+001, 1.868E+001, 3.929E+001, 5.057E+001, 3.613E+001, 2.141E+001, 1.954E+001, 1.928E+001, 1.921E+001, 1.919E+001, 1.918E+001, 1.919E+001, 1.866E+001, 3.918E+001, 5.110E+001, 3.638E+001, 2.079E+001, 1.969E+001, 1.973E+001, 1.958E+001, 1.945E+001, 1.898E+001, 1.890E+001, 2.460E+001, 1.725E+002, 2.120E+002, 2.061E+002, 2.064E+002, 2.238E+002, 2.482E+002, 2.812E+002, 2.987E+002, 3.422E+002, 3.999E+002, 7.206E+001, 7.169E+001, 7.223E+001, 7.289E+001, 7.452E+001, 7.542E+001, 7.682E+001, 5.359E+001, 6.960E+001, 6.266E+001, 5.610E+001, 9.006E+001, 8.614E+001, 6.854E+001, 5.475E+001, 9.757E+001, 1.004E+002, 6.810E+001, 5.376E+001, 5.895E+001, 9.346E+001, 1.117E+002, 7.932E+001, 6.028E+001, 6.309E+001, 5.936E+001, 6.168E+001, 5.919E+001, 7.015E+001, 8.175E+001, 9.381E+001, 8.098E+001, 1.093E+002, 1.168E+002, 7.184E+001, 9.728E+001, 1.052E+002, 1.050E+002, 9.941E+001, 7.242E+001, 5.834E+001, 6.737E+001, 7.376E+001, 7.915E+001, 8.653E+001, 8.286E+001, 7.294E+001, 6.049E+001, 5.714E+001, 6.206E+001, 5.482E+001, 6.567E+001, 6.595E+001, 5.932E+001, 5.949E+001, 2.078E-001, 3.868E-004, 1.156E-015, 1.961E-001, 4.785E-003, 1.380E-005, 4.000E+000
 1.400E+002, 4.784E+001, 3.380E+001, 2.064E+001, 2.021E+001, 2.007E+001, 1.997E+001, 1.996E+001, 1.994E+001, 1.998E+001, 1.887E+001, 4.010E+001, 5.297E+001, 4.012E+001, 2.084E+001, 1.950E+001, 1.932E+001, 1.920E+001, 1.919E+001, 1.918E+001, 1.923E+001, 1.884E+001, 3.964E+001, 5.118E+001, 3.714E+001, 2.091E+001, 1.977E+001, 1.975E+001, 1.955E+001, 1.934E+001, 1.893E+001, 1.891E+001, 2.632E+001, 1.838E+002, 2.323E+002, 2.216E+002, 2.205E+002, 2.331E+002, 2.559E+002, 2.876E+002, 3.038E+002, 3.457E+002, 3.957E+002, 6.439E+001, 6.521E+001, 6.577E+001, 6.645E+001, 6.739E+001, 6.805E+001, 7.001E+001, 6.876E+001, 6.968E+001, 5.823E+001, 5.602E+001, 1.023E+002, 7.917E+001, 7.165E+001, 5.812E+001, 1.065E+002, 9.772E+001, 6.480E+001, 5.449E+001, 7.087E+001, 9.434E+001, 1.095E+002, 8.259E+001, 5.721E+001, 5.776E+001, 6.366E+001, 6.465E+001, 6.146E+001, 7.035E+001, 8.735E+001, 1.055E+002, 7.724E+001, 1.017E+002, 1.326E+002, 6.754E+001, 9.774E+001, 1.159E+002, 1.011E+002, 9.719E+001, 6.660E+001, 5.408E+001, 6.877E+001, 8.251E+001, 8.186E+001, 8.741E+001, 8.314E+001, 6.949E+001, 5.512E+001, 6.142E+001, 6.393E+001, 6.061E+001, 6.453E+001, 6.553E+001, 6.332E+001, 5.665E+001, 2.078E-001, 3.868E-004, 2.382E-013, 1.961E-001, 4.762E-003, 1.373E-005, 4.000E+000
 1.500E+002, 4.868E+001, 3.723E+001, 2.064E+001, 2.021E+001, 2.007E+001, 1.993E+001, 1.996E+001, 1.993E+001, 1.998E+001, 1.907E+001, 3.922E+001, 4.974E+001, 3.724E+001, 2.043E+001, 1.946E+001, 1.930E+001, 1.921E+001, 1.921E+001, 1.919E+001, 1.925E+001, 1.904E+001, 3.947E+001, 5.015E+001, 3.616E+001, 2.103E+001, 1.965E+001, 1.963E+001, 1.944E+001, 1.924E+001, 1.894E+001, 1.892E+001, 2.805E+001, 1.859E+002, 2.460E+002, 2.389E+002, 2.379E+002, 2.524E+002, 2.786E+002, 3.159E+002, 3.389E+002, 3.856E+002, 4.417E+002, 6.709E+001, 6.731E+001, 6.855E+001, 6.927E+001, 7.126E+001, 7.327E+001, 7.561E+001, 7.153E+001, 6.930E+001, 6.088E+001, 5.417E+001, 9.556E+001, 8.068E+001, 6.879E+001, 5.434E+001, 9.484E+001, 9.015E+001, 6.308E+001, 4.312E+001, 7.184E+001, 9.153E+001, 1.037E+002, 7.620E+001, 4.703E+001, 5.972E+001, 6.300E+001, 7.596E+001, 6.904E+001, 7.345E+001, 8.974E+001, 1.058E+002, 7.397E+001, 9.976E+001, 1.276E+002, 7.070E+001, 9.492E+001, 1.116E+002, 1.073E+002, 9.710E+001, 5.842E+001, 4.458E+001, 6.718E+001, 8.073E+001, 9.482E+001, 1.001E+002, 8.328E+001, 6.964E+001, 4.964E+001, 6.037E+001, 6.692E+001, 6.762E+001, 6.631E+001, 7.161E+001, 6.448E+001, 5.738E+001, 2.078E-001, 3.868E-004, 4.458E-017, 1.964E-001, 4.566E-003, 1.312E-005, 4.000E+000
 1.600E+002, 4.413E+001, 3.186E+001, 2.044E+001, 2.010E+001, 2.002E+001, 1.987E+001, 1.985E+001, 1.980E+001, 1.978E+001, 1.928E+001, 3.918E+001, 5.008E+001, 3.728E+001, 2.066E+001, 1.946E+001, 1.927E+001, 1.916E+001, 1.914E+001, 1.913E+001, 1.914E+001, 1.925E+001, 3.829E+001, 4.819E+001, 3.706E+001, 2.109E+001, 1.945E+001, 1.942E+001, 1.944E+001, 1.924E+001, 1.894E+001, 1.888E+001, 2.975E+001, 1.523E+002, 1.478E+002, 1.332E+002, 1.174E+002, 1.132E+002, 1.160E+002, 1.216E+002, 1.255E+002, 1.396E+002, 1.527E+002, 6.382E+001, 6.327E+001, 6.310E+001, 6.302E+001, 6.210E+001, 6.196E+001, 6.341E+001, 5.997E+001, 6.045E+001, 5.808E+001, 5.417E+001, 7.419E+001, 7.111E+001, 6.643E+001, 5.001E+001, 7.718E+001, 9.115E+001, 6.197E+001, 4.285E+001, 5.924E+001, 7.325E+001, 1.009E+002, 7.178E+001, 5.100E+001, 5.679E+001, 6.010E+001, 6.211E+001, 5.973E+001, 6.816E+001, 8.121E+001, 7.862E+001, 6.536E+001, 7.966E+001, 9.514E+001, 6.350E+001, 7.706E+001, 1.150E+002, 1.052E+002, 8.845E+001, 6.740E+001, 4.784E+001, 5.218E+001, 7.191E+001, 1.036E+002, 1.050E+002, 8.218E+001, 6.822E+001, 5.307E+001, 4.933E+001, 6.856E+001, 7.312E+001, 7.698E+001, 7.679E+001, 6.439E+001, 5.630E+001, 2.078E-001, 3.868E-004, 1.860E-014, 1.958E-001, 4.621E-003, 1.329E-005, 4.000E+000
 1.700E+002, 4.804E+001, 3.232E+001, 2.046E+001, 2.009E+001, 2.002E+001, 1.989E+001, 1.982E+001, 1.977E+001, 1.976E+001, 1.950E+001, 4.010E+001, 5.084E+001, 3.536E+001, 2.049E+001, 1.943E+001, 1.925E+001, 1.912E+001, 1.907E+001, 1.907E+001, 1.910E+001, 1.947E+001, 3.864E+001, 4.731E+001, 3.627E+001, 2.107E+001, 1.949E+001, 1.946E+001, 1.963E+001, 1.954E+001, 1.921E+001, 1.903E+001, 3.141E+001, 1.597E+002, 1.799E+002, 1.662E+002, 1.624E+002, 1.723E+002, 1.949E+002, 2.231E+002, 2.388E+002, 2.748E+002, 3.168E+002, 6.541E+001, 6.439E+001, 6.505E+001, 6.611E+001, 6.632E+001, 6.617E+001, 6.632E+001, 5.952E+001, 6.182E+001, 6.063E+001, 5.407E+001, 8.133E+001, 7.774E+001, 6.866E+001, 5.188E+001, 9.223E+001, 9.682E+001, 7.155E+001, 4.797E+001, 6.220E+001, 8.081E+001, 1.127E+002, 8.222E+001, 5.688E+001, 5.864E+001, 5.635E+001, 5.788E+001, 5.835E+001, 6.439E+001, 7.603E+001, 7.404E+001, 6.752E+001, 7.984E+001, 9.073E+001, 7.216E+001, 9.317E+001, 1.368E+002, 1.176E+002, 9.728E+001, 6.920E+001, 5.600E+001, 6.684E+001, 9.016E+001, 1.017E+002, 9.443E+001, 8.212E+001, 6.845E+001, 5.018E+001, 5.616E+001, 6.389E+001, 7.139E+001, 6.565E+001, 7.024E+001, 5.896E+001, 5.446E+001, 2.078E-001, 3.868E-004, 2.696E-015, 1.936E-001, 5.408E-003, 1.576E-005, 4.000E+000
 1.800E+002, 5.330E+001, 3.981E+001, 2.257E+001, 2.028E+001, 2.015E+001, 2.005E+001, 1.996E+001, 1.987E+001, 1.987E+001, 1.973E+001, 4.145E+001, 5.541E+001, 3.853E+001, 2.138E+001, 1.952E+001, 1.935E+001, 1.919E+001, 1.914E+001, 1.912E+001, 1.915E+001, 1.969E+001, 3.814E+001, 4.476E+001, 3.429E+001, 2.096E+001, 1.958E+001, 1.950E+001, 1.951E+001, 1.938E+001, 1.912E+001, 1.893E+001, 3.301E+001, 1.565E+002, 1.689E+002, 1.487E+002, 1.405E+002, 1.423E+002, 1.548E+002, 1.677E+002, 1.772E+002, 1.969E+002, 2.254E+002, 7.101E+001, 7.007E+001, 7.075E+001, 7.089E+001, 6.903E+001, 6.836E+001, 6.852E+001, 5.873E+001, 5.944E+001, 6.488E+001, 5.911E+001, 7.829E+001, 8.323E+001, 7.511E+001, 5.306E+001, 9.289E+001, 9.491E+001, 7.305E+001, 5.049E+001, 6.053E+001, 7.688E+001, 1.110E+002, 8.049E+001, 6.022E+001, 6.394E+001, 5.240E+001, 5.936E+001, 6.237E+001, 6.469E+001, 7.497E+001, 7.632E+001, 7.309E+001, 9.331E+001, 9.144E+001, 7.591E+001, 9.868E+001, 1.284E+002, 9.874E+001, 8.549E+001, 6.981E+001, 5.820E+001, 6.867E+001, 8.783E+001, 9.525E+001, 8.244E+001, 7.528E+001, 6.268E+001, 5.441E+001, 6.149E+001, 6.878E+001, 6.968E+001, 5.960E+001, 6.078E+001, 5.551E+001, 5.049E+001, 2.078E-001, 3.869E-004, 2.028E-010, 1.930E-001, 5.643E-003, 1.650E-005, 4.000E+000
 1.900E+002, 4.633E+001, 3.552E+001, 2.340E+001, 2.034E+001, 2.006E+001, 1.988E+001, 1.980E+001, 1.975E+001, 1.978E+001, 1.995E+001, 4.066E+001, 5.022E+001, 3.665E+001, 2.110E+001, 1.954E+001, 1.935E+001, 1.924E+001, 1.922E+001, 1.920E+001, 1.919E+001, 1.991E+001, 3.828E+001, 4.653E+001, 3.526E+001, 2.171E+001, 2.020E+001, 1.978E+001, 1.953E+001, 1.941E+001, 1.924E+001, 1.890E+001, 3.453E+001, 1.588E+002, 1.810E+002, 1.695E+002, 1.638E+002, 1.742E+002, 1.950E+002, 2.224E+002, 2.416E+002, 2.898E+002, 3.458E+002, 6.553E+001, 6.580E+001, 6.572E+001, 6.588E+001, 6.634E+001, 6.681E+001, 6.668E+001, 6.299E+001, 6.289E+001, 5.820E+001, 5.484E+001, 9.177E+001, 7.896E+001, 6.605E+001, 5.447E+001, 9.142E+001, 8.444E+001, 6.823E+001, 5.503E+001, 6.578E+001, 8.626E+001, 9.917E+001, 7.621E+001, 5.889E+001, 5.876E+001, 6.071E+001, 6.340E+001, 7.054E+001, 6.869E+001, 7.788E+001, 8.873E+001, 7.553E+001, 9.608E+001, 1.078E+002, 7.196E+001, 8.710E+001, 1.095E+002, 9.080E+001, 8.972E+001, 6.813E+001, 5.292E+001, 6.257E+001, 7.447E+001, 8.163E+001, 8.277E+001, 7.555E+001, 6.623E+001, 5.269E+001, 5.295E+001, 5.758E+001, 6.013E+001, 5.939E+001, 6.182E+001, 5.741E+001, 5.133E+001, 2.068E-001, 3.906E-004, 1.728E-008, 1.937E-001, 5.500E-003, 1.605E-005, 4.000E+000
 2.000E+002, 4.265E+001, 3.062E+001, 2.112E+001, 2.022E+001, 2.003E+001, 1.990E+001, 1.987E+001, 1.985E+001, 1.985E+001, 2.018E+001, 3.986E+001, 4.547E+001, 3.405E+001, 2.032E+001, 1.947E+001, 1.932E+001, 1.918E+001, 1.916E+001, 1.915E+001, 1.914E+001, 2.013E+001, 4.001E+001, 5.015E+001, 3.643E+001, 2.153E+001, 2.019E+001, 1.970E+001, 1.947E+001, 1.944E+001, 1.927E+001, 1.889E+001, 3.594E+001, 1.740E+002, 2.103E+002, 2.023E+002, 2.043E+002, 2.202E+002, 2.478E+002, 2.816E+002, 3.029E+002, 3.534E+002, 4.203E+002, 6.487E+001, 6.466E+001, 6.579E+001, 6.647E+001, 6.843E+001, 6.934E+001, 6.985E+001, 6.462E+001, 7.072E+001, 5.852E+001, 5.136E+001, 9.574E+001, 7.916E+001, 6.221E+001, 5.209E+001, 1.019E+002, 8.884E+001, 6.521E+001, 5.695E+001, 6.774E+001, 9.015E+001, 1.091E+002, 7.327E+001, 5.972E+001, 5.675E+001, 5.854E+001, 6.699E+001, 7.103E+001, 6.405E+001, 7.824E+001, 9.918E+001, 7.207E+001, 9.176E+001, 1.157E+002, 6.862E+001, 8.921E+001, 1.111E+002, 1.014E+002, 8.970E+001, 6.509E+001, 5.609E+001, 6.380E+001, 7.867E+001, 1.005E+002, 9.562E+001, 7.904E+001, 6.139E+001, 5.443E+001, 5.770E+001, 6.077E+001, 6.824E+001, 7.054E+001, 6.646E+001, 5.407E+001, 4.788E+001, 2.068E-001, 4.022E-004, 5.371E-008, 1.966E-001, 4.468E-003, 1.281E-005, 4.000E+000
 2.100E+002, 4.065E+001, 2.942E+001, 2.203E+001, 2.053E+001, 2.017E+001, 1.998E+001, 1.998E+001, 1.991E+001, 1.988E+001, 2.040E+001, 3.939E+001, 4.701E+001, 3.590E+001, 2.131E+001, 1.972E+001, 1.936E+001, 1.926E+001, 1.922E+001, 1.918E+001, 1.918E+001, 2.035E+001, 3.977E+001, 4.919E+001, 3.555E+001, 2.238E+001, 1.987E+001, 1.949E+001, 1.936E+001, 1.937E+001, 1.941E+001, 1.894E+001, 3.725E+001, 1.795E+002, 2.145E+002, 2.038E+002, 2.035E+002, 2.199E+002, 2.419E+002, 2.686E+002, 2.849E+002, 3.225E+002, 3.688E+002, 6.368E+001, 6.350E+001, 6.558E+001, 6.645E+001, 6.899E+001, 7.025E+001, 7.261E+001, 7.227E+001, 6.423E+001, 5.842E+001, 4.973E+001, 9.594E+001, 7.839E+001, 5.697E+001, 4.434E+001, 9.006E+001, 8.224E+001, 6.393E+001, 4.750E+001, 6.399E+001, 8.827E+001, 9.651E+001, 7.083E+001, 5.518E+001, 5.487E+001, 6.446E+001, 7.168E+001, 7.401E+001, 6.737E+001, 8.444E+001, 1.085E+002, 7.773E+001, 1.018E+002, 1.311E+002, 7.253E+001, 1.022E+002, 1.137E+002, 1.075E+002, 8.887E+001, 6.548E+001, 5.172E+001, 6.613E+001, 8.058E+001, 9.481E+001, 9.241E+001, 8.730E+001, 7.128E+001, 5.509E+001, 5.722E+001, 6.131E+001, 6.867E+001, 7.143E+001, 7.220E+001, 6.172E+001, 5.696E+001, 2.073E-001, 3.931E-004, 2.220E-008, 1.970E-001, 4.138E-003, 1.178E-005, 4.000E+000
 2.200E+002, 4.408E+001, 3.314E+001, 2.452E+001, 2.241E+001, 2.094E+001, 2.021E+001, 2.011E+001, 1.993E+001, 1.980E+001, 2.063E+001, 3.980E+001, 4.753E+001, 3.704E+001, 2.165E+001, 2.023E+001, 1.986E+001, 1.943E+001, 1.932E+001, 1.918E+001, 1.914E+001, 2.056E+001, 3.735E+001, 3.849E+001, 3.066E+001, 2.325E+001, 2.003E+001, 1.938E+001, 1.926E+001, 1.923E+001, 1.921E+001, 1.897E+001, 3.846E+001, 1.754E+002, 1.893E+002, 1.742E+002, 1.639E+002, 1.669E+002, 1.793E+002, 1.994E+002, 2.119E+002, 2.426E+002, 2.832E+002, 6.074E+001, 6.056E+001, 6.107E+001, 6.160E+001, 6.293E+001, 6.357E+001, 6.482E+001, 6.291E+001, 5.204E+001, 5.572E+001, 5.186E+001, 9.083E+001, 7.475E+001, 6.275E+001, 4.816E+001, 9.553E+001, 8.649E+001, 6.774E+001, 5.025E+001, 5.727E+001, 8.610E+001, 1.007E+002, 7.480E+001, 5.708E+001, 5.329E+001, 6.925E+001, 7.434E+001, 7.237E+001, 7.816E+001, 9.461E+001, 1.029E+002, 7.744E+001, 1.054E+002, 1.455E+002, 6.998E+001, 1.006E+002, 1.195E+002, 9.719E+001, 8.077E+001, 6.114E+001, 5.050E+001, 6.815E+001, 8.260E+001, 9.073E+001, 9.275E+001, 8.204E+001, 6.600E+001, 5.747E+001, 5.961E+001, 6.276E+001, 6.927E+001, 7.155E+001, 7.066E+001, 5.903E+001, 5.605E+001, 2.071E-001, 3.901E-004, 1.396E-008, 1.970E-001, 4.132E-003, 1.176E-005, 6.000E+000
 2.300E+002, 4.322E+001, 2.890E+001, 2.234E+001, 2.181E+001, 2.097E+001, 2.016E+001, 2.005E+001, 1.980E+001, 1.977E+001, 2.084E+001, 4.108E+001, 5.234E+001, 4.166E+001, 2.248E+001, 2.032E+001, 1.982E+001, 1.944E+001, 1.938E+001, 1.914E+001, 1.913E+001, 2.076E+001, 3.910E+001, 4.407E+001, 3.090E+001, 2.102E+001, 1.987E+001, 1.936E+001, 1.914E+001, 1.900E+001, 1.894E+001, 1.886E+001, 3.960E+001, 1.613E+002, 1.725E+002, 1.627E+002, 1.516E+002, 1.588E+002, 1.724E+002, 1.904E+002, 2.010E+002, 2.269E+002, 2.557E+002, 6.746E+001, 6.671E+001, 6.844E+001, 6.972E+001, 7.305E+001, 7.397E+001, 7.453E+001, 6.469E+001, 6.254E+001, 6.148E+001, 5.669E+001, 9.751E+001, 8.190E+001, 6.645E+001, 5.297E+001, 9.850E+001, 8.376E+001, 6.407E+001, 5.095E+001, 5.906E+001, 8.988E+001, 9.805E+001, 7.265E+001, 5.676E+001, 5.984E+001, 6.074E+001, 6.827E+001, 7.292E+001, 7.092E+001, 8.074E+001, 8.491E+001, 6.799E+001, 6.926E+001, 1.230E+002, 5.596E+001, 8.389E+001, 9.030E+001, 9.299E+001, 8.806E+001, 6.435E+001, 5.064E+001, 5.013E+001, 7.628E+001, 8.224E+001, 9.238E+001, 7.388E+001, 6.386E+001, 5.345E+001, 5.471E+001, 6.091E+001, 6.379E+001, 7.000E+001, 6.583E+001, 5.307E+001, 5.169E+001, 2.068E-001, 4.087E-004, 7.413E-008, 1.965E-001, 4.389E-003, 1.256E-005, 6.000E+000
 2.400E+002, 4.563E+001, 3.082E+001, 2.181E+001, 2.119E+001, 2.043E+001, 1.995E+001, 1.987E+001, 1.971E+001, 1.968E+001, 2.105E+001, 3.940E+001, 4.455E+001, 3.478E+001, 2.109E+001, 1.992E+001, 1.958E+001, 1.927E+001, 1.929E+001, 1.908E+001, 1.908E+001, 2.096E+001, 3.807E+001, 4.343E+001, 3.176E+001, 2.023E+001, 1.960E+001, 1.924E+001, 1.890E+001, 1.881E+001, 1.878E+001, 1.884E+001, 4.068E+001, 1.434E+002, 1.306E+002, 1.178E+002, 9.994E+001, 9.508E+001, 9.359E+001, 9.469E+001, 9.570E+001, 1.010E+002, 1.084E+002, 6.039E+001, 6.120E+001, 6.209E+001, 6.279E+001, 6.419E+001, 6.475E+001, 6.536E+001, 5.702E+001, 5.458E+001, 5.580E+001, 4.890E+001, 7.859E+001, 7.122E+001, 5.493E+001, 4.474E+001, 8.135E+001, 8.353E+001, 6.042E+001, 4.635E+001, 5.286E+001, 7.391E+001, 1.020E+002, 6.733E+001, 5.296E+001, 5.201E+001, 6.176E+001, 6.541E+001, 6.203E+001, 6.376E+001, 7.265E+001, 6.645E+001, 6.451E+001, 5.523E+001, 8.856E+001, 5.503E+001, 7.879E+001, 9.970E+001, 1.013E+002, 9.685E+001, 6.839E+001, 5.373E+001, 4.924E+001, 7.240E+001, 9.418E+001, 9.355E+001, 7.890E+001, 7.224E+001, 5.776E+001, 4.861E+001, 6.341E+001, 6.880E+001, 7.373E+001, 6.835E+001, 5.881E+001, 5.511E+001, 2.073E-001, 3.991E-004, 4.107E-008, 1.975E-001, 4.102E-003, 1.166E-005, 6.000E+000
