m,C,m,C,m/s,m/s,m/s,m/s
 1.075E+00, 8.591E+01, 1.075E+00, 4.610E+01,-5.789E-02,-7.279E-02,-1.107E-02, 8.879E-02
 1.125E+00, 1.014E+02, 1.125E+00, 5.763E+01,-2.980E-01,-2.731E-01,-1.046E-02, 1.761E-01
 1.175E+00, 1.178E+02, 1.175E+00, 7.362E+01,-5.431E-01,-4.800E-01,-1.046E-02, 2.659E-01
 1.225E+00, 1.314E+02, 1.225E+00, 9.382E+01,-7.631E-01,-6.462E-01,-1.020E-02, 3.229E-01
 1.275E+00, 1.424E+02, 1.275E+00, 1.135E+02,-9.722E-01,-7.819E-01,-1.453E-02, 3.736E-01
 1.325E+00, 1.519E+02, 1.325E+00, 1.309E+02,-1.148E+00,-8.838E-01,-1.453E-02, 4.386E-01
 1.375E+00, 1.596E+02, 1.375E+00, 1.427E+02,-1.278E+00,-9.546E-01,-3.113E-02, 5.086E-01
 1.425E+00, 1.658E+02, 1.425E+00, 1.516E+02,-1.378E+00,-1.013E+00,-2.998E-02, 5.670E-01
 1.475E+00, 1.709E+02, 1.475E+00, 1.585E+02,-1.467E+00,-1.092E+00,-2.998E-02, 6.361E-01
 1.525E+00, 1.749E+02, 1.525E+00, 1.632E+02,-1.549E+00,-1.202E+00, 5.609E-04, 6.847E-01
 1.575E+00, 1.777E+02, 1.575E+00, 1.675E+02,-1.642E+00,-1.310E+00,-2.572E-03, 6.968E-01
 1.625E+00, 1.801E+02, 1.625E+00, 1.711E+02,-1.721E+00,-1.403E+00,-2.572E-03, 6.789E-01
 1.675E+00, 1.816E+02, 1.675E+00, 1.739E+02,-1.796E+00,-1.506E+00, 8.379E-03, 6.320E-01
 1.725E+00, 1.830E+02, 1.725E+00, 1.762E+02,-1.897E+00,-1.657E+00, 8.650E-04, 5.462E-01
 1.775E+00, 1.844E+02, 1.775E+00, 1.779E+02,-2.024E+00,-1.851E+00, 8.650E-04, 4.044E-01
 1.825E+00, 1.855E+02, 1.825E+00, 1.819E+02,-2.214E+00,-2.101E+00,-1.974E-02, 2.577E-01
 1.875E+00, 1.864E+02, 1.875E+00, 1.878E+02,-2.188E+00,-2.127E+00,-4.410E-02, 1.628E-01
 1.925E+00, 1.874E+02, 1.925E+00, 1.880E+02,-1.148E+00,-1.057E+00,-4.410E-02, 1.639E-05
 1.975E+00, 1.883E+02,NaN,NaN,NaN,NaN,NaN,NaN
 2.025E+00, 1.891E+02,NaN,NaN,NaN,NaN,NaN,NaN
 2.075E+00, 1.896E+02,NaN,NaN,NaN,NaN,NaN,NaN
 2.125E+00, 1.902E+02,NaN,NaN,NaN,NaN,NaN,NaN
 2.175E+00, 1.913E+02,NaN,NaN,NaN,NaN,NaN,NaN
 2.225E+00, 1.935E+02,NaN,NaN,NaN,NaN,NaN,NaN
 2.275E+00, 1.975E+02,NaN,NaN,NaN,NaN,NaN,NaN
 2.325E+00, 2.020E+02,NaN,NaN,NaN,NaN,NaN,NaN
 2.375E+00, 2.032E+02,NaN,NaN,NaN,NaN,NaN,NaN
