s,C
 1.5701000E+003, 1.0823186E+002
 1.5801000E+003, 1.0599071E+002
 1.5901000E+003, 1.0382848E+002
 1.6001000E+003, 1.0174104E+002
 1.6101000E+003, 9.9724066E+001
 1.6201000E+003, 9.7773721E+001
 1.6301000E+003, 9.5886658E+001
 1.6401000E+003, 9.4059677E+001
 1.6501000E+003, 9.2289798E+001
 1.6601000E+003, 9.0574429E+001
 1.6701000E+003, 8.8911136E+001
 1.6801000E+003, 8.7297511E+001
 1.6901000E+003, 8.5731508E+001
 1.7001000E+003, 8.4211059E+001
 1.7101000E+003, 8.2734148E+001
 1.7201000E+003, 8.1299213E+001
 1.7301000E+003, 7.9904681E+001
 1.7401000E+003, 7.8548746E+001
 1.7501000E+003, 7.7230121E+001
 1.7601000E+003, 7.5947388E+001
 1.7701000E+003, 7.4699172E+001
 1.7801000E+003, 7.3484172E+001
 1.7901000E+003, 7.2301360E+001
 1.8001000E+003, 7.1149530E+001
 1.8101000E+003, 7.0027618E+001
 1.8201000E+003, 6.8934880E+001
 1.8301000E+003, 6.7870095E+001
 1.8401000E+003, 6.6832378E+001
 1.8501000E+003, 6.5820830E+001
 1.8601000E+003, 6.4834686E+001
 1.8701000E+003, 6.3873110E+001
 1.8801000E+003, 6.2935237E+001
 1.8901000E+003, 6.2020594E+001
 1.9001000E+003, 6.1128400E+001
 1.9101000E+003, 6.0257877E+001
 1.9201000E+003, 5.9408607E+001
 1.9301000E+003, 5.8579770E+001
 1.9401000E+003, 5.7770814E+001
 1.9501000E+003, 5.6981049E+001
 1.9601000E+003, 5.6210150E+001
 1.9701000E+003, 5.5457445E+001
 1.9801000E+003, 5.4722491E+001
 1.9901000E+003, 5.4004704E+001
 2.0001000E+003, 5.3303743E+001
 2.0101000E+003, 5.2619109E+001
 2.0201000E+003, 5.1950483E+001
 2.0301000E+003, 5.1297139E+001
 2.0401000E+003, 5.0658969E+001
 2.0501000E+003, 5.0035305E+001
 2.0601000E+003, 4.9426007E+001
 2.0701000E+003, 4.8830550E+001
 2.0801000E+003, 4.8248564E+001
 2.0901000E+003, 4.7679884E+001
 2.1000000E+003, 4.7126609E+001
