s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
 2.700E+02, 7.640E+02, 7.339E+02, 6.985E+02, 6.102E+02, 4.782E+02, 7.601E+02, 7.064E+02, 6.341E+02, 5.213E+02, 4.420E+02, 7.596E+02, 7.258E+02, 6.647E+02, 5.504E+02, 4.831E+02, 3.876E+02, 3.371E+02, 2.667E+02, 1.938E+02, 1.318E+02
 3.000E+02, 7.734E+02, 7.407E+02, 6.879E+02, 5.801E+02, 4.616E+02, 7.904E+02, 7.138E+02, 6.282E+02, 4.949E+02, 3.796E+02, 8.120E+02, 7.533E+02, 6.907E+02, 5.630E+02, 4.232E+02, 4.327E+02, 3.809E+02, 3.071E+02, 2.240E+02, 1.500E+02
 3.300E+02, 7.782E+02, 7.439E+02, 6.717E+02, 5.653E+02, 4.328E+02, 7.867E+02, 7.265E+02, 6.238E+02, 5.130E+02, 4.031E+02, 8.271E+02, 7.746E+02, 6.853E+02, 5.561E+02, 4.421E+02, 4.712E+02, 4.189E+02, 3.426E+02, 2.520E+02, 1.661E+02
 3.600E+02, 7.898E+02, 7.501E+02, 6.921E+02, 5.775E+02, 4.408E+02, 8.192E+02, 7.407E+02, 6.989E+02, 5.959E+02, 4.333E+02, 8.266E+02, 7.843E+02, 7.627E+02, 6.434E+02, 4.522E+02, 5.009E+02, 4.540E+02, 3.767E+02, 2.749E+02, 1.832E+02
 3.900E+02, 7.970E+02, 7.497E+02, 6.749E+02, 5.962E+02, 4.654E+02, 8.010E+02, 7.548E+02, 6.307E+02, 4.939E+02, 3.652E+02, 8.183E+02, 7.923E+02, 6.947E+02, 5.590E+02, 4.252E+02, 5.286E+02, 4.840E+02, 4.044E+02, 2.945E+02, 1.986E+02
 4.200E+02, 7.838E+02, 7.539E+02, 7.028E+02, 6.078E+02, 4.842E+02, 7.911E+02, 7.637E+02, 7.121E+02, 5.875E+02, 4.585E+02, 8.011E+02, 7.916E+02, 7.399E+02, 6.234E+02, 4.932E+02, 5.490E+02, 5.056E+02, 4.287E+02, 3.198E+02, 2.162E+02
 4.500E+02, 8.069E+02, 7.910E+02, 7.287E+02, 6.312E+02, 5.023E+02, 8.325E+02, 7.993E+02, 7.184E+02, 6.223E+02, 4.794E+02, 8.248E+02, 8.300E+02, 7.665E+02, 6.555E+02, 4.979E+02, 5.653E+02, 5.277E+02, 4.491E+02, 3.423E+02, 2.334E+02
 4.800E+02, 8.153E+02, 7.986E+02, 7.311E+02, 6.308E+02, 5.060E+02, 8.208E+02, 8.051E+02, 7.232E+02, 6.087E+02, 4.910E+02, 8.227E+02, 8.155E+02, 7.388E+02, 6.389E+02, 5.114E+02, 5.824E+02, 5.487E+02, 4.731E+02, 3.610E+02, 2.465E+02
 5.100E+02, 8.079E+02, 7.931E+02, 7.262E+02, 6.121E+02, 4.808E+02, 8.085E+02, 7.881E+02, 6.894E+02, 5.288E+02, 4.098E+02, 8.044E+02, 8.291E+02, 7.667E+02, 5.959E+02, 4.478E+02, 5.945E+02, 5.619E+02, 4.898E+02, 3.802E+02, 2.595E+02
 5.400E+02, 7.916E+02, 7.857E+02, 7.358E+02, 6.223E+02, 4.990E+02, 7.881E+02, 7.385E+02, 6.944E+02, 5.843E+02, 4.473E+02, 8.176E+02, 7.747E+02, 7.566E+02, 6.431E+02, 4.984E+02, 6.021E+02, 5.750E+02, 5.069E+02, 3.950E+02, 2.712E+02
 5.700E+02, 8.052E+02, 7.697E+02, 7.103E+02, 6.161E+02, 4.997E+02, 8.218E+02, 7.736E+02, 6.593E+02, 5.515E+02, 4.499E+02, 8.273E+02, 8.070E+02, 7.110E+02, 6.170E+02, 4.934E+02, 6.069E+02, 5.799E+02, 5.116E+02, 4.001E+02, 2.784E+02
 6.000E+02, 7.982E+02, 7.619E+02, 6.874E+02, 5.881E+02, 4.957E+02, 7.967E+02, 7.110E+02, 6.328E+02, 5.049E+02, 4.123E+02, 8.096E+02, 7.505E+02, 6.915E+02, 5.455E+02, 4.595E+02, 6.141E+02, 5.871E+02, 5.191E+02, 4.078E+02, 2.865E+02
 6.300E+02, 8.017E+02, 7.727E+02, 6.878E+02, 5.649E+02, 4.573E+02, 8.143E+02, 7.906E+02, 6.723E+02, 5.163E+02, 3.818E+02, 8.414E+02, 8.331E+02, 7.036E+02, 5.414E+02, 4.072E+02, 6.236E+02, 5.976E+02, 5.324E+02, 4.206E+02, 2.960E+02
 6.600E+02, 7.999E+02, 7.712E+02, 6.943E+02, 5.640E+02, 4.161E+02, 8.188E+02, 7.547E+02, 6.225E+02, 4.805E+02, 3.275E+02, 8.143E+02, 7.916E+02, 6.855E+02, 5.214E+02, 3.492E+02, 6.309E+02, 6.044E+02, 5.415E+02, 4.292E+02, 3.015E+02
 6.900E+02, 8.172E+02, 7.870E+02, 6.783E+02, 5.566E+02, 4.108E+02, 8.138E+02, 7.700E+02, 6.567E+02, 5.340E+02, 3.899E+02, 8.151E+02, 8.100E+02, 7.120E+02, 5.842E+02, 4.014E+02, 6.369E+02, 6.101E+02, 5.512E+02, 4.432E+02, 3.096E+02
 7.200E+02, 8.163E+02, 7.962E+02, 7.284E+02, 6.105E+02, 4.596E+02, 8.333E+02, 8.073E+02, 7.403E+02, 5.900E+02, 4.327E+02, 8.318E+02, 8.392E+02, 8.039E+02, 6.664E+02, 5.128E+02, 6.379E+02, 6.123E+02, 5.578E+02, 4.523E+02, 3.144E+02
 7.500E+02, 8.172E+02, 7.877E+02, 7.211E+02, 6.110E+02, 4.782E+02, 8.201E+02, 7.729E+02, 6.795E+02, 5.548E+02, 4.583E+02, 8.441E+02, 8.076E+02, 7.442E+02, 6.176E+02, 5.068E+02, 6.362E+02, 6.104E+02, 5.550E+02, 4.552E+02, 3.208E+02
 7.800E+02, 8.288E+02, 7.911E+02, 7.100E+02, 5.674E+02, 4.336E+02, 8.428E+02, 7.686E+02, 6.803E+02, 5.151E+02, 3.544E+02, 8.458E+02, 8.020E+02, 7.334E+02, 5.542E+02, 3.685E+02, 6.347E+02, 6.163E+02, 5.616E+02, 4.604E+02, 3.254E+02
 8.100E+02, 8.078E+02, 7.845E+02, 7.111E+02, 5.991E+02, 4.802E+02, 7.851E+02, 7.453E+02, 6.567E+02, 5.458E+02, 4.668E+02, 8.222E+02, 7.980E+02, 7.325E+02, 6.102E+02, 5.280E+02, 6.344E+02, 6.127E+02, 5.626E+02, 4.684E+02, 3.343E+02
 8.400E+02, 8.045E+02, 7.541E+02, 6.748E+02, 5.805E+02, 4.787E+02, 8.305E+02, 7.734E+02, 6.663E+02, 5.737E+02, 4.472E+02, 8.507E+02, 8.422E+02, 7.369E+02, 6.477E+02, 4.866E+02, 6.401E+02, 6.204E+02, 5.691E+02, 4.756E+02, 3.435E+02
 8.700E+02, 7.794E+02, 7.336E+02, 6.597E+02, 5.753E+02, 4.554E+02, 7.505E+02, 6.519E+02, 5.574E+02, 4.663E+02, 3.263E+02, 7.890E+02, 7.033E+02, 6.307E+02, 5.357E+02, 3.737E+02, 6.375E+02, 6.204E+02, 5.708E+02, 4.748E+02, 3.471E+02
 9.000E+02, 7.910E+02, 7.542E+02, 6.733E+02, 5.710E+02, 4.430E+02, 7.992E+02, 7.619E+02, 6.701E+02, 5.050E+02, 3.830E+02, 8.290E+02, 7.945E+02, 7.142E+02, 5.639E+02, 4.506E+02, 6.369E+02, 6.151E+02, 5.653E+02, 4.715E+02, 3.477E+02
 9.300E+02, 7.954E+02, 7.759E+02, 6.955E+02, 5.777E+02, 4.314E+02, 7.993E+02, 7.770E+02, 6.601E+02, 5.687E+02, 4.161E+02, 8.069E+02, 8.162E+02, 6.906E+02, 6.069E+02, 4.302E+02, 6.395E+02, 6.163E+02, 5.677E+02, 4.730E+02, 3.487E+02
 9.600E+02, 7.913E+02, 7.976E+02, 7.453E+02, 6.053E+02, 4.384E+02, 7.930E+02, 7.954E+02, 7.650E+02, 5.981E+02, 4.156E+02, 8.249E+02, 8.599E+02, 8.431E+02, 6.583E+02, 4.613E+02, 6.377E+02, 6.134E+02, 5.697E+02, 4.766E+02, 3.522E+02
 9.900E+02, 7.927E+02, 7.823E+02, 7.137E+02, 5.918E+02, 4.443E+02, 7.843E+02, 7.732E+02, 6.456E+02, 5.081E+02, 3.795E+02, 8.049E+02, 7.969E+02, 6.930E+02, 5.435E+02, 4.349E+02, 6.370E+02, 6.167E+02, 5.735E+02, 4.827E+02, 3.582E+02
 1.020E+03, 7.572E+02, 7.298E+02, 6.717E+02, 5.729E+02, 4.350E+02, 7.374E+02, 6.226E+02, 5.243E+02, 4.306E+02, 3.442E+02, 7.932E+02, 7.213E+02, 6.358E+02, 5.386E+02, 4.268E+02, 6.311E+02, 6.094E+02, 5.639E+02, 4.782E+02, 3.587E+02
 1.050E+03, 7.137E+02, 6.516E+02, 5.688E+02, 4.690E+02, 3.645E+02, 6.658E+02, 5.547E+02, 3.937E+02, 2.652E+02, 1.926E+02, 7.645E+02, 6.537E+02, 4.804E+02, 3.360E+02, 2.568E+02, 6.147E+02, 5.850E+02, 5.352E+02, 4.543E+02, 3.449E+02
 1.080E+03, 6.082E+02, 5.240E+02, 4.518E+02, 3.735E+02, 2.991E+02, 3.737E+02, 2.451E+02, 1.908E+02, 1.425E+02, 1.103E+02, 4.833E+02, 3.440E+02, 2.704E+02, 1.997E+02, 1.505E+02, 5.849E+02, 5.474E+02, 5.002E+02, 4.283E+02, 3.297E+02
 1.110E+03, 4.566E+02, 4.041E+02, 3.585E+02, 3.062E+02, 2.515E+02, 6.120E+01, 6.148E+01, 6.153E+01, 5.592E+01, 5.138E+01, 1.162E+02, 1.047E+02, 9.655E+01, 8.241E+01, 7.149E+01, 5.395E+02, 5.065E+02, 4.660E+02, 4.036E+02, 3.152E+02
 1.140E+03, 3.659E+02, 3.353E+02, 3.036E+02, 2.640E+02, 2.199E+02, 4.083E+01, 4.420E+01, 4.323E+01, 4.401E+01, 4.323E+01, 6.962E+01, 7.105E+01, 6.657E+01, 6.303E+01, 5.737E+01, 4.993E+02, 4.716E+02, 4.370E+02, 3.821E+02, 3.020E+02
 1.170E+03, 3.119E+02, 2.912E+02, 2.668E+02, 2.341E+02, 1.965E+02, 4.062E+01, 4.091E+01, 4.003E+01, 4.029E+01, 3.986E+01, 6.400E+01, 6.386E+01, 6.004E+01, 5.807E+01, 5.509E+01, 4.657E+02, 4.420E+02, 4.119E+02, 3.631E+02, 2.901E+02
 1.200E+03, 2.748E+02, 2.596E+02, 2.393E+02, 2.114E+02, 1.786E+02, 3.674E+01, 3.842E+01, 3.856E+01, 3.710E+01, 3.579E+01, 5.541E+01, 5.871E+01, 5.706E+01, 5.262E+01, 4.869E+01, 4.369E+02, 4.164E+02, 3.898E+02, 3.460E+02, 2.790E+02
