s,kW,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2
 1.5000208E+002, 7.7156100E+001, 2.7627800E+001, 2.9743020E+001, 2.6549020E+001, 8.6142256E+000, 4.3618112E+001, 3.2607960E+001, 2.0827931E+001, 7.2254508E+000, 3.7760108E+001, 2.6485045E+001, 1.4981398E+001, 5.8221435E+000, 3.5028106E+001, 2.3140346E+001, 1.3098540E+001, 4.9911165E+000, 3.5715640E+001, 2.2128224E+001, 1.2475109E+001, 4.7531605E+000, 3.3482593E+001, 2.1782095E+001, 1.2535065E+001, 4.6786144E+000, 3.0599367E+001, 2.2508388E+001, 1.3544484E+001, 4.8616142E+000, 1.8381849E+000, 2.1046423E+000, 2.1180061E+000, 2.0090836E+000, 1.8238926E+000, 1.5946224E+000
 1.5200281E+002, 8.0743842E+001, 2.6687692E+001, 2.9993642E+001, 2.8935331E+001, 9.3368373E+000, 4.4562120E+001, 3.6209217E+001, 2.3576866E+001, 8.5335700E+000, 3.7946056E+001, 2.9621144E+001, 1.9421972E+001, 7.7770297E+000, 3.3741748E+001, 2.4358696E+001, 1.6001662E+001, 7.0905764E+000, 3.5089709E+001, 2.3565671E+001, 1.5284981E+001, 7.0547299E+000, 3.3363140E+001, 2.3214870E+001, 1.5441147E+001, 6.7070381E+000, 2.9567407E+001, 2.2646070E+001, 1.5158978E+001, 6.5630151E+000, 1.9091563E+000, 2.1977649E+000, 2.1998722E+000, 2.0713418E+000, 1.8373741E+000, 1.5443270E+000
 1.5400129E+002, 7.1499598E+001, 2.8764286E+001, 3.0259987E+001, 2.5761839E+001, 8.5557834E+000, 4.4973458E+001, 3.5076019E+001, 2.1104791E+001, 7.5902499E+000, 4.0001177E+001, 2.9756978E+001, 1.6490511E+001, 6.5891138E+000, 3.6709614E+001, 2.6476344E+001, 1.5299349E+001, 5.9483700E+000, 3.7492399E+001, 2.6204220E+001, 1.5335271E+001, 6.0522373E+000, 3.6235632E+001, 2.5147495E+001, 1.6087834E+001, 6.5515301E+000, 3.0845643E+001, 2.3149396E+001, 1.5727360E+001, 7.2481768E+000, 1.8885880E+000, 2.1761340E+000, 2.2056074E+000, 2.1022509E+000, 1.9016407E+000, 1.6242128E+000
 1.5600008E+002, 8.0971219E+001, 2.9744651E+001, 3.1236672E+001, 2.4626133E+001, 9.0244871E+000, 4.7183474E+001, 3.4872035E+001, 1.9772592E+001, 7.6667564E+000, 4.1726484E+001, 2.8776984E+001, 1.5901650E+001, 6.6579910E+000, 3.5750679E+001, 2.3745245E+001, 1.3648389E+001, 5.6404434E+000, 3.5424191E+001, 2.1445720E+001, 1.2628286E+001, 5.1333566E+000, 3.5086211E+001, 2.0258350E+001, 1.2110357E+001, 4.8510911E+000, 3.3491002E+001, 2.0116546E+001, 1.1975222E+001, 4.4072917E+000, 1.9197550E+000, 2.1978786E+000, 2.1958899E+000, 2.0628148E+000, 1.8571169E+000, 1.6101710E+000
 1.5800297E+002, 9.1524571E+001, 2.8711379E+001, 3.2404006E+001, 2.8251516E+001, 9.5421500E+000, 4.6453109E+001, 3.7530714E+001, 2.3233762E+001, 8.3369087E+000, 4.1007110E+001, 3.2538272E+001, 1.9446709E+001, 7.4358906E+000, 3.5725822E+001, 2.8499862E+001, 1.7967003E+001, 7.0815112E+000, 3.5014603E+001, 2.6333991E+001, 1.7200366E+001, 7.0753336E+000, 3.3436797E+001, 2.4875198E+001, 1.6553406E+001, 7.2933715E+000, 3.0278929E+001, 2.3388669E+001, 1.6086756E+001, 6.7023369E+000, 1.9942679E+000, 2.2984380E+000, 2.3178829E+000, 2.1906634E+000, 1.9693744E+000, 1.6824720E+000
 1.6000101E+002, 7.0560998E+001, 2.9062870E+001, 3.3061165E+001, 2.8378264E+001, 9.6176840E+000, 4.7445921E+001, 3.4941627E+001, 2.1950202E+001, 9.2511830E+000, 4.1838692E+001, 2.8861890E+001, 1.7960650E+001, 8.8566035E+000, 3.6571054E+001, 2.7511252E+001, 1.6556849E+001, 8.4365062E+000, 3.4346487E+001, 2.5576034E+001, 1.6999609E+001, 8.2068044E+000, 3.1555983E+001, 2.2648679E+001, 1.5844123E+001, 8.5725784E+000, 2.8689071E+001, 1.8957897E+001, 1.3582369E+001, 8.3734118E+000, 2.0117932E+000, 2.3255851E+000, 2.3573952E+000, 2.2652165E+000, 2.0510483E+000, 1.7522182E+000
 1.6200025E+002, 8.1597664E+001, 2.7917083E+001, 3.0731574E+001, 2.5578762E+001, 8.6559243E+000, 4.6614259E+001, 3.4719361E+001, 1.9843181E+001, 7.2252885E+000, 3.9904991E+001, 2.7589251E+001, 1.5086349E+001, 6.1175329E+000, 3.5786472E+001, 2.4170093E+001, 1.2986217E+001, 5.3129503E+000, 3.6660222E+001, 2.3307202E+001, 1.2806284E+001, 5.0878832E+000, 3.8357621E+001, 2.4284474E+001, 1.4212765E+001, 5.3936145E+000, 3.6435051E+001, 2.5469523E+001, 1.6462110E+001, 6.1844211E+000, 1.9395413E+000, 2.2279739E+000, 2.2501355E+000, 2.1628887E+000, 2.0015620E+000, 1.7864947E+000
 1.6400053E+002, 8.6351968E+001, 2.8823333E+001, 3.1757965E+001, 2.8716526E+001, 9.4313245E+000, 4.7021871E+001, 3.9106388E+001, 2.3370747E+001, 7.6556473E+000, 4.1709180E+001, 3.3776872E+001, 1.8579005E+001, 6.7642808E+000, 3.8056184E+001, 3.1760499E+001, 1.8192959E+001, 8.1243814E+000, 3.8466647E+001, 3.1408375E+001, 2.0403124E+001, 9.2504038E+000, 3.9412574E+001, 3.1353096E+001, 2.1383699E+001, 1.0066744E+001, 3.6536811E+001, 3.0080427E+001, 2.1707048E+001, 9.9816063E+000, 2.0075444E+000, 2.3243764E+000, 2.3813500E+000, 2.3047553E+000, 2.1261385E+000, 1.8548850E+000
 1.6600067E+002, 7.6706579E+001, 3.1442188E+001, 3.5373986E+001, 2.8671477E+001, 9.1473157E+000, 4.7313150E+001, 3.6413021E+001, 2.1807489E+001, 8.0349720E+000, 4.0539064E+001, 2.9373793E+001, 1.7865869E+001, 7.0366252E+000, 3.5843093E+001, 2.7072226E+001, 1.7027868E+001, 6.8125661E+000, 3.5085826E+001, 2.8445662E+001, 2.0770365E+001, 8.1492871E+000, 3.4660369E+001, 2.8830483E+001, 2.3616587E+001, 1.1535528E+001, 3.2382688E+001, 2.5313035E+001, 2.0439837E+001, 1.1269497E+001, 2.0242798E+000, 2.3450698E+000, 2.4081418E+000, 2.3320753E+000, 2.1594434E+000, 1.8830332E+000
 1.6800283E+002, 8.6142811E+001, 2.8536686E+001, 3.2282228E+001, 2.7173272E+001, 9.0607320E+000, 4.5695587E+001, 3.8794717E+001, 2.5184381E+001, 8.1554208E+000, 3.8626487E+001, 3.3050903E+001, 2.1525358E+001, 7.3242394E+000, 3.3920659E+001, 2.9939104E+001, 2.0307039E+001, 7.4226950E+000, 3.3099202E+001, 2.7308029E+001, 1.9749098E+001, 8.3282476E+000, 3.4706342E+001, 2.6294378E+001, 1.9001863E+001, 9.2016675E+000, 3.3318099E+001, 2.4174479E+001, 1.8364091E+001, 9.6785053E+000, 2.0075588E+000, 2.3329980E+000, 2.4009300E+000, 2.3488439E+000, 2.1960898E+000, 1.9536661E+000
 1.7000119E+002, 1.0655648E+002, 2.8535958E+001, 3.1372663E+001, 2.8347957E+001, 9.9539782E+000, 4.7487483E+001, 3.6355499E+001, 2.4230854E+001, 9.0869303E+000, 4.1203445E+001, 3.0259566E+001, 2.0330962E+001, 8.4105673E+000, 3.6937581E+001, 2.7010282E+001, 1.7765538E+001, 8.7166054E+000, 3.6000180E+001, 2.6675849E+001, 1.8044735E+001, 9.1653018E+000, 3.5230816E+001, 2.6293865E+001, 1.9062513E+001, 9.8057968E+000, 3.2792587E+001, 2.4591185E+001, 1.9185891E+001, 1.0682510E+001, 2.0783496E+000, 2.4209717E+000, 2.4989502E+000, 2.4306374E+000, 2.2458486E+000, 1.9632453E+000
 1.7200189E+002, 9.0737315E+001, 2.6695608E+001, 3.0940590E+001, 2.8419915E+001, 9.6314986E+000, 4.6780343E+001, 3.9232512E+001, 2.5947370E+001, 8.2913388E+000, 4.2260203E+001, 3.2664841E+001, 2.0572324E+001, 7.6083992E+000, 3.7497864E+001, 2.9728553E+001, 1.8765909E+001, 7.5534489E+000, 3.6974696E+001, 2.7501636E+001, 1.8365531E+001, 8.3372323E+000, 3.7272317E+001, 2.7155883E+001, 1.8336177E+001, 8.7473533E+000, 3.6937716E+001, 2.6397727E+001, 1.7491008E+001, 8.4302046E+000, 2.0620746E+000, 2.4042419E+000, 2.4934532E+000, 2.4457411E+000, 2.2955120E+000, 2.0427577E+000
 1.7400020E+002, 1.0490743E+002, 2.7945865E+001, 3.1149414E+001, 2.5714732E+001, 8.9704698E+000, 4.9084673E+001, 3.8156248E+001, 2.3031723E+001, 7.8916401E+000, 4.3672077E+001, 3.1850408E+001, 1.8527603E+001, 7.1328024E+000, 3.9664450E+001, 3.2382722E+001, 1.7960069E+001, 6.5235612E+000, 3.7729113E+001, 3.1836052E+001, 1.9633427E+001, 6.9578454E+000, 3.8597953E+001, 3.1841382E+001, 2.2410493E+001, 8.5155806E+000, 3.9343114E+001, 3.2504626E+001, 2.3891961E+001, 1.1088892E+001, 2.1058455E+000, 2.4531438E+000, 2.5436082E+000, 2.5080970E+000, 2.3736857E+000, 2.1368756E+000
 1.7600278E+002, 1.0801022E+002, 2.8678189E+001, 3.0867507E+001, 2.5183543E+001, 9.0681746E+000, 4.8849744E+001, 3.7405603E+001, 2.0779997E+001, 7.9415843E+000, 4.3466857E+001, 2.9400746E+001, 1.7090229E+001, 6.7485249E+000, 3.8139806E+001, 2.6579706E+001, 1.5079445E+001, 6.3868555E+000, 3.7391888E+001, 2.4843204E+001, 1.3910236E+001, 6.3352262E+000, 3.9118989E+001, 2.3912412E+001, 1.3076126E+001, 6.1253992E+000, 4.1040659E+001, 2.4874078E+001, 1.4338901E+001, 6.3278228E+000, 2.1051388E+000, 2.4466174E+000, 2.5260333E+000, 2.4771390E+000, 2.3472989E+000, 2.1430740E+000
 1.7800233E+002, 1.1318633E+002, 2.8555144E+001, 3.1133314E+001, 2.7663249E+001, 9.1918655E+000, 4.8491754E+001, 3.8555331E+001, 2.5378084E+001, 8.6903253E+000, 4.2108920E+001, 3.0691863E+001, 2.1452977E+001, 9.0070991E+000, 3.7026100E+001, 2.7833695E+001, 1.8338175E+001, 8.7367730E+000, 3.7022450E+001, 2.7963605E+001, 1.7976520E+001, 8.1925774E+000, 3.7855295E+001, 3.0026517E+001, 1.9501117E+001, 9.1056651E+000, 3.8665039E+001, 2.9169843E+001, 1.8665457E+001, 9.1741453E+000, 2.1998226E+000, 2.5904740E+000, 2.7243890E+000, 2.7019512E+000, 2.5487263E+000, 2.2717084E+000
 1.8000176E+002, 1.1626403E+002, 2.8767653E+001, 3.0632301E+001, 2.6316799E+001, 8.8254460E+000, 4.7045038E+001, 3.5602524E+001, 2.2446362E+001, 8.1390563E+000, 4.0320358E+001, 2.8874357E+001, 1.9087501E+001, 8.1713601E+000, 3.5714251E+001, 2.8784967E+001, 1.9947568E+001, 9.0464726E+000, 3.5619616E+001, 2.8360686E+001, 2.0288638E+001, 9.4145608E+000, 3.6771960E+001, 2.8684338E+001, 2.0238783E+001, 8.9358971E+000, 3.7179899E+001, 2.7091217E+001, 1.9267731E+001, 8.5496304E+000, 2.1604559E+000, 2.5359198E+000, 2.6761091E+000, 2.6830835E+000, 2.5667914E+000, 2.3226211E+000
 1.8200296E+002, 1.0675493E+002, 2.9285018E+001, 3.0688913E+001, 2.4857554E+001, 9.2112290E+000, 4.9884331E+001, 3.7552794E+001, 2.1953792E+001, 8.4806474E+000, 4.2989415E+001, 3.0193877E+001, 1.7449044E+001, 7.5948235E+000, 3.9695199E+001, 2.8846385E+001, 1.6350192E+001, 7.1242959E+000, 4.0040038E+001, 3.1161993E+001, 1.8583386E+001, 7.8968474E+000, 4.0050420E+001, 3.1501411E+001, 2.0631515E+001, 9.5100619E+000, 4.2316679E+001, 3.2027205E+001, 2.2265561E+001, 9.8814678E+000, 2.1873284E+000, 2.5659777E+000, 2.6878115E+000, 2.6892098E+000, 2.5714172E+000, 2.3460730E+000
 1.8400030E+002, 1.0839395E+002, 3.0098354E+001, 3.3056118E+001, 3.0138215E+001, 9.6483438E+000, 4.9146807E+001, 4.1555589E+001, 2.5335883E+001, 8.4235040E+000, 4.3433524E+001, 3.4361527E+001, 2.1207011E+001, 7.8258892E+000, 3.9523699E+001, 3.4735537E+001, 2.0636716E+001, 7.9971726E+000, 4.0390939E+001, 3.5812061E+001, 2.2403154E+001, 9.1072529E+000, 4.1794205E+001, 3.7587717E+001, 2.5476088E+001, 1.0717361E+001, 4.1617453E+001, 3.6916508E+001, 2.7602898E+001, 1.4487606E+001, 2.2513096E+000, 2.6466356E+000, 2.7980964E+000, 2.7888118E+000, 2.6987979E+000, 2.4901424E+000
 1.8600199E+002, 1.1144660E+002, 3.2101075E+001, 3.6437209E+001, 2.8412261E+001, 9.4388970E+000, 4.7562009E+001, 3.7671061E+001, 2.2421638E+001, 8.0466611E+000, 4.0247670E+001, 3.0264929E+001, 1.8862517E+001, 7.3180032E+000, 3.6652248E+001, 2.9171564E+001, 1.9651304E+001, 7.3706615E+000, 3.5751240E+001, 3.0242448E+001, 2.1847134E+001, 8.8844290E+000, 3.7502230E+001, 3.2255117E+001, 2.4267409E+001, 1.0012707E+001, 4.0905219E+001, 3.3643148E+001, 2.4131540E+001, 1.1118572E+001, 2.2070573E+000, 2.5785346E+000, 2.7222205E+000, 2.7531797E+000, 2.6936360E+000, 2.5286947E+000
 1.8800090E+002, 1.2892698E+002, 3.0918985E+001, 3.2597146E+001, 2.3536529E+001, 8.9935218E+000, 4.9350872E+001, 3.5093468E+001, 2.0955030E+001, 8.2100298E+000, 4.3543549E+001, 3.0330972E+001, 1.9029601E+001, 7.5128620E+000, 3.8604342E+001, 2.9659358E+001, 1.8928596E+001, 7.3610964E+000, 3.7327270E+001, 3.0472189E+001, 2.0001415E+001, 8.1512429E+000, 3.8406297E+001, 3.2119930E+001, 2.2518055E+001, 1.0901886E+001, 4.0067077E+001, 3.3586635E+001, 2.4376123E+001, 1.2153950E+001, 2.2222046E+000, 2.6076229E+000, 2.7486899E+000, 2.7401603E+000, 2.6778029E+000, 2.5209878E+000
 1.9000157E+002, 1.0037912E+002, 3.2871529E+001, 3.5872587E+001, 2.9020592E+001, 9.2205357E+000, 5.0026963E+001, 4.0457327E+001, 2.2188164E+001, 8.1144635E+000, 4.2877072E+001, 3.1357260E+001, 1.8759270E+001, 7.8368347E+000, 3.9191893E+001, 2.9756555E+001, 1.9127769E+001, 7.8159018E+000, 3.8235017E+001, 3.0696010E+001, 2.1202770E+001, 9.1342130E+000, 3.8887173E+001, 3.1197080E+001, 2.2660902E+001, 1.0823668E+001, 4.0009542E+001, 3.1706404E+001, 2.2513388E+001, 1.1470834E+001, 2.2921676E+000, 2.6830489E+000, 2.8526689E+000, 2.9143632E+000, 2.8600720E+000, 2.6776247E+000
 1.9200070E+002, 1.0449236E+002, 3.1486371E+001, 3.6662981E+001, 3.0897807E+001, 9.7345584E+000, 4.9798853E+001, 3.7477464E+001, 2.2884170E+001, 8.4191842E+000, 4.2494177E+001, 3.0691819E+001, 1.8855993E+001, 8.0107481E+000, 3.8273595E+001, 3.0090420E+001, 1.9235618E+001, 8.2048338E+000, 3.7825223E+001, 3.1075960E+001, 2.1010711E+001, 9.1413762E+000, 3.8211967E+001, 3.0859080E+001, 2.1958725E+001, 1.0762559E+001, 4.0308954E+001, 3.1556488E+001, 2.2852665E+001, 1.3347424E+001, 2.2984650E+000, 2.6949936E+000, 2.8674488E+000, 2.9261734E+000, 2.8632363E+000, 2.6938916E+000
 1.9400116E+002, 1.4818845E+002, 2.9147429E+001, 3.3262196E+001, 2.9423688E+001, 9.3728790E+000, 4.9713192E+001, 4.2330410E+001, 2.5670810E+001, 8.3664964E+000, 4.3929055E+001, 3.4068240E+001, 2.1147185E+001, 7.3972142E+000, 3.9145354E+001, 3.1122272E+001, 1.9438065E+001, 6.9870713E+000, 3.7797678E+001, 3.0995481E+001, 2.0449428E+001, 8.2906944E+000, 3.9278182E+001, 3.3430969E+001, 2.2778790E+001, 1.0211019E+001, 4.1277128E+001, 3.4969560E+001, 2.4353920E+001, 1.2561094E+001, 2.2686192E+000, 2.6630197E+000, 2.8187294E+000, 2.8340296E+000, 2.7990425E+000, 2.6725243E+000
 1.9600245E+002, 1.2212761E+002, 2.9151090E+001, 3.1194585E+001, 2.7209926E+001, 9.3250085E+000, 4.9406218E+001, 3.6288864E+001, 2.1065182E+001, 8.0146062E+000, 4.1928414E+001, 2.7900639E+001, 1.6748232E+001, 6.7621928E+000, 3.7657668E+001, 2.8259249E+001, 1.6873027E+001, 6.6123662E+000, 3.7610119E+001, 3.0215239E+001, 1.9752550E+001, 7.6585521E+000, 3.9571007E+001, 3.0830354E+001, 2.1205178E+001, 9.4358617E+000, 4.0761276E+001, 3.0808821E+001, 2.0342239E+001, 9.2324565E+000, 2.2543315E+000, 2.6440232E+000, 2.8033520E+000, 2.8544742E+000, 2.8190874E+000, 2.6740862E+000
 1.9800085E+002, 1.2014494E+002, 2.8924113E+001, 3.2131205E+001, 2.5993926E+001, 9.1356689E+000, 5.0705133E+001, 3.7703420E+001, 2.3644753E+001, 8.7642167E+000, 4.3360452E+001, 3.0475733E+001, 2.0255514E+001, 7.8195585E+000, 3.9738123E+001, 2.7282877E+001, 1.8028034E+001, 7.8528117E+000, 3.8763166E+001, 2.6826352E+001, 1.8535054E+001, 8.7470654E+000, 3.9015196E+001, 2.8021546E+001, 1.9492399E+001, 9.2787726E+000, 4.0939316E+001, 3.0950744E+001, 2.0440484E+001, 9.8920004E+000, 2.3368853E+000, 2.7530735E+000, 2.9278098E+000, 2.9823652E+000, 2.9528025E+000, 2.8004480E+000
 2.0000000E+002, 1.1460186E+002, 2.8064557E+001, 3.1842626E+001, 2.6837812E+001, 8.7383832E+000, 4.8861297E+001, 3.7556624E+001, 2.1484884E+001, 7.9686462E+000, 4.2276036E+001, 3.0626858E+001, 1.9663747E+001, 7.4535184E+000, 3.8007306E+001, 2.9939222E+001, 1.9867215E+001, 7.8055827E+000, 3.8408690E+001, 3.1027277E+001, 2.1149921E+001, 9.4813947E+000, 3.9469183E+001, 3.1256233E+001, 2.2679405E+001, 1.1370736E+001, 4.0010202E+001, 3.1388636E+001, 2.2047503E+001, 1.1235821E+001, 2.3002276E+000, 2.7219774E+000, 2.9211681E+000, 2.9825857E+000, 2.9726708E+000, 2.8196613E+000
