s,kW,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2
 3.6001587E+001, 3.1422167E+001, 2.8059960E+001, 3.1235940E+001, 2.6632945E+001, 7.7330439E+000, 3.3693033E+001, 2.6110330E+001, 1.4434238E+001, 5.0416875E+000, 2.2738066E+001, 1.5209428E+001, 8.1843003E+000, 3.1479382E+000, 1.3985478E+001, 9.4798278E+000, 5.8335706E+000, 2.3064705E+000, 8.7947311E+000, 6.3457878E+000, 4.3879191E+000, 1.9585407E+000, 6.1628274E+000, 4.5981476E+000, 3.4723931E+000, 1.6535797E+000, 4.5356026E+000, 3.4623713E+000, 2.7419813E+000, 1.3611891E+000, 9.3524899E-001, 9.5227590E-001, 7.8853171E-001, 6.1120440E-001, 4.5659001E-001, 3.3098698E-001
 3.8003094E+001, 3.7515820E+001, 2.7027414E+001, 3.2850449E+001, 2.6969914E+001, 8.0268814E+000, 3.3613763E+001, 2.8085453E+001, 1.6631888E+001, 5.7509197E+000, 2.0029863E+001, 1.5042353E+001, 1.0311567E+001, 4.0547169E+000, 1.1022494E+001, 8.3276011E+000, 6.1308824E+000, 3.0593247E+000, 6.5698861E+000, 5.1288992E+000, 4.0608235E+000, 2.3793687E+000, 4.3514108E+000, 3.5280954E+000, 2.7927570E+000, 1.7033844E+000, 3.1586402E+000, 2.6164630E+000, 2.1038591E+000, 1.1332366E+000, 9.8687391E-001, 1.0045237E+000, 8.1573654E-001, 6.3126185E-001, 4.5994022E-001, 3.2578348E-001
 4.0004066E+001, 3.2158228E+001, 2.9550598E+001, 3.1901553E+001, 2.5153964E+001, 7.6419663E+000, 3.4232460E+001, 2.5085733E+001, 1.3899311E+001, 5.3042108E+000, 2.1324520E+001, 1.4823613E+001, 8.9760390E+000, 3.2964056E+000, 1.1536696E+001, 8.3877210E+000, 5.9697952E+000, 2.3324485E+000, 7.3873459E+000, 5.4964131E+000, 4.2203320E+000, 2.0573450E+000, 5.1970330E+000, 3.9610629E+000, 3.1747177E+000, 2.3114299E+000, 3.8119078E+000, 3.0015955E+000, 2.4996963E+000, 2.0581270E+000, 9.6829287E-001, 9.9699166E-001, 8.2712815E-001, 6.2618440E-001, 4.6669631E-001, 3.3587744E-001
 4.2001046E+001, 3.5393811E+001, 2.7454923E+001, 3.4230344E+001, 2.8939325E+001, 8.4972921E+000, 3.4885880E+001, 2.7014148E+001, 1.5627947E+001, 6.3608676E+000, 2.3522546E+001, 1.4802316E+001, 8.9933154E+000, 4.5725017E+000, 1.3759373E+001, 9.5283267E+000, 5.8597847E+000, 3.2922682E+000, 8.3038427E+000, 5.7970941E+000, 3.9812420E+000, 2.4514008E+000, 5.3328052E+000, 3.7278125E+000, 2.7573145E+000, 1.7492824E+000, 3.6747258E+000, 2.7485485E+000, 2.2407298E+000, 1.3534411E+000, 9.8943424E-001, 1.0075003E+000, 8.3338852E-001, 6.5191146E-001, 4.7821188E-001, 3.4127302E-001
 4.4001829E+001, 3.4976248E+001, 2.6338285E+001, 3.1339042E+001, 2.6756122E+001, 7.7539871E+000, 3.4910892E+001, 2.8269291E+001, 1.5076534E+001, 5.3029930E+000, 2.4701019E+001, 1.5881544E+001, 8.2780900E+000, 3.1531357E+000, 1.5868516E+001, 8.9678420E+000, 4.8194078E+000, 1.9523245E+000, 1.0621101E+001, 5.9131450E+000, 3.3379607E+000, 1.3534347E+000, 7.6057552E+000, 4.5497809E+000, 2.8082893E+000, 1.2192980E+000, 5.9095046E+000, 3.8116596E+000, 2.4440885E+000, 1.0811720E+000, 9.8468234E-001, 1.0139553E+000, 8.4414727E-001, 6.5907898E-001, 4.8957572E-001, 3.5350688E-001
 4.6000223E+001, 3.4012564E+001, 2.7209913E+001, 3.0927490E+001, 2.6766826E+001, 8.3783925E+000, 3.2379402E+001, 2.3265928E+001, 1.3836231E+001, 5.4860835E+000, 2.0699401E+001, 1.3703504E+001, 8.5674638E+000, 3.7120566E+000, 1.2664901E+001, 9.1918614E+000, 6.4123525E+000, 2.9039609E+000, 8.0800483E+000, 6.1607412E+000, 4.6323406E+000, 2.1500459E+000, 5.6135678E+000, 4.3824807E+000, 3.4643135E+000, 1.8136761E+000, 4.1034813E+000, 3.3392695E+000, 2.8109429E+000, 1.6414418E+000, 9.9580443E-001, 1.0208788E+000, 8.5439336E-001, 6.7340292E-001, 4.9890860E-001, 3.5922613E-001
 4.8002920E+001, 2.8858474E+001, 2.8763055E+001, 3.1772156E+001, 2.7293586E+001, 8.4930268E+000, 3.4335197E+001, 2.9351731E+001, 1.8680888E+001, 6.3246178E+000, 1.9881144E+001, 1.8044201E+001, 1.2929328E+001, 5.0814941E+000, 1.0026588E+001, 9.5927480E+000, 8.3093962E+000, 3.8091623E+000, 5.2038651E+000, 4.8954628E+000, 4.9569186E+000, 2.5996370E+000, 3.5119872E+000, 3.0361573E+000, 3.0462280E+000, 1.7856156E+000, 2.6553816E+000, 2.2791679E+000, 2.1121498E+000, 1.2298737E+000, 1.0392569E+000, 1.0621587E+000, 8.7360210E-001, 6.7057622E-001, 4.8886361E-001, 3.4661867E-001
 5.0004560E+001, 3.7313730E+001, 2.7139364E+001, 3.3283460E+001, 3.0751937E+001, 8.6818144E+000, 3.4558688E+001, 2.9265420E+001, 1.8156646E+001, 6.8649701E+000, 2.0974847E+001, 1.5489685E+001, 9.8248997E+000, 4.3905360E+000, 1.1875538E+001, 9.1918891E+000, 6.4132870E+000, 2.8771801E+000, 7.6075598E+000, 6.2011703E+000, 4.8518567E+000, 2.2477058E+000, 5.1019095E+000, 4.3563565E+000, 3.5222678E+000, 1.5813104E+000, 3.9372278E+000, 3.2540889E+000, 2.4683565E+000, 1.0828034E+000, 1.0367732E+000, 1.0684282E+000, 8.8202898E-001, 6.6929589E-001, 4.9116248E-001, 3.4951871E-001
 5.2001170E+001, 3.0451438E+001, 2.8566248E+001, 3.6104859E+001, 3.0191701E+001, 8.3511114E+000, 3.6425477E+001, 3.0730225E+001, 1.7457912E+001, 5.5239343E+000, 2.3649976E+001, 1.7319134E+001, 1.0303275E+001, 3.8430181E+000, 1.3950072E+001, 1.0114908E+001, 6.8047308E+000, 2.5883581E+000, 8.7496698E+000, 6.7152458E+000, 4.9644822E+000, 2.0300525E+000, 5.9961774E+000, 4.9329105E+000, 3.5672727E+000, 1.5419070E+000, 4.4541619E+000, 3.6982992E+000, 2.7464890E+000, 1.1905341E+000, 1.0243988E+000, 1.0516553E+000, 8.7511333E-001, 6.8409682E-001, 5.0664789E-001, 3.6123178E-001
 5.4000940E+001, 3.9695861E+001, 3.2031547E+001, 3.6337593E+001, 2.8675797E+001, 8.0841759E+000, 3.7443037E+001, 3.0424853E+001, 1.6199356E+001, 5.2538386E+000, 2.4256670E+001, 1.7576441E+001, 1.0103082E+001, 3.3600034E+000, 1.5364835E+001, 1.1095894E+001, 6.6773721E+000, 2.3785606E+000, 1.0170737E+001, 7.4303032E+000, 4.6586869E+000, 2.0603011E+000, 7.1352741E+000, 5.3935775E+000, 3.6042679E+000, 1.8381439E+000, 5.2899763E+000, 4.0929898E+000, 2.9787912E+000, 1.7170029E+000, 1.0396400E+000, 1.0591696E+000, 8.7719556E-001, 6.8453486E-001, 5.0794671E-001, 3.6516437E-001
 5.6001480E+001, 3.7391130E+001, 2.9511546E+001, 3.4980760E+001, 3.0203283E+001, 8.9947128E+000, 3.5745629E+001, 2.8684739E+001, 1.6275243E+001, 6.2617553E+000, 2.0224811E+001, 1.5569948E+001, 9.4313245E+000, 4.2945789E+000, 1.1280804E+001, 8.7868411E+000, 5.8898342E+000, 2.9472657E+000, 6.8775171E+000, 5.4449030E+000, 3.8016907E+000, 2.0065855E+000, 4.5747356E+000, 3.7312508E+000, 2.9801386E+000, 1.5796545E+000, 3.2030122E+000, 2.6655744E+000, 2.2311008E+000, 1.3938886E+000, 1.0951723E+000, 1.1224271E+000, 9.1860666E-001, 6.9799676E-001, 5.0526167E-001, 3.5741654E-001
 5.8001152E+001, 3.6997327E+001, 2.8609847E+001, 3.5908198E+001, 2.8540969E+001, 7.9260886E+000, 3.6254202E+001, 2.9327312E+001, 1.5702186E+001, 5.2231120E+000, 2.5192501E+001, 1.7821822E+001, 9.7615785E+000, 3.3695588E+000, 1.6836714E+001, 1.1628695E+001, 6.8821151E+000, 2.4083495E+000, 1.0974380E+001, 7.9478669E+000, 5.2035406E+000, 1.9359115E+000, 7.1258274E+000, 5.3013599E+000, 4.0967737E+000, 1.7702189E+000, 5.0912049E+000, 4.0118682E+000, 3.2349696E+000, 1.6100075E+000, 1.0577262E+000, 1.0860741E+000, 9.0603913E-001, 7.1852984E-001, 5.3150461E-001, 3.8089685E-001
 6.0003774E+001, 3.8703865E+001, 2.8068683E+001, 3.0777641E+001, 2.5972972E+001, 8.3278801E+000, 3.3865163E+001, 2.7217796E+001, 1.5803188E+001, 5.5041729E+000, 2.4499837E+001, 1.7212086E+001, 9.5504816E+000, 3.5340388E+000, 1.6142282E+001, 1.0727140E+001, 6.3537549E+000, 2.3533646E+000, 1.0581833E+001, 7.6501027E+000, 5.0134767E+000, 1.8462391E+000, 7.4821601E+000, 6.0272134E+000, 4.3304604E+000, 1.7092810E+000, 5.1731128E+000, 4.4932530E+000, 3.6326843E+000, 1.7299494E+000, 1.0640998E+000, 1.0950085E+000, 9.1770669E-001, 7.2005564E-001, 5.3830240E-001, 3.8949592E-001
 6.2003749E+001, 2.8488185E+001, 2.9489313E+001, 3.2289782E+001, 2.7288270E+001, 9.0068699E+000, 3.6763921E+001, 2.6488281E+001, 1.5427557E+001, 5.9370605E+000, 2.2460141E+001, 1.3458047E+001, 7.9386928E+000, 3.4537713E+000, 1.3644292E+001, 8.2628311E+000, 4.9655929E+000, 2.0937468E+000, 8.9980636E+000, 5.7397333E+000, 3.8199300E+000, 1.5206417E+000, 6.4151131E+000, 4.3303930E+000, 3.0904130E+000, 1.3012465E+000, 5.0608649E+000, 3.6126524E+000, 2.6327702E+000, 1.2248855E+000, 1.0972200E+000, 1.1234952E+000, 9.2849618E-001, 7.2441853E-001, 5.3650849E-001, 3.8488682E-001
 6.4001047E+001, 3.7448037E+001, 2.7885242E+001, 3.5426950E+001, 3.2423479E+001, 8.3616862E+000, 3.5637694E+001, 3.1763798E+001, 1.7496980E+001, 5.6875352E+000, 2.5741643E+001, 1.9022916E+001, 1.0681529E+001, 3.9569920E+000, 1.6644729E+001, 1.1269295E+001, 6.5311300E+000, 2.8716752E+000, 1.0561893E+001, 7.2516423E+000, 4.7346082E+000, 2.3392055E+000, 7.1890921E+000, 5.0002860E+000, 3.5337330E+000, 1.9799797E+000, 5.1551456E+000, 3.5200118E+000, 2.5395682E+000, 1.4567340E+000, 1.0816454E+000, 1.1196274E+000, 9.4206177E-001, 7.4546508E-001, 5.5759996E-001, 4.0317298E-001
 6.6001990E+001, 3.5907708E+001, 2.7180345E+001, 3.1107769E+001, 2.6577074E+001, 7.5233497E+000, 3.5968592E+001, 3.0253878E+001, 1.6733700E+001, 5.7990693E+000, 2.6234052E+001, 1.8241900E+001, 1.0547450E+001, 4.2056959E+000, 1.5721822E+001, 1.0550825E+001, 6.4478128E+000, 2.9292062E+000, 9.8914371E+000, 6.7014523E+000, 4.1688309E+000, 2.0502260E+000, 6.8036965E+000, 4.7979095E+000, 3.0989651E+000, 1.6047883E+000, 5.0709895E+000, 3.8681304E+000, 2.6770852E+000, 1.2975618E+000, 1.1063568E+000, 1.1697127E+000, 9.9177370E-001, 7.8372914E-001, 5.7808761E-001, 4.1284173E-001
 6.8004779E+001, 3.5629073E+001, 2.8932563E+001, 3.3321450E+001, 2.8526272E+001, 8.3344138E+000, 3.6271757E+001, 3.0545458E+001, 1.8278519E+001, 5.9987848E+000, 2.6852356E+001, 1.9423384E+001, 1.1996069E+001, 4.0364851E+000, 1.6320702E+001, 1.1287906E+001, 7.4569829E+000, 2.7959550E+000, 9.5810288E+000, 6.8112032E+000, 5.1222018E+000, 2.3750929E+000, 6.5787619E+000, 5.1633408E+000, 4.0282438E+000, 2.0850617E+000, 5.0035181E+000, 4.0781534E+000, 3.1767488E+000, 1.8309225E+000, 1.1399626E+000, 1.1799093E+000, 9.8273979E-001, 7.5180225E-001, 5.5766679E-001, 4.0110431E-001
 7.0001439E+001, 3.7088159E+001, 2.8317140E+001, 3.2104213E+001, 2.5776361E+001, 8.5830388E+000, 3.5627550E+001, 2.8568058E+001, 1.5266866E+001, 6.1677642E+000, 2.6137404E+001, 1.6797430E+001, 1.0044714E+001, 4.8581595E+000, 1.6697599E+001, 1.1678302E+001, 7.4390356E+000, 3.5220556E+000, 1.0418808E+001, 7.8470928E+000, 5.5328880E+000, 2.7908618E+000, 7.0561497E+000, 5.5973455E+000, 4.2029885E+000, 2.4183499E+000, 5.2914517E+000, 4.3026403E+000, 3.1579284E+000, 1.9770199E+000, 1.1380672E+000, 1.1813758E+000, 9.9560950E-001, 7.9022962E-001, 5.8588121E-001, 4.2098915E-001
 7.2001884E+001, 3.4358179E+001, 2.9471715E+001, 3.0509951E+001, 2.3594140E+001, 7.7482595E+000, 3.6518959E+001, 2.6160795E+001, 1.4246754E+001, 5.8434218E+000, 2.8070517E+001, 1.7852325E+001, 1.0480374E+001, 4.2423108E+000, 1.7491007E+001, 1.2086053E+001, 7.6439600E+000, 3.4306182E+000, 9.6353951E+000, 7.3989415E+000, 5.3542178E+000, 2.6729505E+000, 5.7537560E+000, 4.4230833E+000, 3.4852297E+000, 2.1615933E+000, 4.2619974E+000, 3.2904643E+000, 2.7037022E+000, 1.7733213E+000, 1.1522957E+000, 1.2155171E+000, 1.0357297E+000, 8.0893471E-001, 5.9890932E-001, 4.2766163E-001
