s,%,%,%,%,%,%,%,m/s,m/s,m/s,m/s
 8.399E+02, 2.167E+00, 5.482E+00, 1.043E+01, 1.265E+01, 1.415E+01, 1.519E+01, 1.560E+01, 7.610E-01, 7.395E-01,-2.126E-01,-2.189E-01
 8.999E+02, 2.581E+00, 6.216E+00, 1.131E+01, 1.353E+01, 1.495E+01, 1.587E+01, 1.619E+01, 7.829E-01, 7.610E-01,-2.340E-01,-2.410E-01
 9.599E+02, 3.023E+00, 6.978E+00, 1.221E+01, 1.442E+01, 1.577E+01, 1.645E+01, 1.669E+01, 8.029E-01, 7.814E-01,-2.539E-01,-2.615E-01
 1.020E+03, 3.500E+00, 7.680E+00, 1.293E+01, 1.522E+01, 1.644E+01, 1.704E+01, 1.736E+01, 8.228E-01, 8.002E-01,-2.730E-01,-2.810E-01
 1.080E+03, 3.982E+00, 8.298E+00, 1.355E+01, 1.587E+01, 1.708E+01, 1.777E+01, 1.813E+01, 8.416E-01, 8.182E-01,-2.911E-01,-2.997E-01
 1.140E+03, 4.452E+00, 8.835E+00, 1.410E+01, 1.647E+01, 1.775E+01, 1.854E+01, 1.893E+01, 8.597E-01, 8.350E-01,-3.084E-01,-3.174E-01
 1.200E+03, 4.910E+00, 9.327E+00, 1.468E+01, 1.709E+01, 1.843E+01, 1.927E+01, 1.965E+01, 8.766E-01, 8.514E-01,-3.248E-01,-3.343E-01
 1.260E+03, 5.348E+00, 9.801E+00, 1.528E+01, 1.773E+01, 1.911E+01, 1.995E+01, 2.033E+01, 8.930E-01, 8.668E-01,-3.404E-01,-3.505E-01
 1.320E+03, 5.778E+00, 1.030E+01, 1.590E+01, 1.838E+01, 1.975E+01, 2.060E+01, 2.095E+01, 9.085E-01, 8.817E-01,-3.554E-01,-3.659E-01
 1.380E+03, 6.181E+00, 1.080E+01, 1.652E+01, 1.903E+01, 2.039E+01, 2.121E+01, 2.154E+01, 9.230E-01, 8.963E-01,-3.697E-01,-3.807E-01
 1.440E+03, 6.598E+00, 1.134E+01, 1.715E+01, 1.970E+01, 2.102E+01, 2.177E+01, 2.205E+01, 9.373E-01, 9.103E-01,-3.836E-01,-3.951E-01
 1.500E+03, 6.994E+00, 1.187E+01, 1.779E+01, 2.037E+01, 2.167E+01, 2.230E+01, 2.252E+01, 9.505E-01, 9.237E-01,-3.966E-01,-4.086E-01
 1.560E+03, 7.383E+00, 1.238E+01, 1.845E+01, 2.104E+01, 2.225E+01, 2.279E+01, 2.299E+01, 9.637E-01, 9.364E-01,-4.095E-01,-4.217E-01
 1.620E+03, 7.782E+00, 1.290E+01, 1.905E+01, 2.162E+01, 2.276E+01, 2.329E+01, 2.353E+01, 9.767E-01, 9.485E-01,-4.219E-01,-4.344E-01
 1.680E+03, 8.172E+00, 1.336E+01, 1.951E+01, 2.208E+01, 2.325E+01, 2.386E+01, 2.417E+01, 9.891E-01, 9.606E-01,-4.340E-01,-4.467E-01
 1.740E+03, 8.547E+00, 1.378E+01, 1.991E+01, 2.252E+01, 2.377E+01, 2.448E+01, 2.479E+01, 1.001E+00, 9.719E-01,-4.457E-01,-4.587E-01
 1.800E+03, 8.903E+00, 1.414E+01, 2.033E+01, 2.299E+01, 2.431E+01, 2.504E+01, 2.537E+01, 1.013E+00, 9.827E-01,-4.570E-01,-4.701E-01
 1.860E+03, 9.235E+00, 1.448E+01, 2.080E+01, 2.348E+01, 2.481E+01, 2.557E+01, 2.591E+01, 1.024E+00, 9.933E-01,-4.676E-01,-4.810E-01
 1.920E+03, 9.552E+00, 1.484E+01, 2.131E+01, 2.398E+01, 2.530E+01, 2.607E+01, 2.640E+01, 1.035E+00, 1.004E+00,-4.779E-01,-4.915E-01
 1.980E+03, 9.861E+00, 1.524E+01, 2.183E+01, 2.446E+01, 2.578E+01, 2.653E+01, 2.683E+01, 1.045E+00, 1.013E+00,-4.877E-01,-5.015E-01
 2.040E+03, 1.017E+01, 1.569E+01, 2.234E+01, 2.494E+01, 2.625E+01, 2.696E+01, 2.721E+01, 1.055E+00, 1.023E+00,-4.971E-01,-5.111E-01
 2.100E+03, 1.048E+01, 1.614E+01, 2.280E+01, 2.544E+01, 2.672E+01, 2.735E+01, 2.757E+01, 1.064E+00, 1.032E+00,-5.062E-01,-5.205E-01
 2.160E+03, 1.079E+01, 1.655E+01, 2.322E+01, 2.593E+01, 2.716E+01, 2.774E+01, 2.795E+01, 1.073E+00, 1.041E+00,-5.152E-01,-5.298E-01
 2.220E+03, 1.109E+01, 1.692E+01, 2.363E+01, 2.639E+01, 2.762E+01, 2.813E+01, 2.833E+01, 1.082E+00, 1.050E+00,-5.238E-01,-5.386E-01
 2.280E+03, 1.136E+01, 1.723E+01, 2.400E+01, 2.680E+01, 2.801E+01, 2.854E+01, 2.878E+01, 1.091E+00, 1.058E+00,-5.323E-01,-5.472E-01
 2.340E+03, 1.164E+01, 1.753E+01, 2.434E+01, 2.714E+01, 2.840E+01, 2.898E+01, 2.927E+01, 1.099E+00, 1.066E+00,-5.406E-01,-5.556E-01
 2.400E+03, 1.188E+01, 1.781E+01, 2.468E+01, 2.749E+01, 2.881E+01, 2.942E+01, 2.968E+01, 1.107E+00, 1.074E+00,-5.484E-01,-5.636E-01
 2.460E+03, 1.212E+01, 1.807E+01, 2.502E+01, 2.787E+01, 2.920E+01, 2.981E+01, 3.009E+01, 1.115E+00, 1.081E+00,-5.559E-01,-5.712E-01
 2.520E+03, 1.234E+01, 1.833E+01, 2.538E+01, 2.823E+01, 2.956E+01, 3.021E+01, 3.047E+01, 1.123E+00, 1.088E+00,-5.632E-01,-5.787E-01
 2.580E+03, 1.256E+01, 1.859E+01, 2.573E+01, 2.856E+01, 2.993E+01, 3.059E+01, 3.084E+01, 1.130E+00, 1.095E+00,-5.703E-01,-5.859E-01
 2.640E+03, 1.276E+01, 1.886E+01, 2.608E+01, 2.890E+01, 3.030E+01, 3.093E+01, 3.117E+01, 1.137E+00, 1.102E+00,-5.770E-01,-5.928E-01
 2.700E+03, 1.297E+01, 1.914E+01, 2.641E+01, 2.925E+01, 3.065E+01, 3.126E+01, 3.148E+01, 1.144E+00, 1.108E+00,-5.835E-01,-5.994E-01
 2.760E+03, 1.316E+01, 1.942E+01, 2.671E+01, 2.960E+01, 3.099E+01, 3.156E+01, 3.178E+01, 1.150E+00, 1.114E+00,-5.898E-01,-6.059E-01
 2.820E+03, 1.335E+01, 1.967E+01, 2.702E+01, 2.993E+01, 3.132E+01, 3.187E+01, 3.208E+01, 1.157E+00, 1.120E+00,-5.960E-01,-6.121E-01
 2.880E+03, 1.354E+01, 1.991E+01, 2.731E+01, 3.023E+01, 3.163E+01, 3.218E+01, 3.239E+01, 1.163E+00, 1.126E+00,-6.017E-01,-6.180E-01
 2.940E+03, 1.372E+01, 2.011E+01, 2.758E+01, 3.052E+01, 3.193E+01, 3.249E+01, 3.272E+01, 1.169E+00, 1.132E+00,-6.076E-01,-6.240E-01
 3.000E+03, 1.388E+01, 2.031E+01, 2.783E+01, 3.079E+01, 3.222E+01, 3.281E+01, 3.303E+01, 1.175E+00, 1.137E+00,-6.131E-01,-6.297E-01
 3.060E+03, 1.404E+01, 2.051E+01, 2.808E+01, 3.107E+01, 3.250E+01, 3.310E+01, 3.332E+01, 1.180E+00, 1.142E+00,-6.184E-01,-6.351E-01
 3.120E+03, 1.419E+01, 2.071E+01, 2.834E+01, 3.134E+01, 3.277E+01, 3.339E+01, 3.360E+01, 1.185E+00, 1.147E+00,-6.235E-01,-6.404E-01
 3.180E+03, 1.434E+01, 2.090E+01, 2.860E+01, 3.159E+01, 3.305E+01, 3.366E+01, 3.386E+01, 1.191E+00, 1.152E+00,-6.283E-01,-6.455E-01
 3.240E+03, 1.447E+01, 2.110E+01, 2.884E+01, 3.183E+01, 3.333E+01, 3.391E+01, 3.411E+01, 1.196E+00, 1.157E+00,-6.330E-01,-6.504E-01
 3.300E+03, 1.461E+01, 2.128E+01, 2.907E+01, 3.209E+01, 3.360E+01, 3.416E+01, 3.434E+01, 1.200E+00, 1.162E+00,-6.377E-01,-6.552E-01
 3.360E+03, 1.474E+01, 2.146E+01, 2.929E+01, 3.235E+01, 3.385E+01, 3.439E+01, 3.457E+01, 1.205E+00, 1.166E+00,-6.422E-01,-6.598E-01
 3.420E+03, 1.486E+01, 2.163E+01, 2.951E+01, 3.259E+01, 3.409E+01, 3.462E+01, 3.480E+01, 1.209E+00, 1.170E+00,-6.465E-01,-6.642E-01
 3.480E+03, 1.498E+01, 2.180E+01, 2.972E+01, 3.283E+01, 3.432E+01, 3.485E+01, 3.502E+01, 1.214E+00, 1.174E+00,-6.507E-01,-6.685E-01
 3.540E+03, 1.509E+01, 2.196E+01, 2.992E+01, 3.305E+01, 3.454E+01, 3.507E+01, 3.524E+01, 1.218E+00, 1.178E+00,-6.546E-01,-6.725E-01
 3.600E+03, 1.520E+01, 2.211E+01, 3.012E+01, 3.326E+01, 3.476E+01, 3.528E+01, 3.545E+01, 1.221E+00, 1.181E+00,-6.594E-01,-6.773E-01
 3.660E+03, 1.517E+01, 2.191E+01, 2.936E+01, 3.278E+01, 3.469E+01, 3.534E+01, 3.556E+01, 9.502E-01, 8.975E-01,-9.174E-01,-9.301E-01
 3.720E+03, 1.486E+01, 2.123E+01, 2.800E+01, 3.163E+01, 3.419E+01, 3.516E+01, 3.550E+01, 9.409E-01, 8.878E-01,-9.080E-01,-9.205E-01
 3.780E+03, 1.452E+01, 2.053E+01, 2.691E+01, 3.060E+01, 3.358E+01, 3.490E+01, 3.540E+01, 9.315E-01, 8.781E-01,-8.986E-01,-9.109E-01
 3.840E+03, 1.415E+01, 1.986E+01, 2.595E+01, 2.966E+01, 3.292E+01, 3.457E+01, 3.526E+01, 9.223E-01, 8.683E-01,-8.891E-01,-9.013E-01
 3.900E+03, 1.379E+01, 1.924E+01, 2.510E+01, 2.879E+01, 3.226E+01, 3.419E+01, 3.507E+01, 9.129E-01, 8.586E-01,-8.797E-01,-8.917E-01
 3.960E+03, 1.343E+01, 1.865E+01, 2.432E+01, 2.799E+01, 3.160E+01, 3.376E+01, 3.483E+01, 9.036E-01, 8.489E-01,-8.703E-01,-8.821E-01
 4.020E+03, 1.308E+01, 1.810E+01, 2.360E+01, 2.723E+01, 3.095E+01, 3.331E+01, 3.455E+01, 8.942E-01, 8.393E-01,-8.609E-01,-8.725E-01
 4.080E+03, 1.274E+01, 1.758E+01, 2.293E+01, 2.653E+01, 3.032E+01, 3.284E+01, 3.424E+01, 8.848E-01, 8.299E-01,-8.516E-01,-8.630E-01
 4.140E+03, 1.241E+01, 1.710E+01, 2.230E+01, 2.586E+01, 2.970E+01, 3.235E+01, 3.389E+01, 8.756E-01, 8.205E-01,-8.424E-01,-8.536E-01
 4.200E+03, 1.209E+01, 1.663E+01, 2.171E+01, 2.522E+01, 2.910E+01, 3.186E+01, 3.351E+01, 8.663E-01, 8.113E-01,-8.332E-01,-8.443E-01
 4.260E+03, 1.179E+01, 1.619E+01, 2.115E+01, 2.462E+01, 2.852E+01, 3.137E+01, 3.311E+01, 8.570E-01, 8.023E-01,-8.241E-01,-8.351E-01
 4.320E+03, 1.150E+01, 1.578E+01, 2.062E+01, 2.405E+01, 2.795E+01, 3.087E+01, 3.270E+01, 8.479E-01, 7.934E-01,-8.152E-01,-8.260E-01
 4.380E+03, 1.122E+01, 1.538E+01, 2.011E+01, 2.350E+01, 2.740E+01, 3.038E+01, 3.227E+01, 8.388E-01, 7.846E-01,-8.063E-01,-8.170E-01
 4.440E+03, 1.095E+01, 1.500E+01, 1.963E+01, 2.297E+01, 2.687E+01, 2.988E+01, 3.183E+01, 8.299E-01, 7.760E-01,-7.976E-01,-8.081E-01
 4.500E+03, 1.070E+01, 1.465E+01, 1.917E+01, 2.246E+01, 2.635E+01, 2.939E+01, 3.138E+01, 8.210E-01, 7.676E-01,-7.890E-01,-7.994E-01
 4.560E+03, 1.046E+01, 1.430E+01, 1.874E+01, 2.198E+01, 2.585E+01, 2.891E+01, 3.092E+01, 8.123E-01, 7.593E-01,-7.806E-01,-7.909E-01
 4.620E+03, 1.023E+01, 1.398E+01, 1.832E+01, 2.151E+01, 2.535E+01, 2.842E+01, 3.047E+01, 8.037E-01, 7.511E-01,-7.723E-01,-7.824E-01
 4.680E+03, 1.000E+01, 1.366E+01, 1.792E+01, 2.106E+01, 2.488E+01, 2.795E+01, 3.001E+01, 7.953E-01, 7.432E-01,-7.641E-01,-7.742E-01
 4.740E+03, 9.794E+00, 1.337E+01, 1.753E+01, 2.063E+01, 2.441E+01, 2.748E+01, 2.955E+01, 7.869E-01, 7.353E-01,-7.561E-01,-7.660E-01
 4.800E+03, 9.593E+00, 1.308E+01, 1.716E+01, 2.022E+01, 2.396E+01, 2.702E+01, 2.910E+01, 7.788E-01, 7.277E-01,-7.482E-01,-7.581E-01
 4.860E+03, 9.401E+00, 1.281E+01, 1.681E+01, 1.981E+01, 2.352E+01, 2.656E+01, 2.864E+01, 7.707E-01, 7.202E-01,-7.405E-01,-7.503E-01
 4.920E+03, 9.217E+00, 1.255E+01, 1.647E+01, 1.943E+01, 2.309E+01, 2.612E+01, 2.819E+01, 7.628E-01, 7.128E-01,-7.329E-01,-7.426E-01
 4.980E+03, 9.041E+00, 1.230E+01, 1.614E+01, 1.905E+01, 2.267E+01, 2.568E+01, 2.774E+01, 7.551E-01, 7.056E-01,-7.255E-01,-7.351E-01
 5.040E+03, 8.873E+00, 1.206E+01, 1.583E+01, 1.869E+01, 2.226E+01, 2.525E+01, 2.730E+01, 7.475E-01, 6.985E-01,-7.182E-01,-7.277E-01
 5.100E+03, 8.711E+00, 1.183E+01, 1.552E+01, 1.834E+01, 2.186E+01, 2.482E+01, 2.686E+01, 7.400E-01, 6.916E-01,-7.110E-01,-7.204E-01
 5.160E+03, 8.557E+00, 1.160E+01, 1.523E+01, 1.800E+01, 2.147E+01, 2.440E+01, 2.643E+01, 7.325E-01, 6.848E-01,-7.039E-01,-7.132E-01
 5.220E+03, 8.409E+00, 1.139E+01, 1.494E+01, 1.767E+01, 2.110E+01, 2.400E+01, 2.601E+01, 7.251E-01, 6.783E-01,-6.970E-01,-7.063E-01
 5.280E+03, 8.267E+00, 1.119E+01, 1.467E+01, 1.735E+01, 2.073E+01, 2.360E+01, 2.559E+01, 7.182E-01, 6.717E-01,-6.903E-01,-6.995E-01
 5.340E+03, 8.130E+00, 1.099E+01, 1.441E+01, 1.704E+01, 2.037E+01, 2.320E+01, 2.517E+01, 7.112E-01, 6.653E-01,-6.837E-01,-6.928E-01
 5.400E+03, 7.999E+00, 1.080E+01, 1.415E+01, 1.674E+01, 2.002E+01, 2.282E+01, 2.477E+01, 7.044E-01, 6.591E-01,-6.772E-01,-6.862E-01
 5.460E+03, 7.872E+00, 1.061E+01, 1.391E+01, 1.645E+01, 1.968E+01, 2.244E+01, 2.437E+01, 6.978E-01, 6.529E-01,-6.708E-01,-6.798E-01
 5.520E+03, 7.751E+00, 1.044E+01, 1.367E+01, 1.616E+01, 1.935E+01, 2.207E+01, 2.398E+01, 6.912E-01, 6.469E-01,-6.646E-01,-6.735E-01
 5.580E+03, 7.634E+00, 1.027E+01, 1.344E+01, 1.589E+01, 1.902E+01, 2.171E+01, 2.359E+01, 6.848E-01, 6.410E-01,-6.584E-01,-6.673E-01
 5.640E+03, 7.521E+00, 1.010E+01, 1.321E+01, 1.562E+01, 1.871E+01, 2.136E+01, 2.321E+01, 6.786E-01, 6.353E-01,-6.524E-01,-6.613E-01
 5.700E+03, 7.412E+00, 9.943E+00, 1.300E+01, 1.536E+01, 1.840E+01, 2.101E+01, 2.284E+01, 6.725E-01, 6.295E-01,-6.466E-01,-6.554E-01
 5.760E+03, 7.307E+00, 9.790E+00, 1.279E+01, 1.511E+01, 1.810E+01, 2.067E+01, 2.248E+01, 6.665E-01, 6.240E-01,-6.408E-01,-6.496E-01
 5.820E+03, 7.205E+00, 9.641E+00, 1.258E+01, 1.487E+01, 1.781E+01, 2.034E+01, 2.212E+01, 6.605E-01, 6.185E-01,-6.351E-01,-6.438E-01
 5.880E+03, 7.107E+00, 9.496E+00, 1.238E+01, 1.463E+01, 1.752E+01, 2.001E+01, 2.177E+01, 6.547E-01, 6.132E-01,-6.296E-01,-6.382E-01
 5.940E+03, 7.012E+00, 9.357E+00, 1.219E+01, 1.440E+01, 1.724E+01, 1.970E+01, 2.142E+01, 6.490E-01, 6.079E-01,-6.241E-01,-6.327E-01
 6.000E+03, 6.921E+00, 9.222E+00, 1.201E+01, 1.417E+01, 1.697E+01, 1.938E+01, 2.109E+01, 6.434E-01, 6.028E-01,-6.187E-01,-6.274E-01
 6.060E+03, 6.832E+00, 9.090E+00, 1.182E+01, 1.395E+01, 1.670E+01, 1.908E+01, 2.075E+01, 6.379E-01, 5.977E-01,-6.135E-01,-6.221E-01
 6.120E+03, 6.746E+00, 8.963E+00, 1.165E+01, 1.374E+01, 1.644E+01, 1.878E+01, 2.043E+01, 6.325E-01, 5.928E-01,-6.083E-01,-6.169E-01
 6.180E+03, 6.662E+00, 8.840E+00, 1.148E+01, 1.353E+01, 1.619E+01, 1.849E+01, 2.011E+01, 6.272E-01, 5.879E-01,-6.033E-01,-6.118E-01
 6.240E+03, 6.581E+00, 8.720E+00, 1.131E+01, 1.333E+01, 1.594E+01, 1.821E+01, 1.980E+01, 6.220E-01, 5.832E-01,-5.983E-01,-6.068E-01
 6.300E+03, 6.502E+00, 8.603E+00, 1.115E+01, 1.313E+01, 1.570E+01, 1.793E+01, 1.950E+01, 6.169E-01, 5.785E-01,-5.934E-01,-6.019E-01
 6.360E+03, 6.426E+00, 8.490E+00, 1.099E+01, 1.294E+01, 1.546E+01, 1.765E+01, 1.920E+01, 6.119E-01, 5.739E-01,-5.886E-01,-5.971E-01
 6.420E+03, 6.352E+00, 8.379E+00, 1.084E+01, 1.275E+01, 1.523E+01, 1.739E+01, 1.891E+01, 6.070E-01, 5.694E-01,-5.839E-01,-5.923E-01
 6.480E+03, 6.280E+00, 8.272E+00, 1.069E+01, 1.257E+01, 1.501E+01, 1.713E+01, 1.862E+01, 6.022E-01, 5.649E-01,-5.793E-01,-5.877E-01
 6.540E+03, 6.209E+00, 8.168E+00, 1.054E+01, 1.239E+01, 1.479E+01, 1.687E+01, 1.834E+01, 5.974E-01, 5.606E-01,-5.748E-01,-5.831E-01
 6.600E+03, 6.141E+00, 8.066E+00, 1.040E+01, 1.222E+01, 1.457E+01, 1.662E+01, 1.806E+01, 5.928E-01, 5.563E-01,-5.703E-01,-5.787E-01
 6.660E+03, 6.074E+00, 7.967E+00, 1.026E+01, 1.205E+01, 1.436E+01, 1.638E+01, 1.779E+01, 5.882E-01, 5.521E-01,-5.660E-01,-5.743E-01
 6.720E+03, 6.009E+00, 7.870E+00, 1.012E+01, 1.188E+01, 1.416E+01, 1.614E+01, 1.753E+01, 5.837E-01, 5.480E-01,-5.617E-01,-5.699E-01
 6.780E+03, 5.946E+00, 7.776E+00, 9.990E+00, 1.172E+01, 1.396E+01, 1.590E+01, 1.727E+01, 5.793E-01, 5.439E-01,-5.574E-01,-5.657E-01
 6.840E+03, 5.884E+00, 7.684E+00, 9.861E+00, 1.156E+01, 1.376E+01, 1.567E+01, 1.702E+01, 5.749E-01, 5.399E-01,-5.533E-01,-5.615E-01
 6.900E+03, 5.824E+00, 7.595E+00, 9.735E+00, 1.141E+01, 1.357E+01, 1.545E+01, 1.677E+01, 5.706E-01, 5.360E-01,-5.492E-01,-5.574E-01
 6.960E+03, 5.765E+00, 7.507E+00, 9.612E+00, 1.125E+01, 1.338E+01, 1.523E+01, 1.653E+01, 5.665E-01, 5.322E-01,-5.452E-01,-5.534E-01
 7.020E+03, 5.708E+00, 7.422E+00, 9.492E+00, 1.111E+01, 1.320E+01, 1.501E+01, 1.629E+01, 5.623E-01, 5.284E-01,-5.412E-01,-5.494E-01
 7.080E+03, 5.651E+00, 7.338E+00, 9.375E+00, 1.096E+01, 1.302E+01, 1.480E+01, 1.606E+01, 5.583E-01, 5.247E-01,-5.373E-01,-5.455E-01
 7.140E+03, 5.596E+00, 7.257E+00, 9.260E+00, 1.082E+01, 1.284E+01, 1.459E+01, 1.583E+01, 5.543E-01, 5.210E-01,-5.335E-01,-5.417E-01
 7.200E+03, 5.542E+00, 7.177E+00, 9.147E+00, 1.068E+01, 1.267E+01, 1.439E+01, 1.561E+01, 5.503E-01, 5.174E-01,-5.298E-01,-5.379E-01
 7.200E+03, 5.516E+00, 7.139E+00, 9.091E+00, 1.061E+01, 1.258E+01, 1.429E+01, 1.550E+01, 5.485E-01, 5.154E-01,-5.279E-01,-5.360E-01
