s,mg/cm2 s,mg/cm2 s,mg/cm2 s,kg,kg,kg,kg,mg/cm2 s,C,C,C,C,C
 4.6000422E+002, 6.6816728E-001, 1.1504847E-001, 1.1535919E-001, 6.0945695E-004, 5.9537308E-004, 1.5461444E-002, 2.9687319E-004, 6.9978270E-001, 7.0183928E+002, 5.6196746E+002, 3.2805570E+002, 1.8137813E+002, 4.3646265E+001
 4.7000515E+002, 6.6359186E-001, 1.1512878E-001, 1.1544009E-001, 6.2608316E-004, 6.1204432E-004, 1.5360690E-002, 3.0518603E-004, 6.9761662E-001, 7.0241527E+002, 5.6887291E+002, 3.3138489E+002, 1.8602985E+002, 4.4113464E+001
 4.8000607E+002, 6.5896888E-001, 1.1591283E-001, 1.1622660E-001, 6.4282259E-004, 6.2882914E-004, 1.5260267E-002, 3.1355552E-004, 6.9564106E-001, 7.0323037E+002, 5.7298057E+002, 3.3626871E+002, 1.8978491E+002, 4.4601596E+001
 4.9000700E+002, 6.5554227E-001, 1.1604629E-001, 1.1636073E-001, 6.5958129E-004, 6.4563334E-004, 1.5160000E-002, 3.2193466E-004, 6.9427992E-001, 7.0446539E+002, 5.7977495E+002, 3.3958478E+002, 1.9469342E+002, 4.5118411E+001
 5.0000044E+002, 6.5088396E-001, 1.1660487E-001, 1.1692108E-001, 6.7640807E-004, 6.6250583E-004, 1.5060029E-002, 3.3034785E-004, 6.9258210E-001, 7.0510620E+002, 5.8427328E+002, 3.4437215E+002, 1.9818783E+002, 4.5654495E+001
 5.1000137E+002, 6.4685639E-001, 1.1666880E-001, 1.1698542E-001, 6.9325667E-004, 6.7940024E-004, 1.4960285E-002, 3.3877198E-004, 6.9097140E-001, 7.0565445E+002, 5.9002811E+002, 3.4795459E+002, 2.0267611E+002, 4.6221716E+001
 5.2000230E+002, 6.4335229E-001, 1.1744984E-001, 1.1776882E-001, 7.1021807E-004, 6.9640779E-004, 1.4860707E-002, 3.4725252E-004, 6.8971250E-001, 7.0661145E+002, 5.9441604E+002, 3.5232361E+002, 2.0684850E+002, 4.6811443E+001
 5.3000322E+002, 6.4026754E-001, 1.1768860E-001, 1.1800842E-001, 7.2721395E-004, 7.1344994E-004, 1.4761256E-002, 3.5575031E-004, 6.8867874E-001, 7.0725597E+002, 5.9977402E+002, 3.5652266E+002, 2.1034546E+002, 4.7427862E+001
 5.4000415E+002, 6.3689833E-001, 1.1806163E-001, 1.1838264E-001, 7.4426370E-004, 7.3054613E-004, 1.4661975E-002, 3.6427505E-004, 6.8745344E-001, 7.0794610E+002, 6.0426388E+002, 3.6008191E+002, 2.1468459E+002, 4.8068724E+001
 5.5000507E+002, 6.3395160E-001, 1.1820640E-001, 1.1852796E-001, 7.6133435E-004, 7.4766331E-004, 1.4562865E-002, 3.7281025E-004, 6.8619836E-001, 7.0844077E+002, 6.0871242E+002, 3.6497909E+002, 2.1777411E+002, 4.8736403E+001
 5.6000600E+002, 6.3051506E-001, 1.1837343E-001, 1.1869560E-001, 7.7842913E-004, 7.6480469E-004, 1.4463989E-002, 3.8135753E-004, 6.8447105E-001, 7.0895227E+002, 6.1338356E+002, 3.6768669E+002, 2.2205962E+002, 4.9427792E+001
 5.7000692E+002, 6.2711940E-001, 1.1833423E-001, 1.1865641E-001, 7.9551824E-004, 7.8194042E-004, 1.4365419E-002, 3.8990198E-004, 6.8242644E-001, 7.0921215E+002, 6.1617517E+002, 3.7269292E+002, 2.2595096E+002, 5.0146124E+001
 5.8000037E+002, 6.2468296E-001, 1.1895172E-001, 1.1927571E-001, 8.1268369E-004, 7.9915270E-004, 1.4267181E-002, 3.9848461E-004, 6.8078268E-001, 7.0997215E+002, 6.2143442E+002, 3.7571867E+002, 2.2923535E+002, 5.0884722E+001
 5.9000129E+002, 6.2286248E-001, 1.1887518E-001, 1.1919907E-001, 8.2985092E-004, 8.1636679E-004, 1.4169105E-002, 4.0706814E-004, 6.7935266E-001, 7.1055768E+002, 6.2419940E+002, 3.8006973E+002, 2.3356628E+002, 5.1650935E+001
 6.0000222E+002, 6.2084186E-001, 1.1911984E-001, 1.1944449E-001, 8.4705349E-004, 8.3361633E-004, 1.4071213E-002, 4.1566935E-004, 6.7779727E-001, 7.1106624E+002, 6.2940308E+002, 3.8397649E+002, 2.3650988E+002, 5.2440970E+001
 6.1000315E+002, 6.1934959E-001, 1.1943261E-001, 1.1975821E-001, 8.6430123E-004, 8.5091117E-004, 1.3973534E-002, 4.2429314E-004, 6.7640389E-001, 7.1172035E+002, 6.3191943E+002, 3.8704783E+002, 2.4038007E+002, 5.3257735E+001
 6.2000407E+002, 6.1757170E-001, 1.1923471E-001, 1.1955985E-001, 8.8152038E-004, 8.6817737E-004, 1.3876068E-002, 4.3290265E-004, 6.7476172E-001, 7.1183047E+002, 6.3676134E+002, 3.9166809E+002, 2.4415422E+002, 5.4101273E+001
 6.3000500E+002, 6.1572980E-001, 1.1943215E-001, 1.1975790E-001, 8.9876805E-004, 8.8547217E-004, 1.3778880E-002, 4.4152642E-004, 6.7299162E-001, 7.1240202E+002, 6.3869599E+002, 3.9413200E+002, 2.4653233E+002, 5.4966542E+001
 6.4000592E+002, 6.1468116E-001, 1.1981746E-001, 1.2014433E-001, 9.1607137E-004, 9.0282277E-004, 1.3681915E-002, 4.5017802E-004, 6.7160738E-001, 7.1298373E+002, 6.4379117E+002, 3.9898659E+002, 2.5068441E+002, 5.5856967E+001
 6.5000685E+002, 6.1363412E-001, 1.1965805E-001, 1.1998455E-001, 9.3335166E-004, 9.2015030E-004, 1.3585106E-002, 4.5881812E-004, 6.7026202E-001, 7.1320526E+002, 6.4611940E+002, 4.0226561E+002, 2.5375351E+002, 5.6774018E+001
 6.6000029E+002, 6.1170406E-001, 1.1954738E-001, 1.1987363E-001, 9.5060306E-004, 9.3744887E-004, 1.3488598E-002, 4.6744376E-004, 6.6842282E-001, 7.1348686E+002, 6.4998116E+002, 4.0640731E+002, 2.5707183E+002, 5.7710477E+001
 6.7000122E+002, 6.1014489E-001, 1.1970163E-001, 1.2002835E-001, 9.6788965E-004, 9.5478272E-004, 1.3392374E-002, 4.7608701E-004, 6.6661181E-001, 7.1392502E+002, 6.5301701E+002, 4.1064060E+002, 2.6099146E+002, 5.8674846E+001
 6.8000214E+002, 6.0909223E-001, 1.1996445E-001, 1.2029194E-001, 9.8521419E-004, 9.7215464E-004, 1.3296338E-002, 4.8474924E-004, 6.6513014E-001, 7.1428299E+002, 6.5634853E+002, 4.1386808E+002, 2.6332553E+002, 5.9663543E+001
 6.9000307E+002, 6.0803992E-001, 1.1987242E-001, 1.2019970E-001, 1.0025254E-003, 9.8951324E-004, 1.3200475E-002, 4.9340483E-004, 6.6370479E-001, 7.1489745E+002, 6.6002570E+002, 4.1895762E+002, 2.6709521E+002, 6.0678725E+001
 7.0000400E+002, 6.0671763E-001, 1.1983790E-001, 1.2016512E-001, 1.0198317E-003, 1.0068669E-003, 1.3104832E-002, 5.0205792E-004, 6.6217675E-001, 7.1531530E+002, 6.6314114E+002, 4.2189143E+002, 2.7039106E+002, 6.1715359E+001
 7.1000492E+002, 6.0530498E-001, 1.1996709E-001, 1.2029471E-001, 1.0371566E-003, 1.0242392E-003, 1.3009430E-002, 5.1072035E-004, 6.6060285E-001, 7.1484785E+002, 6.6576512E+002, 4.2678338E+002, 2.7288814E+002, 6.2779508E+001
 7.2000585E+002, 6.0364919E-001, 1.1981996E-001, 1.2014720E-001, 1.0544603E-003, 1.0415902E-003, 1.2914287E-002, 5.1937216E-004, 6.5886252E-001, 7.1497573E+002, 6.6727629E+002, 4.3059017E+002, 2.7648261E+002, 6.3866014E+001
 7.3000677E+002, 6.0304148E-001, 1.2048871E-001, 1.2081781E-001, 1.0718606E-003, 1.0590381E-003, 1.2819337E-002, 5.2807225E-004, 6.5772004E-001, 7.1603740E+002, 6.7210292E+002, 4.3431888E+002, 2.7905785E+002, 6.4974552E+001
 7.4000022E+002, 6.0311777E-001, 1.2084925E-001, 1.2117938E-001, 1.0892998E-003, 1.0765250E-003, 1.2724487E-002, 5.3679186E-004, 6.5720661E-001, 7.1680864E+002, 6.7446753E+002, 4.3909584E+002, 2.8218373E+002, 6.6112558E+001
 7.5000114E+002, 6.0225211E-001, 1.2029859E-001, 1.2062723E-001, 1.1066726E-003, 1.0939454E-003, 1.2629711E-002, 5.4547823E-004, 6.5629165E-001, 7.1669467E+002, 6.7816534E+002, 4.4239497E+002, 2.8571143E+002, 6.7274075E+001
 7.6000207E+002, 6.0117372E-001, 1.2059241E-001, 1.2092188E-001, 1.1240878E-003, 1.1114083E-003, 1.2535075E-002, 5.5418582E-004, 6.5515434E-001, 7.1703365E+002, 6.8006321E+002, 4.4740157E+002, 2.8788009E+002, 6.8461418E+001
 7.7000299E+002, 5.9975983E-001, 1.2049030E-001, 1.2081952E-001, 1.1414883E-003, 1.1288564E-003, 1.2440656E-002, 5.6288604E-004, 6.5381466E-001, 7.1744867E+002, 6.8334412E+002, 4.5103864E+002, 2.9129310E+002, 6.9672868E+001
 7.8000392E+002, 5.9881723E-001, 1.2078364E-001, 1.2111367E-001, 1.1589312E-003, 1.1463470E-003, 1.2346412E-002, 5.7160745E-004, 6.5267948E-001, 7.1782425E+002, 6.8642605E+002, 4.5577774E+002, 2.9447857E+002, 7.0913519E+001
 7.9000485E+002, 5.9796162E-001, 1.2090736E-001, 1.2123775E-001, 1.1763919E-003, 1.1638555E-003, 1.2252303E-002, 5.8033778E-004, 6.5167946E-001, 7.1815898E+002, 6.8872049E+002, 4.6107916E+002, 2.9677456E+002, 7.2181954E+001
 8.0000577E+002, 5.9672984E-001, 1.2077170E-001, 1.2110174E-001, 1.1938330E-003, 1.1813444E-003, 1.2158351E-002, 5.8905832E-004, 6.5056195E-001, 7.1806881E+002, 6.9155207E+002, 4.6424324E+002, 2.9990553E+002, 7.3477141E+001
 8.1000670E+002, 5.9556696E-001, 1.2100826E-001, 1.2133897E-001, 1.2113083E-003, 1.1988675E-003, 1.2064557E-002, 5.9779595E-004, 6.4947071E-001, 7.1844582E+002, 6.9336189E+002, 4.6996241E+002, 3.0255714E+002, 7.4799814E+001
 8.2000014E+002, 5.9484345E-001, 1.2156559E-001, 1.2189783E-001, 1.2288509E-003, 1.2164582E-003, 1.1970926E-002, 6.0656725E-004, 6.4876272E-001, 7.1906082E+002, 6.9685848E+002, 4.7382609E+002, 3.0523483E+002, 7.6149595E+001
 8.3000107E+002, 5.9394798E-001, 1.2140007E-001, 1.2173188E-001, 1.2463828E-003, 1.2340380E-003, 1.1877361E-002, 6.1533317E-004, 6.4808613E-001, 7.1958533E+002, 6.9898597E+002, 4.7870812E+002, 3.0855592E+002, 7.7531311E+001
 8.4000199E+002, 5.9275328E-001, 1.2147592E-001, 1.2180795E-001, 1.2639256E-003, 1.2516289E-003, 1.1783870E-002, 6.2410457E-004, 6.4735971E-001, 7.1980380E+002, 7.0252147E+002, 4.8427649E+002, 3.1084918E+002, 7.8942551E+001
 8.5000292E+002, 5.9058309E-001, 1.2113707E-001, 1.2146818E-001, 1.2814195E-003, 1.2691707E-003, 1.1690549E-002, 6.3285150E-004, 6.4607721E-001, 7.1954999E+002, 7.0333030E+002, 4.8751491E+002, 3.1381876E+002, 8.0383278E+001
 8.6000384E+002, 5.8920492E-001, 1.2200312E-001, 1.2233661E-001, 1.2990385E-003, 1.2868379E-003, 1.1597388E-002, 6.4166096E-004, 6.4520494E-001, 7.2022588E+002, 7.0639902E+002, 4.9337485E+002, 3.1720211E+002, 8.1859889E+001
 8.7000477E+002, 5.8738051E-001, 1.2181814E-001, 1.2215114E-001, 1.3166307E-003, 1.3044783E-003, 1.1504341E-002, 6.5045707E-004, 6.4433696E-001, 7.2047543E+002, 7.0884622E+002, 4.9618403E+002, 3.1901024E+002, 8.3369649E+001
 8.8000570E+002, 5.8537213E-001, 1.2191439E-001, 1.2224766E-001, 1.3342368E-003, 1.3221326E-003, 1.1411413E-002, 6.5926013E-004, 6.4347953E-001, 7.2090682E+002, 7.1087997E+002, 5.0059741E+002, 3.2189554E+002, 8.4912197E+001
 8.9000662E+002, 5.8327167E-001, 1.2230759E-001, 1.2264194E-001, 1.3518998E-003, 1.3398439E-003, 1.1318594E-002, 6.6809158E-004, 6.4274720E-001, 7.2116898E+002, 7.1435906E+002, 5.0635451E+002, 3.2506917E+002, 8.6494481E+001
 9.0000000E+002, 5.8020740E-001, 1.2187901E-001, 1.2221221E-001, 1.3694875E-003, 1.3574799E-003, 1.1225951E-002, 6.7688545E-004, 6.4163647E-001, 7.2095454E+002, 7.1494693E+002, 5.0876437E+002, 3.2689941E+002, 8.8109835E+001
